year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_mio_eur
2016,NUTS,2010,ME0,1,12.833
2017,NUTS,2010,ME0,1,15.003
2018,NUTS,2010,ME0,1,23.49
2011,NUTS,2010,ME00,2,10.279
2013,NUTS,2010,ME00,2,12.586
2014,NUTS,2010,ME00,2,12.559
2015,NUTS,2010,ME00,2,13.67
2016,NUTS,2010,ME00,2,12.833
2017,NUTS,2010,ME00,2,15.003
2018,NUTS,2010,ME00,2,23.49
2015,NUTS,2010,MK,0,40.292
2016,NUTS,2010,MK,0,42.088
2017,NUTS,2010,MK,0,35.575
2018,NUTS,2010,MK,0,39.071
2019,NUTS,2010,MK,0,41.425
2020,NUTS,2010,MK,0,40.438
2015,NUTS,2010,MK0,1,40.292
2016,NUTS,2010,MK0,1,42.088
2017,NUTS,2010,MK0,1,35.575
2018,NUTS,2010,MK0,1,39.071
2019,NUTS,2010,MK0,1,41.425
2020,NUTS,2010,MK0,1,40.438
2015,NUTS,2010,MK00,2,40.292
2016,NUTS,2010,MK00,2,42.088
2017,NUTS,2010,MK00,2,35.575
2018,NUTS,2010,MK00,2,39.071
2019,NUTS,2010,MK00,2,41.425
2020,NUTS,2010,MK00,2,40.438
2011,NUTS,2010,MT,0,46.053
2012,NUTS,2010,MT,0,59.234
2013,NUTS,2010,MT,0,59.055
2014,NUTS,2010,MT,0,60.539
2015,NUTS,2010,MT,0,71.491
2016,NUTS,2010,MT,0,58.702
2017,NUTS,2010,MT,0,65.928
2018,NUTS,2010,MT,0,74.626
2019,NUTS,2010,MT,0,80.05
2020,NUTS,2010,MT,0,87.188
2011,NUTS,2010,MT0,1,46.053
2012,NUTS,2010,MT0,1,59.234
2013,NUTS,2010,MT0,1,59.055
2014,NUTS,2010,MT0,1,60.539
2015,NUTS,2010,MT0,1,71.491
2016,NUTS,2010,MT0,1,58.702
2017,NUTS,2010,MT0,1,65.928
2018,NUTS,2010,MT0,1,74.626
2019,NUTS,2010,MT0,1,80.05
2020,NUTS,2010,MT0,1,87.188
2011,NUTS,2010,MT00,2,46.053
2012,NUTS,2010,MT00,2,59.234
2013,NUTS,2010,MT00,2,59.055
2014,NUTS,2010,MT00,2,60.539
2015,NUTS,2010,MT00,2,71.491
2016,NUTS,2010,MT00,2,58.702
2017,NUTS,2010,MT00,2,65.928
2018,NUTS,2010,MT00,2,74.626
2019,NUTS,2010,MT00,2,80.05
2020,NUTS,2010,MT00,2,87.188
2011,NUTS,2010,NL,0,12235.3
2012,NUTS,2010,NL,0,12512.616
2013,NUTS,2010,NL,0,14240.0
2014,NUTS,2010,NL,0,14595.0
2015,NUTS,2010,NL,0,14808.0
2016,NUTS,2010,NL,0,15235.0
2017,NUTS,2010,NL,0,16081.0
2018,NUTS,2010,NL,0,16554.0
2019,NUTS,2010,NL,0,17760.0
2020,NUTS,2010,NL,0,18356.0
2011,NUTS,2010,NL1,1,740.229
2012,NUTS,2010,NL1,1,745.891
2013,NUTS,2010,NL1,1,893.0
2014,NUTS,2010,NL1,1,940.0
2015,NUTS,2010,NL1,1,919.0
2016,NUTS,2010,NL1,1,936.0
2017,NUTS,2010,NL1,1,917.0
2018,NUTS,2010,NL1,1,930.0
2019,NUTS,2010,NL1,1,973.0
2011,NUTS,2010,NL11,2,486.465
2012,NUTS,2010,NL11,2,490.424
2011,NUTS,2010,NL12,2,147.686
2012,NUTS,2010,NL12,2,155.849
2011,NUTS,2010,NL13,2,106.087
2012,NUTS,2010,NL13,2,99.618
2011,NUTS,2010,NL2,1,2385.169
2012,NUTS,2010,NL2,1,2326.637
2013,NUTS,2010,NL2,1,2515.0
2014,NUTS,2010,NL2,1,2485.0
2015,NUTS,2010,NL2,1,2479.0
2016,NUTS,2010,NL2,1,2525.0
2017,NUTS,2010,NL2,1,2729.0
2018,NUTS,2010,NL2,1,2807.0
2019,NUTS,2010,NL2,1,3050.0
2011,NUTS,2010,NL21,2,747.625
2012,NUTS,2010,NL21,2,608.445
2011,NUTS,2010,NL22,2,1464.406
2012,NUTS,2010,NL22,2,1516.168
2011,NUTS,2010,NL23,2,173.138
2012,NUTS,2010,NL23,2,202.024
2011,NUTS,2010,NL3,1,6066.805
2012,NUTS,2010,NL3,1,6258.809
2013,NUTS,2010,NL3,1,7115.0
2014,NUTS,2010,NL3,1,7297.0
2015,NUTS,2010,NL3,1,7488.0
2016,NUTS,2010,NL3,1,7677.0
2017,NUTS,2010,NL3,1,7943.0
2018,NUTS,2010,NL3,1,8252.0
2019,NUTS,2010,NL3,1,8615.0
2011,NUTS,2010,NL31,2,1139.597
2012,NUTS,2010,NL31,2,1148.039
2011,NUTS,2010,NL32,2,2234.619
2012,NUTS,2010,NL32,2,2390.445
2011,NUTS,2010,NL33,2,2647.28
2012,NUTS,2010,NL33,2,2658.883
2011,NUTS,2010,NL34,2,45.3
2012,NUTS,2010,NL34,2,61.442
2011,NUTS,2010,NL4,1,3043.092
2012,NUTS,2010,NL4,1,3181.28
2013,NUTS,2010,NL4,1,3716.0
2014,NUTS,2010,NL4,1,3872.0
2015,NUTS,2010,NL4,1,3924.0
2016,NUTS,2010,NL4,1,4097.0
2017,NUTS,2010,NL4,1,4491.0
2018,NUTS,2010,NL4,1,4566.0
2019,NUTS,2010,NL4,1,5122.0
2011,NUTS,2010,NL41,2,2322.162
2012,NUTS,2010,NL41,2,2498.977
2011,NUTS,2010,NL42,2,720.93
2012,NUTS,2010,NL42,2,682.303
2011,NUTS,2010,NO,0,5830.626
2012,NUTS,2010,NO,0,6427.138
2013,NUTS,2010,NO,0,6500.596
2014,NUTS,2010,NO,0,6447.728
2015,NUTS,2010,NO,0,6727.586
2016,NUTS,2010,NO,0,6818.16
2017,NUTS,2010,NO,0,7416.769
2018,NUTS,2010,NO,0,7582.923
2019,NUTS,2010,NO,0,7799.17
2020,NUTS,2010,NO,0,7245.337
2011,NUTS,2010,NO0,1,5830.626
2012,NUTS,2010,NO0,1,6427.138
2013,NUTS,2010,NO0,1,6500.596
2014,NUTS,2010,NO0,1,6447.728
2015,NUTS,2010,NO0,1,6727.586
2016,NUTS,2010,NO0,1,6818.16
2017,NUTS,2010,NO0,1,7416.769
2018,NUTS,2010,NO0,1,7582.725
2019,NUTS,2010,NO0,1,7799.16
2011,NUTS,2010,NO01,2,2667.0
2012,NUTS,2010,NO01,2,2806.33
2013,NUTS,2010,NO01,2,2797.456
2014,NUTS,2010,NO01,2,2727.281
2015,NUTS,2010,NO01,2,2856.061
2016,NUTS,2010,NO01,2,2895.927
2017,NUTS,2010,NO01,2,3098.274
2018,NUTS,2010,NO01,2,3180.88
2019,NUTS,2010,NO01,2,3266.244
2011,NUTS,2010,NO02,2,103.883
2012,NUTS,2010,NO02,2,111.223
2013,NUTS,2010,NO02,2,131.374
2014,NUTS,2010,NO02,2,127.214
2015,NUTS,2010,NO02,2,125.894
2016,NUTS,2010,NO02,2,131.585
2017,NUTS,2010,NO02,2,155.27
2018,NUTS,2010,NO02,2,159.135
2019,NUTS,2010,NO02,2,151.151
2011,NUTS,2010,NO03,2,564.657
2012,NUTS,2010,NO03,2,622.814
2013,NUTS,2010,NO03,2,674.28
2014,NUTS,2010,NO03,2,685.028
2015,NUTS,2010,NO03,2,676.276
2016,NUTS,2010,NO03,2,680.968
2017,NUTS,2010,NO03,2,718.42
2018,NUTS,2010,NO03,2,743.131
2019,NUTS,2010,NO03,2,754.515
2011,NUTS,2010,NO04,2,400.441
2012,NUTS,2010,NO04,2,464.703
2013,NUTS,2010,NO04,2,505.438
2014,NUTS,2010,NO04,2,508.307
2015,NUTS,2010,NO04,2,530.314
2016,NUTS,2010,NO04,2,574.376
2017,NUTS,2010,NO04,2,622.858
2018,NUTS,2010,NO04,2,630.737
2019,NUTS,2010,NO04,2,636.832
2011,NUTS,2010,NO05,2,800.395
2012,NUTS,2010,NO05,2,865.527
2013,NUTS,2010,NO05,2,863.463
2014,NUTS,2010,NO05,2,885.414
2015,NUTS,2010,NO05,2,965.92
2016,NUTS,2010,NO05,2,964.136
2017,NUTS,2010,NO05,2,1136.925
2018,NUTS,2010,NO05,2,1208.69
2019,NUTS,2010,NO05,2,1212.799
2011,NUTS,2010,NO06,2,935.561
2012,NUTS,2010,NO06,2,1131.236
2013,NUTS,2010,NO06,2,1130.388
2014,NUTS,2010,NO06,2,1108.817
2015,NUTS,2010,NO06,2,1133.604
2016,NUTS,2010,NO06,2,1105.009
2017,NUTS,2010,NO06,2,1177.957
2018,NUTS,2010,NO06,2,1155.124
2019,NUTS,2010,NO06,2,1279.38
2011,NUTS,2010,NO07,2,358.65
2012,NUTS,2010,NO07,2,421.787
2013,NUTS,2010,NO07,2,395.02
2014,NUTS,2010,NO07,2,405.463
2015,NUTS,2010,NO07,2,439.159
2016,NUTS,2010,NO07,2,466.159
2017,NUTS,2010,NO07,2,507.076
2018,NUTS,2010,NO07,2,505.017
2019,NUTS,2010,NO07,2,498.249
2011,NUTS,2010,PL,0,2836.165
2012,NUTS,2010,PL,0,3429.852
2013,NUTS,2010,PL,0,3436.284
2014,NUTS,2010,PL,0,3864.016
2015,NUTS,2010,PL,0,4316.508
2016,NUTS,2010,PL,0,4112.349
2017,NUTS,2010,PL,0,4834.038
2018,NUTS,2010,PL,0,6018.489
2019,NUTS,2010,PL,0,7046.915
2020,NUTS,2010,PL,0,7292.843
2011,NUTS,2010,PL1,1,1275.057
2012,NUTS,2010,PL1,1,1349.945
2013,NUTS,2010,PL1,1,1516.569
2014,NUTS,2010,PL1,1,1718.567
2015,NUTS,2010,PL1,1,1835.688
2011,NUTS,2010,PL11,2,140.392
2012,NUTS,2010,PL11,2,182.286
2013,NUTS,2010,PL11,2,161.287
2014,NUTS,2010,PL11,2,168.176
2015,NUTS,2010,PL11,2,175.569
2011,NUTS,2010,PL12,2,1134.689
2012,NUTS,2010,PL12,2,1167.659
2013,NUTS,2010,PL12,2,1355.283
2014,NUTS,2010,PL12,2,1550.367
2015,NUTS,2010,PL12,2,1660.118
2011,NUTS,2010,PL2,1,544.629
2012,NUTS,2010,PL2,1,701.746
2013,NUTS,2010,PL2,1,697.868
2014,NUTS,2010,PL2,1,733.337
2015,NUTS,2010,PL2,1,829.521
2016,NUTS,2010,PL2,1,1008.778
2017,NUTS,2010,PL2,1,1054.381
2018,NUTS,2010,PL2,1,1305.542
2019,NUTS,2010,PL2,1,1534.377
2011,NUTS,2010,PL21,2,293.768
2012,NUTS,2010,PL21,2,391.453
2013,NUTS,2010,PL21,2,395.545
2014,NUTS,2010,PL21,2,442.201
2015,NUTS,2010,PL21,2,506.346
2016,NUTS,2010,PL21,2,732.719
2017,NUTS,2010,PL21,2,694.856
2018,NUTS,2010,PL21,2,866.449
2019,NUTS,2010,PL21,2,961.654
2011,NUTS,2010,PL22,2,250.862
2012,NUTS,2010,PL22,2,310.293
2013,NUTS,2010,PL22,2,302.299
2014,NUTS,2010,PL22,2,291.112
2015,NUTS,2010,PL22,2,323.176
2016,NUTS,2010,PL22,2,276.082
2017,NUTS,2010,PL22,2,359.526
2018,NUTS,2010,PL22,2,439.094
2019,NUTS,2010,PL22,2,572.723
2011,NUTS,2010,PL3,1,291.875
2012,NUTS,2010,PL3,1,369.708
2013,NUTS,2010,PL3,1,367.052
2014,NUTS,2010,PL3,1,476.902
2015,NUTS,2010,PL3,1,526.804
2011,NUTS,2010,PL31,2,91.734
2012,NUTS,2010,PL31,2,155.86
2013,NUTS,2010,PL31,2,95.795
2014,NUTS,2010,PL31,2,165.069
2015,NUTS,2010,PL31,2,175.354
2011,NUTS,2010,PL32,2,131.583
2012,NUTS,2010,PL32,2,151.601
2013,NUTS,2010,PL32,2,188.612
2014,NUTS,2010,PL32,2,222.498
2015,NUTS,2010,PL32,2,217.227
2011,NUTS,2010,PL33,2,34.704
2012,NUTS,2010,PL33,2,29.039
2013,NUTS,2010,PL33,2,33.425
2014,NUTS,2010,PL33,2,33.578
2015,NUTS,2010,PL33,2,62.379
2011,NUTS,2010,PL34,2,33.854
2012,NUTS,2010,PL34,2,33.208
2013,NUTS,2010,PL34,2,48.767
2014,NUTS,2010,PL34,2,55.78
2015,NUTS,2010,PL34,2,71.867
2011,NUTS,2010,PL4,1,282.168
2012,NUTS,2010,PL4,1,395.49
2013,NUTS,2010,PL4,1,303.919
2014,NUTS,2010,PL4,1,312.43
2015,NUTS,2010,PL4,1,388.853
2016,NUTS,2010,PL4,1,310.277
2017,NUTS,2010,PL4,1,408.128
2018,NUTS,2010,PL4,1,517.372
2019,NUTS,2010,PL4,1,602.934
2011,NUTS,2010,PL41,2,220.866
2012,NUTS,2010,PL41,2,325.114
2013,NUTS,2010,PL41,2,237.403
2014,NUTS,2010,PL41,2,253.161
2015,NUTS,2010,PL41,2,314.309
2016,NUTS,2010,PL41,2,247.8
2017,NUTS,2010,PL41,2,292.272
2018,NUTS,2010,PL41,2,364.282
2019,NUTS,2010,PL41,2,429.842
2011,NUTS,2010,PL42,2,47.687
2012,NUTS,2010,PL42,2,53.645
2013,NUTS,2010,PL42,2,43.979
2014,NUTS,2010,PL42,2,42.994
2015,NUTS,2010,PL42,2,53.178
2016,NUTS,2010,PL42,2,43.248
2017,NUTS,2010,PL42,2,77.285
2018,NUTS,2010,PL42,2,100.824
2019,NUTS,2010,PL42,2,118.419
2011,NUTS,2010,PL43,2,13.59
2012,NUTS,2010,PL43,2,16.731
2013,NUTS,2010,PL43,2,22.561
2014,NUTS,2010,PL43,2,16.275
2015,NUTS,2010,PL43,2,21.367
2016,NUTS,2010,PL43,2,19.206
2017,NUTS,2010,PL43,2,38.572
2018,NUTS,2010,PL43,2,52.266
2019,NUTS,2010,PL43,2,54.674
2011,NUTS,2010,PL5,1,196.403
2012,NUTS,2010,PL5,1,247.929
2013,NUTS,2010,PL5,1,235.402
2014,NUTS,2010,PL5,1,284.97
2015,NUTS,2010,PL5,1,335.341
2016,NUTS,2010,PL5,1,279.038
2017,NUTS,2010,PL5,1,400.446
2018,NUTS,2010,PL5,1,513.561
2019,NUTS,2010,PL5,1,609.967
2011,NUTS,2010,PL51,2,175.994
2012,NUTS,2010,PL51,2,232.141
2013,NUTS,2010,PL51,2,216.51
2014,NUTS,2010,PL51,2,255.742
2015,NUTS,2010,PL51,2,306.398
2016,NUTS,2010,PL51,2,247.41
2017,NUTS,2010,PL51,2,356.542
2018,NUTS,2010,PL51,2,449.224
2019,NUTS,2010,PL51,2,551.042
2011,NUTS,2010,PL52,2,20.434
2012,NUTS,2010,PL52,2,15.788
2013,NUTS,2010,PL52,2,18.892
2014,NUTS,2010,PL52,2,29.228
2015,NUTS,2010,PL52,2,28.967
2016,NUTS,2010,PL52,2,31.628
2017,NUTS,2010,PL52,2,43.904
2018,NUTS,2010,PL52,2,64.338
2019,NUTS,2010,PL52,2,58.925
2011,NUTS,2010,PL6,1,246.032
2012,NUTS,2010,PL6,1,365.038
2013,NUTS,2010,PL6,1,315.45
2014,NUTS,2010,PL6,1,337.81
2015,NUTS,2010,PL6,1,400.277
2016,NUTS,2010,PL6,1,387.995
2017,NUTS,2010,PL6,1,460.16
2018,NUTS,2010,PL6,1,623.607
2019,NUTS,2010,PL6,1,809.031
2011,NUTS,2010,PL61,2,45.455
2012,NUTS,2010,PL61,2,72.73
2013,NUTS,2010,PL61,2,54.533
2014,NUTS,2010,PL61,2,61.086
2015,NUTS,2010,PL61,2,87.092
2016,NUTS,2010,PL61,2,66.442
2017,NUTS,2010,PL61,2,102.678
2018,NUTS,2010,PL61,2,142.27
2019,NUTS,2010,PL61,2,167.876
2011,NUTS,2010,PL62,2,48.804
2012,NUTS,2010,PL62,2,50.679
2013,NUTS,2010,PL62,2,38.475
2014,NUTS,2010,PL62,2,30.137
2015,NUTS,2010,PL62,2,36.878
2016,NUTS,2010,PL62,2,37.908
2017,NUTS,2010,PL62,2,62.18
2018,NUTS,2010,PL62,2,71.144
2019,NUTS,2010,PL62,2,108.795
2011,NUTS,2010,PL63,2,151.75
2012,NUTS,2010,PL63,2,241.63
2013,NUTS,2010,PL63,2,222.442
2014,NUTS,2010,PL63,2,246.565
2015,NUTS,2010,PL63,2,276.308
2016,NUTS,2010,PL63,2,283.668
2017,NUTS,2010,PL63,2,295.278
2018,NUTS,2010,PL63,2,410.193
2019,NUTS,2010,PL63,2,532.359
2016,NUTS,2010,PL7,1,191.052
2017,NUTS,2010,PL7,1,235.448
2018,NUTS,2010,PL7,1,347.181
2019,NUTS,2010,PL7,1,381.684
2016,NUTS,2010,PL71,2,160.295
2017,NUTS,2010,PL71,2,201.715
2018,NUTS,2010,PL71,2,281.312
2019,NUTS,2010,PL71,2,316.452
2016,NUTS,2010,PL72,2,30.757
2017,NUTS,2010,PL72,2,33.733
2018,NUTS,2010,PL72,2,65.869
2019,NUTS,2010,PL72,2,65.231
2016,NUTS,2010,PL8,1,358.773
2017,NUTS,2010,PL8,1,404.205
2018,NUTS,2010,PL8,1,482.488
2019,NUTS,2010,PL8,1,575.078
2016,NUTS,2010,PL81,2,143.221
2017,NUTS,2010,PL81,2,157.106
2018,NUTS,2010,PL81,2,189.268
2019,NUTS,2010,PL81,2,229.542
2016,NUTS,2010,PL82,2,174.849
2017,NUTS,2010,PL82,2,185.694
2018,NUTS,2010,PL82,2,215.09
2019,NUTS,2010,PL82,2,249.728
2016,NUTS,2010,PL84,2,40.704
2017,NUTS,2010,PL84,2,61.428
2018,NUTS,2010,PL84,2,78.13
2019,NUTS,2010,PL84,2,95.808
2016,NUTS,2010,PL9,1,1576.458
2017,NUTS,2010,PL9,1,1871.247
2018,NUTS,2010,PL9,1,2228.739
2019,NUTS,2010,PL9,1,2533.845
2016,NUTS,2010,PL91,2,1506.555
2017,NUTS,2010,PL91,2,1787.151
2018,NUTS,2010,PL91,2,2112.828
2019,NUTS,2010,PL91,2,2399.151
2016,NUTS,2010,PL92,2,69.903
2017,NUTS,2010,PL92,2,84.097
2018,NUTS,2010,PL92,2,115.911
2019,NUTS,2010,PL92,2,134.694
2011,NUTS,2010,PT,0,2566.45
2012,NUTS,2010,PT,0,2320.133
2013,NUTS,2010,PT,0,2258.471
2014,NUTS,2010,PT,0,2232.249
2015,NUTS,2010,PT,0,2234.37
2016,NUTS,2010,PT,0,2388.467
2017,NUTS,2010,PT,0,2585.1
2018,NUTS,2010,PT,0,2769.072
2019,NUTS,2010,PT,0,2991.864
2020,NUTS,2010,PT,0,3236.212
2011,NUTS,2010,PT1,1,2538.832
2012,NUTS,2010,PT1,1,2287.168
2013,NUTS,2010,PT1,1,2231.749
2014,NUTS,2010,PT1,1,2204.459
2015,NUTS,2010,PT1,1,2206.208
2016,NUTS,2010,PT1,1,2362.999
2017,NUTS,2010,PT1,1,2555.908
2018,NUTS,2010,PT1,1,2736.55
2019,NUTS,2010,PT1,1,2956.124
2020,NUTS,2010,PT1,1,3199.067
2011,NUTS,2010,PT11,2,743.334
2012,NUTS,2010,PT11,2,688.048
2013,NUTS,2010,PT11,2,686.082
2014,NUTS,2010,PT11,2,683.248
2015,NUTS,2010,PT11,2,713.908
2016,NUTS,2010,PT11,2,748.158
2017,NUTS,2010,PT11,2,863.023
2018,NUTS,2010,PT11,2,922.162
2019,NUTS,2010,PT11,2,971.315
2020,NUTS,2010,PT11,2,1098.016
2011,NUTS,2010,PT15,2,30.118
2012,NUTS,2010,PT15,2,29.915
2013,NUTS,2010,PT15,2,26.418
2014,NUTS,2010,PT15,2,29.294
2015,NUTS,2010,PT15,2,29.116
2016,NUTS,2010,PT15,2,29.93
2017,NUTS,2010,PT15,2,27.322
2018,NUTS,2010,PT15,2,32.566
2019,NUTS,2010,PT15,2,41.273
2020,NUTS,2010,PT15,2,42.747
2011,NUTS,2010,PT16,2,412.346
2012,NUTS,2010,PT16,2,414.183
2013,NUTS,2010,PT16,2,412.319
2014,NUTS,2010,PT16,2,438.96
2015,NUTS,2010,PT16,2,415.909
2016,NUTS,2010,PT16,2,447.221
2017,NUTS,2010,PT16,2,485.502
2018,NUTS,2010,PT16,2,499.261
2019,NUTS,2010,PT16,2,545.586
2020,NUTS,2010,PT16,2,549.983
2011,NUTS,2010,PT17,2,1304.647
2012,NUTS,2010,PT17,2,1103.191
2013,NUTS,2010,PT17,2,1056.585
2014,NUTS,2010,PT17,2,1000.394
2015,NUTS,2010,PT17,2,986.638
2016,NUTS,2010,PT17,2,1071.716
2017,NUTS,2010,PT17,2,1107.908
2018,NUTS,2010,PT17,2,1195.152
2019,NUTS,2010,PT17,2,1293.603
2020,NUTS,2010,PT17,2,1398.045
2011,NUTS,2010,PT18,2,48.387
2012,NUTS,2010,PT18,2,51.832
2013,NUTS,2010,PT18,2,50.345
2014,NUTS,2010,PT18,2,52.564
2015,NUTS,2010,PT18,2,60.637
2016,NUTS,2010,PT18,2,65.974
2017,NUTS,2010,PT18,2,72.154
2018,NUTS,2010,PT18,2,87.409
2019,NUTS,2010,PT18,2,104.346
2020,NUTS,2010,PT18,2,110.275
2011,NUTS,2010,PT2,1,14.503
2012,NUTS,2010,PT2,1,20.973
2013,NUTS,2010,PT2,1,12.764
2014,NUTS,2010,PT2,1,13.029
2015,NUTS,2010,PT2,1,13.009
2016,NUTS,2010,PT2,1,11.818
2017,NUTS,2010,PT2,1,12.469
2018,NUTS,2010,PT2,1,13.517
2019,NUTS,2010,PT2,1,13.421
2020,NUTS,2010,PT2,1,14.204
2011,NUTS,2010,PT20,2,14.503
2012,NUTS,2010,PT20,2,20.973
2013,NUTS,2010,PT20,2,12.764
2014,NUTS,2010,PT20,2,13.029
2015,NUTS,2010,PT20,2,13.009
2016,NUTS,2010,PT20,2,11.818
2017,NUTS,2010,PT20,2,12.469
2018,NUTS,2010,PT20,2,13.517
2019,NUTS,2010,PT20,2,13.421
2020,NUTS,2010,PT20,2,14.204
2011,NUTS,2010,PT3,1,13.116
2012,NUTS,2010,PT3,1,11.992
2013,NUTS,2010,PT3,1,13.957
2014,NUTS,2010,PT3,1,14.761
2015,NUTS,2010,PT3,1,15.153
2016,NUTS,2010,PT3,1,13.651
2017,NUTS,2010,PT3,1,16.723
2018,NUTS,2010,PT3,1,19.006
2019,NUTS,2010,PT3,1,22.32
2020,NUTS,2010,PT3,1,22.941
2011,NUTS,2010,PT30,2,13.116
2012,NUTS,2010,PT30,2,11.992
2013,NUTS,2010,PT30,2,13.957
2014,NUTS,2010,PT30,2,14.761
2015,NUTS,2010,PT30,2,15.153
2016,NUTS,2010,PT30,2,13.651
2017,NUTS,2010,PT30,2,16.723
2018,NUTS,2010,PT30,2,19.006
2019,NUTS,2010,PT30,2,22.32
2020,NUTS,2010,PT30,2,22.941
2011,NUTS,2010,RO,0,657.411
2012,NUTS,2010,RO,0,644.211
2013,NUTS,2010,RO,0,557.769
2014,NUTS,2010,RO,0,575.12
2015,NUTS,2010,RO,0,782.142
2016,NUTS,2010,RO,0,818.444
2017,NUTS,2010,RO,0,944.906
2018,NUTS,2010,RO,0,1024.77
2019,NUTS,2010,RO,0,1067.442
2020,NUTS,2010,RO,0,1026.09
2011,NUTS,2010,RO1,1,100.418
2012,NUTS,2010,RO1,1,101.386
2013,NUTS,2010,RO1,1,72.604
2014,NUTS,2010,RO1,1,98.744
2015,NUTS,2010,RO1,1,133.628
2016,NUTS,2010,RO1,1,111.764
2017,NUTS,2010,RO1,1,110.232
2018,NUTS,2010,RO1,1,125.387
2019,NUTS,2010,RO1,1,125.015
2011,NUTS,2010,RO11,2,71.189
2012,NUTS,2010,RO11,2,66.965
2013,NUTS,2010,RO11,2,51.325
2014,NUTS,2010,RO11,2,45.92
2015,NUTS,2010,RO11,2,75.676
2016,NUTS,2010,RO11,2,51.049
2017,NUTS,2010,RO11,2,54.196
2018,NUTS,2010,RO11,2,53.742
2019,NUTS,2010,RO11,2,48.515
2011,NUTS,2010,RO12,2,29.228
2012,NUTS,2010,RO12,2,34.421
2013,NUTS,2010,RO12,2,21.279
2014,NUTS,2010,RO12,2,52.824
2015,NUTS,2010,RO12,2,57.953
2016,NUTS,2010,RO12,2,60.715
2017,NUTS,2010,RO12,2,56.036
2018,NUTS,2010,RO12,2,71.646
2019,NUTS,2010,RO12,2,76.5
2011,NUTS,2010,RO2,1,55.591
2012,NUTS,2010,RO2,1,67.065
2013,NUTS,2010,RO2,1,55.241
2014,NUTS,2010,RO2,1,54.006
2015,NUTS,2010,RO2,1,84.817
2016,NUTS,2010,RO2,1,52.976
2017,NUTS,2010,RO2,1,47.229
2018,NUTS,2010,RO2,1,59.192
2019,NUTS,2010,RO2,1,88.435
2011,NUTS,2010,RO21,2,40.632
2012,NUTS,2010,RO21,2,54.945
2013,NUTS,2010,RO21,2,44.739
2014,NUTS,2010,RO21,2,43.088
2015,NUTS,2010,RO21,2,70.45
2016,NUTS,2010,RO21,2,38.003
2017,NUTS,2010,RO21,2,33.703
2018,NUTS,2010,RO21,2,41.368
2019,NUTS,2010,RO21,2,69.845
2011,NUTS,2010,RO22,2,14.959
2012,NUTS,2010,RO22,2,12.121
2013,NUTS,2010,RO22,2,10.502
2014,NUTS,2010,RO22,2,10.918
2015,NUTS,2010,RO22,2,14.368
2016,NUTS,2010,RO22,2,14.973
2017,NUTS,2010,RO22,2,13.526
2018,NUTS,2010,RO22,2,17.824
2019,NUTS,2010,RO22,2,18.59
2011,NUTS,2010,RO3,1,442.084
2012,NUTS,2010,RO3,1,427.691
2013,NUTS,2010,RO3,1,372.558
2014,NUTS,2010,RO3,1,380.609
2015,NUTS,2010,RO3,1,473.843
2016,NUTS,2010,RO3,1,561.995
2017,NUTS,2010,RO3,1,689.559
2018,NUTS,2010,RO3,1,723.035
2019,NUTS,2010,RO3,1,753.001
2011,NUTS,2010,RO31,2,62.712
2012,NUTS,2010,RO31,2,74.359
2013,NUTS,2010,RO31,2,59.839
2014,NUTS,2010,RO31,2,66.735
2015,NUTS,2010,RO31,2,68.566
2016,NUTS,2010,RO31,2,79.354
2017,NUTS,2010,RO31,2,75.069
2018,NUTS,2010,RO31,2,78.196
2019,NUTS,2010,RO31,2,91.648
2011,NUTS,2010,RO32,2,379.372
2012,NUTS,2010,RO32,2,353.332
2013,NUTS,2010,RO32,2,312.718
2014,NUTS,2010,RO32,2,313.875
2015,NUTS,2010,RO32,2,405.277
2016,NUTS,2010,RO32,2,482.641
2017,NUTS,2010,RO32,2,614.49
2018,NUTS,2010,RO32,2,644.839
2019,NUTS,2010,RO32,2,661.353
2011,NUTS,2010,RO4,1,59.318
2012,NUTS,2010,RO4,1,48.068
2013,NUTS,2010,RO4,1,57.366
2014,NUTS,2010,RO4,1,41.761
2015,NUTS,2010,RO4,1,89.853
2016,NUTS,2010,RO4,1,91.709
2017,NUTS,2010,RO4,1,97.886
2018,NUTS,2010,RO4,1,117.156
2019,NUTS,2010,RO4,1,100.991
2011,NUTS,2010,RO41,2,29.639
2012,NUTS,2010,RO41,2,13.079
2013,NUTS,2010,RO41,2,20.146
2014,NUTS,2010,RO41,2,16.472
2015,NUTS,2010,RO41,2,24.469
2016,NUTS,2010,RO41,2,17.939
2017,NUTS,2010,RO41,2,28.07
2018,NUTS,2010,RO41,2,36.746
2019,NUTS,2010,RO41,2,20.632
2011,NUTS,2010,RO42,2,29.679
2012,NUTS,2010,RO42,2,34.99
2013,NUTS,2010,RO42,2,37.22
2014,NUTS,2010,RO42,2,25.289
2015,NUTS,2010,RO42,2,65.384
2016,NUTS,2010,RO42,2,73.77
2017,NUTS,2010,RO42,2,69.816
2018,NUTS,2010,RO42,2,80.41
2019,NUTS,2010,RO42,2,80.359
2011,NUTS,2010,RS,0,242.118
2012,NUTS,2010,RS,0,287.337
2013,NUTS,2010,RS,0,249.038
2014,NUTS,2010,RS,0,256.461
2015,NUTS,2010,RS,0,289.819
2016,NUTS,2010,RS,0,308.292
2017,NUTS,2010,RS,0,342.279
