year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_hc_total_t
2017,NUTS,2010,PL22,2,9903.0
2018,NUTS,2010,PL22,2,11435.0
2019,NUTS,2010,PL22,2,13288.0
2011,NUTS,2010,PL3,1,11028.0
2012,NUTS,2010,PL3,1,10700.0
2013,NUTS,2010,PL3,1,11407.0
2014,NUTS,2010,PL3,1,11732.0
2015,NUTS,2010,PL3,1,11583.0
2011,NUTS,2010,PL31,2,5337.0
2012,NUTS,2010,PL31,2,5963.0
2013,NUTS,2010,PL31,2,5678.0
2014,NUTS,2010,PL31,2,5952.0
2015,NUTS,2010,PL31,2,5788.0
2011,NUTS,2010,PL32,2,2288.0
2012,NUTS,2010,PL32,2,2322.0
2013,NUTS,2010,PL32,2,2488.0
2014,NUTS,2010,PL32,2,2538.0
2015,NUTS,2010,PL32,2,2524.0
2012,NUTS,2010,PL33,2,332.0
2013,NUTS,2010,PL33,2,1025.0
2014,NUTS,2010,PL33,2,1065.0
2015,NUTS,2010,PL33,2,1017.0
2012,NUTS,2010,PL34,2,2083.0
2013,NUTS,2010,PL34,2,2216.0
2014,NUTS,2010,PL34,2,2177.0
2015,NUTS,2010,PL34,2,2254.0
2011,NUTS,2010,PL4,1,14162.0
2012,NUTS,2010,PL4,1,13287.0
2013,NUTS,2010,PL4,1,13364.0
2014,NUTS,2010,PL4,1,13710.0
2015,NUTS,2010,PL4,1,13372.0
2016,NUTS,2010,PL4,1,14307.0
2017,NUTS,2010,PL4,1,18088.0
2018,NUTS,2010,PL4,1,20152.0
2019,NUTS,2010,PL4,1,16960.0
2011,NUTS,2010,PL41,2,10038.0
2012,NUTS,2010,PL41,2,9065.0
2013,NUTS,2010,PL41,2,9281.0
2014,NUTS,2010,PL41,2,9526.0
2015,NUTS,2010,PL41,2,9245.0
2017,NUTS,2010,PL41,2,12361.0
2018,NUTS,2010,PL41,2,14529.0
2019,NUTS,2010,PL41,2,11469.0
2012,NUTS,2010,PL42,2,3311.0
2013,NUTS,2010,PL42,2,3199.0
2014,NUTS,2010,PL42,2,3299.0
2015,NUTS,2010,PL42,2,3281.0
2016,NUTS,2010,PL42,2,3247.0
2017,NUTS,2010,PL42,2,4541.0
2012,NUTS,2010,PL43,2,911.0
2013,NUTS,2010,PL43,2,884.0
2014,NUTS,2010,PL43,2,885.0
2015,NUTS,2010,PL43,2,846.0
2017,NUTS,2010,PL43,2,1186.0
2011,NUTS,2010,PL5,1,7952.0
2012,NUTS,2010,PL5,1,8123.0
2013,NUTS,2010,PL5,1,8370.0
2014,NUTS,2010,PL5,1,8362.0
2015,NUTS,2010,PL5,1,8718.0
2016,NUTS,2010,PL5,1,9029.0
2017,NUTS,2010,PL5,1,12727.0
2019,NUTS,2010,PL5,1,12704.0
2012,NUTS,2010,PL51,2,6911.0
2013,NUTS,2010,PL51,2,7194.0
2014,NUTS,2010,PL51,2,7114.0
2015,NUTS,2010,PL51,2,7507.0
2016,NUTS,2010,PL51,2,7880.0
2017,NUTS,2010,PL51,2,11202.0
2018,NUTS,2010,PL51,2,11448.0
2012,NUTS,2010,PL52,2,1212.0
2013,NUTS,2010,PL52,2,1176.0
2014,NUTS,2010,PL52,2,1248.0
2015,NUTS,2010,PL52,2,1211.0
2016,NUTS,2010,PL52,2,1149.0
2017,NUTS,2010,PL52,2,1525.0
2011,NUTS,2010,PL6,1,10370.0
2012,NUTS,2010,PL6,1,10325.0
2013,NUTS,2010,PL6,1,10414.0
2014,NUTS,2010,PL6,1,10799.0
2015,NUTS,2010,PL6,1,10596.0
2016,NUTS,2010,PL6,1,11298.0
2017,NUTS,2010,PL6,1,17074.0
2018,NUTS,2010,PL6,1,18644.0
2019,NUTS,2010,PL6,1,17568.0
2012,NUTS,2010,PL61,2,3413.0
2013,NUTS,2010,PL61,2,3375.0
2014,NUTS,2010,PL61,2,3656.0
2015,NUTS,2010,PL61,2,3609.0
2016,NUTS,2010,PL61,2,3695.0
2017,NUTS,2010,PL61,2,6397.0
2012,NUTS,2010,PL62,2,1916.0
2013,NUTS,2010,PL62,2,1924.0
2014,NUTS,2010,PL62,2,2044.0
2015,NUTS,2010,PL62,2,1977.0
2016,NUTS,2010,PL62,2,2186.0
2017,NUTS,2010,PL62,2,2663.0
2011,NUTS,2010,PL63,2,5049.0
2012,NUTS,2010,PL63,2,4996.0
2013,NUTS,2010,PL63,2,5115.0
2014,NUTS,2010,PL63,2,5099.0
2015,NUTS,2010,PL63,2,5010.0
2016,NUTS,2010,PL63,2,5417.0
2017,NUTS,2010,PL63,2,8014.0
2018,NUTS,2010,PL63,2,8402.0
2019,NUTS,2010,PL63,2,8203.0
2016,NUTS,2010,PL7,1,7078.0
2017,NUTS,2010,PL7,1,10102.0
2019,NUTS,2010,PL7,1,10232.0
2016,NUTS,2010,PL71,2,6001.0
2017,NUTS,2010,PL71,2,8474.0
2018,NUTS,2010,PL71,2,7350.0
2019,NUTS,2010,PL71,2,8382.0
2016,NUTS,2010,PL72,2,1077.0
2017,NUTS,2010,PL72,2,1628.0
2019,NUTS,2010,PL72,2,1850.0
2016,NUTS,2010,PL8,1,11304.0
2017,NUTS,2010,PL8,1,14958.0
2018,NUTS,2010,PL8,1,16621.0
2019,NUTS,2010,PL8,1,16826.0
2016,NUTS,2010,PL81,2,6469.0
2017,NUTS,2010,PL81,2,8973.0
2018,NUTS,2010,PL81,2,10515.0
2019,NUTS,2010,PL81,2,10613.0
2016,NUTS,2010,PL82,2,2565.0
2017,NUTS,2010,PL82,2,2810.0
2019,NUTS,2010,PL82,2,2564.0
2016,NUTS,2010,PL84,2,2270.0
2017,NUTS,2010,PL84,2,3175.0
2019,NUTS,2010,PL84,2,3649.0
2016,NUTS,2010,PL9,1,20432.0
2017,NUTS,2010,PL9,1,30217.0
2018,NUTS,2010,PL9,1,33364.0
2019,NUTS,2010,PL9,1,33965.0
2016,NUTS,2010,PL91,2,19505.0
2017,NUTS,2010,PL91,2,29073.0
2016,NUTS,2010,PL92,2,927.0
2017,NUTS,2010,PL92,2,1144.0
2011,NUTS,2010,PT,0,48080.0
2012,NUTS,2010,PT,0,48998.0
2013,NUTS,2010,PT,0,55707.0
2014,NUTS,2010,PT,0,54626.0
2015,NUTS,2010,PT,0,55298.0
2016,NUTS,2010,PT,0,57437.0
2017,NUTS,2010,PT,0,57838.0
2018,NUTS,2010,PT,0,61186.0
2019,NUTS,2010,PT,0,61337.0
2020,NUTS,2010,PT,0,59370.0
2011,NUTS,2010,PT1,1,47445.0
2012,NUTS,2010,PT1,1,48395.0
2013,NUTS,2010,PT1,1,54959.0
2014,NUTS,2010,PT1,1,53806.0
2015,NUTS,2010,PT1,1,54479.0
2016,NUTS,2010,PT1,1,56573.0
2017,NUTS,2010,PT1,1,56962.0
2018,NUTS,2010,PT1,1,60327.0
2019,NUTS,2010,PT1,1,60513.0
2020,NUTS,2010,PT1,1,58557.0
2011,NUTS,2010,PT11,2,14725.0
2012,NUTS,2010,PT11,2,14399.0
2013,NUTS,2010,PT11,2,17074.0
2014,NUTS,2010,PT11,2,16516.0
2015,NUTS,2010,PT11,2,16637.0
2016,NUTS,2010,PT11,2,17802.0
2017,NUTS,2010,PT11,2,17927.0
2018,NUTS,2010,PT11,2,18994.0
2019,NUTS,2010,PT11,2,19245.0
2020,NUTS,2010,PT11,2,19060.0
2011,NUTS,2010,PT15,2,1365.0
2012,NUTS,2010,PT15,2,1226.0
2013,NUTS,2010,PT15,2,1265.0
2014,NUTS,2010,PT15,2,1295.0
2015,NUTS,2010,PT15,2,1356.0
2016,NUTS,2010,PT15,2,1306.0
2017,NUTS,2010,PT15,2,1182.0
2018,NUTS,2010,PT15,2,1253.0
2019,NUTS,2010,PT15,2,1338.0
2020,NUTS,2010,PT15,2,1302.0
2011,NUTS,2010,PT16,2,10269.0
2012,NUTS,2010,PT16,2,10292.0
2013,NUTS,2010,PT16,2,11210.0
2014,NUTS,2010,PT16,2,10871.0
2015,NUTS,2010,PT16,2,10784.0
2016,NUTS,2010,PT16,2,11294.0
2017,NUTS,2010,PT16,2,11415.0
2018,NUTS,2010,PT16,2,12240.0
2019,NUTS,2010,PT16,2,12222.0
2020,NUTS,2010,PT16,2,11934.0
2011,NUTS,2010,PT17,2,19572.0
2012,NUTS,2010,PT17,2,20796.0
2013,NUTS,2010,PT17,2,23831.0
2014,NUTS,2010,PT17,2,23595.0
2015,NUTS,2010,PT17,2,24189.0
2016,NUTS,2010,PT17,2,24519.0
2017,NUTS,2010,PT17,2,24702.0
2018,NUTS,2010,PT17,2,26060.0
2019,NUTS,2010,PT17,2,25924.0
2020,NUTS,2010,PT17,2,24594.0
2011,NUTS,2010,PT18,2,1514.0
2012,NUTS,2010,PT18,2,1682.0
2013,NUTS,2010,PT18,2,1579.0
2014,NUTS,2010,PT18,2,1529.0
2015,NUTS,2010,PT18,2,1513.0
2016,NUTS,2010,PT18,2,1652.0
2017,NUTS,2010,PT18,2,1736.0
2018,NUTS,2010,PT18,2,1780.0
2019,NUTS,2010,PT18,2,1784.0
2020,NUTS,2010,PT18,2,1667.0
2011,NUTS,2010,PT2,1,395.0
2012,NUTS,2010,PT2,1,358.0
2013,NUTS,2010,PT2,1,425.0
2014,NUTS,2010,PT2,1,450.0
2015,NUTS,2010,PT2,1,442.0
2016,NUTS,2010,PT2,1,484.0
2017,NUTS,2010,PT2,1,516.0
2018,NUTS,2010,PT2,1,453.0
2019,NUTS,2010,PT2,1,434.0
2020,NUTS,2010,PT2,1,430.0
2011,NUTS,2010,PT20,2,395.0
2012,NUTS,2010,PT20,2,358.0
2013,NUTS,2010,PT20,2,425.0
2014,NUTS,2010,PT20,2,450.0
2015,NUTS,2010,PT20,2,442.0
2016,NUTS,2010,PT20,2,484.0
2017,NUTS,2010,PT20,2,516.0
2018,NUTS,2010,PT20,2,453.0
2019,NUTS,2010,PT20,2,434.0
2020,NUTS,2010,PT20,2,430.0
2011,NUTS,2010,PT3,1,240.0
2012,NUTS,2010,PT3,1,245.0
2013,NUTS,2010,PT3,1,323.0
2014,NUTS,2010,PT3,1,370.0
2015,NUTS,2010,PT3,1,377.0
2016,NUTS,2010,PT3,1,380.0
2017,NUTS,2010,PT3,1,360.0
2018,NUTS,2010,PT3,1,406.0
2019,NUTS,2010,PT3,1,390.0
2020,NUTS,2010,PT3,1,383.0
2011,NUTS,2010,PT30,2,240.0
2012,NUTS,2010,PT30,2,245.0
2013,NUTS,2010,PT30,2,323.0
2014,NUTS,2010,PT30,2,370.0
2015,NUTS,2010,PT30,2,377.0
2016,NUTS,2010,PT30,2,380.0
2017,NUTS,2010,PT30,2,360.0
2018,NUTS,2010,PT30,2,406.0
2019,NUTS,2010,PT30,2,390.0
2020,NUTS,2010,PT30,2,383.0
2011,NUTS,2010,RO,0,19461.0
2012,NUTS,2010,RO,0,18700.0
2013,NUTS,2010,RO,0,18716.0
2014,NUTS,2010,RO,0,18517.0
2015,NUTS,2010,RO,0,18883.0
2016,NUTS,2010,RO,0,18965.0
2017,NUTS,2010,RO,0,19101.0
2018,NUTS,2010,RO,0,18666.0
2019,NUTS,2010,RO,0,18282.0
2011,NUTS,2010,RO1,1,4642.0
2012,NUTS,2010,RO1,1,3769.0
2013,NUTS,2010,RO1,1,3455.0
2014,NUTS,2010,RO1,1,3689.0
2015,NUTS,2010,RO1,1,3670.0
2016,NUTS,2010,RO1,1,3730.0
2017,NUTS,2010,RO1,1,3704.0
2018,NUTS,2010,RO1,1,3923.0
2019,NUTS,2010,RO1,1,4213.0
2011,NUTS,2010,RO11,2,2324.0
2012,NUTS,2010,RO11,2,1755.0
2013,NUTS,2010,RO11,2,1585.0
2014,NUTS,2010,RO11,2,1848.0
2015,NUTS,2010,RO11,2,1887.0
2016,NUTS,2010,RO11,2,1905.0
2017,NUTS,2010,RO11,2,1897.0
2018,NUTS,2010,RO11,2,2126.0
2019,NUTS,2010,RO11,2,2385.0
2011,NUTS,2010,RO12,2,2318.0
2012,NUTS,2010,RO12,2,2014.0
2013,NUTS,2010,RO12,2,1870.0
2014,NUTS,2010,RO12,2,1841.0
2015,NUTS,2010,RO12,2,1783.0
2016,NUTS,2010,RO12,2,1825.0
2017,NUTS,2010,RO12,2,1807.0
2018,NUTS,2010,RO12,2,1797.0
2019,NUTS,2010,RO12,2,1828.0
2011,NUTS,2010,RO2,1,3382.0
2012,NUTS,2010,RO2,1,3487.0
2013,NUTS,2010,RO2,1,3698.0
2014,NUTS,2010,RO2,1,3880.0
2015,NUTS,2010,RO2,1,4149.0
2016,NUTS,2010,RO2,1,4008.0
2017,NUTS,2010,RO2,1,4098.0
2018,NUTS,2010,RO2,1,4112.0
2019,NUTS,2010,RO2,1,3873.0
2011,NUTS,2010,RO21,2,2459.0
2012,NUTS,2010,RO21,2,2542.0
2013,NUTS,2010,RO21,2,2701.0
2014,NUTS,2010,RO21,2,2825.0
2015,NUTS,2010,RO21,2,2916.0
2016,NUTS,2010,RO21,2,2667.0
2017,NUTS,2010,RO21,2,2557.0
2018,NUTS,2010,RO21,2,2334.0
2019,NUTS,2010,RO21,2,2338.0
2011,NUTS,2010,RO22,2,923.0
2012,NUTS,2010,RO22,2,945.0
2013,NUTS,2010,RO22,2,997.0
2014,NUTS,2010,RO22,2,1055.0
2015,NUTS,2010,RO22,2,1233.0
2016,NUTS,2010,RO22,2,1341.0
2017,NUTS,2010,RO22,2,1541.0
2018,NUTS,2010,RO22,2,1778.0
2019,NUTS,2010,RO22,2,1535.0
2011,NUTS,2010,RO3,1,7228.0
2012,NUTS,2010,RO3,1,7000.0
2013,NUTS,2010,RO3,1,7029.0
2014,NUTS,2010,RO3,1,6564.0
2015,NUTS,2010,RO3,1,6901.0
2016,NUTS,2010,RO3,1,7216.0
2017,NUTS,2010,RO3,1,7182.0
2018,NUTS,2010,RO3,1,7882.0
2019,NUTS,2010,RO3,1,7566.0
2011,NUTS,2010,RO31,2,777.0
2012,NUTS,2010,RO31,2,773.0
2013,NUTS,2010,RO31,2,761.0
2014,NUTS,2010,RO31,2,697.0
2015,NUTS,2010,RO31,2,684.0
2016,NUTS,2010,RO31,2,693.0
2017,NUTS,2010,RO31,2,604.0
2018,NUTS,2010,RO31,2,606.0
2019,NUTS,2010,RO31,2,588.0
2011,NUTS,2010,RO32,2,6451.0
2012,NUTS,2010,RO32,2,6227.0
2013,NUTS,2010,RO32,2,6268.0
2014,NUTS,2010,RO32,2,5867.0
2015,NUTS,2010,RO32,2,6217.0
2016,NUTS,2010,RO32,2,6523.0
2017,NUTS,2010,RO32,2,6578.0
2018,NUTS,2010,RO32,2,7276.0
2019,NUTS,2010,RO32,2,6978.0
2011,NUTS,2010,RO4,1,4209.0
2012,NUTS,2010,RO4,1,4444.0
2013,NUTS,2010,RO4,1,4534.0
2014,NUTS,2010,RO4,1,4384.0
2015,NUTS,2010,RO4,1,4163.0
2016,NUTS,2010,RO4,1,4011.0
2017,NUTS,2010,RO4,1,4117.0
2018,NUTS,2010,RO4,1,2749.0
2019,NUTS,2010,RO4,1,2630.0
2011,NUTS,2010,RO41,2,1560.0
2012,NUTS,2010,RO41,2,1514.0
2013,NUTS,2010,RO41,2,1489.0
2014,NUTS,2010,RO41,2,1458.0
2015,NUTS,2010,RO41,2,1426.0
2016,NUTS,2010,RO41,2,1438.0
2017,NUTS,2010,RO41,2,1439.0
2018,NUTS,2010,RO41,2,754.0
2019,NUTS,2010,RO41,2,759.0
2011,NUTS,2010,RO42,2,2649.0
2012,NUTS,2010,RO42,2,2930.0
2013,NUTS,2010,RO42,2,3045.0
2014,NUTS,2010,RO42,2,2926.0
2015,NUTS,2010,RO42,2,2737.0
2016,NUTS,2010,RO42,2,2573.0
2017,NUTS,2010,RO42,2,2678.0
2018,NUTS,2010,RO42,2,1995.0
2019,NUTS,2010,RO42,2,1871.0
2011,NUTS,2010,RS,0,13708.0
2012,NUTS,2010,RS,0,13152.0
2013,NUTS,2010,RS,0,14312.0
2014,NUTS,2010,RS,0,13923.0
2015,NUTS,2010,RS,0,14680.0
2016,NUTS,2010,RS,0,14284.0
2017,NUTS,2010,RS,0,14156.0
2018,NUTS,2010,RS,0,14363.0
2019,NUTS,2010,RS,0,14279.0
2020,NUTS,2010,RS,0,14685.0
2018,NUTS,2010,RS1,1,10951.0
2019,NUTS,2010,RS1,1,10993.0
2020,NUTS,2010,RS1,1,11504.0
2018,NUTS,2010,RS11,2,6833.0
2019,NUTS,2010,RS11,2,7146.0
2020,NUTS,2010,RS11,2,7513.0
2018,NUTS,2010,RS12,2,4118.0
2019,NUTS,2010,RS12,2,3847.0
2020,NUTS,2010,RS12,2,3991.0
2018,NUTS,2010,RS2,1,3412.0
2019,NUTS,2010,RS2,1,3286.0
2020,NUTS,2010,RS2,1,3181.0
2018,NUTS,2010,RS21,2,1574.0
2019,NUTS,2010,RS21,2,1364.0
2020,NUTS,2010,RS21,2,1389.0
2018,NUTS,2010,RS22,2,1838.0
2019,NUTS,2010,RS22,2,1922.0
2020,NUTS,2010,RS22,2,1792.0
2011,NUTS,2010,RU,0,59454.0
2012,NUTS,2010,RU,0,60301.0
2013,NUTS,2010,RU,0,59116.0
2014,NUTS,2010,RU,0,62283.0
2015,NUTS,2010,RU,0,63870.0
2017,NUTS,2010,RU,0,59729.0
2018,NUTS,2010,RU,0,64073.0
2019,NUTS,2010,RU,0,74215.0
2011,NUTS,2010,SE,0,54422.0
2013,NUTS,2010,SE,0,55365.0
2015,NUTS,2010,SE,0,53534.0
2017,NUTS,2010,SE,0,37944.0
2019,NUTS,2010,SE,0,40982.0
2011,NUTS,2010,SE1,1,26675.0
2013,NUTS,2010,SE1,1,27426.0
2015,NUTS,2010,SE1,1,26025.0
2017,NUTS,2010,SE1,1,18890.0
2019,NUTS,2010,SE1,1,20347.0
2011,NUTS,2010,SE11,2,14288.0
2013,NUTS,2010,SE11,2,14661.0
2015,NUTS,2010,SE11,2,14528.0
2017,NUTS,2010,SE11,2,10638.0
2019,NUTS,2010,SE11,2,11149.0
2011,NUTS,2010,SE12,2,12387.0
2013,NUTS,2010,SE12,2,12765.0
2015,NUTS,2010,SE12,2,11497.0
2017,NUTS,2010,SE12,2,8252.0
2019,NUTS,2010,SE12,2,9198.0
2011,NUTS,2010,SE2,1,19418.0
2013,NUTS,2010,SE2,1,19741.0
2015,NUTS,2010,SE2,1,19713.0
2017,NUTS,2010,SE2,1,13927.0
2019,NUTS,2010,SE2,1,15155.0
2011,NUTS,2010,SE21,2,2395.0
2013,NUTS,2010,SE21,2,2085.0
2015,NUTS,2010,SE21,2,2154.0
2017,NUTS,2010,SE21,2,1462.0
2019,NUTS,2010,SE21,2,1543.0
2011,NUTS,2010,SE22,2,8093.0
2013,NUTS,2010,SE22,2,8649.0
2015,NUTS,2010,SE22,2,8322.0
2017,NUTS,2010,SE22,2,5668.0
2019,NUTS,2010,SE22,2,6336.0
2011,NUTS,2010,SE23,2,8930.0
2013,NUTS,2010,SE23,2,9007.0
2015,NUTS,2010,SE23,2,9237.0
2017,NUTS,2010,SE23,2,6797.0
2019,NUTS,2010,SE23,2,7276.0
2011,NUTS,2010,SE3,1,8326.0
2013,NUTS,2010,SE3,1,8114.0
2015,NUTS,2010,SE3,1,7796.0
2017,NUTS,2010,SE3,1,5127.0
2019,NUTS,2010,SE3,1,5464.0
2011,NUTS,2010,SE31,2,2204.0
2013,NUTS,2010,SE31,2,2082.0
2015,NUTS,2010,SE31,2,2108.0
2017,NUTS,2010,SE31,2,1342.0
2019,NUTS,2010,SE31,2,1293.0
2011,NUTS,2010,SE32,2,1094.0
2013,NUTS,2010,SE32,2,745.0
2015,NUTS,2010,SE32,2,797.0
2017,NUTS,2010,SE32,2,514.0
2019,NUTS,2010,SE32,2,575.0
2011,NUTS,2010,SE33,2,5028.0
2013,NUTS,2010,SE33,2,5287.0
2015,NUTS,2010,SE33,2,4891.0
2017,NUTS,2010,SE33,2,3271.0
2019,NUTS,2010,SE33,2,3595.0
2011,NUTS,2010,SI,0,6216.0
2012,NUTS,2010,SI,0,5918.0
2013,NUTS,2010,SI,0,5494.0
2014,NUTS,2010,SI,0,5472.0
2015,NUTS,2010,SI,0,5250.0
2016,NUTS,2010,SI,0,4614.0
2017,NUTS,2010,SI,0,5212.0
2018,NUTS,2010,SI,0,5860.0
2019,NUTS,2010,SI,0,5729.0
2011,NUTS,2010,SI0,1,6216.0
2012,NUTS,2010,SI0,1,5918.0
2013,NUTS,2010,SI0,1,5494.0
2014,NUTS,2010,SI0,1,5472.0
2015,NUTS,2010,SI0,1,5250.0
2016,NUTS,2010,SI0,1,4614.0
2017,NUTS,2010,SI0,1,5212.0
2018,NUTS,2010,SI0,1,5860.0
2019,NUTS,2010,SI0,1,5729.0
2013,NUTS,2010,SI03,2,1107.0
2014,NUTS,2010,SI03,2,1119.0
2015,NUTS,2010,SI03,2,1010.0
2016,NUTS,2010,SI03,2,928.0
2017,NUTS,2010,SI03,2,1099.0
2018,NUTS,2010,SI03,2,1258.0
2019,NUTS,2010,SI03,2,1297.0
2013,NUTS,2010,SI04,2,4387.0
2014,NUTS,2010,SI04,2,4352.0
2015,NUTS,2010,SI04,2,4240.0
2016,NUTS,2010,SI04,2,3685.0
2017,NUTS,2010,SI04,2,4113.0
2018,NUTS,2010,SI04,2,4602.0
2019,NUTS,2010,SI04,2,4432.0
2011,NUTS,2010,SK,0,18974.0
2012,NUTS,2010,SK,0,18556.0
2013,NUTS,2010,SK,0,18465.0
2014,NUTS,2010,SK,0,18136.0
2015,NUTS,2010,SK,0,17005.0
2016,NUTS,2010,SK,0,18976.0
2017,NUTS,2010,SK,0,18783.0
2018,NUTS,2010,SK,0,19844.0
2019,NUTS,2010,SK,0,19377.0
2020,NUTS,2010,SK,0,18802.0
2011,NUTS,2010,SK01,2,9472.0
2012,NUTS,2010,SK01,2,8893.0
2013,NUTS,2010,SK01,2,8043.0
2014,NUTS,2010,SK01,2,7802.0
2015,NUTS,2010,SK01,2,7053.0
2016,NUTS,2010,SK01,2,8285.0
2017,NUTS,2010,SK01,2,7760.0
2018,NUTS,2010,SK01,2,8466.0
2019,NUTS,2010,SK01,2,8230.0
2020,NUTS,2010,SK01,2,7996.0
2011,NUTS,2010,SK02,2,2493.0
2012,NUTS,2010,SK02,2,2439.0
2013,NUTS,2010,SK02,2,3292.0
2014,NUTS,2010,SK02,2,3325.0
2015,NUTS,2010,SK02,2,3067.0
2016,NUTS,2010,SK02,2,3098.0
2017,NUTS,2010,SK02,2,3128.0
2018,NUTS,2010,SK02,2,3218.0
2019,NUTS,2010,SK02,2,3104.0
2020,NUTS,2010,SK02,2,3129.0
2011,NUTS,2010,SK03,2,3360.0
2012,NUTS,2010,SK03,2,3450.0
2013,NUTS,2010,SK03,2,3316.0
2014,NUTS,2010,SK03,2,3357.0
2015,NUTS,2010,SK03,2,3209.0
2016,NUTS,2010,SK03,2,3696.0
2017,NUTS,2010,SK03,2,3952.0
2018,NUTS,2010,SK03,2,3909.0
2019,NUTS,2010,SK03,2,3672.0
2020,NUTS,2010,SK03,2,3407.0
2011,NUTS,2010,SK04,2,3649.0
2012,NUTS,2010,SK04,2,3774.0
2013,NUTS,2010,SK04,2,3814.0
2014,NUTS,2010,SK04,2,3652.0
2015,NUTS,2010,SK04,2,3676.0
2016,NUTS,2010,SK04,2,3897.0
2017,NUTS,2010,SK04,2,3943.0
2018,NUTS,2010,SK04,2,4251.0
2019,NUTS,2010,SK04,2,4371.0
2020,NUTS,2010,SK04,2,4270.0
2011,NUTS,2010,TR,0,95188.0
2012,NUTS,2010,TR,0,108478.0
2013,NUTS,2010,TR,0,113409.0
2014,NUTS,2010,TR,0,126046.0
2015,NUTS,2010,TR,0,132516.0
2016,NUTS,2010,TR,0,144968.0
2017,NUTS,2010,TR,0,152246.0
2018,NUTS,2010,TR,0,158040.0
2019,NUTS,2010,TR,0,165541.0
2020,NUTS,2010,TR,0,165674.0
2011,NUTS,2010,UK,0,343045.0
2012,NUTS,2010,UK,0,350065.0
2013,NUTS,2010,UK,0,355060.0
2014,NUTS,2010,UK,0,363134.0
2015,NUTS,2010,UK,0,371245.0
2016,NUTS,2010,UK,0,377999.0
2017,NUTS,2010,UK,0,376094.0
2018,NUTS,2010,UK,0,380469.0
2011,NUTS,2010,UKC,1,14365.0
2012,NUTS,2010,UKC,1,14659.0
2013,NUTS,2010,UKC,1,15026.0
2014,NUTS,2010,UKC,1,15368.0
2015,NUTS,2010,UKC,1,16161.0
2016,NUTS,2010,UKC,1,16455.0
2017,NUTS,2010,UKC,1,16072.0
2018,NUTS,2010,UKC,1,16259.0
2011,NUTS,2010,UKC1,2,5281.0
2012,NUTS,2010,UKC1,2,5389.0
2013,NUTS,2010,UKC1,2,5448.0
2014,NUTS,2010,UKC1,2,5572.0
2015,NUTS,2010,UKC1,2,5831.0
2016,NUTS,2010,UKC1,2,5937.0
2017,NUTS,2010,UKC1,2,5653.0
2018,NUTS,2010,UKC1,2,5719.0
2011,NUTS,2010,UKC2,2,9084.0
2012,NUTS,2010,UKC2,2,9270.0
2013,NUTS,2010,UKC2,2,9578.0
2014,NUTS,2010,UKC2,2,9796.0
2015,NUTS,2010,UKC2,2,10330.0
2016,NUTS,2010,UKC2,2,10518.0
2017,NUTS,2010,UKC2,2,10419.0
2018,NUTS,2010,UKC2,2,10540.0
2011,NUTS,2010,UKD,1,31257.0
2012,NUTS,2010,UKD,1,31897.0
2013,NUTS,2010,UKD,1,33266.0
2014,NUTS,2010,UKD,1,34023.0
2015,NUTS,2010,UKD,1,35258.0
2016,NUTS,2010,UKD,1,35899.0
2017,NUTS,2010,UKD,1,36673.0
2018,NUTS,2010,UKD,1,37100.0
2011,NUTS,2010,UKD1,2,602.0
2012,NUTS,2010,UKD1,2,614.0
2013,NUTS,2010,UKD1,2,561.0
2014,NUTS,2010,UKD1,2,574.0
2015,NUTS,2010,UKD1,2,641.0
2016,NUTS,2010,UKD1,2,653.0
2017,NUTS,2010,UKD1,2,700.0
2018,NUTS,2010,UKD1,2,708.0
2011,NUTS,2010,UKD3,2,16583.0
2012,NUTS,2010,UKD3,2,16922.0
2013,NUTS,2010,UKD3,2,17008.0
2014,NUTS,2010,UKD3,2,17395.0
2015,NUTS,2010,UKD3,2,17472.0
2016,NUTS,2010,UKD3,2,17790.0
2017,NUTS,2010,UKD3,2,17850.0
2018,NUTS,2010,UKD3,2,18058.0
2011,NUTS,2010,UKD4,2,5604.0
2012,NUTS,2010,UKD4,2,5719.0
2013,NUTS,2010,UKD4,2,6177.0
2014,NUTS,2010,UKD4,2,6318.0
2015,NUTS,2010,UKD4,2,6713.0
2016,NUTS,2010,UKD4,2,6835.0
2017,NUTS,2010,UKD4,2,7170.0
2018,NUTS,2010,UKD4,2,7253.0
2011,NUTS,2010,UKD6,2,959.0
2012,NUTS,2010,UKD6,2,979.0
2013,NUTS,2010,UKD6,2,1457.0
2014,NUTS,2010,UKD6,2,1490.0
2015,NUTS,2010,UKD6,2,1313.0
2016,NUTS,2010,UKD6,2,1337.0
2017,NUTS,2010,UKD6,2,1343.0
2018,NUTS,2010,UKD6,2,1359.0
2011,NUTS,2010,UKD7,2,7509.0
2012,NUTS,2010,UKD7,2,7663.0
2013,NUTS,2010,UKD7,2,8063.0
2014,NUTS,2010,UKD7,2,8246.0
2015,NUTS,2010,UKD7,2,9119.0
2016,NUTS,2010,UKD7,2,9285.0
2017,NUTS,2010,UKD7,2,9610.0
2018,NUTS,2010,UKD7,2,9722.0
2011,NUTS,2010,UKE,1,28859.0
2012,NUTS,2010,UKE,1,29450.0
2013,NUTS,2010,UKE,1,30016.0
2014,NUTS,2010,UKE,1,30699.0
2015,NUTS,2010,UKE,1,32385.0
2016,NUTS,2010,UKE,1,32974.0
2017,NUTS,2010,UKE,1,32523.0
