year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_mio_nac
2000,NUTS,2010,PL6,1,386.1
2001,NUTS,2010,PL6,1,385.3
2002,NUTS,2010,PL6,1,333.5
2003,NUTS,2010,PL6,1,352.6
2004,NUTS,2010,PL6,1,424.5
2005,NUTS,2010,PL6,1,469.6
2006,NUTS,2010,PL6,1,537.5
2007,NUTS,2010,PL6,1,546.952
2008,NUTS,2010,PL6,1,608.1
2009,NUTS,2010,PL6,1,859.6
2010,NUTS,2010,PL6,1,866.3
2011,NUTS,2010,PL6,1,1013.8
2012,NUTS,2010,PL6,1,1527.575
2013,NUTS,2010,PL6,1,1324.1
2014,NUTS,2010,PL6,1,1413.5
2015,NUTS,2010,PL6,1,1674.8
2016,NUTS,2010,PL6,1,1692.9
2017,NUTS,2010,PL6,1,1958.9
2018,NUTS,2010,PL6,1,2657.499
2019,NUTS,2010,PL6,1,3476.892
2000,NUTS,2010,PL61,2,124.4
2001,NUTS,2010,PL61,2,129.5
2002,NUTS,2010,PL61,2,110.4
2003,NUTS,2010,PL61,2,101.0
2004,NUTS,2010,PL61,2,120.4
2005,NUTS,2010,PL61,2,114.7
2006,NUTS,2010,PL61,2,175.3
2007,NUTS,2010,PL61,2,109.481
2008,NUTS,2010,PL61,2,129.4
2009,NUTS,2010,PL61,2,346.8
2010,NUTS,2010,PL61,2,204.2
2011,NUTS,2010,PL61,2,187.3
2012,NUTS,2010,PL61,2,304.351
2013,NUTS,2010,PL61,2,228.9
2014,NUTS,2010,PL61,2,255.6
2015,NUTS,2010,PL61,2,364.4
2016,NUTS,2010,PL61,2,289.9
2017,NUTS,2010,PL61,2,437.1
2018,NUTS,2010,PL61,2,606.285
2019,NUTS,2010,PL61,2,721.466
2000,NUTS,2010,PL62,2,56.9
2001,NUTS,2010,PL62,2,52.2
2002,NUTS,2010,PL62,2,56.4
2003,NUTS,2010,PL62,2,53.1
2004,NUTS,2010,PL62,2,56.4
2005,NUTS,2010,PL62,2,66.2
2006,NUTS,2010,PL62,2,55.1
2007,NUTS,2010,PL62,2,96.611
2008,NUTS,2010,PL62,2,80.5
2009,NUTS,2010,PL62,2,115.5
2010,NUTS,2010,PL62,2,173.8
2011,NUTS,2010,PL62,2,201.1
2012,NUTS,2010,PL62,2,212.075
2013,NUTS,2010,PL62,2,161.5
2014,NUTS,2010,PL62,2,126.1
2015,NUTS,2010,PL62,2,154.3
2016,NUTS,2010,PL62,2,165.4
2017,NUTS,2010,PL62,2,264.7
2018,NUTS,2010,PL62,2,303.178
2019,NUTS,2010,PL62,2,467.559
2000,NUTS,2010,PL63,2,204.8
2001,NUTS,2010,PL63,2,203.6
2002,NUTS,2010,PL63,2,166.7
2003,NUTS,2010,PL63,2,198.5
2004,NUTS,2010,PL63,2,247.7
2005,NUTS,2010,PL63,2,288.7
2006,NUTS,2010,PL63,2,307.1
2007,NUTS,2010,PL63,2,340.86
2008,NUTS,2010,PL63,2,398.2
2009,NUTS,2010,PL63,2,397.3
2010,NUTS,2010,PL63,2,488.4
2011,NUTS,2010,PL63,2,625.3
2012,NUTS,2010,PL63,2,1011.149
2013,NUTS,2010,PL63,2,933.7
2014,NUTS,2010,PL63,2,1031.7
2015,NUTS,2010,PL63,2,1156.1
2016,NUTS,2010,PL63,2,1237.7
2017,NUTS,2010,PL63,2,1257.0
2018,NUTS,2010,PL63,2,1748.036
2019,NUTS,2010,PL63,2,2287.868
2016,NUTS,2010,PL7,1,833.6
2017,NUTS,2010,PL7,1,1002.3
2018,NUTS,2010,PL7,1,1479.51
2019,NUTS,2010,PL7,1,1640.323
2016,NUTS,2010,PL71,2,699.4
2017,NUTS,2010,PL71,2,858.7
2018,NUTS,2010,PL71,2,1198.81
2019,NUTS,2010,PL71,2,1359.986
2016,NUTS,2010,PL72,2,134.2
2017,NUTS,2010,PL72,2,143.6
2018,NUTS,2010,PL72,2,280.7
2019,NUTS,2010,PL72,2,280.338
2016,NUTS,2010,PL8,1,1565.4
2017,NUTS,2010,PL8,1,1720.7
2018,NUTS,2010,PL8,1,2056.121
2019,NUTS,2010,PL8,1,2471.455
2016,NUTS,2010,PL81,2,624.9
2017,NUTS,2010,PL81,2,668.8
2018,NUTS,2010,PL81,2,806.566
2019,NUTS,2010,PL81,2,986.48
2016,NUTS,2010,PL82,2,762.9
2017,NUTS,2010,PL82,2,790.5
2018,NUTS,2010,PL82,2,916.606
2019,NUTS,2010,PL82,2,1073.232
2016,NUTS,2010,PL84,2,177.6
2017,NUTS,2010,PL84,2,261.5
2018,NUTS,2010,PL84,2,332.949
2019,NUTS,2010,PL84,2,411.743
2016,NUTS,2010,PL9,1,6878.4
2017,NUTS,2010,PL9,1,7965.9
2018,NUTS,2010,PL9,1,9497.771
2019,NUTS,2010,PL9,1,10889.451
2016,NUTS,2010,PL91,2,6573.4
2017,NUTS,2010,PL91,2,7607.9
2018,NUTS,2010,PL91,2,9003.816
2019,NUTS,2010,PL91,2,10310.591
2016,NUTS,2010,PL92,2,305.0
2017,NUTS,2010,PL92,2,358.0
2018,NUTS,2010,PL92,2,493.955
2019,NUTS,2010,PL92,2,578.86
2009,NUTS,2010,PLZ,1,0.0
2009,NUTS,2010,PLZZ,2,0.0
1982,NUTS,2010,PT,0,32.63
1983,NUTS,2010,PT,0,44.52
1984,NUTS,2010,PT,0,56.4
1985,NUTS,2010,PT,0,77.75
1986,NUTS,2010,PT,0,99.1
1987,NUTS,2010,PT,0,124.15
1988,NUTS,2010,PT,0,149.19
1989,NUTS,2010,PT,0,204.37
1990,NUTS,2010,PT,0,259.54
1991,NUTS,2010,PT,0,330.28
1992,NUTS,2010,PT,0,401.02
1993,NUTS,2010,PT,0,419.8
1994,NUTS,2010,PT,0,439.46
1995,NUTS,2010,PT,0,460.04
1996,NUTS,2010,PT,0,518.46
1997,NUTS,2010,PT,0,576.88
1998,NUTS,2010,PT,0,695.8
1999,NUTS,2010,PT,0,814.75
2000,NUTS,2010,PT,0,926.59
2001,NUTS,2010,PT,0,1038.432
2002,NUTS,2010,PT,0,1029.006
2003,NUTS,2010,PT,0,1019.581
2004,NUTS,2010,PT,0,1110.346
2005,NUTS,2010,PT,0,1201.112
2006,NUTS,2010,PT,0,1586.922
2007,NUTS,2010,PT,0,1972.733
2008,NUTS,2010,PT,0,2585.075
2009,NUTS,2010,PT,0,2771.6
2010,NUTS,2010,PT,0,2757.555
2011,NUTS,2010,PT,0,2566.45
2012,NUTS,2010,PT,0,2320.133
2013,NUTS,2010,PT,0,2258.471
2014,NUTS,2010,PT,0,2232.249
2015,NUTS,2010,PT,0,2234.37
2016,NUTS,2010,PT,0,2388.467
2017,NUTS,2010,PT,0,2585.1
2018,NUTS,2010,PT,0,2769.072
2019,NUTS,2010,PT,0,2991.864
2020,NUTS,2010,PT,0,3236.212
1988,NUTS,2010,PT1,1,147.74
1990,NUTS,2010,PT1,1,255.58
1992,NUTS,2010,PT1,1,395.86
1995,NUTS,2010,PT1,1,443.94
1997,NUTS,2010,PT1,1,559.2
1999,NUTS,2010,PT1,1,757.1
2000,NUTS,2010,PT1,1,886.383
2001,NUTS,2010,PT1,1,1015.614
2002,NUTS,2010,PT1,1,1007.625
2003,NUTS,2010,PT1,1,999.637
2004,NUTS,2010,PT1,1,1088.561
2005,NUTS,2010,PT1,1,1177.484
2006,NUTS,2010,PT1,1,1560.588
2007,NUTS,2010,PT1,1,1943.692
2008,NUTS,2010,PT1,1,2549.403
2009,NUTS,2010,PT1,1,2728.369
2010,NUTS,2010,PT1,1,2726.484
2011,NUTS,2010,PT1,1,2538.832
2012,NUTS,2010,PT1,1,2287.168
2013,NUTS,2010,PT1,1,2231.749
2014,NUTS,2010,PT1,1,2204.459
2015,NUTS,2010,PT1,1,2206.208
2016,NUTS,2010,PT1,1,2362.999
2017,NUTS,2010,PT1,1,2555.908
2018,NUTS,2010,PT1,1,2736.55
2019,NUTS,2010,PT1,1,2956.124
2020,NUTS,2010,PT1,1,3199.067
1988,NUTS,2010,PT11,2,24.79
1990,NUTS,2010,PT11,2,48.13
1992,NUTS,2010,PT11,2,87.66
1995,NUTS,2010,PT11,2,94.54
1997,NUTS,2010,PT11,2,114.87
1999,NUTS,2010,PT11,2,168.53
2000,NUTS,2010,PT11,2,82.196
2001,NUTS,2010,PT11,2,86.275
2002,NUTS,2010,PT11,2,166.339
2003,NUTS,2010,PT11,2,246.403
2004,NUTS,2010,PT11,2,266.927
2005,NUTS,2010,PT11,2,287.452
2006,NUTS,2010,PT11,2,374.652
2007,NUTS,2010,PT11,2,461.851
2008,NUTS,2010,PT11,2,590.423
2009,NUTS,2010,PT11,2,674.132
2010,NUTS,2010,PT11,2,737.533
2011,NUTS,2010,PT11,2,743.334
2012,NUTS,2010,PT11,2,688.048
2013,NUTS,2010,PT11,2,686.082
2014,NUTS,2010,PT11,2,683.248
2015,NUTS,2010,PT11,2,713.908
2016,NUTS,2010,PT11,2,748.158
2017,NUTS,2010,PT11,2,863.023
2018,NUTS,2010,PT11,2,922.162
2019,NUTS,2010,PT11,2,971.315
2020,NUTS,2010,PT11,2,1098.016
1988,NUTS,2010,PT15,2,0.63
1990,NUTS,2010,PT15,2,1.09
1992,NUTS,2010,PT15,2,3.3
1995,NUTS,2010,PT15,2,4.87
1997,NUTS,2010,PT15,2,9.19
1999,NUTS,2010,PT15,2,16.29
2000,NUTS,2010,PT15,2,15.387
2001,NUTS,2010,PT15,2,14.478
2002,NUTS,2010,PT15,2,14.007
2003,NUTS,2010,PT15,2,13.535
2004,NUTS,2010,PT15,2,13.181
2005,NUTS,2010,PT15,2,12.827
2006,NUTS,2010,PT15,2,19.059
2007,NUTS,2010,PT15,2,25.291
2008,NUTS,2010,PT15,2,28.012
2009,NUTS,2010,PT15,2,32.9
2010,NUTS,2010,PT15,2,33.253
2011,NUTS,2010,PT15,2,30.118
2012,NUTS,2010,PT15,2,29.915
2013,NUTS,2010,PT15,2,26.418
2014,NUTS,2010,PT15,2,29.294
2015,NUTS,2010,PT15,2,29.116
2016,NUTS,2010,PT15,2,29.93
2017,NUTS,2010,PT15,2,27.322
2018,NUTS,2010,PT15,2,32.566
2019,NUTS,2010,PT15,2,41.273
2020,NUTS,2010,PT15,2,42.747
2000,NUTS,2010,PT16,2,139.582
2001,NUTS,2010,PT16,2,155.393
2002,NUTS,2010,PT16,2,161.209
2003,NUTS,2010,PT16,2,167.024
2004,NUTS,2010,PT16,2,176.722
2005,NUTS,2010,PT16,2,186.42
2006,NUTS,2010,PT16,2,259.055
2007,NUTS,2010,PT16,2,331.69
2008,NUTS,2010,PT16,2,389.69
2009,NUTS,2010,PT16,2,391.853
2010,NUTS,2010,PT16,2,412.26
2011,NUTS,2010,PT16,2,412.346
2012,NUTS,2010,PT16,2,414.183
2013,NUTS,2010,PT16,2,412.319
2014,NUTS,2010,PT16,2,438.96
2015,NUTS,2010,PT16,2,415.909
2016,NUTS,2010,PT16,2,447.221
2017,NUTS,2010,PT16,2,485.502
2018,NUTS,2010,PT16,2,499.261
2019,NUTS,2010,PT16,2,545.586
2020,NUTS,2010,PT16,2,549.983
2000,NUTS,2010,PT17,2,504.978
2001,NUTS,2010,PT17,2,596.421
2002,NUTS,2010,PT17,2,564.055
2003,NUTS,2010,PT17,2,531.689
2004,NUTS,2010,PT17,2,587.798
2005,NUTS,2010,PT17,2,643.908
2006,NUTS,2010,PT17,2,847.405
2007,NUTS,2010,PT17,2,1050.901
2008,NUTS,2010,PT17,2,1438.241
2009,NUTS,2010,PT17,2,1544.322
2010,NUTS,2010,PT17,2,1492.446
2011,NUTS,2010,PT17,2,1304.647
2012,NUTS,2010,PT17,2,1103.191
2013,NUTS,2010,PT17,2,1056.585
2014,NUTS,2010,PT17,2,1000.394
2015,NUTS,2010,PT17,2,986.638
2016,NUTS,2010,PT17,2,1071.716
2017,NUTS,2010,PT17,2,1107.908
2018,NUTS,2010,PT17,2,1195.152
2019,NUTS,2010,PT17,2,1293.603
2020,NUTS,2010,PT17,2,1398.045
2000,NUTS,2010,PT18,2,144.24
2001,NUTS,2010,PT18,2,163.047
2002,NUTS,2010,PT18,2,102.017
2003,NUTS,2010,PT18,2,40.986
2004,NUTS,2010,PT18,2,43.932
2005,NUTS,2010,PT18,2,46.877
2006,NUTS,2010,PT18,2,60.418
2007,NUTS,2010,PT18,2,73.959
2008,NUTS,2010,PT18,2,103.037
2009,NUTS,2010,PT18,2,85.162
2010,NUTS,2010,PT18,2,50.992
2011,NUTS,2010,PT18,2,48.387
2012,NUTS,2010,PT18,2,51.832
2013,NUTS,2010,PT18,2,50.345
2014,NUTS,2010,PT18,2,52.564
2015,NUTS,2010,PT18,2,60.637
2016,NUTS,2010,PT18,2,65.974
2017,NUTS,2010,PT18,2,72.154
2018,NUTS,2010,PT18,2,87.409
2019,NUTS,2010,PT18,2,104.346
2020,NUTS,2010,PT18,2,110.275
1988,NUTS,2010,PT2,1,1.15
1990,NUTS,2010,PT2,1,2.92
1992,NUTS,2010,PT2,1,3.71
1995,NUTS,2010,PT2,1,6.37
1997,NUTS,2010,PT2,1,8.52
1999,NUTS,2010,PT2,1,47.93
2000,NUTS,2010,PT2,1,8.46
2001,NUTS,2010,PT2,1,8.664
2002,NUTS,2010,PT2,1,10.486
2003,NUTS,2010,PT2,1,12.309
2004,NUTS,2010,PT2,1,11.813
2005,NUTS,2010,PT2,1,11.317
2006,NUTS,2010,PT2,1,12.915
2007,NUTS,2010,PT2,1,14.514
2008,NUTS,2010,PT2,1,15.475
2009,NUTS,2010,PT2,1,28.707
2010,NUTS,2010,PT2,1,14.21
2011,NUTS,2010,PT2,1,14.503
2012,NUTS,2010,PT2,1,20.973
2013,NUTS,2010,PT2,1,12.764
2014,NUTS,2010,PT2,1,13.029
2015,NUTS,2010,PT2,1,13.009
2016,NUTS,2010,PT2,1,11.818
2017,NUTS,2010,PT2,1,12.469
2018,NUTS,2010,PT2,1,13.517
2019,NUTS,2010,PT2,1,13.421
2020,NUTS,2010,PT2,1,14.204
1988,NUTS,2010,PT20,2,1.15
1990,NUTS,2010,PT20,2,2.92
1992,NUTS,2010,PT20,2,3.71
1995,NUTS,2010,PT20,2,6.37
1997,NUTS,2010,PT20,2,8.52
1999,NUTS,2010,PT20,2,47.93
2000,NUTS,2010,PT20,2,8.46
2001,NUTS,2010,PT20,2,8.664
2002,NUTS,2010,PT20,2,10.486
2003,NUTS,2010,PT20,2,12.309
2004,NUTS,2010,PT20,2,11.813
2005,NUTS,2010,PT20,2,11.317
2006,NUTS,2010,PT20,2,12.915
2007,NUTS,2010,PT20,2,14.514
2008,NUTS,2010,PT20,2,15.475
2009,NUTS,2010,PT20,2,28.707
2010,NUTS,2010,PT20,2,14.21
2011,NUTS,2010,PT20,2,14.503
2012,NUTS,2010,PT20,2,20.973
2013,NUTS,2010,PT20,2,12.764
2014,NUTS,2010,PT20,2,13.029
2015,NUTS,2010,PT20,2,13.009
2016,NUTS,2010,PT20,2,11.818
2017,NUTS,2010,PT20,2,12.469
2018,NUTS,2010,PT20,2,13.517
2019,NUTS,2010,PT20,2,13.421
2020,NUTS,2010,PT20,2,14.204
1988,NUTS,2010,PT3,1,0.3
1990,NUTS,2010,PT3,1,1.04
1992,NUTS,2010,PT3,1,1.45
1995,NUTS,2010,PT3,1,9.71
1997,NUTS,2010,PT3,1,9.14
1999,NUTS,2010,PT3,1,9.66
2000,NUTS,2010,PT3,1,31.746
2001,NUTS,2010,PT3,1,14.154
2002,NUTS,2010,PT3,1,10.895
2003,NUTS,2010,PT3,1,7.636
2004,NUTS,2010,PT3,1,9.973
2005,NUTS,2010,PT3,1,12.311
2006,NUTS,2010,PT3,1,13.419
2007,NUTS,2010,PT3,1,14.527
2008,NUTS,2010,PT3,1,20.197
2009,NUTS,2010,PT3,1,14.523
2010,NUTS,2010,PT3,1,16.861
2011,NUTS,2010,PT3,1,13.116
2012,NUTS,2010,PT3,1,11.992
2013,NUTS,2010,PT3,1,13.957
2014,NUTS,2010,PT3,1,14.761
2015,NUTS,2010,PT3,1,15.153
2016,NUTS,2010,PT3,1,13.651
2017,NUTS,2010,PT3,1,16.723
2018,NUTS,2010,PT3,1,19.006
2019,NUTS,2010,PT3,1,22.32
2020,NUTS,2010,PT3,1,22.941
1988,NUTS,2010,PT30,2,0.3
1990,NUTS,2010,PT30,2,1.04
1992,NUTS,2010,PT30,2,1.45
1995,NUTS,2010,PT30,2,9.71
1997,NUTS,2010,PT30,2,9.14
1999,NUTS,2010,PT30,2,9.66
2000,NUTS,2010,PT30,2,31.746
2001,NUTS,2010,PT30,2,14.154
2002,NUTS,2010,PT30,2,10.895
2003,NUTS,2010,PT30,2,7.636
2004,NUTS,2010,PT30,2,9.973
2005,NUTS,2010,PT30,2,12.311
2006,NUTS,2010,PT30,2,13.419
2007,NUTS,2010,PT30,2,14.527
2008,NUTS,2010,PT30,2,20.197
2009,NUTS,2010,PT30,2,14.523
2010,NUTS,2010,PT30,2,16.861
2011,NUTS,2010,PT30,2,13.116
2012,NUTS,2010,PT30,2,11.992
2013,NUTS,2010,PT30,2,13.957
2014,NUTS,2010,PT30,2,14.761
2015,NUTS,2010,PT30,2,15.153
2016,NUTS,2010,PT30,2,13.651
2017,NUTS,2010,PT30,2,16.723
2018,NUTS,2010,PT30,2,19.006
2019,NUTS,2010,PT30,2,22.32
2020,NUTS,2010,PT30,2,22.941
1988,NUTS,2010,PTZZ,2,122.32
1990,NUTS,2010,PTZZ,2,206.35
1992,NUTS,2010,PTZZ,2,304.9
1995,NUTS,2010,PTZZ,2,344.53
1997,NUTS,2010,PTZZ,2,435.13
1999,NUTS,2010,PTZZ,2,572.31
1991,NUTS,2010,RO,0,1.732
1992,NUTS,2010,RO,0,5.115
1993,NUTS,2010,RO,0,18.314
1994,NUTS,2010,RO,0,38.548
1995,NUTS,2010,RO,0,57.715
1996,NUTS,2010,RO,0,76.835
1997,NUTS,2010,RO,0,146.5
1998,NUTS,2010,RO,0,183.339
1999,NUTS,2010,RO,0,219.581
2000,NUTS,2010,RO,0,296.205
2001,NUTS,2010,RO,0,459.343
2002,NUTS,2010,RO,0,574.386
2003,NUTS,2010,RO,0,762.065
2004,NUTS,2010,RO,0,952.872
2005,NUTS,2010,RO,0,1183.66
2006,NUTS,2010,RO,0,1565.802
2007,NUTS,2010,RO,0,2177.335
2008,NUTS,2010,RO,0,2980.7
2009,NUTS,2010,RO,0,2356.907
2010,NUTS,2010,RO,0,2413.467
2011,NUTS,2010,RO,0,2786.83
2012,NUTS,2010,RO,0,2872.728
2013,NUTS,2010,RO,0,2464.779
2014,NUTS,2010,RO,0,2555.662
2015,NUTS,2010,RO,0,3476.933
2016,NUTS,2010,RO,0,3675.142
2017,NUTS,2010,RO,0,4317.087
2018,NUTS,2010,RO,0,4769.28
2019,NUTS,2010,RO,0,5065.332
2020,NUTS,2010,RO,0,4964.533
2001,NUTS,2010,RO1,1,46.901
2002,NUTS,2010,RO1,1,77.17
2003,NUTS,2010,RO1,1,87.333
2004,NUTS,2010,RO1,1,78.836
2005,NUTS,2010,RO1,1,142.144
2006,NUTS,2010,RO1,1,177.585
2007,NUTS,2010,RO1,1,267.714
2008,NUTS,2010,RO1,1,338.707
2009,NUTS,2010,RO1,1,364.314
2010,NUTS,2010,RO1,1,307.861
2011,NUTS,2010,RO1,1,425.68
2012,NUTS,2010,RO1,1,452.11
2013,NUTS,2010,RO1,1,320.839
2014,NUTS,2010,RO1,1,438.789
2015,NUTS,2010,RO1,1,594.031
2016,NUTS,2010,RO1,1,501.864
2017,NUTS,2010,RO1,1,503.627
2018,NUTS,2010,RO1,1,583.551
2019,NUTS,2010,RO1,1,593.234
2001,NUTS,2010,RO11,2,19.104
2002,NUTS,2010,RO11,2,38.687
2003,NUTS,2010,RO11,2,36.577
2004,NUTS,2010,RO11,2,32.507
2005,NUTS,2010,RO11,2,88.971
2006,NUTS,2010,RO11,2,116.665
2007,NUTS,2010,RO11,2,193.458
2008,NUTS,2010,RO11,2,258.451
2009,NUTS,2010,RO11,2,194.256
2010,NUTS,2010,RO11,2,197.379
2011,NUTS,2010,RO11,2,301.779
2012,NUTS,2010,RO11,2,298.616
2013,NUTS,2010,RO11,2,226.807
2014,NUTS,2010,RO11,2,204.056
2015,NUTS,2010,RO11,2,336.409
2016,NUTS,2010,RO11,2,229.229
2017,NUTS,2010,RO11,2,247.61
2018,NUTS,2010,RO11,2,250.113
2019,NUTS,2010,RO11,2,230.218
2001,NUTS,2010,RO12,2,27.797
2002,NUTS,2010,RO12,2,38.483
2003,NUTS,2010,RO12,2,50.756
2004,NUTS,2010,RO12,2,46.329
2005,NUTS,2010,RO12,2,53.173
2006,NUTS,2010,RO12,2,60.92
2007,NUTS,2010,RO12,2,74.256
2008,NUTS,2010,RO12,2,80.257
2009,NUTS,2010,RO12,2,170.057
2010,NUTS,2010,RO12,2,110.483
2011,NUTS,2010,RO12,2,123.901
2012,NUTS,2010,RO12,2,153.494
2013,NUTS,2010,RO12,2,94.032
2014,NUTS,2010,RO12,2,234.733
2015,NUTS,2010,RO12,2,257.622
2016,NUTS,2010,RO12,2,272.635
2017,NUTS,2010,RO12,2,256.018
2018,NUTS,2010,RO12,2,333.439
2019,NUTS,2010,RO12,2,363.016
2001,NUTS,2010,RO2,1,55.04
2002,NUTS,2010,RO2,1,55.429
2003,NUTS,2010,RO2,1,63.95
2004,NUTS,2010,RO2,1,80.835
2005,NUTS,2010,RO2,1,107.83
2006,NUTS,2010,RO2,1,161.806
2007,NUTS,2010,RO2,1,244.191
2008,NUTS,2010,RO2,1,313.83
2009,NUTS,2010,RO2,1,249.455
2010,NUTS,2010,RO2,1,247.243
2011,NUTS,2010,RO2,1,235.657
2012,NUTS,2010,RO2,1,299.064
2013,NUTS,2010,RO2,1,244.109
2014,NUTS,2010,RO2,1,239.986
2015,NUTS,2010,RO2,1,377.047
2016,NUTS,2010,RO2,1,237.885
2017,NUTS,2010,RO2,1,215.781
2018,NUTS,2010,RO2,1,275.48
2019,NUTS,2010,RO2,1,419.651
2001,NUTS,2010,RO21,2,26.774
2002,NUTS,2010,RO21,2,29.047
2003,NUTS,2010,RO21,2,37.49
2004,NUTS,2010,RO21,2,50.439
2005,NUTS,2010,RO21,2,65.326
2006,NUTS,2010,RO21,2,107.503
2007,NUTS,2010,RO21,2,163.561
2008,NUTS,2010,RO21,2,214.619
2009,NUTS,2010,RO21,2,157.864
2010,NUTS,2010,RO21,2,158.149
2011,NUTS,2010,RO21,2,172.243
2012,NUTS,2010,RO21,2,245.015
2013,NUTS,2010,RO21,2,197.7
2014,NUTS,2010,RO21,2,191.469
2015,NUTS,2010,RO21,2,313.176
2016,NUTS,2010,RO21,2,170.65
2017,NUTS,2010,RO21,2,153.982
2018,NUTS,2010,RO21,2,192.526
2019,NUTS,2010,RO21,2,331.435
2001,NUTS,2010,RO22,2,28.266
2002,NUTS,2010,RO22,2,26.383
2003,NUTS,2010,RO22,2,26.459
2004,NUTS,2010,RO22,2,30.396
2005,NUTS,2010,RO22,2,42.504
2006,NUTS,2010,RO22,2,54.303
2007,NUTS,2010,RO22,2,80.631
2008,NUTS,2010,RO22,2,99.211
2009,NUTS,2010,RO22,2,91.591
2010,NUTS,2010,RO22,2,89.094
2011,NUTS,2010,RO22,2,63.413
2012,NUTS,2010,RO22,2,54.049
2013,NUTS,2010,RO22,2,46.409
2014,NUTS,2010,RO22,2,48.517
2015,NUTS,2010,RO22,2,63.871
2016,NUTS,2010,RO22,2,67.234
2017,NUTS,2010,RO22,2,61.799
2018,NUTS,2010,RO22,2,82.953
2019,NUTS,2010,RO22,2,88.216
2001,NUTS,2010,RO3,1,317.755
2002,NUTS,2010,RO3,1,393.421
2003,NUTS,2010,RO3,1,542.951
2004,NUTS,2010,RO3,1,693.776
2005,NUTS,2010,RO3,1,835.876
2006,NUTS,2010,RO3,1,1103.017
2007,NUTS,2010,RO3,1,1486.054
2008,NUTS,2010,RO3,1,2086.673
2009,NUTS,2010,RO3,1,1578.373
2010,NUTS,2010,RO3,1,1672.41
2011,NUTS,2010,RO3,1,1874.037
2012,NUTS,2010,RO3,1,1907.204
2013,NUTS,2010,RO3,1,1646.333
2014,NUTS,2010,RO3,1,1691.313
2015,NUTS,2010,RO3,1,2106.422
2016,NUTS,2010,RO3,1,2523.584
2017,NUTS,2010,RO3,1,3150.456
2018,NUTS,2010,RO3,1,3365.005
2019,NUTS,2010,RO3,1,3573.217
2001,NUTS,2010,RO31,2,64.712
2002,NUTS,2010,RO31,2,90.885
2003,NUTS,2010,RO31,2,106.048
2004,NUTS,2010,RO31,2,134.476
2005,NUTS,2010,RO31,2,134.193
2006,NUTS,2010,RO31,2,145.75
2007,NUTS,2010,RO31,2,231.77
2008,NUTS,2010,RO31,2,229.496
2009,NUTS,2010,RO31,2,220.771
2010,NUTS,2010,RO31,2,240.75
2011,NUTS,2010,RO31,2,265.842
2012,NUTS,2010,RO31,2,331.591
2013,NUTS,2010,RO31,2,264.43
2014,NUTS,2010,RO31,2,296.549
2015,NUTS,2010,RO31,2,304.803
2016,NUTS,2010,RO31,2,356.333
2017,NUTS,2010,RO31,2,342.976
2018,NUTS,2010,RO31,2,363.924
2019,NUTS,2010,RO31,2,434.899
2001,NUTS,2010,RO32,2,253.042
2002,NUTS,2010,RO32,2,302.537
2003,NUTS,2010,RO32,2,436.903
2004,NUTS,2010,RO32,2,559.301
2005,NUTS,2010,RO32,2,701.683
2006,NUTS,2010,RO32,2,957.267
2007,NUTS,2010,RO32,2,1254.284
2008,NUTS,2010,RO32,2,1857.177
2009,NUTS,2010,RO32,2,1357.602
2010,NUTS,2010,RO32,2,1431.66
2011,NUTS,2010,RO32,2,1608.195
2012,NUTS,2010,RO32,2,1575.614
2013,NUTS,2010,RO32,2,1381.903
2014,NUTS,2010,RO32,2,1394.764
2015,NUTS,2010,RO32,2,1801.619
2016,NUTS,2010,RO32,2,2167.252
2017,NUTS,2010,RO32,2,2807.48
2018,NUTS,2010,RO32,2,3001.082
2019,NUTS,2010,RO32,2,3138.318
2001,NUTS,2010,RO4,1,39.648
2002,NUTS,2010,RO4,1,49.176
2003,NUTS,2010,RO4,1,67.831
2004,NUTS,2010,RO4,1,99.424
2005,NUTS,2010,RO4,1,97.81
2006,NUTS,2010,RO4,1,123.394
2007,NUTS,2010,RO4,1,179.376
2008,NUTS,2010,RO4,1,241.464
2009,NUTS,2010,RO4,1,164.765
2010,NUTS,2010,RO4,1,185.952
2011,NUTS,2010,RO4,1,251.457
2012,NUTS,2010,RO4,1,214.35
2013,NUTS,2010,RO4,1,253.499
2014,NUTS,2010,RO4,1,185.574
2015,NUTS,2010,RO4,1,399.434
2016,NUTS,2010,RO4,1,411.81
2017,NUTS,2010,RO4,1,447.223
2018,NUTS,2010,RO4,1,545.243
2019,NUTS,2010,RO4,1,479.231
2001,NUTS,2010,RO41,2,22.239
2002,NUTS,2010,RO41,2,21.598
2003,NUTS,2010,RO41,2,21.306
2004,NUTS,2010,RO41,2,53.894
2005,NUTS,2010,RO41,2,45.022
2006,NUTS,2010,RO41,2,53.961
2007,NUTS,2010,RO41,2,67.793
2008,NUTS,2010,RO41,2,88.164
2009,NUTS,2010,RO41,2,75.738
2010,NUTS,2010,RO41,2,70.145
2011,NUTS,2010,RO41,2,125.644
2012,NUTS,2010,RO41,2,58.321
2013,NUTS,2010,RO41,2,89.023
2014,NUTS,2010,RO41,2,73.198
2015,NUTS,2010,RO41,2,108.776
2016,NUTS,2010,RO41,2,80.555
2017,NUTS,2010,RO41,2,128.247
2018,NUTS,2010,RO41,2,171.014
2019,NUTS,2010,RO41,2,97.904
2001,NUTS,2010,RO42,2,17.408
2002,NUTS,2010,RO42,2,26.578
2003,NUTS,2010,RO42,2,46.525
