year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_fte_rse_pnp
2002,NUTS,2010,PT2,1,9.0
2003,NUTS,2010,PT2,1,10.0
2004,NUTS,2010,PT2,1,26.0
2005,NUTS,2010,PT2,1,42.0
2006,NUTS,2010,PT2,1,36.0
2007,NUTS,2010,PT2,1,30.0
2008,NUTS,2010,PT2,1,34.0
2009,NUTS,2010,PT2,1,35.0
2010,NUTS,2010,PT2,1,36.0
2011,NUTS,2010,PT2,1,32.0
2012,NUTS,2010,PT2,1,31.0
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.0
2018,NUTS,2010,PT2,1,0.0
2019,NUTS,2010,PT2,1,0.0
2020,NUTS,2010,PT2,1,4.0
2000,NUTS,2010,PT20,2,8.0
2001,NUTS,2010,PT20,2,7.0
2002,NUTS,2010,PT20,2,9.0
2003,NUTS,2010,PT20,2,10.0
2004,NUTS,2010,PT20,2,26.0
2005,NUTS,2010,PT20,2,42.0
2006,NUTS,2010,PT20,2,36.0
2007,NUTS,2010,PT20,2,30.0
2008,NUTS,2010,PT20,2,34.0
2009,NUTS,2010,PT20,2,35.0
2010,NUTS,2010,PT20,2,36.0
2011,NUTS,2010,PT20,2,32.0
2012,NUTS,2010,PT20,2,31.0
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.0
2018,NUTS,2010,PT20,2,0.0
2019,NUTS,2010,PT20,2,0.0
2020,NUTS,2010,PT20,2,4.0
2000,NUTS,2010,PT3,1,4.0
2001,NUTS,2010,PT3,1,5.0
2002,NUTS,2010,PT3,1,3.0
2003,NUTS,2010,PT3,1,2.0
2004,NUTS,2010,PT3,1,2.0
2005,NUTS,2010,PT3,1,3.0
2006,NUTS,2010,PT3,1,3.0
2007,NUTS,2010,PT3,1,2.0
2008,NUTS,2010,PT3,1,2.0
2009,NUTS,2010,PT3,1,2.0
2010,NUTS,2010,PT3,1,3.0
2011,NUTS,2010,PT3,1,11.0
2012,NUTS,2010,PT3,1,8.0
2013,NUTS,2010,PT3,1,0.0
2014,NUTS,2010,PT3,1,3.0
2015,NUTS,2010,PT3,1,2.0
2016,NUTS,2010,PT3,1,2.0
2017,NUTS,2010,PT3,1,3.0
2018,NUTS,2010,PT3,1,1.0
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,1.0
2000,NUTS,2010,PT30,2,4.0
2001,NUTS,2010,PT30,2,5.0
2002,NUTS,2010,PT30,2,3.0
2003,NUTS,2010,PT30,2,2.0
2004,NUTS,2010,PT30,2,2.0
2005,NUTS,2010,PT30,2,3.0
2006,NUTS,2010,PT30,2,3.0
2007,NUTS,2010,PT30,2,2.0
2008,NUTS,2010,PT30,2,2.0
2009,NUTS,2010,PT30,2,2.0
2010,NUTS,2010,PT30,2,3.0
2011,NUTS,2010,PT30,2,11.0
2012,NUTS,2010,PT30,2,8.0
2013,NUTS,2010,PT30,2,0.0
2014,NUTS,2010,PT30,2,3.0
2015,NUTS,2010,PT30,2,2.0
2016,NUTS,2010,PT30,2,2.0
2017,NUTS,2010,PT30,2,3.0
2018,NUTS,2010,PT30,2,1.0
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,1.0
2003,NUTS,2010,RO,0,25.0
2004,NUTS,2010,RO,0,112.0
2005,NUTS,2010,RO,0,102.0
2006,NUTS,2010,RO,0,38.0
2007,NUTS,2010,RO,0,63.0
2008,NUTS,2010,RO,0,30.0
2009,NUTS,2010,RO,0,40.0
2010,NUTS,2010,RO,0,45.0
2011,NUTS,2010,RO,0,68.0
2012,NUTS,2010,RO,0,53.0
2013,NUTS,2010,RO,0,37.0
2014,NUTS,2010,RO,0,27.0
2015,NUTS,2010,RO,0,44.0
2016,NUTS,2010,RO,0,53.0
2017,NUTS,2010,RO,0,35.0
2018,NUTS,2010,RO,0,51.0
2019,NUTS,2010,RO,0,67.0
2004,NUTS,2010,RO1,1,3.0
2005,NUTS,2010,RO1,1,4.0
2006,NUTS,2010,RO1,1,1.0
2007,NUTS,2010,RO1,1,5.0
2008,NUTS,2010,RO1,1,2.0
2009,NUTS,2010,RO1,1,29.0
2010,NUTS,2010,RO1,1,13.0
2011,NUTS,2010,RO1,1,5.0
2012,NUTS,2010,RO1,1,6.0
2013,NUTS,2010,RO1,1,5.0
2014,NUTS,2010,RO1,1,5.0
2015,NUTS,2010,RO1,1,1.0
2016,NUTS,2010,RO1,1,3.0
2017,NUTS,2010,RO1,1,3.0
2018,NUTS,2010,RO1,1,7.0
2019,NUTS,2010,RO1,1,4.0
2005,NUTS,2010,RO11,2,3.0
2007,NUTS,2010,RO11,2,5.0
2008,NUTS,2010,RO11,2,2.0
2009,NUTS,2010,RO11,2,18.0
2010,NUTS,2010,RO11,2,13.0
2011,NUTS,2010,RO11,2,5.0
2012,NUTS,2010,RO11,2,6.0
2013,NUTS,2010,RO11,2,5.0
2014,NUTS,2010,RO11,2,4.0
2015,NUTS,2010,RO11,2,0.0
2016,NUTS,2010,RO11,2,3.0
2017,NUTS,2010,RO11,2,3.0
2018,NUTS,2010,RO11,2,7.0
2019,NUTS,2010,RO11,2,4.0
2004,NUTS,2010,RO12,2,3.0
2005,NUTS,2010,RO12,2,1.0
2006,NUTS,2010,RO12,2,1.0
2009,NUTS,2010,RO12,2,11.0
2014,NUTS,2010,RO12,2,1.0
2015,NUTS,2010,RO12,2,1.0
2016,NUTS,2010,RO12,2,0.0
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2004,NUTS,2010,RO2,1,40.0
2005,NUTS,2010,RO2,1,40.0
2009,NUTS,2010,RO2,1,3.0
2010,NUTS,2010,RO2,1,8.0
2011,NUTS,2010,RO2,1,58.0
2012,NUTS,2010,RO2,1,2.0
2014,NUTS,2010,RO2,1,3.0
2015,NUTS,2010,RO2,1,4.0
2016,NUTS,2010,RO2,1,4.0
2017,NUTS,2010,RO2,1,7.0
2018,NUTS,2010,RO2,1,19.0
2019,NUTS,2010,RO2,1,41.0
2004,NUTS,2010,RO21,2,40.0
2005,NUTS,2010,RO21,2,40.0
2009,NUTS,2010,RO21,2,3.0
2010,NUTS,2010,RO21,2,8.0
2011,NUTS,2010,RO21,2,57.0
2012,NUTS,2010,RO21,2,1.0
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,1.0
2018,NUTS,2010,RO21,2,16.0
2019,NUTS,2010,RO21,2,39.0
2011,NUTS,2010,RO22,2,1.0
2012,NUTS,2010,RO22,2,1.0
2014,NUTS,2010,RO22,2,3.0
2015,NUTS,2010,RO22,2,4.0
2016,NUTS,2010,RO22,2,4.0
2017,NUTS,2010,RO22,2,6.0
2018,NUTS,2010,RO22,2,3.0
2019,NUTS,2010,RO22,2,2.0
2003,NUTS,2010,RO3,1,25.0
2004,NUTS,2010,RO3,1,67.0
2005,NUTS,2010,RO3,1,51.0
2006,NUTS,2010,RO3,1,37.0
2007,NUTS,2010,RO3,1,57.0
2008,NUTS,2010,RO3,1,18.0
2009,NUTS,2010,RO3,1,8.0
2010,NUTS,2010,RO3,1,22.0
2011,NUTS,2010,RO3,1,2.0
2012,NUTS,2010,RO3,1,45.0
2013,NUTS,2010,RO3,1,32.0
2014,NUTS,2010,RO3,1,17.0
2015,NUTS,2010,RO3,1,38.0
2016,NUTS,2010,RO3,1,46.0
2017,NUTS,2010,RO3,1,25.0
2018,NUTS,2010,RO3,1,25.0
2019,NUTS,2010,RO3,1,22.0
2004,NUTS,2010,RO31,2,1.0
2005,NUTS,2010,RO31,2,1.0
2007,NUTS,2010,RO31,2,26.0
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,1.0
2019,NUTS,2010,RO31,2,1.0
2003,NUTS,2010,RO32,2,25.0
2004,NUTS,2010,RO32,2,65.0
2005,NUTS,2010,RO32,2,50.0
2006,NUTS,2010,RO32,2,37.0
2007,NUTS,2010,RO32,2,31.0
2008,NUTS,2010,RO32,2,18.0
2009,NUTS,2010,RO32,2,8.0
2010,NUTS,2010,RO32,2,22.0
2011,NUTS,2010,RO32,2,2.0
2012,NUTS,2010,RO32,2,45.0
2013,NUTS,2010,RO32,2,32.0
2014,NUTS,2010,RO32,2,17.0
2015,NUTS,2010,RO32,2,38.0
2016,NUTS,2010,RO32,2,46.0
2017,NUTS,2010,RO32,2,25.0
2018,NUTS,2010,RO32,2,24.0
2019,NUTS,2010,RO32,2,21.0
2004,NUTS,2010,RO4,1,3.0
2005,NUTS,2010,RO4,1,7.0
2008,NUTS,2010,RO4,1,10.0
2010,NUTS,2010,RO4,1,2.0
2011,NUTS,2010,RO4,1,3.0
2014,NUTS,2010,RO4,1,2.0
2015,NUTS,2010,RO4,1,1.0
2016,NUTS,2010,RO4,1,0.0
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,2.0
2015,NUTS,2010,RO41,2,0.0
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2004,NUTS,2010,RO42,2,3.0
2005,NUTS,2010,RO42,2,7.0
2008,NUTS,2010,RO42,2,10.0
2010,NUTS,2010,RO42,2,2.0
2011,NUTS,2010,RO42,2,1.0
2014,NUTS,2010,RO42,2,2.0
2015,NUTS,2010,RO42,2,1.0
2016,NUTS,2010,RO42,2,0.0
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2008,NUTS,2010,RS,0,5.0
2009,NUTS,2010,RS,0,5.0
2010,NUTS,2010,RS,0,0.0
2011,NUTS,2010,RS,0,3.0
2012,NUTS,2010,RS,0,1.0
2013,NUTS,2010,RS,0,2.0
2014,NUTS,2010,RS,0,3.0
2015,NUTS,2010,RS,0,3.0
2016,NUTS,2010,RS,0,4.0
2017,NUTS,2010,RS,0,1.0
2018,NUTS,2010,RS,0,1.0
2019,NUTS,2010,RS,0,1.0
2020,NUTS,2010,RS,0,1.0
2018,NUTS,2010,RS1,1,1.0
2019,NUTS,2010,RS1,1,1.0
2020,NUTS,2010,RS1,1,1.0
2018,NUTS,2010,RS11,2,1.0
2019,NUTS,2010,RS11,2,1.0
2020,NUTS,2010,RS11,2,1.0
2018,NUTS,2010,RS12,2,0.0
2019,NUTS,2010,RS12,2,0.0
2020,NUTS,2010,RS12,2,0.0
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
2005,NUTS,2010,SE,0,112.0
2007,NUTS,2010,SE,0,29.0
2009,NUTS,2010,SE,0,44.0
2011,NUTS,2010,SE,0,76.0
2013,NUTS,2010,SE,0,125.0
2015,NUTS,2010,SE,0,66.0
1993,NUTS,2010,SI,0,19.0
1994,NUTS,2010,SI,0,19.0
1995,NUTS,2010,SI,0,24.0
1996,NUTS,2010,SI,0,36.0
1997,NUTS,2010,SI,0,26.0
1998,NUTS,2010,SI,0,27.0
1999,NUTS,2010,SI,0,13.0
2000,NUTS,2010,SI,0,21.0
2001,NUTS,2010,SI,0,38.0
2002,NUTS,2010,SI,0,38.0
2003,NUTS,2010,SI,0,5.0
2004,NUTS,2010,SI,0,7.0
2005,NUTS,2010,SI,0,4.0
2006,NUTS,2010,SI,0,6.0
2007,NUTS,2010,SI,0,5.0
2008,NUTS,2010,SI,0,8.0
2009,NUTS,2010,SI,0,6.0
2010,NUTS,2010,SI,0,6.0
2011,NUTS,2010,SI,0,9.0
2012,NUTS,2010,SI,0,5.0
2013,NUTS,2010,SI,0,5.0
2014,NUTS,2010,SI,0,1.0
2015,NUTS,2010,SI,0,2.0
2016,NUTS,2010,SI,0,1.0
2017,NUTS,2010,SI,0,8.0
2018,NUTS,2010,SI,0,14.0
2019,NUTS,2010,SI,0,36.0
1993,NUTS,2010,SI0,1,19.0
1994,NUTS,2010,SI0,1,19.0
1995,NUTS,2010,SI0,1,24.0
1996,NUTS,2010,SI0,1,36.0
1997,NUTS,2010,SI0,1,26.0
1998,NUTS,2010,SI0,1,27.0
1999,NUTS,2010,SI0,1,13.0
2000,NUTS,2010,SI0,1,21.0
2001,NUTS,2010,SI0,1,38.0
2002,NUTS,2010,SI0,1,38.0
2003,NUTS,2010,SI0,1,5.0
2004,NUTS,2010,SI0,1,7.0
2005,NUTS,2010,SI0,1,4.0
2006,NUTS,2010,SI0,1,6.0
2007,NUTS,2010,SI0,1,5.0
2008,NUTS,2010,SI0,1,8.0
2009,NUTS,2010,SI0,1,6.0
2010,NUTS,2010,SI0,1,6.0
2011,NUTS,2010,SI0,1,9.0
2012,NUTS,2010,SI0,1,5.0
2013,NUTS,2010,SI0,1,5.0
2014,NUTS,2010,SI0,1,1.0
2015,NUTS,2010,SI0,1,2.0
2016,NUTS,2010,SI0,1,1.0
2017,NUTS,2010,SI0,1,8.0
2018,NUTS,2010,SI0,1,14.0
2019,NUTS,2010,SI0,1,36.0
2013,NUTS,2010,SI03,2,1.0
2014,NUTS,2010,SI03,2,0.0
2015,NUTS,2010,SI03,2,0.0
2016,NUTS,2010,SI03,2,0.0
2017,NUTS,2010,SI03,2,0.0
2018,NUTS,2010,SI03,2,0.0
2019,NUTS,2010,SI03,2,2.0
2013,NUTS,2010,SI04,2,4.0
2014,NUTS,2010,SI04,2,1.0
2015,NUTS,2010,SI04,2,2.0
2016,NUTS,2010,SI04,2,1.0
2017,NUTS,2010,SI04,2,8.0
2018,NUTS,2010,SI04,2,14.0
2019,NUTS,2010,SI04,2,34.0
2002,NUTS,2010,SK,0,1.0
2003,NUTS,2010,SK,0,1.0
2004,NUTS,2010,SK,0,8.0
2005,NUTS,2010,SK,0,1.0
2006,NUTS,2010,SK,0,1.0
2007,NUTS,2010,SK,0,1.0
2008,NUTS,2010,SK,0,1.0
2009,NUTS,2010,SK,0,2.0
2010,NUTS,2010,SK,0,22.0
2011,NUTS,2010,SK,0,20.0
2012,NUTS,2010,SK,0,19.0
2013,NUTS,2010,SK,0,11.0
2014,NUTS,2010,SK,0,8.0
2015,NUTS,2010,SK,0,13.0
2016,NUTS,2010,SK,0,18.0
2017,NUTS,2010,SK,0,18.0
2018,NUTS,2010,SK,0,13.0
2019,NUTS,2010,SK,0,3.0
2020,NUTS,2010,SK,0,3.0
2000,NUTS,2010,SK01,2,0.0
2001,NUTS,2010,SK01,2,0.0
2002,NUTS,2010,SK01,2,0.0
2003,NUTS,2010,SK01,2,0.0
2004,NUTS,2010,SK01,2,0.0
2005,NUTS,2010,SK01,2,0.0
2008,NUTS,2010,SK01,2,0.0
2009,NUTS,2010,SK01,2,0.0
2010,NUTS,2010,SK01,2,5.0
2011,NUTS,2010,SK01,2,4.0
2012,NUTS,2010,SK01,2,2.0
2013,NUTS,2010,SK01,2,5.0
2014,NUTS,2010,SK01,2,2.0
2015,NUTS,2010,SK01,2,8.0
2016,NUTS,2010,SK01,2,11.0
2017,NUTS,2010,SK01,2,10.0
2018,NUTS,2010,SK01,2,7.0
2019,NUTS,2010,SK01,2,1.0
2020,NUTS,2010,SK01,2,1.0
2000,NUTS,2010,SK02,2,0.0
2001,NUTS,2010,SK02,2,0.0
2002,NUTS,2010,SK02,2,0.0
2003,NUTS,2010,SK02,2,0.0
2004,NUTS,2010,SK02,2,1.0
2005,NUTS,2010,SK02,2,0.0
2007,NUTS,2010,SK02,2,0.0
2008,NUTS,2010,SK02,2,0.0
2009,NUTS,2010,SK02,2,0.0
2010,NUTS,2010,SK02,2,1.0
2011,NUTS,2010,SK02,2,2.0
2012,NUTS,2010,SK02,2,1.0
2013,NUTS,2010,SK02,2,3.0
2014,NUTS,2010,SK02,2,5.0
2015,NUTS,2010,SK02,2,2.0
2016,NUTS,2010,SK02,2,2.0
2017,NUTS,2010,SK02,2,0.0
2018,NUTS,2010,SK02,2,0.0
2019,NUTS,2010,SK02,2,0.0
2020,NUTS,2010,SK02,2,1.0
2000,NUTS,2010,SK03,2,0.0
2001,NUTS,2010,SK03,2,0.0
2002,NUTS,2010,SK03,2,0.0
2003,NUTS,2010,SK03,2,0.0
2004,NUTS,2010,SK03,2,5.0
2005,NUTS,2010,SK03,2,0.0
2008,NUTS,2010,SK03,2,0.0
2009,NUTS,2010,SK03,2,0.0
2010,NUTS,2010,SK03,2,4.0
2011,NUTS,2010,SK03,2,1.0
2012,NUTS,2010,SK03,2,4.0
2013,NUTS,2010,SK03,2,3.0
2014,NUTS,2010,SK03,2,1.0
2015,NUTS,2010,SK03,2,2.0
2016,NUTS,2010,SK03,2,4.0
2017,NUTS,2010,SK03,2,3.0
2018,NUTS,2010,SK03,2,2.0
2019,NUTS,2010,SK03,2,1.0
2020,NUTS,2010,SK03,2,1.0
2000,NUTS,2010,SK04,2,0.0
2001,NUTS,2010,SK04,2,0.0
2002,NUTS,2010,SK04,2,1.0
2003,NUTS,2010,SK04,2,1.0
2004,NUTS,2010,SK04,2,1.0
2005,NUTS,2010,SK04,2,1.0
2006,NUTS,2010,SK04,2,1.0
2007,NUTS,2010,SK04,2,1.0
2008,NUTS,2010,SK04,2,1.0
2009,NUTS,2010,SK04,2,2.0
2010,NUTS,2010,SK04,2,12.0
2011,NUTS,2010,SK04,2,13.0
2012,NUTS,2010,SK04,2,12.0
2013,NUTS,2010,SK04,2,0.0
2014,NUTS,2010,SK04,2,0.0
2015,NUTS,2010,SK04,2,2.0
2016,NUTS,2010,SK04,2,2.0
2017,NUTS,2010,SK04,2,5.0
2018,NUTS,2010,SK04,2,4.0
2019,NUTS,2010,SK04,2,1.0
2020,NUTS,2010,SK04,2,0.0
