year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_hc_f
2013,NUTS,2010,TR,0,10899.0
2014,NUTS,2010,TR,0,11445.0
2015,NUTS,2010,TR,0,12445.0
2016,NUTS,2010,TR,0,14672.0
2017,NUTS,2010,TR,0,18246.0
2018,NUTS,2010,TR,0,22201.0
2019,NUTS,2010,TR,0,24604.0
2020,NUTS,2010,TR,0,28769.0
2011,NUTS,2010,UK,0,20745.0
2012,NUTS,2010,UK,0,22023.0
2013,NUTS,2010,UK,0,25578.0
2014,NUTS,2010,UK,0,27127.0
2015,NUTS,2010,UK,0,28806.0
2016,NUTS,2010,UK,0,29929.0
2017,NUTS,2010,UK,0,34261.0
2018,NUTS,2010,UK,0,35810.0
2011,NUTS,2010,UKC,1,460.0
2013,NUTS,2010,UKC,1,681.0
2015,NUTS,2010,UKC,1,650.0
2017,NUTS,2010,UKC,1,849.0
2011,NUTS,2010,UKC1,2,207.0
2013,NUTS,2010,UKC1,2,398.0
2015,NUTS,2010,UKC1,2,258.0
2017,NUTS,2010,UKC1,2,308.0
2011,NUTS,2010,UKC2,2,254.0
2013,NUTS,2010,UKC2,2,283.0
2015,NUTS,2010,UKC2,2,391.0
2017,NUTS,2010,UKC2,2,541.0
2011,NUTS,2010,UKD,1,1808.0
2013,NUTS,2010,UKD,1,1985.0
2015,NUTS,2010,UKD,1,2551.0
2017,NUTS,2010,UKD,1,2763.0
2011,NUTS,2010,UKD1,2,100.0
2013,NUTS,2010,UKD1,2,83.0
2015,NUTS,2010,UKD1,2,88.0
2017,NUTS,2010,UKD1,2,89.0
2011,NUTS,2010,UKD3,2,478.0
2013,NUTS,2010,UKD3,2,487.0
2015,NUTS,2010,UKD3,2,743.0
2017,NUTS,2010,UKD3,2,887.0
2011,NUTS,2010,UKD4,2,432.0
2013,NUTS,2010,UKD4,2,520.0
2015,NUTS,2010,UKD4,2,597.0
2017,NUTS,2010,UKD4,2,670.0
2011,NUTS,2010,UKD6,2,546.0
2013,NUTS,2010,UKD6,2,585.0
2015,NUTS,2010,UKD6,2,686.0
2017,NUTS,2010,UKD6,2,584.0
2011,NUTS,2010,UKD7,2,252.0
2013,NUTS,2010,UKD7,2,311.0
2015,NUTS,2010,UKD7,2,438.0
2017,NUTS,2010,UKD7,2,534.0
2011,NUTS,2010,UKE,1,1026.0
2013,NUTS,2010,UKE,1,1458.0
2015,NUTS,2010,UKE,1,1698.0
2017,NUTS,2010,UKE,1,2207.0
2013,NUTS,2010,UKE1,2,223.0
2015,NUTS,2010,UKE1,2,272.0
2017,NUTS,2010,UKE1,2,384.0
2011,NUTS,2010,UKE2,2,380.0
2013,NUTS,2010,UKE2,2,278.0
2015,NUTS,2010,UKE2,2,356.0
2017,NUTS,2010,UKE2,2,417.0
2011,NUTS,2010,UKE3,2,215.0
2013,NUTS,2010,UKE3,2,238.0
2015,NUTS,2010,UKE3,2,312.0
2017,NUTS,2010,UKE3,2,436.0
2011,NUTS,2010,UKE4,2,431.0
2013,NUTS,2010,UKE4,2,720.0
2015,NUTS,2010,UKE4,2,758.0
2017,NUTS,2010,UKE4,2,970.0
2011,NUTS,2010,UKF,1,1552.0
2013,NUTS,2010,UKF,1,1720.0
2015,NUTS,2010,UKF,1,2049.0
2017,NUTS,2010,UKF,1,2206.0
2011,NUTS,2010,UKF1,2,1106.0
2013,NUTS,2010,UKF1,2,1312.0
2015,NUTS,2010,UKF1,2,1572.0
2017,NUTS,2010,UKF1,2,1679.0
2011,NUTS,2010,UKF2,2,373.0
2013,NUTS,2010,UKF2,2,334.0
2015,NUTS,2010,UKF2,2,396.0
2017,NUTS,2010,UKF2,2,441.0
2011,NUTS,2010,UKF3,2,74.0
2013,NUTS,2010,UKF3,2,74.0
2015,NUTS,2010,UKF3,2,81.0
2017,NUTS,2010,UKF3,2,86.0
2011,NUTS,2010,UKG,1,1096.0
2013,NUTS,2010,UKG,1,1446.0
2015,NUTS,2010,UKG,1,1975.0
2017,NUTS,2010,UKG,1,2214.0
2011,NUTS,2010,UKG1,2,547.0
2013,NUTS,2010,UKG1,2,718.0
2015,NUTS,2010,UKG1,2,941.0
2017,NUTS,2010,UKG1,2,1192.0
2011,NUTS,2010,UKG2,2,162.0
2013,NUTS,2010,UKG2,2,211.0
2015,NUTS,2010,UKG2,2,301.0
2017,NUTS,2010,UKG2,2,314.0
2011,NUTS,2010,UKG3,2,387.0
2013,NUTS,2010,UKG3,2,518.0
2015,NUTS,2010,UKG3,2,733.0
2017,NUTS,2010,UKG3,2,708.0
2011,NUTS,2010,UKH,1,4562.0
2013,NUTS,2010,UKH,1,4478.0
2015,NUTS,2010,UKH,1,4945.0
2017,NUTS,2010,UKH,1,5542.0
2011,NUTS,2010,UKH1,2,2599.0
2013,NUTS,2010,UKH1,2,2380.0
2015,NUTS,2010,UKH1,2,2670.0
2017,NUTS,2010,UKH1,2,3276.0
2011,NUTS,2010,UKH2,2,1174.0
2013,NUTS,2010,UKH2,2,1420.0
2015,NUTS,2010,UKH2,2,1512.0
2017,NUTS,2010,UKH2,2,1476.0
2011,NUTS,2010,UKH3,2,789.0
2013,NUTS,2010,UKH3,2,678.0
2015,NUTS,2010,UKH3,2,763.0
2017,NUTS,2010,UKH3,2,790.0
2011,NUTS,2010,UKI,1,1858.0
2013,NUTS,2010,UKI,1,2892.0
2015,NUTS,2010,UKI,1,3160.0
2017,NUTS,2010,UKI,1,4807.0
2011,NUTS,2010,UKI3,2,739.0
2013,NUTS,2010,UKI3,2,1177.0
2015,NUTS,2010,UKI3,2,1280.0
2017,NUTS,2010,UKI3,2,2047.0
2011,NUTS,2010,UKI4,2,322.0
2013,NUTS,2010,UKI4,2,597.0
2015,NUTS,2010,UKI4,2,521.0
2017,NUTS,2010,UKI4,2,782.0
2011,NUTS,2010,UKI5,2,103.0
2013,NUTS,2010,UKI5,2,154.0
2015,NUTS,2010,UKI5,2,159.0
2017,NUTS,2010,UKI5,2,157.0
2011,NUTS,2010,UKI6,2,234.0
2013,NUTS,2010,UKI6,2,158.0
2015,NUTS,2010,UKI6,2,148.0
2017,NUTS,2010,UKI6,2,261.0
2011,NUTS,2010,UKI7,2,459.0
2013,NUTS,2010,UKI7,2,805.0
2015,NUTS,2010,UKI7,2,1052.0
2017,NUTS,2010,UKI7,2,1560.0
2011,NUTS,2010,UKJ,1,4877.0
2013,NUTS,2010,UKJ,1,6436.0
2015,NUTS,2010,UKJ,1,6777.0
2017,NUTS,2010,UKJ,1,7034.0
2011,NUTS,2010,UKJ1,2,1835.0
2013,NUTS,2010,UKJ1,2,2932.0
2015,NUTS,2010,UKJ1,2,2928.0
2017,NUTS,2010,UKJ1,2,3153.0
2011,NUTS,2010,UKJ2,2,981.0
2013,NUTS,2010,UKJ2,2,1276.0
2015,NUTS,2010,UKJ2,2,1589.0
2017,NUTS,2010,UKJ2,2,1814.0
2011,NUTS,2010,UKJ3,2,1364.0
2013,NUTS,2010,UKJ3,2,1703.0
2015,NUTS,2010,UKJ3,2,1713.0
2017,NUTS,2010,UKJ3,2,1532.0
2011,NUTS,2010,UKJ4,2,697.0
2013,NUTS,2010,UKJ4,2,525.0
2015,NUTS,2010,UKJ4,2,546.0
2017,NUTS,2010,UKJ4,2,536.0
2011,NUTS,2010,UKK,1,1286.0
2013,NUTS,2010,UKK,1,1754.0
2015,NUTS,2010,UKK,1,2110.0
2017,NUTS,2010,UKK,1,2346.0
2011,NUTS,2010,UKK1,2,1043.0
2013,NUTS,2010,UKK1,2,1422.0
2015,NUTS,2010,UKK1,2,1544.0
2017,NUTS,2010,UKK1,2,1710.0
2011,NUTS,2010,UKK2,2,154.0
2013,NUTS,2010,UKK2,2,216.0
2015,NUTS,2010,UKK2,2,299.0
2017,NUTS,2010,UKK2,2,314.0
2011,NUTS,2010,UKK3,2,24.0
2013,NUTS,2010,UKK3,2,29.0
2015,NUTS,2010,UKK3,2,47.0
2017,NUTS,2010,UKK3,2,69.0
2011,NUTS,2010,UKK4,2,65.0
2013,NUTS,2010,UKK4,2,88.0
2015,NUTS,2010,UKK4,2,220.0
2017,NUTS,2010,UKK4,2,252.0
2011,NUTS,2010,UKL,1,774.0
2013,NUTS,2010,UKL,1,599.0
2015,NUTS,2010,UKL,1,678.0
2017,NUTS,2010,UKL,1,1185.0
2011,NUTS,2010,UKL1,2,242.0
2013,NUTS,2010,UKL1,2,131.0
2015,NUTS,2010,UKL1,2,339.0
2017,NUTS,2010,UKL1,2,618.0
2011,NUTS,2010,UKL2,2,533.0
2013,NUTS,2010,UKL2,2,468.0
2015,NUTS,2010,UKL2,2,339.0
2017,NUTS,2010,UKL2,2,567.0
2011,NUTS,2010,UKM,1,999.0
2013,NUTS,2010,UKM,1,1563.0
2015,NUTS,2010,UKM,1,1561.0
2017,NUTS,2010,UKM,1,2280.0
2013,NUTS,2010,UKM2,2,221.0
2015,NUTS,2010,UKM2,2,873.0
2017,NUTS,2010,UKM2,2,1263.0
2013,NUTS,2010,UKM3,2,795.0
2015,NUTS,2010,UKM3,2,444.0
2017,NUTS,2010,UKM3,2,653.0
2013,NUTS,2010,UKM5,2,488.0
2015,NUTS,2010,UKM5,2,186.0
2017,NUTS,2010,UKM5,2,289.0
2013,NUTS,2010,UKM6,2,59.0
2015,NUTS,2010,UKM6,2,58.0
2017,NUTS,2010,UKM6,2,76.0
2011,NUTS,2010,UKN,1,447.0
2013,NUTS,2010,UKN,1,567.0
2015,NUTS,2010,UKN,1,654.0
2017,NUTS,2010,UKN,1,827.0
2011,NUTS,2010,UKN0,2,447.0
2013,NUTS,2010,UKN0,2,567.0
2015,NUTS,2010,UKN0,2,654.0
2017,NUTS,2010,UKN0,2,827.0
