year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_cab_nr
2012,NUTS,2010,UKJ42,3,2.17
2011,NUTS,2010,UKK,1,31.02
2012,NUTS,2010,UKK,1,23.01
2011,NUTS,2010,UKK1,2,27.82
2012,NUTS,2010,UKK1,2,18.56
2011,NUTS,2010,UKK11,3,4.79
2012,NUTS,2010,UKK11,3,1.67
2011,NUTS,2010,UKK12,3,14.15
2012,NUTS,2010,UKK12,3,11.58
2011,NUTS,2010,UKK13,3,3.13
2012,NUTS,2010,UKK13,3,3.64
2011,NUTS,2010,UKK14,3,2.75
2011,NUTS,2010,UKK15,3,3.0
2012,NUTS,2010,UKK15,3,1.67
2011,NUTS,2010,UKK2,2,2.2
2012,NUTS,2010,UKK2,2,2.37
2012,NUTS,2010,UKK21,3,1.87
2011,NUTS,2010,UKK22,3,1.0
2012,NUTS,2010,UKK22,3,0.33
2011,NUTS,2010,UKK23,3,1.2
2012,NUTS,2010,UKK23,3,0.17
2011,NUTS,2010,UKK3,2,0.5
2011,NUTS,2010,UKK30,3,0.5
2011,NUTS,2010,UKK4,2,0.5
2012,NUTS,2010,UKK4,2,2.08
2012,NUTS,2010,UKK41,3,1.0
2011,NUTS,2010,UKK43,3,0.5
2012,NUTS,2010,UKK43,3,1.08
2011,NUTS,2010,UKL,1,4.96
2012,NUTS,2010,UKL,1,4.5
2011,NUTS,2010,UKL1,2,1.13
2012,NUTS,2010,UKL1,2,1.0
2011,NUTS,2010,UKL11,3,0.13
2011,NUTS,2010,UKL14,3,1.0
2012,NUTS,2010,UKL17,3,1.0
2011,NUTS,2010,UKL2,2,3.83
2012,NUTS,2010,UKL2,2,3.5
2011,NUTS,2010,UKL21,3,2.83
2012,NUTS,2010,UKL21,3,1.5
2011,NUTS,2010,UKL22,3,1.0
2012,NUTS,2010,UKL22,3,1.0
2012,NUTS,2010,UKL23,3,1.0
2011,NUTS,2010,UKM,1,10.5
2012,NUTS,2010,UKM,1,11.52
2011,NUTS,2010,UKM2,2,9.75
2012,NUTS,2010,UKM2,2,8.67
2011,NUTS,2010,UKM22,3,1.33
2011,NUTS,2010,UKM24,3,2.5
2011,NUTS,2010,UKM25,3,3.92
2012,NUTS,2010,UKM25,3,8.33
2011,NUTS,2010,UKM27,3,1.0
2012,NUTS,2010,UKM27,3,0.33
2011,NUTS,2010,UKM28,3,1.0
2011,NUTS,2010,UKM3,2,0.5
2012,NUTS,2010,UKM3,2,1.7
2011,NUTS,2010,UKM31,3,0.5
2012,NUTS,2010,UKM32,3,0.2
2012,NUTS,2010,UKM35,3,0.5
2012,NUTS,2010,UKM36,3,0.5
2012,NUTS,2010,UKM38,3,0.5
2011,NUTS,2010,UKM5,2,0.25
2012,NUTS,2010,UKM5,2,0.65
2011,NUTS,2010,UKM50,3,0.25
2012,NUTS,2010,UKM50,3,0.65
2012,NUTS,2010,UKM6,2,0.5
2012,NUTS,2010,UKM62,3,0.5
2011,NUTS,2010,UKN,1,2.64
2012,NUTS,2010,UKN,1,1.5
2011,NUTS,2010,UKN0,2,2.64
2012,NUTS,2010,UKN0,2,1.5
2011,NUTS,2010,UKN03,3,1.0
2011,NUTS,2010,UKN04,3,1.64
2012,NUTS,2010,UKN04,3,0.5
2012,NUTS,2010,UKN05,3,1.0
2011,NUTS,2010,UKX,1,9.23
2012,NUTS,2010,UKX,1,12.08
2011,NUTS,2010,UKXX,2,9.23
2012,NUTS,2010,UKXX,2,12.08
2011,NUTS,2010,UKXXX,3,9.23
2012,NUTS,2010,UKXXX,3,12.08
2012,NUTS,2010,UKZ,1,3.0
2011,NUTS,2010,UKZZ,2,0.14
2012,NUTS,2010,UKZZ,2,4.5
2011,NUTS,2010,UKZZZ,3,0.14
2012,NUTS,2010,UKZZZ,3,4.5
