year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_t_fte
2016,NUTS,2010,NO,0,4788.0
2017,NUTS,2010,NO,0,4752.0
2018,NUTS,2010,NO,0,4607.0
2019,NUTS,2010,NO,0,4522.0
2020,NUTS,2010,NO,0,4556.0
2011,NUTS,2010,NO0,1,4601.0
2012,NUTS,2010,NO0,1,4654.0
2013,NUTS,2010,NO0,1,4705.0
2014,NUTS,2010,NO0,1,4627.0
2015,NUTS,2010,NO0,1,4735.0
2016,NUTS,2010,NO0,1,4788.0
2017,NUTS,2010,NO0,1,4752.0
2018,NUTS,2010,NO0,1,4607.0
2019,NUTS,2010,NO0,1,4522.0
2011,NUTS,2010,NO01,2,2578.0
2012,NUTS,2010,NO01,2,2602.0
2013,NUTS,2010,NO01,2,2665.0
2014,NUTS,2010,NO01,2,2612.0
2015,NUTS,2010,NO01,2,2726.0
2016,NUTS,2010,NO01,2,2706.0
2017,NUTS,2010,NO01,2,2580.0
2018,NUTS,2010,NO01,2,2627.0
2019,NUTS,2010,NO01,2,2646.0
2011,NUTS,2010,NO02,2,104.0
2012,NUTS,2010,NO02,2,110.0
2013,NUTS,2010,NO02,2,113.0
2014,NUTS,2010,NO02,2,114.0
2015,NUTS,2010,NO02,2,109.0
2016,NUTS,2010,NO02,2,119.0
2017,NUTS,2010,NO02,2,129.0
2018,NUTS,2010,NO02,2,136.0
2019,NUTS,2010,NO02,2,114.0
2011,NUTS,2010,NO03,2,277.0
2012,NUTS,2010,NO03,2,298.0
2013,NUTS,2010,NO03,2,296.0
2014,NUTS,2010,NO03,2,283.0
2015,NUTS,2010,NO03,2,303.0
2016,NUTS,2010,NO03,2,322.0
2017,NUTS,2010,NO03,2,329.0
2018,NUTS,2010,NO03,2,319.0
2019,NUTS,2010,NO03,2,301.0
2011,NUTS,2010,NO04,2,118.0
2012,NUTS,2010,NO04,2,122.0
2013,NUTS,2010,NO04,2,127.0
2014,NUTS,2010,NO04,2,130.0
2015,NUTS,2010,NO04,2,122.0
2016,NUTS,2010,NO04,2,133.0
2017,NUTS,2010,NO04,2,147.0
2018,NUTS,2010,NO04,2,145.0
2019,NUTS,2010,NO04,2,131.0
2011,NUTS,2010,NO05,2,861.0
2012,NUTS,2010,NO05,2,861.0
2013,NUTS,2010,NO05,2,860.0
2014,NUTS,2010,NO05,2,840.0
2015,NUTS,2010,NO05,2,827.0
2016,NUTS,2010,NO05,2,838.0
2017,NUTS,2010,NO05,2,859.0
2018,NUTS,2010,NO05,2,666.0
2019,NUTS,2010,NO05,2,697.0
2011,NUTS,2010,NO06,2,323.0
2012,NUTS,2010,NO06,2,313.0
2013,NUTS,2010,NO06,2,289.0
2014,NUTS,2010,NO06,2,285.0
2015,NUTS,2010,NO06,2,294.0
2016,NUTS,2010,NO06,2,316.0
2017,NUTS,2010,NO06,2,331.0
2018,NUTS,2010,NO06,2,348.0
2019,NUTS,2010,NO06,2,332.0
2011,NUTS,2010,NO07,2,340.0
2012,NUTS,2010,NO07,2,348.0
2013,NUTS,2010,NO07,2,355.0
2014,NUTS,2010,NO07,2,363.0
2015,NUTS,2010,NO07,2,354.0
2016,NUTS,2010,NO07,2,354.0
2017,NUTS,2010,NO07,2,378.0
2018,NUTS,2010,NO07,2,366.0
2019,NUTS,2010,NO07,2,301.0
2011,NUTS,2010,PL,0,13824.0
2012,NUTS,2010,PL,0,13583.0
2013,NUTS,2010,PL,0,13571.0
2014,NUTS,2010,PL,0,13847.0
2015,NUTS,2010,PL,0,13618.0
2016,NUTS,2010,PL,0,2369.0
2017,NUTS,2010,PL,0,3392.0
2018,NUTS,2010,PL,0,3110.0
2019,NUTS,2010,PL,0,2220.0
2020,NUTS,2010,PL,0,3178.0
2011,NUTS,2010,PL1,1,8951.0
2013,NUTS,2010,PL1,1,8249.0
2014,NUTS,2010,PL1,1,8587.0
2015,NUTS,2010,PL1,1,8553.0
2011,NUTS,2010,PL11,2,686.0
2014,NUTS,2010,PL11,2,677.0
2011,NUTS,2010,PL12,2,8265.0
2012,NUTS,2010,PL12,2,7618.0
2014,NUTS,2010,PL12,2,7910.0
2011,NUTS,2010,PL2,1,2378.0
2013,NUTS,2010,PL2,1,2519.0
2014,NUTS,2010,PL2,1,2529.0
2016,NUTS,2010,PL2,1,505.0
2017,NUTS,2010,PL2,1,840.0
2018,NUTS,2010,PL2,1,872.0
2019,NUTS,2010,PL2,1,404.0
2011,NUTS,2010,PL21,2,1218.0
2017,NUTS,2010,PL21,2,589.0
2018,NUTS,2010,PL21,2,666.0
2019,NUTS,2010,PL21,2,364.0
2011,NUTS,2010,PL22,2,1160.0
2012,NUTS,2010,PL22,2,1275.0
2015,NUTS,2010,PL22,2,1157.0
2017,NUTS,2010,PL22,2,251.0
2018,NUTS,2010,PL22,2,206.0
2019,NUTS,2010,PL22,2,41.0
2011,NUTS,2010,PL3,1,411.0
2011,NUTS,2010,PL31,2,381.0
2013,NUTS,2010,PL31,2,335.0
2014,NUTS,2010,PL31,2,320.0
2015,NUTS,2010,PL31,2,241.0
2015,NUTS,2010,PL33,2,4.0
2011,NUTS,2010,PL4,1,1112.0
2015,NUTS,2010,PL4,1,997.0
2017,NUTS,2010,PL4,1,72.0
2012,NUTS,2010,PL41,2,1049.0
2013,NUTS,2010,PL41,2,1090.0
2017,NUTS,2010,PL41,2,62.0
2018,NUTS,2010,PL41,2,135.0
2011,NUTS,2010,PL42,2,0.0
2018,NUTS,2010,PL42,2,6.0
2015,NUTS,2010,PL43,2,0.0
2019,NUTS,2010,PL43,2,8.0
2011,NUTS,2010,PL5,1,464.0
2013,NUTS,2010,PL5,1,682.0
2014,NUTS,2010,PL5,1,633.0
2016,NUTS,2010,PL5,1,76.0
2019,NUTS,2010,PL5,1,134.0
2019,NUTS,2010,PL51,2,123.0
2012,NUTS,2010,PL52,2,133.0
2019,NUTS,2010,PL52,2,11.0
2011,NUTS,2010,PL6,1,508.0
2015,NUTS,2010,PL6,1,497.0
2018,NUTS,2010,PL6,1,139.0
2019,NUTS,2010,PL6,1,124.0
2013,NUTS,2010,PL61,2,49.0
2015,NUTS,2010,PL61,2,49.0
2019,NUTS,2010,PL61,2,24.0
2012,NUTS,2010,PL62,2,157.0
2014,NUTS,2010,PL62,2,157.0
2015,NUTS,2010,PL62,2,153.0
2019,NUTS,2010,PL62,2,12.0
2011,NUTS,2010,PL63,2,272.0
2013,NUTS,2010,PL63,2,356.0
2015,NUTS,2010,PL63,2,295.0
2017,NUTS,2010,PL63,2,57.0
2018,NUTS,2010,PL63,2,65.0
2019,NUTS,2010,PL63,2,88.0
2016,NUTS,2010,PL7,1,272.0
2018,NUTS,2010,PL7,1,338.0
2019,NUTS,2010,PL71,2,239.0
2016,NUTS,2010,PL8,1,101.0
2017,NUTS,2010,PL8,1,123.0
2018,NUTS,2010,PL8,1,103.0
2018,NUTS,2010,PL81,2,48.0
2019,NUTS,2010,PL81,2,65.0
2016,NUTS,2010,PL82,2,18.0
2019,NUTS,2010,PL82,2,22.0
2017,NUTS,2010,PL84,2,50.0
2016,NUTS,2010,PL9,1,1257.0
2017,NUTS,2010,PL9,1,1800.0
2018,NUTS,2010,PL9,1,1395.0
2019,NUTS,2010,PL9,1,1032.0
2016,NUTS,2010,PL91,2,1238.0
2016,NUTS,2010,PL92,2,19.0
2011,NUTS,2010,PT,0,2531.0
2012,NUTS,2010,PT,0,1682.0
2013,NUTS,2010,PT,0,1386.0
2014,NUTS,2010,PT,0,1447.0
2015,NUTS,2010,PT,0,1351.0
2016,NUTS,2010,PT,0,1340.0
2017,NUTS,2010,PT,0,1477.0
2018,NUTS,2010,PT,0,1558.0
2019,NUTS,2010,PT,0,1600.0
2020,NUTS,2010,PT,0,1651.0
2011,NUTS,2010,PT1,1,2441.0
2012,NUTS,2010,PT1,1,1616.0
2013,NUTS,2010,PT1,1,1346.0
2014,NUTS,2010,PT1,1,1401.0
2015,NUTS,2010,PT1,1,1294.0
2016,NUTS,2010,PT1,1,1272.0
2017,NUTS,2010,PT1,1,1399.0
2018,NUTS,2010,PT1,1,1479.0
2019,NUTS,2010,PT1,1,1510.0
2020,NUTS,2010,PT1,1,1556.0
2011,NUTS,2010,PT11,2,329.0
2012,NUTS,2010,PT11,2,236.0
2013,NUTS,2010,PT11,2,214.0
2014,NUTS,2010,PT11,2,253.0
2015,NUTS,2010,PT11,2,379.0
2016,NUTS,2010,PT11,2,412.0
2017,NUTS,2010,PT11,2,478.0
2018,NUTS,2010,PT11,2,539.0
2019,NUTS,2010,PT11,2,576.0
2020,NUTS,2010,PT11,2,563.0
2011,NUTS,2010,PT15,2,17.0
2012,NUTS,2010,PT15,2,68.0
2013,NUTS,2010,PT15,2,48.0
2014,NUTS,2010,PT15,2,21.0
2015,NUTS,2010,PT15,2,6.0
2016,NUTS,2010,PT15,2,7.0
2017,NUTS,2010,PT15,2,8.0
2018,NUTS,2010,PT15,2,11.0
2019,NUTS,2010,PT15,2,10.0
2020,NUTS,2010,PT15,2,17.0
2011,NUTS,2010,PT16,2,253.0
2012,NUTS,2010,PT16,2,132.0
2013,NUTS,2010,PT16,2,94.0
2014,NUTS,2010,PT16,2,102.0
2015,NUTS,2010,PT16,2,104.0
2016,NUTS,2010,PT16,2,90.0
2017,NUTS,2010,PT16,2,96.0
2018,NUTS,2010,PT16,2,87.0
2019,NUTS,2010,PT16,2,100.0
2020,NUTS,2010,PT16,2,99.0
2011,NUTS,2010,PT17,2,1830.0
2012,NUTS,2010,PT17,2,1167.0
2013,NUTS,2010,PT17,2,983.0
2014,NUTS,2010,PT17,2,1019.0
2015,NUTS,2010,PT17,2,801.0
2016,NUTS,2010,PT17,2,760.0
2017,NUTS,2010,PT17,2,815.0
2018,NUTS,2010,PT17,2,841.0
2019,NUTS,2010,PT17,2,823.0
2020,NUTS,2010,PT17,2,877.0
2011,NUTS,2010,PT18,2,12.0
2012,NUTS,2010,PT18,2,13.0
2013,NUTS,2010,PT18,2,7.0
2014,NUTS,2010,PT18,2,6.0
2015,NUTS,2010,PT18,2,4.0
2016,NUTS,2010,PT18,2,4.0
2017,NUTS,2010,PT18,2,1.0
2018,NUTS,2010,PT18,2,1.0
2019,NUTS,2010,PT18,2,1.0
2020,NUTS,2010,PT18,2,0.0
2011,NUTS,2010,PT2,1,30.0
2012,NUTS,2010,PT2,1,28.0
2013,NUTS,2010,PT2,1,14.0
2014,NUTS,2010,PT2,1,23.0
2015,NUTS,2010,PT2,1,22.0
2016,NUTS,2010,PT2,1,17.0
2017,NUTS,2010,PT2,1,13.0
2018,NUTS,2010,PT2,1,11.0
2019,NUTS,2010,PT2,1,15.0
2020,NUTS,2010,PT2,1,21.0
2011,NUTS,2010,PT20,2,30.0
2012,NUTS,2010,PT20,2,28.0
2013,NUTS,2010,PT20,2,14.0
2014,NUTS,2010,PT20,2,23.0
2015,NUTS,2010,PT20,2,22.0
2016,NUTS,2010,PT20,2,17.0
2017,NUTS,2010,PT20,2,13.0
2018,NUTS,2010,PT20,2,11.0
2019,NUTS,2010,PT20,2,15.0
2020,NUTS,2010,PT20,2,21.0
2011,NUTS,2010,PT3,1,60.0
2012,NUTS,2010,PT3,1,38.0
2013,NUTS,2010,PT3,1,26.0
2014,NUTS,2010,PT3,1,24.0
2015,NUTS,2010,PT3,1,35.0
2016,NUTS,2010,PT3,1,52.0
2017,NUTS,2010,PT3,1,65.0
2018,NUTS,2010,PT3,1,68.0
2019,NUTS,2010,PT3,1,75.0
2020,NUTS,2010,PT3,1,75.0
2011,NUTS,2010,PT30,2,60.0
2012,NUTS,2010,PT30,2,38.0
2013,NUTS,2010,PT30,2,26.0
2014,NUTS,2010,PT30,2,24.0
2015,NUTS,2010,PT30,2,35.0
2016,NUTS,2010,PT30,2,52.0
2017,NUTS,2010,PT30,2,65.0
2018,NUTS,2010,PT30,2,68.0
2019,NUTS,2010,PT30,2,75.0
2020,NUTS,2010,PT30,2,75.0
2011,NUTS,2010,RO,0,5846.0
2012,NUTS,2010,RO,0,6372.0
2013,NUTS,2010,RO,0,6583.0
2014,NUTS,2010,RO,0,6409.0
2015,NUTS,2010,RO,0,6659.0
2016,NUTS,2010,RO,0,6755.0
2017,NUTS,2010,RO,0,6526.0
2018,NUTS,2010,RO,0,6597.0
2019,NUTS,2010,RO,0,6801.0
2020,NUTS,2010,RO,0,6781.0
2011,NUTS,2010,RO1,1,291.0
2012,NUTS,2010,RO1,1,511.0
2013,NUTS,2010,RO1,1,509.0
2014,NUTS,2010,RO1,1,475.0
2015,NUTS,2010,RO1,1,514.0
2016,NUTS,2010,RO1,1,485.0
2017,NUTS,2010,RO1,1,509.0
2018,NUTS,2010,RO1,1,503.0
2019,NUTS,2010,RO1,1,532.0
2011,NUTS,2010,RO11,2,206.0
2012,NUTS,2010,RO11,2,424.0
2013,NUTS,2010,RO11,2,408.0
2014,NUTS,2010,RO11,2,362.0
2015,NUTS,2010,RO11,2,414.0
2016,NUTS,2010,RO11,2,385.0
2017,NUTS,2010,RO11,2,414.0
2018,NUTS,2010,RO11,2,412.0
2019,NUTS,2010,RO11,2,427.0
2011,NUTS,2010,RO12,2,85.0
2012,NUTS,2010,RO12,2,87.0
2013,NUTS,2010,RO12,2,101.0
2014,NUTS,2010,RO12,2,113.0
2015,NUTS,2010,RO12,2,100.0
2016,NUTS,2010,RO12,2,100.0
2017,NUTS,2010,RO12,2,95.0
2018,NUTS,2010,RO12,2,91.0
2019,NUTS,2010,RO12,2,105.0
2011,NUTS,2010,RO2,1,685.0
2012,NUTS,2010,RO2,1,662.0
2013,NUTS,2010,RO2,1,642.0
2014,NUTS,2010,RO2,1,659.0
2015,NUTS,2010,RO2,1,706.0
2016,NUTS,2010,RO2,1,705.0
2017,NUTS,2010,RO2,1,680.0
2018,NUTS,2010,RO2,1,688.0
2019,NUTS,2010,RO2,1,716.0
2011,NUTS,2010,RO21,2,457.0
2012,NUTS,2010,RO21,2,462.0
2013,NUTS,2010,RO21,2,451.0
2014,NUTS,2010,RO21,2,481.0
2015,NUTS,2010,RO21,2,508.0
2016,NUTS,2010,RO21,2,524.0
2017,NUTS,2010,RO21,2,486.0
2018,NUTS,2010,RO21,2,487.0
2019,NUTS,2010,RO21,2,508.0
2011,NUTS,2010,RO22,2,228.0
2012,NUTS,2010,RO22,2,200.0
2013,NUTS,2010,RO22,2,191.0
2014,NUTS,2010,RO22,2,178.0
2015,NUTS,2010,RO22,2,198.0
2016,NUTS,2010,RO22,2,181.0
2017,NUTS,2010,RO22,2,194.0
2018,NUTS,2010,RO22,2,201.0
2019,NUTS,2010,RO22,2,208.0
2011,NUTS,2010,RO3,1,4396.0
2012,NUTS,2010,RO3,1,4850.0
2013,NUTS,2010,RO3,1,4966.0
2014,NUTS,2010,RO3,1,4892.0
2015,NUTS,2010,RO3,1,4981.0
2016,NUTS,2010,RO3,1,5082.0
2017,NUTS,2010,RO3,1,4868.0
2018,NUTS,2010,RO3,1,4905.0
2019,NUTS,2010,RO3,1,5041.0
2011,NUTS,2010,RO31,2,149.0
2012,NUTS,2010,RO31,2,148.0
2013,NUTS,2010,RO31,2,147.0
2014,NUTS,2010,RO31,2,141.0
2015,NUTS,2010,RO31,2,144.0
2016,NUTS,2010,RO31,2,151.0
2017,NUTS,2010,RO31,2,129.0
2018,NUTS,2010,RO31,2,110.0
2019,NUTS,2010,RO31,2,102.0
2011,NUTS,2010,RO32,2,4247.0
2012,NUTS,2010,RO32,2,4702.0
2013,NUTS,2010,RO32,2,4819.0
2014,NUTS,2010,RO32,2,4751.0
2015,NUTS,2010,RO32,2,4837.0
2016,NUTS,2010,RO32,2,4931.0
2017,NUTS,2010,RO32,2,4739.0
2018,NUTS,2010,RO32,2,4795.0
2019,NUTS,2010,RO32,2,4939.0
2011,NUTS,2010,RO4,1,474.0
2012,NUTS,2010,RO4,1,349.0
2013,NUTS,2010,RO4,1,466.0
2014,NUTS,2010,RO4,1,383.0
2015,NUTS,2010,RO4,1,458.0
2016,NUTS,2010,RO4,1,483.0
2017,NUTS,2010,RO4,1,469.0
2018,NUTS,2010,RO4,1,501.0
2019,NUTS,2010,RO4,1,512.0
2011,NUTS,2010,RO41,2,247.0
2012,NUTS,2010,RO41,2,140.0
2013,NUTS,2010,RO41,2,261.0
2014,NUTS,2010,RO41,2,151.0
2015,NUTS,2010,RO41,2,261.0
2016,NUTS,2010,RO41,2,251.0
2017,NUTS,2010,RO41,2,251.0
2018,NUTS,2010,RO41,2,272.0
2019,NUTS,2010,RO41,2,266.0
2011,NUTS,2010,RO42,2,227.0
2012,NUTS,2010,RO42,2,209.0
2013,NUTS,2010,RO42,2,205.0
2014,NUTS,2010,RO42,2,232.0
2015,NUTS,2010,RO42,2,197.0
2016,NUTS,2010,RO42,2,232.0
2017,NUTS,2010,RO42,2,218.0
2018,NUTS,2010,RO42,2,229.0
2019,NUTS,2010,RO42,2,246.0
2011,NUTS,2010,RS,0,2869.0
2012,NUTS,2010,RS,0,3040.0
2013,NUTS,2010,RS,0,3097.0
2014,NUTS,2010,RS,0,2874.0
2015,NUTS,2010,RS,0,3049.0
2016,NUTS,2010,RS,0,2987.0
2017,NUTS,2010,RS,0,2993.0
2018,NUTS,2010,RS,0,3061.0
2019,NUTS,2010,RS,0,3225.0
2020,NUTS,2010,RS,0,3332.0
2018,NUTS,2010,RS1,1,2986.0
2019,NUTS,2010,RS1,1,3143.0
2020,NUTS,2010,RS1,1,3182.0
2018,NUTS,2010,RS11,2,2740.0
2019,NUTS,2010,RS11,2,2857.0
2020,NUTS,2010,RS11,2,2887.0
2018,NUTS,2010,RS12,2,246.0
2019,NUTS,2010,RS12,2,286.0
2020,NUTS,2010,RS12,2,296.0
2018,NUTS,2010,RS2,1,75.0
2019,NUTS,2010,RS2,1,82.0
2020,NUTS,2010,RS2,1,150.0
2018,NUTS,2010,RS21,2,20.0
2019,NUTS,2010,RS21,2,20.0
2020,NUTS,2010,RS21,2,69.0
2018,NUTS,2010,RS22,2,55.0
2019,NUTS,2010,RS22,2,62.0
2020,NUTS,2010,RS22,2,81.0
2011,NUTS,2010,RU,0,141572.0
2012,NUTS,2010,RU,0,149593.0
2013,NUTS,2010,RU,0,144776.0
2014,NUTS,2010,RU,0,144700.0
2015,NUTS,2010,RU,0,146840.0
2017,NUTS,2010,RU,0,139479.0
2018,NUTS,2010,RU,0,144548.0
2019,NUTS,2010,RU,0,124183.0
2011,NUTS,2010,SE,0,2097.0
2012,NUTS,2010,SE,0,2002.0
2013,NUTS,2010,SE,0,2386.0
2014,NUTS,2010,SE,0,2304.0
2015,NUTS,2010,SE,0,3322.0
2016,NUTS,2010,SE,0,3362.0
2017,NUTS,2010,SE,0,3788.0
2018,NUTS,2010,SE,0,3700.0
2019,NUTS,2010,SE,0,3914.0
2020,NUTS,2010,SE,0,3980.0
2011,NUTS,2010,SE1,1,1254.0
2013,NUTS,2010,SE1,1,1456.0
2015,NUTS,2010,SE1,1,2335.0
2017,NUTS,2010,SE1,1,2197.0
2019,NUTS,2010,SE1,1,2153.0
2011,NUTS,2010,SE11,2,689.0
2013,NUTS,2010,SE11,2,917.0
2015,NUTS,2010,SE11,2,1555.0
2017,NUTS,2010,SE11,2,1278.0
2019,NUTS,2010,SE11,2,1261.0
2011,NUTS,2010,SE12,2,566.0
2013,NUTS,2010,SE12,2,539.0
2015,NUTS,2010,SE12,2,778.0
2017,NUTS,2010,SE12,2,918.0
2019,NUTS,2010,SE12,2,892.0
2011,NUTS,2010,SE2,1,422.0
2013,NUTS,2010,SE2,1,525.0
2015,NUTS,2010,SE2,1,591.0
2017,NUTS,2010,SE2,1,1141.0
2019,NUTS,2010,SE2,1,1198.0
2011,NUTS,2010,SE21,2,31.0
2013,NUTS,2010,SE21,2,44.0
2015,NUTS,2010,SE21,2,64.0
2017,NUTS,2010,SE21,2,78.0
2019,NUTS,2010,SE21,2,89.0
2011,NUTS,2010,SE22,2,31.0
2013,NUTS,2010,SE22,2,164.0
2015,NUTS,2010,SE22,2,110.0
2017,NUTS,2010,SE22,2,563.0
2019,NUTS,2010,SE22,2,313.0
2011,NUTS,2010,SE23,2,360.0
2013,NUTS,2010,SE23,2,317.0
2015,NUTS,2010,SE23,2,420.0
2017,NUTS,2010,SE23,2,500.0
2019,NUTS,2010,SE23,2,796.0
2011,NUTS,2010,SE3,1,420.0
2013,NUTS,2010,SE3,1,405.0
2015,NUTS,2010,SE3,1,395.0
2017,NUTS,2010,SE3,1,451.0
2019,NUTS,2010,SE3,1,449.0
2011,NUTS,2010,SE31,2,86.0
2013,NUTS,2010,SE31,2,132.0
2015,NUTS,2010,SE31,2,110.0
2017,NUTS,2010,SE31,2,149.0
2019,NUTS,2010,SE31,2,118.0
2011,NUTS,2010,SE32,2,11.0
2013,NUTS,2010,SE32,2,34.0
2015,NUTS,2010,SE32,2,33.0
2017,NUTS,2010,SE32,2,47.0
2019,NUTS,2010,SE32,2,22.0
2011,NUTS,2010,SE33,2,323.0
2013,NUTS,2010,SE33,2,240.0
2015,NUTS,2010,SE33,2,252.0
2017,NUTS,2010,SE33,2,255.0
2019,NUTS,2010,SE33,2,309.0
2011,NUTS,2010,SI,0,1817.0
2012,NUTS,2010,SI,0,1850.0
2013,NUTS,2010,SI,0,1825.0
2014,NUTS,2010,SI,0,1744.0
2015,NUTS,2010,SI,0,1629.0
2016,NUTS,2010,SI,0,1667.0
2017,NUTS,2010,SI,0,1502.0
2018,NUTS,2010,SI,0,1661.0
2019,NUTS,2010,SI,0,1778.0
2020,NUTS,2010,SI,0,1773.0
2011,NUTS,2010,SI0,1,1817.0
2012,NUTS,2010,SI0,1,1850.0
2013,NUTS,2010,SI0,1,1825.0
2014,NUTS,2010,SI0,1,1744.0
2015,NUTS,2010,SI0,1,1629.0
2016,NUTS,2010,SI0,1,1667.0
2017,NUTS,2010,SI0,1,1502.0
2018,NUTS,2010,SI0,1,1661.0
2019,NUTS,2010,SI0,1,1778.0
2013,NUTS,2010,SI03,2,127.0
2014,NUTS,2010,SI03,2,20.0
2015,NUTS,2010,SI03,2,11.0
2016,NUTS,2010,SI03,2,9.0
2017,NUTS,2010,SI03,2,10.0
2018,NUTS,2010,SI03,2,33.0
2019,NUTS,2010,SI03,2,16.0
2013,NUTS,2010,SI04,2,1698.0
2014,NUTS,2010,SI04,2,1724.0
2015,NUTS,2010,SI04,2,1618.0
2016,NUTS,2010,SI04,2,1658.0
2017,NUTS,2010,SI04,2,1492.0
2018,NUTS,2010,SI04,2,1628.0
2019,NUTS,2010,SI04,2,1762.0
2011,NUTS,2010,SK,0,2892.0
2012,NUTS,2010,SK,0,2967.0
2013,NUTS,2010,SK,0,2635.0
2014,NUTS,2010,SK,0,3123.0
2015,NUTS,2010,SK,0,3084.0
2016,NUTS,2010,SK,0,3087.0
2017,NUTS,2010,SK,0,3078.0
2018,NUTS,2010,SK,0,3088.0
2019,NUTS,2010,SK,0,3090.0
2020,NUTS,2010,SK,0,3130.0
2011,NUTS,2010,SK01,2,2130.0
2012,NUTS,2010,SK01,2,2166.0
2013,NUTS,2010,SK01,2,2037.0
2014,NUTS,2010,SK01,2,2127.0
2015,NUTS,2010,SK01,2,2111.0
2016,NUTS,2010,SK01,2,2179.0
2017,NUTS,2010,SK01,2,2237.0
2018,NUTS,2010,SK01,2,2285.0
2019,NUTS,2010,SK01,2,2353.0
2020,NUTS,2010,SK01,2,2398.0
2011,NUTS,2010,SK02,2,230.0
2012,NUTS,2010,SK02,2,249.0
2013,NUTS,2010,SK02,2,93.0
2014,NUTS,2010,SK02,2,409.0
2015,NUTS,2010,SK02,2,353.0
2016,NUTS,2010,SK02,2,311.0
2017,NUTS,2010,SK02,2,293.0
2018,NUTS,2010,SK02,2,302.0
2019,NUTS,2010,SK02,2,241.0
2020,NUTS,2010,SK02,2,207.0
2011,NUTS,2010,SK03,2,131.0
2012,NUTS,2010,SK03,2,141.0
2013,NUTS,2010,SK03,2,78.0
2014,NUTS,2010,SK03,2,107.0
2015,NUTS,2010,SK03,2,201.0
2016,NUTS,2010,SK03,2,218.0
2017,NUTS,2010,SK03,2,184.0
2018,NUTS,2010,SK03,2,175.0
2019,NUTS,2010,SK03,2,155.0
2020,NUTS,2010,SK03,2,180.0
2011,NUTS,2010,SK04,2,400.0
2012,NUTS,2010,SK04,2,410.0
2013,NUTS,2010,SK04,2,428.0
2014,NUTS,2010,SK04,2,480.0
2015,NUTS,2010,SK04,2,419.0
2016,NUTS,2010,SK04,2,379.0
2017,NUTS,2010,SK04,2,364.0
2018,NUTS,2010,SK04,2,326.0
2019,NUTS,2010,SK04,2,342.0
2020,NUTS,2010,SK04,2,345.0
2011,NUTS,2010,TR,0,6060.0
2012,NUTS,2010,TR,0,6288.0
2013,NUTS,2010,TR,0,6294.0
2014,NUTS,2010,TR,0,6541.0
2015,NUTS,2010,TR,0,6555.0
2016,NUTS,2010,TR,0,6700.0
2017,NUTS,2010,TR,0,6672.0
2018,NUTS,2010,TR,0,6701.0
2019,NUTS,2010,TR,0,5754.0
2020,NUTS,2010,TR,0,5986.0
2011,NUTS,2010,UK,0,7571.0
2012,NUTS,2010,UK,0,7729.0
2013,NUTS,2010,UK,0,7641.0
2014,NUTS,2010,UK,0,7769.0
2015,NUTS,2010,UK,0,7057.0
2016,NUTS,2010,UK,0,7047.0
2017,NUTS,2010,UK,0,7015.0
2018,NUTS,2010,UK,0,6869.0
2019,NUTS,2010,UK,0,6885.0
2011,NUTS,2010,UKC,1,1.0
2012,NUTS,2010,UKC,1,0.0
2013,NUTS,2010,UKC,1,1.0
2014,NUTS,2010,UKC,1,1.0
2015,NUTS,2010,UKC,1,1.0
2016,NUTS,2010,UKC,1,2.0
2017,NUTS,2010,UKC,1,5.0
2018,NUTS,2010,UKC,1,6.0
2011,NUTS,2010,UKC1,2,1.0
2012,NUTS,2010,UKC1,2,0.0
2013,NUTS,2010,UKC1,2,1.0
2014,NUTS,2010,UKC1,2,1.0
2015,NUTS,2010,UKC1,2,1.0
2016,NUTS,2010,UKC1,2,1.0
2017,NUTS,2010,UKC1,2,2.0
2018,NUTS,2010,UKC1,2,2.0
2011,NUTS,2010,UKC2,2,0.0
2012,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,0.0
2014,NUTS,2010,UKC2,2,0.0
2015,NUTS,2010,UKC2,2,0.0
2016,NUTS,2010,UKC2,2,2.0
2017,NUTS,2010,UKC2,2,2.0
2018,NUTS,2010,UKC2,2,3.0
2011,NUTS,2010,UKD,1,269.0
2012,NUTS,2010,UKD,1,268.0
2013,NUTS,2010,UKD,1,282.0
2014,NUTS,2010,UKD,1,304.0
2015,NUTS,2010,UKD,1,299.0
2016,NUTS,2010,UKD,1,311.0
2017,NUTS,2010,UKD,1,328.0
2018,NUTS,2010,UKD,1,311.0
2011,NUTS,2010,UKD1,2,1.0
2012,NUTS,2010,UKD1,2,2.0
2013,NUTS,2010,UKD1,2,2.0
2014,NUTS,2010,UKD1,2,3.0
2015,NUTS,2010,UKD1,2,3.0
2016,NUTS,2010,UKD1,2,3.0
2017,NUTS,2010,UKD1,2,3.0
2018,NUTS,2010,UKD1,2,2.0
2011,NUTS,2010,UKD3,2,14.0
2012,NUTS,2010,UKD3,2,37.0
2013,NUTS,2010,UKD3,2,38.0
2014,NUTS,2010,UKD3,2,46.0
2015,NUTS,2010,UKD3,2,35.0
2016,NUTS,2010,UKD3,2,39.0
2017,NUTS,2010,UKD3,2,42.0
2018,NUTS,2010,UKD3,2,42.0
2011,NUTS,2010,UKD4,2,54.0
2012,NUTS,2010,UKD4,2,48.0
2013,NUTS,2010,UKD4,2,47.0
2014,NUTS,2010,UKD4,2,49.0
2015,NUTS,2010,UKD4,2,49.0
2016,NUTS,2010,UKD4,2,49.0
