year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_nac_bes
2005,NUTS,2010,RO21,2,25.089
2006,NUTS,2010,RO21,2,34.231
2007,NUTS,2010,RO21,2,34.431
2008,NUTS,2010,RO21,2,33.456
2009,NUTS,2010,RO21,2,31.947
2010,NUTS,2010,RO21,2,36.788
2011,NUTS,2010,RO21,2,19.648
2012,NUTS,2010,RO21,2,62.223
2013,NUTS,2010,RO21,2,50.471
2014,NUTS,2010,RO21,2,39.704
2015,NUTS,2010,RO21,2,31.708
2016,NUTS,2010,RO21,2,30.156
2017,NUTS,2010,RO21,2,31.382
2018,NUTS,2010,RO21,2,35.886
2019,NUTS,2010,RO21,2,158.176
2001,NUTS,2010,RO22,2,23.196
2002,NUTS,2010,RO22,2,19.129
2003,NUTS,2010,RO22,2,17.756
2004,NUTS,2010,RO22,2,21.36
2005,NUTS,2010,RO22,2,26.519
2006,NUTS,2010,RO22,2,34.944
2007,NUTS,2010,RO22,2,45.533
2008,NUTS,2010,RO22,2,55.115
2009,NUTS,2010,RO22,2,50.38
2010,NUTS,2010,RO22,2,39.846
2011,NUTS,2010,RO22,2,1.789
2012,NUTS,2010,RO22,2,15.987
2013,NUTS,2010,RO22,2,6.271
2014,NUTS,2010,RO22,2,6.839
2015,NUTS,2010,RO22,2,14.333
2016,NUTS,2010,RO22,2,8.355
2017,NUTS,2010,RO22,2,4.995
2018,NUTS,2010,RO22,2,0.0
2019,NUTS,2010,RO22,2,3.953
2001,NUTS,2010,RO3,1,179.861
2002,NUTS,2010,RO3,1,233.803
2003,NUTS,2010,RO3,1,282.618
2004,NUTS,2010,RO3,1,369.774
2005,NUTS,2010,RO3,1,415.371
2006,NUTS,2010,RO3,1,560.607
2007,NUTS,2010,RO3,1,667.026
2008,NUTS,2010,RO3,1,658.296
2009,NUTS,2010,RO3,1,630.393
2010,NUTS,2010,RO3,1,702.777
2011,NUTS,2010,RO3,1,749.022
2012,NUTS,2010,RO3,1,806.509
2013,NUTS,2010,RO3,1,550.588
2014,NUTS,2010,RO3,1,727.646
2015,NUTS,2010,RO3,1,997.809
2016,NUTS,2010,RO3,1,1428.167
2017,NUTS,2010,RO3,1,1877.6
2018,NUTS,2010,RO3,1,2062.519
2019,NUTS,2010,RO3,1,2114.954
2001,NUTS,2010,RO31,2,63.516
2002,NUTS,2010,RO31,2,88.985
2003,NUTS,2010,RO31,2,103.681
2004,NUTS,2010,RO31,2,132.096
2005,NUTS,2010,RO31,2,131.096
2006,NUTS,2010,RO31,2,139.121
2007,NUTS,2010,RO31,2,210.849
2008,NUTS,2010,RO31,2,200.078
2009,NUTS,2010,RO31,2,202.091
2010,NUTS,2010,RO31,2,226.587
2011,NUTS,2010,RO31,2,232.987
2012,NUTS,2010,RO31,2,294.679
2013,NUTS,2010,RO31,2,236.636
2014,NUTS,2010,RO31,2,270.28
2015,NUTS,2010,RO31,2,267.836
2016,NUTS,2010,RO31,2,314.506
2017,NUTS,2010,RO31,2,309.6
2018,NUTS,2010,RO31,2,321.147
2019,NUTS,2010,RO31,2,398.903
2001,NUTS,2010,RO32,2,116.345
2002,NUTS,2010,RO32,2,144.817
2003,NUTS,2010,RO32,2,178.936
2004,NUTS,2010,RO32,2,237.678
2005,NUTS,2010,RO32,2,284.275
2006,NUTS,2010,RO32,2,421.487
2007,NUTS,2010,RO32,2,456.177
2008,NUTS,2010,RO32,2,458.218
2009,NUTS,2010,RO32,2,428.302
2010,NUTS,2010,RO32,2,476.19
2011,NUTS,2010,RO32,2,516.036
2012,NUTS,2010,RO32,2,511.83
2013,NUTS,2010,RO32,2,313.952
2014,NUTS,2010,RO32,2,457.366
2015,NUTS,2010,RO32,2,729.974
2016,NUTS,2010,RO32,2,1113.661
2017,NUTS,2010,RO32,2,1568.001
2018,NUTS,2010,RO32,2,1741.372
2019,NUTS,2010,RO32,2,1716.051
2001,NUTS,2010,RO4,1,29.386
2002,NUTS,2010,RO4,1,28.326
2003,NUTS,2010,RO4,1,46.789
2004,NUTS,2010,RO4,1,45.645
2005,NUTS,2010,RO4,1,45.812
2006,NUTS,2010,RO4,1,42.523
2007,NUTS,2010,RO4,1,67.036
2008,NUTS,2010,RO4,1,69.536
2009,NUTS,2010,RO4,1,41.371
2010,NUTS,2010,RO4,1,28.17
2011,NUTS,2010,RO4,1,46.898
2012,NUTS,2010,RO4,1,60.901
2013,NUTS,2010,RO4,1,64.558
2014,NUTS,2010,RO4,1,34.088
2015,NUTS,2010,RO4,1,190.582
2016,NUTS,2010,RO4,1,255.918
2017,NUTS,2010,RO4,1,229.112
2018,NUTS,2010,RO4,1,359.076
2019,NUTS,2010,RO4,1,287.648
2001,NUTS,2010,RO41,2,15.842
2002,NUTS,2010,RO41,2,13.027
2003,NUTS,2010,RO41,2,13.326
2004,NUTS,2010,RO41,2,20.524
2005,NUTS,2010,RO41,2,19.406
2006,NUTS,2010,RO41,2,17.655
2007,NUTS,2010,RO41,2,21.84
2008,NUTS,2010,RO41,2,27.919
2009,NUTS,2010,RO41,2,18.975
2010,NUTS,2010,RO41,2,10.729
2011,NUTS,2010,RO41,2,26.481
2012,NUTS,2010,RO41,2,18.864
2013,NUTS,2010,RO41,2,12.075
2014,NUTS,2010,RO41,2,8.624
2015,NUTS,2010,RO41,2,8.739
2016,NUTS,2010,RO41,2,8.989
2017,NUTS,2010,RO41,2,23.519
2018,NUTS,2010,RO41,2,84.531
2019,NUTS,2010,RO41,2,18.138
2001,NUTS,2010,RO42,2,13.544
2002,NUTS,2010,RO42,2,15.3
2003,NUTS,2010,RO42,2,33.464
2004,NUTS,2010,RO42,2,25.122
2005,NUTS,2010,RO42,2,26.406
2006,NUTS,2010,RO42,2,24.868
2007,NUTS,2010,RO42,2,45.196
2008,NUTS,2010,RO42,2,41.618
2009,NUTS,2010,RO42,2,22.396
2010,NUTS,2010,RO42,2,17.442
2011,NUTS,2010,RO42,2,20.417
2012,NUTS,2010,RO42,2,42.036
2013,NUTS,2010,RO42,2,52.483
2014,NUTS,2010,RO42,2,25.464
2015,NUTS,2010,RO42,2,181.843
2016,NUTS,2010,RO42,2,246.928
2017,NUTS,2010,RO42,2,205.594
2018,NUTS,2010,RO42,2,274.545
2019,NUTS,2010,RO42,2,269.51
2009,NUTS,2010,RS,0,3571.859
2010,NUTS,2010,RS,0,2655.077
2011,NUTS,2010,RS,0,2316.558
2012,NUTS,2010,RS,0,8115.127
2013,NUTS,2010,RS,0,3737.99
2014,NUTS,2010,RS,0,8921.503
2015,NUTS,2010,RS,0,11103.9
2016,NUTS,2010,RS,0,14239.4
2017,NUTS,2010,RS,0,15230.986
2018,NUTS,2010,RS,0,18229.009
2019,NUTS,2010,RS,0,19004.1
2020,NUTS,2010,RS,0,19440.794
2018,NUTS,2010,RS1,1,17765.168
2019,NUTS,2010,RS1,1,18017.6
2020,NUTS,2010,RS1,1,18695.554
2018,NUTS,2010,RS11,2,12363.057
2019,NUTS,2010,RS11,2,14573.6
2020,NUTS,2010,RS11,2,15435.915
2018,NUTS,2010,RS12,2,5402.111
2019,NUTS,2010,RS12,2,3444.0
2020,NUTS,2010,RS12,2,3259.639
2018,NUTS,2010,RS2,1,463.841
2019,NUTS,2010,RS2,1,986.5
2020,NUTS,2010,RS2,1,745.24
2018,NUTS,2010,RS21,2,112.388
2019,NUTS,2010,RS21,2,522.0
2020,NUTS,2010,RS21,2,380.356
2018,NUTS,2010,RS22,2,351.453
2019,NUTS,2010,RS22,2,464.5
2020,NUTS,2010,RS22,2,364.884
1989,NUTS,2010,RU,0,8.5
1990,NUTS,2010,RU,0,10.09
1991,NUTS,2010,RU,0,15.29
1992,NUTS,2010,RU,0,108.94
1993,NUTS,2010,RU,0,930.47
1994,NUTS,2010,RU,0,3396.73
1995,NUTS,2010,RU,0,8323.91
1996,NUTS,2010,RU,0,13419.23
1997,NUTS,2010,RU,0,16216.89
1998,NUTS,2010,RU,0,17296.58
1999,NUTS,2010,RU,0,33607.49
2000,NUTS,2010,RU,0,54288.8
2001,NUTS,2010,RU,0,73976.2
2002,NUTS,2010,RU,0,94336.2
2003,NUTS,2010,RU,0,116247.9
2004,NUTS,2010,RU,0,135408.7
2005,NUTS,2010,RU,0,156880.0
2006,NUTS,2010,RU,0,192484.9
2007,NUTS,2010,RU,0,238386.2
2008,NUTS,2010,RU,0,271206.3
2009,NUTS,2010,RU,0,303051.1
2010,NUTS,2010,RU,0,316701.7
2011,NUTS,2010,RU,0,372088.9
2012,NUTS,2010,RU,0,408284.4
2013,NUTS,2010,RU,0,454409.3
2014,NUTS,2010,RU,0,505210.3
2015,NUTS,2010,RU,0,541533.1
2017,NUTS,2010,RU,0,612960.7
2018,NUTS,2010,RU,0,571633.1
2019,NUTS,2010,RU,0,688349.5
1981,NUTS,2010,SE,0,8479.0
1983,NUTS,2010,SE,0,11733.0
1985,NUTS,2010,SE,0,17004.0
1987,NUTS,2010,SE,0,20401.0
1989,NUTS,2010,SE,0,23731.0
1991,NUTS,2010,SE,0,28597.0
1993,NUTS,2010,SE,0,34089.0
1995,NUTS,2010,SE,0,44029.0
1997,NUTS,2010,SE,0,50151.028
1999,NUTS,2010,SE,0,56953.526
2001,NUTS,2010,SE,0,75135.181
2003,NUTS,2010,SE,0,71953.0
2004,NUTS,2010,SE,0,69958.0
2005,NUTS,2010,SE,0,71701.0
2006,NUTS,2010,SE,0,81011.0
2007,NUTS,2010,SE,0,78352.0
2008,NUTS,2010,SE,0,87681.0
2009,NUTS,2010,SE,0,80464.0
2010,NUTS,2010,SE,0,77826.0
2011,NUTS,2010,SE,0,82066.0
2012,NUTS,2010,SE,0,81963.0
2013,NUTS,2010,SE,0,85934.0
2014,NUTS,2010,SE,0,83031.0
2015,NUTS,2010,SE,0,95576.0
2016,NUTS,2010,SE,0,99761.0
2017,NUTS,2010,SE,0,110933.0
2018,NUTS,2010,SE,0,113771.0
2019,NUTS,2010,SE,0,122651.0
2020,NUTS,2010,SE,0,127207.0
1997,NUTS,2010,SE1,1,24884.0
1999,NUTS,2010,SE1,1,29282.0
2001,NUTS,2010,SE1,1,37507.0
2003,NUTS,2010,SE1,1,31211.0
2005,NUTS,2010,SE1,1,34263.0
2007,NUTS,2010,SE1,1,37621.0
2009,NUTS,2010,SE1,1,39238.0
2011,NUTS,2010,SE1,1,40987.0
2013,NUTS,2010,SE1,1,46324.0
2015,NUTS,2010,SE1,1,51920.0
2017,NUTS,2010,SE1,1,53264.0
2019,NUTS,2010,SE1,1,56347.0
1997,NUTS,2010,SE11,2,18333.0
1999,NUTS,2010,SE11,2,21865.0
2001,NUTS,2010,SE11,2,28258.0
2003,NUTS,2010,SE11,2,21689.0
2005,NUTS,2010,SE11,2,24516.0
2007,NUTS,2010,SE11,2,27164.0
2009,NUTS,2010,SE11,2,26366.0
2011,NUTS,2010,SE11,2,28620.0
2013,NUTS,2010,SE11,2,33347.0
2015,NUTS,2010,SE11,2,37844.0
2017,NUTS,2010,SE11,2,39580.0
2019,NUTS,2010,SE11,2,39182.0
1997,NUTS,2010,SE12,2,6551.0
1999,NUTS,2010,SE12,2,7417.0
2001,NUTS,2010,SE12,2,9249.0
2003,NUTS,2010,SE12,2,9522.0
2005,NUTS,2010,SE12,2,9747.0
2007,NUTS,2010,SE12,2,10457.0
2009,NUTS,2010,SE12,2,12872.0
2011,NUTS,2010,SE12,2,12367.0
2013,NUTS,2010,SE12,2,12977.0
2015,NUTS,2010,SE12,2,14076.0
2017,NUTS,2010,SE12,2,13684.0
2019,NUTS,2010,SE12,2,17165.0
1997,NUTS,2010,SE2,1,21186.0
1999,NUTS,2010,SE2,1,23703.0
2001,NUTS,2010,SE2,1,33786.0
2003,NUTS,2010,SE2,1,37447.0
2005,NUTS,2010,SE2,1,33485.0
2007,NUTS,2010,SE2,1,35795.0
2009,NUTS,2010,SE2,1,36998.0
2011,NUTS,2010,SE2,1,37537.0
2013,NUTS,2010,SE2,1,35014.0
2015,NUTS,2010,SE2,1,38618.0
2017,NUTS,2010,SE2,1,52633.0
1997,NUTS,2010,SE21,2,1107.0
1999,NUTS,2010,SE21,2,1078.0
2001,NUTS,2010,SE21,2,1233.0
2003,NUTS,2010,SE21,2,1359.0
2005,NUTS,2010,SE21,2,1793.0
2007,NUTS,2010,SE21,2,2209.0
2009,NUTS,2010,SE21,2,3503.0
2011,NUTS,2010,SE21,2,2983.0
2013,NUTS,2010,SE21,2,3330.0
2015,NUTS,2010,SE21,2,3846.0
1997,NUTS,2010,SE22,2,6370.0
1999,NUTS,2010,SE22,2,7783.0
2001,NUTS,2010,SE22,2,9560.0
2003,NUTS,2010,SE22,2,10486.0
2005,NUTS,2010,SE22,2,11772.0
2007,NUTS,2010,SE22,2,15953.0
2009,NUTS,2010,SE22,2,14019.0
2011,NUTS,2010,SE22,2,14570.0
2013,NUTS,2010,SE22,2,12188.0
2015,NUTS,2010,SE22,2,10831.0
2017,NUTS,2010,SE22,2,12020.0
2019,NUTS,2010,SE22,2,15865.0
1997,NUTS,2010,SE23,2,13709.0
1999,NUTS,2010,SE23,2,14842.0
2001,NUTS,2010,SE23,2,22993.0
2003,NUTS,2010,SE23,2,25602.0
2005,NUTS,2010,SE23,2,19920.0
2007,NUTS,2010,SE23,2,17633.0
2009,NUTS,2010,SE23,2,19477.0
2011,NUTS,2010,SE23,2,19983.0
2013,NUTS,2010,SE23,2,19497.0
2015,NUTS,2010,SE23,2,23942.0
2017,NUTS,2010,SE23,2,35978.0
2019,NUTS,2010,SE23,2,41390.0
1997,NUTS,2010,SE3,1,3083.0
1999,NUTS,2010,SE3,1,2955.0
2001,NUTS,2010,SE3,1,3842.0
2003,NUTS,2010,SE3,1,3295.0
2005,NUTS,2010,SE3,1,3954.0
2007,NUTS,2010,SE3,1,4935.0
2009,NUTS,2010,SE3,1,4230.0
2011,NUTS,2010,SE3,1,3543.0
2013,NUTS,2010,SE3,1,4597.0
2015,NUTS,2010,SE3,1,5037.0
2017,NUTS,2010,SE3,1,5038.0
1997,NUTS,2010,SE31,2,1574.0
1999,NUTS,2010,SE31,2,1446.0
2001,NUTS,2010,SE31,2,2496.0
2003,NUTS,2010,SE31,2,2220.0
2005,NUTS,2010,SE31,2,2317.0
2007,NUTS,2010,SE31,2,3058.0
2009,NUTS,2010,SE31,2,2546.0
2011,NUTS,2010,SE31,2,2018.0
2013,NUTS,2010,SE31,2,2907.0
2015,NUTS,2010,SE31,2,3051.0
2017,NUTS,2010,SE31,2,3040.0
2019,NUTS,2010,SE31,2,3452.0
1997,NUTS,2010,SE32,2,578.0
1999,NUTS,2010,SE32,2,508.0
2001,NUTS,2010,SE32,2,262.0
2003,NUTS,2010,SE32,2,248.0
2005,NUTS,2010,SE32,2,585.0
2007,NUTS,2010,SE32,2,529.0
2009,NUTS,2010,SE32,2,677.0
2011,NUTS,2010,SE32,2,710.0
2013,NUTS,2010,SE32,2,622.0
2015,NUTS,2010,SE32,2,664.0
1997,NUTS,2010,SE33,2,931.0
1999,NUTS,2010,SE33,2,1001.0
2001,NUTS,2010,SE33,2,1084.0
2003,NUTS,2010,SE33,2,827.0
2005,NUTS,2010,SE33,2,1052.0
2007,NUTS,2010,SE33,2,1348.0
2009,NUTS,2010,SE33,2,1006.0
2011,NUTS,2010,SE33,2,816.0
2013,NUTS,2010,SE33,2,1068.0
2015,NUTS,2010,SE33,2,1321.0
2017,NUTS,2010,SE33,2,1244.0
2019,NUTS,2010,SE33,2,1795.0
1997,NUTS,2010,SEZ,1,998.0
1999,NUTS,2010,SEZ,1,1013.0
1997,NUTS,2010,SEZZ,2,998.0
1999,NUTS,2010,SEZZ,2,1013.0
1993,NUTS,2010,SI,0,39.313
1994,NUTS,2010,SI,0,57.611
1995,NUTS,2010,SI,0,73.206
1996,NUTS,2010,SI,0,77.817
1997,NUTS,2010,SI,0,91.475
1998,NUTS,2010,SI,0,104.273
1999,NUTS,2010,SI,0,126.602
2000,NUTS,2010,SI,0,144.379
2001,NUTS,2010,SI,0,179.341
2002,NUTS,2010,SI,0,202.833
2003,NUTS,2010,SI,0,204.316
2004,NUTS,2010,SI,0,253.555
2005,NUTS,2010,SI,0,242.839
2006,NUTS,2010,SI,0,291.342
2007,NUTS,2010,SI,0,299.45
2008,NUTS,2010,SI,0,398.274
2009,NUTS,2010,SI,0,424.399
2010,NUTS,2010,SI,0,505.817
2011,NUTS,2010,SI,0,660.484
2012,NUTS,2010,SI,0,703.098
2013,NUTS,2010,SI,0,715.538
2014,NUTS,2010,SI,0,688.518
2015,NUTS,2010,SI,0,650.579
2016,NUTS,2010,SI,0,614.67
2017,NUTS,2010,SI,0,599.976
2018,NUTS,2010,SI,0,662.442
2019,NUTS,2010,SI,0,731.256
2020,NUTS,2010,SI,0,738.583
1993,NUTS,2010,SI0,1,39.313
1994,NUTS,2010,SI0,1,57.611
1995,NUTS,2010,SI0,1,73.206
1996,NUTS,2010,SI0,1,77.817
1997,NUTS,2010,SI0,1,91.475
1998,NUTS,2010,SI0,1,104.273
1999,NUTS,2010,SI0,1,126.602
2000,NUTS,2010,SI0,1,144.379
2001,NUTS,2010,SI0,1,179.341
2002,NUTS,2010,SI0,1,202.833
2003,NUTS,2010,SI0,1,204.316
2004,NUTS,2010,SI0,1,253.555
2005,NUTS,2010,SI0,1,242.839
2006,NUTS,2010,SI0,1,291.342
2007,NUTS,2010,SI0,1,299.45
2008,NUTS,2010,SI0,1,398.274
2009,NUTS,2010,SI0,1,424.4
2010,NUTS,2010,SI0,1,505.817
2011,NUTS,2010,SI0,1,660.5
2012,NUTS,2010,SI0,1,703.1
2013,NUTS,2010,SI0,1,715.538
2014,NUTS,2010,SI0,1,688.518
2015,NUTS,2010,SI0,1,650.579
2016,NUTS,2010,SI0,1,614.67
2017,NUTS,2010,SI0,1,599.976
2018,NUTS,2010,SI0,1,662.442
2019,NUTS,2010,SI0,1,731.256
2013,NUTS,2010,SI03,2,307.009
2014,NUTS,2010,SI03,2,303.067
2015,NUTS,2010,SI03,2,259.634
2016,NUTS,2010,SI03,2,247.943
2017,NUTS,2010,SI03,2,245.574
2018,NUTS,2010,SI03,2,275.212
2019,NUTS,2010,SI03,2,313.196
2013,NUTS,2010,SI04,2,408.529
2014,NUTS,2010,SI04,2,385.451
2015,NUTS,2010,SI04,2,390.945
2016,NUTS,2010,SI04,2,366.727
2017,NUTS,2010,SI04,2,354.402
2018,NUTS,2010,SI04,2,387.229
2019,NUTS,2010,SI04,2,418.059
1990,NUTS,2010,SK,0,103.399
1991,NUTS,2010,SK,0,177.953
1992,NUTS,2010,SK,0,142.701
1993,NUTS,2010,SK,0,134.9
1994,NUTS,2010,SK,0,78.271
1995,NUTS,2010,SK,0,96.163
1996,NUTS,2010,SK,0,109.407
1997,NUTS,2010,SK,0,194.317
1998,NUTS,2010,SK,0,134.435
1999,NUTS,2010,SK,0,115.283
2000,NUTS,2010,SK,0,132.942
2001,NUTS,2010,SK,0,144.526
2002,NUTS,2010,SK,0,135.232
2003,NUTS,2010,SK,0,128.56
2004,NUTS,2010,SK,0,113.722
2005,NUTS,2010,SK,0,124.145
2006,NUTS,2010,SK,0,115.249
2007,NUTS,2010,SK,0,111.787
2008,NUTS,2010,SK,0,135.709
2009,NUTS,2010,SK,0,124.376
2010,NUTS,2010,SK,0,175.245
2011,NUTS,2010,SK,0,174.145
2012,NUTS,2010,SK,0,241.979
2013,NUTS,2010,SK,0,282.609
2014,NUTS,2010,SK,0,246.678
2015,NUTS,2010,SK,0,259.189
2016,NUTS,2010,SK,0,322.72
2017,NUTS,2010,SK,0,405.321
2018,NUTS,2010,SK,0,406.077
2019,NUTS,2010,SK,0,425.823
2020,NUTS,2010,SK,0,453.666
1990,NUTS,2010,SK0,1,103.399
1991,NUTS,2010,SK0,1,177.953
1992,NUTS,2010,SK0,1,142.701
1993,NUTS,2010,SK0,1,134.9
1994,NUTS,2010,SK0,1,78.271
1995,NUTS,2010,SK0,1,96.163
1996,NUTS,2010,SK0,1,109.407
1997,NUTS,2010,SK0,1,194.317
1998,NUTS,2010,SK0,1,134.435
1999,NUTS,2010,SK0,1,115.283
2000,NUTS,2010,SK0,1,132.942
2001,NUTS,2010,SK0,1,144.526
2002,NUTS,2010,SK0,1,135.232
2003,NUTS,2010,SK0,1,128.56
2004,NUTS,2010,SK0,1,113.722
2005,NUTS,2010,SK0,1,124.145
2006,NUTS,2010,SK0,1,115.249
2007,NUTS,2010,SK0,1,111.787
2008,NUTS,2010,SK0,1,135.709
2009,NUTS,2010,SK0,1,124.376
2010,NUTS,2010,SK0,1,175.245
2011,NUTS,2010,SK0,1,174.145
2012,NUTS,2010,SK0,1,241.979
2013,NUTS,2010,SK0,1,282.609
2014,NUTS,2010,SK0,1,246.678
2015,NUTS,2010,SK0,1,259.189
2016,NUTS,2010,SK0,1,322.72
2017,NUTS,2010,SK0,1,405.321
2018,NUTS,2010,SK0,1,406.077
2019,NUTS,2010,SK0,1,425.823
2020,NUTS,2010,SK0,1,453.666
2000,NUTS,2010,SK01,2,37.31
2001,NUTS,2010,SK01,2,36.613
2002,NUTS,2010,SK01,2,36.414
2003,NUTS,2010,SK01,2,38.605
2004,NUTS,2010,SK01,2,32.663
2005,NUTS,2010,SK01,2,34.986
2006,NUTS,2010,SK01,2,34.223
2007,NUTS,2010,SK01,2,22.614
2008,NUTS,2010,SK01,2,37.272
2009,NUTS,2010,SK01,2,33.163
2010,NUTS,2010,SK01,2,63.165
2011,NUTS,2010,SK01,2,71.628
2012,NUTS,2010,SK01,2,132.475
2013,NUTS,2010,SK01,2,171.519
2014,NUTS,2010,SK01,2,99.137
2015,NUTS,2010,SK01,2,107.873
2016,NUTS,2010,SK01,2,152.892
2017,NUTS,2010,SK01,2,187.605
2018,NUTS,2010,SK01,2,160.257
2019,NUTS,2010,SK01,2,172.863
2020,NUTS,2010,SK01,2,173.524
2000,NUTS,2010,SK02,2,48.397
2001,NUTS,2010,SK02,2,56.861
2002,NUTS,2010,SK02,2,56.164
2003,NUTS,2010,SK02,2,56.363
2004,NUTS,2010,SK02,2,49.957
2005,NUTS,2010,SK02,2,57.691
2006,NUTS,2010,SK02,2,53.807
2007,NUTS,2010,SK02,2,58.541
2008,NUTS,2010,SK02,2,64.744
2009,NUTS,2010,SK02,2,54.794
2010,NUTS,2010,SK02,2,68.445
2011,NUTS,2010,SK02,2,54.313
2012,NUTS,2010,SK02,2,49.248
2013,NUTS,2010,SK02,2,49.43
2014,NUTS,2010,SK02,2,80.619
2015,NUTS,2010,SK02,2,86.616
2016,NUTS,2010,SK02,2,81.849
2017,NUTS,2010,SK02,2,124.55
2018,NUTS,2010,SK02,2,143.527
2019,NUTS,2010,SK02,2,134.974
2020,NUTS,2010,SK02,2,142.512
2000,NUTS,2010,SK03,2,34.289
2001,NUTS,2010,SK03,2,34.09
2002,NUTS,2010,SK03,2,29.211
2003,NUTS,2010,SK03,2,21.808
2004,NUTS,2010,SK03,2,19.452
2005,NUTS,2010,SK03,2,19.186
2006,NUTS,2010,SK03,2,14.971
2007,NUTS,2010,SK03,2,15.374
2008,NUTS,2010,SK03,2,19.072
2009,NUTS,2010,SK03,2,20.615
2010,NUTS,2010,SK03,2,20.599
2011,NUTS,2010,SK03,2,25.787
2012,NUTS,2010,SK03,2,32.775
2013,NUTS,2010,SK03,2,32.727
2014,NUTS,2010,SK03,2,45.332
2015,NUTS,2010,SK03,2,46.336
2016,NUTS,2010,SK03,2,48.938
2017,NUTS,2010,SK03,2,51.213
2018,NUTS,2010,SK03,2,57.574
2019,NUTS,2010,SK03,2,68.383
2020,NUTS,2010,SK03,2,63.469
2000,NUTS,2010,SK04,2,12.946
2001,NUTS,2010,SK04,2,16.962
2002,NUTS,2010,SK04,2,13.444
2003,NUTS,2010,SK04,2,11.784
2004,NUTS,2010,SK04,2,11.651
2005,NUTS,2010,SK04,2,12.282
2006,NUTS,2010,SK04,2,12.249
2007,NUTS,2010,SK04,2,15.259
2008,NUTS,2010,SK04,2,14.622
2009,NUTS,2010,SK04,2,15.805
2010,NUTS,2010,SK04,2,23.035
2011,NUTS,2010,SK04,2,22.418
2012,NUTS,2010,SK04,2,27.481
2013,NUTS,2010,SK04,2,28.934
2014,NUTS,2010,SK04,2,21.59
2015,NUTS,2010,SK04,2,18.364
2016,NUTS,2010,SK04,2,39.043
2017,NUTS,2010,SK04,2,41.953
2018,NUTS,2010,SK04,2,44.718
2019,NUTS,2010,SK04,2,49.603
2020,NUTS,2010,SK04,2,74.161
1990,NUTS,2010,TR,0,0.26
1991,NUTS,2010,TR,0,0.702
1992,NUTS,2010,TR,0,1.287
1993,NUTS,2010,TR,0,2.01
1994,NUTS,2010,TR,0,3.455
1995,NUTS,2010,TR,0,6.967
1996,NUTS,2010,TR,0,17.315
1997,NUTS,2010,TR,0,45.755
1998,NUTS,2010,TR,0,82.2
1999,NUTS,2010,TR,0,186.116
2000,NUTS,2010,TR,0,266.998
2001,NUTS,2010,TR,0,435.857
2002,NUTS,2010,TR,0,528.963
2003,NUTS,2010,TR,0,510.352
2004,NUTS,2010,TR,0,700.596
2005,NUTS,2010,TR,0,1297.591
2006,NUTS,2010,TR,0,1629.088
2007,NUTS,2010,TR,0,2513.487
2008,NUTS,2010,TR,0,3048.503
2009,NUTS,2010,TR,0,3235.272
2010,NUTS,2010,TR,0,3942.908
2011,NUTS,2010,TR,0,4817.273
2012,NUTS,2010,TR,0,5891.215
2013,NUTS,2010,TR,0,7031.519
2014,NUTS,2010,TR,0,8760.02
2015,NUTS,2010,TR,0,10308.738
2016,NUTS,2010,TR,0,13359.012
2017,NUTS,2010,TR,0,16980.836
2018,NUTS,2010,TR,0,23289.37
2019,NUTS,2010,TR,0,29500.71
2020,NUTS,2010,TR,0,35623.33
1981,NUTS,2010,UK,0,3792.5
1983,NUTS,2010,UK,0,4163.3
1985,NUTS,2010,UK,0,5122.0
1986,NUTS,2010,UK,0,5951.0
1987,NUTS,2010,UK,0,6335.0
1988,NUTS,2010,UK,0,6922.0
1989,NUTS,2010,UK,0,7650.0
1990,NUTS,2010,UK,0,8318.0
1991,NUTS,2010,UK,0,8135.0
1992,NUTS,2010,UK,0,8166.0
1993,NUTS,2010,UK,0,8717.0
1994,NUTS,2010,UK,0,8842.0
1995,NUTS,2010,UK,0,9116.0
1996,NUTS,2010,UK,0,9297.0
1997,NUTS,2010,UK,0,9555.6
1998,NUTS,2010,UK,0,10132.827
1999,NUTS,2010,UK,0,11301.839
2000,NUTS,2010,UK,0,11509.613
2001,NUTS,2010,UK,0,11978.0
2002,NUTS,2010,UK,0,12469.1
2003,NUTS,2010,UK,0,12676.8
2004,NUTS,2010,UK,0,12667.9
2005,NUTS,2010,UK,0,13309.6
2006,NUTS,2010,UK,0,14305.6
2007,NUTS,2010,UK,0,15630.694
2008,NUTS,2010,UK,0,15896.052
2009,NUTS,2010,UK,0,15624.0
2010,NUTS,2010,UK,0,16067.4
2011,NUTS,2010,UK,0,17408.2
2012,NUTS,2010,UK,0,17106.7
2013,NUTS,2010,UK,0,18447.8
2014,NUTS,2010,UK,0,19934.9
2015,NUTS,2010,UK,0,20885.2
2016,NUTS,2010,UK,0,22224.5
2017,NUTS,2010,UK,0,23684.8
2018,NUTS,2010,UK,0,25048.3
2019,NUTS,2010,UK,0,26490.0
1995,NUTS,2010,UKC,1,230.0
1996,NUTS,2010,UKC,1,189.0
1997,NUTS,2010,UKC,1,162.0
1998,NUTS,2010,UKC,1,178.0
1999,NUTS,2010,UKC,1,164.0
2000,NUTS,2010,UKC,1,164.0
2001,NUTS,2010,UKC,1,119.0
2002,NUTS,2010,UKC,1,124.0
2003,NUTS,2010,UKC,1,152.0
2004,NUTS,2010,UKC,1,153.0
2005,NUTS,2010,UKC,1,163.919
