year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_pps_kp05_gov
2000,NUTS,2010,PT20,2,8.05
2001,NUTS,2010,PT20,2,7.082
2002,NUTS,2010,PT20,2,4.909
2003,NUTS,2010,PT20,2,2.921
2004,NUTS,2010,PT20,2,2.978
2005,NUTS,2010,PT20,2,3.003
2006,NUTS,2010,PT20,2,3.304
2007,NUTS,2010,PT20,2,3.59
2008,NUTS,2010,PT20,2,2.04
2009,NUTS,2010,PT20,2,2.595
2010,NUTS,2010,PT20,2,1.729
2011,NUTS,2010,PT20,2,2.577
2012,NUTS,2010,PT20,2,5.881
2013,NUTS,2010,PT20,2,2.514
2014,NUTS,2010,PT20,2,3.252
2015,NUTS,2010,PT20,2,3.338
2016,NUTS,2010,PT20,2,2.658
2017,NUTS,2010,PT20,2,1.499
2018,NUTS,2010,PT20,2,1.216
2019,NUTS,2010,PT20,2,1.645
2020,NUTS,2010,PT20,2,2.048
1995,NUTS,2010,PT3,1,10.499
1997,NUTS,2010,PT3,1,10.0
1999,NUTS,2010,PT3,1,9.061
2000,NUTS,2010,PT3,1,30.781
2001,NUTS,2010,PT3,1,4.495
2002,NUTS,2010,PT3,1,4.936
2003,NUTS,2010,PT3,1,5.375
2004,NUTS,2010,PT3,1,6.998
2005,NUTS,2010,PT3,1,8.465
2006,NUTS,2010,PT3,1,7.088
2007,NUTS,2010,PT3,1,5.801
2008,NUTS,2010,PT3,1,6.142
2009,NUTS,2010,PT3,1,8.791
2010,NUTS,2010,PT3,1,9.117
2011,NUTS,2010,PT3,1,5.301
2012,NUTS,2010,PT3,1,3.269
2013,NUTS,2010,PT3,1,3.963
2014,NUTS,2010,PT3,1,3.922
2015,NUTS,2010,PT3,1,3.839
2016,NUTS,2010,PT3,1,3.195
2017,NUTS,2010,PT3,1,4.535
2018,NUTS,2010,PT3,1,4.628
2019,NUTS,2010,PT3,1,5.488
2020,NUTS,2010,PT3,1,5.442
1995,NUTS,2010,PT30,2,10.499
1997,NUTS,2010,PT30,2,10.0
1999,NUTS,2010,PT30,2,9.061
2000,NUTS,2010,PT30,2,30.781
2001,NUTS,2010,PT30,2,4.495
2002,NUTS,2010,PT30,2,4.936
2003,NUTS,2010,PT30,2,5.375
2004,NUTS,2010,PT30,2,6.998
2005,NUTS,2010,PT30,2,8.465
2006,NUTS,2010,PT30,2,7.088
2007,NUTS,2010,PT30,2,5.801
2008,NUTS,2010,PT30,2,6.142
2009,NUTS,2010,PT30,2,8.791
2010,NUTS,2010,PT30,2,9.117
2011,NUTS,2010,PT30,2,5.301
2012,NUTS,2010,PT30,2,3.269
2013,NUTS,2010,PT30,2,3.963
2014,NUTS,2010,PT30,2,3.922
2015,NUTS,2010,PT30,2,3.839
2016,NUTS,2010,PT30,2,3.195
2017,NUTS,2010,PT30,2,4.535
2018,NUTS,2010,PT30,2,4.628
2019,NUTS,2010,PT30,2,5.488
2020,NUTS,2010,PT30,2,5.442
1995,NUTS,2010,PTZZ,2,183.601
1997,NUTS,2010,PTZZ,2,193.159
1999,NUTS,2010,PTZZ,2,253.975
1995,NUTS,2010,RO,0,194.472
1996,NUTS,2010,RO,0,209.162
1997,NUTS,2010,RO,0,115.44
1998,NUTS,2010,RO,0,115.682
1999,NUTS,2010,RO,0,91.948
2000,NUTS,2010,RO,0,87.812
2001,NUTS,2010,RO,0,142.003
2002,NUTS,2010,RO,0,129.208
2003,NUTS,2010,RO,0,184.889
2004,NUTS,2010,RO,0,212.959
2005,NUTS,2010,RO,0,236.347
2006,NUTS,2010,RO,0,267.579
2007,NUTS,2010,RO,0,337.183
2008,NUTS,2010,RO,0,480.013
2009,NUTS,2010,RO,0,310.79
2010,NUTS,2010,RO,0,323.591
2011,NUTS,2010,RO,0,398.694
2012,NUTS,2010,RO,0,397.989
2013,NUTS,2010,RO,0,397.4
2014,NUTS,2010,RO,0,353.201
2015,NUTS,2010,RO,0,414.47
2016,NUTS,2010,RO,0,371.814
2017,NUTS,2010,RO,0,405.86
2018,NUTS,2010,RO,0,399.721
2019,NUTS,2010,RO,0,412.546
2020,NUTS,2010,RO,0,390.988
2001,NUTS,2010,RO1,1,3.486
2002,NUTS,2010,RO1,1,3.158
2003,NUTS,2010,RO1,1,4.711
2004,NUTS,2010,RO1,1,3.866
2005,NUTS,2010,RO1,1,4.986
2006,NUTS,2010,RO1,1,12.888
2007,NUTS,2010,RO1,1,20.263
2008,NUTS,2010,RO1,1,27.539
2009,NUTS,2010,RO1,1,13.592
2010,NUTS,2010,RO1,1,12.295
2011,NUTS,2010,RO1,1,19.257
2012,NUTS,2010,RO1,1,25.585
2013,NUTS,2010,RO1,1,19.108
2014,NUTS,2010,RO1,1,22.074
2015,NUTS,2010,RO1,1,36.171
2016,NUTS,2010,RO1,1,20.4
2017,NUTS,2010,RO1,1,20.971
2018,NUTS,2010,RO1,1,21.515
2019,NUTS,2010,RO1,1,19.937
2001,NUTS,2010,RO11,2,3.068
2002,NUTS,2010,RO11,2,2.574
2003,NUTS,2010,RO11,2,4.131
2004,NUTS,2010,RO11,2,3.204
2005,NUTS,2010,RO11,2,4.652
2006,NUTS,2010,RO11,2,12.529
2007,NUTS,2010,RO11,2,18.178
2008,NUTS,2010,RO11,2,25.362
2009,NUTS,2010,RO11,2,12.013
2010,NUTS,2010,RO11,2,10.08
2011,NUTS,2010,RO11,2,14.513
2012,NUTS,2010,RO11,2,22.263
2013,NUTS,2010,RO11,2,16.134
2014,NUTS,2010,RO11,2,14.234
2015,NUTS,2010,RO11,2,24.698
2016,NUTS,2010,RO11,2,16.654
2017,NUTS,2010,RO11,2,17.521
2018,NUTS,2010,RO11,2,17.512
2019,NUTS,2010,RO11,2,15.691
2001,NUTS,2010,RO12,2,0.417
2002,NUTS,2010,RO12,2,0.583
2003,NUTS,2010,RO12,2,0.581
2004,NUTS,2010,RO12,2,0.662
2005,NUTS,2010,RO12,2,0.334
2006,NUTS,2010,RO12,2,0.359
2007,NUTS,2010,RO12,2,2.085
2008,NUTS,2010,RO12,2,2.177
2009,NUTS,2010,RO12,2,1.579
2010,NUTS,2010,RO12,2,2.214
2011,NUTS,2010,RO12,2,4.745
2012,NUTS,2010,RO12,2,3.322
2013,NUTS,2010,RO12,2,2.974
2014,NUTS,2010,RO12,2,7.84
2015,NUTS,2010,RO12,2,11.474
2016,NUTS,2010,RO12,2,3.745
2017,NUTS,2010,RO12,2,3.45
2018,NUTS,2010,RO12,2,4.003
2019,NUTS,2010,RO12,2,4.246
2001,NUTS,2010,RO2,1,10.506
2002,NUTS,2010,RO2,1,11.827
2003,NUTS,2010,RO2,1,12.854
2004,NUTS,2010,RO2,1,14.409
2005,NUTS,2010,RO2,1,18.039
2006,NUTS,2010,RO2,1,24.695
2007,NUTS,2010,RO2,1,27.977
2008,NUTS,2010,RO2,1,31.26
2009,NUTS,2010,RO2,1,20.693
2010,NUTS,2010,RO2,1,27.317
2011,NUTS,2010,RO2,1,40.456
2012,NUTS,2010,RO2,1,44.105
2013,NUTS,2010,RO2,1,37.013
2014,NUTS,2010,RO2,1,37.296
2015,NUTS,2010,RO2,1,40.727
2016,NUTS,2010,RO2,1,39.969
2017,NUTS,2010,RO2,1,35.524
2018,NUTS,2010,RO2,1,49.668
2019,NUTS,2010,RO2,1,50.002
2001,NUTS,2010,RO21,2,6.31
2002,NUTS,2010,RO21,2,7.349
2003,NUTS,2010,RO21,2,7.855
2004,NUTS,2010,RO21,2,9.593
2005,NUTS,2010,RO21,2,11.32
2006,NUTS,2010,RO21,2,17.944
2007,NUTS,2010,RO21,2,18.987
2008,NUTS,2010,RO21,2,23.048
2009,NUTS,2010,RO21,2,14.726
2010,NUTS,2010,RO21,2,18.039
2011,NUTS,2010,RO21,2,25.983
2012,NUTS,2010,RO21,2,35.313
2013,NUTS,2010,RO21,2,27.962
2014,NUTS,2010,RO21,2,27.342
2015,NUTS,2010,RO21,2,28.765
2016,NUTS,2010,RO21,2,25.812
2017,NUTS,2010,RO21,2,22.538
2018,NUTS,2010,RO21,2,32.85
2019,NUTS,2010,RO21,2,32.541
2001,NUTS,2010,RO22,2,4.196
2002,NUTS,2010,RO22,2,4.478
2003,NUTS,2010,RO22,2,5.0
2004,NUTS,2010,RO22,2,4.817
2005,NUTS,2010,RO22,2,6.718
2006,NUTS,2010,RO22,2,6.752
2007,NUTS,2010,RO22,2,8.99
2008,NUTS,2010,RO22,2,8.212
2009,NUTS,2010,RO22,2,5.967
2010,NUTS,2010,RO22,2,9.278
2011,NUTS,2010,RO22,2,14.473
2012,NUTS,2010,RO22,2,8.792
2013,NUTS,2010,RO22,2,9.051
2014,NUTS,2010,RO22,2,9.954
2015,NUTS,2010,RO22,2,11.962
2016,NUTS,2010,RO22,2,14.157
2017,NUTS,2010,RO22,2,12.986
2018,NUTS,2010,RO22,2,16.818
2019,NUTS,2010,RO22,2,17.46
2001,NUTS,2010,RO3,1,120.847
2002,NUTS,2010,RO3,1,106.105
2003,NUTS,2010,RO3,1,156.275
2004,NUTS,2010,RO3,1,181.419
2005,NUTS,2010,RO3,1,192.423
2006,NUTS,2010,RO3,1,207.138
2007,NUTS,2010,RO3,1,263.038
2008,NUTS,2010,RO3,1,392.637
2009,NUTS,2010,RO3,1,250.938
2010,NUTS,2010,RO3,1,255.493
2011,NUTS,2010,RO3,1,307.154
2012,NUTS,2010,RO3,1,312.601
2013,NUTS,2010,RO3,1,309.919
2014,NUTS,2010,RO3,1,265.826
2015,NUTS,2010,RO3,1,297.473
2016,NUTS,2010,RO3,1,281.383
2017,NUTS,2010,RO3,1,303.412
2018,NUTS,2010,RO3,1,291.124
2019,NUTS,2010,RO3,1,308.468
2001,NUTS,2010,RO31,2,0.46
2002,NUTS,2010,RO31,2,0.398
2006,NUTS,2010,RO31,2,0.06
2007,NUTS,2010,RO31,2,2.001
2008,NUTS,2010,RO31,2,2.245
2009,NUTS,2010,RO31,2,1.528
2010,NUTS,2010,RO31,2,1.064
2011,NUTS,2010,RO31,2,7.292
2012,NUTS,2010,RO31,2,8.955
2013,NUTS,2010,RO31,2,6.926
2014,NUTS,2010,RO31,2,6.722
2015,NUTS,2010,RO31,2,9.73
2016,NUTS,2010,RO31,2,10.762
2017,NUTS,2010,RO31,2,8.002
2018,NUTS,2010,RO31,2,9.783
2019,NUTS,2010,RO31,2,7.426
2001,NUTS,2010,RO32,2,120.388
2002,NUTS,2010,RO32,2,105.708
2003,NUTS,2010,RO32,2,156.275
2004,NUTS,2010,RO32,2,181.419
2005,NUTS,2010,RO32,2,192.423
2006,NUTS,2010,RO32,2,207.078
2007,NUTS,2010,RO32,2,261.037
2008,NUTS,2010,RO32,2,390.393
2009,NUTS,2010,RO32,2,249.41
2010,NUTS,2010,RO32,2,254.429
2011,NUTS,2010,RO32,2,299.863
2012,NUTS,2010,RO32,2,303.643
2013,NUTS,2010,RO32,2,302.994
2014,NUTS,2010,RO32,2,259.104
2015,NUTS,2010,RO32,2,287.743
2016,NUTS,2010,RO32,2,270.621
2017,NUTS,2010,RO32,2,295.41
2018,NUTS,2010,RO32,2,281.342
2019,NUTS,2010,RO32,2,301.042
2001,NUTS,2010,RO4,1,7.164
2002,NUTS,2010,RO4,1,8.117
2003,NUTS,2010,RO4,1,11.048
2004,NUTS,2010,RO4,1,13.09
2005,NUTS,2010,RO4,1,20.902
2006,NUTS,2010,RO4,1,22.859
2007,NUTS,2010,RO4,1,25.905
2008,NUTS,2010,RO4,1,28.59
2009,NUTS,2010,RO4,1,25.567
2010,NUTS,2010,RO4,1,28.486
2011,NUTS,2010,RO4,1,31.827
2012,NUTS,2010,RO4,1,15.699
2013,NUTS,2010,RO4,1,31.36
2014,NUTS,2010,RO4,1,28.005
2015,NUTS,2010,RO4,1,40.099
2016,NUTS,2010,RO4,1,30.063
2017,NUTS,2010,RO4,1,45.953
2018,NUTS,2010,RO4,1,37.414
2019,NUTS,2010,RO4,1,34.14
2001,NUTS,2010,RO41,2,4.579
2002,NUTS,2010,RO41,2,4.194
2003,NUTS,2010,RO41,2,4.623
2004,NUTS,2010,RO41,2,5.499
2005,NUTS,2010,RO41,2,11.941
2006,NUTS,2010,RO41,2,12.898
2007,NUTS,2010,RO41,2,14.235
2008,NUTS,2010,RO41,2,12.541
2009,NUTS,2010,RO41,2,14.217
2010,NUTS,2010,RO41,2,14.525
2011,NUTS,2010,RO41,2,20.945
2012,NUTS,2010,RO41,2,5.222
2013,NUTS,2010,RO41,2,18.536
2014,NUTS,2010,RO41,2,17.625
2015,NUTS,2010,RO41,2,27.643
2016,NUTS,2010,RO41,2,17.963
2017,NUTS,2010,RO41,2,26.58
2018,NUTS,2010,RO41,2,19.937
2019,NUTS,2010,RO41,2,17.583
2001,NUTS,2010,RO42,2,2.585
2002,NUTS,2010,RO42,2,3.923
2003,NUTS,2010,RO42,2,6.425
2004,NUTS,2010,RO42,2,7.766
2005,NUTS,2010,RO42,2,8.958
2006,NUTS,2010,RO42,2,9.96
2007,NUTS,2010,RO42,2,11.67
2008,NUTS,2010,RO42,2,16.049
2009,NUTS,2010,RO42,2,11.35
2010,NUTS,2010,RO42,2,13.961
2011,NUTS,2010,RO42,2,10.882
2012,NUTS,2010,RO42,2,10.477
2013,NUTS,2010,RO42,2,12.824
2014,NUTS,2010,RO42,2,10.38
2015,NUTS,2010,RO42,2,12.456
2016,NUTS,2010,RO42,2,12.1
2017,NUTS,2010,RO42,2,19.373
2018,NUTS,2010,RO42,2,17.477
2019,NUTS,2010,RO42,2,16.557
2009,NUTS,2010,RS,0,162.256
2010,NUTS,2010,RS,0,166.63
2011,NUTS,2010,RS,0,152.58
2012,NUTS,2010,RS,0,161.105
2013,NUTS,2010,RS,0,154.094
2014,NUTS,2010,RS,0,117.583
2015,NUTS,2010,RS,0,150.102
2016,NUTS,2010,RS,0,152.876
2017,NUTS,2010,RS,0,168.435
2018,NUTS,2010,RS,0,193.187
2019,NUTS,2010,RS,0,178.013
2020,NUTS,2010,RS,0,204.822
2018,NUTS,2010,RS1,1,190.335
2019,NUTS,2010,RS1,1,175.025
2020,NUTS,2010,RS1,1,199.248
2018,NUTS,2010,RS11,2,159.863
2019,NUTS,2010,RS11,2,158.331
2020,NUTS,2010,RS11,2,164.064
2018,NUTS,2010,RS12,2,30.473
2019,NUTS,2010,RS12,2,16.695
2020,NUTS,2010,RS12,2,35.185
2018,NUTS,2010,RS2,1,2.852
2019,NUTS,2010,RS2,1,2.987
2020,NUTS,2010,RS2,1,5.574
2018,NUTS,2010,RS21,2,1.082
2019,NUTS,2010,RS21,2,1.024
2020,NUTS,2010,RS21,2,2.364
2018,NUTS,2010,RS22,2,1.771
2019,NUTS,2010,RS22,2,1.963
2020,NUTS,2010,RS22,2,3.21
1992,NUTS,2010,RU,0,2167.614
1993,NUTS,2010,RU,0,2897.947
1994,NUTS,2010,RU,0,3277.155
1995,NUTS,2010,RU,0,2943.394
1996,NUTS,2010,RU,0,3206.555
1997,NUTS,2010,RU,0,3824.988
1998,NUTS,2010,RU,0,3021.197
1999,NUTS,2010,RU,0,3276.784
2000,NUTS,2010,RU,0,3690.504
2001,NUTS,2010,RU,0,4322.442
2002,NUTS,2010,RU,0,4833.472
2003,NUTS,2010,RU,0,5524.903
2004,NUTS,2010,RU,0,5299.292
2005,NUTS,2010,RU,0,5393.178
2006,NUTS,2010,RU,0,6067.777
2007,NUTS,2010,RU,0,7386.101
2008,NUTS,2010,RU,0,7530.655
2009,NUTS,2010,RU,0,8358.552
2010,NUTS,2010,RU,0,8065.146
2011,NUTS,2010,RU,0,7823.239
2012,NUTS,2010,RU,0,8926.87
2013,NUTS,2010,RU,0,8584.654
2014,NUTS,2010,RU,0,8981.83
2015,NUTS,2010,RU,0,9211.223
1993,NUTS,2010,SE,0,208.406
1995,NUTS,2010,SE,0,212.317
1997,NUTS,2010,SE,0,226.234
1999,NUTS,2010,SE,0,238.791
2001,NUTS,2010,SE,0,247.934
2003,NUTS,2010,SE,0,295.138
2004,NUTS,2010,SE,0,257.629
2005,NUTS,2010,SE,0,415.079
2006,NUTS,2010,SE,0,412.582
2007,NUTS,2010,SE,0,438.063
2008,NUTS,2010,SE,0,420.496
2009,NUTS,2010,SE,0,387.523
2010,NUTS,2010,SE,0,426.84
2011,NUTS,2010,SE,0,391.924
2012,NUTS,2010,SE,0,440.195
2013,NUTS,2010,SE,0,344.668
2014,NUTS,2010,SE,0,342.522
2015,NUTS,2010,SE,0,338.805
2016,NUTS,2010,SE,0,347.527
2017,NUTS,2010,SE,0,392.684
2018,NUTS,2010,SE,0,394.794
2019,NUTS,2010,SE,0,512.454
2020,NUTS,2010,SE,0,504.468
1999,NUTS,2010,SE1,1,199.79
2003,NUTS,2010,SE1,1,252.377
2005,NUTS,2010,SE1,1,290.34
2007,NUTS,2010,SE1,1,297.546
2009,NUTS,2010,SE1,1,251.421
2011,NUTS,2010,SE1,1,235.583
2013,NUTS,2010,SE1,1,199.786
2015,NUTS,2010,SE1,1,192.932
2017,NUTS,2010,SE1,1,228.444
2019,NUTS,2010,SE1,1,268.741
1999,NUTS,2010,SE11,2,142.506
2003,NUTS,2010,SE11,2,187.886
2005,NUTS,2010,SE11,2,198.685
2007,NUTS,2010,SE11,2,181.549
2009,NUTS,2010,SE11,2,142.118
2011,NUTS,2010,SE11,2,126.635
2013,NUTS,2010,SE11,2,132.114
2015,NUTS,2010,SE11,2,129.031
2017,NUTS,2010,SE11,2,138.656
2019,NUTS,2010,SE11,2,153.491
1999,NUTS,2010,SE12,2,57.284
2003,NUTS,2010,SE12,2,64.49
2005,NUTS,2010,SE12,2,91.654
2007,NUTS,2010,SE12,2,115.997
2009,NUTS,2010,SE12,2,109.225
2011,NUTS,2010,SE12,2,108.949
2013,NUTS,2010,SE12,2,67.672
2015,NUTS,2010,SE12,2,64.046
2017,NUTS,2010,SE12,2,89.719
2019,NUTS,2010,SE12,2,115.251
1999,NUTS,2010,SE2,1,5.813
2003,NUTS,2010,SE2,1,8.552
2005,NUTS,2010,SE2,1,85.089
2007,NUTS,2010,SE2,1,89.66
2009,NUTS,2010,SE2,1,93.053
2011,NUTS,2010,SE2,1,107.571
2013,NUTS,2010,SE2,1,105.301
2015,NUTS,2010,SE2,1,106.261
2017,NUTS,2010,SE2,1,120.879
2019,NUTS,2010,SE2,1,177.59
1999,NUTS,2010,SE21,2,0.188
2003,NUTS,2010,SE21,2,0.349
2005,NUTS,2010,SE21,2,2.678
2007,NUTS,2010,SE21,2,5.697
2009,NUTS,2010,SE21,2,4.844
2011,NUTS,2010,SE21,2,5.053
2013,NUTS,2010,SE21,2,5.783
2015,NUTS,2010,SE21,2,4.771
2017,NUTS,2010,SE21,2,7.111
2019,NUTS,2010,SE21,2,8.033
1999,NUTS,2010,SE22,2,1.594
2003,NUTS,2010,SE22,2,3.054
2005,NUTS,2010,SE22,2,24.447
2007,NUTS,2010,SE22,2,26.584
2009,NUTS,2010,SE22,2,32.893
2011,NUTS,2010,SE22,2,42.033
2013,NUTS,2010,SE22,2,48.97
2015,NUTS,2010,SE22,2,46.625
2017,NUTS,2010,SE22,2,50.889
2019,NUTS,2010,SE22,2,70.438
1999,NUTS,2010,SE23,2,4.031
2003,NUTS,2010,SE23,2,5.149
2005,NUTS,2010,SE23,2,57.964
2007,NUTS,2010,SE23,2,57.379
2009,NUTS,2010,SE23,2,55.316
2011,NUTS,2010,SE23,2,60.408
2013,NUTS,2010,SE23,2,50.622
2015,NUTS,2010,SE23,2,54.938
2017,NUTS,2010,SE23,2,62.88
2019,NUTS,2010,SE23,2,99.118
1999,NUTS,2010,SE3,1,33.283
2003,NUTS,2010,SE3,1,34.209
2005,NUTS,2010,SE3,1,47.771
2007,NUTS,2010,SE3,1,50.939
2009,NUTS,2010,SE3,1,43.05
2011,NUTS,2010,SE3,1,48.77
2013,NUTS,2010,SE3,1,39.507
2015,NUTS,2010,SE3,1,39.468
2017,NUTS,2010,SE3,1,43.5
2019,NUTS,2010,SE3,1,51.186
1999,NUTS,2010,SE31,2,12.844
2003,NUTS,2010,SE31,2,11.258
2005,NUTS,2010,SE31,2,15.808
2007,NUTS,2010,SE31,2,18.246
2009,NUTS,2010,SE31,2,14.142
2011,NUTS,2010,SE31,2,16.461
2013,NUTS,2010,SE31,2,10.515
2015,NUTS,2010,SE31,2,9.253
2017,NUTS,2010,SE31,2,9.272
2019,NUTS,2010,SE31,2,10.29
1999,NUTS,2010,SE32,2,3.094
2003,NUTS,2010,SE32,2,0.349
2005,NUTS,2010,SE32,2,8.466
2007,NUTS,2010,SE32,2,4.706
2009,NUTS,2010,SE32,2,3.203
2011,NUTS,2010,SE32,2,2.833
2013,NUTS,2010,SE32,2,3.831
2015,NUTS,2010,SE32,2,3.614
2017,NUTS,2010,SE32,2,4.462
2019,NUTS,2010,SE32,2,3.585
1999,NUTS,2010,SE33,2,17.345
2003,NUTS,2010,SE33,2,22.602
2005,NUTS,2010,SE33,2,23.497
2007,NUTS,2010,SE33,2,27.988
2009,NUTS,2010,SE33,2,25.627
2011,NUTS,2010,SE33,2,29.553
2013,NUTS,2010,SE33,2,25.086
2015,NUTS,2010,SE33,2,26.674
2017,NUTS,2010,SE33,2,29.767
2019,NUTS,2010,SE33,2,37.31
1995,NUTS,2010,SI,0,100.579
1996,NUTS,2010,SI,0,93.248
1997,NUTS,2010,SI,0,102.229
1998,NUTS,2010,SI,0,119.265
1999,NUTS,2010,SI,0,120.723
2000,NUTS,2010,SI,0,115.508
2001,NUTS,2010,SI,0,120.745
2002,NUTS,2010,SI,0,116.614
2003,NUTS,2010,SI,0,99.552
2004,NUTS,2010,SI,0,102.303
2005,NUTS,2010,SI,0,134.042
2006,NUTS,2010,SI,0,155.633
2007,NUTS,2010,SI,0,154.374
2008,NUTS,2010,SI,0,163.137
2009,NUTS,2010,SI,0,159.088
2010,NUTS,2010,SI,0,160.235
2011,NUTS,2010,SI,0,149.147
2012,NUTS,2010,SI,0,141.065
2013,NUTS,2010,SI,0,139.047
2014,NUTS,2010,SI,0,123.202
2015,NUTS,2010,SI,0,129.78
2016,NUTS,2010,SI,0,121.859
2017,NUTS,2010,SI,0,121.806
2018,NUTS,2010,SI,0,130.329
2019,NUTS,2010,SI,0,144.085
2020,NUTS,2010,SI,0,144.375
1995,NUTS,2010,SI0,1,100.579
1996,NUTS,2010,SI0,1,93.248
1997,NUTS,2010,SI0,1,102.229
1998,NUTS,2010,SI0,1,119.265
1999,NUTS,2010,SI0,1,120.723
2000,NUTS,2010,SI0,1,115.508
2001,NUTS,2010,SI0,1,120.745
2002,NUTS,2010,SI0,1,116.614
2003,NUTS,2010,SI0,1,99.552
2004,NUTS,2010,SI0,1,102.303
2005,NUTS,2010,SI0,1,134.042
2006,NUTS,2010,SI0,1,155.633
2007,NUTS,2010,SI0,1,154.374
2008,NUTS,2010,SI0,1,163.137
2009,NUTS,2010,SI0,1,159.145
2010,NUTS,2010,SI0,1,160.185
2011,NUTS,2010,SI0,1,149.147
2012,NUTS,2010,SI0,1,141.065
2013,NUTS,2010,SI0,1,139.047
2014,NUTS,2010,SI0,1,123.202
2015,NUTS,2010,SI0,1,129.78
2016,NUTS,2010,SI0,1,121.859
2017,NUTS,2010,SI0,1,121.806
2018,NUTS,2010,SI0,1,130.329
2019,NUTS,2010,SI0,1,144.085
2013,NUTS,2010,SI03,2,8.863
2014,NUTS,2010,SI03,2,0.001
2015,NUTS,2010,SI03,2,0.941
2016,NUTS,2010,SI03,2,0.816
2017,NUTS,2010,SI03,2,0.681
2018,NUTS,2010,SI03,2,1.253
2019,NUTS,2010,SI03,2,1.498
2013,NUTS,2010,SI04,2,130.184
2014,NUTS,2010,SI04,2,121.953
2015,NUTS,2010,SI04,2,128.838
2016,NUTS,2010,SI04,2,121.043
2017,NUTS,2010,SI04,2,121.125
2018,NUTS,2010,SI04,2,129.076
2019,NUTS,2010,SI04,2,142.588
1995,NUTS,2010,SK,0,175.09
1996,NUTS,2010,SK,0,178.72
1997,NUTS,2010,SK,0,101.281
1998,NUTS,2010,SK,0,107.451
1999,NUTS,2010,SK,0,100.484
2000,NUTS,2010,SK,0,90.214
2001,NUTS,2010,SK,0,87.532
2002,NUTS,2010,SK,0,92.462
2003,NUTS,2010,SK,0,115.762
2004,NUTS,2010,SK,0,104.839
2005,NUTS,2010,SK,0,107.101
2006,NUTS,2010,SK,0,123.581
2007,NUTS,2010,SK,0,139.27
2008,NUTS,2010,SK,0,140.651
2009,NUTS,2010,SK,0,140.791
2010,NUTS,2010,SK,0,170.117
2011,NUTS,2010,SK,0,173.781
2012,NUTS,2010,SK,0,190.081
2013,NUTS,2010,SK,0,164.887
2014,NUTS,2010,SK,0,250.549
2015,NUTS,2010,SK,0,341.826
2016,NUTS,2010,SK,0,182.73
2017,NUTS,2010,SK,0,204.756
2018,NUTS,2010,SK,0,205.257
2019,NUTS,2010,SK,0,194.676
2020,NUTS,2010,SK,0,203.028
1995,NUTS,2010,SK0,1,175.09
1996,NUTS,2010,SK0,1,178.72
1997,NUTS,2010,SK0,1,101.281
1998,NUTS,2010,SK0,1,107.451
1999,NUTS,2010,SK0,1,100.484
2000,NUTS,2010,SK0,1,90.214
2001,NUTS,2010,SK0,1,87.532
2002,NUTS,2010,SK0,1,92.462
2003,NUTS,2010,SK0,1,115.762
2004,NUTS,2010,SK0,1,104.839
2005,NUTS,2010,SK0,1,107.101
2006,NUTS,2010,SK0,1,123.581
2007,NUTS,2010,SK0,1,139.27
2008,NUTS,2010,SK0,1,140.651
2009,NUTS,2010,SK0,1,140.791
2010,NUTS,2010,SK0,1,170.117
2011,NUTS,2010,SK0,1,173.781
2012,NUTS,2010,SK0,1,190.081
2013,NUTS,2010,SK0,1,164.887
2014,NUTS,2010,SK0,1,250.549
2015,NUTS,2010,SK0,1,341.826
2016,NUTS,2010,SK0,1,182.73
2017,NUTS,2010,SK0,1,204.756
2018,NUTS,2010,SK0,1,205.257
2019,NUTS,2010,SK0,1,194.676
2020,NUTS,2010,SK0,1,203.028
2000,NUTS,2010,SK01,2,66.429
2001,NUTS,2010,SK01,2,64.278
2002,NUTS,2010,SK01,2,69.649
2003,NUTS,2010,SK01,2,89.561
2004,NUTS,2010,SK01,2,81.097
2005,NUTS,2010,SK01,2,77.305
2006,NUTS,2010,SK01,2,83.547
2007,NUTS,2010,SK01,2,100.781
2008,NUTS,2010,SK01,2,104.715
2009,NUTS,2010,SK01,2,109.837
2010,NUTS,2010,SK01,2,121.829
2011,NUTS,2010,SK01,2,123.0
2012,NUTS,2010,SK01,2,132.068
2013,NUTS,2010,SK01,2,127.58
2014,NUTS,2010,SK01,2,172.395
2015,NUTS,2010,SK01,2,252.781
2016,NUTS,2010,SK01,2,126.781
2017,NUTS,2010,SK01,2,153.554
2018,NUTS,2010,SK01,2,160.433
2019,NUTS,2010,SK01,2,149.446
2020,NUTS,2010,SK01,2,163.766
2000,NUTS,2010,SK02,2,10.391
2001,NUTS,2010,SK02,2,9.713
2002,NUTS,2010,SK02,2,10.005
2003,NUTS,2010,SK02,2,13.1
2004,NUTS,2010,SK02,2,10.168
2005,NUTS,2010,SK02,2,13.045
2006,NUTS,2010,SK02,2,20.489
2007,NUTS,2010,SK02,2,20.251
2008,NUTS,2010,SK02,2,19.441
2009,NUTS,2010,SK02,2,10.989
2010,NUTS,2010,SK02,2,19.149
2011,NUTS,2010,SK02,2,16.734
2012,NUTS,2010,SK02,2,18.072
2013,NUTS,2010,SK02,2,4.279
2014,NUTS,2010,SK02,2,42.674
2015,NUTS,2010,SK02,2,47.656
2016,NUTS,2010,SK02,2,32.029
2017,NUTS,2010,SK02,2,26.885
2018,NUTS,2010,SK02,2,22.956
2019,NUTS,2010,SK02,2,22.399
2020,NUTS,2010,SK02,2,13.63
