year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_fte_total_t
2018,NUTS,2010,NO03,2,4422.0
2019,NUTS,2010,NO03,2,4422.0
2011,NUTS,2010,NO04,2,2577.0
2012,NUTS,2010,NO04,2,2748.0
2013,NUTS,2010,NO04,2,2852.0
2014,NUTS,2010,NO04,2,3145.0
2015,NUTS,2010,NO04,2,3356.0
2016,NUTS,2010,NO04,2,3586.0
2017,NUTS,2010,NO04,2,3847.0
2018,NUTS,2010,NO04,2,3817.0
2019,NUTS,2010,NO04,2,4089.0
2011,NUTS,2010,NO05,2,5318.0
2012,NUTS,2010,NO05,2,5588.0
2013,NUTS,2010,NO05,2,5577.0
2014,NUTS,2010,NO05,2,5924.0
2015,NUTS,2010,NO05,2,6242.0
2016,NUTS,2010,NO05,2,6309.0
2017,NUTS,2010,NO05,2,7107.0
2018,NUTS,2010,NO05,2,7178.0
2019,NUTS,2010,NO05,2,7646.0
2011,NUTS,2010,NO06,2,6058.0
2012,NUTS,2010,NO06,2,6522.0
2013,NUTS,2010,NO06,2,6177.0
2014,NUTS,2010,NO06,2,6475.0
2015,NUTS,2010,NO06,2,6708.0
2016,NUTS,2010,NO06,2,7031.0
2017,NUTS,2010,NO06,2,7385.0
2018,NUTS,2010,NO06,2,7336.0
2019,NUTS,2010,NO06,2,7988.0
2011,NUTS,2010,NO07,2,2386.0
2012,NUTS,2010,NO07,2,2480.0
2013,NUTS,2010,NO07,2,2507.0
2014,NUTS,2010,NO07,2,2723.0
2015,NUTS,2010,NO07,2,2870.0
2016,NUTS,2010,NO07,2,3195.0
2017,NUTS,2010,NO07,2,3163.0
2018,NUTS,2010,NO07,2,3278.0
2019,NUTS,2010,NO07,2,3422.0
2011,NUTS,2010,PL,0,85219.0
2012,NUTS,2010,PL,0,90716.0
2013,NUTS,2010,PL,0,93751.0
2014,NUTS,2010,PL,0,104359.0
2015,NUTS,2010,PL,0,109249.0
2016,NUTS,2010,PL,0,111789.0
2017,NUTS,2010,PL,0,144103.0
2018,NUTS,2010,PL,0,161993.0
2019,NUTS,2010,PL,0,164006.0
2020,NUTS,2010,PL,0,173392.0
2011,NUTS,2010,PL1,1,31197.0
2012,NUTS,2010,PL1,1,32805.0
2013,NUTS,2010,PL1,1,34595.0
2014,NUTS,2010,PL1,1,37896.0
2015,NUTS,2010,PL1,1,39631.0
2011,NUTS,2010,PL11,2,4712.0
2012,NUTS,2010,PL11,2,5322.0
2013,NUTS,2010,PL11,2,5127.0
2014,NUTS,2010,PL11,2,5349.0
2015,NUTS,2010,PL11,2,5682.0
2011,NUTS,2010,PL12,2,26485.0
2012,NUTS,2010,PL12,2,27483.0
2013,NUTS,2010,PL12,2,29468.0
2014,NUTS,2010,PL12,2,32547.0
2015,NUTS,2010,PL12,2,33949.0
2011,NUTS,2010,PL2,1,18096.0
2012,NUTS,2010,PL2,1,19147.0
2013,NUTS,2010,PL2,1,20137.0
2014,NUTS,2010,PL2,1,23027.0
2015,NUTS,2010,PL2,1,23882.0
2016,NUTS,2010,PL2,1,24294.0
2017,NUTS,2010,PL2,1,31374.0
2018,NUTS,2010,PL2,1,32937.0
2019,NUTS,2010,PL2,1,35735.0
2011,NUTS,2010,PL21,2,10338.0
2012,NUTS,2010,PL21,2,11346.0
2013,NUTS,2010,PL21,2,11598.0
2014,NUTS,2010,PL21,2,13616.0
2015,NUTS,2010,PL21,2,14476.0
2016,NUTS,2010,PL21,2,15068.0
2017,NUTS,2010,PL21,2,20502.0
2018,NUTS,2010,PL21,2,20455.0
2019,NUTS,2010,PL21,2,21570.0
2011,NUTS,2010,PL22,2,7758.0
2012,NUTS,2010,PL22,2,7801.0
2013,NUTS,2010,PL22,2,8539.0
2014,NUTS,2010,PL22,2,9411.0
2015,NUTS,2010,PL22,2,9407.0
2016,NUTS,2010,PL22,2,9226.0
2017,NUTS,2010,PL22,2,10872.0
2018,NUTS,2010,PL22,2,12481.0
2019,NUTS,2010,PL22,2,14165.0
2011,NUTS,2010,PL3,1,9125.0
2012,NUTS,2010,PL3,1,9680.0
2013,NUTS,2010,PL3,1,10620.0
2014,NUTS,2010,PL3,1,12554.0
2015,NUTS,2010,PL3,1,12568.0
2011,NUTS,2010,PL31,2,3446.0
2012,NUTS,2010,PL31,2,3597.0
2013,NUTS,2010,PL31,2,3639.0
2014,NUTS,2010,PL31,2,3833.0
2015,NUTS,2010,PL31,2,3880.0
2011,NUTS,2010,PL32,2,2851.0
2012,NUTS,2010,PL32,2,3832.0
2013,NUTS,2010,PL32,2,4330.0
2014,NUTS,2010,PL32,2,5926.0
2015,NUTS,2010,PL32,2,5441.0
2011,NUTS,2010,PL33,2,1064.0
2012,NUTS,2010,PL33,2,550.0
2013,NUTS,2010,PL33,2,966.0
2014,NUTS,2010,PL33,2,1146.0
2015,NUTS,2010,PL33,2,1419.0
2011,NUTS,2010,PL34,2,1764.0
2012,NUTS,2010,PL34,2,1700.0
2013,NUTS,2010,PL34,2,1686.0
2014,NUTS,2010,PL34,2,1649.0
2015,NUTS,2010,PL34,2,1827.0
2011,NUTS,2010,PL4,1,9822.0
2012,NUTS,2010,PL4,1,9789.0
2013,NUTS,2010,PL4,1,8877.0
2014,NUTS,2010,PL4,1,9803.0
2015,NUTS,2010,PL4,1,10828.0
2016,NUTS,2010,PL4,1,10673.0
2017,NUTS,2010,PL4,1,13226.0
2018,NUTS,2010,PL4,1,15209.0
2019,NUTS,2010,PL4,1,14432.0
2011,NUTS,2010,PL41,2,7097.0
2012,NUTS,2010,PL41,2,6888.0
2013,NUTS,2010,PL41,2,6154.0
2014,NUTS,2010,PL41,2,6739.0
2015,NUTS,2010,PL41,2,7704.0
2016,NUTS,2010,PL41,2,7684.0
2017,NUTS,2010,PL41,2,8905.0
2018,NUTS,2010,PL41,2,10594.0
2019,NUTS,2010,PL41,2,9863.0
2011,NUTS,2010,PL42,2,1922.0
2012,NUTS,2010,PL42,2,2114.0
2013,NUTS,2010,PL42,2,1901.0
2014,NUTS,2010,PL42,2,2253.0
2015,NUTS,2010,PL42,2,2235.0
2016,NUTS,2010,PL42,2,2086.0
2017,NUTS,2010,PL42,2,3053.0
2018,NUTS,2010,PL42,2,3382.0
2019,NUTS,2010,PL42,2,3376.0
2011,NUTS,2010,PL43,2,803.0
2012,NUTS,2010,PL43,2,788.0
2013,NUTS,2010,PL43,2,822.0
2014,NUTS,2010,PL43,2,812.0
2015,NUTS,2010,PL43,2,888.0
2016,NUTS,2010,PL43,2,903.0
2017,NUTS,2010,PL43,2,1268.0
2018,NUTS,2010,PL43,2,1234.0
2019,NUTS,2010,PL43,2,1193.0
2011,NUTS,2010,PL5,1,7571.0
2012,NUTS,2010,PL5,1,8822.0
2013,NUTS,2010,PL5,1,9155.0
2014,NUTS,2010,PL5,1,10037.0
2015,NUTS,2010,PL5,1,10358.0
2016,NUTS,2010,PL5,1,10135.0
2017,NUTS,2010,PL5,1,13617.0
2018,NUTS,2010,PL5,1,15472.0
2019,NUTS,2010,PL5,1,16305.0
2011,NUTS,2010,PL51,2,6597.0
2012,NUTS,2010,PL51,2,7605.0
2013,NUTS,2010,PL51,2,8749.0
2014,NUTS,2010,PL51,2,8974.0
2015,NUTS,2010,PL51,2,9193.0
2016,NUTS,2010,PL51,2,9014.0
2017,NUTS,2010,PL51,2,12122.0
2018,NUTS,2010,PL51,2,13894.0
2019,NUTS,2010,PL51,2,14621.0
2011,NUTS,2010,PL52,2,974.0
2012,NUTS,2010,PL52,2,1217.0
2013,NUTS,2010,PL52,2,1006.0
2014,NUTS,2010,PL52,2,1063.0
2015,NUTS,2010,PL52,2,1165.0
2016,NUTS,2010,PL52,2,1121.0
2017,NUTS,2010,PL52,2,1494.0
2018,NUTS,2010,PL52,2,1578.0
2019,NUTS,2010,PL52,2,1684.0
2011,NUTS,2010,PL6,1,9409.0
2012,NUTS,2010,PL6,1,10473.0
2013,NUTS,2010,PL6,1,10366.0
2014,NUTS,2010,PL6,1,11044.0
2015,NUTS,2010,PL6,1,11983.0
2016,NUTS,2010,PL6,1,12235.0
2017,NUTS,2010,PL6,1,15829.0
2018,NUTS,2010,PL6,1,19435.0
2019,NUTS,2010,PL6,1,19245.0
2011,NUTS,2010,PL61,2,2787.0
2012,NUTS,2010,PL61,2,3157.0
2013,NUTS,2010,PL61,2,2896.0
2014,NUTS,2010,PL61,2,3038.0
2015,NUTS,2010,PL61,2,3350.0
2016,NUTS,2010,PL61,2,3353.0
2017,NUTS,2010,PL61,2,4909.0
2018,NUTS,2010,PL61,2,6269.0
2011,NUTS,2010,PL62,2,1531.0
2012,NUTS,2010,PL62,2,1559.0
2013,NUTS,2010,PL62,2,1477.0
2014,NUTS,2010,PL62,2,1586.0
2015,NUTS,2010,PL62,2,1764.0
2016,NUTS,2010,PL62,2,1665.0
2017,NUTS,2010,PL62,2,2156.0
2018,NUTS,2010,PL62,2,2430.0
2011,NUTS,2010,PL63,2,5091.0
2012,NUTS,2010,PL63,2,5757.0
2013,NUTS,2010,PL63,2,5993.0
2014,NUTS,2010,PL63,2,6420.0
2015,NUTS,2010,PL63,2,6868.0
2016,NUTS,2010,PL63,2,7218.0
2017,NUTS,2010,PL63,2,8765.0
2018,NUTS,2010,PL63,2,10736.0
2019,NUTS,2010,PL63,2,10869.0
2016,NUTS,2010,PL7,1,7281.0
2017,NUTS,2010,PL7,1,7972.0
2018,NUTS,2010,PL7,1,8530.0
2019,NUTS,2010,PL7,1,9634.0
2016,NUTS,2010,PL71,2,6053.0
2017,NUTS,2010,PL71,2,6845.0
2018,NUTS,2010,PL71,2,7117.0
2019,NUTS,2010,PL71,2,8101.0
2016,NUTS,2010,PL72,2,1228.0
2017,NUTS,2010,PL72,2,1127.0
2018,NUTS,2010,PL72,2,1413.0
2019,NUTS,2010,PL72,2,1533.0
2016,NUTS,2010,PL8,1,11657.0
2017,NUTS,2010,PL8,1,12794.0
2018,NUTS,2010,PL8,1,14967.0
2019,NUTS,2010,PL8,1,15330.0
2016,NUTS,2010,PL81,2,4199.0
2017,NUTS,2010,PL81,2,4941.0
2018,NUTS,2010,PL81,2,6288.0
2019,NUTS,2010,PL81,2,7289.0
2016,NUTS,2010,PL82,2,5708.0
2017,NUTS,2010,PL82,2,5530.0
2018,NUTS,2010,PL82,2,6150.0
2019,NUTS,2010,PL82,2,5284.0
2016,NUTS,2010,PL84,2,1749.0
2017,NUTS,2010,PL84,2,2323.0
2018,NUTS,2010,PL84,2,2528.0
2019,NUTS,2010,PL84,2,2756.0
2016,NUTS,2010,PL9,1,35514.0
2017,NUTS,2010,PL9,1,49291.0
2018,NUTS,2010,PL9,1,55444.0
2019,NUTS,2010,PL9,1,53326.0
2016,NUTS,2010,PL91,2,34014.0
2017,NUTS,2010,PL91,2,47565.0
2016,NUTS,2010,PL92,2,1500.0
2017,NUTS,2010,PL92,2,1726.0
2011,NUTS,2010,PT,0,49599.0
2012,NUTS,2010,PT,0,47554.0
2013,NUTS,2010,PT,0,46711.0
2014,NUTS,2010,PT,0,46878.0
2015,NUTS,2010,PT,0,47999.0
2016,NUTS,2010,PT,0,50406.0
2017,NUTS,2010,PT,0,54995.0
2018,NUTS,2010,PT,0,58154.0
2019,NUTS,2010,PT,0,61455.0
2020,NUTS,2010,PT,0,66044.0
2011,NUTS,2010,PT1,1,48897.0
2012,NUTS,2010,PT1,1,46917.0
2013,NUTS,2010,PT1,1,46052.0
2014,NUTS,2010,PT1,1,46195.0
2015,NUTS,2010,PT1,1,47299.0
2016,NUTS,2010,PT1,1,49666.0
2017,NUTS,2010,PT1,1,54216.0
2018,NUTS,2010,PT1,1,57259.0
2019,NUTS,2010,PT1,1,60555.0
2020,NUTS,2010,PT1,1,65109.0
2011,NUTS,2010,PT11,2,14921.0
2012,NUTS,2010,PT11,2,14563.0
2013,NUTS,2010,PT11,2,14913.0
2014,NUTS,2010,PT11,2,15327.0
2015,NUTS,2010,PT11,2,16177.0
2016,NUTS,2010,PT11,2,16349.0
2017,NUTS,2010,PT11,2,18504.0
2018,NUTS,2010,PT11,2,19725.0
2019,NUTS,2010,PT11,2,21204.0
2020,NUTS,2010,PT11,2,24049.0
2011,NUTS,2010,PT15,2,835.0
2012,NUTS,2010,PT15,2,786.0
2013,NUTS,2010,PT15,2,762.0
2014,NUTS,2010,PT15,2,840.0
2015,NUTS,2010,PT15,2,811.0
2016,NUTS,2010,PT15,2,834.0
2017,NUTS,2010,PT15,2,731.0
2018,NUTS,2010,PT15,2,776.0
2019,NUTS,2010,PT15,2,921.0
2020,NUTS,2010,PT15,2,1011.0
2011,NUTS,2010,PT16,2,9702.0
2012,NUTS,2010,PT16,2,9552.0
2013,NUTS,2010,PT16,2,9192.0
2014,NUTS,2010,PT16,2,9180.0
2015,NUTS,2010,PT16,2,9165.0
2016,NUTS,2010,PT16,2,9816.0
2017,NUTS,2010,PT16,2,11015.0
2018,NUTS,2010,PT16,2,11681.0
2019,NUTS,2010,PT16,2,12487.0
2020,NUTS,2010,PT16,2,12752.0
2011,NUTS,2010,PT17,2,22408.0
2012,NUTS,2010,PT17,2,20965.0
2013,NUTS,2010,PT17,2,20158.0
2014,NUTS,2010,PT17,2,19817.0
2015,NUTS,2010,PT17,2,20052.0
2016,NUTS,2010,PT17,2,21375.0
2017,NUTS,2010,PT17,2,22516.0
2018,NUTS,2010,PT17,2,23393.0
2019,NUTS,2010,PT17,2,24162.0
2020,NUTS,2010,PT17,2,25331.0
2011,NUTS,2010,PT18,2,1031.0
2012,NUTS,2010,PT18,2,1050.0
2013,NUTS,2010,PT18,2,1028.0
2014,NUTS,2010,PT18,2,1030.0
2015,NUTS,2010,PT18,2,1095.0
2016,NUTS,2010,PT18,2,1291.0
2017,NUTS,2010,PT18,2,1449.0
2018,NUTS,2010,PT18,2,1684.0
2019,NUTS,2010,PT18,2,1780.0
2020,NUTS,2010,PT18,2,1967.0
2011,NUTS,2010,PT2,1,388.0
2012,NUTS,2010,PT2,1,362.0
2013,NUTS,2010,PT2,1,324.0
2014,NUTS,2010,PT2,1,329.0
2015,NUTS,2010,PT2,1,324.0
2016,NUTS,2010,PT2,1,327.0
2017,NUTS,2010,PT2,1,353.0
2018,NUTS,2010,PT2,1,355.0
2019,NUTS,2010,PT2,1,365.0
2020,NUTS,2010,PT2,1,376.0
2011,NUTS,2010,PT20,2,388.0
2012,NUTS,2010,PT20,2,362.0
2013,NUTS,2010,PT20,2,324.0
2014,NUTS,2010,PT20,2,329.0
2015,NUTS,2010,PT20,2,324.0
2016,NUTS,2010,PT20,2,327.0
2017,NUTS,2010,PT20,2,353.0
2018,NUTS,2010,PT20,2,355.0
2019,NUTS,2010,PT20,2,365.0
2020,NUTS,2010,PT20,2,376.0
2011,NUTS,2010,PT3,1,314.0
2012,NUTS,2010,PT3,1,275.0
2013,NUTS,2010,PT3,1,335.0
2014,NUTS,2010,PT3,1,354.0
2015,NUTS,2010,PT3,1,375.0
2016,NUTS,2010,PT3,1,413.0
2017,NUTS,2010,PT3,1,426.0
2018,NUTS,2010,PT3,1,539.0
2019,NUTS,2010,PT3,1,535.0
2020,NUTS,2010,PT3,1,558.0
2011,NUTS,2010,PT30,2,314.0
2012,NUTS,2010,PT30,2,275.0
2013,NUTS,2010,PT30,2,335.0
2014,NUTS,2010,PT30,2,354.0
2015,NUTS,2010,PT30,2,375.0
2016,NUTS,2010,PT30,2,413.0
2017,NUTS,2010,PT30,2,426.0
2018,NUTS,2010,PT30,2,539.0
2019,NUTS,2010,PT30,2,535.0
2020,NUTS,2010,PT30,2,558.0
2011,NUTS,2010,RO,0,29749.0
2012,NUTS,2010,RO,0,31135.0
2013,NUTS,2010,RO,0,32507.0
2014,NUTS,2010,RO,0,31391.0
2015,NUTS,2010,RO,0,31331.0
2016,NUTS,2010,RO,0,32232.0
2017,NUTS,2010,RO,0,32586.0
2018,NUTS,2010,RO,0,31933.0
2019,NUTS,2010,RO,0,31665.0
2020,NUTS,2010,RO,0,33189.0
2011,NUTS,2010,RO1,1,5037.0
2012,NUTS,2010,RO1,1,4985.0
2013,NUTS,2010,RO1,1,4392.0
2014,NUTS,2010,RO1,1,5451.0
2015,NUTS,2010,RO1,1,5123.0
2016,NUTS,2010,RO1,1,5203.0
2017,NUTS,2010,RO1,1,5309.0
2018,NUTS,2010,RO1,1,5679.0
2019,NUTS,2010,RO1,1,5957.0
2011,NUTS,2010,RO11,2,2471.0
2012,NUTS,2010,RO11,2,2397.0
2013,NUTS,2010,RO11,2,2095.0
2014,NUTS,2010,RO11,2,2331.0
2015,NUTS,2010,RO11,2,2061.0
2016,NUTS,2010,RO11,2,1891.0
2017,NUTS,2010,RO11,2,2023.0
2018,NUTS,2010,RO11,2,1964.0
2019,NUTS,2010,RO11,2,2010.0
2011,NUTS,2010,RO12,2,2565.0
2012,NUTS,2010,RO12,2,2588.0
2013,NUTS,2010,RO12,2,2298.0
2014,NUTS,2010,RO12,2,3120.0
2015,NUTS,2010,RO12,2,3062.0
2016,NUTS,2010,RO12,2,3312.0
2017,NUTS,2010,RO12,2,3286.0
2018,NUTS,2010,RO12,2,3715.0
2019,NUTS,2010,RO12,2,3947.0
2011,NUTS,2010,RO2,1,2697.0
2012,NUTS,2010,RO2,1,3092.0
2013,NUTS,2010,RO2,1,3333.0
2014,NUTS,2010,RO2,1,3306.0
2015,NUTS,2010,RO2,1,3391.0
2016,NUTS,2010,RO2,1,3420.0
2017,NUTS,2010,RO2,1,3421.0
2018,NUTS,2010,RO2,1,3453.0
2019,NUTS,2010,RO2,1,3856.0
2011,NUTS,2010,RO21,2,1869.0
2012,NUTS,2010,RO21,2,2116.0
2013,NUTS,2010,RO21,2,2524.0
2014,NUTS,2010,RO21,2,2509.0
2015,NUTS,2010,RO21,2,2419.0
2016,NUTS,2010,RO21,2,2333.0
2017,NUTS,2010,RO21,2,2316.0
2018,NUTS,2010,RO21,2,2296.0
2019,NUTS,2010,RO21,2,2729.0
2011,NUTS,2010,RO22,2,828.0
2012,NUTS,2010,RO22,2,976.0
2013,NUTS,2010,RO22,2,809.0
2014,NUTS,2010,RO22,2,797.0
2015,NUTS,2010,RO22,2,972.0
2016,NUTS,2010,RO22,2,1087.0
2017,NUTS,2010,RO22,2,1105.0
2018,NUTS,2010,RO22,2,1157.0
2019,NUTS,2010,RO22,2,1127.0
2011,NUTS,2010,RO3,1,18034.0
2012,NUTS,2010,RO3,1,19549.0
2013,NUTS,2010,RO3,1,20804.0
2014,NUTS,2010,RO3,1,19094.0
2015,NUTS,2010,RO3,1,18897.0
2016,NUTS,2010,RO3,1,19727.0
2017,NUTS,2010,RO3,1,19952.0
2018,NUTS,2010,RO3,1,19697.0
2019,NUTS,2010,RO3,1,18801.0
2011,NUTS,2010,RO31,2,1611.0
2012,NUTS,2010,RO31,2,2577.0
2013,NUTS,2010,RO31,2,3854.0
2014,NUTS,2010,RO31,2,3214.0
2015,NUTS,2010,RO31,2,2408.0
2016,NUTS,2010,RO31,2,2299.0
2017,NUTS,2010,RO31,2,1863.0
2018,NUTS,2010,RO31,2,1997.0
2019,NUTS,2010,RO31,2,1975.0
2011,NUTS,2010,RO32,2,16423.0
2012,NUTS,2010,RO32,2,16972.0
2013,NUTS,2010,RO32,2,16950.0
2014,NUTS,2010,RO32,2,15880.0
2015,NUTS,2010,RO32,2,16489.0
2016,NUTS,2010,RO32,2,17428.0
2017,NUTS,2010,RO32,2,18089.0
2018,NUTS,2010,RO32,2,17700.0
2019,NUTS,2010,RO32,2,16826.0
2011,NUTS,2010,RO4,1,3981.0
2012,NUTS,2010,RO4,1,3510.0
2013,NUTS,2010,RO4,1,3978.0
2014,NUTS,2010,RO4,1,3539.0
2015,NUTS,2010,RO4,1,3920.0
2016,NUTS,2010,RO4,1,3882.0
2017,NUTS,2010,RO4,1,3904.0
2018,NUTS,2010,RO4,1,3104.0
2019,NUTS,2010,RO4,1,3051.0
2011,NUTS,2010,RO41,2,1913.0
2012,NUTS,2010,RO41,2,1682.0
2013,NUTS,2010,RO41,2,1685.0
2014,NUTS,2010,RO41,2,1218.0
2015,NUTS,2010,RO41,2,1362.0
2016,NUTS,2010,RO41,2,1321.0
2017,NUTS,2010,RO41,2,1405.0
2018,NUTS,2010,RO41,2,712.0
2019,NUTS,2010,RO41,2,678.0
2011,NUTS,2010,RO42,2,2068.0
2012,NUTS,2010,RO42,2,1828.0
2013,NUTS,2010,RO42,2,2293.0
2014,NUTS,2010,RO42,2,2322.0
2015,NUTS,2010,RO42,2,2558.0
2016,NUTS,2010,RO42,2,2561.0
2017,NUTS,2010,RO42,2,2499.0
2018,NUTS,2010,RO42,2,2392.0
2019,NUTS,2010,RO42,2,2373.0
2011,NUTS,2010,RS,0,17489.0
2012,NUTS,2010,RS,0,17730.0
2013,NUTS,2010,RS,0,18143.0
2014,NUTS,2010,RS,0,19446.0
2015,NUTS,2010,RS,0,21573.0
2016,NUTS,2010,RS,0,21603.0
2017,NUTS,2010,RS,0,20788.0
2018,NUTS,2010,RS,0,20868.0
2019,NUTS,2010,RS,0,20545.0
2020,NUTS,2010,RS,0,21063.0
2018,NUTS,2010,RS1,1,17485.0
2019,NUTS,2010,RS1,1,17273.0
2020,NUTS,2010,RS1,1,17709.0
2018,NUTS,2010,RS11,2,12358.0
2019,NUTS,2010,RS11,2,12267.0
2020,NUTS,2010,RS11,2,12703.0
2018,NUTS,2010,RS12,2,5127.0
2019,NUTS,2010,RS12,2,5006.0
2020,NUTS,2010,RS12,2,5005.0
2018,NUTS,2010,RS2,1,3384.0
2019,NUTS,2010,RS2,1,3272.0
2020,NUTS,2010,RS2,1,3354.0
2018,NUTS,2010,RS21,2,1338.0
2019,NUTS,2010,RS21,2,1147.0
2020,NUTS,2010,RS21,2,1281.0
2018,NUTS,2010,RS22,2,2046.0
2019,NUTS,2010,RS22,2,2124.0
2020,NUTS,2010,RS22,2,2073.0
2011,NUTS,2010,RU,0,839183.0
2012,NUTS,2010,RU,0,828401.0
2013,NUTS,2010,RU,0,826733.0
2014,NUTS,2010,RU,0,829190.0
2015,NUTS,2010,RU,0,833654.0
2017,NUTS,2010,RU,0,778155.0
2018,NUTS,2010,RU,0,758462.0
2019,NUTS,2010,RU,0,753796.0
2011,NUTS,2010,SE,0,78445.0
2012,NUTS,2010,SE,0,81272.0
2013,NUTS,2010,SE,0,80957.0
2014,NUTS,2010,SE,0,83473.0
2015,NUTS,2010,SE,0,83551.0
2016,NUTS,2010,SE,0,90690.0
2017,NUTS,2010,SE,0,88928.0
2018,NUTS,2010,SE,0,92011.0
2019,NUTS,2010,SE,0,92172.0
2020,NUTS,2010,SE,0,95463.0
2011,NUTS,2010,SE1,1,38837.0
2013,NUTS,2010,SE1,1,39170.0
2015,NUTS,2010,SE1,1,40961.0
2017,NUTS,2010,SE1,1,41481.0
2019,NUTS,2010,SE1,1,43471.0
2011,NUTS,2010,SE11,2,25451.0
2013,NUTS,2010,SE11,2,24664.0
2015,NUTS,2010,SE11,2,26454.0
2017,NUTS,2010,SE11,2,27984.0
2019,NUTS,2010,SE11,2,28020.0
2011,NUTS,2010,SE12,2,13385.0
2013,NUTS,2010,SE12,2,14506.0
2015,NUTS,2010,SE12,2,14508.0
2017,NUTS,2010,SE12,2,13496.0
2019,NUTS,2010,SE12,2,15451.0
2011,NUTS,2010,SE2,1,32573.0
2013,NUTS,2010,SE2,1,32531.0
2015,NUTS,2010,SE2,1,33977.0
2017,NUTS,2010,SE2,1,39617.0
2011,NUTS,2010,SE21,2,2868.0
2013,NUTS,2010,SE21,2,3304.0
2015,NUTS,2010,SE21,2,3419.0
2011,NUTS,2010,SE22,2,11763.0
2013,NUTS,2010,SE22,2,12065.0
2015,NUTS,2010,SE22,2,11395.0
2017,NUTS,2010,SE22,2,10994.0
2019,NUTS,2010,SE22,2,13814.0
2011,NUTS,2010,SE23,2,17942.0
2013,NUTS,2010,SE23,2,17164.0
2015,NUTS,2010,SE23,2,19163.0
2017,NUTS,2010,SE23,2,24933.0
2019,NUTS,2010,SE23,2,24308.0
2011,NUTS,2010,SE3,1,6773.0
2013,NUTS,2010,SE3,1,7033.0
2015,NUTS,2010,SE3,1,7022.0
2017,NUTS,2010,SE3,1,6505.0
2011,NUTS,2010,SE31,2,2454.0
2013,NUTS,2010,SE31,2,2890.0
2015,NUTS,2010,SE31,2,2584.0
2017,NUTS,2010,SE31,2,2560.0
2019,NUTS,2010,SE31,2,2245.0
2011,NUTS,2010,SE32,2,979.0
2013,NUTS,2010,SE32,2,915.0
2015,NUTS,2010,SE32,2,854.0
2011,NUTS,2010,SE33,2,3340.0
2013,NUTS,2010,SE33,2,3227.0
2015,NUTS,2010,SE33,2,3587.0
2017,NUTS,2010,SE33,2,3116.0
2019,NUTS,2010,SE33,2,3394.0
2011,NUTS,2010,SI,0,15269.0
2012,NUTS,2010,SI,0,14974.0
2013,NUTS,2010,SI,0,15229.0
2014,NUTS,2010,SI,0,14866.0
2015,NUTS,2010,SI,0,14225.0
2016,NUTS,2010,SI,0,14403.0
2017,NUTS,2010,SI,0,14713.0
2018,NUTS,2010,SI,0,15686.0
2019,NUTS,2010,SI,0,16983.0
2020,NUTS,2010,SI,0,15802.0
2011,NUTS,2010,SI0,1,15269.0
2012,NUTS,2010,SI0,1,14974.0
2013,NUTS,2010,SI0,1,15229.0
2014,NUTS,2010,SI0,1,14866.0
2015,NUTS,2010,SI0,1,14225.0
2016,NUTS,2010,SI0,1,14403.0
2017,NUTS,2010,SI0,1,14713.0
2018,NUTS,2010,SI0,1,15686.0
2019,NUTS,2010,SI0,1,16983.0
2013,NUTS,2010,SI03,2,4366.0
2014,NUTS,2010,SI03,2,4299.0
2015,NUTS,2010,SI03,2,3979.0
2016,NUTS,2010,SI03,2,3866.0
2017,NUTS,2010,SI03,2,3983.0
2018,NUTS,2010,SI03,2,4447.0
2019,NUTS,2010,SI03,2,5004.0
2013,NUTS,2010,SI04,2,10862.0
2014,NUTS,2010,SI04,2,10567.0
2015,NUTS,2010,SI04,2,10247.0
2016,NUTS,2010,SI04,2,10538.0
2017,NUTS,2010,SI04,2,10730.0
2018,NUTS,2010,SI04,2,11239.0
2019,NUTS,2010,SI04,2,11980.0
2011,NUTS,2010,SK,0,18112.0
2012,NUTS,2010,SK,0,18127.0
2013,NUTS,2010,SK,0,17166.0
2014,NUTS,2010,SK,0,17594.0
2015,NUTS,2010,SK,0,17591.0
2016,NUTS,2010,SK,0,17768.0
2017,NUTS,2010,SK,0,19011.0
2018,NUTS,2010,SK,0,20268.0
2019,NUTS,2010,SK,0,21196.0
2020,NUTS,2010,SK,0,22405.0
2011,NUTS,2010,SK01,2,9775.0
2012,NUTS,2010,SK01,2,9668.0
2013,NUTS,2010,SK01,2,8869.0
2014,NUTS,2010,SK01,2,8237.0
2015,NUTS,2010,SK01,2,8275.0
2016,NUTS,2010,SK01,2,8485.0
2017,NUTS,2010,SK01,2,8776.0
2018,NUTS,2010,SK01,2,9408.0
2019,NUTS,2010,SK01,2,9990.0
2020,NUTS,2010,SK01,2,10589.0
2011,NUTS,2010,SK02,2,3184.0
2012,NUTS,2010,SK02,2,3192.0
2013,NUTS,2010,SK02,2,3023.0
2014,NUTS,2010,SK02,2,3715.0
2015,NUTS,2010,SK02,2,3725.0
2016,NUTS,2010,SK02,2,3377.0
2017,NUTS,2010,SK02,2,4396.0
2018,NUTS,2010,SK02,2,4444.0
2019,NUTS,2010,SK02,2,4449.0
2020,NUTS,2010,SK02,2,4452.0
2011,NUTS,2010,SK03,2,2337.0
2012,NUTS,2010,SK03,2,2336.0
2013,NUTS,2010,SK03,2,2214.0
2014,NUTS,2010,SK03,2,2543.0
2015,NUTS,2010,SK03,2,2646.0
2016,NUTS,2010,SK03,2,2741.0
2017,NUTS,2010,SK03,2,2678.0
