year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_mge_p_mhab
2007,NUTS,2010,UKF16,3,4.046
2009,NUTS,2010,UKF16,3,3.019
2010,NUTS,2010,UKF16,3,2.825
2011,NUTS,2010,UKF16,3,1.257
2012,NUTS,2010,UKF16,3,0.596
1990,NUTS,2010,UKF2,2,2.515
1991,NUTS,2010,UKF2,2,6.173
1992,NUTS,2010,UKF2,2,3.032
1993,NUTS,2010,UKF2,2,2.534
1994,NUTS,2010,UKF2,2,2.078
1995,NUTS,2010,UKF2,2,4.82
1996,NUTS,2010,UKF2,2,1.873
1997,NUTS,2010,UKF2,2,1.831
1998,NUTS,2010,UKF2,2,1.837
1999,NUTS,2010,UKF2,2,4.945
2000,NUTS,2010,UKF2,2,0.324
2001,NUTS,2010,UKF2,2,0.753
2002,NUTS,2010,UKF2,2,1.565
2003,NUTS,2010,UKF2,2,4.581
2004,NUTS,2010,UKF2,2,1.464
2005,NUTS,2010,UKF2,2,2.071
2006,NUTS,2010,UKF2,2,2.687
2007,NUTS,2010,UKF2,2,2.279
2008,NUTS,2010,UKF2,2,1.263
2009,NUTS,2010,UKF2,2,1.646
2010,NUTS,2010,UKF2,2,0.544
2011,NUTS,2010,UKF2,2,2.2
2012,NUTS,2010,UKF2,2,0.698
1990,NUTS,2010,UKF21,3,7.97
1991,NUTS,2010,UKF21,3,14.808
1994,NUTS,2010,UKF21,3,2.886
1995,NUTS,2010,UKF21,3,4.301
1996,NUTS,2010,UKF21,3,0.858
1997,NUTS,2010,UKF21,3,2.308
1998,NUTS,2010,UKF21,3,1.38
1999,NUTS,2010,UKF21,3,0.868
2002,NUTS,2010,UKF21,3,1.162
2003,NUTS,2010,UKF21,3,4.53
2004,NUTS,2010,UKF21,3,4.565
2005,NUTS,2010,UKF21,3,4.466
2006,NUTS,2010,UKF21,3,6.578
2007,NUTS,2010,UKF21,3,4.856
2008,NUTS,2010,UKF21,3,0.638
1990,NUTS,2010,UKF22,3,2.369
1991,NUTS,2010,UKF22,3,6.438
1992,NUTS,2010,UKF22,3,2.181
1993,NUTS,2010,UKF22,3,2.732
1994,NUTS,2010,UKF22,3,2.332
1995,NUTS,2010,UKF22,3,5.371
1996,NUTS,2010,UKF22,3,1.475
1997,NUTS,2010,UKF22,3,2.328
1998,NUTS,2010,UKF22,3,2.917
1999,NUTS,2010,UKF22,3,9.67
2001,NUTS,2010,UKF22,3,1.822
2002,NUTS,2010,UKF22,3,0.386
2003,NUTS,2010,UKF22,3,8.335
2004,NUTS,2010,UKF22,3,1.525
2005,NUTS,2010,UKF22,3,1.517
2006,NUTS,2010,UKF22,3,3.316
2007,NUTS,2010,UKF22,3,2.99
2008,NUTS,2010,UKF22,3,2.225
2009,NUTS,2010,UKF22,3,2.595
2010,NUTS,2010,UKF22,3,0.983
2011,NUTS,2010,UKF22,3,1.34
2012,NUTS,2010,UKF22,3,0.289
2002,NUTS,2010,UKF24,3,3.827
2008,NUTS,2010,UKF24,3,1.089
2009,NUTS,2010,UKF24,3,2.704
2011,NUTS,2010,UKF24,3,6.672
2012,NUTS,2010,UKF24,3,2.648
2002,NUTS,2010,UKF25,3,1.851
2003,NUTS,2010,UKF25,3,1.728
2005,NUTS,2010,UKF25,3,3.387
2006,NUTS,2010,UKF25,3,0.568
2007,NUTS,2010,UKF25,3,0.823
2010,NUTS,2010,UKF25,3,0.798
2011,NUTS,2010,UKF25,3,1.043
1994,NUTS,2010,UKF3,2,0.829
1995,NUTS,2010,UKF3,2,1.232
1996,NUTS,2010,UKF3,2,0.325
1998,NUTS,2010,UKF3,2,0.401
2002,NUTS,2010,UKF3,2,0.261
2003,NUTS,2010,UKF3,2,0.758
2004,NUTS,2010,UKF3,2,0.494
2007,NUTS,2010,UKF3,2,0.363
2009,NUTS,2010,UKF3,2,0.356
2011,NUTS,2010,UKF3,2,0.701
1994,NUTS,2010,UKF30,3,0.829
1995,NUTS,2010,UKF30,3,1.232
1996,NUTS,2010,UKF30,3,0.325
1998,NUTS,2010,UKF30,3,0.401
2002,NUTS,2010,UKF30,3,0.261
2003,NUTS,2010,UKF30,3,0.758
2004,NUTS,2010,UKF30,3,0.494
2007,NUTS,2010,UKF30,3,0.363
2009,NUTS,2010,UKF30,3,0.356
2011,NUTS,2010,UKF30,3,0.701
1990,NUTS,2010,UKG,1,0.704
1991,NUTS,2010,UKG,1,0.766
1992,NUTS,2010,UKG,1,0.669
1993,NUTS,2010,UKG,1,0.572
1994,NUTS,2010,UKG,1,0.646
1995,NUTS,2010,UKG,1,0.324
1996,NUTS,2010,UKG,1,0.966
1997,NUTS,2010,UKG,1,2.214
1998,NUTS,2010,UKG,1,1.965
1999,NUTS,2010,UKG,1,2.381
2000,NUTS,2010,UKG,1,2.816
2001,NUTS,2010,UKG,1,1.788
2002,NUTS,2010,UKG,1,2.376
2003,NUTS,2010,UKG,1,1.816
2004,NUTS,2010,UKG,1,0.952
2005,NUTS,2010,UKG,1,0.932
2006,NUTS,2010,UKG,1,1.182
2007,NUTS,2010,UKG,1,0.966
2008,NUTS,2010,UKG,1,0.758
2009,NUTS,2010,UKG,1,0.504
2010,NUTS,2010,UKG,1,0.901
2011,NUTS,2010,UKG,1,1.199
2012,NUTS,2010,UKG,1,0.803
1990,NUTS,2010,UKG1,2,0.433
1991,NUTS,2010,UKG1,2,0.432
1992,NUTS,2010,UKG1,2,0.43
1993,NUTS,2010,UKG1,2,0.572
1994,NUTS,2010,UKG1,2,0.28
1995,NUTS,2010,UKG1,2,0.422
1996,NUTS,2010,UKG1,2,3.156
1997,NUTS,2010,UKG1,2,1.533
1998,NUTS,2010,UKG1,2,4.777
1999,NUTS,2010,UKG1,2,1.723
2000,NUTS,2010,UKG1,2,3.508
2001,NUTS,2010,UKG1,2,0.205
2002,NUTS,2010,UKG1,2,2.062
2003,NUTS,2010,UKG1,2,1.078
2004,NUTS,2010,UKG1,2,1.072
2005,NUTS,2010,UKG1,2,2.14
2006,NUTS,2010,UKG1,2,1.393
2007,NUTS,2010,UKG1,2,0.986
2008,NUTS,2010,UKG1,2,0.258
2009,NUTS,2010,UKG1,2,0.257
2010,NUTS,2010,UKG1,2,1.94
2011,NUTS,2010,UKG1,2,1.043
2012,NUTS,2010,UKG1,2,0.654
1999,NUTS,2010,UKG11,3,2.915
2002,NUTS,2010,UKG11,3,1.143
2006,NUTS,2010,UKG11,3,3.779
2007,NUTS,2010,UKG11,3,5.587
1997,NUTS,2010,UKG12,3,1.564
1998,NUTS,2010,UKG12,3,8.427
1999,NUTS,2010,UKG12,3,0.615
2000,NUTS,2010,UKG12,3,3.714
2002,NUTS,2010,UKG12,3,1.454
2003,NUTS,2010,UKG12,3,0.605
2005,NUTS,2010,UKG12,3,2.582
2008,NUTS,2010,UKG12,3,0.59
2009,NUTS,2010,UKG12,3,0.588
2010,NUTS,2010,UKG12,3,0.444
2011,NUTS,2010,UKG12,3,0.884
2012,NUTS,2010,UKG12,3,0.44
1990,NUTS,2010,UKG13,3,1.031
1991,NUTS,2010,UKG13,3,1.028
1992,NUTS,2010,UKG13,3,1.024
1993,NUTS,2010,UKG13,3,1.368
1994,NUTS,2010,UKG13,3,0.672
1995,NUTS,2010,UKG13,3,1.014
1996,NUTS,2010,UKG13,3,7.587
1997,NUTS,2010,UKG13,3,2.017
1998,NUTS,2010,UKG13,3,2.49
1999,NUTS,2010,UKG13,3,2.503
2000,NUTS,2010,UKG13,3,4.497
2001,NUTS,2010,UKG13,3,0.496
2002,NUTS,2010,UKG13,3,3.029
2003,NUTS,2010,UKG13,3,1.95
2004,NUTS,2010,UKG13,3,2.573
2005,NUTS,2010,UKG13,3,2.398
2006,NUTS,2010,UKG13,3,2.052
2007,NUTS,2010,UKG13,3,0.47
2010,NUTS,2010,UKG13,3,4.142
2011,NUTS,2010,UKG13,3,1.559
2012,NUTS,2010,UKG13,3,1.096
1990,NUTS,2010,UKG2,2,0.921
1991,NUTS,2010,UKG2,2,1.036
1992,NUTS,2010,UKG2,2,1.033
1993,NUTS,2010,UKG2,2,0.632
1995,NUTS,2010,UKG2,2,0.137
1996,NUTS,2010,UKG2,2,0.225
1997,NUTS,2010,UKG2,2,1.123
1998,NUTS,2010,UKG2,2,2.202
1999,NUTS,2010,UKG2,2,1.466
2000,NUTS,2010,UKG2,2,1.855
2001,NUTS,2010,UKG2,2,1.567
2002,NUTS,2010,UKG2,2,1.676
2003,NUTS,2010,UKG2,2,3.504
2004,NUTS,2010,UKG2,2,0.83
2005,NUTS,2010,UKG2,2,0.443
2006,NUTS,2010,UKG2,2,0.742
2007,NUTS,2010,UKG2,2,1.305
2008,NUTS,2010,UKG2,2,0.162
2009,NUTS,2010,UKG2,2,0.645
2010,NUTS,2010,UKG2,2,0.642
2011,NUTS,2010,UKG2,2,0.217
2012,NUTS,2010,UKG2,2,1.06
1997,NUTS,2010,UKG21,3,6.758
1997,NUTS,2010,UKG22,3,0.726
2002,NUTS,2010,UKG22,3,1.162
2008,NUTS,2010,UKG22,3,0.836
2009,NUTS,2010,UKG22,3,1.66
2012,NUTS,2010,UKG22,3,3.25
1999,NUTS,2010,UKG23,3,1.349
2000,NUTS,2010,UKG23,3,1.029
2001,NUTS,2010,UKG23,3,0.705
2002,NUTS,2010,UKG23,3,4.164
2005,NUTS,2010,UKG23,3,2.777
2007,NUTS,2010,UKG23,3,4.109
1990,NUTS,2010,UKG24,3,1.69
1991,NUTS,2010,UKG24,3,1.899
1992,NUTS,2010,UKG24,3,1.893
1993,NUTS,2010,UKG24,3,1.158
1995,NUTS,2010,UKG24,3,0.251
1996,NUTS,2010,UKG24,3,0.414
1997,NUTS,2010,UKG24,3,0.564
1998,NUTS,2010,UKG24,3,4.05
1999,NUTS,2010,UKG24,3,2.277
2000,NUTS,2010,UKG24,3,3.109
2001,NUTS,2010,UKG24,3,2.693
2002,NUTS,2010,UKG24,3,1.447
2003,NUTS,2010,UKG24,3,6.46
2004,NUTS,2010,UKG24,3,1.53
2006,NUTS,2010,UKG24,3,1.37
2007,NUTS,2010,UKG24,3,1.204
2009,NUTS,2010,UKG24,3,0.595
2010,NUTS,2010,UKG24,3,1.186
2011,NUTS,2010,UKG24,3,0.401
2012,NUTS,2010,UKG24,3,0.787
1990,NUTS,2010,UKG3,2,0.699
1991,NUTS,2010,UKG3,2,0.764
1992,NUTS,2010,UKG3,2,0.573
1993,NUTS,2010,UKG3,2,0.543
1994,NUTS,2010,UKG3,2,1.172
1995,NUTS,2010,UKG3,2,0.384
1996,NUTS,2010,UKG3,2,0.384
1997,NUTS,2010,UKG3,2,3.144
1998,NUTS,2010,UKG3,2,0.529
1999,NUTS,2010,UKG3,2,3.212
2000,NUTS,2010,UKG3,2,3.039
2001,NUTS,2010,UKG3,2,2.666
2002,NUTS,2010,UKG3,2,2.935
2003,NUTS,2010,UKG3,2,1.19
2004,NUTS,2010,UKG3,2,0.965
2005,NUTS,2010,UKG3,2,0.642
2006,NUTS,2010,UKG3,2,1.336
2007,NUTS,2010,UKG3,2,0.759
2008,NUTS,2010,UKG3,2,1.345
2009,NUTS,2010,UKG3,2,0.542
2010,NUTS,2010,UKG3,2,0.556
2011,NUTS,2010,UKG3,2,1.834
2012,NUTS,2010,UKG3,2,0.727
1990,NUTS,2010,UKG31,3,0.828
1991,NUTS,2010,UKG31,3,1.076
1992,NUTS,2010,UKG31,3,0.498
1994,NUTS,2010,UKG31,3,2.493
1996,NUTS,2010,UKG31,3,1.0
1997,NUTS,2010,UKG31,3,8.192
1998,NUTS,2010,UKG31,3,1.088
1999,NUTS,2010,UKG31,3,7.773
2000,NUTS,2010,UKG31,3,4.051
2001,NUTS,2010,UKG31,3,4.823
2002,NUTS,2010,UKG31,3,2.734
2003,NUTS,2010,UKG31,3,3.09
2004,NUTS,2010,UKG31,3,2.001
2005,NUTS,2010,UKG31,3,1.656
2006,NUTS,2010,UKG31,3,3.439
2007,NUTS,2010,UKG31,3,0.976
2008,NUTS,2010,UKG31,3,1.102
2009,NUTS,2010,UKG31,3,1.197
2011,NUTS,2010,UKG31,3,3.231
2012,NUTS,2010,UKG31,3,0.926
1991,NUTS,2010,UKG32,3,1.646
1993,NUTS,2010,UKG32,3,1.658
1994,NUTS,2010,UKG32,3,0.553
2000,NUTS,2010,UKG32,3,13.377
2001,NUTS,2010,UKG32,3,7.527
2002,NUTS,2010,UKG32,3,5.006
2008,NUTS,2010,UKG32,3,9.463
2011,NUTS,2010,UKG32,3,1.21
1990,NUTS,2010,UKG33,3,1.081
1991,NUTS,2010,UKG33,3,1.083
1992,NUTS,2010,UKG33,3,1.648
1993,NUTS,2010,UKG33,3,3.567
1994,NUTS,2010,UKG33,3,1.456
1995,NUTS,2010,UKG33,3,3.307
1998,NUTS,2010,UKG33,3,0.951
1999,NUTS,2010,UKG33,3,1.968
2000,NUTS,2010,UKG33,3,2.731
2001,NUTS,2010,UKG33,3,1.981
2002,NUTS,2010,UKG33,3,12.25
2004,NUTS,2010,UKG33,3,1.67
2007,NUTS,2010,UKG33,3,3.325
2008,NUTS,2010,UKG33,3,1.649
2009,NUTS,2010,UKG33,3,0.653
2010,NUTS,2010,UKG33,3,4.846
2011,NUTS,2010,UKG33,3,1.591
2012,NUTS,2010,UKG33,3,3.125
2002,NUTS,2010,UKG37,3,0.491
2011,NUTS,2010,UKG39,3,3.216
1990,NUTS,2010,UKH,1,6.832
1991,NUTS,2010,UKH,1,7.593
1992,NUTS,2010,UKH,1,6.407
1993,NUTS,2010,UKH,1,7.752
1994,NUTS,2010,UKH,1,6.395
1995,NUTS,2010,UKH,1,9.796
1996,NUTS,2010,UKH,1,13.906
1997,NUTS,2010,UKH,1,20.947
1998,NUTS,2010,UKH,1,23.955
1999,NUTS,2010,UKH,1,21.867
2000,NUTS,2010,UKH,1,16.161
2001,NUTS,2010,UKH,1,18.113
2002,NUTS,2010,UKH,1,15.799
2003,NUTS,2010,UKH,1,10.348
2004,NUTS,2010,UKH,1,9.451
2005,NUTS,2010,UKH,1,12.997
2006,NUTS,2010,UKH,1,8.486
2007,NUTS,2010,UKH,1,8.012
2008,NUTS,2010,UKH,1,4.687
2009,NUTS,2010,UKH,1,6.614
2010,NUTS,2010,UKH,1,6.535
2011,NUTS,2010,UKH,1,5.296
2012,NUTS,2010,UKH,1,5.246
1990,NUTS,2010,UKH1,2,11.04
1991,NUTS,2010,UKH1,2,12.338
1992,NUTS,2010,UKH1,2,9.587
1993,NUTS,2010,UKH1,2,11.199
1994,NUTS,2010,UKH1,2,11.948
1995,NUTS,2010,UKH1,2,19.314
1996,NUTS,2010,UKH1,2,19.116
1997,NUTS,2010,UKH1,2,30.089
1998,NUTS,2010,UKH1,2,26.56
1999,NUTS,2010,UKH1,2,30.807
2000,NUTS,2010,UKH1,2,24.687
2001,NUTS,2010,UKH1,2,31.07
2002,NUTS,2010,UKH1,2,22.411
2003,NUTS,2010,UKH1,2,17.646
2004,NUTS,2010,UKH1,2,14.31
2005,NUTS,2010,UKH1,2,15.439
2006,NUTS,2010,UKH1,2,11.353
2007,NUTS,2010,UKH1,2,12.673
2008,NUTS,2010,UKH1,2,7.86
2009,NUTS,2010,UKH1,2,9.162
2010,NUTS,2010,UKH1,2,8.926
2011,NUTS,2010,UKH1,2,9.715
2012,NUTS,2010,UKH1,2,8.148
1995,NUTS,2010,UKH11,3,3.662
2004,NUTS,2010,UKH11,3,2.036
2011,NUTS,2010,UKH11,3,1.092
1990,NUTS,2010,UKH12,3,43.421
1991,NUTS,2010,UKH12,3,36.909
1992,NUTS,2010,UKH12,3,32.022
1993,NUTS,2010,UKH12,3,37.5
1994,NUTS,2010,UKH12,3,41.148
1995,NUTS,2010,UKH12,3,55.158
1996,NUTS,2010,UKH12,3,64.211
1997,NUTS,2010,UKH12,3,105.375
1998,NUTS,2010,UKH12,3,93.387
1999,NUTS,2010,UKH12,3,99.018
2000,NUTS,2010,UKH12,3,93.034
2001,NUTS,2010,UKH12,3,114.079
2002,NUTS,2010,UKH12,3,80.979
2003,NUTS,2010,UKH12,3,67.342
2004,NUTS,2010,UKH12,3,49.894
2005,NUTS,2010,UKH12,3,57.92
2006,NUTS,2010,UKH12,3,40.765
2007,NUTS,2010,UKH12,3,35.563
2008,NUTS,2010,UKH12,3,22.457
2009,NUTS,2010,UKH12,3,31.68
2010,NUTS,2010,UKH12,3,27.155
2011,NUTS,2010,UKH12,3,32.282
2012,NUTS,2010,UKH12,3,27.073
1990,NUTS,2010,UKH13,3,0.442
1991,NUTS,2010,UKH13,3,5.554
1992,NUTS,2010,UKH13,3,4.074
1993,NUTS,2010,UKH13,3,4.377
1994,NUTS,2010,UKH13,3,4.166
1995,NUTS,2010,UKH13,3,11.23
1996,NUTS,2010,UKH13,3,8.405
1997,NUTS,2010,UKH13,3,9.716
1998,NUTS,2010,UKH13,3,7.291
1999,NUTS,2010,UKH13,3,14.356
2000,NUTS,2010,UKH13,3,2.013
2001,NUTS,2010,UKH13,3,4.397
2002,NUTS,2010,UKH13,3,2.746
2003,NUTS,2010,UKH13,3,1.239
2004,NUTS,2010,UKH13,3,2.866
2005,NUTS,2010,UKH13,3,0.171
2006,NUTS,2010,UKH13,3,2.421
2007,NUTS,2010,UKH13,3,8.954
2008,NUTS,2010,UKH13,3,4.175
2009,NUTS,2010,UKH13,3,2.761
2010,NUTS,2010,UKH13,3,4.119
2011,NUTS,2010,UKH13,3,2.336
2012,NUTS,2010,UKH13,3,1.16
1990,NUTS,2010,UKH14,3,0.782
1991,NUTS,2010,UKH14,3,3.877
1992,NUTS,2010,UKH14,3,0.511
1993,NUTS,2010,UKH14,3,0.778
1994,NUTS,2010,UKH14,3,0.513
1995,NUTS,2010,UKH14,3,3.857
1998,NUTS,2010,UKH14,3,0.755
1999,NUTS,2010,UKH14,3,1.427
2000,NUTS,2010,UKH14,3,1.149
2001,NUTS,2010,UKH14,3,1.579
2002,NUTS,2010,UKH14,3,2.603
2004,NUTS,2010,UKH14,3,1.094
2005,NUTS,2010,UKH14,3,1.687
2007,NUTS,2010,UKH14,3,0.949
2008,NUTS,2010,UKH14,3,1.869
2010,NUTS,2010,UKH14,3,1.387
2011,NUTS,2010,UKH14,3,1.375
2012,NUTS,2010,UKH14,3,2.284
1990,NUTS,2010,UKH2,2,6.147
1991,NUTS,2010,UKH2,2,5.714
1992,NUTS,2010,UKH2,2,6.461
1993,NUTS,2010,UKH2,2,8.195
1994,NUTS,2010,UKH2,2,3.969
1995,NUTS,2010,UKH2,2,4.854
1996,NUTS,2010,UKH2,2,9.968
1997,NUTS,2010,UKH2,2,10.128
1998,NUTS,2010,UKH2,2,14.834
1999,NUTS,2010,UKH2,2,17.234
2000,NUTS,2010,UKH2,2,13.674
2001,NUTS,2010,UKH2,2,12.618
2002,NUTS,2010,UKH2,2,15.227
2003,NUTS,2010,UKH2,2,4.332
2004,NUTS,2010,UKH2,2,7.328
2005,NUTS,2010,UKH2,2,13.133
2006,NUTS,2010,UKH2,2,7.892
2007,NUTS,2010,UKH2,2,8.43
2008,NUTS,2010,UKH2,2,4.415
2009,NUTS,2010,UKH2,2,6.839
2010,NUTS,2010,UKH2,2,6.234
2011,NUTS,2010,UKH2,2,3.406
2012,NUTS,2010,UKH2,2,5.013
2000,NUTS,2010,UKH21,3,1.781
2001,NUTS,2010,UKH21,3,1.077
2007,NUTS,2010,UKH21,3,2.652
1990,NUTS,2010,UKH23,3,5.102
1991,NUTS,2010,UKH23,3,4.633
1992,NUTS,2010,UKH23,3,4.521
1993,NUTS,2010,UKH23,3,4.131
1994,NUTS,2010,UKH23,3,4.108
1995,NUTS,2010,UKH23,3,5.132
1996,NUTS,2010,UKH23,3,7.421
1997,NUTS,2010,UKH23,3,12.185
1998,NUTS,2010,UKH23,3,17.057
1999,NUTS,2010,UKH23,3,19.82
2000,NUTS,2010,UKH23,3,16.428
2001,NUTS,2010,UKH23,3,15.852
2002,NUTS,2010,UKH23,3,20.607
2003,NUTS,2010,UKH23,3,6.232
2004,NUTS,2010,UKH23,3,8.649
2005,NUTS,2010,UKH23,3,17.413
2006,NUTS,2010,UKH23,3,8.288
2007,NUTS,2010,UKH23,3,11.188
2008,NUTS,2010,UKH23,3,4.058
2009,NUTS,2010,UKH23,3,9.596
2010,NUTS,2010,UKH23,3,7.993
2011,NUTS,2010,UKH23,3,3.852
2012,NUTS,2010,UKH23,3,5.558
2002,NUTS,2010,UKH24,3,19.889
2003,NUTS,2010,UKH24,3,3.331
2005,NUTS,2010,UKH24,3,19.802
2006,NUTS,2010,UKH24,3,23.022
2007,NUTS,2010,UKH24,3,9.824
2008,NUTS,2010,UKH24,3,19.531
2009,NUTS,2010,UKH24,3,5.373
2010,NUTS,2010,UKH24,3,11.758
2011,NUTS,2010,UKH24,3,10.054
2012,NUTS,2010,UKH24,3,10.536
2002,NUTS,2010,UKH25,3,0.553
2004,NUTS,2010,UKH25,3,11.818
2005,NUTS,2010,UKH25,3,0.332
2006,NUTS,2010,UKH25,3,2.755
2009,NUTS,2010,UKH25,3,1.001
2012,NUTS,2010,UKH25,3,3.22
1990,NUTS,2010,UKH3,2,1.909
1991,NUTS,2010,UKH3,2,3.09
1992,NUTS,2010,UKH3,2,2.087
1993,NUTS,2010,UKH3,2,2.699
1994,NUTS,2010,UKH3,2,1.357
1995,NUTS,2010,UKH3,2,1.921
1996,NUTS,2010,UKH3,2,10.79
1997,NUTS,2010,UKH3,2,19.301
1998,NUTS,2010,UKH3,2,29.456
1999,NUTS,2010,UKH3,2,14.365
2000,NUTS,2010,UKH3,2,7.102
2001,NUTS,2010,UKH3,2,6.067
2002,NUTS,2010,UKH3,2,7.447
2003,NUTS,2010,UKH3,2,6.426
2004,NUTS,2010,UKH3,2,4.932
2005,NUTS,2010,UKH3,2,9.516
2006,NUTS,2010,UKH3,2,5.143
2007,NUTS,2010,UKH3,2,1.195
2008,NUTS,2010,UKH3,2,0.593
2009,NUTS,2010,UKH3,2,2.883
2010,NUTS,2010,UKH3,2,3.536
2011,NUTS,2010,UKH3,2,1.079
2012,NUTS,2010,UKH3,2,1.452
1990,NUTS,2010,UKH33,3,2.349
1991,NUTS,2010,UKH33,3,3.805
1992,NUTS,2010,UKH33,3,2.573
1993,NUTS,2010,UKH33,3,3.332
1994,NUTS,2010,UKH33,3,1.677
1995,NUTS,2010,UKH33,3,2.372
1996,NUTS,2010,UKH33,3,13.318
1997,NUTS,2010,UKH33,3,23.828
1998,NUTS,2010,UKH33,3,36.387
1999,NUTS,2010,UKH33,3,17.734
2000,NUTS,2010,UKH33,3,8.756
2001,NUTS,2010,UKH33,3,7.474
2002,NUTS,2010,UKH33,3,9.172
2003,NUTS,2010,UKH33,3,7.916
2004,NUTS,2010,UKH33,3,6.073
2005,NUTS,2010,UKH33,3,11.716
2006,NUTS,2010,UKH33,3,6.334
2007,NUTS,2010,UKH33,3,1.472
2008,NUTS,2010,UKH33,3,0.731
2009,NUTS,2010,UKH33,3,3.56
2010,NUTS,2010,UKH33,3,4.37
2011,NUTS,2010,UKH33,3,1.335
2012,NUTS,2010,UKH33,3,1.798
1990,NUTS,2010,UKI,1,4.857
1991,NUTS,2010,UKI,1,5.139
1992,NUTS,2010,UKI,1,3.937
1993,NUTS,2010,UKI,1,4.814
1994,NUTS,2010,UKI,1,4.523
1995,NUTS,2010,UKI,1,4.266
1996,NUTS,2010,UKI,1,4.355
1997,NUTS,2010,UKI,1,9.845
1998,NUTS,2010,UKI,1,7.535
1999,NUTS,2010,UKI,1,8.728
2000,NUTS,2010,UKI,1,9.987
2001,NUTS,2010,UKI,1,7.984
2002,NUTS,2010,UKI,1,5.906
2003,NUTS,2010,UKI,1,3.402
2004,NUTS,2010,UKI,1,3.712
2005,NUTS,2010,UKI,1,4.212
2006,NUTS,2010,UKI,1,2.201
2007,NUTS,2010,UKI,1,3.638
2008,NUTS,2010,UKI,1,3.352
2009,NUTS,2010,UKI,1,3.053
2010,NUTS,2010,UKI,1,3.028
2011,NUTS,2010,UKI,1,3.279
2012,NUTS,2010,UKI,1,2.749
1990,NUTS,2010,UKI1,2,4.498
1991,NUTS,2010,UKI1,2,2.425
1992,NUTS,2010,UKI1,2,4.056
1993,NUTS,2010,UKI1,2,7.685
1994,NUTS,2010,UKI1,2,6.64
1995,NUTS,2010,UKI1,2,7.999
1996,NUTS,2010,UKI1,2,6.918
1997,NUTS,2010,UKI1,2,10.543
1998,NUTS,2010,UKI1,2,12.25
1999,NUTS,2010,UKI1,2,15.677
2000,NUTS,2010,UKI1,2,19.4
2001,NUTS,2010,UKI1,2,16.306
2002,NUTS,2010,UKI1,2,11.146
2003,NUTS,2010,UKI1,2,5.748
2004,NUTS,2010,UKI1,2,5.537
2005,NUTS,2010,UKI1,2,6.412
2006,NUTS,2010,UKI1,2,3.343
2007,NUTS,2010,UKI1,2,6.85
2008,NUTS,2010,UKI1,2,6.281
2009,NUTS,2010,UKI1,2,5.266
2010,NUTS,2010,UKI1,2,5.663
2011,NUTS,2010,UKI1,2,7.086
2012,NUTS,2010,UKI1,2,5.222
1990,NUTS,2010,UKI11,3,10.805
1991,NUTS,2010,UKI11,3,5.466
1992,NUTS,2010,UKI11,3,11.16
1993,NUTS,2010,UKI11,3,18.086
1994,NUTS,2010,UKI11,3,14.986
1995,NUTS,2010,UKI11,3,19.238
1996,NUTS,2010,UKI11,3,15.351
1997,NUTS,2010,UKI11,3,26.596
1998,NUTS,2010,UKI11,3,28.295
1999,NUTS,2010,UKI11,3,35.335
2000,NUTS,2010,UKI11,3,47.882
2001,NUTS,2010,UKI11,3,36.446
2002,NUTS,2010,UKI11,3,26.51
2003,NUTS,2010,UKI11,3,11.432
2004,NUTS,2010,UKI11,3,11.511
2005,NUTS,2010,UKI11,3,14.414
2006,NUTS,2010,UKI11,3,7.597
2007,NUTS,2010,UKI11,3,10.443
2008,NUTS,2010,UKI11,3,16.955
2009,NUTS,2010,UKI11,3,11.586
2010,NUTS,2010,UKI11,3,11.304
2011,NUTS,2010,UKI11,3,14.981
2012,NUTS,2010,UKI11,3,12.704
1990,NUTS,2010,UKI12,3,0.959
1991,NUTS,2010,UKI12,3,0.724
1992,NUTS,2010,UKI12,3,0.12
1993,NUTS,2010,UKI12,3,1.988
1994,NUTS,2010,UKI12,3,2.116
1995,NUTS,2010,UKI12,3,1.959
1996,NUTS,2010,UKI12,3,2.4
1997,NUTS,2010,UKI12,3,1.942
1998,NUTS,2010,UKI12,3,3.719
1999,NUTS,2010,UKI12,3,5.222
2000,NUTS,2010,UKI12,3,4.06
2001,NUTS,2010,UKI12,3,5.293
2002,NUTS,2010,UKI12,3,2.657
2003,NUTS,2010,UKI12,3,2.594
2004,NUTS,2010,UKI12,3,2.207
2005,NUTS,2010,UKI12,3,1.919
2006,NUTS,2010,UKI12,3,0.96
2007,NUTS,2010,UKI12,3,4.869
2008,NUTS,2010,UKI12,3,0.519
2009,NUTS,2010,UKI12,3,1.929
2010,NUTS,2010,UKI12,3,2.731
2011,NUTS,2010,UKI12,3,3.031
2012,NUTS,2010,UKI12,3,1.423
1990,NUTS,2010,UKI2,2,4.682
1991,NUTS,2010,UKI2,2,6.009
1992,NUTS,2010,UKI2,2,3.25
1993,NUTS,2010,UKI2,2,2.934
1994,NUTS,2010,UKI2,2,3.027
1995,NUTS,2010,UKI2,2,1.512
1996,NUTS,2010,UKI2,2,2.181
1997,NUTS,2010,UKI2,2,8.932
1998,NUTS,2010,UKI2,2,3.309
1999,NUTS,2010,UKI2,2,4.123
2000,NUTS,2010,UKI2,2,3.276
2001,NUTS,2010,UKI2,2,2.226
2002,NUTS,2010,UKI2,2,2.371
2003,NUTS,2010,UKI2,2,1.888
2004,NUTS,2010,UKI2,2,2.385
2005,NUTS,2010,UKI2,2,2.586
