year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_mio_pps
2017,NUTS,2010,ME00,2,29.354
2018,NUTS,2010,ME00,2,45.736
2019,NUTS,2010,ME00,2,35.466
2015,NUTS,2010,MK,0,91.792
2016,NUTS,2010,MK,0,94.946
2017,NUTS,2010,MK,0,79.293
2018,NUTS,2010,MK,0,86.007
2019,NUTS,2010,MK,0,91.182
2020,NUTS,2010,MK,0,88.041
2015,NUTS,2010,MK0,1,91.792
2016,NUTS,2010,MK0,1,94.946
2017,NUTS,2010,MK0,1,79.293
2018,NUTS,2010,MK0,1,86.007
2019,NUTS,2010,MK0,1,91.182
2020,NUTS,2010,MK0,1,88.041
2015,NUTS,2010,MK00,2,91.792
2016,NUTS,2010,MK00,2,94.946
2017,NUTS,2010,MK00,2,79.293
2018,NUTS,2010,MK00,2,86.007
2019,NUTS,2010,MK00,2,91.182
2020,NUTS,2010,MK00,2,88.041
2011,NUTS,2010,MT,0,59.794
2012,NUTS,2010,MT,0,75.476
2013,NUTS,2010,MT,0,73.773
2014,NUTS,2010,MT,0,73.973
2015,NUTS,2010,MT,0,85.7
2016,NUTS,2010,MT,0,69.908
2017,NUTS,2010,MT,0,77.199
2018,NUTS,2010,MT,0,86.263
2019,NUTS,2010,MT,0,92.672
2020,NUTS,2010,MT,0,99.416
2011,NUTS,2010,MT0,1,59.794
2012,NUTS,2010,MT0,1,75.476
2013,NUTS,2010,MT0,1,73.773
2014,NUTS,2010,MT0,1,73.973
2015,NUTS,2010,MT0,1,85.7
2016,NUTS,2010,MT0,1,69.908
2017,NUTS,2010,MT0,1,77.199
2018,NUTS,2010,MT0,1,86.263
2019,NUTS,2010,MT0,1,92.672
2020,NUTS,2010,MT0,1,99.416
2011,NUTS,2010,MT00,2,59.794
2012,NUTS,2010,MT00,2,75.476
2013,NUTS,2010,MT00,2,73.773
2014,NUTS,2010,MT00,2,73.973
2015,NUTS,2010,MT00,2,85.7
2016,NUTS,2010,MT00,2,69.908
2017,NUTS,2010,MT00,2,77.199
2018,NUTS,2010,MT00,2,86.263
2019,NUTS,2010,MT00,2,92.672
2020,NUTS,2010,MT00,2,99.416
2011,NUTS,2010,NL,0,10908.791
2012,NUTS,2010,NL,0,11212.022
2013,NUTS,2010,NL,0,12870.571
2014,NUTS,2010,NL,0,12929.66
2015,NUTS,2010,NL,0,13141.64
2016,NUTS,2010,NL,0,13298.708
2017,NUTS,2010,NL,0,14118.525
2018,NUTS,2010,NL,0,14453.855
2019,NUTS,2010,NL,0,15208.084
2020,NUTS,2010,NL,0,15847.363
2011,NUTS,2010,NL1,1,659.976
2012,NUTS,2010,NL1,1,668.361
2013,NUTS,2010,NL1,1,807.122
2014,NUTS,2010,NL1,1,832.743
2015,NUTS,2010,NL1,1,815.584
2016,NUTS,2010,NL1,1,817.039
2017,NUTS,2010,NL1,1,805.092
2018,NUTS,2010,NL1,1,812.014
2019,NUTS,2010,NL1,1,833.191
2011,NUTS,2010,NL11,2,433.725
2012,NUTS,2010,NL11,2,439.448
2011,NUTS,2010,NL12,2,131.674
2012,NUTS,2010,NL12,2,139.65
2011,NUTS,2010,NL13,2,94.586
2012,NUTS,2010,NL13,2,89.263
2011,NUTS,2010,NL2,1,2126.577
2012,NUTS,2010,NL2,1,2084.8
2013,NUTS,2010,NL2,1,2273.138
2014,NUTS,2010,NL2,1,2201.453
2015,NUTS,2010,NL2,1,2200.036
2016,NUTS,2010,NL2,1,2204.085
2017,NUTS,2010,NL2,1,2395.961
2018,NUTS,2010,NL2,1,2450.886
2019,NUTS,2010,NL2,1,2611.749
2011,NUTS,2010,NL21,2,666.57
2012,NUTS,2010,NL21,2,545.201
2011,NUTS,2010,NL22,2,1305.64
2012,NUTS,2010,NL22,2,1358.574
2011,NUTS,2010,NL23,2,154.367
2012,NUTS,2010,NL23,2,181.025
2011,NUTS,2010,NL3,1,5409.063
2012,NUTS,2010,NL3,1,5608.252
2013,NUTS,2010,NL3,1,6430.766
2014,NUTS,2010,NL3,1,6464.387
2015,NUTS,2010,NL3,1,6645.367
2016,NUTS,2010,NL3,1,6701.292
2017,NUTS,2010,NL3,1,6973.661
2018,NUTS,2010,NL3,1,7205.099
2019,NUTS,2010,NL3,1,7377.119
2011,NUTS,2010,NL31,2,1016.046
2012,NUTS,2010,NL31,2,1028.709
2011,NUTS,2010,NL32,2,1992.35
2012,NUTS,2010,NL32,2,2141.976
2011,NUTS,2010,NL33,2,2360.271
2012,NUTS,2010,NL33,2,2382.512
2011,NUTS,2010,NL34,2,40.388
2012,NUTS,2010,NL34,2,55.056
2011,NUTS,2010,NL4,1,2713.171
2012,NUTS,2010,NL4,1,2850.609
2013,NUTS,2010,NL4,1,3358.641
2014,NUTS,2010,NL4,1,3430.191
2015,NUTS,2010,NL4,1,3482.428
2016,NUTS,2010,NL4,1,3576.292
2017,NUTS,2010,NL4,1,3942.932
2018,NUTS,2010,NL4,1,3986.728
2019,NUTS,2010,NL4,1,4386.025
2011,NUTS,2010,NL41,2,2070.401
2012,NUTS,2010,NL41,2,2239.226
2011,NUTS,2010,NL42,2,642.769
2012,NUTS,2010,NL42,2,611.383
2011,NUTS,2010,NO,0,3729.3
2012,NUTS,2010,NO,0,3927.272
2013,NUTS,2010,NO,0,4054.601
2014,NUTS,2010,NO,0,4159.703
2015,NUTS,2010,NO,0,4357.586
2016,NUTS,2010,NO,0,4380.025
2017,NUTS,2010,NO,0,4872.147
2018,NUTS,2010,NO,0,5149.991
2019,NUTS,2010,NO,0,5239.746
2020,NUTS,2010,NO,0,5129.867
2011,NUTS,2010,NO0,1,3729.3
2012,NUTS,2010,NO0,1,3927.272
2013,NUTS,2010,NO0,1,4054.601
2014,NUTS,2010,NO0,1,4159.703
2015,NUTS,2010,NO0,1,4357.586
2016,NUTS,2010,NO0,1,4380.025
2017,NUTS,2010,NO0,1,4872.147
2018,NUTS,2010,NO0,1,5149.857
2019,NUTS,2010,NO0,1,5239.74
2011,NUTS,2010,NO01,2,1705.828
2012,NUTS,2010,NO01,2,1714.795
2013,NUTS,2010,NO01,2,1744.851
2014,NUTS,2010,NO01,2,1759.485
2015,NUTS,2010,NO01,2,1849.925
2016,NUTS,2010,NO01,2,1860.36
2017,NUTS,2010,NO01,2,2035.286
2018,NUTS,2010,NO01,2,2160.316
2019,NUTS,2010,NO01,2,2194.374
2011,NUTS,2010,NO02,2,66.444
2012,NUTS,2010,NO02,2,67.962
2013,NUTS,2010,NO02,2,81.942
2014,NUTS,2010,NO02,2,82.071
2015,NUTS,2010,NO02,2,81.544
2016,NUTS,2010,NO02,2,84.531
2017,NUTS,2010,NO02,2,101.998
2018,NUTS,2010,NO02,2,108.078
2019,NUTS,2010,NO02,2,101.548
2011,NUTS,2010,NO03,2,361.158
2012,NUTS,2010,NO03,2,380.568
2013,NUTS,2010,NO03,2,420.567
2014,NUTS,2010,NO03,2,441.941
2015,NUTS,2010,NO03,2,438.037
2016,NUTS,2010,NO03,2,437.458
2017,NUTS,2010,NO03,2,471.937
2018,NUTS,2010,NO03,2,504.702
2019,NUTS,2010,NO03,2,506.909
2011,NUTS,2010,NO04,2,256.125
2012,NUTS,2010,NO04,2,283.955
2013,NUTS,2010,NO04,2,315.255
2014,NUTS,2010,NO04,2,327.93
2015,NUTS,2010,NO04,2,343.495
2016,NUTS,2010,NO04,2,368.983
2017,NUTS,2010,NO04,2,409.162
2018,NUTS,2010,NO04,2,428.369
2019,NUTS,2010,NO04,2,427.846
2011,NUTS,2010,NO05,2,511.937
2012,NUTS,2010,NO05,2,528.876
2013,NUTS,2010,NO05,2,538.566
2014,NUTS,2010,NO05,2,571.218
2015,NUTS,2010,NO05,2,625.645
2016,NUTS,2010,NO05,2,619.366
2017,NUTS,2010,NO05,2,746.857
2018,NUTS,2010,NO05,2,820.89
2019,NUTS,2010,NO05,2,814.799
2011,NUTS,2010,NO06,2,598.39
2012,NUTS,2010,NO06,2,691.236
2013,NUTS,2010,NO06,2,705.054
2014,NUTS,2010,NO06,2,715.345
2015,NUTS,2010,NO06,2,734.257
2016,NUTS,2010,NO06,2,709.864
2017,NUTS,2010,NO06,2,773.811
2018,NUTS,2010,NO06,2,784.51
2019,NUTS,2010,NO06,2,859.531
2011,NUTS,2010,NO07,2,229.394
2012,NUTS,2010,NO07,2,257.731
2013,NUTS,2010,NO07,2,246.385
2014,NUTS,2010,NO07,2,261.581
2015,NUTS,2010,NO07,2,284.452
2016,NUTS,2010,NO07,2,299.463
2017,NUTS,2010,NO07,2,333.103
2018,NUTS,2010,NO07,2,342.986
2019,NUTS,2010,NO07,2,334.741
2011,NUTS,2010,PL,0,4835.809
2012,NUTS,2010,PL,0,5903.142
2013,NUTS,2010,PL,0,5905.343
2014,NUTS,2010,PL,0,6555.384
2015,NUTS,2010,PL,0,7355.203
2016,NUTS,2010,PL,0,7189.854
2017,NUTS,2010,PL,0,8107.837
2018,NUTS,2010,PL,0,9948.717
2019,NUTS,2010,PL,0,11528.292
2020,NUTS,2010,PL,0,12092.592
2011,NUTS,2010,PL1,1,2174.039
2012,NUTS,2010,PL1,1,2323.399
2013,NUTS,2010,PL1,1,2606.264
2014,NUTS,2010,PL1,1,2915.586
2015,NUTS,2010,PL1,1,3127.958
2011,NUTS,2010,PL11,2,239.376
2012,NUTS,2010,PL11,2,313.733
2013,NUTS,2010,PL11,2,277.175
2014,NUTS,2010,PL11,2,285.315
2015,NUTS,2010,PL11,2,299.165
2011,NUTS,2010,PL12,2,1934.704
2012,NUTS,2010,PL12,2,2009.666
2013,NUTS,2010,PL12,2,2329.089
2014,NUTS,2010,PL12,2,2630.23
2015,NUTS,2010,PL12,2,2828.793
2011,NUTS,2010,PL2,1,928.622
2012,NUTS,2010,PL2,1,1207.78
2013,NUTS,2010,PL2,1,1199.304
2014,NUTS,2010,PL2,1,1244.121
2015,NUTS,2010,PL2,1,1413.48
2016,NUTS,2010,PL2,1,1763.704
2017,NUTS,2010,PL2,1,1768.449
2018,NUTS,2010,PL2,1,2158.095
2019,NUTS,2010,PL2,1,2510.14
2011,NUTS,2010,PL21,2,500.89
2012,NUTS,2010,PL21,2,673.733
2013,NUTS,2010,PL21,2,679.754
2014,NUTS,2010,PL21,2,750.203
2015,NUTS,2010,PL21,2,862.798
2016,NUTS,2010,PL21,2,1281.055
2017,NUTS,2010,PL21,2,1165.439
2018,NUTS,2010,PL21,2,1432.262
2019,NUTS,2010,PL21,2,1573.203
2011,NUTS,2010,PL22,2,427.732
2012,NUTS,2010,PL22,2,534.047
2013,NUTS,2010,PL22,2,519.509
2014,NUTS,2010,PL22,2,493.878
2015,NUTS,2010,PL22,2,550.682
2016,NUTS,2010,PL22,2,482.69
2017,NUTS,2010,PL22,2,603.01
2018,NUTS,2010,PL22,2,725.833
2019,NUTS,2010,PL22,2,936.937
2011,NUTS,2010,PL3,1,497.662
2012,NUTS,2010,PL3,1,636.307
2013,NUTS,2010,PL3,1,630.788
2014,NUTS,2010,PL3,1,809.074
2015,NUTS,2010,PL3,1,897.658
2011,NUTS,2010,PL31,2,156.412
2012,NUTS,2010,PL31,2,268.252
2013,NUTS,2010,PL31,2,164.626
2014,NUTS,2010,PL31,2,280.044
2015,NUTS,2010,PL31,2,298.799
2011,NUTS,2010,PL32,2,224.356
2012,NUTS,2010,PL32,2,260.922
2013,NUTS,2010,PL32,2,324.135
2014,NUTS,2010,PL32,2,377.473
2015,NUTS,2010,PL32,2,370.149
2011,NUTS,2010,PL33,2,59.172
2012,NUTS,2010,PL33,2,49.979
2013,NUTS,2010,PL33,2,57.441
2014,NUTS,2010,PL33,2,56.966
2015,NUTS,2010,PL33,2,106.292
2011,NUTS,2010,PL34,2,57.723
2012,NUTS,2010,PL34,2,57.155
2013,NUTS,2010,PL34,2,83.808
2014,NUTS,2010,PL34,2,94.632
2015,NUTS,2010,PL34,2,122.46
2011,NUTS,2010,PL4,1,481.111
2012,NUTS,2010,PL4,1,680.68
2013,NUTS,2010,PL4,1,522.293
2014,NUTS,2010,PL4,1,530.044
2015,NUTS,2010,PL4,1,662.594
2016,NUTS,2010,PL4,1,542.475
2017,NUTS,2010,PL4,1,684.528
2018,NUTS,2010,PL4,1,855.229
2019,NUTS,2010,PL4,1,986.361
2011,NUTS,2010,PL41,2,376.588
2012,NUTS,2010,PL41,2,559.556
2013,NUTS,2010,PL41,2,407.984
2014,NUTS,2010,PL41,2,429.492
2015,NUTS,2010,PL41,2,535.573
2016,NUTS,2010,PL41,2,433.243
2017,NUTS,2010,PL41,2,490.209
2018,NUTS,2010,PL41,2,602.167
2019,NUTS,2010,PL41,2,703.193
2011,NUTS,2010,PL42,2,81.309
2012,NUTS,2010,PL42,2,92.328
2013,NUTS,2010,PL42,2,75.578
2014,NUTS,2010,PL42,2,72.94
2015,NUTS,2010,PL42,2,90.613
2016,NUTS,2010,PL42,2,75.613
2017,NUTS,2010,PL42,2,129.625
2018,NUTS,2010,PL42,2,166.664
2019,NUTS,2010,PL42,2,193.726
2011,NUTS,2010,PL43,2,23.172
2012,NUTS,2010,PL43,2,28.796
2013,NUTS,2010,PL43,2,38.772
2014,NUTS,2010,PL43,2,27.611
2015,NUTS,2010,PL43,2,36.408
2016,NUTS,2010,PL43,2,33.579
2017,NUTS,2010,PL43,2,64.694
2018,NUTS,2010,PL43,2,86.398
2019,NUTS,2010,PL43,2,89.442
2011,NUTS,2010,PL5,1,334.878
2012,NUTS,2010,PL5,1,426.712
2013,NUTS,2010,PL5,1,404.545
2014,NUTS,2010,PL5,1,483.458
2015,NUTS,2010,PL5,1,571.411
2016,NUTS,2010,PL5,1,487.859
2017,NUTS,2010,PL5,1,671.644
2018,NUTS,2010,PL5,1,848.93
2019,NUTS,2010,PL5,1,997.866
2011,NUTS,2010,PL51,2,300.079
2012,NUTS,2010,PL51,2,399.539
2013,NUTS,2010,PL51,2,372.078
2014,NUTS,2010,PL51,2,433.871
2015,NUTS,2010,PL51,2,522.093
2016,NUTS,2010,PL51,2,432.561
2017,NUTS,2010,PL51,2,598.006
2018,NUTS,2010,PL51,2,742.578
2019,NUTS,2010,PL51,2,901.468
2011,NUTS,2010,PL52,2,34.841
2012,NUTS,2010,PL52,2,27.173
2013,NUTS,2010,PL52,2,32.467
2014,NUTS,2010,PL52,2,49.586
2015,NUTS,2010,PL52,2,49.359
2016,NUTS,2010,PL52,2,55.297
2017,NUTS,2010,PL52,2,73.638
2018,NUTS,2010,PL52,2,106.352
2019,NUTS,2010,PL52,2,96.398
2011,NUTS,2010,PL6,1,419.498
2012,NUTS,2010,PL6,1,628.27
2013,NUTS,2010,PL6,1,542.109
2014,NUTS,2010,PL6,1,573.103
2015,NUTS,2010,PL6,1,682.061
2016,NUTS,2010,PL6,1,678.354
2017,NUTS,2010,PL6,1,771.798
2018,NUTS,2010,PL6,1,1030.838
2019,NUTS,2010,PL6,1,1323.522
2011,NUTS,2010,PL61,2,77.502
2012,NUTS,2010,PL61,2,125.175
2013,NUTS,2010,PL61,2,93.716
2014,NUTS,2010,PL61,2,103.633
2015,NUTS,2010,PL61,2,148.402
2016,NUTS,2010,PL61,2,116.164
2017,NUTS,2010,PL61,2,172.215
2018,NUTS,2010,PL61,2,235.177
2019,NUTS,2010,PL61,2,274.635
2011,NUTS,2010,PL62,2,83.213
2012,NUTS,2010,PL62,2,87.223
2013,NUTS,2010,PL62,2,66.121
2014,NUTS,2010,PL62,2,51.127
2015,NUTS,2010,PL62,2,62.839
2016,NUTS,2010,PL62,2,66.277
2017,NUTS,2010,PL62,2,104.291
2018,NUTS,2010,PL62,2,117.602
2019,NUTS,2010,PL62,2,177.982
2011,NUTS,2010,PL63,2,258.741
2012,NUTS,2010,PL63,2,415.871
2013,NUTS,2010,PL63,2,382.272
2014,NUTS,2010,PL63,2,418.302
2015,NUTS,2010,PL63,2,470.821
2016,NUTS,2010,PL63,2,495.953
2017,NUTS,2010,PL63,2,495.252
2018,NUTS,2010,PL63,2,678.059
2019,NUTS,2010,PL63,2,870.905
2016,NUTS,2010,PL7,1,334.028
2017,NUTS,2010,PL7,1,394.902
2018,NUTS,2010,PL7,1,573.898
2019,NUTS,2010,PL7,1,624.409
2016,NUTS,2010,PL71,2,280.253
2017,NUTS,2010,PL71,2,338.324
2018,NUTS,2010,PL71,2,465.016
2019,NUTS,2010,PL71,2,517.695
2016,NUTS,2010,PL72,2,53.775
2017,NUTS,2010,PL72,2,56.578
2018,NUTS,2010,PL72,2,108.883
2019,NUTS,2010,PL72,2,106.714
2016,NUTS,2010,PL8,1,627.264
2017,NUTS,2010,PL8,1,677.948
2018,NUTS,2010,PL8,1,797.564
2019,NUTS,2010,PL8,1,940.79
2016,NUTS,2010,PL81,2,250.401
2017,NUTS,2010,PL81,2,263.504
2018,NUTS,2010,PL81,2,312.865
2019,NUTS,2010,PL81,2,375.516
2016,NUTS,2010,PL82,2,305.698
2017,NUTS,2010,PL82,2,311.453
2018,NUTS,2010,PL82,2,355.549
2019,NUTS,2010,PL82,2,408.539
2016,NUTS,2010,PL84,2,71.165
2017,NUTS,2010,PL84,2,103.03
2018,NUTS,2010,PL84,2,129.15
2019,NUTS,2010,PL84,2,156.735
2016,NUTS,2010,PL9,1,2756.211
2017,NUTS,2010,PL9,1,3138.529
2018,NUTS,2010,PL9,1,3684.162
2019,NUTS,2010,PL9,1,4145.204
2016,NUTS,2010,PL91,2,2633.996
2017,NUTS,2010,PL91,2,2997.478
2018,NUTS,2010,PL91,2,3492.559
2019,NUTS,2010,PL91,2,3924.854
2016,NUTS,2010,PL92,2,122.215
2017,NUTS,2010,PL92,2,141.05
2018,NUTS,2010,PL92,2,191.604
2019,NUTS,2010,PL92,2,220.35
2011,NUTS,2010,PT,0,3070.283
2012,NUTS,2010,PT,0,2831.157
2013,NUTS,2010,PT,0,2791.682
2014,NUTS,2010,PT,0,2763.026
2015,NUTS,2010,PT,0,2745.938
2016,NUTS,2010,PT,0,2902.5
2017,NUTS,2010,PT,0,3083.373
2018,NUTS,2010,PT,0,3287.513
2019,NUTS,2010,PT,0,3532.724
2020,NUTS,2010,PT,0,3803.728
2011,NUTS,2010,PT1,1,3037.243
2012,NUTS,2010,PT1,1,2790.931
2013,NUTS,2010,PT1,1,2758.652
2014,NUTS,2010,PT1,1,2728.628
2015,NUTS,2010,PT1,1,2711.328
2016,NUTS,2010,PT1,1,2871.55
2017,NUTS,2010,PT1,1,3048.554
2018,NUTS,2010,PT1,1,3248.901
2019,NUTS,2010,PT1,1,3490.523
2020,NUTS,2010,PT1,1,3760.069
2011,NUTS,2010,PT11,2,889.262
2012,NUTS,2010,PT11,2,839.595
2013,NUTS,2010,PT11,2,848.062
2014,NUTS,2010,PT11,2,845.709
2015,NUTS,2010,PT11,2,877.361
2016,NUTS,2010,PT11,2,909.172
2017,NUTS,2010,PT11,2,1029.369
2018,NUTS,2010,PT11,2,1094.814
2019,NUTS,2010,PT11,2,1146.907
2020,NUTS,2010,PT11,2,1290.569
2011,NUTS,2010,PT15,2,36.031
2012,NUTS,2010,PT15,2,36.504
2013,NUTS,2010,PT15,2,32.655
2014,NUTS,2010,PT15,2,36.259
2015,NUTS,2010,PT15,2,35.782
2016,NUTS,2010,PT15,2,36.371
2017,NUTS,2010,PT15,2,32.588
2018,NUTS,2010,PT15,2,38.663
2019,NUTS,2010,PT15,2,48.734
2020,NUTS,2010,PT15,2,50.243
2011,NUTS,2010,PT16,2,493.296
2012,NUTS,2010,PT16,2,505.409
2013,NUTS,2010,PT16,2,509.665
2014,NUTS,2010,PT16,2,543.334
2015,NUTS,2010,PT16,2,511.133
2016,NUTS,2010,PT16,2,543.469
2017,NUTS,2010,PT16,2,579.081
2018,NUTS,2010,PT16,2,592.736
2019,NUTS,2010,PT16,2,644.215
2020,NUTS,2010,PT16,2,646.431
2011,NUTS,2010,PT17,2,1560.769
2012,NUTS,2010,PT17,2,1346.175
2013,NUTS,2010,PT17,2,1306.038
2014,NUTS,2010,PT17,2,1238.264
2015,NUTS,2010,PT17,2,1212.533
2016,NUTS,2010,PT17,2,1302.365
2017,NUTS,2010,PT17,2,1321.455
2018,NUTS,2010,PT17,2,1418.914
2019,NUTS,2010,PT17,2,1527.457
2020,NUTS,2010,PT17,2,1643.213
2011,NUTS,2010,PT18,2,57.886
2012,NUTS,2010,PT18,2,63.248
2013,NUTS,2010,PT18,2,62.232
2014,NUTS,2010,PT18,2,65.063
2015,NUTS,2010,PT18,2,74.521
2016,NUTS,2010,PT18,2,80.172
2017,NUTS,2010,PT18,2,86.061
2018,NUTS,2010,PT18,2,103.775
2019,NUTS,2010,PT18,2,123.21
2020,NUTS,2010,PT18,2,129.614
2011,NUTS,2010,PT2,1,17.35
2012,NUTS,2010,PT2,1,25.592
2013,NUTS,2010,PT2,1,15.778
2014,NUTS,2010,PT2,1,16.127
2015,NUTS,2010,PT2,1,15.988
2016,NUTS,2010,PT2,1,14.361
2017,NUTS,2010,PT2,1,14.873
2018,NUTS,2010,PT2,1,16.047
2019,NUTS,2010,PT2,1,15.847
2020,NUTS,2010,PT2,1,16.695
2011,NUTS,2010,PT20,2,17.35
2012,NUTS,2010,PT20,2,25.592
2013,NUTS,2010,PT20,2,15.778
2014,NUTS,2010,PT20,2,16.127
2015,NUTS,2010,PT20,2,15.988
2016,NUTS,2010,PT20,2,14.361
2017,NUTS,2010,PT20,2,14.873
2018,NUTS,2010,PT20,2,16.047
2019,NUTS,2010,PT20,2,15.847
2020,NUTS,2010,PT20,2,16.695
2011,NUTS,2010,PT3,1,15.69
2012,NUTS,2010,PT3,1,14.633
2013,NUTS,2010,PT3,1,17.252
2014,NUTS,2010,PT3,1,18.271
2015,NUTS,2010,PT3,1,18.622
2016,NUTS,2010,PT3,1,16.589
2017,NUTS,2010,PT3,1,19.946
2018,NUTS,2010,PT3,1,22.565
2019,NUTS,2010,PT3,1,26.355
2020,NUTS,2010,PT3,1,26.964
2011,NUTS,2010,PT30,2,15.69
2012,NUTS,2010,PT30,2,14.633
2013,NUTS,2010,PT30,2,17.252
2014,NUTS,2010,PT30,2,18.271
2015,NUTS,2010,PT30,2,18.622
2016,NUTS,2010,PT30,2,16.589
2017,NUTS,2010,PT30,2,19.946
2018,NUTS,2010,PT30,2,22.565
2019,NUTS,2010,PT30,2,26.355
2020,NUTS,2010,PT30,2,26.964
2011,NUTS,2010,RO,0,1340.209
2012,NUTS,2010,RO,0,1357.237
2013,NUTS,2010,RO,0,1107.02
2014,NUTS,2010,RO,0,1124.505
2015,NUTS,2010,RO,0,1503.084
2016,NUTS,2010,RO,0,1597.957
2017,NUTS,2010,RO,0,1837.215
2018,NUTS,2010,RO,0,1941.968
2019,NUTS,2010,RO,0,2008.777
2020,NUTS,2010,RO,0,1942.762
2011,NUTS,2010,RO1,1,204.713
2012,NUTS,2010,RO1,1,213.602
2013,NUTS,2010,RO1,1,144.1
2014,NUTS,2010,RO1,1,193.07
2015,NUTS,2010,RO1,1,256.801
2016,NUTS,2010,RO1,1,218.211
2017,NUTS,2010,RO1,1,214.328
2018,NUTS,2010,RO1,1,237.612
2019,NUTS,2010,RO1,1,235.261
2011,NUTS,2010,RO11,2,145.128
2012,NUTS,2010,RO11,2,141.083
2013,NUTS,2010,RO11,2,101.867
2014,NUTS,2010,RO11,2,89.786
2015,NUTS,2010,RO11,2,145.43
2016,NUTS,2010,RO11,2,99.669
2017,NUTS,2010,RO11,2,105.375
2018,NUTS,2010,RO11,2,101.842
2019,NUTS,2010,RO11,2,91.298
2011,NUTS,2010,RO12,2,59.585
2012,NUTS,2010,RO12,2,72.519
2013,NUTS,2010,RO12,2,42.233
2014,NUTS,2010,RO12,2,103.284
2015,NUTS,2010,RO12,2,111.371
2016,NUTS,2010,RO12,2,118.542
2017,NUTS,2010,RO12,2,108.953
2018,NUTS,2010,RO12,2,135.77
2019,NUTS,2010,RO12,2,143.963
2011,NUTS,2010,RO2,1,113.329
2012,NUTS,2010,RO2,1,141.295
2013,NUTS,2010,RO2,1,109.638
2014,NUTS,2010,RO2,1,105.595
2015,NUTS,2010,RO2,1,162.998
2016,NUTS,2010,RO2,1,103.433
2017,NUTS,2010,RO2,1,91.829
2018,NUTS,2010,RO2,1,112.171
2019,NUTS,2010,RO2,1,166.422
2011,NUTS,2010,RO21,2,82.833
2012,NUTS,2010,RO21,2,115.759
2013,NUTS,2010,RO21,2,88.794
2014,NUTS,2010,RO21,2,84.247
2015,NUTS,2010,RO21,2,135.387
2016,NUTS,2010,RO21,2,74.199
2017,NUTS,2010,RO21,2,65.53
2018,NUTS,2010,RO21,2,78.393
2019,NUTS,2010,RO21,2,131.438
2011,NUTS,2010,RO22,2,30.496
2012,NUTS,2010,RO22,2,25.536
2013,NUTS,2010,RO22,2,20.844
2014,NUTS,2010,RO22,2,21.348
2015,NUTS,2010,RO22,2,27.612
2016,NUTS,2010,RO22,2,29.234
2017,NUTS,2010,RO22,2,26.3
2018,NUTS,2010,RO22,2,33.777
2019,NUTS,2010,RO22,2,34.984
2011,NUTS,2010,RO3,1,901.239
2012,NUTS,2010,RO3,1,901.07
2013,NUTS,2010,RO3,1,739.426
2014,NUTS,2010,RO3,1,744.187
2015,NUTS,2010,RO3,1,910.609
2016,NUTS,2010,RO3,1,1097.258
2017,NUTS,2010,RO3,1,1340.734
2018,NUTS,2010,RO3,1,1370.172
2019,NUTS,2010,RO3,1,1417.044
2011,NUTS,2010,RO31,2,127.846
2012,NUTS,2010,RO31,2,156.662
2013,NUTS,2010,RO31,2,118.765
2014,NUTS,2010,RO31,2,130.483
2015,NUTS,2010,RO31,2,131.767
2016,NUTS,2010,RO31,2,154.934
2017,NUTS,2010,RO31,2,145.96
2018,NUTS,2010,RO31,2,148.183
2019,NUTS,2010,RO31,2,172.469
2011,NUTS,2010,RO32,2,773.394
2012,NUTS,2010,RO32,2,744.408
2013,NUTS,2010,RO32,2,620.661
2014,NUTS,2010,RO32,2,613.704
2015,NUTS,2010,RO32,2,778.843
2016,NUTS,2010,RO32,2,942.324
2017,NUTS,2010,RO32,2,1194.774
2018,NUTS,2010,RO32,2,1221.989
2019,NUTS,2010,RO32,2,1244.574
2011,NUTS,2010,RO4,1,120.928
2012,NUTS,2010,RO4,1,101.271
2013,NUTS,2010,RO4,1,113.855
2014,NUTS,2010,RO4,1,81.653
2015,NUTS,2010,RO4,1,172.676
2016,NUTS,2010,RO4,1,179.056
2017,NUTS,2010,RO4,1,190.324
2018,NUTS,2010,RO4,1,222.013
2019,NUTS,2010,RO4,1,190.05
2011,NUTS,2010,RO41,2,60.423
2012,NUTS,2010,RO41,2,27.554
2013,NUTS,2010,RO41,2,39.984
2014,NUTS,2010,RO41,2,32.208
2015,NUTS,2010,RO41,2,47.024
2016,NUTS,2010,RO41,2,35.025
2017,NUTS,2010,RO41,2,54.578
2018,NUTS,2010,RO41,2,69.634
2019,NUTS,2010,RO41,2,38.826
2011,NUTS,2010,RO42,2,60.504
2012,NUTS,2010,RO42,2,73.717
2013,NUTS,2010,RO42,2,73.872
2014,NUTS,2010,RO42,2,49.446
2015,NUTS,2010,RO42,2,125.652
2016,NUTS,2010,RO42,2,144.03
2017,NUTS,2010,RO42,2,135.746
2018,NUTS,2010,RO42,2,152.38
2019,NUTS,2010,RO42,2,151.224
2011,NUTS,2010,RS,0,506.553
2012,NUTS,2010,RS,0,632.214
2013,NUTS,2010,RS,0,516.905
2014,NUTS,2010,RS,0,541.565
2015,NUTS,2010,RS,0,617.449
2016,NUTS,2010,RS,0,651.466
2017,NUTS,2010,RS,0,698.636
2018,NUTS,2010,RS,0,771.015
2019,NUTS,2010,RS,0,788.54
2020,NUTS,2010,RS,0,797.464
2018,NUTS,2010,RS1,1,716.527
2019,NUTS,2010,RS1,1,730.911
2020,NUTS,2010,RS1,1,734.046
