year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_total_rse_fte
2004,NUTS,2010,ITI1,2,1421.0
2005,NUTS,2010,ITI1,2,2103.0
2007,NUTS,2010,ITI1,2,2443.0
2008,NUTS,2010,ITI1,2,2625.0
2009,NUTS,2010,ITI1,2,2873.0
2010,NUTS,2010,ITI1,2,2927.0
2011,NUTS,2010,ITI1,2,3119.0
2012,NUTS,2010,ITI1,2,3412.0
2013,NUTS,2010,ITI1,2,3482.0
2014,NUTS,2010,ITI1,2,3261.0
2015,NUTS,2010,ITI1,2,3655.0
2016,NUTS,2010,ITI1,2,3729.0
2017,NUTS,2010,ITI1,2,3885.0
2018,NUTS,2010,ITI1,2,4505.0
2019,NUTS,2010,ITI1,2,4544.0
2003,NUTS,2010,ITI2,2,289.0
2004,NUTS,2010,ITI2,2,288.0
2005,NUTS,2010,ITI2,2,488.0
2007,NUTS,2010,ITI2,2,531.0
2008,NUTS,2010,ITI2,2,490.0
2009,NUTS,2010,ITI2,2,458.0
2010,NUTS,2010,ITI2,2,468.0
2011,NUTS,2010,ITI2,2,519.0
2012,NUTS,2010,ITI2,2,581.0
2013,NUTS,2010,ITI2,2,566.0
2014,NUTS,2010,ITI2,2,587.0
2015,NUTS,2010,ITI2,2,
2016,NUTS,2010,ITI2,2,
2017,NUTS,2010,ITI2,2,582.0
2018,NUTS,2010,ITI2,2,676.0
2019,NUTS,2010,ITI2,2,695.0
2003,NUTS,2010,ITI3,2,316.0
2004,NUTS,2010,ITI3,2,329.0
2005,NUTS,2010,ITI3,2,508.0
2007,NUTS,2010,ITI3,2,499.0
2008,NUTS,2010,ITI3,2,470.0
2009,NUTS,2010,ITI3,2,499.0
2010,NUTS,2010,ITI3,2,511.0
2011,NUTS,2010,ITI3,2,521.0
2012,NUTS,2010,ITI3,2,533.0
2013,NUTS,2010,ITI3,2,622.0
2014,NUTS,2010,ITI3,2,659.0
2015,NUTS,2010,ITI3,2,688.0
2016,NUTS,2010,ITI3,2,804.0
2017,NUTS,2010,ITI3,2,949.0
2018,NUTS,2010,ITI3,2,962.0
2019,NUTS,2010,ITI3,2,978.0
2003,NUTS,2010,ITI4,2,4574.0
2004,NUTS,2010,ITI4,2,4624.0
2005,NUTS,2010,ITI4,2,5235.0
2007,NUTS,2010,ITI4,2,5617.0
2008,NUTS,2010,ITI4,2,5398.0
2009,NUTS,2010,ITI4,2,6008.0
2010,NUTS,2010,ITI4,2,6294.0
2011,NUTS,2010,ITI4,2,6467.0
2012,NUTS,2010,ITI4,2,6608.0
2013,NUTS,2010,ITI4,2,7010.0
2014,NUTS,2010,ITI4,2,6955.0
2015,NUTS,2010,ITI4,2,7456.0
2016,NUTS,2010,ITI4,2,8016.0
2017,NUTS,2010,ITI4,2,7946.0
2018,NUTS,2010,ITI4,2,8270.0
2019,NUTS,2010,ITI4,2,9142.0
1998,NUTS,2010,KR,0,6032.0
2000,NUTS,2010,LT,0,3388.0
2001,NUTS,2010,LT,0,3766.0
2002,NUTS,2010,LT,0,2989.0
2003,NUTS,2010,LT,0,3196.0
2004,NUTS,2010,LT,0,3481.0
2005,NUTS,2010,LT,0,3706.0
2006,NUTS,2010,LT,0,3907.0
2007,NUTS,2010,LT,0,4114.0
2008,NUTS,2010,LT,0,4227.0
2009,NUTS,2010,LT,0,4283.0
2010,NUTS,2010,LT,0,4367.0
2011,NUTS,2010,LT,0,4099.0
2012,NUTS,2010,LT,0,4026.0
2013,NUTS,2010,LT,0,4140.0
2014,NUTS,2010,LT,0,4221.0
2015,NUTS,2010,LT,0,3828.0
2016,NUTS,2010,LT,0,3987.0
2017,NUTS,2010,LT,0,4033.0
2018,NUTS,2010,LT,0,4046.0
2019,NUTS,2010,LT,0,4320.0
2015,NUTS,2010,LT01,2,2309.0
2016,NUTS,2010,LT01,2,2335.0
2017,NUTS,2010,LT01,2,2328.0
2018,NUTS,2010,LT01,2,2359.0
2019,NUTS,2010,LT01,2,2425.0
2015,NUTS,2010,LT02,2,1519.0
2016,NUTS,2010,LT02,2,1652.0
2017,NUTS,2010,LT02,2,1705.0
2018,NUTS,2010,LT02,2,1687.0
2019,NUTS,2010,LT02,2,1895.0
2005,NUTS,2010,LU,0,392.0
2009,NUTS,2010,LU,0,534.0
2011,NUTS,2010,LU,0,648.0
2013,NUTS,2010,LU,0,683.0
2014,NUTS,2010,LU,0,615.0
2015,NUTS,2010,LU,0,724.0
2017,NUTS,2010,LU,0,802.0
2019,NUTS,2010,LU,0,839.0
1995,NUTS,2010,LV,0,1413.0
1996,NUTS,2010,LV,0,1324.0
1997,NUTS,2010,LV,0,1197.0
1998,NUTS,2010,LV,0,1201.0
1999,NUTS,2010,LV,0,1277.0
2000,NUTS,2010,LV,0,1880.0
2001,NUTS,2010,LV,0,1927.0
2002,NUTS,2010,LV,0,1835.0
2003,NUTS,2010,LV,0,1707.0
2004,NUTS,2010,LV,0,1806.0
2005,NUTS,2010,LV,0,1636.0
2006,NUTS,2010,LV,0,1868.0
2007,NUTS,2010,LV,0,2063.0
2008,NUTS,2010,LV,0,2172.0
2009,NUTS,2010,LV,0,1823.0
2010,NUTS,2010,LV,0,1823.0
2011,NUTS,2010,LV,0,2045.0
2012,NUTS,2010,LV,0,1985.0
2013,NUTS,2010,LV,0,1829.0
2015,NUTS,2010,LV,0,1809.0
2016,NUTS,2010,LV,0,1580.0
2017,NUTS,2010,LV,0,1769.0
2018,NUTS,2010,LV,0,1697.0
2019,NUTS,2010,LV,0,1773.0
2011,NUTS,2010,ME,0,198.0
2013,NUTS,2010,ME,0,184.0
2014,NUTS,2010,ME,0,199.0
2015,NUTS,2010,ME,0,240.0
2017,NUTS,2010,ME,0,208.0
2018,NUTS,2010,ME,0,224.0
2019,NUTS,2010,ME,0,241.0
2005,NUTS,2010,MK,0,577.0
2006,NUTS,2010,MK,0,548.0
2007,NUTS,2010,MK,0,545.0
2008,NUTS,2010,MK,0,527.0
2009,NUTS,2010,MK,0,481.0
2010,NUTS,2010,MK,0,620.0
2011,NUTS,2010,MK,0,532.0
2012,NUTS,2010,MK,0,686.0
2015,NUTS,2010,MK,0,905.0
2016,NUTS,2010,MK,0,960.0
2017,NUTS,2010,MK,0,856.0
2018,NUTS,2010,MK,0,936.0
2019,NUTS,2010,MK,0,924.0
2004,NUTS,2010,MT,0,109.0
2005,NUTS,2010,MT,0,121.0
2006,NUTS,2010,MT,0,132.0
2007,NUTS,2010,MT,0,123.0
2008,NUTS,2010,MT,0,149.0
2009,NUTS,2010,MT,0,144.0
2010,NUTS,2010,MT,0,150.0
2011,NUTS,2010,MT,0,185.0
2012,NUTS,2010,MT,0,234.0
2013,NUTS,2010,MT,0,236.0
2014,NUTS,2010,MT,0,233.0
2015,NUTS,2010,MT,0,218.0
2016,NUTS,2010,MT,0,238.0
2017,NUTS,2010,MT,0,275.0
2018,NUTS,2010,MT,0,275.0
2019,NUTS,2010,MT,0,299.0
2011,NUTS,2010,NL,0,15629.0
2012,NUTS,2010,NL,0,18434.0
2011,NUTS,2010,NL1,1,974.0
2012,NUTS,2010,NL1,1,1147.0
2011,NUTS,2010,NL11,2,769.0
2012,NUTS,2010,NL11,2,855.0
2011,NUTS,2010,NL12,2,96.0
2012,NUTS,2010,NL12,2,166.0
2011,NUTS,2010,NL13,2,110.0
2012,NUTS,2010,NL13,2,127.0
2011,NUTS,2010,NL2,1,2719.0
2012,NUTS,2010,NL2,1,3499.0
2011,NUTS,2010,NL21,2,635.0
2012,NUTS,2010,NL21,2,735.0
2011,NUTS,2010,NL22,2,1917.0
2012,NUTS,2010,NL22,2,2482.0
2011,NUTS,2010,NL23,2,166.0
2012,NUTS,2010,NL23,2,282.0
2011,NUTS,2010,NL3,1,9399.0
2012,NUTS,2010,NL3,1,10597.0
2011,NUTS,2010,NL31,2,1735.0
2012,NUTS,2010,NL31,2,2106.0
2011,NUTS,2010,NL32,2,3978.0
2012,NUTS,2010,NL32,2,4431.0
2011,NUTS,2010,NL33,2,3653.0
2012,NUTS,2010,NL33,2,4013.0
2011,NUTS,2010,NL34,2,33.0
2012,NUTS,2010,NL34,2,46.0
2011,NUTS,2010,NL4,1,2537.0
2012,NUTS,2010,NL4,1,3192.0
2011,NUTS,2010,NL41,2,1631.0
2012,NUTS,2010,NL41,2,2050.0
2011,NUTS,2010,NL42,2,907.0
2012,NUTS,2010,NL42,2,1142.0
2000,NUTS,2010,PL,0,33572.0
2003,NUTS,2010,PL,0,21947.0
2004,NUTS,2010,PL,0,22684.0
2005,NUTS,2010,PL,0,24521.0
2006,NUTS,2010,PL,0,22903.0
2007,NUTS,2010,PL,0,24186.0
2008,NUTS,2010,PL,0,23524.0
2009,NUTS,2010,PL,0,23314.0
2010,NUTS,2010,PL,0,24745.0
2011,NUTS,2010,PL,0,24450.0
2012,NUTS,2010,PL,0,24609.0
2013,NUTS,2010,PL,0,25901.0
2014,NUTS,2010,PL,0,27765.0
2015,NUTS,2010,PL,0,29190.0
2016,NUTS,2010,PL,0,30158.0
2017,NUTS,2010,PL,0,40618.0
2018,NUTS,2010,PL,0,41466.0
2019,NUTS,2010,PL,0,42804.0
2000,NUTS,2010,PL1,1,8490.0
2003,NUTS,2010,PL1,1,7717.0
2004,NUTS,2010,PL1,1,7983.0
2005,NUTS,2010,PL1,1,10407.0
2006,NUTS,2010,PL1,1,8783.0
2007,NUTS,2010,PL1,1,8906.0
2008,NUTS,2010,PL1,1,8222.0
2009,NUTS,2010,PL1,1,8980.0
2010,NUTS,2010,PL1,1,9015.0
2011,NUTS,2010,PL1,1,8268.0
2012,NUTS,2010,PL1,1,8541.0
2013,NUTS,2010,PL1,1,9098.0
2014,NUTS,2010,PL1,1,9631.0
2015,NUTS,2010,PL1,1,9960.0
2000,NUTS,2010,PL11,2,1906.0
2003,NUTS,2010,PL11,2,1452.0
2004,NUTS,2010,PL11,2,1450.0
2005,NUTS,2010,PL11,2,8870.0
2006,NUTS,2010,PL11,2,1661.0
2007,NUTS,2010,PL11,2,1697.0
2008,NUTS,2010,PL11,2,1638.0
2009,NUTS,2010,PL11,2,1954.0
2010,NUTS,2010,PL11,2,1882.0
2011,NUTS,2010,PL11,2,1601.0
2012,NUTS,2010,PL11,2,1917.0
2013,NUTS,2010,PL11,2,1802.0
2014,NUTS,2010,PL11,2,1836.0
2015,NUTS,2010,PL11,2,1881.0
2000,NUTS,2010,PL12,2,6584.0
2003,NUTS,2010,PL12,2,6265.0
2004,NUTS,2010,PL12,2,6533.0
2005,NUTS,2010,PL12,2,1537.0
2006,NUTS,2010,PL12,2,7121.0
2007,NUTS,2010,PL12,2,7209.0
2008,NUTS,2010,PL12,2,6584.0
2009,NUTS,2010,PL12,2,7026.0
2010,NUTS,2010,PL12,2,7133.0
2011,NUTS,2010,PL12,2,6667.0
2012,NUTS,2010,PL12,2,6624.0
2013,NUTS,2010,PL12,2,7296.0
2014,NUTS,2010,PL12,2,7795.0
2015,NUTS,2010,PL12,2,8079.0
2000,NUTS,2010,PL2,1,2798.0
2003,NUTS,2010,PL2,1,5087.0
2004,NUTS,2010,PL2,1,5350.0
2005,NUTS,2010,PL2,1,8552.0
2006,NUTS,2010,PL2,1,4233.0
2007,NUTS,2010,PL2,1,4564.0
2008,NUTS,2010,PL2,1,4395.0
2009,NUTS,2010,PL2,1,4502.0
2010,NUTS,2010,PL2,1,4981.0
2011,NUTS,2010,PL2,1,5233.0
2012,NUTS,2010,PL2,1,5095.0
2013,NUTS,2010,PL2,1,5372.0
2014,NUTS,2010,PL2,1,5927.0
2015,NUTS,2010,PL2,1,6308.0
2016,NUTS,2010,PL2,1,6171.0
2017,NUTS,2010,PL2,1,8383.0
2018,NUTS,2010,PL2,1,8378.0
2019,NUTS,2010,PL2,1,9561.0
2000,NUTS,2010,PL21,2,1410.0
2003,NUTS,2010,PL21,2,3277.0
2004,NUTS,2010,PL21,2,3504.0
2005,NUTS,2010,PL21,2,5357.0
2006,NUTS,2010,PL21,2,2164.0
2007,NUTS,2010,PL21,2,2509.0
2008,NUTS,2010,PL21,2,2505.0
2009,NUTS,2010,PL21,2,2555.0
2010,NUTS,2010,PL21,2,2975.0
2011,NUTS,2010,PL21,2,3278.0
2012,NUTS,2010,PL21,2,3025.0
2013,NUTS,2010,PL21,2,3267.0
2014,NUTS,2010,PL21,2,3683.0
2015,NUTS,2010,PL21,2,3967.0
2016,NUTS,2010,PL21,2,3745.0
2017,NUTS,2010,PL21,2,5553.0
2018,NUTS,2010,PL21,2,5523.0
2019,NUTS,2010,PL21,2,5673.0
2000,NUTS,2010,PL22,2,1388.0
2003,NUTS,2010,PL22,2,1810.0
2004,NUTS,2010,PL22,2,1846.0
2005,NUTS,2010,PL22,2,3196.0
2006,NUTS,2010,PL22,2,2070.0
2007,NUTS,2010,PL22,2,2056.0
2008,NUTS,2010,PL22,2,1890.0
2009,NUTS,2010,PL22,2,1948.0
2010,NUTS,2010,PL22,2,2006.0
2011,NUTS,2010,PL22,2,1954.0
2012,NUTS,2010,PL22,2,2070.0
2013,NUTS,2010,PL22,2,2104.0
2014,NUTS,2010,PL22,2,2244.0
2015,NUTS,2010,PL22,2,2341.0
2016,NUTS,2010,PL22,2,2426.0
2017,NUTS,2010,PL22,2,2831.0
2018,NUTS,2010,PL22,2,2855.0
2019,NUTS,2010,PL22,2,3887.0
2000,NUTS,2010,PL3,1,1875.0
2003,NUTS,2010,PL3,1,2131.0
2004,NUTS,2010,PL3,1,2020.0
2005,NUTS,2010,PL3,1,4195.0
2006,NUTS,2010,PL3,1,2291.0
2007,NUTS,2010,PL3,1,2363.0
2008,NUTS,2010,PL3,1,2532.0
2009,NUTS,2010,PL3,1,2600.0
2010,NUTS,2010,PL3,1,3017.0
2011,NUTS,2010,PL3,1,2803.0
2012,NUTS,2010,PL3,1,2723.0
2013,NUTS,2010,PL3,1,2975.0
2014,NUTS,2010,PL3,1,3197.0
2015,NUTS,2010,PL3,1,3602.0
2000,NUTS,2010,PL31,2,1258.0
2003,NUTS,2010,PL31,2,1106.0
2004,NUTS,2010,PL31,2,1145.0
2005,NUTS,2010,PL31,2,2371.0
2006,NUTS,2010,PL31,2,1183.0
2007,NUTS,2010,PL31,2,1252.0
2008,NUTS,2010,PL31,2,1140.0
2009,NUTS,2010,PL31,2,1215.0
2010,NUTS,2010,PL31,2,1252.0
2011,NUTS,2010,PL31,2,1274.0
2012,NUTS,2010,PL31,2,1292.0
2013,NUTS,2010,PL31,2,1304.0
2014,NUTS,2010,PL31,2,1350.0
2015,NUTS,2010,PL31,2,1357.0
2000,NUTS,2010,PL32,2,109.0
2003,NUTS,2010,PL32,2,239.0
2004,NUTS,2010,PL32,2,244.0
2005,NUTS,2010,PL32,2,1233.0
2006,NUTS,2010,PL32,2,287.0
2007,NUTS,2010,PL32,2,290.0
2008,NUTS,2010,PL32,2,343.0
2009,NUTS,2010,PL32,2,343.0
2010,NUTS,2010,PL32,2,736.0
2011,NUTS,2010,PL32,2,598.0
2012,NUTS,2010,PL32,2,606.0
2013,NUTS,2010,PL32,2,707.0
2014,NUTS,2010,PL32,2,777.0
2015,NUTS,2010,PL32,2,1066.0
2000,NUTS,2010,PL33,2,34.0
2003,NUTS,2010,PL33,2,257.0
2004,NUTS,2010,PL33,2,220.0
2005,NUTS,2010,PL33,2,301.0
2006,NUTS,2010,PL33,2,234.0
2007,NUTS,2010,PL33,2,291.0
2008,NUTS,2010,PL33,2,390.0
2009,NUTS,2010,PL33,2,401.0
2010,NUTS,2010,PL33,2,
2011,NUTS,2010,PL33,2,299.0
2012,NUTS,2010,PL33,2,109.0
2013,NUTS,2010,PL33,2,339.0
2014,NUTS,2010,PL33,2,387.0
2015,NUTS,2010,PL33,2,456.0
2000,NUTS,2010,PL34,2,474.0
2003,NUTS,2010,PL34,2,529.0
2004,NUTS,2010,PL34,2,411.0
2005,NUTS,2010,PL34,2,289.0
2006,NUTS,2010,PL34,2,587.0
2007,NUTS,2010,PL34,2,530.0
2008,NUTS,2010,PL34,2,660.0
2009,NUTS,2010,PL34,2,642.0
2010,NUTS,2010,PL34,2,
2011,NUTS,2010,PL34,2,631.0
2012,NUTS,2010,PL34,2,717.0
2013,NUTS,2010,PL34,2,625.0
2014,NUTS,2010,PL34,2,683.0
2015,NUTS,2010,PL34,2,722.0
2000,NUTS,2010,PL4,1,1714.0
2003,NUTS,2010,PL4,1,2631.0
2004,NUTS,2010,PL4,1,2679.0
2005,NUTS,2010,PL4,1,5215.0
2006,NUTS,2010,PL4,1,2729.0
2007,NUTS,2010,PL4,1,3266.0
2008,NUTS,2010,PL4,1,3150.0
2009,NUTS,2010,PL4,1,2470.0
2010,NUTS,2010,PL4,1,2855.0
2011,NUTS,2010,PL4,1,2878.0
2012,NUTS,2010,PL4,1,2753.0
2013,NUTS,2010,PL4,1,2561.0
2014,NUTS,2010,PL4,1,2964.0
2015,NUTS,2010,PL4,1,3104.0
2016,NUTS,2010,PL4,1,3034.0
2017,NUTS,2010,PL4,1,3880.0
2018,NUTS,2010,PL4,1,3985.0
2019,NUTS,2010,PL4,1,3740.0
2000,NUTS,2010,PL41,2,1202.0
2003,NUTS,2010,PL41,2,1633.0
2004,NUTS,2010,PL41,2,1657.0
2005,NUTS,2010,PL41,2,2778.0
2006,NUTS,2010,PL41,2,1750.0
2007,NUTS,2010,PL41,2,2084.0
2008,NUTS,2010,PL41,2,2038.0
2009,NUTS,2010,PL41,2,1526.0
2010,NUTS,2010,PL41,2,1867.0
2011,NUTS,2010,PL41,2,1896.0
2012,NUTS,2010,PL41,2,1835.0
2013,NUTS,2010,PL41,2,1616.0
2014,NUTS,2010,PL41,2,1834.0
2015,NUTS,2010,PL41,2,1980.0
2016,NUTS,2010,PL41,2,1977.0
2017,NUTS,2010,PL41,2,2290.0
2018,NUTS,2010,PL41,2,
2019,NUTS,2010,PL41,2,2392.0
2000,NUTS,2010,PL42,2,386.0
2003,NUTS,2010,PL42,2,670.0
2004,NUTS,2010,PL42,2,690.0
2005,NUTS,2010,PL42,2,1646.0
2006,NUTS,2010,PL42,2,710.0
2007,NUTS,2010,PL42,2,865.0
2008,NUTS,2010,PL42,2,841.0
2009,NUTS,2010,PL42,2,718.0
2010,NUTS,2010,PL42,2,
2011,NUTS,2010,PL42,2,
2012,NUTS,2010,PL42,2,718.0
2013,NUTS,2010,PL42,2,663.0
2014,NUTS,2010,PL42,2,834.0
2015,NUTS,2010,PL42,2,806.0
2016,NUTS,2010,PL42,2,755.0
2017,NUTS,2010,PL42,2,1219.0
2018,NUTS,2010,PL42,2,1269.0
2019,NUTS,2010,PL42,2,
2000,NUTS,2010,PL43,2,126.0
2003,NUTS,2010,PL43,2,328.0
2004,NUTS,2010,PL43,2,332.0
2005,NUTS,2010,PL43,2,791.0
2006,NUTS,2010,PL43,2,269.0
2007,NUTS,2010,PL43,2,317.0
2008,NUTS,2010,PL43,2,271.0
2009,NUTS,2010,PL43,2,226.0
2010,NUTS,2010,PL43,2,
2011,NUTS,2010,PL43,2,
2012,NUTS,2010,PL43,2,200.0
2013,NUTS,2010,PL43,2,282.0
2014,NUTS,2010,PL43,2,297.0
2015,NUTS,2010,PL43,2,317.0
2016,NUTS,2010,PL43,2,302.0
2017,NUTS,2010,PL43,2,371.0
2018,NUTS,2010,PL43,2,
2019,NUTS,2010,PL43,2,
2000,NUTS,2010,PL5,1,1471.0
2003,NUTS,2010,PL5,1,1996.0
2004,NUTS,2010,PL5,1,2000.0
2005,NUTS,2010,PL5,1,3759.0
2006,NUTS,2010,PL5,1,1937.0
2007,NUTS,2010,PL5,1,2113.0
2008,NUTS,2010,PL5,1,2150.0
2009,NUTS,2010,PL5,1,2078.0
2010,NUTS,2010,PL5,1,2044.0
2011,NUTS,2010,PL5,1,2328.0
2012,NUTS,2010,PL5,1,2439.0
2013,NUTS,2010,PL5,1,2787.0
2014,NUTS,2010,PL5,1,2913.0
2015,NUTS,2010,PL5,1,2969.0
2016,NUTS,2010,PL5,1,2919.0
2017,NUTS,2010,PL5,1,4009.0
2018,NUTS,2010,PL5,1,4081.0
2019,NUTS,2010,PL5,1,
2000,NUTS,2010,PL51,2,1402.0
2003,NUTS,2010,PL51,2,1763.0
2004,NUTS,2010,PL51,2,1744.0
2005,NUTS,2010,PL51,2,2022.0
2006,NUTS,2010,PL51,2,1662.0
2007,NUTS,2010,PL51,2,1823.0
2008,NUTS,2010,PL51,2,1865.0
2009,NUTS,2010,PL51,2,1802.0
2010,NUTS,2010,PL51,2,1740.0
2011,NUTS,2010,PL51,2,2013.0
2012,NUTS,2010,PL51,2,2109.0
2013,NUTS,2010,PL51,2,2456.0
2014,NUTS,2010,PL51,2,2568.0
2015,NUTS,2010,PL51,2,2582.0
2016,NUTS,2010,PL51,2,2522.0
2017,NUTS,2010,PL51,2,
2018,NUTS,2010,PL51,2,3574.0
2019,NUTS,2010,PL51,2,3692.0
2000,NUTS,2010,PL52,2,69.0
2003,NUTS,2010,PL52,2,233.0
2004,NUTS,2010,PL52,2,256.0
2005,NUTS,2010,PL52,2,1737.0
2006,NUTS,2010,PL52,2,275.0
2007,NUTS,2010,PL52,2,291.0
2008,NUTS,2010,PL52,2,286.0
2009,NUTS,2010,PL52,2,276.0
2010,NUTS,2010,PL52,2,304.0
2011,NUTS,2010,PL52,2,315.0
2012,NUTS,2010,PL52,2,330.0
2013,NUTS,2010,PL52,2,332.0
2014,NUTS,2010,PL52,2,345.0
2015,NUTS,2010,PL52,2,386.0
2016,NUTS,2010,PL52,2,397.0
2017,NUTS,2010,PL52,2,
2018,NUTS,2010,PL52,2,507.0
2019,NUTS,2010,PL52,2,
2000,NUTS,2010,PL6,1,1112.0
2003,NUTS,2010,PL6,1,2512.0
2004,NUTS,2010,PL6,1,2653.0
2005,NUTS,2010,PL6,1,4543.0
2006,NUTS,2010,PL6,1,2930.0
2007,NUTS,2010,PL6,1,2974.0
2008,NUTS,2010,PL6,1,3075.0
2009,NUTS,2010,PL6,1,2684.0
2010,NUTS,2010,PL6,1,2834.0
2011,NUTS,2010,PL6,1,2941.0
2012,NUTS,2010,PL6,1,3058.0
2013,NUTS,2010,PL6,1,3108.0
2014,NUTS,2010,PL6,1,3133.0
2015,NUTS,2010,PL6,1,3248.0
2016,NUTS,2010,PL6,1,3491.0
2017,NUTS,2010,PL6,1,4820.0
2018,NUTS,2010,PL6,1,4689.0
2019,NUTS,2010,PL6,1,5321.0
2000,NUTS,2010,PL61,2,235.0
2003,NUTS,2010,PL61,2,879.0
2004,NUTS,2010,PL61,2,904.0
2005,NUTS,2010,PL61,2,3124.0
2006,NUTS,2010,PL61,2,1004.0
2007,NUTS,2010,PL61,2,1053.0
2008,NUTS,2010,PL61,2,1209.0
2009,NUTS,2010,PL61,2,851.0
2010,NUTS,2010,PL61,2,
2011,NUTS,2010,PL61,2,
2012,NUTS,2010,PL61,2,1019.0
2013,NUTS,2010,PL61,2,980.0
2014,NUTS,2010,PL61,2,973.0
2015,NUTS,2010,PL61,2,1072.0
2016,NUTS,2010,PL61,2,938.0
2017,NUTS,2010,PL61,2,1731.0
2018,NUTS,2010,PL61,2,
2019,NUTS,2010,PL61,2,
2000,NUTS,2010,PL62,2,80.0
2003,NUTS,2010,PL62,2,391.0
2004,NUTS,2010,PL62,2,399.0
2005,NUTS,2010,PL62,2,989.0
2006,NUTS,2010,PL62,2,445.0
2007,NUTS,2010,PL62,2,466.0
2008,NUTS,2010,PL62,2,490.0
2009,NUTS,2010,PL62,2,442.0
2010,NUTS,2010,PL62,2,
2011,NUTS,2010,PL62,2,
2012,NUTS,2010,PL62,2,543.0
2013,NUTS,2010,PL62,2,522.0
2014,NUTS,2010,PL62,2,574.0
2015,NUTS,2010,PL62,2,556.0
2016,NUTS,2010,PL62,2,598.0
2017,NUTS,2010,PL62,2,760.0
2018,NUTS,2010,PL62,2,
2019,NUTS,2010,PL62,2,
2000,NUTS,2010,PL63,2,797.0
2003,NUTS,2010,PL63,2,1242.0
2004,NUTS,2010,PL63,2,1350.0
2005,NUTS,2010,PL63,2,429.0
2006,NUTS,2010,PL63,2,1481.0
2007,NUTS,2010,PL63,2,1456.0
2008,NUTS,2010,PL63,2,1375.0
2009,NUTS,2010,PL63,2,1391.0
2010,NUTS,2010,PL63,2,1401.0
2011,NUTS,2010,PL63,2,1503.0
2012,NUTS,2010,PL63,2,1496.0
2013,NUTS,2010,PL63,2,1606.0
2014,NUTS,2010,PL63,2,1586.0
2015,NUTS,2010,PL63,2,1620.0
2016,NUTS,2010,PL63,2,1954.0
2017,NUTS,2010,PL63,2,2328.0
2018,NUTS,2010,PL63,2,2766.0
2019,NUTS,2010,PL63,2,2652.0
2016,NUTS,2010,PL7,1,2632.0
2017,NUTS,2010,PL7,1,3026.0
2018,NUTS,2010,PL7,1,2993.0
2019,NUTS,2010,PL7,1,
2016,NUTS,2010,PL71,2,2177.0
2017,NUTS,2010,PL71,2,2641.0
2018,NUTS,2010,PL71,2,
2019,NUTS,2010,PL71,2,2767.0
2016,NUTS,2010,PL72,2,455.0
2017,NUTS,2010,PL72,2,385.0
2018,NUTS,2010,PL72,2,
2019,NUTS,2010,PL72,2,
2016,NUTS,2010,PL8,1,3104.0
2017,NUTS,2010,PL8,1,3660.0
2018,NUTS,2010,PL8,1,4533.0
2019,NUTS,2010,PL8,1,
2016,NUTS,2010,PL81,2,1445.0
2017,NUTS,2010,PL81,2,1781.0
2018,NUTS,2010,PL81,2,
2019,NUTS,2010,PL81,2,
2016,NUTS,2010,PL82,2,1074.0
2017,NUTS,2010,PL82,2,1103.0
2018,NUTS,2010,PL82,2,
2019,NUTS,2010,PL82,2,980.0
2016,NUTS,2010,PL84,2,585.0
2017,NUTS,2010,PL84,2,775.0
2018,NUTS,2010,PL84,2,934.0
2019,NUTS,2010,PL84,2,955.0
2016,NUTS,2010,PL9,1,8807.0
2017,NUTS,2010,PL9,1,12841.0
2018,NUTS,2010,PL9,1,12807.0
2019,NUTS,2010,PL9,1,12516.0
2016,NUTS,2010,PL91,2,8490.0
2017,NUTS,2010,PL91,2,12430.0
2018,NUTS,2010,PL91,2,
2019,NUTS,2010,PL91,2,
2016,NUTS,2010,PL92,2,317.0
2017,NUTS,2010,PL92,2,411.0
2018,NUTS,2010,PL92,2,
2019,NUTS,2010,PL92,2,
2003,NUTS,2010,PLZ,1,0.0
2005,NUTS,2010,PLZ,1,1706.0
2003,NUTS,2010,PLZZ,2,0.0
2000,NUTS,2010,PT,0,7437.0
2001,NUTS,2010,PT,0,7940.0
2002,NUTS,2010,PT,0,8538.0
2003,NUTS,2010,PT,0,9136.0
2004,NUTS,2010,PT,0,9333.0
2005,NUTS,2010,PT,0,9530.0
2006,NUTS,2010,PT,0,10944.0
2007,NUTS,2010,PT,0,12359.0
2008,NUTS,2010,PT,0,17643.0
2009,NUTS,2010,PT,0,17792.0
2010,NUTS,2010,PT,0,18175.0
2011,NUTS,2010,PT,0,19347.0
2012,NUTS,2010,PT,0,18908.0
2013,NUTS,2010,PT,0,16921.0
2014,NUTS,2010,PT,0,16691.0
2015,NUTS,2010,PT,0,16769.0
2016,NUTS,2010,PT,0,17751.0
2017,NUTS,2010,PT,0,19383.0
2018,NUTS,2010,PT,0,20432.0
2019,NUTS,2010,PT,0,21279.0
2020,NUTS,2010,PT,0,22311.0
2001,NUTS,2010,PT1,1,7735.0
2003,NUTS,2010,PT1,1,8925.0
2004,NUTS,2010,PT1,1,9108.0
2005,NUTS,2010,PT1,1,9292.0
2006,NUTS,2010,PT1,1,10710.0
2007,NUTS,2010,PT1,1,12128.0
2008,NUTS,2010,PT1,1,17318.0
2009,NUTS,2010,PT1,1,17517.0
2010,NUTS,2010,PT1,1,17922.0
2011,NUTS,2010,PT1,1,19032.0
2012,NUTS,2010,PT1,1,18642.0
