year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_hc_hes_total
2012,NUTS,2010,ITF5,2,311.0
2013,NUTS,2010,ITF5,2,275.0
2015,NUTS,2010,ITF5,2,314.0
2016,NUTS,2010,ITF5,2,265.0
2017,NUTS,2010,ITF5,2,294.0
2018,NUTS,2010,ITF5,2,288.0
2019,NUTS,2010,ITF5,2,308.0
2003,NUTS,2010,ITF6,2,826.0
2004,NUTS,2010,ITF6,2,873.0
2005,NUTS,2010,ITF6,2,978.0
2007,NUTS,2010,ITF6,2,1171.0
2008,NUTS,2010,ITF6,2,1253.0
2009,NUTS,2010,ITF6,2,1132.0
2010,NUTS,2010,ITF6,2,1169.0
2011,NUTS,2010,ITF6,2,1030.0
2015,NUTS,2010,ITF6,2,1330.0
2016,NUTS,2010,ITF6,2,1192.0
2017,NUTS,2010,ITF6,2,1184.0
2018,NUTS,2010,ITF6,2,1278.0
2019,NUTS,2010,ITF6,2,1227.0
2003,NUTS,2010,ITG,1,6182.0
2004,NUTS,2010,ITG,1,6373.0
2005,NUTS,2010,ITG,1,7046.0
2007,NUTS,2010,ITG,1,7257.0
2008,NUTS,2010,ITG,1,7153.0
2009,NUTS,2010,ITG,1,7105.0
2010,NUTS,2010,ITG,1,6614.0
2011,NUTS,2010,ITG,1,6418.0
2012,NUTS,2010,ITG,1,6355.0
2013,NUTS,2010,ITG,1,6463.0
2014,NUTS,2010,ITG,1,6254.0
2015,NUTS,2010,ITG,1,6424.0
2016,NUTS,2010,ITG,1,5726.0
2017,NUTS,2010,ITG,1,5528.0
2018,NUTS,2010,ITG,1,5444.0
2019,NUTS,2010,ITG,1,5545.0
2003,NUTS,2010,ITG1,2,4439.0
2004,NUTS,2010,ITG1,2,4627.0
2005,NUTS,2010,ITG1,2,5152.0
2007,NUTS,2010,ITG1,2,5423.0
2008,NUTS,2010,ITG1,2,5128.0
2009,NUTS,2010,ITG1,2,5135.0
2010,NUTS,2010,ITG1,2,4679.0
2011,NUTS,2010,ITG1,2,4341.0
2012,NUTS,2010,ITG1,2,4180.0
2013,NUTS,2010,ITG1,2,4203.0
2014,NUTS,2010,ITG1,2,4142.0
2015,NUTS,2010,ITG1,2,4148.0
2016,NUTS,2010,ITG1,2,3992.0
2017,NUTS,2010,ITG1,2,3779.0
2018,NUTS,2010,ITG1,2,3739.0
2019,NUTS,2010,ITG1,2,3742.0
2003,NUTS,2010,ITG2,2,1743.0
2004,NUTS,2010,ITG2,2,1746.0
2005,NUTS,2010,ITG2,2,1894.0
2007,NUTS,2010,ITG2,2,1834.0
2008,NUTS,2010,ITG2,2,2025.0
2009,NUTS,2010,ITG2,2,1970.0
2010,NUTS,2010,ITG2,2,1935.0
2011,NUTS,2010,ITG2,2,2077.0
2012,NUTS,2010,ITG2,2,2175.0
2013,NUTS,2010,ITG2,2,2260.0
2014,NUTS,2010,ITG2,2,2112.0
2015,NUTS,2010,ITG2,2,2276.0
2016,NUTS,2010,ITG2,2,1734.0
2017,NUTS,2010,ITG2,2,1749.0
2018,NUTS,2010,ITG2,2,1705.0
2019,NUTS,2010,ITG2,2,1803.0
2003,NUTS,2010,ITH,1,10719.0
2004,NUTS,2010,ITH,1,11006.0
2005,NUTS,2010,ITH,1,12483.0
2007,NUTS,2010,ITH,1,14194.0
2008,NUTS,2010,ITH,1,13171.0
2009,NUTS,2010,ITH,1,13621.0
2010,NUTS,2010,ITH,1,13506.0
2011,NUTS,2010,ITH,1,14048.0
2012,NUTS,2010,ITH,1,14935.0
2013,NUTS,2010,ITH,1,14844.0
2014,NUTS,2010,ITH,1,14427.0
2015,NUTS,2010,ITH,1,14580.0
2016,NUTS,2010,ITH,1,15561.0
2017,NUTS,2010,ITH,1,15892.0
2018,NUTS,2010,ITH,1,16488.0
2019,NUTS,2010,ITH,1,16782.0
2003,NUTS,2010,ITH1,2,158.0
2004,NUTS,2010,ITH1,2,162.0
2005,NUTS,2010,ITH1,2,109.0
2007,NUTS,2010,ITH1,2,129.0
2008,NUTS,2010,ITH1,2,143.0
2009,NUTS,2010,ITH1,2,157.0
2010,NUTS,2010,ITH1,2,196.0
2011,NUTS,2010,ITH1,2,193.0
2012,NUTS,2010,ITH1,2,201.0
2013,NUTS,2010,ITH1,2,239.0
2014,NUTS,2010,ITH1,2,79.0
2015,NUTS,2010,ITH1,2,212.0
2016,NUTS,2010,ITH1,2,314.0
2017,NUTS,2010,ITH1,2,329.0
2018,NUTS,2010,ITH1,2,360.0
2019,NUTS,2010,ITH1,2,378.0
2003,NUTS,2010,ITH2,2,425.0
2004,NUTS,2010,ITH2,2,466.0
2005,NUTS,2010,ITH2,2,437.0
2007,NUTS,2010,ITH2,2,575.0
2008,NUTS,2010,ITH2,2,619.0
2009,NUTS,2010,ITH2,2,618.0
2010,NUTS,2010,ITH2,2,614.0
2011,NUTS,2010,ITH2,2,626.0
2012,NUTS,2010,ITH2,2,668.0
2013,NUTS,2010,ITH2,2,740.0
2014,NUTS,2010,ITH2,2,785.0
2015,NUTS,2010,ITH2,2,790.0
2016,NUTS,2010,ITH2,2,906.0
2017,NUTS,2010,ITH2,2,912.0
2018,NUTS,2010,ITH2,2,964.0
2019,NUTS,2010,ITH2,2,987.0
2003,NUTS,2010,ITH3,2,3351.0
2004,NUTS,2010,ITH3,2,3451.0
2005,NUTS,2010,ITH3,2,3959.0
2007,NUTS,2010,ITH3,2,4773.0
2008,NUTS,2010,ITH3,2,4354.0
2009,NUTS,2010,ITH3,2,4646.0
2010,NUTS,2010,ITH3,2,4691.0
2011,NUTS,2010,ITH3,2,4870.0
2012,NUTS,2010,ITH3,2,5374.0
2013,NUTS,2010,ITH3,2,5157.0
2014,NUTS,2010,ITH3,2,4983.0
2015,NUTS,2010,ITH3,2,5469.0
2016,NUTS,2010,ITH3,2,5909.0
2017,NUTS,2010,ITH3,2,6075.0
2018,NUTS,2010,ITH3,2,6484.0
2019,NUTS,2010,ITH3,2,6620.0
2003,NUTS,2010,ITH4,2,1740.0
2004,NUTS,2010,ITH4,2,1806.0
2005,NUTS,2010,ITH4,2,2008.0
2007,NUTS,2010,ITH4,2,1788.0
2008,NUTS,2010,ITH4,2,1613.0
2009,NUTS,2010,ITH4,2,1658.0
2010,NUTS,2010,ITH4,2,1572.0
2011,NUTS,2010,ITH4,2,1650.0
2012,NUTS,2010,ITH4,2,1710.0
2013,NUTS,2010,ITH4,2,1705.0
2014,NUTS,2010,ITH4,2,1638.0
2015,NUTS,2010,ITH4,2,1656.0
2016,NUTS,2010,ITH4,2,1588.0
2017,NUTS,2010,ITH4,2,1689.0
2018,NUTS,2010,ITH4,2,1710.0
2019,NUTS,2010,ITH4,2,1683.0
2003,NUTS,2010,ITH5,2,5045.0
2004,NUTS,2010,ITH5,2,5121.0
2005,NUTS,2010,ITH5,2,5970.0
2007,NUTS,2010,ITH5,2,6929.0
2008,NUTS,2010,ITH5,2,6442.0
2009,NUTS,2010,ITH5,2,6542.0
2010,NUTS,2010,ITH5,2,6433.0
2011,NUTS,2010,ITH5,2,6709.0
2012,NUTS,2010,ITH5,2,6982.0
2013,NUTS,2010,ITH5,2,7003.0
2014,NUTS,2010,ITH5,2,6942.0
2015,NUTS,2010,ITH5,2,6453.0
2016,NUTS,2010,ITH5,2,6844.0
2017,NUTS,2010,ITH5,2,6887.0
2018,NUTS,2010,ITH5,2,6970.0
2019,NUTS,2010,ITH5,2,7114.0
2003,NUTS,2010,ITI,1,14926.0
2004,NUTS,2010,ITI,1,15681.0
2005,NUTS,2010,ITI,1,17393.0
2007,NUTS,2010,ITI,1,18334.0
2008,NUTS,2010,ITI,1,17974.0
2009,NUTS,2010,ITI,1,18121.0
2010,NUTS,2010,ITI,1,17006.0
2011,NUTS,2010,ITI,1,17048.0
2012,NUTS,2010,ITI,1,17678.0
2013,NUTS,2010,ITI,1,18111.0
2014,NUTS,2010,ITI,1,16951.0
2015,NUTS,2010,ITI,1,17495.0
2016,NUTS,2010,ITI,1,17008.0
2017,NUTS,2010,ITI,1,17134.0
2018,NUTS,2010,ITI,1,17011.0
2019,NUTS,2010,ITI,1,17632.0
2003,NUTS,2010,ITI1,2,4996.0
2004,NUTS,2010,ITI1,2,5127.0
2005,NUTS,2010,ITI1,2,5948.0
2007,NUTS,2010,ITI1,2,6295.0
2008,NUTS,2010,ITI1,2,6771.0
2009,NUTS,2010,ITI1,2,6689.0
2010,NUTS,2010,ITI1,2,5851.0
2011,NUTS,2010,ITI1,2,6168.0
2012,NUTS,2010,ITI1,2,6448.0
2013,NUTS,2010,ITI1,2,6402.0
2014,NUTS,2010,ITI1,2,5780.0
2015,NUTS,2010,ITI1,2,5953.0
2016,NUTS,2010,ITI1,2,5773.0
2017,NUTS,2010,ITI1,2,6015.0
2018,NUTS,2010,ITI1,2,6217.0
2019,NUTS,2010,ITI1,2,6211.0
2003,NUTS,2010,ITI2,2,1368.0
2004,NUTS,2010,ITI2,2,1486.0
2005,NUTS,2010,ITI2,2,1592.0
2007,NUTS,2010,ITI2,2,1650.0
2008,NUTS,2010,ITI2,2,1565.0
2009,NUTS,2010,ITI2,2,1580.0
2010,NUTS,2010,ITI2,2,1503.0
2011,NUTS,2010,ITI2,2,1596.0
2012,NUTS,2010,ITI2,2,1587.0
2013,NUTS,2010,ITI2,2,1522.0
2014,NUTS,2010,ITI2,2,1527.0
2015,NUTS,2010,ITI2,2,1611.0
2016,NUTS,2010,ITI2,2,1465.0
2017,NUTS,2010,ITI2,2,1404.0
2018,NUTS,2010,ITI2,2,1464.0
2019,NUTS,2010,ITI2,2,1443.0
2003,NUTS,2010,ITI3,2,1196.0
2004,NUTS,2010,ITI3,2,1223.0
2005,NUTS,2010,ITI3,2,1437.0
2007,NUTS,2010,ITI3,2,1727.0
2008,NUTS,2010,ITI3,2,1717.0
2009,NUTS,2010,ITI3,2,1787.0
2010,NUTS,2010,ITI3,2,1717.0
2011,NUTS,2010,ITI3,2,1645.0
2012,NUTS,2010,ITI3,2,1682.0
2013,NUTS,2010,ITI3,2,1790.0
2014,NUTS,2010,ITI3,2,1704.0
2015,NUTS,2010,ITI3,2,1799.0
2016,NUTS,2010,ITI3,2,1731.0
2017,NUTS,2010,ITI3,2,1868.0
2018,NUTS,2010,ITI3,2,1668.0
2019,NUTS,2010,ITI3,2,1872.0
2003,NUTS,2010,ITI4,2,7366.0
2004,NUTS,2010,ITI4,2,7845.0
2005,NUTS,2010,ITI4,2,8416.0
2007,NUTS,2010,ITI4,2,8662.0
2008,NUTS,2010,ITI4,2,7921.0
2009,NUTS,2010,ITI4,2,8065.0
2010,NUTS,2010,ITI4,2,7935.0
2011,NUTS,2010,ITI4,2,7639.0
2012,NUTS,2010,ITI4,2,7961.0
2013,NUTS,2010,ITI4,2,8397.0
2014,NUTS,2010,ITI4,2,7940.0
2015,NUTS,2010,ITI4,2,8132.0
2016,NUTS,2010,ITI4,2,8039.0
2017,NUTS,2010,ITI4,2,7847.0
2018,NUTS,2010,ITI4,2,7662.0
2019,NUTS,2010,ITI4,2,8106.0
1996,NUTS,2010,JP,0,66470.0
1997,NUTS,2010,JP,0,69433.0
1998,NUTS,2010,JP,0,71870.0
1999,NUTS,2010,JP,0,74848.0
2000,NUTS,2010,JP,0,76453.0
2001,NUTS,2010,JP,0,79963.0
2002,NUTS,2010,JP,0,81895.0
2003,NUTS,2010,JP,0,85073.0
2004,NUTS,2010,JP,0,90544.0
2005,NUTS,2010,JP,0,92692.0
2006,NUTS,2010,JP,0,96855.0
2007,NUTS,2010,JP,0,100219.0
2008,NUTS,2010,JP,0,105035.0
2009,NUTS,2010,JP,0,109571.0
2010,NUTS,2010,JP,0,113582.0
2011,NUTS,2010,JP,0,117380.0
2012,NUTS,2010,JP,0,120644.0
2013,NUTS,2010,JP,0,124322.0
2014,NUTS,2010,JP,0,127709.0
2015,NUTS,2010,JP,0,129827.0
2016,NUTS,2010,JP,0,133047.0
2017,NUTS,2010,JP,0,135907.0
2018,NUTS,2010,JP,0,139060.0
2019,NUTS,2010,JP,0,142122.0
2001,NUTS,2010,KR,0,22571.0
2002,NUTS,2010,KR,0,25919.0
2003,NUTS,2010,KR,0,27926.0
2004,NUTS,2010,KR,0,29124.0
2005,NUTS,2010,KR,0,30983.0
2006,NUTS,2010,KR,0,34729.0
2007,NUTS,2010,KR,0,50873.0
2008,NUTS,2010,KR,0,53281.0
2009,NUTS,2010,KR,0,56545.0
2010,NUTS,2010,KR,0,61489.0
2011,NUTS,2010,KR,0,63418.0
2012,NUTS,2010,KR,0,63904.0
2013,NUTS,2010,KR,0,62060.0
2014,NUTS,2010,KR,0,65005.0
2015,NUTS,2010,KR,0,63359.0
2016,NUTS,2010,KR,0,65624.0
2017,NUTS,2010,KR,0,67102.0
2018,NUTS,2010,KR,0,70302.0
2019,NUTS,2010,KR,0,73050.0
2000,NUTS,2010,LT,0,4243.0
2001,NUTS,2010,LT,0,4893.0
2002,NUTS,2010,LT,0,5038.0
2003,NUTS,2010,LT,0,5565.0
2004,NUTS,2010,LT,0,6379.0
2005,NUTS,2010,LT,0,6203.0
2006,NUTS,2010,LT,0,6423.0
2007,NUTS,2010,LT,0,7336.0
2008,NUTS,2010,LT,0,7400.0
2009,NUTS,2010,LT,0,7541.0
2010,NUTS,2010,LT,0,7565.0
2011,NUTS,2010,LT,0,9531.0
2012,NUTS,2010,LT,0,9663.0
2013,NUTS,2010,LT,0,9491.0
2014,NUTS,2010,LT,0,9218.0
2015,NUTS,2010,LT,0,8603.0
2016,NUTS,2010,LT,0,8329.0
2017,NUTS,2010,LT,0,8029.0
2018,NUTS,2010,LT,0,8082.0
2019,NUTS,2010,LT,0,7811.0
2015,NUTS,2010,LT01,2,3937.0
2016,NUTS,2010,LT01,2,3743.0
2017,NUTS,2010,LT01,2,3514.0
2018,NUTS,2010,LT01,2,3487.0
2019,NUTS,2010,LT01,2,3208.0
2015,NUTS,2010,LT02,2,4666.0
2016,NUTS,2010,LT02,2,4586.0
2017,NUTS,2010,LT02,2,4515.0
2018,NUTS,2010,LT02,2,4595.0
2019,NUTS,2010,LT02,2,4603.0
2000,NUTS,2010,LU,0,9.0
2003,NUTS,2010,LU,0,23.0
2005,NUTS,2010,LU,0,58.0
2006,NUTS,2010,LU,0,89.0
2007,NUTS,2010,LU,0,97.0
2008,NUTS,2010,LU,0,166.0
2009,NUTS,2010,LU,0,232.0
2010,NUTS,2010,LU,0,236.0
2011,NUTS,2010,LU,0,267.0
2012,NUTS,2010,LU,0,305.0
2013,NUTS,2010,LU,0,368.0
2014,NUTS,2010,LU,0,532.0
2015,NUTS,2010,LU,0,577.0
2017,NUTS,2010,LU,0,594.0
2019,NUTS,2010,LU,0,686.0
1995,NUTS,2010,LV,0,1627.0
1996,NUTS,2010,LV,0,1518.0
1997,NUTS,2010,LV,0,1668.0
1998,NUTS,2010,LV,0,1892.0
1999,NUTS,2010,LV,0,2119.0
2000,NUTS,2010,LV,0,2641.0
2001,NUTS,2010,LV,0,2733.0
2002,NUTS,2010,LV,0,2808.0
2003,NUTS,2010,LV,0,2897.0
2004,NUTS,2010,LV,0,3134.0
2005,NUTS,2010,LV,0,2908.0
2006,NUTS,2010,LV,0,3322.0
2007,NUTS,2010,LV,0,3783.0
2008,NUTS,2010,LV,0,3898.0
2009,NUTS,2010,LV,0,3434.0
2010,NUTS,2010,LV,0,3174.0
2011,NUTS,2010,LV,0,3651.0
2012,NUTS,2010,LV,0,4222.0
2013,NUTS,2010,LV,0,3868.0
2014,NUTS,2010,LV,0,3955.0
2015,NUTS,2010,LV,0,4251.0
2016,NUTS,2010,LV,0,4357.0
2017,NUTS,2010,LV,0,4537.0
2018,NUTS,2010,LV,0,4658.0
2019,NUTS,2010,LV,0,4957.0
2011,NUTS,2010,ME,0,672.0
2013,NUTS,2010,ME,0,687.0
2014,NUTS,2010,ME,0,723.0
2015,NUTS,2010,ME,0,599.0
2017,NUTS,2010,ME,0,633.0
2018,NUTS,2010,ME,0,653.0
2019,NUTS,2010,ME,0,599.0
2005,NUTS,2010,MK,0,979.0
2006,NUTS,2010,MK,0,984.0
2007,NUTS,2010,MK,0,1005.0
2008,NUTS,2010,MK,0,897.0
2009,NUTS,2010,MK,0,796.0
2010,NUTS,2010,MK,0,849.0
2011,NUTS,2010,MK,0,878.0
2012,NUTS,2010,MK,0,966.0
2015,NUTS,2010,MK,0,1634.0
2016,NUTS,2010,MK,0,1601.0
2017,NUTS,2010,MK,0,1484.0
2018,NUTS,2010,MK,0,1554.0
2019,NUTS,2010,MK,0,1477.0
2002,NUTS,2010,MT,0,258.0
2003,NUTS,2010,MT,0,272.0
2004,NUTS,2010,MT,0,276.0
2005,NUTS,2010,MT,0,298.0
2006,NUTS,2010,MT,0,309.0
2007,NUTS,2010,MT,0,307.0
2008,NUTS,2010,MT,0,358.0
2009,NUTS,2010,MT,0,333.0
2010,NUTS,2010,MT,0,370.0
2011,NUTS,2010,MT,0,380.0
2012,NUTS,2010,MT,0,443.0
2013,NUTS,2010,MT,0,480.0
2014,NUTS,2010,MT,0,495.0
2015,NUTS,2010,MT,0,543.0
2016,NUTS,2010,MT,0,510.0
2017,NUTS,2010,MT,0,558.0
2018,NUTS,2010,MT,0,595.0
2019,NUTS,2010,MT,0,621.0
1999,NUTS,2010,NL,0,14033.0
2000,NUTS,2010,NL,0,14605.0
2001,NUTS,2010,NL,0,15080.0
2002,NUTS,2010,NL,0,15303.0
2003,NUTS,2010,NL,0,15737.0
2004,NUTS,2010,NL,0,16223.0
2005,NUTS,2010,NL,0,16124.0
2006,NUTS,2010,NL,0,16328.0
2007,NUTS,2010,NL,0,16723.0
2008,NUTS,2010,NL,0,17313.0
2009,NUTS,2010,NL,0,17992.0
2010,NUTS,2010,NL,0,18639.0
2011,NUTS,2010,NL,0,17061.0
2012,NUTS,2010,NL,0,17099.0
2013,NUTS,2010,NL,0,17451.0
2014,NUTS,2010,NL,0,18045.0
2015,NUTS,2010,NL,0,18335.0
2016,NUTS,2010,NL,0,18299.0
2017,NUTS,2010,NL,0,18995.0
2018,NUTS,2010,NL,0,19480.0
2019,NUTS,2010,NL,0,20542.0
2002,NUTS,2010,NL1,1,1196.0
2002,NUTS,2010,NL11,2,1196.0
2002,NUTS,2010,NL2,1,2484.0
2002,NUTS,2010,NL21,2,501.0
2002,NUTS,2010,NL22,2,1983.0
2002,NUTS,2010,NL3,1,7989.0
2011,NUTS,2010,NL3,1,9745.0
2012,NUTS,2010,NL3,1,9819.0
2002,NUTS,2010,NL31,2,1984.0
2002,NUTS,2010,NL32,2,2743.0
2002,NUTS,2010,NL33,2,3263.0
2002,NUTS,2010,NL4,1,1800.0
2002,NUTS,2010,NL41,2,823.0
2002,NUTS,2010,NL42,2,977.0
2003,NUTS,2010,NO,0,9621.0
2005,NUTS,2010,NO,0,11015.0
2007,NUTS,2010,NO,0,13232.0
2008,NUTS,2010,NO,0,13966.0
2009,NUTS,2010,NO,0,14596.0
2010,NUTS,2010,NO,0,14656.0
2011,NUTS,2010,NO,0,14805.0
2012,NUTS,2010,NO,0,14938.0
2013,NUTS,2010,NO,0,15992.0
2014,NUTS,2010,NO,0,16601.0
2015,NUTS,2010,NO,0,17562.0
2016,NUTS,2010,NO,0,18540.0
2017,NUTS,2010,NO,0,19512.0
2018,NUTS,2010,NO,0,20090.0
2019,NUTS,2010,NO,0,20780.0
2003,NUTS,2010,NO0,1,9621.0
2005,NUTS,2010,NO0,1,11015.0
2007,NUTS,2010,NO0,1,13232.0
2008,NUTS,2010,NO0,1,13966.0
2009,NUTS,2010,NO0,1,14596.0
2010,NUTS,2010,NO0,1,14656.0
2011,NUTS,2010,NO0,1,14805.0
2012,NUTS,2010,NO0,1,14938.0
2013,NUTS,2010,NO0,1,15992.0
2014,NUTS,2010,NO0,1,16601.0
2001,NUTS,2010,NO01,2,2283.0
2007,NUTS,2010,NO01,2,5337.0
2008,NUTS,2010,NO01,2,5628.0
2009,NUTS,2010,NO01,2,5960.0
2010,NUTS,2010,NO01,2,5790.0
2011,NUTS,2010,NO01,2,5844.0
2012,NUTS,2010,NO01,2,5818.0
2013,NUTS,2010,NO01,2,6062.0
2014,NUTS,2010,NO01,2,6530.0
2001,NUTS,2010,NO02,2,131.0
2007,NUTS,2010,NO02,2,252.0
2008,NUTS,2010,NO02,2,330.0
2009,NUTS,2010,NO02,2,320.0
2010,NUTS,2010,NO02,2,348.0
2011,NUTS,2010,NO02,2,372.0
2012,NUTS,2010,NO02,2,333.0
2013,NUTS,2010,NO02,2,384.0
2014,NUTS,2010,NO02,2,412.0
2001,NUTS,2010,NO03,2,296.0
2007,NUTS,2010,NO03,2,643.0
2008,NUTS,2010,NO03,2,665.0
2009,NUTS,2010,NO03,2,694.0
2010,NUTS,2010,NO03,2,689.0
2011,NUTS,2010,NO03,2,669.0
2012,NUTS,2010,NO03,2,684.0
2013,NUTS,2010,NO03,2,700.0
2014,NUTS,2010,NO03,2,731.0
2001,NUTS,2010,NO04,2,353.0
2007,NUTS,2010,NO04,2,822.0
2008,NUTS,2010,NO04,2,863.0
2009,NUTS,2010,NO04,2,981.0
2010,NUTS,2010,NO04,2,966.0
2011,NUTS,2010,NO04,2,952.0
2012,NUTS,2010,NO04,2,1017.0
2013,NUTS,2010,NO04,2,1054.0
2014,NUTS,2010,NO04,2,1121.0
2001,NUTS,2010,NO05,2,954.0
2007,NUTS,2010,NO05,2,2649.0
2008,NUTS,2010,NO05,2,2707.0
2009,NUTS,2010,NO05,2,2665.0
2010,NUTS,2010,NO05,2,2711.0
2011,NUTS,2010,NO05,2,2671.0
2012,NUTS,2010,NO05,2,2808.0
2013,NUTS,2010,NO05,2,2915.0
2014,NUTS,2010,NO05,2,3141.0
2001,NUTS,2010,NO06,2,773.0
2007,NUTS,2010,NO06,2,1996.0
2008,NUTS,2010,NO06,2,2118.0
2009,NUTS,2010,NO06,2,2284.0
2010,NUTS,2010,NO06,2,2384.0
2011,NUTS,2010,NO06,2,2525.0
2012,NUTS,2010,NO06,2,2427.0
2013,NUTS,2010,NO06,2,2982.0
2014,NUTS,2010,NO06,2,2689.0
2001,NUTS,2010,NO07,2,628.0
2007,NUTS,2010,NO07,2,1533.0
2008,NUTS,2010,NO07,2,1655.0
2009,NUTS,2010,NO07,2,1692.0
2010,NUTS,2010,NO07,2,1768.0
2011,NUTS,2010,NO07,2,1772.0
2012,NUTS,2010,NO07,2,1851.0
2013,NUTS,2010,NO07,2,1895.0
2014,NUTS,2010,NO07,2,1977.0
2000,NUTS,2010,PL,0,34710.0
2003,NUTS,2010,PL,0,38281.0
2004,NUTS,2010,PL,0,38785.0
2005,NUTS,2010,PL,0,36753.0
2006,NUTS,2010,PL,0,35613.0
2007,NUTS,2010,PL,0,35755.0
2008,NUTS,2010,PL,0,35360.0
2009,NUTS,2010,PL,0,35463.0
2010,NUTS,2010,PL,0,36345.0
2011,NUTS,2010,PL,0,36191.0
2012,NUTS,2010,PL,0,36299.0
2013,NUTS,2010,PL,0,36580.0
2014,NUTS,2010,PL,0,37723.0
2015,NUTS,2010,PL,0,38010.0
2016,NUTS,2010,PL,0,43750.0
2017,NUTS,2010,PL,0,63357.0
2018,NUTS,2010,PL,0,68979.0
2019,NUTS,2010,PL,0,69339.0
2000,NUTS,2010,PL1,1,7830.0
2003,NUTS,2010,PL1,1,7709.0
2004,NUTS,2010,PL1,1,7962.0
2005,NUTS,2010,PL1,1,7910.0
2006,NUTS,2010,PL1,1,8120.0
2007,NUTS,2010,PL1,1,8275.0
2008,NUTS,2010,PL1,1,7963.0
2009,NUTS,2010,PL1,1,8358.0
2010,NUTS,2010,PL1,1,8598.0
2011,NUTS,2010,PL1,1,8219.0
2012,NUTS,2010,PL1,1,8743.0
2013,NUTS,2010,PL1,1,8412.0
2014,NUTS,2010,PL1,1,8620.0
2015,NUTS,2010,PL1,1,8716.0
2000,NUTS,2010,PL11,2,2809.0
2003,NUTS,2010,PL11,2,2481.0
2004,NUTS,2010,PL11,2,2540.0
2005,NUTS,2010,PL11,2,2534.0
2006,NUTS,2010,PL11,2,2565.0
2007,NUTS,2010,PL11,2,2796.0
2008,NUTS,2010,PL11,2,2594.0
2009,NUTS,2010,PL11,2,2817.0
2010,NUTS,2010,PL11,2,2805.0
2011,NUTS,2010,PL11,2,2693.0
2012,NUTS,2010,PL11,2,3162.0
2013,NUTS,2010,PL11,2,2678.0
2014,NUTS,2010,PL11,2,2734.0
2015,NUTS,2010,PL11,2,2735.0
2000,NUTS,2010,PL12,2,5021.0
2003,NUTS,2010,PL12,2,5228.0
2004,NUTS,2010,PL12,2,5422.0
2005,NUTS,2010,PL12,2,5376.0
2006,NUTS,2010,PL12,2,5555.0
2007,NUTS,2010,PL12,2,5479.0
2008,NUTS,2010,PL12,2,5369.0
2009,NUTS,2010,PL12,2,5541.0
2010,NUTS,2010,PL12,2,5793.0
2011,NUTS,2010,PL12,2,5526.0
2012,NUTS,2010,PL12,2,5581.0
2013,NUTS,2010,PL12,2,5734.0
2014,NUTS,2010,PL12,2,5886.0
2015,NUTS,2010,PL12,2,5981.0
2000,NUTS,2010,PL2,1,7709.0
2003,NUTS,2010,PL2,1,10360.0
2004,NUTS,2010,PL2,1,10375.0
2005,NUTS,2010,PL2,1,8790.0
2006,NUTS,2010,PL2,1,7593.0
2007,NUTS,2010,PL2,1,7545.0
2008,NUTS,2010,PL2,1,7604.0
2009,NUTS,2010,PL2,1,7266.0
2011,NUTS,2010,PL2,1,7792.0
2012,NUTS,2010,PL2,1,7850.0
2013,NUTS,2010,PL2,1,7720.0
2014,NUTS,2010,PL2,1,8017.0
2015,NUTS,2010,PL2,1,8027.0
2016,NUTS,2010,PL2,1,9035.0
2017,NUTS,2010,PL2,1,13254.0
2018,NUTS,2010,PL2,1,14437.0
2019,NUTS,2010,PL2,1,15650.0
2000,NUTS,2010,PL21,2,5355.0
2003,NUTS,2010,PL21,2,6108.0
2004,NUTS,2010,PL21,2,6087.0
2005,NUTS,2010,PL21,2,5019.0
2006,NUTS,2010,PL21,2,3893.0
2007,NUTS,2010,PL21,2,3957.0
2008,NUTS,2010,PL21,2,4006.0
2009,NUTS,2010,PL21,2,4033.0
2010,NUTS,2010,PL21,2,4257.0
2011,NUTS,2010,PL21,2,4337.0
2012,NUTS,2010,PL21,2,4401.0
2013,NUTS,2010,PL21,2,4295.0
2014,NUTS,2010,PL21,2,4652.0
2015,NUTS,2010,PL21,2,4706.0
2016,NUTS,2010,PL21,2,5414.0
2017,NUTS,2010,PL21,2,8722.0
2018,NUTS,2010,PL21,2,9188.0
2019,NUTS,2010,PL21,2,8923.0
2000,NUTS,2010,PL22,2,2354.0
2003,NUTS,2010,PL22,2,4252.0
2004,NUTS,2010,PL22,2,4288.0
2005,NUTS,2010,PL22,2,3771.0
2006,NUTS,2010,PL22,2,3700.0
2007,NUTS,2010,PL22,2,3588.0
2008,NUTS,2010,PL22,2,3598.0
2009,NUTS,2010,PL22,2,3233.0
2011,NUTS,2010,PL22,2,3455.0
2012,NUTS,2010,PL22,2,3449.0
2013,NUTS,2010,PL22,2,3425.0
2014,NUTS,2010,PL22,2,3365.0
2015,NUTS,2010,PL22,2,3321.0
2016,NUTS,2010,PL22,2,3621.0
2017,NUTS,2010,PL22,2,4532.0
2018,NUTS,2010,PL22,2,5249.0
2019,NUTS,2010,PL22,2,6727.0
2000,NUTS,2010,PL3,1,4646.0
2003,NUTS,2010,PL3,1,4915.0
2004,NUTS,2010,PL3,1,5013.0
2005,NUTS,2010,PL3,1,5085.0
2006,NUTS,2010,PL3,1,5092.0
2007,NUTS,2010,PL3,1,5109.0
2008,NUTS,2010,PL3,1,5435.0
2009,NUTS,2010,PL3,1,5387.0
2011,NUTS,2010,PL3,1,5266.0
