year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_hc_rse_total
2018,NUTS,2010,ITF4,2,2635.0
2019,NUTS,2010,ITF4,2,2727.0
2003,NUTS,2010,ITF5,2,160.0
2004,NUTS,2010,ITF5,2,171.0
2005,NUTS,2010,ITF5,2,197.0
2007,NUTS,2010,ITF5,2,257.0
2008,NUTS,2010,ITF5,2,243.0
2009,NUTS,2010,ITF5,2,219.0
2010,NUTS,2010,ITF5,2,260.0
2012,NUTS,2010,ITF5,2,339.0
2013,NUTS,2010,ITF5,2,289.0
2014,NUTS,2010,ITF5,2,302.0
2015,NUTS,2010,ITF5,2,327.0
2017,NUTS,2010,ITF5,2,310.0
2018,NUTS,2010,ITF5,2,309.0
2019,NUTS,2010,ITF5,2,341.0
2003,NUTS,2010,ITF6,2,320.0
2004,NUTS,2010,ITF6,2,357.0
2005,NUTS,2010,ITF6,2,513.0
2007,NUTS,2010,ITF6,2,602.0
2008,NUTS,2010,ITF6,2,645.0
2009,NUTS,2010,ITF6,2,662.0
2010,NUTS,2010,ITF6,2,703.0
2011,NUTS,2010,ITF6,2,611.0
2012,NUTS,2010,ITF6,2,685.0
2013,NUTS,2010,ITF6,2,901.0
2014,NUTS,2010,ITF6,2,945.0
2015,NUTS,2010,ITF6,2,987.0
2016,NUTS,2010,ITF6,2,901.0
2017,NUTS,2010,ITF6,2,868.0
2018,NUTS,2010,ITF6,2,1006.0
2019,NUTS,2010,ITF6,2,991.0
2003,NUTS,2010,ITG,1,2593.0
2004,NUTS,2010,ITG,1,2743.0
2005,NUTS,2010,ITG,1,3356.0
2007,NUTS,2010,ITG,1,3608.0
2008,NUTS,2010,ITG,1,3739.0
2009,NUTS,2010,ITG,1,3821.0
2010,NUTS,2010,ITG,1,4020.0
2011,NUTS,2010,ITG,1,4137.0
2012,NUTS,2010,ITG,1,4461.0
2013,NUTS,2010,ITG,1,4393.0
2014,NUTS,2010,ITG,1,4758.0
2015,NUTS,2010,ITG,1,4706.0
2016,NUTS,2010,ITG,1,4075.0
2017,NUTS,2010,ITG,1,4189.0
2018,NUTS,2010,ITG,1,4176.0
2019,NUTS,2010,ITG,1,4612.0
2003,NUTS,2010,ITG1,2,1796.0
2004,NUTS,2010,ITG1,2,1931.0
2005,NUTS,2010,ITG1,2,2402.0
2007,NUTS,2010,ITG1,2,2572.0
2008,NUTS,2010,ITG1,2,2712.0
2009,NUTS,2010,ITG1,2,2762.0
2010,NUTS,2010,ITG1,2,2950.0
2011,NUTS,2010,ITG1,2,2819.0
2012,NUTS,2010,ITG1,2,3003.0
2013,NUTS,2010,ITG1,2,3006.0
2014,NUTS,2010,ITG1,2,3278.0
2015,NUTS,2010,ITG1,2,3183.0
2016,NUTS,2010,ITG1,2,2927.0
2017,NUTS,2010,ITG1,2,3019.0
2018,NUTS,2010,ITG1,2,3028.0
2019,NUTS,2010,ITG1,2,3395.0
2003,NUTS,2010,ITG2,2,797.0
2004,NUTS,2010,ITG2,2,812.0
2005,NUTS,2010,ITG2,2,954.0
2007,NUTS,2010,ITG2,2,1036.0
2008,NUTS,2010,ITG2,2,1027.0
2009,NUTS,2010,ITG2,2,1059.0
2010,NUTS,2010,ITG2,2,1070.0
2011,NUTS,2010,ITG2,2,1318.0
2012,NUTS,2010,ITG2,2,1458.0
2013,NUTS,2010,ITG2,2,1387.0
2014,NUTS,2010,ITG2,2,1480.0
2015,NUTS,2010,ITG2,2,1523.0
2016,NUTS,2010,ITG2,2,1148.0
2017,NUTS,2010,ITG2,2,1170.0
2018,NUTS,2010,ITG2,2,1148.0
2019,NUTS,2010,ITG2,2,1217.0
2003,NUTS,2010,ITH,1,5333.0
2004,NUTS,2010,ITH,1,5855.0
2005,NUTS,2010,ITH,1,7448.0
2007,NUTS,2010,ITH,1,9714.0
2008,NUTS,2010,ITH,1,10136.0
2009,NUTS,2010,ITH,1,10792.0
2010,NUTS,2010,ITH,1,10825.0
2011,NUTS,2010,ITH,1,11358.0
2012,NUTS,2010,ITH,1,11835.0
2013,NUTS,2010,ITH,1,12659.0
2014,NUTS,2010,ITH,1,13014.0
2015,NUTS,2010,ITH,1,13083.0
2016,NUTS,2010,ITH,1,14366.0
2017,NUTS,2010,ITH,1,15361.0
2018,NUTS,2010,ITH,1,16534.0
2019,NUTS,2010,ITH,1,17001.0
2003,NUTS,2010,ITH1,2,86.0
2004,NUTS,2010,ITH1,2,120.0
2005,NUTS,2010,ITH1,2,134.0
2007,NUTS,2010,ITH1,2,195.0
2008,NUTS,2010,ITH1,2,162.0
2009,NUTS,2010,ITH1,2,199.0
2010,NUTS,2010,ITH1,2,205.0
2011,NUTS,2010,ITH1,2,243.0
2012,NUTS,2010,ITH1,2,217.0
2013,NUTS,2010,ITH1,2,267.0
2014,NUTS,2010,ITH1,2,343.0
2015,NUTS,2010,ITH1,2,322.0
2016,NUTS,2010,ITH1,2,381.0
2017,NUTS,2010,ITH1,2,414.0
2018,NUTS,2010,ITH1,2,484.0
2019,NUTS,2010,ITH1,2,533.0
2003,NUTS,2010,ITH2,2,315.0
2004,NUTS,2010,ITH2,2,368.0
2005,NUTS,2010,ITH2,2,403.0
2007,NUTS,2010,ITH2,2,587.0
2008,NUTS,2010,ITH2,2,512.0
2009,NUTS,2010,ITH2,2,601.0
2010,NUTS,2010,ITH2,2,588.0
2011,NUTS,2010,ITH2,2,629.0
2012,NUTS,2010,ITH2,2,683.0
2013,NUTS,2010,ITH2,2,857.0
2014,NUTS,2010,ITH2,2,866.0
2015,NUTS,2010,ITH2,2,950.0
2016,NUTS,2010,ITH2,2,949.0
2017,NUTS,2010,ITH2,2,1153.0
2018,NUTS,2010,ITH2,2,1174.0
2019,NUTS,2010,ITH2,2,1126.0
2003,NUTS,2010,ITH3,2,1605.0
2004,NUTS,2010,ITH3,2,1823.0
2005,NUTS,2010,ITH3,2,2337.0
2007,NUTS,2010,ITH3,2,2950.0
2008,NUTS,2010,ITH3,2,3034.0
2009,NUTS,2010,ITH3,2,3786.0
2010,NUTS,2010,ITH3,2,3461.0
2011,NUTS,2010,ITH3,2,3551.0
2012,NUTS,2010,ITH3,2,3610.0
2013,NUTS,2010,ITH3,2,3835.0
2014,NUTS,2010,ITH3,2,3964.0
2015,NUTS,2010,ITH3,2,3975.0
2016,NUTS,2010,ITH3,2,4191.0
2017,NUTS,2010,ITH3,2,4503.0
2018,NUTS,2010,ITH3,2,4984.0
2019,NUTS,2010,ITH3,2,5218.0
2003,NUTS,2010,ITH4,2,630.0
2004,NUTS,2010,ITH4,2,708.0
2005,NUTS,2010,ITH4,2,907.0
2007,NUTS,2010,ITH4,2,1074.0
2008,NUTS,2010,ITH4,2,1177.0
2009,NUTS,2010,ITH4,2,1247.0
2010,NUTS,2010,ITH4,2,1214.0
2011,NUTS,2010,ITH4,2,1405.0
2012,NUTS,2010,ITH4,2,1569.0
2013,NUTS,2010,ITH4,2,1410.0
2014,NUTS,2010,ITH4,2,1530.0
2015,NUTS,2010,ITH4,2,1621.0
2016,NUTS,2010,ITH4,2,1621.0
2017,NUTS,2010,ITH4,2,1761.0
2018,NUTS,2010,ITH4,2,1788.0
2019,NUTS,2010,ITH4,2,1766.0
2003,NUTS,2010,ITH5,2,2697.0
2004,NUTS,2010,ITH5,2,2836.0
2005,NUTS,2010,ITH5,2,3667.0
2007,NUTS,2010,ITH5,2,4908.0
2008,NUTS,2010,ITH5,2,5251.0
2009,NUTS,2010,ITH5,2,4959.0
2010,NUTS,2010,ITH5,2,5357.0
2011,NUTS,2010,ITH5,2,5530.0
2012,NUTS,2010,ITH5,2,5756.0
2013,NUTS,2010,ITH5,2,6290.0
2014,NUTS,2010,ITH5,2,6311.0
2015,NUTS,2010,ITH5,2,6215.0
2016,NUTS,2010,ITH5,2,7224.0
2017,NUTS,2010,ITH5,2,7530.0
2018,NUTS,2010,ITH5,2,8104.0
2019,NUTS,2010,ITH5,2,8358.0
2003,NUTS,2010,ITI,1,9455.0
2004,NUTS,2010,ITI,1,9617.0
2005,NUTS,2010,ITI,1,12129.0
2007,NUTS,2010,ITI,1,12990.0
2008,NUTS,2010,ITI,1,12840.0
2009,NUTS,2010,ITI,1,13751.0
2010,NUTS,2010,ITI,1,14126.0
2011,NUTS,2010,ITI,1,14407.0
2012,NUTS,2010,ITI,1,15148.0
2013,NUTS,2010,ITI,1,15493.0
2014,NUTS,2010,ITI,1,15734.0
2017,NUTS,2010,ITI,1,17679.0
2018,NUTS,2010,ITI,1,18799.0
2019,NUTS,2010,ITI,1,20181.0
2003,NUTS,2010,ITI1,2,2206.0
2004,NUTS,2010,ITI1,2,2321.0
2005,NUTS,2010,ITI1,2,3172.0
2007,NUTS,2010,ITI1,2,3448.0
2008,NUTS,2010,ITI1,2,3503.0
2009,NUTS,2010,ITI1,2,3803.0
2010,NUTS,2010,ITI1,2,3786.0
2011,NUTS,2010,ITI1,2,4369.0
2012,NUTS,2010,ITI1,2,4825.0
2013,NUTS,2010,ITI1,2,4639.0
2014,NUTS,2010,ITI1,2,4568.0
2015,NUTS,2010,ITI1,2,4920.0
2016,NUTS,2010,ITI1,2,5044.0
2017,NUTS,2010,ITI1,2,5176.0
2018,NUTS,2010,ITI1,2,5817.0
2019,NUTS,2010,ITI1,2,5894.0
2003,NUTS,2010,ITI2,2,471.0
2004,NUTS,2010,ITI2,2,475.0
2005,NUTS,2010,ITI2,2,754.0
2007,NUTS,2010,ITI2,2,807.0
2008,NUTS,2010,ITI2,2,772.0
2009,NUTS,2010,ITI2,2,715.0
2010,NUTS,2010,ITI2,2,720.0
2011,NUTS,2010,ITI2,2,831.0
2012,NUTS,2010,ITI2,2,936.0
2013,NUTS,2010,ITI2,2,873.0
2014,NUTS,2010,ITI2,2,935.0
2017,NUTS,2010,ITI2,2,856.0
2018,NUTS,2010,ITI2,2,950.0
2019,NUTS,2010,ITI2,2,977.0
2003,NUTS,2010,ITI3,2,550.0
2004,NUTS,2010,ITI3,2,559.0
2005,NUTS,2010,ITI3,2,769.0
2007,NUTS,2010,ITI3,2,864.0
2008,NUTS,2010,ITI3,2,834.0
2009,NUTS,2010,ITI3,2,871.0
2010,NUTS,2010,ITI3,2,873.0
2011,NUTS,2010,ITI3,2,827.0
2012,NUTS,2010,ITI3,2,861.0
2013,NUTS,2010,ITI3,2,985.0
2014,NUTS,2010,ITI3,2,1035.0
2015,NUTS,2010,ITI3,2,1061.0
2016,NUTS,2010,ITI3,2,1214.0
2017,NUTS,2010,ITI3,2,1403.0
2018,NUTS,2010,ITI3,2,1415.0
2019,NUTS,2010,ITI3,2,1451.0
2003,NUTS,2010,ITI4,2,6228.0
2004,NUTS,2010,ITI4,2,6262.0
2005,NUTS,2010,ITI4,2,7434.0
2007,NUTS,2010,ITI4,2,7871.0
2008,NUTS,2010,ITI4,2,7731.0
2009,NUTS,2010,ITI4,2,8362.0
2010,NUTS,2010,ITI4,2,8747.0
2011,NUTS,2010,ITI4,2,8380.0
2012,NUTS,2010,ITI4,2,8526.0
2013,NUTS,2010,ITI4,2,8996.0
2014,NUTS,2010,ITI4,2,9196.0
2015,NUTS,2010,ITI4,2,9624.0
2016,NUTS,2010,ITI4,2,10209.0
2017,NUTS,2010,ITI4,2,10244.0
2018,NUTS,2010,ITI4,2,10618.0
2019,NUTS,2010,ITI4,2,11859.0
2001,NUTS,2010,JP,0,85207.0
2002,NUTS,2010,JP,0,88674.0
2003,NUTS,2010,JP,0,96133.0
2004,NUTS,2010,JP,0,98690.0
2005,NUTS,2010,JP,0,102948.0
2006,NUTS,2010,JP,0,108547.0
2007,NUTS,2010,JP,0,114942.0
2008,NUTS,2010,JP,0,116106.0
2009,NUTS,2010,JP,0,121141.0
2010,NUTS,2010,JP,0,123181.0
2011,NUTS,2010,JP,0,124686.0
2012,NUTS,2010,JP,0,127836.0
2013,NUTS,2010,JP,0,130603.0
2014,NUTS,2010,JP,0,136206.0
2015,NUTS,2010,JP,0,138420.0
2016,NUTS,2010,JP,0,144126.0
2017,NUTS,2010,JP,0,150545.0
2018,NUTS,2010,JP,0,154964.0
2019,NUTS,2010,JP,0,158927.0
1997,NUTS,2010,KR,0,12545.0
1998,NUTS,2010,KR,0,12317.0
1999,NUTS,2010,KR,0,13009.0
2000,NUTS,2010,KR,0,16385.0
2001,NUTS,2010,KR,0,19930.0
2002,NUTS,2010,KR,0,22057.0
2003,NUTS,2010,KR,0,22613.0
2004,NUTS,2010,KR,0,25198.0
2005,NUTS,2010,KR,0,30174.0
2006,NUTS,2010,KR,0,33682.0
2007,NUTS,2010,KR,0,42977.0
2008,NUTS,2010,KR,0,46677.0
2009,NUTS,2010,KR,0,51073.0
2010,NUTS,2010,KR,0,57662.0
2011,NUTS,2010,KR,0,65067.0
2012,NUTS,2010,KR,0,70997.0
2013,NUTS,2010,KR,0,74617.0
2014,NUTS,2010,KR,0,80904.0
2015,NUTS,2010,KR,0,85652.0
2016,NUTS,2010,KR,0,90615.0
2017,NUTS,2010,KR,0,97042.0
2018,NUTS,2010,KR,0,104728.0
2019,NUTS,2010,KR,0,113187.0
2000,NUTS,2010,LT,0,4542.0
2001,NUTS,2010,LT,0,4801.0
2002,NUTS,2010,LT,0,4536.0
2003,NUTS,2010,LT,0,5101.0
2004,NUTS,2010,LT,0,5658.0
2005,NUTS,2010,LT,0,5798.0
2006,NUTS,2010,LT,0,5926.0
2007,NUTS,2010,LT,0,6754.0
2008,NUTS,2010,LT,0,6954.0
2009,NUTS,2010,LT,0,7081.0
2010,NUTS,2010,LT,0,7203.0
2011,NUTS,2010,LT,0,9038.0
2012,NUTS,2010,LT,0,9255.0
2013,NUTS,2010,LT,0,9263.0
2014,NUTS,2010,LT,0,9734.0
2015,NUTS,2010,LT,0,8775.0
2016,NUTS,2010,LT,0,9151.0
2017,NUTS,2010,LT,0,9292.0
2018,NUTS,2010,LT,0,9407.0
2019,NUTS,2010,LT,0,9233.0
2015,NUTS,2010,LT01,2,4792.0
2016,NUTS,2010,LT01,2,4834.0
2017,NUTS,2010,LT01,2,4856.0
2018,NUTS,2010,LT01,2,4896.0
2019,NUTS,2010,LT01,2,4892.0
2015,NUTS,2010,LT02,2,3983.0
2016,NUTS,2010,LT02,2,4317.0
2017,NUTS,2010,LT02,2,4436.0
2018,NUTS,2010,LT02,2,4511.0
2019,NUTS,2010,LT02,2,4341.0
2003,NUTS,2010,LU,0,353.0
2005,NUTS,2010,LU,0,445.0
2007,NUTS,2010,LU,0,595.0
2009,NUTS,2010,LU,0,626.0
2011,NUTS,2010,LU,0,714.0
2013,NUTS,2010,LU,0,740.0
2014,NUTS,2010,LU,0,780.0
2015,NUTS,2010,LU,0,909.0
2017,NUTS,2010,LU,0,994.0
2019,NUTS,2010,LU,0,1019.0
1995,NUTS,2010,LV,0,1836.0
1996,NUTS,2010,LV,0,1719.0
1997,NUTS,2010,LV,0,1759.0
1998,NUTS,2010,LV,0,1770.0
1999,NUTS,2010,LV,0,2021.0
2000,NUTS,2010,LV,0,3033.0
2001,NUTS,2010,LV,0,3050.0
2002,NUTS,2010,LV,0,3159.0
2003,NUTS,2010,LV,0,2926.0
2004,NUTS,2010,LV,0,2972.0
2005,NUTS,2010,LV,0,2963.0
2006,NUTS,2010,LV,0,3418.0
2007,NUTS,2010,LV,0,4101.0
2008,NUTS,2010,LV,0,4071.0
2009,NUTS,2010,LV,0,3312.0
2010,NUTS,2010,LV,0,3313.0
2011,NUTS,2010,LV,0,3929.0
2012,NUTS,2010,LV,0,4222.0
2013,NUTS,2010,LV,0,3871.0
2015,NUTS,2010,LV,0,3993.0
2016,NUTS,2010,LV,0,3861.0
2017,NUTS,2010,LV,0,3919.0
2018,NUTS,2010,LV,0,3770.0
2019,NUTS,2010,LV,0,3908.0
2011,NUTS,2010,ME,0,771.0
2013,NUTS,2010,ME,0,823.0
2014,NUTS,2010,ME,0,839.0
2015,NUTS,2010,ME,0,840.0
2017,NUTS,2010,ME,0,762.0
2018,NUTS,2010,ME,0,791.0
2019,NUTS,2010,ME,0,826.0
2005,NUTS,2010,MK,0,1197.0
2006,NUTS,2010,MK,0,1112.0
2007,NUTS,2010,MK,0,1107.0
2008,NUTS,2010,MK,0,1056.0
2009,NUTS,2010,MK,0,920.0
2010,NUTS,2010,MK,0,1104.0
2011,NUTS,2010,MK,0,1025.0
2012,NUTS,2010,MK,0,1174.0
2015,NUTS,2010,MK,0,1850.0
2016,NUTS,2010,MK,0,1879.0
2017,NUTS,2010,MK,0,1749.0
2018,NUTS,2010,MK,0,1850.0
2019,NUTS,2010,MK,0,1810.0
2004,NUTS,2010,MT,0,211.0
2005,NUTS,2010,MT,0,255.0
2006,NUTS,2010,MT,0,274.0
2007,NUTS,2010,MT,0,250.0
2008,NUTS,2010,MT,0,301.0
2009,NUTS,2010,MT,0,278.0
2010,NUTS,2010,MT,0,297.0
2011,NUTS,2010,MT,0,337.0
2012,NUTS,2010,MT,0,423.0
2013,NUTS,2010,MT,0,420.0
2014,NUTS,2010,MT,0,410.0
2015,NUTS,2010,MT,0,403.0
2016,NUTS,2010,MT,0,422.0
2017,NUTS,2010,MT,0,478.0
2018,NUTS,2010,MT,0,487.0
2019,NUTS,2010,MT,0,520.0
2001,NUTS,2010,NL,0,9791.0
2003,NUTS,2010,NL,0,10590.0
2005,NUTS,2010,NL,0,12150.0
2007,NUTS,2010,NL,0,13828.0
2009,NUTS,2010,NL,0,14104.0
2011,NUTS,2010,NL,0,20373.0
2012,NUTS,2010,NL,0,25674.0
2013,NUTS,2010,NL,0,28643.0
2014,NUTS,2010,NL,0,29308.0
2015,NUTS,2010,NL,0,29960.0
2016,NUTS,2010,NL,0,32455.0
2017,NUTS,2010,NL,0,32626.0
2018,NUTS,2010,NL,0,35191.0
2019,NUTS,2010,NL,0,37891.0
2011,NUTS,2010,NL1,1,1376.0
2012,NUTS,2010,NL1,1,1617.0
2011,NUTS,2010,NL11,2,987.0
2012,NUTS,2010,NL11,2,1107.0
2011,NUTS,2010,NL12,2,130.0
2012,NUTS,2010,NL12,2,237.0
2011,NUTS,2010,NL13,2,259.0
2012,NUTS,2010,NL13,2,273.0
2011,NUTS,2010,NL2,1,3717.0
2012,NUTS,2010,NL2,1,4809.0
2011,NUTS,2010,NL21,2,848.0
2012,NUTS,2010,NL21,2,1077.0
2011,NUTS,2010,NL22,2,2620.0
2012,NUTS,2010,NL22,2,3389.0
2011,NUTS,2010,NL23,2,249.0
2012,NUTS,2010,NL23,2,343.0
2011,NUTS,2010,NL3,1,12071.0
2012,NUTS,2010,NL3,1,14808.0
2011,NUTS,2010,NL31,2,2227.0
2012,NUTS,2010,NL31,2,2939.0
2011,NUTS,2010,NL32,2,5213.0
2012,NUTS,2010,NL32,2,6468.0
2011,NUTS,2010,NL33,2,4580.0
2012,NUTS,2010,NL33,2,5325.0
2011,NUTS,2010,NL34,2,52.0
2012,NUTS,2010,NL34,2,76.0
2011,NUTS,2010,NL4,1,3209.0
2012,NUTS,2010,NL4,1,4440.0
2011,NUTS,2010,NL41,2,2046.0
2012,NUTS,2010,NL41,2,2866.0
2011,NUTS,2010,NL42,2,1163.0
2012,NUTS,2010,NL42,2,1574.0
1997,NUTS,2010,NO,0,7902.0
1999,NUTS,2010,NO,0,8615.0
2001,NUTS,2010,NO,0,9883.0
2003,NUTS,2010,NO,0,10326.0
2005,NUTS,2010,NO,0,11560.0
2007,NUTS,2010,NO,0,13858.0
2008,NUTS,2010,NO,0,14892.0
2009,NUTS,2010,NO,0,15770.0
2010,NUTS,2010,NO,0,15998.0
2011,NUTS,2010,NO,0,16501.0
2012,NUTS,2010,NO,0,16923.0
2013,NUTS,2010,NO,0,17659.0
2014,NUTS,2010,NO,0,18725.0
2015,NUTS,2010,NO,0,19507.0
2016,NUTS,2010,NO,0,20520.0
2017,NUTS,2010,NO,0,22052.0
2018,NUTS,2010,NO,0,23112.0
2019,NUTS,2010,NO,0,23794.0
1997,NUTS,2010,NO0,1,7902.0
1999,NUTS,2010,NO0,1,8615.0
2001,NUTS,2010,NO0,1,9883.0
2003,NUTS,2010,NO0,1,10326.0
2005,NUTS,2010,NO0,1,11560.0
2007,NUTS,2010,NO0,1,13858.0
2008,NUTS,2010,NO0,1,14892.0
2009,NUTS,2010,NO0,1,15770.0
2010,NUTS,2010,NO0,1,15998.0
2011,NUTS,2010,NO0,1,16501.0
2012,NUTS,2010,NO0,1,16923.0
2013,NUTS,2010,NO0,1,17659.0
2014,NUTS,2010,NO0,1,18725.0
2001,NUTS,2010,NO01,2,4746.0
2003,NUTS,2010,NO01,2,4793.0
2005,NUTS,2010,NO01,2,5178.0
2007,NUTS,2010,NO01,2,6343.0
2008,NUTS,2010,NO01,2,6753.0
2009,NUTS,2010,NO01,2,7185.0
2010,NUTS,2010,NO01,2,7009.0
2011,NUTS,2010,NO01,2,7225.0
2012,NUTS,2010,NO01,2,7243.0
2013,NUTS,2010,NO01,2,7491.0
2014,NUTS,2010,NO01,2,7978.0
2001,NUTS,2010,NO02,2,228.0
2003,NUTS,2010,NO02,2,230.0
2005,NUTS,2010,NO02,2,278.0
2007,NUTS,2010,NO02,2,311.0
2008,NUTS,2010,NO02,2,367.0
2009,NUTS,2010,NO02,2,368.0
2010,NUTS,2010,NO02,2,390.0
2011,NUTS,2010,NO02,2,411.0
2012,NUTS,2010,NO02,2,430.0
2013,NUTS,2010,NO02,2,493.0
2014,NUTS,2010,NO02,2,534.0
2001,NUTS,2010,NO03,2,695.0
2003,NUTS,2010,NO03,2,866.0
2005,NUTS,2010,NO03,2,865.0
2007,NUTS,2010,NO03,2,864.0
2008,NUTS,2010,NO03,2,968.0
2009,NUTS,2010,NO03,2,1026.0
2010,NUTS,2010,NO03,2,1121.0
2011,NUTS,2010,NO03,2,1218.0
2012,NUTS,2010,NO03,2,1269.0
2013,NUTS,2010,NO03,2,1404.0
2014,NUTS,2010,NO03,2,1508.0
2001,NUTS,2010,NO04,2,731.0
2003,NUTS,2010,NO04,2,691.0
2005,NUTS,2010,NO04,2,819.0
2007,NUTS,2010,NO04,2,1026.0
2008,NUTS,2010,NO04,2,1067.0
2009,NUTS,2010,NO04,2,1118.0
2010,NUTS,2010,NO04,2,1106.0
2011,NUTS,2010,NO04,2,1103.0
2012,NUTS,2010,NO04,2,1178.0
2013,NUTS,2010,NO04,2,1231.0
2014,NUTS,2010,NO04,2,1341.0
2001,NUTS,2010,NO05,2,1353.0
2003,NUTS,2010,NO05,2,1560.0
2005,NUTS,2010,NO05,2,1845.0
2007,NUTS,2010,NO05,2,2224.0
2008,NUTS,2010,NO05,2,2358.0
2009,NUTS,2010,NO05,2,2444.0
2010,NUTS,2010,NO05,2,2538.0
2011,NUTS,2010,NO05,2,2608.0
2012,NUTS,2010,NO05,2,2712.0
2013,NUTS,2010,NO05,2,2760.0
2014,NUTS,2010,NO05,2,2983.0
2001,NUTS,2010,NO06,2,1216.0
2003,NUTS,2010,NO06,2,1434.0
2005,NUTS,2010,NO06,2,1669.0
2007,NUTS,2010,NO06,2,1845.0
2008,NUTS,2010,NO06,2,2013.0
2009,NUTS,2010,NO06,2,2224.0
2010,NUTS,2010,NO06,2,2361.0
2011,NUTS,2010,NO06,2,2439.0
2012,NUTS,2010,NO06,2,2544.0
2013,NUTS,2010,NO06,2,2670.0
2014,NUTS,2010,NO06,2,2693.0
2001,NUTS,2010,NO07,2,805.0
2003,NUTS,2010,NO07,2,931.0
2005,NUTS,2010,NO07,2,1087.0
2007,NUTS,2010,NO07,2,1245.0
2008,NUTS,2010,NO07,2,1366.0
2009,NUTS,2010,NO07,2,1418.0
2010,NUTS,2010,NO07,2,1472.0
2011,NUTS,2010,NO07,2,1496.0
2012,NUTS,2010,NO07,2,1543.0
2013,NUTS,2010,NO07,2,1605.0
2014,NUTS,2010,NO07,2,1687.0
2000,NUTS,2010,PL,0,33572.0
2003,NUTS,2010,PL,0,37065.0
2004,NUTS,2010,PL,0,37594.0
2005,NUTS,2010,PL,0,38426.0
2006,NUTS,2010,PL,0,38065.0
2007,NUTS,2010,PL,0,38802.0
2008,NUTS,2010,PL,0,38509.0
2009,NUTS,2010,PL,0,38794.0
2010,NUTS,2010,PL,0,39383.0
2011,NUTS,2010,PL,0,38908.0
2012,NUTS,2010,PL,0,39681.0
2013,NUTS,2010,PL,0,41424.0
2014,NUTS,2010,PL,0,42958.0
2015,NUTS,2010,PL,0,43870.0
2016,NUTS,2010,PL,0,48297.0
2017,NUTS,2010,PL,0,71611.0
2018,NUTS,2010,PL,0,73088.0
2019,NUTS,2010,PL,0,73175.0
2000,NUTS,2010,PL1,1,11176.0
2003,NUTS,2010,PL1,1,11553.0
2004,NUTS,2010,PL1,1,11787.0
2005,NUTS,2010,PL1,1,12302.0
2006,NUTS,2010,PL1,1,12379.0
2007,NUTS,2010,PL1,1,12834.0
2008,NUTS,2010,PL1,1,12543.0
2009,NUTS,2010,PL1,1,12721.0
2010,NUTS,2010,PL1,1,12903.0
2011,NUTS,2010,PL1,1,12257.0
2012,NUTS,2010,PL1,1,12699.0
2013,NUTS,2010,PL1,1,13278.0
2014,NUTS,2010,PL1,1,13726.0
2015,NUTS,2010,PL1,1,13883.0
2000,NUTS,2010,PL11,2,2680.0
2003,NUTS,2010,PL11,2,2495.0
2004,NUTS,2010,PL11,2,2533.0
2005,NUTS,2010,PL11,2,2651.0
2006,NUTS,2010,PL11,2,2852.0
2007,NUTS,2010,PL11,2,3097.0
2008,NUTS,2010,PL11,2,2867.0
2009,NUTS,2010,PL11,2,3125.0
2010,NUTS,2010,PL11,2,3137.0
2011,NUTS,2010,PL11,2,2885.0
2012,NUTS,2010,PL11,2,3369.0
2013,NUTS,2010,PL11,2,2984.0
2014,NUTS,2010,PL11,2,2960.0
2015,NUTS,2010,PL11,2,3099.0
2000,NUTS,2010,PL12,2,8496.0
2003,NUTS,2010,PL12,2,9058.0
2004,NUTS,2010,PL12,2,9254.0
2005,NUTS,2010,PL12,2,9651.0
2006,NUTS,2010,PL12,2,9527.0
2007,NUTS,2010,PL12,2,9737.0
2008,NUTS,2010,PL12,2,9676.0
2009,NUTS,2010,PL12,2,9596.0
2010,NUTS,2010,PL12,2,9766.0
2011,NUTS,2010,PL12,2,9372.0
2012,NUTS,2010,PL12,2,9330.0
2013,NUTS,2010,PL12,2,10294.0
2014,NUTS,2010,PL12,2,10766.0
2015,NUTS,2010,PL12,2,10784.0
2000,NUTS,2010,PL2,1,6635.0
2003,NUTS,2010,PL2,1,8233.0
2004,NUTS,2010,PL2,1,8326.0
2005,NUTS,2010,PL2,1,8410.0
2006,NUTS,2010,PL2,1,7792.0
2007,NUTS,2010,PL2,1,7685.0
2008,NUTS,2010,PL2,1,7757.0
2009,NUTS,2010,PL2,1,7776.0
2010,NUTS,2010,PL2,1,7840.0
2011,NUTS,2010,PL2,1,8030.0
2012,NUTS,2010,PL2,1,8515.0
2013,NUTS,2010,PL2,1,8743.0
2014,NUTS,2010,PL2,1,9186.0
2015,NUTS,2010,PL2,1,9595.0
2016,NUTS,2010,PL2,1,10648.0
2017,NUTS,2010,PL2,1,15087.0
2018,NUTS,2010,PL2,1,15765.0
2019,NUTS,2010,PL2,1,17171.0
2000,NUTS,2010,PL21,2,4081.0
2003,NUTS,2010,PL21,2,5024.0
2004,NUTS,2010,PL21,2,5093.0
2005,NUTS,2010,PL21,2,4858.0
2006,NUTS,2010,PL21,2,4235.0
2007,NUTS,2010,PL21,2,4231.0
2008,NUTS,2010,PL21,2,4278.0
2009,NUTS,2010,PL21,2,4506.0
2010,NUTS,2010,PL21,2,4553.0
2011,NUTS,2010,PL21,2,4526.0
2012,NUTS,2010,PL21,2,4818.0
2013,NUTS,2010,PL21,2,5022.0
2014,NUTS,2010,PL21,2,5293.0
2015,NUTS,2010,PL21,2,5675.0
