year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_fte_rse_hes
2009,NUTS,2010,ITI1,2,1847.0
2010,NUTS,2010,ITI1,2,1900.0
2011,NUTS,2010,ITI1,2,1933.0
2012,NUTS,2010,ITI1,2,2032.0
2013,NUTS,2010,ITI1,2,1893.0
2014,NUTS,2010,ITI1,2,1805.0
2015,NUTS,2010,ITI1,2,1927.0
2016,NUTS,2010,ITI1,2,1910.0
2017,NUTS,2010,ITI1,2,1938.0
2018,NUTS,2010,ITI1,2,2146.0
2019,NUTS,2010,ITI1,2,2161.0
2003,NUTS,2010,ITI2,2,211.0
2004,NUTS,2010,ITI2,2,220.0
2005,NUTS,2010,ITI2,2,411.0
2007,NUTS,2010,ITI2,2,409.0
2008,NUTS,2010,ITI2,2,378.0
2009,NUTS,2010,ITI2,2,354.0
2010,NUTS,2010,ITI2,2,352.0
2011,NUTS,2010,ITI2,2,405.0
2012,NUTS,2010,ITI2,2,413.0
2013,NUTS,2010,ITI2,2,404.0
2014,NUTS,2010,ITI2,2,415.0
2015,NUTS,2010,ITI2,2,460.0
2016,NUTS,2010,ITI2,2,432.0
2017,NUTS,2010,ITI2,2,412.0
2018,NUTS,2010,ITI2,2,478.0
2019,NUTS,2010,ITI2,2,436.0
2003,NUTS,2010,ITI3,2,221.0
2004,NUTS,2010,ITI3,2,224.0
2005,NUTS,2010,ITI3,2,408.0
2007,NUTS,2010,ITI3,2,361.0
2008,NUTS,2010,ITI3,2,353.0
2009,NUTS,2010,ITI3,2,374.0
2010,NUTS,2010,ITI3,2,387.0
2011,NUTS,2010,ITI3,2,399.0
2012,NUTS,2010,ITI3,2,396.0
2013,NUTS,2010,ITI3,2,463.0
2014,NUTS,2010,ITI3,2,484.0
2015,NUTS,2010,ITI3,2,508.0
2016,NUTS,2010,ITI3,2,568.0
2017,NUTS,2010,ITI3,2,643.0
2018,NUTS,2010,ITI3,2,615.0
2019,NUTS,2010,ITI3,2,607.0
2003,NUTS,2010,ITI4,2,1270.0
2004,NUTS,2010,ITI4,2,1295.0
2005,NUTS,2010,ITI4,2,1570.0
2007,NUTS,2010,ITI4,2,1495.0
2008,NUTS,2010,ITI4,2,1557.0
2009,NUTS,2010,ITI4,2,1859.0
2010,NUTS,2010,ITI4,2,2012.0
2011,NUTS,2010,ITI4,2,1974.0
2012,NUTS,2010,ITI4,2,2101.0
2013,NUTS,2010,ITI4,2,2378.0
2014,NUTS,2010,ITI4,2,2439.0
2015,NUTS,2010,ITI4,2,2450.0
2016,NUTS,2010,ITI4,2,2778.0
2017,NUTS,2010,ITI4,2,2536.0
2018,NUTS,2010,ITI4,2,2472.0
2019,NUTS,2010,ITI4,2,2871.0
1998,NUTS,2010,KR,0,2999.0
2000,NUTS,2010,LT,0,2066.0
2001,NUTS,2010,LT,0,2480.0
2002,NUTS,2010,LT,0,2003.0
2003,NUTS,2010,LT,0,2170.0
2004,NUTS,2010,LT,0,2522.0
2005,NUTS,2010,LT,0,2551.0
2006,NUTS,2010,LT,0,2727.0
2007,NUTS,2010,LT,0,2872.0
2008,NUTS,2010,LT,0,2933.0
2009,NUTS,2010,LT,0,2954.0
2010,NUTS,2010,LT,0,3152.0
2011,NUTS,2010,LT,0,2966.0
2012,NUTS,2010,LT,0,2880.0
2013,NUTS,2010,LT,0,2833.0
2014,NUTS,2010,LT,0,2758.0
2015,NUTS,2010,LT,0,2558.0
2016,NUTS,2010,LT,0,2536.0
2017,NUTS,2010,LT,0,2467.0
2018,NUTS,2010,LT,0,2429.0
2019,NUTS,2010,LT,0,2576.0
2015,NUTS,2010,LT01,2,1278.0
2016,NUTS,2010,LT01,2,1231.0
2017,NUTS,2010,LT01,2,1202.0
2018,NUTS,2010,LT01,2,1184.0
2019,NUTS,2010,LT01,2,1159.0
2015,NUTS,2010,LT02,2,1280.0
2016,NUTS,2010,LT02,2,1305.0
2017,NUTS,2010,LT02,2,1266.0
2018,NUTS,2010,LT02,2,1245.0
2019,NUTS,2010,LT02,2,1417.0
2005,NUTS,2010,LU,0,44.0
2006,NUTS,2010,LU,0,39.0
2008,NUTS,2010,LU,0,103.0
2009,NUTS,2010,LU,0,172.0
2010,NUTS,2010,LU,0,190.0
2011,NUTS,2010,LU,0,217.0
2012,NUTS,2010,LU,0,245.0
2013,NUTS,2010,LU,0,293.0
2014,NUTS,2010,LU,0,343.0
2015,NUTS,2010,LU,0,354.0
2017,NUTS,2010,LU,0,365.0
2019,NUTS,2010,LU,0,420.0
1995,NUTS,2010,LV,0,620.0
1996,NUTS,2010,LV,0,565.0
1997,NUTS,2010,LV,0,590.0
1998,NUTS,2010,LV,0,687.0
1999,NUTS,2010,LV,0,786.0
2000,NUTS,2010,LV,0,1136.0
2001,NUTS,2010,LV,0,1200.0
2002,NUTS,2010,LV,0,1187.0
2003,NUTS,2010,LV,0,1184.0
2004,NUTS,2010,LV,0,1287.0
2005,NUTS,2010,LV,0,1078.0
2006,NUTS,2010,LV,0,1267.0
2007,NUTS,2010,LV,0,1469.0
2008,NUTS,2010,LV,0,1478.0
2009,NUTS,2010,LV,0,1259.0
2010,NUTS,2010,LV,0,1232.0
2011,NUTS,2010,LV,0,1337.0
2012,NUTS,2010,LV,0,1314.0
2013,NUTS,2010,LV,0,1183.0
2014,NUTS,2010,LV,0,1143.0
2015,NUTS,2010,LV,0,1153.0
2016,NUTS,2010,LV,0,978.0
2017,NUTS,2010,LV,0,1176.0
2018,NUTS,2010,LV,0,1103.0
2019,NUTS,2010,LV,0,1184.0
2011,NUTS,2010,ME,0,102.0
2013,NUTS,2010,ME,0,94.0
2014,NUTS,2010,ME,0,106.0
2015,NUTS,2010,ME,0,160.0
2017,NUTS,2010,ME,0,129.0
2018,NUTS,2010,ME,0,130.0
2019,NUTS,2010,ME,0,123.0
2005,NUTS,2010,MK,0,273.0
2006,NUTS,2010,MK,0,268.0
2007,NUTS,2010,MK,0,261.0
2008,NUTS,2010,MK,0,234.0
2009,NUTS,2010,MK,0,207.0
2010,NUTS,2010,MK,0,324.0
2011,NUTS,2010,MK,0,297.0
2012,NUTS,2010,MK,0,360.0
2015,NUTS,2010,MK,0,610.0
2016,NUTS,2010,MK,0,600.0
2017,NUTS,2010,MK,0,497.0
2018,NUTS,2010,MK,0,539.0
2019,NUTS,2010,MK,0,524.0
2002,NUTS,2010,MT,0,48.0
2003,NUTS,2010,MT,0,54.0
2004,NUTS,2010,MT,0,53.0
2005,NUTS,2010,MT,0,60.0
2006,NUTS,2010,MT,0,64.0
2007,NUTS,2010,MT,0,60.0
2008,NUTS,2010,MT,0,71.0
2009,NUTS,2010,MT,0,61.0
2010,NUTS,2010,MT,0,68.0
2011,NUTS,2010,MT,0,66.0
2012,NUTS,2010,MT,0,80.0
2013,NUTS,2010,MT,0,99.0
2014,NUTS,2010,MT,0,128.0
2015,NUTS,2010,MT,0,113.0
2016,NUTS,2010,MT,0,112.0
2017,NUTS,2010,MT,0,131.0
2018,NUTS,2010,MT,0,137.0
2019,NUTS,2010,MT,0,157.0
1999,NUTS,2010,NL,0,4021.0
2000,NUTS,2010,NL,0,4322.0
2001,NUTS,2010,NL,0,4513.0
2002,NUTS,2010,NL,0,4815.0
2003,NUTS,2010,NL,0,5098.0
2004,NUTS,2010,NL,0,5468.0
2005,NUTS,2010,NL,0,5833.0
2006,NUTS,2010,NL,0,5993.0
2007,NUTS,2010,NL,0,6133.0
2008,NUTS,2010,NL,0,6616.0
2009,NUTS,2010,NL,0,7112.0
2011,NUTS,2010,NL,0,8040.0
2012,NUTS,2010,NL,0,8125.0
2002,NUTS,2010,NL1,1,244.0
2002,NUTS,2010,NL11,2,244.0
2002,NUTS,2010,NL2,1,487.0
2002,NUTS,2010,NL21,2,71.0
2002,NUTS,2010,NL22,2,416.0
2002,NUTS,2010,NL3,1,1726.0
2002,NUTS,2010,NL31,2,438.0
2002,NUTS,2010,NL32,2,628.0
2002,NUTS,2010,NL33,2,660.0
2002,NUTS,2010,NL4,1,309.0
2002,NUTS,2010,NL41,2,118.0
2002,NUTS,2010,NL42,2,191.0
2000,NUTS,2010,PL,0,24925.0
2003,NUTS,2010,PL,0,15381.0
2004,NUTS,2010,PL,0,15900.0
2005,NUTS,2010,PL,0,16990.0
2006,NUTS,2010,PL,0,15339.0
2007,NUTS,2010,PL,0,16096.0
2008,NUTS,2010,PL,0,16014.0
2009,NUTS,2010,PL,0,15683.0
2010,NUTS,2010,PL,0,16582.0
2011,NUTS,2010,PL,0,16832.0
2012,NUTS,2010,PL,0,15821.0
2013,NUTS,2010,PL,0,15870.0
2014,NUTS,2010,PL,0,17130.0
2015,NUTS,2010,PL,0,17631.0
2016,NUTS,2010,PL,0,19344.0
2017,NUTS,2010,PL,0,25765.0
2018,NUTS,2010,PL,0,26177.0
2019,NUTS,2010,PL,0,27835.0
2000,NUTS,2010,PL1,1,2780.0
2003,NUTS,2010,PL1,1,3006.0
2004,NUTS,2010,PL1,1,3165.0
2005,NUTS,2010,PL1,1,3759.0
2006,NUTS,2010,PL1,1,3624.0
2007,NUTS,2010,PL1,1,3797.0
2008,NUTS,2010,PL1,1,3417.0
2009,NUTS,2010,PL1,1,4057.0
2010,NUTS,2010,PL1,1,4102.0
2011,NUTS,2010,PL1,1,3957.0
2012,NUTS,2010,PL1,1,3901.0
2013,NUTS,2010,PL1,1,3782.0
2014,NUTS,2010,PL1,1,4016.0
2015,NUTS,2010,PL1,1,4032.0
2000,NUTS,2010,PL11,2,1219.0
2003,NUTS,2010,PL11,2,930.0
2004,NUTS,2010,PL11,2,944.0
2005,NUTS,2010,PL11,2,992.0
2006,NUTS,2010,PL11,2,1049.0
2007,NUTS,2010,PL11,2,1076.0
2008,NUTS,2010,PL11,2,1084.0
2009,NUTS,2010,PL11,2,1320.0
2010,NUTS,2010,PL11,2,1231.0
2012,NUTS,2010,PL11,2,1312.0
2013,NUTS,2010,PL11,2,1128.0
2014,NUTS,2010,PL11,2,1173.0
2015,NUTS,2010,PL11,2,1137.0
2000,NUTS,2010,PL12,2,1561.0
2003,NUTS,2010,PL12,2,2076.0
2004,NUTS,2010,PL12,2,2221.0
2005,NUTS,2010,PL12,2,2767.0
2006,NUTS,2010,PL12,2,2575.0
2007,NUTS,2010,PL12,2,2720.0
2008,NUTS,2010,PL12,2,2333.0
2009,NUTS,2010,PL12,2,2737.0
2010,NUTS,2010,PL12,2,2870.0
2012,NUTS,2010,PL12,2,2589.0
2013,NUTS,2010,PL12,2,2654.0
2014,NUTS,2010,PL12,2,2842.0
2015,NUTS,2010,PL12,2,2895.0
2000,NUTS,2010,PL2,1,1503.0
2003,NUTS,2010,PL2,1,4178.0
2004,NUTS,2010,PL2,1,4423.0
2005,NUTS,2010,PL2,1,4399.0
2006,NUTS,2010,PL2,1,3272.0
2007,NUTS,2010,PL2,1,3501.0
2008,NUTS,2010,PL2,1,3344.0
2009,NUTS,2010,PL2,1,3393.0
2010,NUTS,2010,PL2,1,3709.0
2011,NUTS,2010,PL2,1,3970.0
2012,NUTS,2010,PL2,1,3417.0
2013,NUTS,2010,PL2,1,3618.0
2014,NUTS,2010,PL2,1,4029.0
2015,NUTS,2010,PL2,1,4102.0
2016,NUTS,2010,PL2,1,4017.0
2017,NUTS,2010,PL2,1,5602.0
2018,NUTS,2010,PL2,1,5544.0
2019,NUTS,2010,PL2,1,6702.0
2000,NUTS,2010,PL21,2,784.0
2003,NUTS,2010,PL21,2,2728.0
2004,NUTS,2010,PL21,2,2930.0
2005,NUTS,2010,PL21,2,2595.0
2006,NUTS,2010,PL21,2,1577.0
2007,NUTS,2010,PL21,2,1803.0
2008,NUTS,2010,PL21,2,1858.0
2009,NUTS,2010,PL21,2,1883.0
2010,NUTS,2010,PL21,2,2135.0
2011,NUTS,2010,PL21,2,2469.0
2012,NUTS,2010,PL21,2,1937.0
2013,NUTS,2010,PL21,2,2161.0
2014,NUTS,2010,PL21,2,2485.0
2015,NUTS,2010,PL21,2,2539.0
2016,NUTS,2010,PL21,2,2336.0
2017,NUTS,2010,PL21,2,3700.0
2018,NUTS,2010,PL21,2,3678.0
2019,NUTS,2010,PL21,2,3667.0
2000,NUTS,2010,PL22,2,719.0
2003,NUTS,2010,PL22,2,1450.0
2004,NUTS,2010,PL22,2,1493.0
2005,NUTS,2010,PL22,2,1804.0
2006,NUTS,2010,PL22,2,1696.0
2007,NUTS,2010,PL22,2,1698.0
2008,NUTS,2010,PL22,2,1486.0
2009,NUTS,2010,PL22,2,1510.0
2010,NUTS,2010,PL22,2,1574.0
2011,NUTS,2010,PL22,2,1501.0
2012,NUTS,2010,PL22,2,1481.0
2013,NUTS,2010,PL22,2,1457.0
2014,NUTS,2010,PL22,2,1544.0
2015,NUTS,2010,PL22,2,1564.0
2016,NUTS,2010,PL22,2,1681.0
2017,NUTS,2010,PL22,2,1902.0
2018,NUTS,2010,PL22,2,1866.0
2019,NUTS,2010,PL22,2,3036.0
2000,NUTS,2010,PL3,1,1468.0
2003,NUTS,2010,PL3,1,1829.0
2004,NUTS,2010,PL3,1,1729.0
2005,NUTS,2010,PL3,1,1997.0
2006,NUTS,2010,PL3,1,1930.0
2007,NUTS,2010,PL3,1,1918.0
2008,NUTS,2010,PL3,1,2165.0
2009,NUTS,2010,PL3,1,2147.0
2011,NUTS,2010,PL3,1,2158.0
2012,NUTS,2010,PL3,1,2019.0
2013,NUTS,2010,PL3,1,2197.0
2014,NUTS,2010,PL3,1,2380.0
2015,NUTS,2010,PL3,1,2737.0
2000,NUTS,2010,PL31,2,1005.0
2003,NUTS,2010,PL31,2,909.0
2004,NUTS,2010,PL31,2,957.0
2005,NUTS,2010,PL31,2,1015.0
2006,NUTS,2010,PL31,2,960.0
2007,NUTS,2010,PL31,2,956.0
2008,NUTS,2010,PL31,2,966.0
2009,NUTS,2010,PL31,2,949.0
2010,NUTS,2010,PL31,2,1020.0
2011,NUTS,2010,PL31,2,1059.0
2012,NUTS,2010,PL31,2,1061.0
2013,NUTS,2010,PL31,2,1063.0
2014,NUTS,2010,PL31,2,1121.0
2015,NUTS,2010,PL31,2,1101.0
2005,NUTS,2010,PL32,2,178.0
2006,NUTS,2010,PL32,2,179.0
2007,NUTS,2010,PL32,2,182.0
2008,NUTS,2010,PL32,2,206.0
2009,NUTS,2010,PL32,2,200.0
2010,NUTS,2010,PL32,2,228.0
2012,NUTS,2010,PL32,2,219.0
2013,NUTS,2010,PL32,2,248.0
2014,NUTS,2010,PL32,2,278.0
2015,NUTS,2010,PL32,2,563.0
2007,NUTS,2010,PL33,2,269.0
2008,NUTS,2010,PL33,2,366.0
2012,NUTS,2010,PL33,2,64.0
2013,NUTS,2010,PL33,2,312.0
2014,NUTS,2010,PL33,2,343.0
2015,NUTS,2010,PL33,2,402.0
2007,NUTS,2010,PL34,2,511.0
2008,NUTS,2010,PL34,2,627.0
2009,NUTS,2010,PL34,2,630.0
2010,NUTS,2010,PL34,2,578.0
2011,NUTS,2010,PL34,2,616.0
2012,NUTS,2010,PL34,2,676.0
2013,NUTS,2010,PL34,2,574.0
2014,NUTS,2010,PL34,2,639.0
2015,NUTS,2010,PL34,2,670.0
2000,NUTS,2010,PL4,1,1214.0
2003,NUTS,2010,PL4,1,2282.0
2004,NUTS,2010,PL4,1,2315.0
2005,NUTS,2010,PL4,1,2362.0
2006,NUTS,2010,PL4,1,2356.0
2007,NUTS,2010,PL4,1,2544.0
2008,NUTS,2010,PL4,1,2532.0
2009,NUTS,2010,PL4,1,1998.0
2011,NUTS,2010,PL4,1,2373.0
2012,NUTS,2010,PL4,1,2078.0
2013,NUTS,2010,PL4,1,1725.0
2014,NUTS,2010,PL4,1,2178.0
2015,NUTS,2010,PL4,1,2255.0
2016,NUTS,2010,PL4,1,2329.0
2017,NUTS,2010,PL4,1,2997.0
2018,NUTS,2010,PL4,1,3008.0
2019,NUTS,2010,PL4,1,2731.0
2000,NUTS,2010,PL41,2,718.0
2003,NUTS,2010,PL41,2,1291.0
2004,NUTS,2010,PL41,2,1301.0
2005,NUTS,2010,PL41,2,1247.0
2006,NUTS,2010,PL41,2,1383.0
2007,NUTS,2010,PL41,2,1371.0
2008,NUTS,2010,PL41,2,1437.0
2009,NUTS,2010,PL41,2,1064.0
2010,NUTS,2010,PL41,2,1424.0
2011,NUTS,2010,PL41,2,1413.0
2012,NUTS,2010,PL41,2,1190.0
2013,NUTS,2010,PL41,2,816.0
2014,NUTS,2010,PL41,2,1117.0
2015,NUTS,2010,PL41,2,1227.0
2016,NUTS,2010,PL41,2,1379.0
2017,NUTS,2010,PL41,2,1598.0
2007,NUTS,2010,PL42,2,863.0
2008,NUTS,2010,PL42,2,831.0
2009,NUTS,2010,PL42,2,713.0
2010,NUTS,2010,PL42,2,703.0
2012,NUTS,2010,PL42,2,698.0
2013,NUTS,2010,PL42,2,642.0
2014,NUTS,2010,PL42,2,791.0
2015,NUTS,2010,PL42,2,760.0
2016,NUTS,2010,PL42,2,688.0
2017,NUTS,2010,PL42,2,1097.0
2018,NUTS,2010,PL42,2,1127.0
2019,NUTS,2010,PL42,2,953.0
2007,NUTS,2010,PL43,2,310.0
2008,NUTS,2010,PL43,2,264.0
2012,NUTS,2010,PL43,2,189.0
2013,NUTS,2010,PL43,2,266.0
2014,NUTS,2010,PL43,2,271.0
2015,NUTS,2010,PL43,2,268.0
2016,NUTS,2010,PL43,2,262.0
2017,NUTS,2010,PL43,2,302.0
2000,NUTS,2010,PL5,1,1158.0
2003,NUTS,2010,PL5,1,1797.0
2004,NUTS,2010,PL5,1,1793.0
2005,NUTS,2010,PL5,1,1745.0
2006,NUTS,2010,PL5,1,1627.0
2007,NUTS,2010,PL5,1,1755.0
2008,NUTS,2010,PL5,1,1828.0
2009,NUTS,2010,PL5,1,1762.0
2011,NUTS,2010,PL5,1,1921.0
2012,NUTS,2010,PL5,1,1909.0
2013,NUTS,2010,PL5,1,2125.0
2014,NUTS,2010,PL5,1,2087.0
2015,NUTS,2010,PL5,1,2004.0
2016,NUTS,2010,PL5,1,2000.0
2017,NUTS,2010,PL5,1,2725.0
2018,NUTS,2010,PL5,1,2668.0
2019,NUTS,2010,PL5,1,2719.0
2007,NUTS,2010,PL51,2,1514.0
2008,NUTS,2010,PL51,2,1603.0
2009,NUTS,2010,PL51,2,1534.0
2010,NUTS,2010,PL51,2,1410.0
2011,NUTS,2010,PL51,2,1675.0
2012,NUTS,2010,PL51,2,1666.0
2013,NUTS,2010,PL51,2,1897.0
2014,NUTS,2010,PL51,2,1844.0
2015,NUTS,2010,PL51,2,1756.0
2016,NUTS,2010,PL51,2,1778.0
2017,NUTS,2010,PL51,2,2440.0
2018,NUTS,2010,PL51,2,2348.0
2019,NUTS,2010,PL51,2,2395.0
2007,NUTS,2010,PL52,2,241.0
2008,NUTS,2010,PL52,2,226.0
2009,NUTS,2010,PL52,2,228.0
2011,NUTS,2010,PL52,2,246.0
2012,NUTS,2010,PL52,2,243.0
2013,NUTS,2010,PL52,2,228.0
2014,NUTS,2010,PL52,2,243.0
2015,NUTS,2010,PL52,2,249.0
2016,NUTS,2010,PL52,2,222.0
2017,NUTS,2010,PL52,2,285.0
2018,NUTS,2010,PL52,2,320.0
2019,NUTS,2010,PL52,2,324.0
2000,NUTS,2010,PL6,1,690.0
2003,NUTS,2010,PL6,1,2319.0
2004,NUTS,2010,PL6,1,2475.0
2005,NUTS,2010,PL6,1,2728.0
2006,NUTS,2010,PL6,1,2530.0
2007,NUTS,2010,PL6,1,2582.0
2008,NUTS,2010,PL6,1,2728.0
2009,NUTS,2010,PL6,1,2326.0
2011,NUTS,2010,PL6,1,2453.0
2012,NUTS,2010,PL6,1,2496.0
2013,NUTS,2010,PL6,1,2424.0
2014,NUTS,2010,PL6,1,2440.0
2015,NUTS,2010,PL6,1,2501.0
2016,NUTS,2010,PL6,1,2595.0
2017,NUTS,2010,PL6,1,3622.0
2018,NUTS,2010,PL6,1,3382.0
2019,NUTS,2010,PL6,1,3775.0
2005,NUTS,2010,PL61,2,916.0
2006,NUTS,2010,PL61,2,931.0
2007,NUTS,2010,PL61,2,1007.0
2008,NUTS,2010,PL61,2,1173.0
2009,NUTS,2010,PL61,2,800.0
2010,NUTS,2010,PL61,2,866.0
2012,NUTS,2010,PL61,2,934.0
2013,NUTS,2010,PL61,2,904.0
2014,NUTS,2010,PL61,2,882.0
2015,NUTS,2010,PL61,2,944.0
2016,NUTS,2010,PL61,2,797.0
2005,NUTS,2010,PL62,2,367.0
2006,NUTS,2010,PL62,2,387.0
2007,NUTS,2010,PL62,2,384.0
2008,NUTS,2010,PL62,2,427.0
2012,NUTS,2010,PL62,2,462.0
2013,NUTS,2010,PL62,2,421.0
2014,NUTS,2010,PL62,2,476.0
2015,NUTS,2010,PL62,2,448.0
2016,NUTS,2010,PL62,2,500.0
2000,NUTS,2010,PL63,2,516.0
2003,NUTS,2010,PL63,2,1141.0
2004,NUTS,2010,PL63,2,1255.0
2005,NUTS,2010,PL63,2,1445.0
2006,NUTS,2010,PL63,2,1213.0
2007,NUTS,2010,PL63,2,1192.0
2008,NUTS,2010,PL63,2,1128.0
2009,NUTS,2010,PL63,2,1148.0
2010,NUTS,2010,PL63,2,1172.0
2011,NUTS,2010,PL63,2,1143.0
2012,NUTS,2010,PL63,2,1101.0
2013,NUTS,2010,PL63,2,1099.0
2014,NUTS,2010,PL63,2,1082.0
2015,NUTS,2010,PL63,2,1109.0
2016,NUTS,2010,PL63,2,1298.0
2017,NUTS,2010,PL63,2,1568.0
2018,NUTS,2010,PL63,2,1804.0
2019,NUTS,2010,PL63,2,1498.0
2016,NUTS,2010,PL7,1,1799.0
2017,NUTS,2010,PL7,1,2040.0
2018,NUTS,2010,PL7,1,1983.0
2019,NUTS,2010,PL7,1,2230.0
2017,NUTS,2010,PL71,2,1761.0
2019,NUTS,2010,PL71,2,1891.0
2017,NUTS,2010,PL72,2,279.0
2019,NUTS,2010,PL72,2,339.0
2016,NUTS,2010,PL8,1,2357.0
2017,NUTS,2010,PL8,1,2789.0
2018,NUTS,2010,PL8,1,3600.0
2019,NUTS,2010,PL8,1,3424.0
2016,NUTS,2010,PL81,2,1265.0
2017,NUTS,2010,PL81,2,1531.0
2018,NUTS,2010,PL81,2,2110.0
2019,NUTS,2010,PL81,2,2116.0
2016,NUTS,2010,PL82,2,578.0
2017,NUTS,2010,PL82,2,588.0
2018,NUTS,2010,PL82,2,677.0
2019,NUTS,2010,PL82,2,481.0
2016,NUTS,2010,PL84,2,514.0
2017,NUTS,2010,PL84,2,670.0
2018,NUTS,2010,PL84,2,814.0
2019,NUTS,2010,PL84,2,828.0
2016,NUTS,2010,PL9,1,4247.0
2017,NUTS,2010,PL9,1,5990.0
2018,NUTS,2010,PL9,1,5992.0
2019,NUTS,2010,PL9,1,6254.0
2017,NUTS,2010,PL91,2,5784.0
2018,NUTS,2010,PL91,2,5776.0
2019,NUTS,2010,PL91,2,6016.0
2017,NUTS,2010,PL92,2,206.0
2018,NUTS,2010,PL92,2,216.0
2019,NUTS,2010,PL92,2,238.0
2003,NUTS,2010,PLZ,1,0.0
2003,NUTS,2010,PLZZ,2,0.0
1995,NUTS,2010,PT,0,2509.0
1997,NUTS,2010,PT,0,3390.0
1999,NUTS,2010,PT,0,3809.0
2000,NUTS,2010,PT,0,3984.0
2001,NUTS,2010,PT,0,4159.0
2002,NUTS,2010,PT,0,4451.0
2003,NUTS,2010,PT,0,4743.0
2004,NUTS,2010,PT,0,5015.0
2005,NUTS,2010,PT,0,5286.0
2006,NUTS,2010,PT,0,5866.0
2007,NUTS,2010,PT,0,6446.0
2008,NUTS,2010,PT,0,10963.0
2009,NUTS,2010,PT,0,11447.0
2010,NUTS,2010,PT,0,11626.0
2011,NUTS,2010,PT,0,11735.0
2012,NUTS,2010,PT,0,12064.0
2013,NUTS,2010,PT,0,12874.0
2014,NUTS,2010,PT,0,12377.0
2015,NUTS,2010,PT,0,12462.0
2016,NUTS,2010,PT,0,13077.0
2017,NUTS,2010,PT,0,13893.0
2018,NUTS,2010,PT,0,14642.0
2019,NUTS,2010,PT,0,14750.0
2020,NUTS,2010,PT,0,14740.0
2000,NUTS,2010,PT1,1,3874.0
2001,NUTS,2010,PT1,1,4049.0
2002,NUTS,2010,PT1,1,4332.0
2003,NUTS,2010,PT1,1,4616.0
2004,NUTS,2010,PT1,1,4881.0
2005,NUTS,2010,PT1,1,5147.0
2006,NUTS,2010,PT1,1,5726.0
2007,NUTS,2010,PT1,1,6304.0
2008,NUTS,2010,PT1,1,10733.0
2009,NUTS,2010,PT1,1,11270.0
2010,NUTS,2010,PT1,1,11449.0
2011,NUTS,2010,PT1,1,11548.0
2012,NUTS,2010,PT1,1,11904.0
2013,NUTS,2010,PT1,1,12691.0
2014,NUTS,2010,PT1,1,12189.0
2015,NUTS,2010,PT1,1,12290.0
2016,NUTS,2010,PT1,1,12895.0
2017,NUTS,2010,PT1,1,13697.0
2018,NUTS,2010,PT1,1,14435.0
2019,NUTS,2010,PT1,1,14570.0
2020,NUTS,2010,PT1,1,14572.0
2000,NUTS,2010,PT11,2,991.0
2001,NUTS,2010,PT11,2,1029.0
2002,NUTS,2010,PT11,2,1141.0
2003,NUTS,2010,PT11,2,1254.0
2004,NUTS,2010,PT11,2,1308.0
2005,NUTS,2010,PT11,2,1362.0
2006,NUTS,2010,PT11,2,1531.0
2007,NUTS,2010,PT11,2,1700.0
2008,NUTS,2010,PT11,2,3007.0
2009,NUTS,2010,PT11,2,3343.0
2010,NUTS,2010,PT11,2,3330.0
2011,NUTS,2010,PT11,2,3665.0
2012,NUTS,2010,PT11,2,3626.0
2013,NUTS,2010,PT11,2,4239.0
2014,NUTS,2010,PT11,2,4022.0
2015,NUTS,2010,PT11,2,3941.0
2016,NUTS,2010,PT11,2,4212.0
2017,NUTS,2010,PT11,2,4566.0
2018,NUTS,2010,PT11,2,4897.0
2019,NUTS,2010,PT11,2,5074.0
2020,NUTS,2010,PT11,2,5232.0
2000,NUTS,2010,PT15,2,136.0
2001,NUTS,2010,PT15,2,156.0
2002,NUTS,2010,PT15,2,168.0
2003,NUTS,2010,PT15,2,180.0
2004,NUTS,2010,PT15,2,192.0
2005,NUTS,2010,PT15,2,203.0
2006,NUTS,2010,PT15,2,225.0
2007,NUTS,2010,PT15,2,247.0
2008,NUTS,2010,PT15,2,403.0
2009,NUTS,2010,PT15,2,437.0
2010,NUTS,2010,PT15,2,377.0
2011,NUTS,2010,PT15,2,395.0
2012,NUTS,2010,PT15,2,343.0
2013,NUTS,2010,PT15,2,305.0
2014,NUTS,2010,PT15,2,326.0
2015,NUTS,2010,PT15,2,316.0
2016,NUTS,2010,PT15,2,315.0
2017,NUTS,2010,PT15,2,286.0
2018,NUTS,2010,PT15,2,298.0
2019,NUTS,2010,PT15,2,346.0
2020,NUTS,2010,PT15,2,339.0
2000,NUTS,2010,PT16,2,843.0
2001,NUTS,2010,PT16,2,906.0
2002,NUTS,2010,PT16,2,957.0
2003,NUTS,2010,PT16,2,1009.0
2004,NUTS,2010,PT16,2,1048.0
2005,NUTS,2010,PT16,2,1087.0
2006,NUTS,2010,PT16,2,1215.0
2007,NUTS,2010,PT16,2,1343.0
2008,NUTS,2010,PT16,2,2311.0
2009,NUTS,2010,PT16,2,2295.0
2010,NUTS,2010,PT16,2,2480.0
2011,NUTS,2010,PT16,2,2541.0
2012,NUTS,2010,PT16,2,2613.0
2013,NUTS,2010,PT16,2,2689.0
2014,NUTS,2010,PT16,2,2538.0
2015,NUTS,2010,PT16,2,2465.0
2016,NUTS,2010,PT16,2,2573.0
2017,NUTS,2010,PT16,2,2780.0
2018,NUTS,2010,PT16,2,2979.0
2019,NUTS,2010,PT16,2,2959.0
2020,NUTS,2010,PT16,2,2941.0
