year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_mio_pps_kp05
2011,NUTS,2010,LU00,2,46.208
2012,NUTS,2010,LU00,2,62.889
2013,NUTS,2010,LU00,2,72.908
2014,NUTS,2010,LU00,2,69.676
2015,NUTS,2010,LU00,2,76.066
2016,NUTS,2010,LU00,2,84.723
2017,NUTS,2010,LU00,2,89.73
2018,NUTS,2010,LU00,2,87.661
2019,NUTS,2010,LU00,2,96.358
2020,NUTS,2010,LU00,2,91.895
2011,NUTS,2010,LV,0,89.315
2012,NUTS,2010,LV,0,91.174
2013,NUTS,2010,LV,0,73.268
2014,NUTS,2010,LV,0,79.342
2015,NUTS,2010,LV,0,90.778
2016,NUTS,2010,LV,0,57.5
2017,NUTS,2010,LV,0,74.472
2018,NUTS,2010,LV,0,108.523
2019,NUTS,2010,LV,0,116.107
2020,NUTS,2010,LV,0,113.608
2011,NUTS,2010,LV0,1,89.315
2012,NUTS,2010,LV0,1,91.174
2013,NUTS,2010,LV0,1,73.268
2014,NUTS,2010,LV0,1,79.342
2015,NUTS,2010,LV0,1,90.778
2016,NUTS,2010,LV0,1,57.5
2017,NUTS,2010,LV0,1,74.472
2018,NUTS,2010,LV0,1,108.523
2019,NUTS,2010,LV0,1,116.107
2020,NUTS,2010,LV0,1,113.608
2011,NUTS,2010,LV00,2,89.315
2012,NUTS,2010,LV00,2,91.174
2013,NUTS,2010,LV00,2,73.268
2014,NUTS,2010,LV00,2,79.342
2015,NUTS,2010,LV00,2,90.778
2016,NUTS,2010,LV00,2,57.5
2017,NUTS,2010,LV00,2,74.472
2018,NUTS,2010,LV00,2,108.523
2019,NUTS,2010,LV00,2,116.107
2020,NUTS,2010,LV00,2,113.608
2015,NUTS,2010,MK,0,54.162
2016,NUTS,2010,MK,0,50.776
2017,NUTS,2010,MK,0,40.26
2018,NUTS,2010,MK,0,40.529
2019,NUTS,2010,MK,0,45.248
2020,NUTS,2010,MK,0,45.193
2015,NUTS,2010,MK0,1,54.162
2016,NUTS,2010,MK0,1,50.776
2017,NUTS,2010,MK0,1,40.26
2018,NUTS,2010,MK0,1,40.529
2019,NUTS,2010,MK0,1,45.248
2020,NUTS,2010,MK0,1,45.193
2015,NUTS,2010,MK00,2,54.162
2016,NUTS,2010,MK00,2,50.776
2017,NUTS,2010,MK00,2,40.26
2018,NUTS,2010,MK00,2,40.529
2019,NUTS,2010,MK00,2,45.248
2020,NUTS,2010,MK00,2,45.193
2011,NUTS,2010,MT,0,17.73
2012,NUTS,2010,MT,0,25.368
2013,NUTS,2010,MT,0,27.279
2014,NUTS,2010,MT,0,24.504
2015,NUTS,2010,MT,0,25.66
2016,NUTS,2010,MT,0,23.672
2017,NUTS,2010,MT,0,23.929
2018,NUTS,2010,MT,0,28.166
2019,NUTS,2010,MT,0,30.513
2020,NUTS,2010,MT,0,31.146
2011,NUTS,2010,MT0,1,17.73
2012,NUTS,2010,MT0,1,25.368
2013,NUTS,2010,MT0,1,27.279
2014,NUTS,2010,MT0,1,24.504
2015,NUTS,2010,MT0,1,25.66
2016,NUTS,2010,MT0,1,23.672
2017,NUTS,2010,MT0,1,23.929
2018,NUTS,2010,MT0,1,28.166
2019,NUTS,2010,MT0,1,30.513
2020,NUTS,2010,MT0,1,31.146
2011,NUTS,2010,MT00,2,17.73
2012,NUTS,2010,MT00,2,25.368
2013,NUTS,2010,MT00,2,27.279
2014,NUTS,2010,MT00,2,24.504
2015,NUTS,2010,MT00,2,25.66
2016,NUTS,2010,MT00,2,23.672
2017,NUTS,2010,MT00,2,23.929
2018,NUTS,2010,MT00,2,28.166
2019,NUTS,2010,MT00,2,30.513
2020,NUTS,2010,MT00,2,31.146
2011,NUTS,2010,NL,0,3358.313
2012,NUTS,2010,NL,0,3276.602
2013,NUTS,2010,NL,0,3348.641
2014,NUTS,2010,NL,0,3478.962
2015,NUTS,2010,NL,0,3558.399
2016,NUTS,2010,NL,0,3470.508
2017,NUTS,2010,NL,0,3588.155
2018,NUTS,2010,NL,0,3564.214
2019,NUTS,2010,NL,0,3696.961
2020,NUTS,2010,NL,0,3669.466
2011,NUTS,2010,NO,0,978.439
2012,NUTS,2010,NO,0,998.552
2013,NUTS,2010,NO,0,1035.964
2014,NUTS,2010,NO,0,1079.366
2015,NUTS,2010,NO,0,1243.246
2016,NUTS,2010,NO,0,1391.837
2017,NUTS,2010,NO,0,1513.209
2018,NUTS,2010,NO,0,1533.146
2019,NUTS,2010,NO,0,1609.714
2020,NUTS,2010,NO,0,1637.05
2011,NUTS,2010,NO0,1,978.439
2012,NUTS,2010,NO0,1,998.552
2013,NUTS,2010,NO0,1,1035.964
2014,NUTS,2010,NO0,1,1079.366
2015,NUTS,2010,NO0,1,1243.246
2016,NUTS,2010,NO0,1,1391.837
2017,NUTS,2010,NO0,1,1513.209
2018,NUTS,2010,NO0,1,1533.085
2019,NUTS,2010,NO0,1,1609.714
2011,NUTS,2010,NO01,2,406.762
2012,NUTS,2010,NO01,2,424.606
2013,NUTS,2010,NO01,2,440.135
2014,NUTS,2010,NO01,2,455.503
2015,NUTS,2010,NO01,2,535.71
2016,NUTS,2010,NO01,2,601.897
2017,NUTS,2010,NO01,2,649.307
2018,NUTS,2010,NO01,2,681.736
2019,NUTS,2010,NO01,2,687.325
2011,NUTS,2010,NO02,2,12.077
2012,NUTS,2010,NO02,2,12.031
2013,NUTS,2010,NO02,2,15.15
2014,NUTS,2010,NO02,2,15.945
2015,NUTS,2010,NO02,2,18.394
2016,NUTS,2010,NO02,2,20.571
2017,NUTS,2010,NO02,2,27.128
2018,NUTS,2010,NO02,2,27.012
2019,NUTS,2010,NO02,2,29.817
2011,NUTS,2010,NO03,2,18.595
2012,NUTS,2010,NO03,2,19.235
2013,NUTS,2010,NO03,2,20.653
2014,NUTS,2010,NO03,2,21.755
2015,NUTS,2010,NO03,2,29.186
2016,NUTS,2010,NO03,2,31.7
2017,NUTS,2010,NO03,2,43.342
2018,NUTS,2010,NO03,2,43.498
2019,NUTS,2010,NO03,2,45.948
2011,NUTS,2010,NO04,2,56.403
2012,NUTS,2010,NO04,2,56.272
2013,NUTS,2010,NO04,2,57.945
2014,NUTS,2010,NO04,2,60.23
2015,NUTS,2010,NO04,2,67.436
2016,NUTS,2010,NO04,2,74.529
2017,NUTS,2010,NO04,2,88.06
2018,NUTS,2010,NO04,2,86.997
2019,NUTS,2010,NO04,2,93.076
2011,NUTS,2010,NO05,2,172.503
2012,NUTS,2010,NO05,2,167.939
2013,NUTS,2010,NO05,2,170.792
2014,NUTS,2010,NO05,2,179.851
2015,NUTS,2010,NO05,2,207.778
2016,NUTS,2010,NO05,2,237.009
2017,NUTS,2010,NO05,2,254.862
2018,NUTS,2010,NO05,2,256.001
2019,NUTS,2010,NO05,2,275.358
2011,NUTS,2010,NO06,2,193.638
2012,NUTS,2010,NO06,2,190.9
2013,NUTS,2010,NO06,2,213.263
2014,NUTS,2010,NO06,2,223.362
2015,NUTS,2010,NO06,2,240.107
2016,NUTS,2010,NO06,2,265.674
2017,NUTS,2010,NO06,2,279.537
2018,NUTS,2010,NO06,2,279.545
2019,NUTS,2010,NO06,2,311.489
2011,NUTS,2010,NO07,2,118.502
2012,NUTS,2010,NO07,2,127.57
2013,NUTS,2010,NO07,2,118.026
2014,NUTS,2010,NO07,2,122.72
2015,NUTS,2010,NO07,2,144.635
2016,NUTS,2010,NO07,2,160.457
2017,NUTS,2010,NO07,2,170.974
2018,NUTS,2010,NO07,2,158.297
2019,NUTS,2010,NO07,2,166.701
2011,NUTS,2010,PL,0,1506.085
2012,NUTS,2010,PL,0,1772.584
2013,NUTS,2010,PL,0,1509.061
2014,NUTS,2010,PL,0,1677.127
2015,NUTS,2010,PL,0,1837.241
2016,NUTS,2010,PL,0,1977.345
2017,NUTS,2010,PL,0,2332.393
2018,NUTS,2010,PL,0,2766.943
2019,NUTS,2010,PL,0,3558.72
2020,NUTS,2010,PL,0,3591.264
2011,NUTS,2010,PL1,1,485.495
2012,NUTS,2010,PL1,1,461.998
2013,NUTS,2010,PL1,1,471.566
2014,NUTS,2010,PL1,1,510.131
2015,NUTS,2010,PL1,1,613.858
2011,NUTS,2010,PL11,2,119.171
2012,NUTS,2010,PL11,2,141.621
2013,NUTS,2010,PL11,2,124.9
2014,NUTS,2010,PL11,2,119.805
2015,NUTS,2010,PL11,2,106.249
2011,NUTS,2010,PL12,2,366.324
2012,NUTS,2010,PL12,2,320.377
2013,NUTS,2010,PL12,2,346.702
2014,NUTS,2010,PL12,2,390.327
2015,NUTS,2010,PL12,2,507.644
2011,NUTS,2010,PL2,1,321.02
2012,NUTS,2010,PL2,1,305.321
2013,NUTS,2010,PL2,1,317.488
2014,NUTS,2010,PL2,1,368.237
2015,NUTS,2010,PL2,1,398.506
2016,NUTS,2010,PL2,1,363.272
2017,NUTS,2010,PL2,1,515.582
2018,NUTS,2010,PL2,1,582.618
2019,NUTS,2010,PL2,1,788.8
2011,NUTS,2010,PL21,2,205.741
2012,NUTS,2010,PL21,2,220.612
2013,NUTS,2010,PL21,2,222.839
2014,NUTS,2010,PL21,2,242.029
2015,NUTS,2010,PL21,2,273.268
2016,NUTS,2010,PL21,2,238.424
2017,NUTS,2010,PL21,2,350.433
2018,NUTS,2010,PL21,2,403.456
2019,NUTS,2010,PL21,2,510.996
2011,NUTS,2010,PL22,2,115.279
2012,NUTS,2010,PL22,2,84.709
2013,NUTS,2010,PL22,2,94.649
2014,NUTS,2010,PL22,2,126.208
2015,NUTS,2010,PL22,2,125.238
2016,NUTS,2010,PL22,2,124.848
2017,NUTS,2010,PL22,2,165.149
2018,NUTS,2010,PL22,2,179.162
2019,NUTS,2010,PL22,2,277.803
2011,NUTS,2010,PL3,1,211.505
2012,NUTS,2010,PL3,1,252.291
2014,NUTS,2010,PL3,1,308.37
2015,NUTS,2010,PL3,1,327.062
2011,NUTS,2010,PL31,2,62.963
2012,NUTS,2010,PL31,2,149.32
2013,NUTS,2010,PL31,2,76.342
2014,NUTS,2010,PL31,2,152.958
2015,NUTS,2010,PL31,2,162.404
2011,NUTS,2010,PL32,2,81.32
2012,NUTS,2010,PL32,2,58.721
2013,NUTS,2010,PL32,2,50.453
2011,NUTS,2010,PL33,2,29.701
2012,NUTS,2010,PL33,2,10.981
2011,NUTS,2010,PL34,2,37.521
2012,NUTS,2010,PL34,2,33.268
2013,NUTS,2010,PL34,2,53.171
2014,NUTS,2010,PL34,2,58.409
2015,NUTS,2010,PL34,2,68.273
2011,NUTS,2010,PL4,1,201.335
2012,NUTS,2010,PL4,1,369.715
2013,NUTS,2010,PL4,1,218.405
2014,NUTS,2010,PL4,1,210.619
2015,NUTS,2010,PL4,1,185.338
2016,NUTS,2010,PL4,1,211.452
2017,NUTS,2010,PL4,1,264.169
2018,NUTS,2010,PL4,1,346.866
2019,NUTS,2010,PL4,1,407.429
2011,NUTS,2010,PL41,2,131.103
2012,NUTS,2010,PL41,2,291.201
2014,NUTS,2010,PL41,2,156.906
2015,NUTS,2010,PL41,2,126.752
2016,NUTS,2010,PL41,2,170.714
2017,NUTS,2010,PL41,2,194.8
2018,NUTS,2010,PL41,2,247.684
2019,NUTS,2010,PL41,2,288.499
2011,NUTS,2010,PL42,2,56.612
2013,NUTS,2010,PL42,2,48.093
2017,NUTS,2010,PL42,2,55.923
2018,NUTS,2010,PL42,2,81.499
2011,NUTS,2010,PL43,2,13.621
2017,NUTS,2010,PL43,2,13.481
2018,NUTS,2010,PL43,2,17.684
2011,NUTS,2010,PL5,1,111.975
2012,NUTS,2010,PL5,1,128.95
2013,NUTS,2010,PL5,1,119.465
2014,NUTS,2010,PL5,1,128.271
2015,NUTS,2010,PL5,1,148.982
2016,NUTS,2010,PL5,1,141.307
2017,NUTS,2010,PL5,1,211.763
2018,NUTS,2010,PL5,1,261.68
2019,NUTS,2010,PL5,1,314.593
2012,NUTS,2010,PL51,2,122.761
2013,NUTS,2010,PL51,2,108.309
2015,NUTS,2010,PL51,2,130.733
2016,NUTS,2010,PL51,2,117.719
2017,NUTS,2010,PL51,2,190.214
2018,NUTS,2010,PL51,2,238.918
2019,NUTS,2010,PL51,2,279.534
2012,NUTS,2010,PL52,2,6.188
2013,NUTS,2010,PL52,2,11.156
2015,NUTS,2010,PL52,2,18.284
2016,NUTS,2010,PL52,2,23.588
2017,NUTS,2010,PL52,2,21.549
2018,NUTS,2010,PL52,2,22.762
2019,NUTS,2010,PL52,2,35.059
2011,NUTS,2010,PL6,1,174.718
2012,NUTS,2010,PL6,1,254.3
2014,NUTS,2010,PL6,1,151.499
2015,NUTS,2010,PL6,1,163.461
2016,NUTS,2010,PL6,1,185.359
2017,NUTS,2010,PL6,1,218.245
2018,NUTS,2010,PL6,1,263.546
2019,NUTS,2010,PL6,1,395.177
2011,NUTS,2010,PL61,2,42.11
2012,NUTS,2010,PL61,2,61.571
2014,NUTS,2010,PL61,2,34.362
2015,NUTS,2010,PL61,2,38.928
2016,NUTS,2010,PL61,2,33.96
2017,NUTS,2010,PL61,2,49.545
2012,NUTS,2010,PL62,2,28.333
2013,NUTS,2010,PL62,2,22.599
2014,NUTS,2010,PL62,2,18.426
2015,NUTS,2010,PL62,2,27.936
2016,NUTS,2010,PL62,2,31.958
2017,NUTS,2010,PL62,2,44.787
2012,NUTS,2010,PL63,2,164.397
2013,NUTS,2010,PL63,2,105.913
2014,NUTS,2010,PL63,2,98.747
2015,NUTS,2010,PL63,2,96.597
2016,NUTS,2010,PL63,2,119.405
2017,NUTS,2010,PL63,2,123.913
2018,NUTS,2010,PL63,2,135.348
2019,NUTS,2010,PL63,2,223.189
2016,NUTS,2010,PL7,1,131.837
2017,NUTS,2010,PL7,1,134.843
2018,NUTS,2010,PL7,1,206.459
2019,NUTS,2010,PL7,1,274.726
2016,NUTS,2010,PL71,2,110.274
2017,NUTS,2010,PL71,2,123.982
2018,NUTS,2010,PL71,2,179.125
2019,NUTS,2010,PL71,2,237.569
2016,NUTS,2010,PL72,2,21.528
2017,NUTS,2010,PL72,2,10.826
2018,NUTS,2010,PL72,2,27.334
2019,NUTS,2010,PL72,2,37.158
2016,NUTS,2010,PL8,1,259.636
2017,NUTS,2010,PL8,1,260.377
2018,NUTS,2010,PL8,1,290.838
2019,NUTS,2010,PL8,1,355.483
2016,NUTS,2010,PL81,2,155.332
2017,NUTS,2010,PL81,2,161.598
2018,NUTS,2010,PL81,2,174.474
2019,NUTS,2010,PL81,2,207.04
2016,NUTS,2010,PL82,2,65.111
2017,NUTS,2010,PL82,2,39.063
2018,NUTS,2010,PL82,2,51.663
2019,NUTS,2010,PL82,2,64.677
2016,NUTS,2010,PL84,2,39.193
2017,NUTS,2010,PL84,2,59.681
2018,NUTS,2010,PL84,2,64.702
2019,NUTS,2010,PL84,2,83.767
2016,NUTS,2010,PL9,1,684.471
2017,NUTS,2010,PL9,1,727.414
2018,NUTS,2010,PL9,1,814.936
2019,NUTS,2010,PL9,1,1022.512
2016,NUTS,2010,PL91,2,660.836
2017,NUTS,2010,PL91,2,701.004
2018,NUTS,2010,PL91,2,787.154
2016,NUTS,2010,PL92,2,23.67
2017,NUTS,2010,PL92,2,26.41
2018,NUTS,2010,PL92,2,27.782
2011,NUTS,2010,PT,0,1049.466
2012,NUTS,2010,PT,0,954.486
2013,NUTS,2010,PT,0,1112.543
2014,NUTS,2010,PT,0,1115.452
2015,NUTS,2010,PT,0,1092.909
2016,NUTS,2010,PT,0,1127.829
2017,NUTS,2010,PT,0,1143.808
2018,NUTS,2010,PT,0,1177.657
2019,NUTS,2010,PT,0,1215.575
2020,NUTS,2010,PT,0,1147.566
2011,NUTS,2010,PT1,1,1033.797
2012,NUTS,2010,PT1,1,938.7
2013,NUTS,2010,PT1,1,1095.608
2014,NUTS,2010,PT1,1,1097.255
2015,NUTS,2010,PT1,1,1075.43
2016,NUTS,2010,PT1,1,1111.073
2017,NUTS,2010,PT1,1,1126.194
2018,NUTS,2010,PT1,1,1158.564
2019,NUTS,2010,PT1,1,1198.192
2020,NUTS,2010,PT1,1,1131.528
2011,NUTS,2010,PT11,2,332.383
2012,NUTS,2010,PT11,2,260.072
2013,NUTS,2010,PT11,2,330.826
2014,NUTS,2010,PT11,2,328.716
2015,NUTS,2010,PT11,2,340.419
2016,NUTS,2010,PT11,2,351.331
2017,NUTS,2010,PT11,2,363.212
2018,NUTS,2010,PT11,2,372.911
2019,NUTS,2010,PT11,2,393.918
2020,NUTS,2010,PT11,2,372.846
2011,NUTS,2010,PT15,2,28.043
2012,NUTS,2010,PT15,2,24.893
2013,NUTS,2010,PT15,2,22.807
2014,NUTS,2010,PT15,2,25.281
2015,NUTS,2010,PT15,2,24.318
2016,NUTS,2010,PT15,2,25.723
2017,NUTS,2010,PT15,2,22.366
2018,NUTS,2010,PT15,2,26.482
2019,NUTS,2010,PT15,2,29.1
2020,NUTS,2010,PT15,2,26.16
2011,NUTS,2010,PT16,2,217.107
2012,NUTS,2010,PT16,2,203.442
2013,NUTS,2010,PT16,2,234.719
2014,NUTS,2010,PT16,2,236.924
2015,NUTS,2010,PT16,2,219.959
2016,NUTS,2010,PT16,2,215.333
2017,NUTS,2010,PT16,2,224.83
2018,NUTS,2010,PT16,2,230.643
2019,NUTS,2010,PT16,2,232.274
2020,NUTS,2010,PT16,2,218.95
2011,NUTS,2010,PT17,2,427.286
2012,NUTS,2010,PT17,2,421.97
2013,NUTS,2010,PT17,2,477.154
2014,NUTS,2010,PT17,2,476.083
2015,NUTS,2010,PT17,2,459.238
2016,NUTS,2010,PT17,2,484.094
2017,NUTS,2010,PT17,2,481.719
2018,NUTS,2010,PT17,2,491.724
2019,NUTS,2010,PT17,2,506.528
2020,NUTS,2010,PT17,2,477.663
2011,NUTS,2010,PT18,2,28.977
2012,NUTS,2010,PT18,2,28.322
2013,NUTS,2010,PT18,2,30.101
2014,NUTS,2010,PT18,2,30.251
2015,NUTS,2010,PT18,2,31.496
2016,NUTS,2010,PT18,2,34.592
2017,NUTS,2010,PT18,2,34.067
2018,NUTS,2010,PT18,2,36.803
2019,NUTS,2010,PT18,2,36.373
2020,NUTS,2010,PT18,2,35.909
2011,NUTS,2010,PT2,1,10.072
2012,NUTS,2010,PT2,1,10.432
2013,NUTS,2010,PT2,1,9.74
2014,NUTS,2010,PT2,1,10.22
2015,NUTS,2010,PT2,1,9.217
2016,NUTS,2010,PT2,1,8.898
2017,NUTS,2010,PT2,1,9.686
2018,NUTS,2010,PT2,1,10.614
2019,NUTS,2010,PT2,1,9.687
2020,NUTS,2010,PT2,1,9.063
2011,NUTS,2010,PT20,2,10.072
2012,NUTS,2010,PT20,2,10.432
2013,NUTS,2010,PT20,2,9.74
2014,NUTS,2010,PT20,2,10.22
2015,NUTS,2010,PT20,2,9.217
2016,NUTS,2010,PT20,2,8.898
2017,NUTS,2010,PT20,2,9.686
2018,NUTS,2010,PT20,2,10.614
2019,NUTS,2010,PT20,2,9.687
2020,NUTS,2010,PT20,2,9.063
2011,NUTS,2010,PT3,1,5.598
2012,NUTS,2010,PT3,1,5.355
2013,NUTS,2010,PT3,1,7.194
2014,NUTS,2010,PT3,1,7.976
2015,NUTS,2010,PT3,1,8.263
2016,NUTS,2010,PT3,1,7.858
2017,NUTS,2010,PT3,1,7.928
2018,NUTS,2010,PT3,1,8.479
2019,NUTS,2010,PT3,1,7.696
2020,NUTS,2010,PT3,1,6.974
2011,NUTS,2010,PT30,2,5.598
2012,NUTS,2010,PT30,2,5.355
2013,NUTS,2010,PT30,2,7.194
2014,NUTS,2010,PT30,2,7.976
2015,NUTS,2010,PT30,2,8.263
2016,NUTS,2010,PT30,2,7.858
2017,NUTS,2010,PT30,2,7.928
2018,NUTS,2010,PT30,2,8.479
2019,NUTS,2010,PT30,2,7.696
2020,NUTS,2010,PT30,2,6.974
2011,NUTS,2010,RO,0,223.919
2012,NUTS,2010,RO,0,191.886
2013,NUTS,2010,RO,0,159.162
2014,NUTS,2010,RO,0,125.143
2015,NUTS,2010,RO,0,188.983
2016,NUTS,2010,RO,0,126.497
2017,NUTS,2010,RO,0,133.429
2018,NUTS,2010,RO,0,127.982
2019,NUTS,2010,RO,0,132.45
2020,NUTS,2010,RO,0,107.234
2011,NUTS,2010,RO1,1,64.142
2012,NUTS,2010,RO1,1,67.925
2013,NUTS,2010,RO1,1,58.417
2014,NUTS,2010,RO1,1,38.185
2015,NUTS,2010,RO1,1,56.523
2016,NUTS,2010,RO1,1,38.928
2017,NUTS,2010,RO1,1,35.627
2018,NUTS,2010,RO1,1,35.126
2019,NUTS,2010,RO1,1,37.933
2011,NUTS,2010,RO11,2,41.675
2012,NUTS,2010,RO11,2,49.343
2013,NUTS,2010,RO11,2,46.14
2014,NUTS,2010,RO11,2,29.741
2015,NUTS,2010,RO11,2,47.184
2016,NUTS,2010,RO11,2,31.388
2017,NUTS,2010,RO11,2,28.14
2018,NUTS,2010,RO11,2,29.087
2019,NUTS,2010,RO11,2,32.146
2011,NUTS,2010,RO12,2,22.467
2012,NUTS,2010,RO12,2,18.582
2013,NUTS,2010,RO12,2,12.277
2014,NUTS,2010,RO12,2,8.444
2015,NUTS,2010,RO12,2,9.339
2016,NUTS,2010,RO12,2,7.54
2017,NUTS,2010,RO12,2,7.487
2018,NUTS,2010,RO12,2,6.038
2019,NUTS,2010,RO12,2,5.786
2011,NUTS,2010,RO2,1,34.799
2012,NUTS,2010,RO2,1,30.669
2013,NUTS,2010,RO2,1,24.333
2014,NUTS,2010,RO2,1,24.93
2015,NUTS,2010,RO2,1,62.386
2016,NUTS,2010,RO2,1,20.637
2017,NUTS,2010,RO2,1,16.558
2018,NUTS,2010,RO2,1,15.879
2019,NUTS,2010,RO2,1,15.97
2011,NUTS,2010,RO21,2,27.617
2012,NUTS,2010,RO21,2,26.573
2013,NUTS,2010,RO21,2,20.238
2014,NUTS,2010,RO21,2,21.483
2015,NUTS,2010,RO21,2,58.93
2016,NUTS,2010,RO21,2,16.917
2017,NUTS,2010,RO21,2,13.067
2018,NUTS,2010,RO21,2,10.008
2019,NUTS,2010,RO21,2,11.848
2011,NUTS,2010,RO22,2,7.182
2012,NUTS,2010,RO22,2,4.096
2013,NUTS,2010,RO22,2,4.095
2014,NUTS,2010,RO22,2,3.447
2015,NUTS,2010,RO22,2,3.456
2016,NUTS,2010,RO22,2,3.72
2017,NUTS,2010,RO22,2,3.491
2018,NUTS,2010,RO22,2,5.871
2019,NUTS,2010,RO22,2,4.123
2011,NUTS,2010,RO3,1,87.423
2012,NUTS,2010,RO3,1,57.033
2013,NUTS,2010,RO3,1,45.914
2014,NUTS,2010,RO3,1,41.47
2015,NUTS,2010,RO3,1,45.265
2016,NUTS,2010,RO3,1,49.744
2017,NUTS,2010,RO3,1,63.824
2018,NUTS,2010,RO3,1,63.451
2019,NUTS,2010,RO3,1,63.6
2011,NUTS,2010,RO31,2,4.254
2012,NUTS,2010,RO31,2,3.542
2013,NUTS,2010,RO31,2,2.178
2014,NUTS,2010,RO31,2,1.729
2015,NUTS,2010,RO31,2,1.789
2016,NUTS,2010,RO31,2,1.959
2017,NUTS,2010,RO31,2,1.696
2018,NUTS,2010,RO31,2,1.922
2019,NUTS,2010,RO31,2,1.796
2011,NUTS,2010,RO32,2,83.169
2012,NUTS,2010,RO32,2,53.491
2013,NUTS,2010,RO32,2,43.737
2014,NUTS,2010,RO32,2,39.741
2015,NUTS,2010,RO32,2,43.476
2016,NUTS,2010,RO32,2,47.785
2017,NUTS,2010,RO32,2,62.129
2018,NUTS,2010,RO32,2,61.529
2019,NUTS,2010,RO32,2,61.804
2011,NUTS,2010,RO4,1,37.555
2012,NUTS,2010,RO4,1,36.259
2013,NUTS,2010,RO4,1,30.497
2014,NUTS,2010,RO4,1,20.558
2015,NUTS,2010,RO4,1,24.81
2016,NUTS,2010,RO4,1,17.188
2017,NUTS,2010,RO4,1,17.42
2018,NUTS,2010,RO4,1,13.527
2019,NUTS,2010,RO4,1,14.947
2011,NUTS,2010,RO41,2,11.403
2012,NUTS,2010,RO41,2,8.14
2013,NUTS,2010,RO41,2,6.659
2014,NUTS,2010,RO41,2,3.146
2015,NUTS,2010,RO41,2,3.522
2016,NUTS,2010,RO41,2,3.804
2017,NUTS,2010,RO41,2,3.849
2018,NUTS,2010,RO41,2,3.727
2019,NUTS,2010,RO41,2,2.855
2011,NUTS,2010,RO42,2,26.152
2012,NUTS,2010,RO42,2,28.119
2013,NUTS,2010,RO42,2,23.838
2014,NUTS,2010,RO42,2,17.413
2015,NUTS,2010,RO42,2,21.288
2016,NUTS,2010,RO42,2,13.385
2017,NUTS,2010,RO42,2,13.571
2018,NUTS,2010,RO42,2,9.799
2019,NUTS,2010,RO42,2,12.092
2011,NUTS,2010,RS,0,256.205
2012,NUTS,2010,RS,0,258.878
2013,NUTS,2010,RS,0,246.365
2014,NUTS,2010,RS,0,220.463
2015,NUTS,2010,RS,0,223.695
2016,NUTS,2010,RS,0,212.842
2017,NUTS,2010,RS,0,225.623
2018,NUTS,2010,RS,0,224.356
2019,NUTS,2010,RS,0,239.401
2020,NUTS,2010,RS,0,221.319
2018,NUTS,2010,RS1,1,185.57
2019,NUTS,2010,RS1,1,206.102
2020,NUTS,2010,RS1,1,181.776
2018,NUTS,2010,RS11,2,122.626
2019,NUTS,2010,RS11,2,134.304
2020,NUTS,2010,RS11,2,128.162
2018,NUTS,2010,RS12,2,62.944
2019,NUTS,2010,RS12,2,71.798
2020,NUTS,2010,RS12,2,53.614
2018,NUTS,2010,RS2,1,38.787
2019,NUTS,2010,RS2,1,33.3
2020,NUTS,2010,RS2,1,39.543
2018,NUTS,2010,RS21,2,15.459
2019,NUTS,2010,RS21,2,15.948
2020,NUTS,2010,RS21,2,16.396
2018,NUTS,2010,RS22,2,23.328
2019,NUTS,2010,RS22,2,17.351
2020,NUTS,2010,RS22,2,23.147
2011,NUTS,2010,RU,0,2368.204
2012,NUTS,2010,RU,0,2577.769
2013,NUTS,2010,RU,0,2554.521
2014,NUTS,2010,RU,0,2881.885
2015,NUTS,2010,RU,0,2843.905
2011,NUTS,2010,SE,0,2392.353
2012,NUTS,2010,SE,0,2485.39
2013,NUTS,2010,SE,0,2540.962
2014,NUTS,2010,SE,0,2648.564
2015,NUTS,2010,SE,0,2647.771
2016,NUTS,2010,SE,0,2737.784
2017,NUTS,2010,SE,0,2703.475
2018,NUTS,2010,SE,0,2764.033
2019,NUTS,2010,SE,0,2688.142
2020,NUTS,2010,SE,0,2655.426
2011,NUTS,2010,SE1,1,1246.67
2013,NUTS,2010,SE1,1,1327.074
2015,NUTS,2010,SE1,1,1402.424
2017,NUTS,2010,SE1,1,1435.774
2019,NUTS,2010,SE1,1,1417.264
2011,NUTS,2010,SE11,2,721.22
2013,NUTS,2010,SE11,2,770.978
2015,NUTS,2010,SE11,2,798.907
2017,NUTS,2010,SE11,2,840.719
2019,NUTS,2010,SE11,2,802.174
2011,NUTS,2010,SE12,2,525.45
2013,NUTS,2010,SE12,2,556.021
2015,NUTS,2010,SE12,2,603.517
2017,NUTS,2010,SE12,2,595.056
2019,NUTS,2010,SE12,2,615.091
2011,NUTS,2010,SE2,1,834.763
2013,NUTS,2010,SE2,1,894.831
2015,NUTS,2010,SE2,1,922.516
2017,NUTS,2010,SE2,1,955.324
2019,NUTS,2010,SE2,1,946.835
2011,NUTS,2010,SE21,2,45.478
2013,NUTS,2010,SE21,2,47.243
2015,NUTS,2010,SE21,2,48.938
2017,NUTS,2010,SE21,2,50.61
2019,NUTS,2010,SE21,2,53.642
2011,NUTS,2010,SE22,2,366.582
2013,NUTS,2010,SE22,2,408.134
2015,NUTS,2010,SE22,2,419.043
2017,NUTS,2010,SE22,2,429.143
2019,NUTS,2010,SE22,2,434.514
