year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_total_pnp_f
2010,NUTS,2010,PL61,2,0.0
2011,NUTS,2010,PL61,2,0.0
2012,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2014,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2019,NUTS,2010,PL61,2,48.0
2005,NUTS,2010,PL62,2,0.0
2006,NUTS,2010,PL62,2,0.0
2007,NUTS,2010,PL62,2,0.0
2015,NUTS,2010,PL62,2,0.0
2000,NUTS,2010,PL63,2,33.0
2004,NUTS,2010,PL63,2,18.0
2005,NUTS,2010,PL63,2,18.0
2011,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2017,NUTS,2010,PL63,2,55.0
2018,NUTS,2010,PL63,2,39.0
2019,NUTS,2010,PL63,2,38.0
2016,NUTS,2010,PL7,1,31.0
2017,NUTS,2010,PL7,1,37.0
2018,NUTS,2010,PL7,1,168.0
2016,NUTS,2010,PL71,2,31.0
2019,NUTS,2010,PL71,2,84.0
2016,NUTS,2010,PL8,1,26.0
2017,NUTS,2010,PL8,1,26.0
2018,NUTS,2010,PL8,1,111.0
2019,NUTS,2010,PL8,1,44.0
2018,NUTS,2010,PL81,2,83.0
2019,NUTS,2010,PL81,2,14.0
2019,NUTS,2010,PL82,2,17.0
2017,NUTS,2010,PL84,2,16.0
2019,NUTS,2010,PL84,2,13.0
2016,NUTS,2010,PL9,1,215.0
2017,NUTS,2010,PL9,1,541.0
2018,NUTS,2010,PL9,1,534.0
2019,NUTS,2010,PL9,1,381.0
2018,NUTS,2010,PL91,2,534.0
2019,NUTS,2010,PL91,2,381.0
2018,NUTS,2010,PL92,2,0.0
2019,NUTS,2010,PL92,2,0.0
2003,NUTS,2010,PT,0,2369.0
2004,NUTS,2010,PT,0,2345.0
2005,NUTS,2010,PT,0,2321.0
2006,NUTS,2010,PT,0,2625.0
2007,NUTS,2010,PT,0,2928.0
2008,NUTS,2010,PT,0,3155.0
2009,NUTS,2010,PT,0,3183.0
2010,NUTS,2010,PT,0,3508.0
2011,NUTS,2010,PT,0,3683.0
2012,NUTS,2010,PT,0,3329.0
2013,NUTS,2010,PT,0,408.0
2014,NUTS,2010,PT,0,424.0
2015,NUTS,2010,PT,0,401.0
2016,NUTS,2010,PT,0,453.0
2017,NUTS,2010,PT,0,459.0
2018,NUTS,2010,PT,0,541.0
2019,NUTS,2010,PT,0,571.0
2020,NUTS,2010,PT,0,777.0
2003,NUTS,2010,PT1,1,2350.0
2004,NUTS,2010,PT1,1,2298.0
2005,NUTS,2010,PT1,1,2245.0
2006,NUTS,2010,PT1,1,2556.0
2007,NUTS,2010,PT1,1,2866.0
2008,NUTS,2010,PT1,1,3093.0
2009,NUTS,2010,PT1,1,3130.0
2010,NUTS,2010,PT1,1,3445.0
2011,NUTS,2010,PT1,1,3620.0
2012,NUTS,2010,PT1,1,3277.0
2013,NUTS,2010,PT1,1,405.0
2014,NUTS,2010,PT1,1,412.0
2015,NUTS,2010,PT1,1,397.0
2016,NUTS,2010,PT1,1,449.0
2017,NUTS,2010,PT1,1,454.0
2018,NUTS,2010,PT1,1,536.0
2019,NUTS,2010,PT1,1,570.0
2020,NUTS,2010,PT1,1,761.0
2003,NUTS,2010,PT11,2,833.0
2004,NUTS,2010,PT11,2,807.0
2005,NUTS,2010,PT11,2,781.0
2006,NUTS,2010,PT11,2,876.0
2007,NUTS,2010,PT11,2,970.0
2008,NUTS,2010,PT11,2,1006.0
2009,NUTS,2010,PT11,2,1045.0
2010,NUTS,2010,PT11,2,1127.0
2011,NUTS,2010,PT11,2,1217.0
2012,NUTS,2010,PT11,2,1215.0
2013,NUTS,2010,PT11,2,28.0
2014,NUTS,2010,PT11,2,20.0
2015,NUTS,2010,PT11,2,19.0
2016,NUTS,2010,PT11,2,29.0
2017,NUTS,2010,PT11,2,40.0
2018,NUTS,2010,PT11,2,46.0
2019,NUTS,2010,PT11,2,64.0
2020,NUTS,2010,PT11,2,149.0
2003,NUTS,2010,PT15,2,10.0
2004,NUTS,2010,PT15,2,5.0
2005,NUTS,2010,PT15,2,0.0
2006,NUTS,2010,PT15,2,1.0
2007,NUTS,2010,PT15,2,1.0
2008,NUTS,2010,PT15,2,1.0
2009,NUTS,2010,PT15,2,4.0
2010,NUTS,2010,PT15,2,1.0
2011,NUTS,2010,PT15,2,3.0
2012,NUTS,2010,PT15,2,0.0
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,15.0
2003,NUTS,2010,PT16,2,479.0
2004,NUTS,2010,PT16,2,453.0
2005,NUTS,2010,PT16,2,427.0
2006,NUTS,2010,PT16,2,465.0
2007,NUTS,2010,PT16,2,503.0
2008,NUTS,2010,PT16,2,521.0
2009,NUTS,2010,PT16,2,490.0
2010,NUTS,2010,PT16,2,598.0
2011,NUTS,2010,PT16,2,685.0
2012,NUTS,2010,PT16,2,639.0
2013,NUTS,2010,PT16,2,20.0
2014,NUTS,2010,PT16,2,19.0
2015,NUTS,2010,PT16,2,20.0
2016,NUTS,2010,PT16,2,19.0
2017,NUTS,2010,PT16,2,22.0
2018,NUTS,2010,PT16,2,32.0
2019,NUTS,2010,PT16,2,40.0
2020,NUTS,2010,PT16,2,97.0
2003,NUTS,2010,PT17,2,1013.0
2004,NUTS,2010,PT17,2,1016.0
2005,NUTS,2010,PT17,2,1018.0
2006,NUTS,2010,PT17,2,1190.0
2007,NUTS,2010,PT17,2,1361.0
2008,NUTS,2010,PT17,2,1535.0
2009,NUTS,2010,PT17,2,1570.0
2010,NUTS,2010,PT17,2,1719.0
2011,NUTS,2010,PT17,2,1715.0
2012,NUTS,2010,PT17,2,1423.0
2013,NUTS,2010,PT17,2,357.0
2014,NUTS,2010,PT17,2,373.0
2015,NUTS,2010,PT17,2,358.0
2016,NUTS,2010,PT17,2,399.0
2017,NUTS,2010,PT17,2,391.0
2018,NUTS,2010,PT17,2,457.0
2019,NUTS,2010,PT17,2,465.0
2020,NUTS,2010,PT17,2,485.0
2003,NUTS,2010,PT18,2,15.0
2004,NUTS,2010,PT18,2,17.0
2005,NUTS,2010,PT18,2,19.0
2006,NUTS,2010,PT18,2,25.0
2007,NUTS,2010,PT18,2,31.0
2008,NUTS,2010,PT18,2,30.0
2009,NUTS,2010,PT18,2,21.0
2010,NUTS,2010,PT18,2,0.0
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.0
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,2.0
2017,NUTS,2010,PT18,2,1.0
2018,NUTS,2010,PT18,2,1.0
2019,NUTS,2010,PT18,2,1.0
2020,NUTS,2010,PT18,2,15.0
2003,NUTS,2010,PT2,1,17.0
2004,NUTS,2010,PT2,1,45.0
2005,NUTS,2010,PT2,1,73.0
2006,NUTS,2010,PT2,1,65.0
2007,NUTS,2010,PT2,1,56.0
2008,NUTS,2010,PT2,1,56.0
2009,NUTS,2010,PT2,1,47.0
2010,NUTS,2010,PT2,1,51.0
2011,NUTS,2010,PT2,1,43.0
2012,NUTS,2010,PT2,1,37.0
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.0
2018,NUTS,2010,PT2,1,0.0
2019,NUTS,2010,PT2,1,1.0
2020,NUTS,2010,PT2,1,13.0
2003,NUTS,2010,PT20,2,17.0
2004,NUTS,2010,PT20,2,45.0
2005,NUTS,2010,PT20,2,73.0
2006,NUTS,2010,PT20,2,65.0
2007,NUTS,2010,PT20,2,56.0
2008,NUTS,2010,PT20,2,56.0
2009,NUTS,2010,PT20,2,47.0
2010,NUTS,2010,PT20,2,51.0
2011,NUTS,2010,PT20,2,43.0
2012,NUTS,2010,PT20,2,37.0
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.0
2018,NUTS,2010,PT20,2,0.0
2019,NUTS,2010,PT20,2,1.0
2020,NUTS,2010,PT20,2,13.0
2004,NUTS,2010,PT3,1,2.0
2005,NUTS,2010,PT3,1,3.0
2006,NUTS,2010,PT3,1,5.0
2007,NUTS,2010,PT3,1,6.0
2008,NUTS,2010,PT3,1,6.0
2009,NUTS,2010,PT3,1,6.0
2010,NUTS,2010,PT3,1,12.0
2011,NUTS,2010,PT3,1,20.0
2012,NUTS,2010,PT3,1,15.0
2013,NUTS,2010,PT3,1,3.0
2014,NUTS,2010,PT3,1,12.0
2015,NUTS,2010,PT3,1,4.0
2016,NUTS,2010,PT3,1,4.0
2017,NUTS,2010,PT3,1,5.0
2018,NUTS,2010,PT3,1,5.0
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,3.0
2004,NUTS,2010,PT30,2,2.0
2005,NUTS,2010,PT30,2,3.0
2006,NUTS,2010,PT30,2,5.0
2007,NUTS,2010,PT30,2,6.0
2008,NUTS,2010,PT30,2,6.0
2009,NUTS,2010,PT30,2,6.0
2010,NUTS,2010,PT30,2,12.0
2011,NUTS,2010,PT30,2,20.0
2012,NUTS,2010,PT30,2,15.0
2013,NUTS,2010,PT30,2,3.0
2014,NUTS,2010,PT30,2,12.0
2015,NUTS,2010,PT30,2,4.0
2016,NUTS,2010,PT30,2,4.0
2017,NUTS,2010,PT30,2,5.0
2018,NUTS,2010,PT30,2,5.0
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,3.0
2003,NUTS,2010,RO,0,162.0
2004,NUTS,2010,RO,0,143.0
2005,NUTS,2010,RO,0,141.0
2006,NUTS,2010,RO,0,68.0
2007,NUTS,2010,RO,0,82.0
2008,NUTS,2010,RO,0,94.0
2009,NUTS,2010,RO,0,61.0
2010,NUTS,2010,RO,0,108.0
2011,NUTS,2010,RO,0,103.0
2012,NUTS,2010,RO,0,127.0
2013,NUTS,2010,RO,0,76.0
2014,NUTS,2010,RO,0,91.0
2015,NUTS,2010,RO,0,148.0
2016,NUTS,2010,RO,0,170.0
2017,NUTS,2010,RO,0,69.0
2018,NUTS,2010,RO,0,85.0
2019,NUTS,2010,RO,0,116.0
2004,NUTS,2010,RO1,1,4.0
2005,NUTS,2010,RO1,1,9.0
2006,NUTS,2010,RO1,1,2.0
2007,NUTS,2010,RO1,1,5.0
2008,NUTS,2010,RO1,1,16.0
2009,NUTS,2010,RO1,1,43.0
2010,NUTS,2010,RO1,1,16.0
2011,NUTS,2010,RO1,1,14.0
2012,NUTS,2010,RO1,1,25.0
2013,NUTS,2010,RO1,1,16.0
2014,NUTS,2010,RO1,1,13.0
2015,NUTS,2010,RO1,1,16.0
2016,NUTS,2010,RO1,1,13.0
2017,NUTS,2010,RO1,1,15.0
2018,NUTS,2010,RO1,1,19.0
2019,NUTS,2010,RO1,1,23.0
2005,NUTS,2010,RO11,2,7.0
2007,NUTS,2010,RO11,2,5.0
2008,NUTS,2010,RO11,2,16.0
2009,NUTS,2010,RO11,2,27.0
2010,NUTS,2010,RO11,2,16.0
2011,NUTS,2010,RO11,2,14.0
2012,NUTS,2010,RO11,2,25.0
2013,NUTS,2010,RO11,2,16.0
2014,NUTS,2010,RO11,2,11.0
2015,NUTS,2010,RO11,2,8.0
2016,NUTS,2010,RO11,2,13.0
2017,NUTS,2010,RO11,2,15.0
2018,NUTS,2010,RO11,2,19.0
2019,NUTS,2010,RO11,2,23.0
2004,NUTS,2010,RO12,2,4.0
2005,NUTS,2010,RO12,2,2.0
2006,NUTS,2010,RO12,2,2.0
2009,NUTS,2010,RO12,2,16.0
2014,NUTS,2010,RO12,2,2.0
2015,NUTS,2010,RO12,2,8.0
2016,NUTS,2010,RO12,2,0.0
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2004,NUTS,2010,RO2,1,50.0
2005,NUTS,2010,RO2,1,50.0
2007,NUTS,2010,RO2,1,1.0
2009,NUTS,2010,RO2,1,3.0
2010,NUTS,2010,RO2,1,24.0
2011,NUTS,2010,RO2,1,58.0
2012,NUTS,2010,RO2,1,4.0
2014,NUTS,2010,RO2,1,3.0
2015,NUTS,2010,RO2,1,5.0
2016,NUTS,2010,RO2,1,5.0
2017,NUTS,2010,RO2,1,9.0
2018,NUTS,2010,RO2,1,26.0
2019,NUTS,2010,RO2,1,58.0
2004,NUTS,2010,RO21,2,49.0
2005,NUTS,2010,RO21,2,49.0
2007,NUTS,2010,RO21,2,1.0
2009,NUTS,2010,RO21,2,3.0
2010,NUTS,2010,RO21,2,24.0
2011,NUTS,2010,RO21,2,57.0
2012,NUTS,2010,RO21,2,3.0
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,1.0
2018,NUTS,2010,RO21,2,23.0
2019,NUTS,2010,RO21,2,56.0
2004,NUTS,2010,RO22,2,1.0
2005,NUTS,2010,RO22,2,1.0
2011,NUTS,2010,RO22,2,1.0
2012,NUTS,2010,RO22,2,1.0
2014,NUTS,2010,RO22,2,3.0
2015,NUTS,2010,RO22,2,5.0
2016,NUTS,2010,RO22,2,5.0
2017,NUTS,2010,RO22,2,8.0
2018,NUTS,2010,RO22,2,3.0
2019,NUTS,2010,RO22,2,2.0
2003,NUTS,2010,RO3,1,162.0
2004,NUTS,2010,RO3,1,86.0
2005,NUTS,2010,RO3,1,67.0
2006,NUTS,2010,RO3,1,66.0
2007,NUTS,2010,RO3,1,76.0
2008,NUTS,2010,RO3,1,58.0
2009,NUTS,2010,RO3,1,15.0
2010,NUTS,2010,RO3,1,35.0
2011,NUTS,2010,RO3,1,3.0
2012,NUTS,2010,RO3,1,98.0
2013,NUTS,2010,RO3,1,60.0
2014,NUTS,2010,RO3,1,70.0
2015,NUTS,2010,RO3,1,122.0
2016,NUTS,2010,RO3,1,149.0
2017,NUTS,2010,RO3,1,45.0
2018,NUTS,2010,RO3,1,40.0
2019,NUTS,2010,RO3,1,35.0
2004,NUTS,2010,RO31,2,1.0
2005,NUTS,2010,RO31,2,1.0
2007,NUTS,2010,RO31,2,27.0
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,3.0
2019,NUTS,2010,RO31,2,3.0
2003,NUTS,2010,RO32,2,162.0
2004,NUTS,2010,RO32,2,85.0
2005,NUTS,2010,RO32,2,66.0
2006,NUTS,2010,RO32,2,66.0
2007,NUTS,2010,RO32,2,49.0
2008,NUTS,2010,RO32,2,58.0
2009,NUTS,2010,RO32,2,15.0
2010,NUTS,2010,RO32,2,35.0
2011,NUTS,2010,RO32,2,3.0
2012,NUTS,2010,RO32,2,98.0
2013,NUTS,2010,RO32,2,60.0
2014,NUTS,2010,RO32,2,70.0
2015,NUTS,2010,RO32,2,122.0
2016,NUTS,2010,RO32,2,149.0
2017,NUTS,2010,RO32,2,45.0
2018,NUTS,2010,RO32,2,37.0
2019,NUTS,2010,RO32,2,32.0
2004,NUTS,2010,RO4,1,3.0
2005,NUTS,2010,RO4,1,15.0
2008,NUTS,2010,RO4,1,20.0
2011,NUTS,2010,RO4,1,28.0
2014,NUTS,2010,RO4,1,5.0
2015,NUTS,2010,RO4,1,5.0
2016,NUTS,2010,RO4,1,3.0
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,25.0
2015,NUTS,2010,RO41,2,0.0
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2004,NUTS,2010,RO42,2,3.0
2005,NUTS,2010,RO42,2,15.0
2008,NUTS,2010,RO42,2,20.0
2011,NUTS,2010,RO42,2,3.0
2014,NUTS,2010,RO42,2,5.0
2015,NUTS,2010,RO42,2,5.0
2016,NUTS,2010,RO42,2,3.0
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2008,NUTS,2010,RS,0,11.0
2009,NUTS,2010,RS,0,12.0
2010,NUTS,2010,RS,0,2.0
2011,NUTS,2010,RS,0,22.0
2012,NUTS,2010,RS,0,8.0
2013,NUTS,2010,RS,0,4.0
2014,NUTS,2010,RS,0,4.0
2015,NUTS,2010,RS,0,14.0
2016,NUTS,2010,RS,0,19.0
2017,NUTS,2010,RS,0,15.0
2018,NUTS,2010,RS,0,2.0
2019,NUTS,2010,RS,0,3.0
2020,NUTS,2010,RS,0,4.0
2018,NUTS,2010,RS1,1,2.0
2019,NUTS,2010,RS1,1,3.0
2020,NUTS,2010,RS1,1,4.0
2018,NUTS,2010,RS11,2,2.0
2019,NUTS,2010,RS11,2,3.0
2020,NUTS,2010,RS11,2,4.0
2018,NUTS,2010,RS12,2,0.0
2019,NUTS,2010,RS12,2,0.0
2020,NUTS,2010,RS12,2,0.0
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
1999,NUTS,2010,SE,0,80.0
2001,NUTS,2010,SE,0,53.0
2003,NUTS,2010,SE,0,166.0
2005,NUTS,2010,SE,0,193.0
2007,NUTS,2010,SE,0,92.0
2009,NUTS,2010,SE,0,49.0
2011,NUTS,2010,SE,0,191.0
2013,NUTS,2010,SE,0,255.0
2015,NUTS,2010,SE,0,159.0
2017,NUTS,2010,SE,0,137.0
1993,NUTS,2010,SI,0,23.0
1994,NUTS,2010,SI,0,31.0
1995,NUTS,2010,SI,0,34.0
1996,NUTS,2010,SI,0,35.0
1997,NUTS,2010,SI,0,28.0
1998,NUTS,2010,SI,0,36.0
1999,NUTS,2010,SI,0,23.0
2000,NUTS,2010,SI,0,33.0
2001,NUTS,2010,SI,0,65.0
2002,NUTS,2010,SI,0,69.0
2003,NUTS,2010,SI,0,5.0
2004,NUTS,2010,SI,0,7.0
2005,NUTS,2010,SI,0,4.0
2006,NUTS,2010,SI,0,6.0
2007,NUTS,2010,SI,0,5.0
2008,NUTS,2010,SI,0,8.0
2009,NUTS,2010,SI,0,6.0
2010,NUTS,2010,SI,0,6.0
2011,NUTS,2010,SI,0,9.0
2012,NUTS,2010,SI,0,5.0
2013,NUTS,2010,SI,0,5.0
2014,NUTS,2010,SI,0,1.0
2015,NUTS,2010,SI,0,2.0
2016,NUTS,2010,SI,0,1.0
2017,NUTS,2010,SI,0,33.0
2018,NUTS,2010,SI,0,57.0
2019,NUTS,2010,SI,0,103.0
1993,NUTS,2010,SI0,1,23.0
1994,NUTS,2010,SI0,1,31.0
1995,NUTS,2010,SI0,1,34.0
1996,NUTS,2010,SI0,1,35.0
1997,NUTS,2010,SI0,1,28.0
1998,NUTS,2010,SI0,1,36.0
1999,NUTS,2010,SI0,1,23.0
2000,NUTS,2010,SI0,1,33.0
2001,NUTS,2010,SI0,1,65.0
2002,NUTS,2010,SI0,1,69.0
2003,NUTS,2010,SI0,1,5.0
2004,NUTS,2010,SI0,1,7.0
2005,NUTS,2010,SI0,1,4.0
2006,NUTS,2010,SI0,1,6.0
2007,NUTS,2010,SI0,1,5.0
2008,NUTS,2010,SI0,1,8.0
2009,NUTS,2010,SI0,1,6.0
2010,NUTS,2010,SI0,1,6.0
2011,NUTS,2010,SI0,1,9.0
2012,NUTS,2010,SI0,1,5.0
2013,NUTS,2010,SI0,1,5.0
2014,NUTS,2010,SI0,1,1.0
2015,NUTS,2010,SI0,1,2.0
2016,NUTS,2010,SI0,1,1.0
2017,NUTS,2010,SI0,1,33.0
2018,NUTS,2010,SI0,1,57.0
2019,NUTS,2010,SI0,1,103.0
2013,NUTS,2010,SI03,2,1.0
2014,NUTS,2010,SI03,2,0.0
2015,NUTS,2010,SI03,2,0.0
2016,NUTS,2010,SI03,2,0.0
2013,NUTS,2010,SI04,2,4.0
2014,NUTS,2010,SI04,2,1.0
2015,NUTS,2010,SI04,2,2.0
2016,NUTS,2010,SI04,2,1.0
2002,NUTS,2010,SK,0,3.0
2003,NUTS,2010,SK,0,3.0
2004,NUTS,2010,SK,0,23.0
2005,NUTS,2010,SK,0,3.0
2006,NUTS,2010,SK,0,3.0
2007,NUTS,2010,SK,0,2.0
2008,NUTS,2010,SK,0,2.0
2009,NUTS,2010,SK,0,4.0
2010,NUTS,2010,SK,0,82.0
2011,NUTS,2010,SK,0,75.0
2012,NUTS,2010,SK,0,55.0
2013,NUTS,2010,SK,0,33.0
2014,NUTS,2010,SK,0,26.0
2015,NUTS,2010,SK,0,42.0
2016,NUTS,2010,SK,0,64.0
2017,NUTS,2010,SK,0,75.0
2018,NUTS,2010,SK,0,57.0
2019,NUTS,2010,SK,0,17.0
2020,NUTS,2010,SK,0,17.0
2002,NUTS,2010,SK01,2,0.0
2003,NUTS,2010,SK01,2,0.0
2004,NUTS,2010,SK01,2,0.0
2005,NUTS,2010,SK01,2,0.0
2008,NUTS,2010,SK01,2,0.0
2009,NUTS,2010,SK01,2,0.0
2010,NUTS,2010,SK01,2,38.0
2011,NUTS,2010,SK01,2,35.0
2012,NUTS,2010,SK01,2,9.0
2013,NUTS,2010,SK01,2,13.0
2014,NUTS,2010,SK01,2,8.0
2015,NUTS,2010,SK01,2,19.0
2016,NUTS,2010,SK01,2,25.0
2017,NUTS,2010,SK01,2,41.0
2018,NUTS,2010,SK01,2,33.0
2019,NUTS,2010,SK01,2,9.0
2020,NUTS,2010,SK01,2,10.0
2002,NUTS,2010,SK02,2,0.0
2003,NUTS,2010,SK02,2,0.0
2004,NUTS,2010,SK02,2,1.0
2005,NUTS,2010,SK02,2,0.0
2007,NUTS,2010,SK02,2,0.0
2008,NUTS,2010,SK02,2,0.0
2009,NUTS,2010,SK02,2,0.0
2010,NUTS,2010,SK02,2,6.0
2011,NUTS,2010,SK02,2,5.0
2012,NUTS,2010,SK02,2,8.0
2013,NUTS,2010,SK02,2,9.0
2014,NUTS,2010,SK02,2,14.0
2015,NUTS,2010,SK02,2,13.0
2016,NUTS,2010,SK02,2,11.0
2017,NUTS,2010,SK02,2,6.0
2018,NUTS,2010,SK02,2,1.0
2019,NUTS,2010,SK02,2,1.0
2020,NUTS,2010,SK02,2,5.0
2002,NUTS,2010,SK03,2,0.0
2003,NUTS,2010,SK03,2,0.0
2004,NUTS,2010,SK03,2,19.0
2005,NUTS,2010,SK03,2,0.0
2008,NUTS,2010,SK03,2,0.0
2009,NUTS,2010,SK03,2,0.0
2010,NUTS,2010,SK03,2,12.0
2011,NUTS,2010,SK03,2,9.0
2012,NUTS,2010,SK03,2,13.0
2013,NUTS,2010,SK03,2,9.0
2014,NUTS,2010,SK03,2,2.0
2015,NUTS,2010,SK03,2,3.0
2016,NUTS,2010,SK03,2,16.0
2017,NUTS,2010,SK03,2,16.0
2018,NUTS,2010,SK03,2,16.0
2019,NUTS,2010,SK03,2,2.0
2020,NUTS,2010,SK03,2,2.0
2002,NUTS,2010,SK04,2,3.0
2003,NUTS,2010,SK04,2,3.0
2004,NUTS,2010,SK04,2,3.0
2005,NUTS,2010,SK04,2,3.0
2006,NUTS,2010,SK04,2,3.0
2007,NUTS,2010,SK04,2,2.0
2008,NUTS,2010,SK04,2,2.0
2009,NUTS,2010,SK04,2,4.0
2010,NUTS,2010,SK04,2,26.0
2011,NUTS,2010,SK04,2,26.0
2012,NUTS,2010,SK04,2,25.0
2013,NUTS,2010,SK04,2,2.0
2014,NUTS,2010,SK04,2,2.0
2015,NUTS,2010,SK04,2,7.0
2016,NUTS,2010,SK04,2,12.0
2017,NUTS,2010,SK04,2,12.0
2018,NUTS,2010,SK04,2,7.0
2019,NUTS,2010,SK04,2,5.0
2020,NUTS,2010,SK04,2,0.0
2005,NUTS,2010,UK,0,2783.0
2006,NUTS,2010,UK,0,2868.0
2007,NUTS,2010,UK,0,3144.0
2008,NUTS,2010,UK,0,3378.0
2009,NUTS,2010,UK,0,3620.0
2010,NUTS,2010,UK,0,2939.0
2011,NUTS,2010,UK,0,3184.0
2012,NUTS,2010,UK,0,3306.0
2013,NUTS,2010,UK,0,2771.0
2014,NUTS,2010,UK,0,2963.0
2015,NUTS,2010,UK,0,3718.0
2016,NUTS,2010,UK,0,3846.0
2017,NUTS,2010,UK,0,4075.0
2018,NUTS,2010,UK,0,4404.0
2011,NUTS,2010,UKC,1,37.0
2013,NUTS,2010,UKC,1,67.0
2015,NUTS,2010,UKC,1,94.0
2017,NUTS,2010,UKC,1,103.0
2011,NUTS,2010,UKC1,2,37.0
2013,NUTS,2010,UKC1,2,60.0
2015,NUTS,2010,UKC1,2,90.0
2017,NUTS,2010,UKC1,2,99.0
2011,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,7.0
2015,NUTS,2010,UKC2,2,4.0
2017,NUTS,2010,UKC2,2,4.0
2011,NUTS,2010,UKD,1,25.0
2013,NUTS,2010,UKD,1,11.0
2015,NUTS,2010,UKD,1,9.0
2017,NUTS,2010,UKD,1,10.0
2011,NUTS,2010,UKD1,2,9.0
2013,NUTS,2010,UKD1,2,0.0
2015,NUTS,2010,UKD1,2,0.0
2017,NUTS,2010,UKD1,2,0.0
2011,NUTS,2010,UKD3,2,0.0
2013,NUTS,2010,UKD3,2,5.0
2015,NUTS,2010,UKD3,2,3.0
2017,NUTS,2010,UKD3,2,3.0
2011,NUTS,2010,UKD4,2,12.0
2013,NUTS,2010,UKD4,2,1.0
2015,NUTS,2010,UKD4,2,0.0
2017,NUTS,2010,UKD4,2,0.0
2011,NUTS,2010,UKD6,2,0.0
2013,NUTS,2010,UKD6,2,0.0
2015,NUTS,2010,UKD6,2,0.0
2017,NUTS,2010,UKD6,2,0.0
2011,NUTS,2010,UKD7,2,4.0
2013,NUTS,2010,UKD7,2,5.0
2015,NUTS,2010,UKD7,2,7.0
2017,NUTS,2010,UKD7,2,7.0
2011,NUTS,2010,UKE,1,8.0
2013,NUTS,2010,UKE,1,11.0
2015,NUTS,2010,UKE,1,30.0
2017,NUTS,2010,UKE,1,33.0
2011,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,0.0
2013,NUTS,2010,UKE2,2,0.0
2015,NUTS,2010,UKE2,2,0.0
2017,NUTS,2010,UKE2,2,0.0
2011,NUTS,2010,UKE3,2,8.0
2013,NUTS,2010,UKE3,2,4.0
2015,NUTS,2010,UKE3,2,25.0
2017,NUTS,2010,UKE3,2,27.0
2011,NUTS,2010,UKE4,2,0.0
2013,NUTS,2010,UKE4,2,7.0
2015,NUTS,2010,UKE4,2,5.0
2017,NUTS,2010,UKE4,2,6.0
2011,NUTS,2010,UKF,1,17.0
2013,NUTS,2010,UKF,1,35.0
2015,NUTS,2010,UKF,1,16.0
2017,NUTS,2010,UKF,1,18.0
2011,NUTS,2010,UKF1,2,3.0
