year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_pnp_total_t
2010,NUTS,2010,FR42,2,0.0
2011,NUTS,2010,FR42,2,0.0
2006,NUTS,2010,FR43,2,0.0
2007,NUTS,2010,FR43,2,0.0
2008,NUTS,2010,FR43,2,0.0
2009,NUTS,2010,FR43,2,0.0
2010,NUTS,2010,FR43,2,0.0
2011,NUTS,2010,FR43,2,0.0
1994,NUTS,2010,FR5,1,1.0
2006,NUTS,2010,FR5,1,1.0
2007,NUTS,2010,FR5,1,1.0
2008,NUTS,2010,FR5,1,2.0
2009,NUTS,2010,FR5,1,1.0
2010,NUTS,2010,FR5,1,1.0
2011,NUTS,2010,FR5,1,1.0
2012,NUTS,2010,FR5,1,0.0
2013,NUTS,2010,FR5,1,0.0
1994,NUTS,2010,FR51,2,1.0
2006,NUTS,2010,FR51,2,1.0
2007,NUTS,2010,FR51,2,0.0
2008,NUTS,2010,FR51,2,1.0
2009,NUTS,2010,FR51,2,1.0
2010,NUTS,2010,FR51,2,1.0
2011,NUTS,2010,FR51,2,1.0
2006,NUTS,2010,FR52,2,0.0
2007,NUTS,2010,FR52,2,1.0
2008,NUTS,2010,FR52,2,1.0
2009,NUTS,2010,FR52,2,0.0
2010,NUTS,2010,FR52,2,0.0
2011,NUTS,2010,FR52,2,0.0
2006,NUTS,2010,FR53,2,0.0
2007,NUTS,2010,FR53,2,0.0
2008,NUTS,2010,FR53,2,0.0
2009,NUTS,2010,FR53,2,0.0
2010,NUTS,2010,FR53,2,0.0
2011,NUTS,2010,FR53,2,0.0
2006,NUTS,2010,FR6,1,0.0
2007,NUTS,2010,FR6,1,1.0
2008,NUTS,2010,FR6,1,1.0
2009,NUTS,2010,FR6,1,1.0
2010,NUTS,2010,FR6,1,0.0
2011,NUTS,2010,FR6,1,0.0
2012,NUTS,2010,FR6,1,0.0
2013,NUTS,2010,FR6,1,0.0
2006,NUTS,2010,FR61,2,0.0
2007,NUTS,2010,FR61,2,1.0
2008,NUTS,2010,FR61,2,1.0
2009,NUTS,2010,FR61,2,1.0
2010,NUTS,2010,FR61,2,0.0
2011,NUTS,2010,FR61,2,0.0
2006,NUTS,2010,FR62,2,0.0
2007,NUTS,2010,FR62,2,0.0
2008,NUTS,2010,FR62,2,0.0
2009,NUTS,2010,FR62,2,0.0
2010,NUTS,2010,FR62,2,0.0
2011,NUTS,2010,FR62,2,0.0
2006,NUTS,2010,FR63,2,0.0
2007,NUTS,2010,FR63,2,0.0
2008,NUTS,2010,FR63,2,0.0
2009,NUTS,2010,FR63,2,0.0
2010,NUTS,2010,FR63,2,0.0
2011,NUTS,2010,FR63,2,0.0
1992,NUTS,2010,FR7,1,2.0
1993,NUTS,2010,FR7,1,1.0
1994,NUTS,2010,FR7,1,1.0
2001,NUTS,2010,FR7,1,5.0
2002,NUTS,2010,FR7,1,13.0
2003,NUTS,2010,FR7,1,15.0
2004,NUTS,2010,FR7,1,15.0
2006,NUTS,2010,FR7,1,18.0
2007,NUTS,2010,FR7,1,16.0
2008,NUTS,2010,FR7,1,14.0
2009,NUTS,2010,FR7,1,12.0
2010,NUTS,2010,FR7,1,11.0
2011,NUTS,2010,FR7,1,9.0
2012,NUTS,2010,FR7,1,9.0
2013,NUTS,2010,FR7,1,10.0
1992,NUTS,2010,FR71,2,2.0
1993,NUTS,2010,FR71,2,1.0
1994,NUTS,2010,FR71,2,1.0
2001,NUTS,2010,FR71,2,5.0
2002,NUTS,2010,FR71,2,13.0
2003,NUTS,2010,FR71,2,15.0
2004,NUTS,2010,FR71,2,15.0
2006,NUTS,2010,FR71,2,18.0
2007,NUTS,2010,FR71,2,16.0
2008,NUTS,2010,FR71,2,14.0
2009,NUTS,2010,FR71,2,12.0
2010,NUTS,2010,FR71,2,11.0
2011,NUTS,2010,FR71,2,9.0
2012,NUTS,2010,FR71,2,9.0
2013,NUTS,2010,FR71,2,10.0
2006,NUTS,2010,FR72,2,0.0
2007,NUTS,2010,FR72,2,0.0
2008,NUTS,2010,FR72,2,0.0
2009,NUTS,2010,FR72,2,0.0
2010,NUTS,2010,FR72,2,0.0
2011,NUTS,2010,FR72,2,0.0
2012,NUTS,2010,FR72,2,0.0
1997,NUTS,2010,FR8,1,1.0
1998,NUTS,2010,FR8,1,2.0
2000,NUTS,2010,FR8,1,2.0
2001,NUTS,2010,FR8,1,1.0
2002,NUTS,2010,FR8,1,1.0
2004,NUTS,2010,FR8,1,4.0
2006,NUTS,2010,FR8,1,8.0
2007,NUTS,2010,FR8,1,2.0
2008,NUTS,2010,FR8,1,2.0
2009,NUTS,2010,FR8,1,0.0
2010,NUTS,2010,FR8,1,0.0
2011,NUTS,2010,FR8,1,0.0
2012,NUTS,2010,FR8,1,0.0
2013,NUTS,2010,FR8,1,0.0
2002,NUTS,2010,FR81,2,0.0
2004,NUTS,2010,FR81,2,1.0
2006,NUTS,2010,FR81,2,0.0
2007,NUTS,2010,FR81,2,0.0
2008,NUTS,2010,FR81,2,0.0
2009,NUTS,2010,FR81,2,0.0
2010,NUTS,2010,FR81,2,0.0
2011,NUTS,2010,FR81,2,0.0
1997,NUTS,2010,FR82,2,1.0
1998,NUTS,2010,FR82,2,2.0
2000,NUTS,2010,FR82,2,2.0
2001,NUTS,2010,FR82,2,1.0
2002,NUTS,2010,FR82,2,1.0
2004,NUTS,2010,FR82,2,3.0
2006,NUTS,2010,FR82,2,8.0
2007,NUTS,2010,FR82,2,2.0
2008,NUTS,2010,FR82,2,2.0
2009,NUTS,2010,FR82,2,0.0
2010,NUTS,2010,FR82,2,0.0
2011,NUTS,2010,FR82,2,0.0
2006,NUTS,2010,FR83,2,0.0
2007,NUTS,2010,FR83,2,0.0
2008,NUTS,2010,FR83,2,0.0
2009,NUTS,2010,FR83,2,0.0
2010,NUTS,2010,FR83,2,0.0
2011,NUTS,2010,FR83,2,0.0
1992,NUTS,2010,FRA,1,5.0
1993,NUTS,2010,FRA,1,9.0
1994,NUTS,2010,FRA,1,12.0
1995,NUTS,2010,FRA,1,14.0
1996,NUTS,2010,FRA,1,21.0
1997,NUTS,2010,FRA,1,16.0
1998,NUTS,2010,FRA,1,7.0
2000,NUTS,2010,FRA,1,7.0
2001,NUTS,2010,FRA,1,10.0
2002,NUTS,2010,FRA,1,10.0
2003,NUTS,2010,FRA,1,11.0
2004,NUTS,2010,FRA,1,8.0
2006,NUTS,2010,FRA,1,32.0
2007,NUTS,2010,FRA,1,32.0
2008,NUTS,2010,FRA,1,34.0
2009,NUTS,2010,FRA,1,35.0
2010,NUTS,2010,FRA,1,25.0
2011,NUTS,2010,FRA,1,27.0
2012,NUTS,2010,FRA,1,8.0
2013,NUTS,2010,FRA,1,47.0
2002,NUTS,2010,FRZ,1,4886.0
2003,NUTS,2010,FRZ,1,4413.0
2004,NUTS,2010,FRZ,1,4446.0
2006,NUTS,2010,FRZ,1,4420.0
2007,NUTS,2010,FRZ,1,4198.0
2008,NUTS,2010,FRZ,1,3773.0
2009,NUTS,2010,FRZ,1,3550.0
2010,NUTS,2010,FRZ,1,5659.0
2011,NUTS,2010,FRZ,1,3381.0
2012,NUTS,2010,FRZ,1,2125.0
2013,NUTS,2010,FRZ,1,4288.0
2002,NUTS,2010,FRZZ,2,4886.0
2003,NUTS,2010,FRZZ,2,4413.0
2004,NUTS,2010,FRZZ,2,4446.0
2006,NUTS,2010,FRZZ,2,4420.0
2007,NUTS,2010,FRZZ,2,4198.0
2008,NUTS,2010,FRZZ,2,3773.0
2009,NUTS,2010,FRZZ,2,3550.0
2010,NUTS,2010,FRZZ,2,5659.0
2011,NUTS,2010,FRZZ,2,3381.0
2012,NUTS,2010,FRZZ,2,2125.0
2013,NUTS,2010,FRZZ,2,4288.0
2002,NUTS,2010,HR,0,0.0
2005,NUTS,2010,HR,0,18.0
2006,NUTS,2010,HR,0,28.0
2007,NUTS,2010,HR,0,14.0
2008,NUTS,2010,HR,0,14.0
2009,NUTS,2010,HR,0,17.0
2010,NUTS,2010,HR,0,18.0
2011,NUTS,2010,HR,0,18.0
2002,NUTS,2010,HR0,1,0.0
2005,NUTS,2010,HR0,1,17.0
2006,NUTS,2010,HR0,1,27.0
2007,NUTS,2010,HR0,1,14.0
2008,NUTS,2010,HR0,1,14.0
2009,NUTS,2010,HR0,1,17.0
2010,NUTS,2010,HR0,1,18.0
2011,NUTS,2010,HR0,1,18.0
2008,NUTS,2010,HR02,2,0.0
2009,NUTS,2010,HR02,2,0.0
2010,NUTS,2010,HR02,2,0.0
2008,NUTS,2010,HR03,2,14.0
2009,NUTS,2010,HR03,2,17.0
2010,NUTS,2010,HR03,2,18.0
2011,NUTS,2010,HR03,2,18.0
2008,NUTS,2010,HR04,2,0.0
2009,NUTS,2010,HR04,2,0.0
2010,NUTS,2010,HR04,2,0.0
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1981,NUTS,2010,IE,0,52.0
1982,NUTS,2010,IE,0,77.0
1983,NUTS,2010,IE,0,90.0
1984,NUTS,2010,IE,0,106.0
1985,NUTS,2010,IE,0,126.0
1986,NUTS,2010,IE,0,146.0
1987,NUTS,2010,IE,0,174.0
1988,NUTS,2010,IE,0,202.0
1989,NUTS,2010,IE,0,228.0
1990,NUTS,2010,IE,0,253.0
1991,NUTS,2010,IE,0,283.0
1992,NUTS,2010,IE,0,316.0
1993,NUTS,2010,IE,0,260.0
1994,NUTS,2010,IE,0,260.0
1995,NUTS,2010,IE,0,260.0
1996,NUTS,2010,IE,0,260.0
1997,NUTS,2010,IE,0,260.0
1998,NUTS,2010,IE,0,180.0
1981,NUTS,2010,IE0,1,52.0
1982,NUTS,2010,IE0,1,77.0
1983,NUTS,2010,IE0,1,90.0
1984,NUTS,2010,IE0,1,106.0
1985,NUTS,2010,IE0,1,126.0
1986,NUTS,2010,IE0,1,146.0
1987,NUTS,2010,IE0,1,174.0
1988,NUTS,2010,IE0,1,202.0
1989,NUTS,2010,IE0,1,228.0
1990,NUTS,2010,IE0,1,253.0
1991,NUTS,2010,IE0,1,283.0
1992,NUTS,2010,IE0,1,316.0
1993,NUTS,2010,IE0,1,260.0
1994,NUTS,2010,IE0,1,260.0
1995,NUTS,2010,IE0,1,260.0
1996,NUTS,2010,IE0,1,260.0
1997,NUTS,2010,IE0,1,260.0
1998,NUTS,2010,IE0,1,180.0
1981,NUTS,2010,IS,0,33.0
1983,NUTS,2010,IS,0,37.0
1985,NUTS,2010,IS,0,55.0
1987,NUTS,2010,IS,0,42.0
1989,NUTS,2010,IS,0,106.0
1990,NUTS,2010,IS,0,105.0
1991,NUTS,2010,IS,0,52.0
1992,NUTS,2010,IS,0,57.0
1993,NUTS,2010,IS,0,54.0
1994,NUTS,2010,IS,0,55.0
1995,NUTS,2010,IS,0,50.0
1996,NUTS,2010,IS,0,59.0
1997,NUTS,2010,IS,0,34.0
1998,NUTS,2010,IS,0,35.0
1999,NUTS,2010,IS,0,73.0
2000,NUTS,2010,IS,0,86.0
2001,NUTS,2010,IS,0,99.0
2002,NUTS,2010,IS,0,101.0
2003,NUTS,2010,IS,0,85.0
2005,NUTS,2010,IS,0,106.0
2006,NUTS,2010,IS,0,108.0
2007,NUTS,2010,IS,0,91.0
2008,NUTS,2010,IS,0,95.0
2009,NUTS,2010,IS,0,110.0
2011,NUTS,2010,IS,0,102.0
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
2002,NUTS,2010,IT,0,2586.0
2003,NUTS,2010,IT,0,3001.0
2004,NUTS,2010,IT,0,3412.0
2005,NUTS,2010,IT,0,4863.0
2006,NUTS,2010,IT,0,8068.0
2007,NUTS,2010,IT,0,8080.0
2008,NUTS,2010,IT,0,7922.0
2009,NUTS,2010,IT,0,8045.0
2010,NUTS,2010,IT,0,6457.0
2011,NUTS,2010,IT,0,5741.0
2012,NUTS,2010,IT,0,5959.0
2013,NUTS,2010,IT,0,6019.0
2014,NUTS,2010,IT,0,6454.0
2015,NUTS,2010,IT,0,6915.0
2016,NUTS,2010,IT,0,6853.0
2017,NUTS,2010,IT,0,6554.0
2018,NUTS,2010,IT,0,6074.0
2019,NUTS,2010,IT,0,7050.0
2020,NUTS,2010,IT,0,7127.0
2003,NUTS,2010,ITC,1,1834.0
2004,NUTS,2010,ITC,1,1767.0
2005,NUTS,2010,ITC,1,2058.0
2007,NUTS,2010,ITC,1,4620.0
2008,NUTS,2010,ITC,1,4573.0
2009,NUTS,2010,ITC,1,5056.0
2010,NUTS,2010,ITC,1,3597.0
2011,NUTS,2010,ITC,1,3194.0
2012,NUTS,2010,ITC,1,3196.0
2013,NUTS,2010,ITC,1,3162.0
2014,NUTS,2010,ITC,1,2982.0
2015,NUTS,2010,ITC,1,3090.0
2016,NUTS,2010,ITC,1,3196.0
2017,NUTS,2010,ITC,1,2571.0
2018,NUTS,2010,ITC,1,2495.0
2019,NUTS,2010,ITC,1,2957.0
2003,NUTS,2010,ITC1,2,274.0
2004,NUTS,2010,ITC1,2,280.0
2005,NUTS,2010,ITC1,2,510.0
2007,NUTS,2010,ITC1,2,862.0
2008,NUTS,2010,ITC1,2,831.0
2009,NUTS,2010,ITC1,2,782.0
2010,NUTS,2010,ITC1,2,666.0
2011,NUTS,2010,ITC1,2,592.0
2012,NUTS,2010,ITC1,2,772.0
2013,NUTS,2010,ITC1,2,820.0
2014,NUTS,2010,ITC1,2,846.0
2015,NUTS,2010,ITC1,2,846.0
2016,NUTS,2010,ITC1,2,830.0
2017,NUTS,2010,ITC1,2,688.0
2018,NUTS,2010,ITC1,2,711.0
2019,NUTS,2010,ITC1,2,797.0
2003,NUTS,2010,ITC2,2,20.0
2004,NUTS,2010,ITC2,2,45.0
2005,NUTS,2010,ITC2,2,32.0
2007,NUTS,2010,ITC2,2,66.0
2008,NUTS,2010,ITC2,2,37.0
2009,NUTS,2010,ITC2,2,36.0
2010,NUTS,2010,ITC2,2,39.0
2011,NUTS,2010,ITC2,2,33.0
2012,NUTS,2010,ITC2,2,54.0
2013,NUTS,2010,ITC2,2,51.0
2014,NUTS,2010,ITC2,2,50.0
2015,NUTS,2010,ITC2,2,38.0
2016,NUTS,2010,ITC2,2,35.0
2017,NUTS,2010,ITC2,2,42.0
2018,NUTS,2010,ITC2,2,41.0
2019,NUTS,2010,ITC2,2,54.0
2003,NUTS,2010,ITC3,2,37.0
2004,NUTS,2010,ITC3,2,45.0
2005,NUTS,2010,ITC3,2,51.0
2007,NUTS,2010,ITC3,2,161.0
2008,NUTS,2010,ITC3,2,193.0
2009,NUTS,2010,ITC3,2,128.0
2010,NUTS,2010,ITC3,2,92.0
2011,NUTS,2010,ITC3,2,145.0
2012,NUTS,2010,ITC3,2,138.0
2013,NUTS,2010,ITC3,2,147.0
2014,NUTS,2010,ITC3,2,119.0
2015,NUTS,2010,ITC3,2,129.0
2016,NUTS,2010,ITC3,2,135.0
2017,NUTS,2010,ITC3,2,123.0
2018,NUTS,2010,ITC3,2,125.0
2019,NUTS,2010,ITC3,2,179.0
2003,NUTS,2010,ITC4,2,1503.0
2004,NUTS,2010,ITC4,2,1397.0
2005,NUTS,2010,ITC4,2,1465.0
2007,NUTS,2010,ITC4,2,3532.0
2008,NUTS,2010,ITC4,2,3512.0
2009,NUTS,2010,ITC4,2,4110.0
2010,NUTS,2010,ITC4,2,2800.0
2011,NUTS,2010,ITC4,2,2425.0
2012,NUTS,2010,ITC4,2,2233.0
2013,NUTS,2010,ITC4,2,2146.0
2014,NUTS,2010,ITC4,2,1967.0
2015,NUTS,2010,ITC4,2,2077.0
2016,NUTS,2010,ITC4,2,2195.0
2017,NUTS,2010,ITC4,2,1718.0
2018,NUTS,2010,ITC4,2,1618.0
2019,NUTS,2010,ITC4,2,1927.0
2003,NUTS,2010,ITF,1,269.0
2004,NUTS,2010,ITF,1,255.0
2005,NUTS,2010,ITF,1,534.0
2007,NUTS,2010,ITF,1,907.0
2008,NUTS,2010,ITF,1,817.0
2009,NUTS,2010,ITF,1,837.0
2010,NUTS,2010,ITF,1,400.0
2011,NUTS,2010,ITF,1,405.0
2012,NUTS,2010,ITF,1,395.0
2013,NUTS,2010,ITF,1,422.0
2014,NUTS,2010,ITF,1,590.0
2017,NUTS,2010,ITF,1,557.0
2018,NUTS,2010,ITF,1,512.0
2019,NUTS,2010,ITF,1,537.0
2003,NUTS,2010,ITF1,2,20.0
2004,NUTS,2010,ITF1,2,21.0
2005,NUTS,2010,ITF1,2,16.0
2007,NUTS,2010,ITF1,2,18.0
2008,NUTS,2010,ITF1,2,18.0
2009,NUTS,2010,ITF1,2,3.0
2010,NUTS,2010,ITF1,2,3.0
2011,NUTS,2010,ITF1,2,13.0
2012,NUTS,2010,ITF1,2,13.0
2013,NUTS,2010,ITF1,2,57.0
2014,NUTS,2010,ITF1,2,47.0
2015,NUTS,2010,ITF1,2,23.0
2016,NUTS,2010,ITF1,2,29.0
2017,NUTS,2010,ITF1,2,32.0
2018,NUTS,2010,ITF1,2,23.0
2019,NUTS,2010,ITF1,2,24.0
2003,NUTS,2010,ITF2,2,9.0
2004,NUTS,2010,ITF2,2,0.0
2005,NUTS,2010,ITF2,2,121.0
2007,NUTS,2010,ITF2,2,7.0
2008,NUTS,2010,ITF2,2,3.0
2009,NUTS,2010,ITF2,2,5.0
2017,NUTS,2010,ITF2,2,4.0
2018,NUTS,2010,ITF2,2,7.0
2019,NUTS,2010,ITF2,2,2.0
2003,NUTS,2010,ITF3,2,151.0
2004,NUTS,2010,ITF3,2,136.0
2005,NUTS,2010,ITF3,2,160.0
2007,NUTS,2010,ITF3,2,429.0
2008,NUTS,2010,ITF3,2,382.0
2009,NUTS,2010,ITF3,2,424.0
2010,NUTS,2010,ITF3,2,217.0
2011,NUTS,2010,ITF3,2,207.0
2012,NUTS,2010,ITF3,2,202.0
2013,NUTS,2010,ITF3,2,186.0
2014,NUTS,2010,ITF3,2,327.0
2015,NUTS,2010,ITF3,2,335.0
2016,NUTS,2010,ITF3,2,327.0
2017,NUTS,2010,ITF3,2,259.0
2018,NUTS,2010,ITF3,2,235.0
2019,NUTS,2010,ITF3,2,260.0
2003,NUTS,2010,ITF4,2,84.0
2004,NUTS,2010,ITF4,2,88.0
2005,NUTS,2010,ITF4,2,224.0
2007,NUTS,2010,ITF4,2,448.0
2008,NUTS,2010,ITF4,2,407.0
2009,NUTS,2010,ITF4,2,399.0
2010,NUTS,2010,ITF4,2,172.0
2011,NUTS,2010,ITF4,2,178.0
2012,NUTS,2010,ITF4,2,171.0
2013,NUTS,2010,ITF4,2,156.0
2014,NUTS,2010,ITF4,2,214.0
2015,NUTS,2010,ITF4,2,215.0
2016,NUTS,2010,ITF4,2,273.0
2017,NUTS,2010,ITF4,2,238.0
2018,NUTS,2010,ITF4,2,224.0
2019,NUTS,2010,ITF4,2,224.0
2003,NUTS,2010,ITF5,2,1.0
2004,NUTS,2010,ITF5,2,3.0
2005,NUTS,2010,ITF5,2,3.0
2007,NUTS,2010,ITF5,2,1.0
2008,NUTS,2010,ITF5,2,1.0
2009,NUTS,2010,ITF5,2,2.0
2012,NUTS,2010,ITF5,2,7.0
2013,NUTS,2010,ITF5,2,22.0
2015,NUTS,2010,ITF5,2,16.0
2017,NUTS,2010,ITF5,2,9.0
2018,NUTS,2010,ITF5,2,8.0
2019,NUTS,2010,ITF5,2,17.0
2003,NUTS,2010,ITF6,2,4.0
2004,NUTS,2010,ITF6,2,7.0
2005,NUTS,2010,ITF6,2,10.0
2007,NUTS,2010,ITF6,2,6.0
2008,NUTS,2010,ITF6,2,6.0
2009,NUTS,2010,ITF6,2,3.0
2010,NUTS,2010,ITF6,2,8.0
2011,NUTS,2010,ITF6,2,5.0
2015,NUTS,2010,ITF6,2,6.0
2016,NUTS,2010,ITF6,2,20.0
2017,NUTS,2010,ITF6,2,14.0
2018,NUTS,2010,ITF6,2,15.0
2019,NUTS,2010,ITF6,2,10.0
2003,NUTS,2010,ITG,1,50.0
2004,NUTS,2010,ITG,1,77.0
2005,NUTS,2010,ITG,1,154.0
2007,NUTS,2010,ITG,1,174.0
2008,NUTS,2010,ITG,1,202.0
2009,NUTS,2010,ITG,1,112.0
2010,NUTS,2010,ITG,1,201.0
2011,NUTS,2010,ITG,1,137.0
2012,NUTS,2010,ITG,1,163.0
2013,NUTS,2010,ITG,1,175.0
2014,NUTS,2010,ITG,1,152.0
2015,NUTS,2010,ITG,1,175.0
2016,NUTS,2010,ITG,1,173.0
2017,NUTS,2010,ITG,1,183.0
2018,NUTS,2010,ITG,1,136.0
2019,NUTS,2010,ITG,1,188.0
2003,NUTS,2010,ITG1,2,38.0
2004,NUTS,2010,ITG1,2,75.0
2005,NUTS,2010,ITG1,2,142.0
2007,NUTS,2010,ITG1,2,139.0
2008,NUTS,2010,ITG1,2,169.0
2009,NUTS,2010,ITG1,2,100.0
2010,NUTS,2010,ITG1,2,190.0
2011,NUTS,2010,ITG1,2,127.0
2012,NUTS,2010,ITG1,2,149.0
2013,NUTS,2010,ITG1,2,158.0
2014,NUTS,2010,ITG1,2,136.0
2015,NUTS,2010,ITG1,2,149.0
2016,NUTS,2010,ITG1,2,144.0
2017,NUTS,2010,ITG1,2,161.0
2018,NUTS,2010,ITG1,2,113.0
2019,NUTS,2010,ITG1,2,162.0
2003,NUTS,2010,ITG2,2,12.0
2004,NUTS,2010,ITG2,2,2.0
2005,NUTS,2010,ITG2,2,12.0
2007,NUTS,2010,ITG2,2,34.0
2008,NUTS,2010,ITG2,2,33.0
2009,NUTS,2010,ITG2,2,12.0
2010,NUTS,2010,ITG2,2,10.0
2011,NUTS,2010,ITG2,2,10.0
2012,NUTS,2010,ITG2,2,15.0
2013,NUTS,2010,ITG2,2,17.0
2014,NUTS,2010,ITG2,2,16.0
2015,NUTS,2010,ITG2,2,26.0
2016,NUTS,2010,ITG2,2,29.0
2017,NUTS,2010,ITG2,2,22.0
2018,NUTS,2010,ITG2,2,23.0
2019,NUTS,2010,ITG2,2,26.0
2003,NUTS,2010,ITH,1,414.0
2004,NUTS,2010,ITH,1,673.0
2005,NUTS,2010,ITH,1,756.0
2007,NUTS,2010,ITH,1,1097.0
2008,NUTS,2010,ITH,1,891.0
2009,NUTS,2010,ITH,1,941.0
2010,NUTS,2010,ITH,1,694.0
2011,NUTS,2010,ITH,1,550.0
2012,NUTS,2010,ITH,1,632.0
2013,NUTS,2010,ITH,1,698.0
2014,NUTS,2010,ITH,1,1241.0
2015,NUTS,2010,ITH,1,1322.0
2016,NUTS,2010,ITH,1,1173.0
2017,NUTS,2010,ITH,1,1207.0
2018,NUTS,2010,ITH,1,1066.0
2019,NUTS,2010,ITH,1,1317.0
2003,NUTS,2010,ITH1,2,89.0
2004,NUTS,2010,ITH1,2,119.0
2005,NUTS,2010,ITH1,2,113.0
2007,NUTS,2010,ITH1,2,273.0
2008,NUTS,2010,ITH1,2,161.0
2009,NUTS,2010,ITH1,2,209.0
2010,NUTS,2010,ITH1,2,0.0
2011,NUTS,2010,ITH1,2,3.0
2012,NUTS,2010,ITH1,2,4.0
2013,NUTS,2010,ITH1,2,4.0
2014,NUTS,2010,ITH1,2,531.0
2015,NUTS,2010,ITH1,2,536.0
2016,NUTS,2010,ITH1,2,402.0
2017,NUTS,2010,ITH1,2,569.0
2018,NUTS,2010,ITH1,2,457.0
2019,NUTS,2010,ITH1,2,497.0
2003,NUTS,2010,ITH2,2,37.0
2004,NUTS,2010,ITH2,2,40.0
2005,NUTS,2010,ITH2,2,80.0
2007,NUTS,2010,ITH2,2,113.0
2008,NUTS,2010,ITH2,2,140.0
2009,NUTS,2010,ITH2,2,143.0
2010,NUTS,2010,ITH2,2,176.0
2011,NUTS,2010,ITH2,2,149.0
2012,NUTS,2010,ITH2,2,161.0
2013,NUTS,2010,ITH2,2,167.0
2014,NUTS,2010,ITH2,2,126.0
2015,NUTS,2010,ITH2,2,149.0
2016,NUTS,2010,ITH2,2,111.0
2017,NUTS,2010,ITH2,2,32.0
2018,NUTS,2010,ITH2,2,33.0
2019,NUTS,2010,ITH2,2,29.0
2003,NUTS,2010,ITH3,2,119.0
2004,NUTS,2010,ITH3,2,269.0
2005,NUTS,2010,ITH3,2,329.0
2007,NUTS,2010,ITH3,2,412.0
2008,NUTS,2010,ITH3,2,281.0
2009,NUTS,2010,ITH3,2,359.0
2010,NUTS,2010,ITH3,2,279.0
2011,NUTS,2010,ITH3,2,208.0
2012,NUTS,2010,ITH3,2,195.0
2013,NUTS,2010,ITH3,2,214.0
2014,NUTS,2010,ITH3,2,236.0
2015,NUTS,2010,ITH3,2,286.0
2016,NUTS,2010,ITH3,2,281.0
2017,NUTS,2010,ITH3,2,245.0
2018,NUTS,2010,ITH3,2,250.0
2019,NUTS,2010,ITH3,2,470.0
2003,NUTS,2010,ITH4,2,40.0
2004,NUTS,2010,ITH4,2,47.0
2005,NUTS,2010,ITH4,2,56.0
2007,NUTS,2010,ITH4,2,121.0
2008,NUTS,2010,ITH4,2,127.0
2009,NUTS,2010,ITH4,2,114.0
2010,NUTS,2010,ITH4,2,133.0
2011,NUTS,2010,ITH4,2,115.0
2012,NUTS,2010,ITH4,2,144.0
2013,NUTS,2010,ITH4,2,137.0
2014,NUTS,2010,ITH4,2,141.0
2015,NUTS,2010,ITH4,2,160.0
2016,NUTS,2010,ITH4,2,141.0
2017,NUTS,2010,ITH4,2,142.0
2018,NUTS,2010,ITH4,2,124.0
2019,NUTS,2010,ITH4,2,142.0
2003,NUTS,2010,ITH5,2,129.0
2004,NUTS,2010,ITH5,2,198.0
2005,NUTS,2010,ITH5,2,178.0
2007,NUTS,2010,ITH5,2,179.0
2008,NUTS,2010,ITH5,2,182.0
2009,NUTS,2010,ITH5,2,115.0
2010,NUTS,2010,ITH5,2,107.0
2011,NUTS,2010,ITH5,2,75.0
2012,NUTS,2010,ITH5,2,129.0
2013,NUTS,2010,ITH5,2,176.0
2014,NUTS,2010,ITH5,2,207.0
2015,NUTS,2010,ITH5,2,190.0
2016,NUTS,2010,ITH5,2,238.0
2017,NUTS,2010,ITH5,2,219.0
2018,NUTS,2010,ITH5,2,202.0
2019,NUTS,2010,ITH5,2,180.0
2003,NUTS,2010,ITI,1,434.0
2004,NUTS,2010,ITI,1,640.0
2005,NUTS,2010,ITI,1,1361.0
2007,NUTS,2010,ITI,1,1282.0
2008,NUTS,2010,ITI,1,1439.0
2009,NUTS,2010,ITI,1,1100.0
2010,NUTS,2010,ITI,1,1565.0
2011,NUTS,2010,ITI,1,1455.0
2012,NUTS,2010,ITI,1,1572.0
2013,NUTS,2010,ITI,1,1562.0
2014,NUTS,2010,ITI,1,1489.0
2017,NUTS,2010,ITI,1,2037.0
2018,NUTS,2010,ITI,1,1865.0
2019,NUTS,2010,ITI,1,2050.0
2003,NUTS,2010,ITI1,2,89.0
2004,NUTS,2010,ITI1,2,85.0
2005,NUTS,2010,ITI1,2,163.0
2007,NUTS,2010,ITI1,2,183.0
2008,NUTS,2010,ITI1,2,214.0
2009,NUTS,2010,ITI1,2,206.0
2010,NUTS,2010,ITI1,2,251.0
2011,NUTS,2010,ITI1,2,200.0
2012,NUTS,2010,ITI1,2,285.0
2013,NUTS,2010,ITI1,2,269.0
2014,NUTS,2010,ITI1,2,269.0
2015,NUTS,2010,ITI1,2,371.0
2016,NUTS,2010,ITI1,2,391.0
2017,NUTS,2010,ITI1,2,390.0
2018,NUTS,2010,ITI1,2,387.0
2019,NUTS,2010,ITI1,2,417.0
2003,NUTS,2010,ITI2,2,10.0
2004,NUTS,2010,ITI2,2,11.0
