year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_t_fte_rse
2010,NUTS,2010,CZ05,2,83.0
2011,NUTS,2010,CZ05,2,104.0
2012,NUTS,2010,CZ05,2,88.0
2013,NUTS,2010,CZ05,2,87.0
2014,NUTS,2010,CZ05,2,93.0
2015,NUTS,2010,CZ05,2,98.0
2016,NUTS,2010,CZ05,2,99.0
2017,NUTS,2010,CZ05,2,94.0
2018,NUTS,2010,CZ05,2,97.0
2019,NUTS,2010,CZ05,2,115.0
2020,NUTS,2010,CZ05,2,117.0
2001,NUTS,2010,CZ06,2,848.0
2002,NUTS,2010,CZ06,2,630.0
2003,NUTS,2010,CZ06,2,630.0
2004,NUTS,2010,CZ06,2,633.0
2005,NUTS,2010,CZ06,2,819.0
2006,NUTS,2010,CZ06,2,846.0
2007,NUTS,2010,CZ06,2,829.0
2008,NUTS,2010,CZ06,2,860.0
2009,NUTS,2010,CZ06,2,688.0
2010,NUTS,2010,CZ06,2,746.0
2011,NUTS,2010,CZ06,2,798.0
2012,NUTS,2010,CZ06,2,872.0
2013,NUTS,2010,CZ06,2,977.0
2014,NUTS,2010,CZ06,2,844.0
2015,NUTS,2010,CZ06,2,1024.0
2016,NUTS,2010,CZ06,2,1034.0
2017,NUTS,2010,CZ06,2,1032.0
2018,NUTS,2010,CZ06,2,1058.0
2019,NUTS,2010,CZ06,2,1093.0
2020,NUTS,2010,CZ06,2,1117.0
2001,NUTS,2010,CZ07,2,61.0
2002,NUTS,2010,CZ07,2,62.0
2003,NUTS,2010,CZ07,2,68.0
2004,NUTS,2010,CZ07,2,8.0
2005,NUTS,2010,CZ07,2,18.0
2006,NUTS,2010,CZ07,2,17.0
2007,NUTS,2010,CZ07,2,22.0
2008,NUTS,2010,CZ07,2,20.0
2009,NUTS,2010,CZ07,2,22.0
2010,NUTS,2010,CZ07,2,22.0
2011,NUTS,2010,CZ07,2,22.0
2012,NUTS,2010,CZ07,2,15.0
2013,NUTS,2010,CZ07,2,18.0
2014,NUTS,2010,CZ07,2,22.0
2015,NUTS,2010,CZ07,2,26.0
2016,NUTS,2010,CZ07,2,29.0
2017,NUTS,2010,CZ07,2,64.0
2018,NUTS,2010,CZ07,2,69.0
2019,NUTS,2010,CZ07,2,63.0
2020,NUTS,2010,CZ07,2,65.0
2001,NUTS,2010,CZ08,2,57.0
2002,NUTS,2010,CZ08,2,70.0
2003,NUTS,2010,CZ08,2,75.0
2004,NUTS,2010,CZ08,2,111.0
2005,NUTS,2010,CZ08,2,88.0
2006,NUTS,2010,CZ08,2,87.0
2007,NUTS,2010,CZ08,2,90.0
2008,NUTS,2010,CZ08,2,94.0
2009,NUTS,2010,CZ08,2,79.0
2010,NUTS,2010,CZ08,2,83.0
2011,NUTS,2010,CZ08,2,51.0
2012,NUTS,2010,CZ08,2,49.0
2013,NUTS,2010,CZ08,2,56.0
2014,NUTS,2010,CZ08,2,66.0
2015,NUTS,2010,CZ08,2,71.0
2016,NUTS,2010,CZ08,2,76.0
2017,NUTS,2010,CZ08,2,73.0
2018,NUTS,2010,CZ08,2,74.0
2019,NUTS,2010,CZ08,2,80.0
2020,NUTS,2010,CZ08,2,78.0
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1981,NUTS,2010,DE,0,18919.0
1983,NUTS,2010,DE,0,19800.0
1985,NUTS,2010,DE,0,20425.0
1987,NUTS,2010,DE,0,21857.0
1989,NUTS,2010,DE,0,24320.0
1991,NUTS,2010,DE,0,38614.0
1993,NUTS,2010,DE,0,34011.0
1994,NUTS,2010,DE,0,35707.0
1995,NUTS,2010,DE,0,37324.0
1996,NUTS,2010,DE,0,37687.0
1997,NUTS,2010,DE,0,37402.0
1998,NUTS,2010,DE,0,38210.0
1999,NUTS,2010,DE,0,37846.0
2000,NUTS,2010,DE,0,37667.0
2001,NUTS,2010,DE,0,38587.0
2002,NUTS,2010,DE,0,39080.0
2003,NUTS,2010,DE,0,38719.0
2004,NUTS,2010,DE,0,42212.0
2005,NUTS,2010,DE,0,39911.0
2006,NUTS,2010,DE,0,41486.0
2007,NUTS,2010,DE,0,43561.0
2008,NUTS,2010,DE,0,45342.0
2009,NUTS,2010,DE,0,49241.0
2010,NUTS,2010,DE,0,51783.0
2011,NUTS,2010,DE,0,54185.0
2012,NUTS,2010,DE,0,55597.0
2013,NUTS,2010,DE,0,56755.0
2014,NUTS,2010,DE,0,52854.0
2015,NUTS,2010,DE,0,54011.0
2016,NUTS,2010,DE,0,53971.0
2017,NUTS,2010,DE,0,54715.0
2018,NUTS,2010,DE,0,57183.0
2019,NUTS,2010,DE,0,59221.0
2020,NUTS,2010,DE,0,60988.0
1999,NUTS,2010,DE1,1,6390.0
2000,NUTS,2010,DE1,1,6083.0
2003,NUTS,2010,DE1,1,6069.0
2004,NUTS,2010,DE1,1,6706.0
2005,NUTS,2010,DE1,1,6602.0
2006,NUTS,2010,DE1,1,6293.0
2007,NUTS,2010,DE1,1,6944.0
2008,NUTS,2010,DE1,1,7366.0
2009,NUTS,2010,DE1,1,8098.0
2010,NUTS,2010,DE1,1,8432.0
2011,NUTS,2010,DE1,1,8678.0
2012,NUTS,2010,DE1,1,8659.0
2013,NUTS,2010,DE1,1,8846.0
2014,NUTS,2010,DE1,1,8675.0
2015,NUTS,2010,DE1,1,9047.0
2016,NUTS,2010,DE1,1,8433.0
2017,NUTS,2010,DE1,1,8459.0
2018,NUTS,2010,DE1,1,8784.0
2019,NUTS,2010,DE1,1,8968.0
1999,NUTS,2010,DE11,2,1765.0
2000,NUTS,2010,DE11,2,1732.0
2003,NUTS,2010,DE11,2,1449.0
2004,NUTS,2010,DE11,2,1587.0
2005,NUTS,2010,DE11,2,1567.0
2006,NUTS,2010,DE11,2,1460.0
2007,NUTS,2010,DE11,2,1514.0
2008,NUTS,2010,DE11,2,1684.0
2009,NUTS,2010,DE11,2,1857.0
2010,NUTS,2010,DE11,2,1962.0
2011,NUTS,2010,DE11,2,2059.0
2012,NUTS,2010,DE11,2,1950.0
2013,NUTS,2010,DE11,2,1936.0
2014,NUTS,2010,DE11,2,1998.0
2015,NUTS,2010,DE11,2,1983.0
2016,NUTS,2010,DE11,2,1984.0
2017,NUTS,2010,DE11,2,1771.0
2018,NUTS,2010,DE11,2,1865.0
2019,NUTS,2010,DE11,2,1913.0
1999,NUTS,2010,DE12,2,3556.0
2000,NUTS,2010,DE12,2,3323.0
2003,NUTS,2010,DE12,2,3648.0
2004,NUTS,2010,DE12,2,3895.0
2005,NUTS,2010,DE12,2,4128.0
2006,NUTS,2010,DE12,2,3593.0
2007,NUTS,2010,DE12,2,4133.0
2008,NUTS,2010,DE12,2,4244.0
2009,NUTS,2010,DE12,2,4625.0
2010,NUTS,2010,DE12,2,4731.0
2011,NUTS,2010,DE12,2,4826.0
2012,NUTS,2010,DE12,2,4904.0
2013,NUTS,2010,DE12,2,5099.0
2014,NUTS,2010,DE12,2,5225.0
2015,NUTS,2010,DE12,2,5521.0
2016,NUTS,2010,DE12,2,4866.0
2017,NUTS,2010,DE12,2,4989.0
2018,NUTS,2010,DE12,2,5110.0
2019,NUTS,2010,DE12,2,5214.0
1999,NUTS,2010,DE13,2,677.0
2000,NUTS,2010,DE13,2,658.0
2003,NUTS,2010,DE13,2,706.0
2004,NUTS,2010,DE13,2,888.0
2005,NUTS,2010,DE13,2,588.0
2006,NUTS,2010,DE13,2,912.0
2007,NUTS,2010,DE13,2,910.0
2008,NUTS,2010,DE13,2,1017.0
2009,NUTS,2010,DE13,2,1173.0
2010,NUTS,2010,DE13,2,1240.0
2011,NUTS,2010,DE13,2,1290.0
2012,NUTS,2010,DE13,2,1287.0
2013,NUTS,2010,DE13,2,1249.0
2014,NUTS,2010,DE13,2,1019.0
2015,NUTS,2010,DE13,2,1017.0
2016,NUTS,2010,DE13,2,1037.0
2017,NUTS,2010,DE13,2,1108.0
2018,NUTS,2010,DE13,2,1148.0
2019,NUTS,2010,DE13,2,1215.0
1999,NUTS,2010,DE14,2,392.0
2000,NUTS,2010,DE14,2,370.0
2003,NUTS,2010,DE14,2,266.0
2004,NUTS,2010,DE14,2,335.0
2005,NUTS,2010,DE14,2,319.0
2006,NUTS,2010,DE14,2,327.0
2007,NUTS,2010,DE14,2,387.0
2008,NUTS,2010,DE14,2,421.0
2009,NUTS,2010,DE14,2,443.0
2010,NUTS,2010,DE14,2,499.0
2011,NUTS,2010,DE14,2,503.0
2012,NUTS,2010,DE14,2,519.0
2013,NUTS,2010,DE14,2,562.0
2014,NUTS,2010,DE14,2,434.0
2015,NUTS,2010,DE14,2,527.0
2016,NUTS,2010,DE14,2,546.0
2017,NUTS,2010,DE14,2,591.0
2018,NUTS,2010,DE14,2,661.0
2019,NUTS,2010,DE14,2,625.0
1999,NUTS,2010,DE2,1,4510.0
2000,NUTS,2010,DE2,1,4572.0
2003,NUTS,2010,DE2,1,4884.0
2004,NUTS,2010,DE2,1,5506.0
2005,NUTS,2010,DE2,1,5197.0
2006,NUTS,2010,DE2,1,5731.0
2007,NUTS,2010,DE2,1,5814.0
2008,NUTS,2010,DE2,1,5677.0
2009,NUTS,2010,DE2,1,6572.0
2010,NUTS,2010,DE2,1,6927.0
2011,NUTS,2010,DE2,1,7304.0
2012,NUTS,2010,DE2,1,7562.0
2013,NUTS,2010,DE2,1,7944.0
2014,NUTS,2010,DE2,1,7548.0
2015,NUTS,2010,DE2,1,7629.0
2016,NUTS,2010,DE2,1,7591.0
2017,NUTS,2010,DE2,1,7607.0
2018,NUTS,2010,DE2,1,8022.0
2019,NUTS,2010,DE2,1,8269.0
1999,NUTS,2010,DE21,2,3907.0
2000,NUTS,2010,DE21,2,3879.0
2003,NUTS,2010,DE21,2,4193.0
2004,NUTS,2010,DE21,2,4706.0
2005,NUTS,2010,DE21,2,4470.0
2006,NUTS,2010,DE21,2,4758.0
2007,NUTS,2010,DE21,2,4832.0
2008,NUTS,2010,DE21,2,4751.0
2009,NUTS,2010,DE21,2,5317.0
2010,NUTS,2010,DE21,2,5569.0
2011,NUTS,2010,DE21,2,5845.0
2012,NUTS,2010,DE21,2,6085.0
2013,NUTS,2010,DE21,2,6372.0
2014,NUTS,2010,DE21,2,6142.0
2015,NUTS,2010,DE21,2,6055.0
2016,NUTS,2010,DE21,2,6024.0
2017,NUTS,2010,DE21,2,5954.0
2018,NUTS,2010,DE21,2,6201.0
2019,NUTS,2010,DE21,2,6335.0
2015,NUTS,2010,DE22,2,38.0
2016,NUTS,2010,DE22,2,33.0
2017,NUTS,2010,DE22,2,33.0
2018,NUTS,2010,DE22,2,37.0
2019,NUTS,2010,DE22,2,42.0
1999,NUTS,2010,DE23,2,34.0
2000,NUTS,2010,DE23,2,33.0
2015,NUTS,2010,DE23,2,88.0
2016,NUTS,2010,DE23,2,95.0
2017,NUTS,2010,DE23,2,87.0
2018,NUTS,2010,DE23,2,100.0
2019,NUTS,2010,DE23,2,97.0
1999,NUTS,2010,DE24,2,60.0
2000,NUTS,2010,DE24,2,57.0
2003,NUTS,2010,DE24,2,51.0
2004,NUTS,2010,DE24,2,90.0
2005,NUTS,2010,DE24,2,56.0
2006,NUTS,2010,DE24,2,18.0
2007,NUTS,2010,DE24,2,82.0
2008,NUTS,2010,DE24,2,37.0
2009,NUTS,2010,DE24,2,109.0
2010,NUTS,2010,DE24,2,99.0
2011,NUTS,2010,DE24,2,101.0
2012,NUTS,2010,DE24,2,107.0
2013,NUTS,2010,DE24,2,100.0
2014,NUTS,2010,DE24,2,172.0
2015,NUTS,2010,DE24,2,192.0
2016,NUTS,2010,DE24,2,135.0
2017,NUTS,2010,DE24,2,199.0
2018,NUTS,2010,DE24,2,196.0
2019,NUTS,2010,DE24,2,192.0
1999,NUTS,2010,DE25,2,319.0
2000,NUTS,2010,DE25,2,357.0
2003,NUTS,2010,DE25,2,384.0
2004,NUTS,2010,DE25,2,415.0
2005,NUTS,2010,DE25,2,384.0
2006,NUTS,2010,DE25,2,507.0
2007,NUTS,2010,DE25,2,606.0
2008,NUTS,2010,DE25,2,494.0
2009,NUTS,2010,DE25,2,825.0
2010,NUTS,2010,DE25,2,881.0
2011,NUTS,2010,DE25,2,920.0
2012,NUTS,2010,DE25,2,863.0
2013,NUTS,2010,DE25,2,1021.0
2014,NUTS,2010,DE25,2,822.0
2015,NUTS,2010,DE25,2,884.0
2016,NUTS,2010,DE25,2,935.0
2017,NUTS,2010,DE25,2,946.0
2018,NUTS,2010,DE25,2,1030.0
2019,NUTS,2010,DE25,2,1115.0
1999,NUTS,2010,DE26,2,155.0
2000,NUTS,2010,DE26,2,161.0
2003,NUTS,2010,DE26,2,138.0
2004,NUTS,2010,DE26,2,174.0
2005,NUTS,2010,DE26,2,139.0
2006,NUTS,2010,DE26,2,208.0
2007,NUTS,2010,DE26,2,161.0
2008,NUTS,2010,DE26,2,208.0
2009,NUTS,2010,DE26,2,193.0
2010,NUTS,2010,DE26,2,224.0
2011,NUTS,2010,DE26,2,248.0
2012,NUTS,2010,DE26,2,227.0
2013,NUTS,2010,DE26,2,216.0
2014,NUTS,2010,DE26,2,146.0
2015,NUTS,2010,DE26,2,161.0
2016,NUTS,2010,DE26,2,166.0
2017,NUTS,2010,DE26,2,159.0
2018,NUTS,2010,DE26,2,169.0
2019,NUTS,2010,DE26,2,166.0
2003,NUTS,2010,DE27,2,88.0
2004,NUTS,2010,DE27,2,79.0
2005,NUTS,2010,DE27,2,117.0
2006,NUTS,2010,DE27,2,202.0
2007,NUTS,2010,DE27,2,89.0
2008,NUTS,2010,DE27,2,93.0
2009,NUTS,2010,DE27,2,103.0
2010,NUTS,2010,DE27,2,110.0
2011,NUTS,2010,DE27,2,130.0
2012,NUTS,2010,DE27,2,140.0
2013,NUTS,2010,DE27,2,161.0
2014,NUTS,2010,DE27,2,191.0
2015,NUTS,2010,DE27,2,210.0
2016,NUTS,2010,DE27,2,202.0
2017,NUTS,2010,DE27,2,229.0
2018,NUTS,2010,DE27,2,290.0
2019,NUTS,2010,DE27,2,321.0
1999,NUTS,2010,DE3,1,4894.0
2000,NUTS,2010,DE3,1,4555.0
2003,NUTS,2010,DE3,1,5039.0
2004,NUTS,2010,DE3,1,5092.0
2005,NUTS,2010,DE3,1,4723.0
2006,NUTS,2010,DE3,1,5105.0
2007,NUTS,2010,DE3,1,5278.0
2008,NUTS,2010,DE3,1,5498.0
2009,NUTS,2010,DE3,1,5776.0
2010,NUTS,2010,DE3,1,6082.0
2011,NUTS,2010,DE3,1,6369.0
2012,NUTS,2010,DE3,1,6567.0
2013,NUTS,2010,DE3,1,6542.0
2014,NUTS,2010,DE3,1,5787.0
2015,NUTS,2010,DE3,1,5862.0
2016,NUTS,2010,DE3,1,5995.0
2017,NUTS,2010,DE3,1,6262.0
2018,NUTS,2010,DE3,1,6735.0
2019,NUTS,2010,DE3,1,7049.0
1999,NUTS,2010,DE30,2,4894.0
2000,NUTS,2010,DE30,2,4555.0
2003,NUTS,2010,DE30,2,5039.0
2004,NUTS,2010,DE30,2,5092.0
2005,NUTS,2010,DE30,2,4723.0
2006,NUTS,2010,DE30,2,5105.0
2007,NUTS,2010,DE30,2,5278.0
2008,NUTS,2010,DE30,2,5498.0
2009,NUTS,2010,DE30,2,5776.0
2010,NUTS,2010,DE30,2,6082.0
2011,NUTS,2010,DE30,2,6369.0
2012,NUTS,2010,DE30,2,6567.0
2013,NUTS,2010,DE30,2,6542.0
2014,NUTS,2010,DE30,2,5787.0
2015,NUTS,2010,DE30,2,5862.0
2016,NUTS,2010,DE30,2,5995.0
2017,NUTS,2010,DE30,2,6262.0
2018,NUTS,2010,DE30,2,6735.0
2019,NUTS,2010,DE30,2,7049.0
1999,NUTS,2010,DE4,1,1709.0
2000,NUTS,2010,DE4,1,1748.0
2003,NUTS,2010,DE4,1,1751.0
2004,NUTS,2010,DE4,1,1792.0
2005,NUTS,2010,DE4,1,1667.0
2006,NUTS,2010,DE4,1,1781.0
2007,NUTS,2010,DE4,1,1913.0
2008,NUTS,2010,DE4,1,1981.0
2009,NUTS,2010,DE4,1,2091.0
2010,NUTS,2010,DE4,1,2274.0
2011,NUTS,2010,DE4,1,2379.0
2012,NUTS,2010,DE4,1,2493.0
2013,NUTS,2010,DE4,1,2563.0
2014,NUTS,2010,DE4,1,2400.0
2015,NUTS,2010,DE4,1,2236.0
2016,NUTS,2010,DE4,1,2336.0
2017,NUTS,2010,DE4,1,2410.0
2018,NUTS,2010,DE4,1,2422.0
2019,NUTS,2010,DE4,1,2606.0
1999,NUTS,2010,DE40,2,1709.0
2000,NUTS,2010,DE40,2,1748.0
2003,NUTS,2010,DE40,2,1750.0
2004,NUTS,2010,DE40,2,1792.0
2005,NUTS,2010,DE40,2,1668.0
2006,NUTS,2010,DE40,2,1781.0
2007,NUTS,2010,DE40,2,1913.0
2008,NUTS,2010,DE40,2,1981.0
2009,NUTS,2010,DE40,2,2091.0
2010,NUTS,2010,DE40,2,2274.0
2011,NUTS,2010,DE40,2,2379.0
2012,NUTS,2010,DE40,2,2493.0
2013,NUTS,2010,DE40,2,2563.0
2014,NUTS,2010,DE40,2,2400.0
2015,NUTS,2010,DE40,2,2236.0
2016,NUTS,2010,DE40,2,2336.0
2017,NUTS,2010,DE40,2,2410.0
2018,NUTS,2010,DE40,2,2422.0
2019,NUTS,2010,DE40,2,2606.0
1999,NUTS,2010,DE5,1,575.0
2000,NUTS,2010,DE5,1,668.0
2003,NUTS,2010,DE5,1,734.0
2004,NUTS,2010,DE5,1,794.0
2005,NUTS,2010,DE5,1,775.0
2006,NUTS,2010,DE5,1,839.0
2007,NUTS,2010,DE5,1,980.0
2008,NUTS,2010,DE5,1,1003.0
2009,NUTS,2010,DE5,1,1080.0
2010,NUTS,2010,DE5,1,1204.0
2011,NUTS,2010,DE5,1,1268.0
2012,NUTS,2010,DE5,1,1334.0
2013,NUTS,2010,DE5,1,1373.0
2014,NUTS,2010,DE5,1,1292.0
2015,NUTS,2010,DE5,1,1367.0
2016,NUTS,2010,DE5,1,1345.0
2017,NUTS,2010,DE5,1,1364.0
2018,NUTS,2010,DE5,1,1449.0
2019,NUTS,2010,DE5,1,1533.0
1999,NUTS,2010,DE50,2,575.0
2000,NUTS,2010,DE50,2,668.0
2003,NUTS,2010,DE50,2,734.0
2004,NUTS,2010,DE50,2,794.0
2005,NUTS,2010,DE50,2,775.0
2006,NUTS,2010,DE50,2,839.0
2007,NUTS,2010,DE50,2,980.0
2008,NUTS,2010,DE50,2,1003.0
2009,NUTS,2010,DE50,2,1080.0
2010,NUTS,2010,DE50,2,1204.0
2011,NUTS,2010,DE50,2,1268.0
2012,NUTS,2010,DE50,2,1334.0
2013,NUTS,2010,DE50,2,1373.0
2014,NUTS,2010,DE50,2,1292.0
2015,NUTS,2010,DE50,2,1367.0
2016,NUTS,2010,DE50,2,1345.0
2017,NUTS,2010,DE50,2,1364.0
2018,NUTS,2010,DE50,2,1449.0
2019,NUTS,2010,DE50,2,1533.0
1999,NUTS,2010,DE6,1,1274.0
2000,NUTS,2010,DE6,1,1318.0
2003,NUTS,2010,DE6,1,1027.0
2004,NUTS,2010,DE6,1,1153.0
2005,NUTS,2010,DE6,1,1171.0
2006,NUTS,2010,DE6,1,1326.0
2007,NUTS,2010,DE6,1,1230.0
2008,NUTS,2010,DE6,1,1265.0
2009,NUTS,2010,DE6,1,1304.0
2010,NUTS,2010,DE6,1,1437.0
2011,NUTS,2010,DE6,1,1425.0
2012,NUTS,2010,DE6,1,1717.0
2013,NUTS,2010,DE6,1,1853.0
2014,NUTS,2010,DE6,1,1504.0
2015,NUTS,2010,DE6,1,1543.0
2016,NUTS,2010,DE6,1,1606.0
2017,NUTS,2010,DE6,1,1629.0
2018,NUTS,2010,DE6,1,1758.0
2019,NUTS,2010,DE6,1,1799.0
1999,NUTS,2010,DE60,2,1274.0
2000,NUTS,2010,DE60,2,1318.0
2003,NUTS,2010,DE60,2,1027.0
2004,NUTS,2010,DE60,2,1153.0
2005,NUTS,2010,DE60,2,1171.0
2006,NUTS,2010,DE60,2,1326.0
2007,NUTS,2010,DE60,2,1230.0
2008,NUTS,2010,DE60,2,1265.0
2009,NUTS,2010,DE60,2,1304.0
2010,NUTS,2010,DE60,2,1437.0
2011,NUTS,2010,DE60,2,1425.0
2012,NUTS,2010,DE60,2,1717.0
2013,NUTS,2010,DE60,2,1853.0
2014,NUTS,2010,DE60,2,1504.0
2015,NUTS,2010,DE60,2,1543.0
2016,NUTS,2010,DE60,2,1606.0
2017,NUTS,2010,DE60,2,1629.0
2018,NUTS,2010,DE60,2,1758.0
2019,NUTS,2010,DE60,2,1799.0
1999,NUTS,2010,DE7,1,1572.0
2000,NUTS,2010,DE7,1,1530.0
2003,NUTS,2010,DE7,1,1560.0
2004,NUTS,2010,DE7,1,1609.0
2005,NUTS,2010,DE7,1,1560.0
2006,NUTS,2010,DE7,1,1854.0
2007,NUTS,2010,DE7,1,1902.0
2008,NUTS,2010,DE7,1,1923.0
2009,NUTS,2010,DE7,1,2053.0
2010,NUTS,2010,DE7,1,2229.0
2011,NUTS,2010,DE7,1,2246.0
2012,NUTS,2010,DE7,1,2289.0
2013,NUTS,2010,DE7,1,2364.0
2014,NUTS,2010,DE7,1,2222.0
2015,NUTS,2010,DE7,1,2424.0
2016,NUTS,2010,DE7,1,2589.0
2017,NUTS,2010,DE7,1,2780.0
2018,NUTS,2010,DE7,1,2832.0
2019,NUTS,2010,DE7,1,2867.0
1999,NUTS,2010,DE71,2,1420.0
2000,NUTS,2010,DE71,2,1385.0
2003,NUTS,2010,DE71,2,1375.0
2004,NUTS,2010,DE71,2,1407.0
2005,NUTS,2010,DE71,2,1374.0
2006,NUTS,2010,DE71,2,1719.0
2007,NUTS,2010,DE71,2,1746.0
2008,NUTS,2010,DE71,2,1754.0
2009,NUTS,2010,DE71,2,1860.0
2010,NUTS,2010,DE71,2,2004.0
2011,NUTS,2010,DE71,2,2009.0
2012,NUTS,2010,DE71,2,2030.0
2013,NUTS,2010,DE71,2,2096.0
2014,NUTS,2010,DE71,2,1977.0
2015,NUTS,2010,DE71,2,2091.0
2016,NUTS,2010,DE71,2,2224.0
2017,NUTS,2010,DE71,2,2375.0
2018,NUTS,2010,DE71,2,2493.0
2019,NUTS,2010,DE71,2,2524.0
1999,NUTS,2010,DE72,2,72.0
2000,NUTS,2010,DE72,2,80.0
2003,NUTS,2010,DE72,2,114.0
2004,NUTS,2010,DE72,2,146.0
2005,NUTS,2010,DE72,2,108.0
2006,NUTS,2010,DE72,2,69.0
2007,NUTS,2010,DE72,2,94.0
2008,NUTS,2010,DE72,2,98.0
2009,NUTS,2010,DE72,2,106.0
2010,NUTS,2010,DE72,2,104.0
2011,NUTS,2010,DE72,2,97.0
2012,NUTS,2010,DE72,2,98.0
2013,NUTS,2010,DE72,2,97.0
2014,NUTS,2010,DE72,2,99.0
2015,NUTS,2010,DE72,2,141.0
2016,NUTS,2010,DE72,2,173.0
2017,NUTS,2010,DE72,2,199.0
2018,NUTS,2010,DE72,2,182.0
2019,NUTS,2010,DE72,2,177.0
1999,NUTS,2010,DE73,2,80.0
2000,NUTS,2010,DE73,2,65.0
2003,NUTS,2010,DE73,2,71.0
2004,NUTS,2010,DE73,2,56.0
2005,NUTS,2010,DE73,2,77.0
2006,NUTS,2010,DE73,2,66.0
2007,NUTS,2010,DE73,2,62.0
2008,NUTS,2010,DE73,2,72.0
2009,NUTS,2010,DE73,2,87.0
2010,NUTS,2010,DE73,2,121.0
2011,NUTS,2010,DE73,2,140.0
2012,NUTS,2010,DE73,2,161.0
2013,NUTS,2010,DE73,2,170.0
2014,NUTS,2010,DE73,2,147.0
2015,NUTS,2010,DE73,2,192.0
2016,NUTS,2010,DE73,2,193.0
2017,NUTS,2010,DE73,2,206.0
2018,NUTS,2010,DE73,2,157.0
2019,NUTS,2010,DE73,2,166.0
1999,NUTS,2010,DE8,1,714.0
2000,NUTS,2010,DE8,1,739.0
2003,NUTS,2010,DE8,1,795.0
2004,NUTS,2010,DE8,1,833.0
2005,NUTS,2010,DE8,1,800.0
2006,NUTS,2010,DE8,1,875.0
2007,NUTS,2010,DE8,1,949.0
2008,NUTS,2010,DE8,1,953.0
2009,NUTS,2010,DE8,1,998.0
2010,NUTS,2010,DE8,1,1133.0
2011,NUTS,2010,DE8,1,1197.0
2012,NUTS,2010,DE8,1,1223.0
2013,NUTS,2010,DE8,1,1175.0
2014,NUTS,2010,DE8,1,1010.0
2015,NUTS,2010,DE8,1,1002.0
2016,NUTS,2010,DE8,1,992.0
2017,NUTS,2010,DE8,1,1087.0
2018,NUTS,2010,DE8,1,1131.0
2019,NUTS,2010,DE8,1,1169.0
1999,NUTS,2010,DE80,2,714.0
2000,NUTS,2010,DE80,2,739.0
2003,NUTS,2010,DE80,2,795.0
2004,NUTS,2010,DE80,2,833.0
2005,NUTS,2010,DE80,2,800.0
2006,NUTS,2010,DE80,2,875.0
2007,NUTS,2010,DE80,2,949.0
2008,NUTS,2010,DE80,2,953.0
2009,NUTS,2010,DE80,2,998.0
2010,NUTS,2010,DE80,2,1133.0
2011,NUTS,2010,DE80,2,1197.0
2012,NUTS,2010,DE80,2,1223.0
2013,NUTS,2010,DE80,2,1175.0
2014,NUTS,2010,DE80,2,1010.0
2015,NUTS,2010,DE80,2,1002.0
2016,NUTS,2010,DE80,2,992.0
2017,NUTS,2010,DE80,2,1087.0
2018,NUTS,2010,DE80,2,1131.0
2019,NUTS,2010,DE80,2,1169.0
1999,NUTS,2010,DE9,1,2913.0
2000,NUTS,2010,DE9,1,2841.0
2003,NUTS,2010,DE9,1,2978.0
2004,NUTS,2010,DE9,1,3042.0
2005,NUTS,2010,DE9,1,3096.0
2006,NUTS,2010,DE9,1,3278.0
2007,NUTS,2010,DE9,1,3376.0
2008,NUTS,2010,DE9,1,3419.0
2009,NUTS,2010,DE9,1,3650.0
2010,NUTS,2010,DE9,1,3818.0
2011,NUTS,2010,DE9,1,4010.0
2012,NUTS,2010,DE9,1,3891.0
2013,NUTS,2010,DE9,1,3928.0
2014,NUTS,2010,DE9,1,4138.0
2015,NUTS,2010,DE9,1,4282.0
2016,NUTS,2010,DE9,1,4226.0
2017,NUTS,2010,DE9,1,3986.0
2018,NUTS,2010,DE9,1,4088.0
2019,NUTS,2010,DE9,1,4148.0
1999,NUTS,2010,DE91,2,2045.0
2000,NUTS,2010,DE91,2,1962.0
2003,NUTS,2010,DE91,2,2118.0
2004,NUTS,2010,DE91,2,2126.0
2005,NUTS,2010,DE91,2,2111.0
2006,NUTS,2010,DE91,2,2334.0
2007,NUTS,2010,DE91,2,2462.0
2008,NUTS,2010,DE91,2,2412.0
2009,NUTS,2010,DE91,2,2632.0
2010,NUTS,2010,DE91,2,2743.0
2011,NUTS,2010,DE91,2,2836.0
2012,NUTS,2010,DE91,2,2745.0
2013,NUTS,2010,DE91,2,2822.0
2014,NUTS,2010,DE91,2,3047.0
2015,NUTS,2010,DE91,2,3120.0
2016,NUTS,2010,DE91,2,3198.0
2017,NUTS,2010,DE91,2,2923.0
2018,NUTS,2010,DE91,2,2901.0
2019,NUTS,2010,DE91,2,2959.0
1999,NUTS,2010,DE92,2,622.0
2000,NUTS,2010,DE92,2,609.0
2003,NUTS,2010,DE92,2,615.0
