year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_nac_hes
2017,NUTS,2010,PT1,1,1082.716
2018,NUTS,2010,PT1,1,1134.033
2019,NUTS,2010,PT1,1,1193.34
2020,NUTS,2010,PT1,1,1148.829
1990,NUTS,2010,PT11,2,22.55
1992,NUTS,2010,PT11,2,42.21
1995,NUTS,2010,PT11,2,46.87
1997,NUTS,2010,PT11,2,58.55
1999,NUTS,2010,PT11,2,81.04
2000,NUTS,2010,PT11,2,14.776
2001,NUTS,2010,PT11,2,15.179
2002,NUTS,2010,PT11,2,60.322
2003,NUTS,2010,PT11,2,105.464
2004,NUTS,2010,PT11,2,110.749
2005,NUTS,2010,PT11,2,116.033
2006,NUTS,2010,PT11,2,145.433
2007,NUTS,2010,PT11,2,174.832
2008,NUTS,2010,PT11,2,214.704
2009,NUTS,2010,PT11,2,281.847
2010,NUTS,2010,PT11,2,285.643
2011,NUTS,2010,PT11,2,295.754
2012,NUTS,2010,PT11,2,230.513
2013,NUTS,2010,PT11,2,299.819
2014,NUTS,2010,PT11,2,300.005
2015,NUTS,2010,PT11,2,316.963
2016,NUTS,2010,PT11,2,332.737
2017,NUTS,2010,PT11,2,349.19
2018,NUTS,2010,PT11,2,365.015
2019,NUTS,2010,PT11,2,392.323
2020,NUTS,2010,PT11,2,378.547
1990,NUTS,2010,PT15,2,0.99
1992,NUTS,2010,PT15,2,2.88
1995,NUTS,2010,PT15,2,3.73
1997,NUTS,2010,PT15,2,6.94
1999,NUTS,2010,PT15,2,11.42
2000,NUTS,2010,PT15,2,11.766
2001,NUTS,2010,PT15,2,12.113
2002,NUTS,2010,PT15,2,11.557
2003,NUTS,2010,PT15,2,11.0
2004,NUTS,2010,PT15,2,10.979
2005,NUTS,2010,PT15,2,10.958
2006,NUTS,2010,PT15,2,15.092
2007,NUTS,2010,PT15,2,19.226
2008,NUTS,2010,PT15,2,22.554
2009,NUTS,2010,PT15,2,26.106
2010,NUTS,2010,PT15,2,27.834
2011,NUTS,2010,PT15,2,24.953
2012,NUTS,2010,PT15,2,22.064
2013,NUTS,2010,PT15,2,20.67
2014,NUTS,2010,PT15,2,23.072
2015,NUTS,2010,PT15,2,22.642
2016,NUTS,2010,PT15,2,24.362
2017,NUTS,2010,PT15,2,21.502
2018,NUTS,2010,PT15,2,25.921
2019,NUTS,2010,PT15,2,28.982
2020,NUTS,2010,PT15,2,26.56
2000,NUTS,2010,PT16,2,72.321
2001,NUTS,2010,PT16,2,79.672
2002,NUTS,2010,PT16,2,82.012
2003,NUTS,2010,PT16,2,84.353
2004,NUTS,2010,PT16,2,86.939
2005,NUTS,2010,PT16,2,89.524
2006,NUTS,2010,PT16,2,104.227
2007,NUTS,2010,PT16,2,118.93
2008,NUTS,2010,PT16,2,180.671
2009,NUTS,2010,PT16,2,197.192
2010,NUTS,2010,PT16,2,217.422
2011,NUTS,2010,PT16,2,193.181
2012,NUTS,2010,PT16,2,180.319
2013,NUTS,2010,PT16,2,212.72
2014,NUTS,2010,PT16,2,216.23
2015,NUTS,2010,PT16,2,204.803
2016,NUTS,2010,PT16,2,203.937
2017,NUTS,2010,PT16,2,216.15
2018,NUTS,2010,PT16,2,225.76
2019,NUTS,2010,PT16,2,231.334
2020,NUTS,2010,PT16,2,222.298
2000,NUTS,2010,PT17,2,145.381
2001,NUTS,2010,PT17,2,156.999
2002,NUTS,2010,PT17,2,158.538
2003,NUTS,2010,PT17,2,160.078
2004,NUTS,2010,PT17,2,168.93
2005,NUTS,2010,PT17,2,177.782
2006,NUTS,2010,PT17,2,202.589
2007,NUTS,2010,PT17,2,227.396
2008,NUTS,2010,PT17,2,425.195
2009,NUTS,2010,PT17,2,428.182
2010,NUTS,2010,PT17,2,438.604
2011,NUTS,2010,PT17,2,380.198
2012,NUTS,2010,PT17,2,374.01
2013,NUTS,2010,PT17,2,432.432
2014,NUTS,2010,PT17,2,434.501
2015,NUTS,2010,PT17,2,427.595
2016,NUTS,2010,PT17,2,458.474
2017,NUTS,2010,PT17,2,463.121
2018,NUTS,2010,PT17,2,481.313
2019,NUTS,2010,PT17,2,504.477
2020,NUTS,2010,PT17,2,484.966
2000,NUTS,2010,PT18,2,93.092
2001,NUTS,2010,PT18,2,105.144
2002,NUTS,2010,PT18,2,62.719
2003,NUTS,2010,PT18,2,20.293
2004,NUTS,2010,PT18,2,20.537
2005,NUTS,2010,PT18,2,20.78
2006,NUTS,2010,PT18,2,25.668
2007,NUTS,2010,PT18,2,30.555
2008,NUTS,2010,PT18,2,30.215
2009,NUTS,2010,PT18,2,55.602
2010,NUTS,2010,PT18,2,31.598
2011,NUTS,2010,PT18,2,25.784
2012,NUTS,2010,PT18,2,25.103
2013,NUTS,2010,PT18,2,27.28
2014,NUTS,2010,PT18,2,27.609
2015,NUTS,2010,PT18,2,29.326
2016,NUTS,2010,PT18,2,32.762
2017,NUTS,2010,PT18,2,32.752
2018,NUTS,2010,PT18,2,36.024
2019,NUTS,2010,PT18,2,36.226
2020,NUTS,2010,PT18,2,36.458
1990,NUTS,2010,PT2,1,1.18
1992,NUTS,2010,PT2,1,1.14
1995,NUTS,2010,PT2,1,3.81
1997,NUTS,2010,PT2,1,4.12
1999,NUTS,2010,PT2,1,7.3
2000,NUTS,2010,PT2,1,2.233
2001,NUTS,2010,PT2,1,2.966
2002,NUTS,2010,PT2,1,5.344
2003,NUTS,2010,PT2,1,7.723
2004,NUTS,2010,PT2,1,7.214
2005,NUTS,2010,PT2,1,6.705
2006,NUTS,2010,PT2,1,7.889
2007,NUTS,2010,PT2,1,9.074
2008,NUTS,2010,PT2,1,9.931
2009,NUTS,2010,PT2,1,19.908
2010,NUTS,2010,PT2,1,8.831
2011,NUTS,2010,PT2,1,8.962
2012,NUTS,2010,PT2,1,9.246
2013,NUTS,2010,PT2,1,8.827
2014,NUTS,2010,PT2,1,9.328
2015,NUTS,2010,PT2,1,8.582
2016,NUTS,2010,PT2,1,8.427
2017,NUTS,2010,PT2,1,9.312
2018,NUTS,2010,PT2,1,10.39
2019,NUTS,2010,PT2,1,9.648
2020,NUTS,2010,PT2,1,9.202
1990,NUTS,2010,PT20,2,1.18
1992,NUTS,2010,PT20,2,1.14
1995,NUTS,2010,PT20,2,3.81
1997,NUTS,2010,PT20,2,4.12
1999,NUTS,2010,PT20,2,7.3
2000,NUTS,2010,PT20,2,2.233
2001,NUTS,2010,PT20,2,2.966
2002,NUTS,2010,PT20,2,5.344
2003,NUTS,2010,PT20,2,7.723
2004,NUTS,2010,PT20,2,7.214
2005,NUTS,2010,PT20,2,6.705
2006,NUTS,2010,PT20,2,7.889
2007,NUTS,2010,PT20,2,9.074
2008,NUTS,2010,PT20,2,9.931
2009,NUTS,2010,PT20,2,19.908
2010,NUTS,2010,PT20,2,8.831
2011,NUTS,2010,PT20,2,8.962
2012,NUTS,2010,PT20,2,9.246
2013,NUTS,2010,PT20,2,8.827
2014,NUTS,2010,PT20,2,9.328
2015,NUTS,2010,PT20,2,8.582
2016,NUTS,2010,PT20,2,8.427
2017,NUTS,2010,PT20,2,9.312
2018,NUTS,2010,PT20,2,10.39
2019,NUTS,2010,PT20,2,9.648
2020,NUTS,2010,PT20,2,9.202
1990,NUTS,2010,PT3,1,0.59
1992,NUTS,2010,PT3,1,0.67
1995,NUTS,2010,PT3,1,1.29
1997,NUTS,2010,PT3,1,1.74
1999,NUTS,2010,PT3,1,1.5
2000,NUTS,2010,PT3,1,7.936
2001,NUTS,2010,PT3,1,8.576
2002,NUTS,2010,PT3,1,5.731
2003,NUTS,2010,PT3,1,2.886
2004,NUTS,2010,PT3,1,3.145
2005,NUTS,2010,PT3,1,3.404
2006,NUTS,2010,PT3,1,5.178
2007,NUTS,2010,PT3,1,6.953
2008,NUTS,2010,PT3,1,7.997
2009,NUTS,2010,PT3,1,4.891
2010,NUTS,2010,PT3,1,6.692
2011,NUTS,2010,PT3,1,4.981
2012,NUTS,2010,PT3,1,4.746
2013,NUTS,2010,PT3,1,6.52
2014,NUTS,2010,PT3,1,7.28
2015,NUTS,2010,PT3,1,7.693
2016,NUTS,2010,PT3,1,7.442
2017,NUTS,2010,PT3,1,7.622
2018,NUTS,2010,PT3,1,8.299
2019,NUTS,2010,PT3,1,7.665
2020,NUTS,2010,PT3,1,7.081
1990,NUTS,2010,PT30,2,0.59
1992,NUTS,2010,PT30,2,0.67
1995,NUTS,2010,PT30,2,1.29
1997,NUTS,2010,PT30,2,1.74
1999,NUTS,2010,PT30,2,1.5
2000,NUTS,2010,PT30,2,7.936
2001,NUTS,2010,PT30,2,8.576
2002,NUTS,2010,PT30,2,5.731
2003,NUTS,2010,PT30,2,2.886
2004,NUTS,2010,PT30,2,3.145
2005,NUTS,2010,PT30,2,3.404
2006,NUTS,2010,PT30,2,5.178
2007,NUTS,2010,PT30,2,6.953
2008,NUTS,2010,PT30,2,7.997
2009,NUTS,2010,PT30,2,4.891
2010,NUTS,2010,PT30,2,6.692
2011,NUTS,2010,PT30,2,4.981
2012,NUTS,2010,PT30,2,4.746
2013,NUTS,2010,PT30,2,6.52
2014,NUTS,2010,PT30,2,7.28
2015,NUTS,2010,PT30,2,7.693
2016,NUTS,2010,PT30,2,7.442
2017,NUTS,2010,PT30,2,7.622
2018,NUTS,2010,PT30,2,8.299
2019,NUTS,2010,PT30,2,7.665
2020,NUTS,2010,PT30,2,7.081
1990,NUTS,2010,PTZZ,2,68.2
1992,NUTS,2010,PTZZ,2,125.61
1995,NUTS,2010,PTZZ,2,114.73
1997,NUTS,2010,PTZZ,2,159.62
1999,NUTS,2010,PTZZ,2,213.11
1993,NUTS,2010,RO,0,0.43
1994,NUTS,2010,RO,0,0.729
1995,NUTS,2010,RO,0,1.469
1996,NUTS,2010,RO,0,2.564
1997,NUTS,2010,RO,0,4.176
1998,NUTS,2010,RO,0,8.367
1999,NUTS,2010,RO,0,15.477
2000,NUTS,2010,RO,0,34.859
2001,NUTS,2010,RO,0,51.969
2002,NUTS,2010,RO,0,89.399
2003,NUTS,2010,RO,0,71.819
2004,NUTS,2010,RO,0,96.267
2005,NUTS,2010,RO,0,161.79
2006,NUTS,2010,RO,0,277.382
2007,NUTS,2010,RO,0,524.742
2008,NUTS,2010,RO,0,860.0
2009,NUTS,2010,RO,0,583.055
2010,NUTS,2010,RO,0,591.324
2011,NUTS,2010,RO,0,637.208
2012,NUTS,2010,RO,0,566.64
2013,NUTS,2010,RO,0,485.963
2014,NUTS,2010,RO,0,388.96
2015,NUTS,2010,RO,0,606.508
2016,NUTS,2010,RO,0,415.902
2017,NUTS,2010,RO,0,459.222
2018,NUTS,2010,RO,0,467.723
2019,NUTS,2010,RO,0,516.946
2020,NUTS,2010,RO,0,434.808
2001,NUTS,2010,RO1,1,7.547
2002,NUTS,2010,RO1,1,25.73
2003,NUTS,2010,RO1,1,8.863
2004,NUTS,2010,RO1,1,11.449
2005,NUTS,2010,RO1,1,57.229
2006,NUTS,2010,RO1,1,66.066
2007,NUTS,2010,RO1,1,130.302
2008,NUTS,2010,RO1,1,190.893
2009,NUTS,2010,RO1,1,132.599
2010,NUTS,2010,RO1,1,155.477
2011,NUTS,2010,RO1,1,182.53
2012,NUTS,2010,RO1,1,200.583
2013,NUTS,2010,RO1,1,178.363
2014,NUTS,2010,RO1,1,118.684
2015,NUTS,2010,RO1,1,181.4
2016,NUTS,2010,RO1,1,127.989
2017,NUTS,2010,RO1,1,122.616
2018,NUTS,2010,RO1,1,128.37
2019,NUTS,2010,RO1,1,148.049
2001,NUTS,2010,RO11,2,6.363
2002,NUTS,2010,RO11,2,24.531
2003,NUTS,2010,RO11,2,7.593
2004,NUTS,2010,RO11,2,10.29
2005,NUTS,2010,RO11,2,47.406
2006,NUTS,2010,RO11,2,52.696
2007,NUTS,2010,RO11,2,95.251
2008,NUTS,2010,RO11,2,148.877
2009,NUTS,2010,RO11,2,104.954
2010,NUTS,2010,RO11,2,110.03
2011,NUTS,2010,RO11,2,118.595
2012,NUTS,2010,RO11,2,145.711
2013,NUTS,2010,RO11,2,140.877
2014,NUTS,2010,RO11,2,92.438
2015,NUTS,2010,RO11,2,151.427
2016,NUTS,2010,RO11,2,103.199
2017,NUTS,2010,RO11,2,96.85
2018,NUTS,2010,RO11,2,106.302
2019,NUTS,2010,RO11,2,125.465
2001,NUTS,2010,RO12,2,1.184
2002,NUTS,2010,RO12,2,1.199
2003,NUTS,2010,RO12,2,1.27
2004,NUTS,2010,RO12,2,1.159
2005,NUTS,2010,RO12,2,9.823
2006,NUTS,2010,RO12,2,13.369
2007,NUTS,2010,RO12,2,35.052
2008,NUTS,2010,RO12,2,42.016
2009,NUTS,2010,RO12,2,27.646
2010,NUTS,2010,RO12,2,45.448
2011,NUTS,2010,RO12,2,63.935
2012,NUTS,2010,RO12,2,54.872
2013,NUTS,2010,RO12,2,37.486
2014,NUTS,2010,RO12,2,26.246
2015,NUTS,2010,RO12,2,29.973
2016,NUTS,2010,RO12,2,24.79
2017,NUTS,2010,RO12,2,25.767
2018,NUTS,2010,RO12,2,22.068
2019,NUTS,2010,RO12,2,22.584
2001,NUTS,2010,RO2,1,8.358
2002,NUTS,2010,RO2,1,6.935
2003,NUTS,2010,RO2,1,5.209
2004,NUTS,2010,RO2,1,8.078
2005,NUTS,2010,RO2,1,24.445
2006,NUTS,2010,RO2,1,45.809
2007,NUTS,2010,RO2,1,102.748
2008,NUTS,2010,RO2,1,145.745
2009,NUTS,2010,RO2,1,112.169
2010,NUTS,2010,RO2,1,95.152
2011,NUTS,2010,RO2,1,99.028
2012,NUTS,2010,RO2,1,90.567
2013,NUTS,2010,RO2,1,74.296
2014,NUTS,2010,RO2,1,77.486
2015,NUTS,2010,RO2,1,200.215
2016,NUTS,2010,RO2,1,67.85
2017,NUTS,2010,RO2,1,56.987
2018,NUTS,2010,RO2,1,58.03
2019,NUTS,2010,RO2,1,62.332
2001,NUTS,2010,RO21,2,6.963
2002,NUTS,2010,RO21,2,4.493
2003,NUTS,2010,RO21,2,3.121
2004,NUTS,2010,RO21,2,6.403
2005,NUTS,2010,RO21,2,19.959
2006,NUTS,2010,RO21,2,39.23
2007,NUTS,2010,RO21,2,87.359
2008,NUTS,2010,RO21,2,122.534
2009,NUTS,2010,RO21,2,86.754
2010,NUTS,2010,RO21,2,71.345
2011,NUTS,2010,RO21,2,78.591
2012,NUTS,2010,RO21,2,78.47
2013,NUTS,2010,RO21,2,61.792
2014,NUTS,2010,RO21,2,66.771
2015,NUTS,2010,RO21,2,189.124
2016,NUTS,2010,RO21,2,55.619
2017,NUTS,2010,RO21,2,44.971
2018,NUTS,2010,RO21,2,36.574
2019,NUTS,2010,RO21,2,46.242
2001,NUTS,2010,RO22,2,1.395
2002,NUTS,2010,RO22,2,2.442
2003,NUTS,2010,RO22,2,2.087
2004,NUTS,2010,RO22,2,1.675
2005,NUTS,2010,RO22,2,4.487
2006,NUTS,2010,RO22,2,6.579
2007,NUTS,2010,RO22,2,15.39
2008,NUTS,2010,RO22,2,23.211
2009,NUTS,2010,RO22,2,25.415
2010,NUTS,2010,RO22,2,23.807
2011,NUTS,2010,RO22,2,20.437
2012,NUTS,2010,RO22,2,12.097
2013,NUTS,2010,RO22,2,12.504
2014,NUTS,2010,RO22,2,10.714
2015,NUTS,2010,RO22,2,11.092
2016,NUTS,2010,RO22,2,12.231
2017,NUTS,2010,RO22,2,12.016
2018,NUTS,2010,RO22,2,21.456
2019,NUTS,2010,RO22,2,16.09
2001,NUTS,2010,RO3,1,32.075
2002,NUTS,2010,RO3,1,45.605
2003,NUTS,2010,RO3,1,51.324
2004,NUTS,2010,RO3,1,43.254
2005,NUTS,2010,RO3,1,64.226
2006,NUTS,2010,RO3,1,127.903
2007,NUTS,2010,RO3,1,236.14
2008,NUTS,2010,RO3,1,424.158
2009,NUTS,2010,RO3,1,282.574
2010,NUTS,2010,RO3,1,265.588
2011,NUTS,2010,RO3,1,248.781
2012,NUTS,2010,RO3,1,168.419
2013,NUTS,2010,RO3,1,140.188
2014,NUTS,2010,RO3,1,128.894
2015,NUTS,2010,RO3,1,145.27
2016,NUTS,2010,RO3,1,163.55
2017,NUTS,2010,RO3,1,219.664
2018,NUTS,2010,RO3,1,231.888
2019,NUTS,2010,RO3,1,248.227
2001,NUTS,2010,RO31,2,0.794
2002,NUTS,2010,RO31,2,1.472
2003,NUTS,2010,RO31,2,2.367
2004,NUTS,2010,RO31,2,2.38
2005,NUTS,2010,RO31,2,3.096
2006,NUTS,2010,RO31,2,6.515
2007,NUTS,2010,RO31,2,13.674
2008,NUTS,2010,RO31,2,23.708
2009,NUTS,2010,RO31,2,14.636
2010,NUTS,2010,RO31,2,11.245
2011,NUTS,2010,RO31,2,12.106
2012,NUTS,2010,RO31,2,10.461
2013,NUTS,2010,RO31,2,6.649
2014,NUTS,2010,RO31,2,5.375
2015,NUTS,2010,RO31,2,5.74
2016,NUTS,2010,RO31,2,6.441
2017,NUTS,2010,RO31,2,5.836
2018,NUTS,2010,RO31,2,7.023
2019,NUTS,2010,RO31,2,7.01
2001,NUTS,2010,RO32,2,31.281
2002,NUTS,2010,RO32,2,44.133
2003,NUTS,2010,RO32,2,48.957
2004,NUTS,2010,RO32,2,40.874
2005,NUTS,2010,RO32,2,61.13
2006,NUTS,2010,RO32,2,121.388
2007,NUTS,2010,RO32,2,222.467
2008,NUTS,2010,RO32,2,400.45
2009,NUTS,2010,RO32,2,267.938
2010,NUTS,2010,RO32,2,254.343
2011,NUTS,2010,RO32,2,236.675
2012,NUTS,2010,RO32,2,157.958
2013,NUTS,2010,RO32,2,133.54
2014,NUTS,2010,RO32,2,123.519
2015,NUTS,2010,RO32,2,139.53
2016,NUTS,2010,RO32,2,157.109
2017,NUTS,2010,RO32,2,213.828
2018,NUTS,2010,RO32,2,224.865
2019,NUTS,2010,RO32,2,241.218
2001,NUTS,2010,RO4,1,3.989
2002,NUTS,2010,RO4,1,11.128
2003,NUTS,2010,RO4,1,6.422
2004,NUTS,2010,RO4,1,33.487
2005,NUTS,2010,RO4,1,15.881
2006,NUTS,2010,RO4,1,37.604
2007,NUTS,2010,RO4,1,55.551
2008,NUTS,2010,RO4,1,99.168
2009,NUTS,2010,RO4,1,55.713
2010,NUTS,2010,RO4,1,75.107
2011,NUTS,2010,RO4,1,106.87
2012,NUTS,2010,RO4,1,107.072
2013,NUTS,2010,RO4,1,93.116
2014,NUTS,2010,RO4,1,63.897
2015,NUTS,2010,RO4,1,79.623
2016,NUTS,2010,RO4,1,56.513
2017,NUTS,2010,RO4,1,59.954
2018,NUTS,2010,RO4,1,49.435
2019,NUTS,2010,RO4,1,58.337
2001,NUTS,2010,RO41,2,2.389
2002,NUTS,2010,RO41,2,4.065
2003,NUTS,2010,RO41,2,1.863
2004,NUTS,2010,RO41,2,24.967
2005,NUTS,2010,RO41,2,5.178
2006,NUTS,2010,RO41,2,11.892
2007,NUTS,2010,RO41,2,14.748
2008,NUTS,2010,RO41,2,28.35
2009,NUTS,2010,RO41,2,19.128
2010,NUTS,2010,RO41,2,19.583
2011,NUTS,2010,RO41,2,32.45
2012,NUTS,2010,RO41,2,24.037
2013,NUTS,2010,RO41,2,20.332
2014,NUTS,2010,RO41,2,9.777
2015,NUTS,2010,RO41,2,11.305
2016,NUTS,2010,RO41,2,12.506
2017,NUTS,2010,RO41,2,13.248
2018,NUTS,2010,RO41,2,13.622
2019,NUTS,2010,RO41,2,11.142
2001,NUTS,2010,RO42,2,1.6
2002,NUTS,2010,RO42,2,7.063
2003,NUTS,2010,RO42,2,4.559
2004,NUTS,2010,RO42,2,8.52
2005,NUTS,2010,RO42,2,10.703
2006,NUTS,2010,RO42,2,25.713
2007,NUTS,2010,RO42,2,40.804
2008,NUTS,2010,RO42,2,70.819
2009,NUTS,2010,RO42,2,36.585
2010,NUTS,2010,RO42,2,55.523
2011,NUTS,2010,RO42,2,74.419
2012,NUTS,2010,RO42,2,83.035
2013,NUTS,2010,RO42,2,72.785
2014,NUTS,2010,RO42,2,54.121
2015,NUTS,2010,RO42,2,68.319
2016,NUTS,2010,RO42,2,44.006
2017,NUTS,2010,RO42,2,46.706
2018,NUTS,2010,RO42,2,35.813
2019,NUTS,2010,RO42,2,47.195
2009,NUTS,2010,RS,0,13665.876
2010,NUTS,2010,RS,0,11802.428
2011,NUTS,2010,RS,0,13999.017
2012,NUTS,2010,RS,0,15021.97
2013,NUTS,2010,RS,0,15028.59
2014,NUTS,2010,RS,0,13796.235
2015,NUTS,2010,RS,0,14260.7
2016,NUTS,2010,RS,0,13779.1
2017,NUTS,2010,RS,0,15040.402
2018,NUTS,2010,RS,0,15251.369
2019,NUTS,2010,RS,0,16671.3
2020,NUTS,2010,RS,0,15789.718
2018,NUTS,2010,RS1,1,12614.715
2019,NUTS,2010,RS1,1,14352.4
2020,NUTS,2010,RS1,1,12968.567
2018,NUTS,2010,RS11,2,8335.879
2019,NUTS,2010,RS11,2,9352.6
2020,NUTS,2010,RS11,2,9143.551
2018,NUTS,2010,RS12,2,4278.836
2019,NUTS,2010,RS12,2,4999.8
2020,NUTS,2010,RS12,2,3825.016
2018,NUTS,2010,RS2,1,2636.654
2019,NUTS,2010,RS2,1,2318.9
2020,NUTS,2010,RS2,1,2821.151
2018,NUTS,2010,RS21,2,1050.885
2019,NUTS,2010,RS21,2,1110.6
2020,NUTS,2010,RS21,2,1169.758
2018,NUTS,2010,RS22,2,1585.769
2019,NUTS,2010,RS22,2,1208.3
2020,NUTS,2010,RS22,2,1651.393
1989,NUTS,2010,RU,0,0.76
1990,NUTS,2010,RU,0,0.89
1991,NUTS,2010,RU,0,1.29
1992,NUTS,2010,RU,0,8.08
1993,NUTS,2010,RU,0,73.24
1994,NUTS,2010,RU,0,303.81
1995,NUTS,2010,RU,0,657.37
1996,NUTS,2010,RU,0,935.91
1997,NUTS,2010,RU,0,1314.77
1998,NUTS,2010,RU,0,1297.11
1999,NUTS,2010,RU,0,2292.51
2000,NUTS,2010,RU,0,3489.3
2001,NUTS,2010,RU,0,5487.7
2002,NUTS,2010,RU,0,7322.9
2003,NUTS,2010,RU,0,10297.7
2004,NUTS,2010,RU,0,10696.1
2005,NUTS,2010,RU,0,13338.0
2006,NUTS,2010,RU,0,17639.2
2007,NUTS,2010,RU,0,23471.9
2008,NUTS,2010,RU,0,28868.6
2009,NUTS,2010,RU,0,34642.2
2010,NUTS,2010,RU,0,43714.0
2011,NUTS,2010,RU,0,55134.9
2012,NUTS,2010,RU,0,65049.3
2013,NUTS,2010,RU,0,67525.3
2014,NUTS,2010,RU,0,82890.7
2015,NUTS,2010,RU,0,87730.8
2017,NUTS,2010,RU,0,91934.6
2018,NUTS,2010,RU,0,99498.0
2019,NUTS,2010,RU,0,120583.8
1981,NUTS,2010,SE,0,3995.0
1983,NUTS,2010,SE,0,5496.0
1985,NUTS,2010,SE,0,6844.0
1987,NUTS,2010,SE,0,8821.0
1989,NUTS,2010,SE,0,11104.0
1991,NUTS,2010,SE,0,11432.0
1993,NUTS,2010,SE,0,12589.0
1995,NUTS,2010,SE,0,12730.0
1997,NUTS,2010,SE,0,14452.0
1999,NUTS,2010,SE,0,16982.0
2001,NUTS,2010,SE,0,19012.0
2003,NUTS,2010,SE,0,21062.0
2004,NUTS,2010,SE,0,21831.0
2005,NUTS,2010,SE,0,21659.0
2006,NUTS,2010,SE,0,22375.83
2007,NUTS,2010,SE,0,23535.0
2008,NUTS,2010,SE,0,25234.0
2009,NUTS,2010,SE,0,27935.0
2010,NUTS,2010,SE,0,29827.0
2011,NUTS,2010,SE,0,31247.0
2012,NUTS,2010,SE,0,32787.0
2013,NUTS,2010,SE,0,33831.0
2014,NUTS,2010,SE,0,35879.0
2015,NUTS,2010,SE,0,36629.0
2016,NUTS,2010,SE,0,38452.0
2017,NUTS,2010,SE,0,38781.0
2018,NUTS,2010,SE,0,40600.0
2019,NUTS,2010,SE,0,40491.0
2020,NUTS,2010,SE,0,40684.0
2003,NUTS,2010,SE1,1,11445.0
2005,NUTS,2010,SE1,1,11141.0
2007,NUTS,2010,SE1,1,12374.0
2009,NUTS,2010,SE1,1,14468.0
2011,NUTS,2010,SE1,1,16283.0
2013,NUTS,2010,SE1,1,17669.0
2015,NUTS,2010,SE1,1,19401.0
2017,NUTS,2010,SE1,1,20596.0
2019,NUTS,2010,SE1,1,21348.0
2003,NUTS,2010,SE11,2,6583.0
2005,NUTS,2010,SE11,2,6297.0
2007,NUTS,2010,SE11,2,7001.0
2009,NUTS,2010,SE11,2,8414.0
2011,NUTS,2010,SE11,2,9420.0
2013,NUTS,2010,SE11,2,10265.0
2015,NUTS,2010,SE11,2,11052.0
2017,NUTS,2010,SE11,2,12060.0
2019,NUTS,2010,SE11,2,12083.0
2003,NUTS,2010,SE12,2,4862.0
2005,NUTS,2010,SE12,2,4844.0
2007,NUTS,2010,SE12,2,5373.0
2009,NUTS,2010,SE12,2,6054.0
2011,NUTS,2010,SE12,2,6863.0
2013,NUTS,2010,SE12,2,7403.0
2015,NUTS,2010,SE12,2,8349.0
2017,NUTS,2010,SE12,2,8536.0
2019,NUTS,2010,SE12,2,9265.0
2003,NUTS,2010,SE2,1,7312.0
2005,NUTS,2010,SE2,1,7587.0
2007,NUTS,2010,SE2,1,8100.0
2009,NUTS,2010,SE2,1,9770.0
2011,NUTS,2010,SE2,1,10903.0
2013,NUTS,2010,SE2,1,11914.0
2015,NUTS,2010,SE2,1,12762.0
2017,NUTS,2010,SE2,1,13704.0
2019,NUTS,2010,SE2,1,14262.0
2003,NUTS,2010,SE21,2,404.0
2005,NUTS,2010,SE21,2,426.0
2007,NUTS,2010,SE21,2,473.0
2009,NUTS,2010,SE21,2,568.0
2011,NUTS,2010,SE21,2,594.0
2013,NUTS,2010,SE21,2,629.0
2015,NUTS,2010,SE21,2,677.0
2017,NUTS,2010,SE21,2,726.0
2019,NUTS,2010,SE21,2,808.0
2003,NUTS,2010,SE22,2,3335.0
2005,NUTS,2010,SE22,2,3479.0
2007,NUTS,2010,SE22,2,3675.0
2009,NUTS,2010,SE22,2,4354.0
2011,NUTS,2010,SE22,2,4788.0
2013,NUTS,2010,SE22,2,5434.0
2015,NUTS,2010,SE22,2,5797.0
2017,NUTS,2010,SE22,2,6156.0
2019,NUTS,2010,SE22,2,6545.0
2003,NUTS,2010,SE23,2,3573.0
2005,NUTS,2010,SE23,2,3682.0
2007,NUTS,2010,SE23,2,3952.0
2009,NUTS,2010,SE23,2,4847.0
2011,NUTS,2010,SE23,2,5520.0
2013,NUTS,2010,SE23,2,5851.0
2015,NUTS,2010,SE23,2,6289.0
2017,NUTS,2010,SE23,2,6823.0
2019,NUTS,2010,SE23,2,6909.0
2003,NUTS,2010,SE3,1,2632.0
2005,NUTS,2010,SE3,1,2931.0
2007,NUTS,2010,SE3,1,3061.0
2009,NUTS,2010,SE3,1,3697.0
2011,NUTS,2010,SE3,1,4061.0
2013,NUTS,2010,SE3,1,4248.0
2015,NUTS,2010,SE3,1,4467.0
2017,NUTS,2010,SE3,1,4482.0
2019,NUTS,2010,SE3,1,4881.0
2003,NUTS,2010,SE31,2,322.0
2005,NUTS,2010,SE31,2,396.0
2007,NUTS,2010,SE31,2,424.0
2009,NUTS,2010,SE31,2,492.0
2011,NUTS,2010,SE31,2,515.0
2013,NUTS,2010,SE31,2,541.0
2015,NUTS,2010,SE31,2,523.0
2017,NUTS,2010,SE31,2,579.0
2019,NUTS,2010,SE31,2,676.0
2003,NUTS,2010,SE32,2,236.0
2005,NUTS,2010,SE32,2,244.0
2007,NUTS,2010,SE32,2,248.0
2009,NUTS,2010,SE32,2,306.0
2011,NUTS,2010,SE32,2,320.0
2013,NUTS,2010,SE32,2,342.0
2015,NUTS,2010,SE32,2,302.0
