year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_hc_rse_f
2011,NUTS,2010,UKI3,2,22488.0
2013,NUTS,2010,UKI3,2,23015.0
2015,NUTS,2010,UKI3,2,23836.0
2017,NUTS,2010,UKI3,2,24886.0
2011,NUTS,2010,UKI4,2,4030.0
2013,NUTS,2010,UKI4,2,4389.0
2015,NUTS,2010,UKI4,2,5154.0
2017,NUTS,2010,UKI4,2,5425.0
2011,NUTS,2010,UKI5,2,861.0
2013,NUTS,2010,UKI5,2,904.0
2015,NUTS,2010,UKI5,2,933.0
2017,NUTS,2010,UKI5,2,920.0
2011,NUTS,2010,UKI6,2,825.0
2013,NUTS,2010,UKI6,2,874.0
2015,NUTS,2010,UKI6,2,948.0
2017,NUTS,2010,UKI6,2,1111.0
2011,NUTS,2010,UKI7,2,2795.0
2013,NUTS,2010,UKI7,2,3343.0
2015,NUTS,2010,UKI7,2,3733.0
2017,NUTS,2010,UKI7,2,4203.0
2011,NUTS,2010,UKJ,1,24721.0
2013,NUTS,2010,UKJ,1,28475.0
2015,NUTS,2010,UKJ,1,30585.0
2017,NUTS,2010,UKJ,1,31094.0
2011,NUTS,2010,UKJ1,2,11278.0
2013,NUTS,2010,UKJ1,2,13334.0
2015,NUTS,2010,UKJ1,2,14340.0
2017,NUTS,2010,UKJ1,2,14830.0
2011,NUTS,2010,UKJ2,2,5425.0
2013,NUTS,2010,UKJ2,2,6077.0
2015,NUTS,2010,UKJ2,2,6492.0
2017,NUTS,2010,UKJ2,2,6749.0
2011,NUTS,2010,UKJ3,2,5878.0
2013,NUTS,2010,UKJ3,2,6583.0
2015,NUTS,2010,UKJ3,2,7046.0
2017,NUTS,2010,UKJ3,2,6755.0
2011,NUTS,2010,UKJ4,2,2141.0
2013,NUTS,2010,UKJ4,2,2481.0
2015,NUTS,2010,UKJ4,2,2708.0
2017,NUTS,2010,UKJ4,2,2760.0
2011,NUTS,2010,UKK,1,10189.0
2013,NUTS,2010,UKK,1,11103.0
2015,NUTS,2010,UKK,1,12047.0
2017,NUTS,2010,UKK,1,12909.0
2011,NUTS,2010,UKK1,2,6562.0
2013,NUTS,2010,UKK1,2,7307.0
2015,NUTS,2010,UKK1,2,7720.0
2017,NUTS,2010,UKK1,2,8189.0
2011,NUTS,2010,UKK2,2,647.0
2013,NUTS,2010,UKK2,2,788.0
2015,NUTS,2010,UKK2,2,1036.0
2017,NUTS,2010,UKK2,2,1132.0
2011,NUTS,2010,UKK3,2,120.0
2013,NUTS,2010,UKK3,2,147.0
2015,NUTS,2010,UKK3,2,176.0
2017,NUTS,2010,UKK3,2,207.0
2011,NUTS,2010,UKK4,2,2859.0
2013,NUTS,2010,UKK4,2,2861.0
2015,NUTS,2010,UKK4,2,3114.0
2017,NUTS,2010,UKK4,2,3382.0
2011,NUTS,2010,UKL,1,6790.0
2013,NUTS,2010,UKL,1,6934.0
2015,NUTS,2010,UKL,1,7094.0
2017,NUTS,2010,UKL,1,7864.0
2011,NUTS,2010,UKL1,2,3192.0
2013,NUTS,2010,UKL1,2,3444.0
2015,NUTS,2010,UKL1,2,3648.0
2017,NUTS,2010,UKL1,2,4107.0
2011,NUTS,2010,UKL2,2,3599.0
2013,NUTS,2010,UKL2,2,3490.0
2015,NUTS,2010,UKL2,2,3446.0
2017,NUTS,2010,UKL2,2,3757.0
2011,NUTS,2010,UKM,1,15583.0
2013,NUTS,2010,UKM,1,18560.0
2015,NUTS,2010,UKM,1,19790.0
2017,NUTS,2010,UKM,1,21223.0
2013,NUTS,2010,UKM2,2,10013.0
2015,NUTS,2010,UKM2,2,11056.0
2017,NUTS,2010,UKM2,2,1502.0
2013,NUTS,2010,UKM3,2,6220.0
2015,NUTS,2010,UKM3,2,6633.0
2017,NUTS,2010,UKM3,2,743.0
2013,NUTS,2010,UKM5,2,2183.0
2015,NUTS,2010,UKM5,2,1963.0
2017,NUTS,2010,UKM5,2,1971.0
2013,NUTS,2010,UKM6,2,143.0
2015,NUTS,2010,UKM6,2,138.0
2017,NUTS,2010,UKM6,2,181.0
2017,NUTS,2010,UKM7,2,10444.0
2017,NUTS,2010,UKM8,2,6382.0
2017,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,3120.0
2013,NUTS,2010,UKN,1,2978.0
2015,NUTS,2010,UKN,1,3187.0
2017,NUTS,2010,UKN,1,3590.0
2011,NUTS,2010,UKN0,2,3120.0
2013,NUTS,2010,UKN0,2,2978.0
2015,NUTS,2010,UKN0,2,3187.0
2017,NUTS,2010,UKN0,2,3590.0
