year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_mio_eur
2017,NUTS,2010,SE,0,4024.971
2018,NUTS,2010,SE,0,3957.771
2019,NUTS,2010,SE,0,3823.838
2020,NUTS,2010,SE,0,3880.284
2011,NUTS,2010,SE1,1,1803.252
2013,NUTS,2010,SE1,1,2042.305
2015,NUTS,2010,SE1,1,2074.197
2017,NUTS,2010,SE1,1,2137.601
2019,NUTS,2010,SE1,1,2016.035
2011,NUTS,2010,SE11,2,1043.213
2013,NUTS,2010,SE11,2,1186.5
2015,NUTS,2010,SE11,2,1181.59
2017,NUTS,2010,SE11,2,1251.674
2019,NUTS,2010,SE11,2,1141.079
2011,NUTS,2010,SE12,2,760.039
2013,NUTS,2010,SE12,2,855.69
2015,NUTS,2010,SE12,2,892.607
2017,NUTS,2010,SE12,2,885.928
2019,NUTS,2010,SE12,2,874.956
2011,NUTS,2010,SE2,1,1207.447
2013,NUTS,2010,SE2,1,1377.102
2015,NUTS,2010,SE2,1,1364.409
2017,NUTS,2010,SE2,1,1422.3
2019,NUTS,2010,SE2,1,1346.857
2011,NUTS,2010,SE21,2,65.782
2013,NUTS,2010,SE21,2,72.704
2015,NUTS,2010,SE21,2,72.379
2017,NUTS,2010,SE21,2,75.35
2019,NUTS,2010,SE21,2,76.305
2011,NUTS,2010,SE22,2,530.244
2013,NUTS,2010,SE22,2,628.099
2015,NUTS,2010,SE22,2,619.768
2017,NUTS,2010,SE22,2,638.914
2019,NUTS,2010,SE22,2,618.088
2011,NUTS,2010,SE23,2,611.309
2013,NUTS,2010,SE23,2,676.299
2015,NUTS,2010,SE23,2,672.369
2017,NUTS,2010,SE23,2,708.14
2019,NUTS,2010,SE23,2,652.463
2011,NUTS,2010,SE3,1,449.733
2013,NUTS,2010,SE3,1,491.013
2015,NUTS,2010,SE3,1,477.575
2017,NUTS,2010,SE3,1,465.174
2019,NUTS,2010,SE3,1,460.946
2011,NUTS,2010,SE31,2,57.033
2013,NUTS,2010,SE31,2,62.533
2015,NUTS,2010,SE31,2,55.915
2017,NUTS,2010,SE31,2,60.093
2019,NUTS,2010,SE31,2,63.839
2011,NUTS,2010,SE32,2,35.438
2013,NUTS,2010,SE32,2,39.531
2015,NUTS,2010,SE32,2,32.287
2017,NUTS,2010,SE32,2,38.09
2019,NUTS,2010,SE32,2,35.603
2011,NUTS,2010,SE33,2,357.262
2013,NUTS,2010,SE33,2,388.95
2015,NUTS,2010,SE33,2,389.373
2017,NUTS,2010,SE33,2,366.888
2019,NUTS,2010,SE33,2,361.504
2011,NUTS,2010,SI,0,105.429
2012,NUTS,2010,SI,0,103.283
2013,NUTS,2010,SI,0,97.432
2014,NUTS,2010,SI,0,93.061
2015,NUTS,2010,SI,0,86.934
2016,NUTS,2010,SI,0,87.951
2017,NUTS,2010,SI,0,89.885
2018,NUTS,2010,SI,0,106.369
2019,NUTS,2010,SI,0,116.736
2020,NUTS,2010,SI,0,123.233
2011,NUTS,2010,SI0,1,105.429
2012,NUTS,2010,SI0,1,103.283
2013,NUTS,2010,SI0,1,97.432
2014,NUTS,2010,SI0,1,93.061
2015,NUTS,2010,SI0,1,86.934
2016,NUTS,2010,SI0,1,87.951
2017,NUTS,2010,SI0,1,89.885
2018,NUTS,2010,SI0,1,106.369
2019,NUTS,2010,SI0,1,116.736
2013,NUTS,2010,SI03,2,17.34
2014,NUTS,2010,SI03,2,17.203
2015,NUTS,2010,SI03,2,15.921
2016,NUTS,2010,SI03,2,14.529
2018,NUTS,2010,SI03,2,20.419
2013,NUTS,2010,SI04,2,80.092
2014,NUTS,2010,SI04,2,75.858
2015,NUTS,2010,SI04,2,71.013
2016,NUTS,2010,SI04,2,73.422
2018,NUTS,2010,SI04,2,85.95
2011,NUTS,2010,SK,0,163.712
2012,NUTS,2010,SK,0,199.132
2013,NUTS,2010,SK,0,202.219
2014,NUTS,2010,SK,0,230.458
2015,NUTS,2010,SK,0,406.069
2016,NUTS,2010,SK,0,177.605
2017,NUTS,2010,SK,0,184.761
2018,NUTS,2010,SK,0,182.299
2019,NUTS,2010,SK,0,195.597
2020,NUTS,2010,SK,0,219.637
2011,NUTS,2010,SK0,1,163.712
2012,NUTS,2010,SK0,1,199.132
2013,NUTS,2010,SK0,1,202.219
2014,NUTS,2010,SK0,1,230.458
2015,NUTS,2010,SK0,1,406.069
2016,NUTS,2010,SK0,1,177.605
2017,NUTS,2010,SK0,1,184.761
2018,NUTS,2010,SK0,1,182.299
2019,NUTS,2010,SK0,1,195.597
2020,NUTS,2010,SK0,1,219.637
2011,NUTS,2010,SK01,2,78.921
2012,NUTS,2010,SK01,2,84.723
2013,NUTS,2010,SK01,2,78.316
2014,NUTS,2010,SK01,2,81.218
2015,NUTS,2010,SK01,2,108.77
2016,NUTS,2010,SK01,2,71.278
2017,NUTS,2010,SK01,2,77.77
2018,NUTS,2010,SK01,2,75.045
2019,NUTS,2010,SK01,2,82.87
2020,NUTS,2010,SK01,2,86.802
2011,NUTS,2010,SK02,2,14.535
2012,NUTS,2010,SK02,2,18.402
2013,NUTS,2010,SK02,2,27.773
2014,NUTS,2010,SK02,2,41.973
2015,NUTS,2010,SK02,2,90.954
2016,NUTS,2010,SK02,2,27.13
2017,NUTS,2010,SK02,2,26.403
2018,NUTS,2010,SK02,2,27.642
2019,NUTS,2010,SK02,2,29.198
2020,NUTS,2010,SK02,2,31.127
2011,NUTS,2010,SK03,2,36.64
2012,NUTS,2010,SK03,2,50.238
2013,NUTS,2010,SK03,2,55.402
2014,NUTS,2010,SK03,2,60.488
2015,NUTS,2010,SK03,2,115.247
2016,NUTS,2010,SK03,2,41.839
2017,NUTS,2010,SK03,2,39.409
2018,NUTS,2010,SK03,2,42.323
2019,NUTS,2010,SK03,2,47.05
2020,NUTS,2010,SK03,2,60.515
2011,NUTS,2010,SK04,2,33.617
2012,NUTS,2010,SK04,2,45.769
2013,NUTS,2010,SK04,2,40.729
2014,NUTS,2010,SK04,2,46.78
2015,NUTS,2010,SK04,2,91.098
2016,NUTS,2010,SK04,2,37.357
2017,NUTS,2010,SK04,2,41.179
2018,NUTS,2010,SK04,2,37.289
2019,NUTS,2010,SK04,2,36.48
2020,NUTS,2010,SK04,2,41.193
2011,NUTS,2010,TR,0,2170.149
2012,NUTS,2010,TR,0,2478.55
2013,NUTS,2010,TR,0,2459.96
2014,NUTS,2010,TR,0,2454.051
2015,NUTS,2010,TR,0,2702.279
2016,NUTS,2010,TR,0,2675.162
2017,NUTS,2010,TR,0,2430.764
2018,NUTS,2010,TR,0,2047.25
2019,NUTS,2010,TR,0,2108.983
2020,NUTS,2010,TR,0,1938.839
2011,NUTS,2010,UK,0,8211.315
2012,NUTS,2010,UK,0,8893.205
2013,NUTS,2010,UK,0,8981.867
2014,NUTS,2010,UK,0,9786.007
2015,NUTS,2010,UK,0,11034.996
2016,NUTS,2010,UK,0,9805.003
2017,NUTS,2010,UK,0,9322.687
2018,NUTS,2010,UK,0,9879.055
2019,NUTS,2010,UK,0,10239.234
2011,NUTS,2010,UKC,1,247.84
2012,NUTS,2010,UKC,1,268.344
2014,NUTS,2010,UKC,1,294.256
2015,NUTS,2010,UKC,1,336.043
2016,NUTS,2010,UKC,1,294.204
2017,NUTS,2010,UKC,1,274.21
2018,NUTS,2010,UKC,1,282.243
2011,NUTS,2010,UKC1,2,78.926
2012,NUTS,2010,UKC1,2,85.461
2014,NUTS,2010,UKC1,2,89.319
2015,NUTS,2010,UKC1,2,94.654
2016,NUTS,2010,UKC1,2,84.686
2017,NUTS,2010,UKC1,2,73.343
2018,NUTS,2010,UKC1,2,72.341
2011,NUTS,2010,UKC2,2,168.914
2012,NUTS,2010,UKC2,2,182.883
2014,NUTS,2010,UKC2,2,204.937
2015,NUTS,2010,UKC2,2,241.389
2016,NUTS,2010,UKC2,2,209.518
2017,NUTS,2010,UKC2,2,200.867
2018,NUTS,2010,UKC2,2,209.902
2011,NUTS,2010,UKD,1,654.799
2012,NUTS,2010,UKD,1,709.089
2014,NUTS,2010,UKD,1,750.403
2015,NUTS,2010,UKD,1,866.492
2016,NUTS,2010,UKD,1,797.804
2017,NUTS,2010,UKD,1,788.639
2018,NUTS,2010,UKD,1,846.728
2011,NUTS,2010,UKD1,2,0.922
2012,NUTS,2010,UKD1,2,0.987
2014,NUTS,2010,UKD1,2,0.62
2015,NUTS,2010,UKD1,2,0.689
2016,NUTS,2010,UKD1,2,0.61
2017,NUTS,2010,UKD1,2,0.798
2018,NUTS,2010,UKD1,2,0.226
2011,NUTS,2010,UKD3,2,348.427
2012,NUTS,2010,UKD3,2,377.359
2014,NUTS,2010,UKD3,2,408.882
2015,NUTS,2010,UKD3,2,466.795
2016,NUTS,2010,UKD3,2,405.003
2017,NUTS,2010,UKD3,2,400.023
2018,NUTS,2010,UKD3,2,649.034
2011,NUTS,2010,UKD4,2,62.68
2012,NUTS,2010,UKD4,2,67.826
2014,NUTS,2010,UKD4,2,74.433
2015,NUTS,2010,UKD4,2,87.49
2016,NUTS,2010,UKD4,2,78.218
2017,NUTS,2010,UKD4,2,80.301
2018,NUTS,2010,UKD4,2,40.692
2011,NUTS,2010,UKD6,2,0.576
2012,NUTS,2010,UKD6,2,0.617
2014,NUTS,2010,UKD6,2,1.861
2015,NUTS,2010,UKD6,2,3.169
2016,NUTS,2010,UKD6,2,1.952
2017,NUTS,2010,UKD6,2,4.563
2018,NUTS,2010,UKD6,2,1.922
2011,NUTS,2010,UKD7,2,242.194
2012,NUTS,2010,UKD7,2,262.301
2014,NUTS,2010,UKD7,2,264.607
2015,NUTS,2010,UKD7,2,308.349
2016,NUTS,2010,UKD7,2,312.02
2017,NUTS,2010,UKD7,2,302.84
2018,NUTS,2010,UKD7,2,154.855
2011,NUTS,2010,UKE,1,578.177
2012,NUTS,2010,UKE,1,626.218
2013,NUTS,2010,UKE,1,614.742
2014,NUTS,2010,UKE,1,653.889
2015,NUTS,2010,UKE,1,698.54
2016,NUTS,2010,UKE,1,647.712
2017,NUTS,2010,UKE,1,660.659
2018,NUTS,2010,UKE,1,674.805
2011,NUTS,2010,UKE1,2,17.859
2012,NUTS,2010,UKE1,2,19.361
2014,NUTS,2010,UKE1,2,18.98
2015,NUTS,2010,UKE1,2,20.116
2016,NUTS,2010,UKE1,2,18.304
2017,NUTS,2010,UKE1,2,17.338
2018,NUTS,2010,UKE1,2,19.442
2011,NUTS,2010,UKE2,2,69.132
2012,NUTS,2010,UKE2,2,74.855
2013,NUTS,2010,UKE2,2,79.477
2014,NUTS,2010,UKE2,2,84.233
2015,NUTS,2010,UKE2,2,94.792
2016,NUTS,2010,UKE2,2,87.492
2017,NUTS,2010,UKE2,2,98.209
2018,NUTS,2010,UKE2,2,100.147
2011,NUTS,2010,UKE3,2,194.493
2012,NUTS,2010,UKE3,2,210.63
2013,NUTS,2010,UKE3,2,205.228
2014,NUTS,2010,UKE3,2,225.53
2015,NUTS,2010,UKE3,2,251.309
2016,NUTS,2010,UKE3,2,249.054
2017,NUTS,2010,UKE3,2,280.027
2018,NUTS,2010,UKE3,2,266.531
2011,NUTS,2010,UKE4,2,296.693
2012,NUTS,2010,UKE4,2,321.371
2014,NUTS,2010,UKE4,2,325.146
2015,NUTS,2010,UKE4,2,332.323
2016,NUTS,2010,UKE4,2,292.862
2017,NUTS,2010,UKE4,2,265.085
2018,NUTS,2010,UKE4,2,288.685
2011,NUTS,2010,UKF,1,357.76
2012,NUTS,2010,UKF,1,387.471
2013,NUTS,2010,UKF,1,361.003
2014,NUTS,2010,UKF,1,389.034
2015,NUTS,2010,UKF,1,446.266
2016,NUTS,2010,UKF,1,420.134
2017,NUTS,2010,UKF,1,388.845
2018,NUTS,2010,UKF,1,393.693
2011,NUTS,2010,UKF1,2,183.431
2012,NUTS,2010,UKF1,2,198.668
2014,NUTS,2010,UKF1,2,202.332
2015,NUTS,2010,UKF1,2,248.553
2016,NUTS,2010,UKF1,2,231.361
2017,NUTS,2010,UKF1,2,215.011
2018,NUTS,2010,UKF1,2,217.475
2011,NUTS,2010,UKF2,2,168.337
2012,NUTS,2010,UKF2,2,182.267
2013,NUTS,2010,UKF2,2,166.372
2014,NUTS,2010,UKF2,2,175.04
2015,NUTS,2010,UKF2,2,183.659
2016,NUTS,2010,UKF2,2,172.056
2017,NUTS,2010,UKF2,2,157.066
2018,NUTS,2010,UKF2,2,159.037
2011,NUTS,2010,UKF3,2,5.992
2012,NUTS,2010,UKF3,2,6.536
2014,NUTS,2010,UKF3,2,11.661
2015,NUTS,2010,UKF3,2,14.054
2016,NUTS,2010,UKF3,2,16.718
2017,NUTS,2010,UKF3,2,16.882
2018,NUTS,2010,UKF3,2,17.294
2011,NUTS,2010,UKG,1,404.079
2012,NUTS,2010,UKG,1,437.539
2013,NUTS,2010,UKG,1,435.771
2014,NUTS,2010,UKG,1,487.285
2017,NUTS,2010,UKG,1,474.165
2018,NUTS,2010,UKG,1,514.638
2011,NUTS,2010,UKG1,2,0.461
2012,NUTS,2010,UKG1,2,0.493
2014,NUTS,2010,UKG1,2,3.474
2018,NUTS,2010,UKG1,2,2.6
2011,NUTS,2010,UKG2,2,32.147
2012,NUTS,2010,UKG2,2,34.776
2014,NUTS,2010,UKG2,2,40.938
2018,NUTS,2010,UKG2,2,32.553
2011,NUTS,2010,UKG3,2,371.471
2012,NUTS,2010,UKG3,2,402.269
2014,NUTS,2010,UKG3,2,442.873
2018,NUTS,2010,UKG3,2,479.372
2011,NUTS,2010,UKH,1,757.921
2012,NUTS,2010,UKH,1,820.816
2013,NUTS,2010,UKH,1,871.07
2014,NUTS,2010,UKH,1,957.822
2017,NUTS,2010,UKH,1,934.641
2018,NUTS,2010,UKH,1,1047.248
2011,NUTS,2010,UKH1,2,599.724
2012,NUTS,2010,UKH1,2,649.525
2013,NUTS,2010,UKH1,2,724.479
2014,NUTS,2010,UKH1,2,799.281
2018,NUTS,2010,UKH1,2,910.591
2011,NUTS,2010,UKH2,2,106.233
2012,NUTS,2010,UKH2,2,115.057
2014,NUTS,2010,UKH2,2,106.314
2018,NUTS,2010,UKH2,2,81.61
2011,NUTS,2010,UKH3,2,51.965
2012,NUTS,2010,UKH3,2,56.234
2014,NUTS,2010,UKH3,2,52.227
2018,NUTS,2010,UKH3,2,55.047
2011,NUTS,2010,UKI,1,2122.595
2012,NUTS,2010,UKI,1,2298.927
2013,NUTS,2010,UKI,1,2310.256
2014,NUTS,2010,UKI,1,2521.027
2015,NUTS,2010,UKI,1,2824.47
2016,NUTS,2010,UKI,1,2371.446
2017,NUTS,2010,UKI,1,2260.294
2018,NUTS,2010,UKI,1,2325.76
2011,NUTS,2010,UKI3,2,1875.792
2012,NUTS,2010,UKI3,2,2031.693
2013,NUTS,2010,UKI3,2,2037.443
2014,NUTS,2010,UKI3,2,2224.91
2015,NUTS,2010,UKI3,2,2487.049
2016,NUTS,2010,UKI3,2,2088.103
2017,NUTS,2010,UKI3,2,1975.02
2018,NUTS,2010,UKI3,2,2045.665
2011,NUTS,2010,UKI4,2,178.362
2012,NUTS,2010,UKI4,2,193.119
2013,NUTS,2010,UKI4,2,193.689
2014,NUTS,2010,UKI4,2,211.512
2015,NUTS,2010,UKI4,2,243.593
2016,NUTS,2010,UKI4,2,205.369
2017,NUTS,2010,UKI4,2,211.019
2018,NUTS,2010,UKI4,2,208.432
2011,NUTS,2010,UKI5,2,25.233
2012,NUTS,2010,UKI5,2,27.254
2013,NUTS,2010,UKI5,2,29.083
2014,NUTS,2010,UKI5,2,31.138
2015,NUTS,2010,UKI5,2,38.027
2016,NUTS,2010,UKI5,2,27.578
2017,NUTS,2010,UKI5,2,25.893
2018,NUTS,2010,UKI5,2,26.45
2011,NUTS,2010,UKI6,2,5.07
2012,NUTS,2010,UKI6,2,5.549
2013,NUTS,2010,UKI6,2,6.005
2014,NUTS,2010,UKI6,2,6.327
2015,NUTS,2010,UKI6,2,9.507
2016,NUTS,2010,UKI6,2,7.932
2017,NUTS,2010,UKI6,2,7.642
2018,NUTS,2010,UKI6,2,7.008
2011,NUTS,2010,UKI7,2,38.138
2012,NUTS,2010,UKI7,2,41.312
2013,NUTS,2010,UKI7,2,44.036
2014,NUTS,2010,UKI7,2,47.141
2015,NUTS,2010,UKI7,2,46.294
2016,NUTS,2010,UKI7,2,42.465
2017,NUTS,2010,UKI7,2,40.721
2018,NUTS,2010,UKI7,2,38.318
2011,NUTS,2010,UKJ,1,1158.774
2012,NUTS,2010,UKJ,1,1255.025
2013,NUTS,2010,UKJ,1,1299.894
2014,NUTS,2010,UKJ,1,1450.316
2015,NUTS,2010,UKJ,1,1599.339
2016,NUTS,2010,UKJ,1,1548.383
2017,NUTS,2010,UKJ,1,1339.113
2018,NUTS,2010,UKJ,1,1426.924
2011,NUTS,2010,UKJ1,2,851.135
2012,NUTS,2010,UKJ1,2,921.815
2013,NUTS,2010,UKJ1,2,961.969
2014,NUTS,2010,UKJ1,2,1069.47
2015,NUTS,2010,UKJ1,2,1178.424
2016,NUTS,2010,UKJ1,2,1140.818
2017,NUTS,2010,UKJ1,2,994.753
2018,NUTS,2010,UKJ1,2,1062.733
2011,NUTS,2010,UKJ2,2,128.125
2012,NUTS,2010,UKJ2,2,138.735
2013,NUTS,2010,UKJ2,2,132.344
2014,NUTS,2010,UKJ2,2,162.883
2015,NUTS,2010,UKJ2,2,180.353
2016,NUTS,2010,UKJ2,2,179.744
2017,NUTS,2010,UKJ2,2,147.257
2018,NUTS,2010,UKJ2,2,153.159
2011,NUTS,2010,UKJ3,2,160.272
2012,NUTS,2010,UKJ3,2,173.634
2014,NUTS,2010,UKJ3,2,193.524
2015,NUTS,2010,UKJ3,2,208.184
2016,NUTS,2010,UKJ3,2,196.217
2017,NUTS,2010,UKJ3,2,168.245
2018,NUTS,2010,UKJ3,2,179.722
2011,NUTS,2010,UKJ4,2,19.242
2012,NUTS,2010,UKJ4,2,20.841
2014,NUTS,2010,UKJ4,2,24.439
2015,NUTS,2010,UKJ4,2,32.378
2016,NUTS,2010,UKJ4,2,31.605
2017,NUTS,2010,UKJ4,2,28.858
2018,NUTS,2010,UKJ4,2,31.197
2011,NUTS,2010,UKK,1,363.982
2012,NUTS,2010,UKK,1,394.253
2013,NUTS,2010,UKK,1,406.57
2014,NUTS,2010,UKK,1,445.354
2015,NUTS,2010,UKK,1,510.885
2016,NUTS,2010,UKK,1,498.841
2017,NUTS,2010,UKK,1,483.062
2018,NUTS,2010,UKK,1,510.682
2011,NUTS,2010,UKK1,2,251.872
2012,NUTS,2010,UKK1,2,272.783
2014,NUTS,2010,UKK1,2,304.925
2015,NUTS,2010,UKK1,2,356.297
2016,NUTS,2010,UKK1,2,341.794
2017,NUTS,2010,UKK1,2,332.611
2018,NUTS,2010,UKK1,2,345.654
2011,NUTS,2010,UKK2,2,7.489
2012,NUTS,2010,UKK2,2,8.139
2014,NUTS,2010,UKK2,2,8.56
2015,NUTS,2010,UKK2,2,10.058
2016,NUTS,2010,UKK2,2,9.518
2017,NUTS,2010,UKK2,2,10.95
2018,NUTS,2010,UKK2,2,11.077
2011,NUTS,2010,UKK3,2,0.461
2012,NUTS,2010,UKK3,2,0.493
2013,NUTS,2010,UKK3,2,1.177
2014,NUTS,2010,UKK3,2,1.489
2015,NUTS,2010,UKK3,2,1.653
2016,NUTS,2010,UKK3,2,1.708
2017,NUTS,2010,UKK3,2,1.939
2018,NUTS,2010,UKK3,2,2.261
2011,NUTS,2010,UKK4,2,104.16
2012,NUTS,2010,UKK4,2,112.838
2013,NUTS,2010,UKK4,2,117.862
2014,NUTS,2010,UKK4,2,130.381
2015,NUTS,2010,UKK4,2,142.877
2016,NUTS,2010,UKK4,2,145.821
2017,NUTS,2010,UKK4,2,137.561
2018,NUTS,2010,UKK4,2,151.803
2011,NUTS,2010,UKL,1,303.952
2012,NUTS,2010,UKL,1,329.264
2013,NUTS,2010,UKL,1,329.566
2014,NUTS,2010,UKL,1,341.645
2017,NUTS,2010,UKL,1,306.604
2011,NUTS,2010,UKL1,2,143.911
2012,NUTS,2010,UKL1,2,155.876
2014,NUTS,2010,UKL1,2,162.635
2011,NUTS,2010,UKL2,2,160.042
2012,NUTS,2010,UKL2,2,173.388
2014,NUTS,2010,UKL2,2,179.01
2011,NUTS,2010,UKM,1,1111.764
2012,NUTS,2010,UKM,1,1204.218
2013,NUTS,2010,UKM,1,1250.088
2014,NUTS,2010,UKM,1,1330.604
2015,NUTS,2010,UKM,1,1525.351
2016,NUTS,2010,UKM,1,1294.57
2017,NUTS,2010,UKM,1,1222.425
2018,NUTS,2010,UKM,1,1273.2
2011,NUTS,2010,UKM2,2,110.151
2012,NUTS,2010,UKM2,2,119.25
2013,NUTS,2010,UKM2,2,724.126
2014,NUTS,2010,UKM2,2,756.482
2015,NUTS,2010,UKM2,2,871.728
2016,NUTS,2010,UKM2,2,730.079
2011,NUTS,2010,UKM3,2,613.55
2012,NUTS,2010,UKM3,2,664.57
2014,NUTS,2010,UKM3,2,429.227
2015,NUTS,2010,UKM3,2,496.142
2016,NUTS,2010,UKM3,2,439.536
2011,NUTS,2010,UKM5,2,346.699
2012,NUTS,2010,UKM5,2,375.509
2013,NUTS,2010,UKM5,2,122.101
2014,NUTS,2010,UKM5,2,113.51
2015,NUTS,2010,UKM5,2,123.45
2016,NUTS,2010,UKM5,2,95.546
2017,NUTS,2010,UKM5,2,82.925
2018,NUTS,2010,UKM5,2,82.288
2011,NUTS,2010,UKM6,2,41.479
2012,NUTS,2010,UKM6,2,44.888
2014,NUTS,2010,UKM6,2,31.386
2015,NUTS,2010,UKM6,2,34.031
2016,NUTS,2010,UKM6,2,29.408
2017,NUTS,2010,UKM6,2,33.193
2018,NUTS,2010,UKM6,2,31.084
2014,NUTS,2010,UKM7,2,756.482
2015,NUTS,2010,UKM7,2,871.728
2016,NUTS,2010,UKM7,2,730.079
2017,NUTS,2010,UKM7,2,692.483
2018,NUTS,2010,UKM7,2,707.132
2014,NUTS,2010,UKM8,2,429.227
2015,NUTS,2010,UKM8,2,496.142
2016,NUTS,2010,UKM8,2,439.536
2017,NUTS,2010,UKM8,2,413.825
2018,NUTS,2010,UKM8,2,452.809
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,150.133
2012,NUTS,2010,UKN,1,162.659
2014,NUTS,2010,UKN,1,164.372
2017,NUTS,2010,UKN,1,189.803
2011,NUTS,2010,UKN0,2,150.133
2012,NUTS,2010,UKN0,2,162.659
2014,NUTS,2010,UKN0,2,164.372
2017,NUTS,2010,UKN0,2,189.803
2011,NUTS,2010,US,0,44852.73
2012,NUTS,2010,US,0,47397.26
2013,NUTS,2010,US,0,46342.896
2014,NUTS,2010,US,0,46934.136
2015,NUTS,2010,US,0,58243.353
2016,NUTS,2010,US,0,61228.657
2017,NUTS,2010,US,0,62944.145
2018,NUTS,2010,US,0,63418.29
2019,NUTS,2010,US,0,70314.426
