year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_mio_nac
2009,NUTS,2010,PL62,2,40.9
2010,NUTS,2010,PL62,2,38.7
2011,NUTS,2010,PL62,2,
2012,NUTS,2010,PL62,2,52.438
2013,NUTS,2010,PL62,2,
2014,NUTS,2010,PL62,2,48.3
2015,NUTS,2010,PL62,2,
2016,NUTS,2010,PL62,2,
2017,NUTS,2010,PL62,2,
2018,NUTS,2010,PL62,2,2.692
2019,NUTS,2010,PL62,2,
2000,NUTS,2010,PL63,2,44.1
2001,NUTS,2010,PL63,2,40.5
2002,NUTS,2010,PL63,2,42.7
2003,NUTS,2010,PL63,2,59.8
2004,NUTS,2010,PL63,2,76.5
2005,NUTS,2010,PL63,2,49.8
2006,NUTS,2010,PL63,2,76.42
2007,NUTS,2010,PL63,2,71.313
2008,NUTS,2010,PL63,2,86.7
2009,NUTS,2010,PL63,2,83.9
2010,NUTS,2010,PL63,2,
2011,NUTS,2010,PL63,2,93.8
2012,NUTS,2010,PL63,2,
2013,NUTS,2010,PL63,2,149.5
2014,NUTS,2010,PL63,2,
2015,NUTS,2010,PL63,2,
2016,NUTS,2010,PL63,2,
2017,NUTS,2010,PL63,2,10.3
2018,NUTS,2010,PL63,2,10.135
2019,NUTS,2010,PL63,2,7.403
2016,NUTS,2010,PL7,1,46.1
2017,NUTS,2010,PL7,1,
2018,NUTS,2010,PL7,1,
2019,NUTS,2010,PL7,1,
2016,NUTS,2010,PL71,2,
2017,NUTS,2010,PL71,2,55.9
2018,NUTS,2010,PL71,2,53.882
2019,NUTS,2010,PL71,2,54.231
2016,NUTS,2010,PL72,2,
2017,NUTS,2010,PL72,2,
2018,NUTS,2010,PL72,2,
2019,NUTS,2010,PL72,2,
2016,NUTS,2010,PL8,1,20.8
2017,NUTS,2010,PL8,1,21.1
2018,NUTS,2010,PL8,1,16.206
2019,NUTS,2010,PL8,1,14.991
2016,NUTS,2010,PL81,2,10.1
2017,NUTS,2010,PL81,2,7.3
2018,NUTS,2010,PL81,2,4.122
2019,NUTS,2010,PL81,2,
2016,NUTS,2010,PL82,2,
2017,NUTS,2010,PL82,2,
2018,NUTS,2010,PL82,2,
2019,NUTS,2010,PL82,2,
2016,NUTS,2010,PL84,2,
2017,NUTS,2010,PL84,2,
2018,NUTS,2010,PL84,2,
2019,NUTS,2010,PL84,2,
2016,NUTS,2010,PL9,1,226.4
2017,NUTS,2010,PL9,1,
2018,NUTS,2010,PL9,1,247.466
2019,NUTS,2010,PL9,1,182.564
2016,NUTS,2010,PL91,2,
2017,NUTS,2010,PL91,2,229.3
2018,NUTS,2010,PL91,2,
2019,NUTS,2010,PL91,2,
2016,NUTS,2010,PL92,2,
2017,NUTS,2010,PL92,2,
2018,NUTS,2010,PL92,2,
2019,NUTS,2010,PL92,2,
2009,NUTS,2010,PLZ,1,0.0
2009,NUTS,2010,PLZZ,2,0.0
1982,NUTS,2010,PT,0,14.23
1983,NUTS,2010,PT,0,18.75
1984,NUTS,2010,PT,0,23.28
1985,NUTS,2010,PT,0,29.47
1986,NUTS,2010,PT,0,35.67
1987,NUTS,2010,PT,0,42.51
1988,NUTS,2010,PT,0,49.36
1989,NUTS,2010,PT,0,57.7
1990,NUTS,2010,PT,0,66.04
1991,NUTS,2010,PT,0,77.39
1992,NUTS,2010,PT,0,88.73
1993,NUTS,2010,PT,0,99.29
1994,NUTS,2010,PT,0,111.1
1995,NUTS,2010,PT,0,124.31
1996,NUTS,2010,PT,0,132.01
1997,NUTS,2010,PT,0,139.7
1998,NUTS,2010,PT,0,183.69
1999,NUTS,2010,PT,0,227.67
2000,NUTS,2010,PT,0,221.6
2001,NUTS,2010,PT,0,215.519
2002,NUTS,2010,PT,0,193.782
2003,NUTS,2010,PT,0,172.045
2004,NUTS,2010,PT,0,173.799
2005,NUTS,2010,PT,0,175.552
2006,NUTS,2010,PT,0,180.014
2007,NUTS,2010,PT,0,184.475
2008,NUTS,2010,PT,0,188.316
2009,NUTS,2010,PT,0,202.537
2010,NUTS,2010,PT,0,196.288
2011,NUTS,2010,PT,0,189.33
2012,NUTS,2010,PT,0,124.224
2013,NUTS,2010,PT,0,147.15
2014,NUTS,2010,PT,0,139.833
2015,NUTS,2010,PT,0,144.876
2016,NUTS,2010,PT,0,125.527
2017,NUTS,2010,PT,0,141.743
2018,NUTS,2010,PT,0,147.038
2019,NUTS,2010,PT,0,153.569
2020,NUTS,2010,PT,0,160.139
1990,NUTS,2010,PT1,1,64.31
1992,NUTS,2010,PT1,1,86.43
1995,NUTS,2010,PT1,1,116.51
1997,NUTS,2010,PT1,1,130.26
1999,NUTS,2010,PT1,1,182.64
2000,NUTS,2010,PT1,1,194.96
2001,NUTS,2010,PT1,1,207.283
2002,NUTS,2010,PT1,1,186.484
2003,NUTS,2010,PT1,1,165.686
2004,NUTS,2010,PT1,1,165.968
2005,NUTS,2010,PT1,1,166.25
2006,NUTS,2010,PT1,1,171.315
2007,NUTS,2010,PT1,1,176.381
2008,NUTS,2010,PT1,1,181.142
2009,NUTS,2010,PT1,1,192.444
2010,NUTS,2010,PT1,1,186.612
2011,NUTS,2010,PT1,1,182.32
2012,NUTS,2010,PT1,1,116.114
2013,NUTS,2010,PT1,1,141.281
2014,NUTS,2010,PT1,1,133.286
2015,NUTS,2010,PT1,1,138.194
2016,NUTS,2010,PT1,1,119.985
2017,NUTS,2010,PT1,1,135.942
2018,NUTS,2010,PT1,1,141.317
2019,NUTS,2010,PT1,1,146.465
2020,NUTS,2010,PT1,1,152.535
1990,NUTS,2010,PT11,2,1.9
1992,NUTS,2010,PT11,2,2.4
1995,NUTS,2010,PT11,2,8.92
1997,NUTS,2010,PT11,2,9.43
1999,NUTS,2010,PT11,2,12.2
2000,NUTS,2010,PT11,2,8.795
2001,NUTS,2010,PT11,2,8.351
2002,NUTS,2010,PT11,2,9.783
2003,NUTS,2010,PT11,2,11.215
2004,NUTS,2010,PT11,2,12.637
2005,NUTS,2010,PT11,2,14.06
2006,NUTS,2010,PT11,2,13.718
2007,NUTS,2010,PT11,2,13.376
2008,NUTS,2010,PT11,2,13.748
2009,NUTS,2010,PT11,2,43.57
2010,NUTS,2010,PT11,2,49.942
2011,NUTS,2010,PT11,2,44.237
2012,NUTS,2010,PT11,2,24.351
2013,NUTS,2010,PT11,2,25.255
2014,NUTS,2010,PT11,2,23.747
2015,NUTS,2010,PT11,2,39.549
2016,NUTS,2010,PT11,2,38.593
2017,NUTS,2010,PT11,2,45.105
2018,NUTS,2010,PT11,2,51.324
2019,NUTS,2010,PT11,2,55.189
2020,NUTS,2010,PT11,2,51.329
1990,NUTS,2010,PT15,2,0.1
1992,NUTS,2010,PT15,2,0.41
1995,NUTS,2010,PT15,2,0.93
1997,NUTS,2010,PT15,2,1.45
1999,NUTS,2010,PT15,2,1.9
2000,NUTS,2010,PT15,2,1.605
2001,NUTS,2010,PT15,2,1.24
2002,NUTS,2010,PT15,2,1.256
2003,NUTS,2010,PT15,2,1.271
2004,NUTS,2010,PT15,2,1.25
2005,NUTS,2010,PT15,2,1.229
2006,NUTS,2010,PT15,2,0.966
2007,NUTS,2010,PT15,2,0.703
2008,NUTS,2010,PT15,2,0.781
2009,NUTS,2010,PT15,2,1.226
2010,NUTS,2010,PT15,2,0.991
2011,NUTS,2010,PT15,2,0.971
2012,NUTS,2010,PT15,2,3.818
2013,NUTS,2010,PT15,2,2.647
2014,NUTS,2010,PT15,2,2.333
2015,NUTS,2010,PT15,2,0.729
2016,NUTS,2010,PT15,2,0.659
2017,NUTS,2010,PT15,2,0.951
2018,NUTS,2010,PT15,2,1.251
2019,NUTS,2010,PT15,2,1.373
2020,NUTS,2010,PT15,2,1.485
2000,NUTS,2010,PT16,2,8.884
2001,NUTS,2010,PT16,2,7.828
2002,NUTS,2010,PT16,2,8.541
2003,NUTS,2010,PT16,2,9.255
2004,NUTS,2010,PT16,2,9.267
2005,NUTS,2010,PT16,2,9.28
2006,NUTS,2010,PT16,2,12.134
2007,NUTS,2010,PT16,2,14.988
2008,NUTS,2010,PT16,2,14.594
2009,NUTS,2010,PT16,2,14.956
2010,NUTS,2010,PT16,2,14.126
2011,NUTS,2010,PT16,2,15.849
2012,NUTS,2010,PT16,2,8.139
2013,NUTS,2010,PT16,2,7.403
2014,NUTS,2010,PT16,2,8.413
2015,NUTS,2010,PT16,2,10.355
2016,NUTS,2010,PT16,2,8.064
2017,NUTS,2010,PT16,2,10.151
2018,NUTS,2010,PT16,2,9.368
2019,NUTS,2010,PT16,2,10.454
2020,NUTS,2010,PT16,2,10.409
2000,NUTS,2010,PT17,2,164.016
2001,NUTS,2010,PT17,2,178.766
2002,NUTS,2010,PT17,2,157.327
2003,NUTS,2010,PT17,2,135.889
2004,NUTS,2010,PT17,2,135.778
2005,NUTS,2010,PT17,2,135.667
2006,NUTS,2010,PT17,2,138.075
2007,NUTS,2010,PT17,2,140.484
2008,NUTS,2010,PT17,2,144.695
2009,NUTS,2010,PT17,2,131.107
2010,NUTS,2010,PT17,2,120.076
2011,NUTS,2010,PT17,2,120.436
2012,NUTS,2010,PT17,2,78.723
2013,NUTS,2010,PT17,2,104.77
2014,NUTS,2010,PT17,2,98.082
2015,NUTS,2010,PT17,2,86.963
2016,NUTS,2010,PT17,2,72.204
2017,NUTS,2010,PT17,2,79.615
2018,NUTS,2010,PT17,2,78.886
2019,NUTS,2010,PT17,2,79.415
2020,NUTS,2010,PT17,2,89.273
2000,NUTS,2010,PT18,2,11.66
2001,NUTS,2010,PT18,2,11.099
2002,NUTS,2010,PT18,2,9.577
2003,NUTS,2010,PT18,2,8.056
2004,NUTS,2010,PT18,2,7.035
2005,NUTS,2010,PT18,2,6.013
2006,NUTS,2010,PT18,2,6.422
2007,NUTS,2010,PT18,2,6.83
2008,NUTS,2010,PT18,2,7.324
2009,NUTS,2010,PT18,2,1.585
2010,NUTS,2010,PT18,2,1.478
2011,NUTS,2010,PT18,2,0.828
2012,NUTS,2010,PT18,2,1.083
2013,NUTS,2010,PT18,2,1.205
2014,NUTS,2010,PT18,2,0.711
2015,NUTS,2010,PT18,2,0.599
2016,NUTS,2010,PT18,2,0.464
2017,NUTS,2010,PT18,2,0.12
2018,NUTS,2010,PT18,2,0.487
2019,NUTS,2010,PT18,2,0.035
2020,NUTS,2010,PT18,2,0.039
1990,NUTS,2010,PT2,1,1.36
1992,NUTS,2010,PT2,1,1.52
1995,NUTS,2010,PT2,1,1.7
1997,NUTS,2010,PT2,1,3.26
1999,NUTS,2010,PT2,1,39.03
2000,NUTS,2010,PT2,1,5.522
2001,NUTS,2010,PT2,1,5.038
2002,NUTS,2010,PT2,1,3.639
2003,NUTS,2010,PT2,1,2.239
2004,NUTS,2010,PT2,1,2.338
2005,NUTS,2010,PT2,1,2.436
2006,NUTS,2010,PT2,1,2.765
2007,NUTS,2010,PT2,1,3.094
2008,NUTS,2010,PT2,1,1.788
2009,NUTS,2010,PT2,1,2.3
2010,NUTS,2010,PT2,1,1.542
2011,NUTS,2010,PT2,1,2.293
2012,NUTS,2010,PT2,1,5.213
2013,NUTS,2010,PT2,1,2.278
2014,NUTS,2010,PT2,1,2.968
2015,NUTS,2010,PT2,1,3.108
2016,NUTS,2010,PT2,1,2.517
2017,NUTS,2010,PT2,1,1.442
2018,NUTS,2010,PT2,1,1.191
2019,NUTS,2010,PT2,1,1.638
2020,NUTS,2010,PT2,1,2.079
1990,NUTS,2010,PT20,2,1.36
1992,NUTS,2010,PT20,2,1.52
1995,NUTS,2010,PT20,2,1.7
1997,NUTS,2010,PT20,2,3.26
1999,NUTS,2010,PT20,2,39.03
2000,NUTS,2010,PT20,2,5.522
2001,NUTS,2010,PT20,2,5.038
2002,NUTS,2010,PT20,2,3.639
2003,NUTS,2010,PT20,2,2.239
2004,NUTS,2010,PT20,2,2.338
2005,NUTS,2010,PT20,2,2.436
2006,NUTS,2010,PT20,2,2.765
2007,NUTS,2010,PT20,2,3.094
2008,NUTS,2010,PT20,2,1.788
2009,NUTS,2010,PT20,2,2.3
2010,NUTS,2010,PT20,2,1.542
2011,NUTS,2010,PT20,2,2.293
2012,NUTS,2010,PT20,2,5.213
2013,NUTS,2010,PT20,2,2.278
2014,NUTS,2010,PT20,2,2.968
2015,NUTS,2010,PT20,2,3.108
2016,NUTS,2010,PT20,2,2.517
2017,NUTS,2010,PT20,2,1.442
2018,NUTS,2010,PT20,2,1.191
2019,NUTS,2010,PT20,2,1.638
2020,NUTS,2010,PT20,2,2.079
1990,NUTS,2010,PT3,1,0.37
1992,NUTS,2010,PT3,1,0.78
1995,NUTS,2010,PT3,1,6.1
1997,NUTS,2010,PT3,1,6.18
1999,NUTS,2010,PT3,1,6.01
2000,NUTS,2010,PT3,1,21.114
2001,NUTS,2010,PT3,1,3.198
2002,NUTS,2010,PT3,1,3.659
2003,NUTS,2010,PT3,1,4.12
2004,NUTS,2010,PT3,1,5.494
2005,NUTS,2010,PT3,1,6.867
2006,NUTS,2010,PT3,1,5.933
2007,NUTS,2010,PT3,1,4.999
2008,NUTS,2010,PT3,1,5.386
2009,NUTS,2010,PT3,1,7.793
2010,NUTS,2010,PT3,1,8.133
2011,NUTS,2010,PT3,1,4.717
2012,NUTS,2010,PT3,1,2.897
2013,NUTS,2010,PT3,1,3.592
2014,NUTS,2010,PT3,1,3.579
2015,NUTS,2010,PT3,1,3.574
2016,NUTS,2010,PT3,1,3.025
2017,NUTS,2010,PT3,1,4.36
2018,NUTS,2010,PT3,1,4.53
2019,NUTS,2010,PT3,1,5.466
2020,NUTS,2010,PT3,1,5.525
1990,NUTS,2010,PT30,2,0.37
1992,NUTS,2010,PT30,2,0.78
1995,NUTS,2010,PT30,2,6.1
1997,NUTS,2010,PT30,2,6.18
1999,NUTS,2010,PT30,2,6.01
2000,NUTS,2010,PT30,2,21.114
2001,NUTS,2010,PT30,2,3.198
2002,NUTS,2010,PT30,2,3.659
2003,NUTS,2010,PT30,2,4.12
2004,NUTS,2010,PT30,2,5.494
2005,NUTS,2010,PT30,2,6.867
2006,NUTS,2010,PT30,2,5.933
2007,NUTS,2010,PT30,2,4.999
2008,NUTS,2010,PT30,2,5.386
2009,NUTS,2010,PT30,2,7.793
2010,NUTS,2010,PT30,2,8.133
2011,NUTS,2010,PT30,2,4.717
2012,NUTS,2010,PT30,2,2.897
2013,NUTS,2010,PT30,2,3.592
2014,NUTS,2010,PT30,2,3.579
2015,NUTS,2010,PT30,2,3.574
2016,NUTS,2010,PT30,2,3.025
2017,NUTS,2010,PT30,2,4.36
2018,NUTS,2010,PT30,2,4.53
2019,NUTS,2010,PT30,2,5.466
2020,NUTS,2010,PT30,2,5.525
1990,NUTS,2010,PTZZ,2,62.31
1992,NUTS,2010,PTZZ,2,83.61
1995,NUTS,2010,PTZZ,2,106.67
1997,NUTS,2010,PTZZ,2,119.37
1999,NUTS,2010,PTZZ,2,168.45
1993,NUTS,2010,RO,0,3.229
1994,NUTS,2010,RO,0,5.422
1995,NUTS,2010,RO,0,11.485
1996,NUTS,2010,RO,0,17.79
1997,NUTS,2010,RO,0,23.104
1998,NUTS,2010,RO,0,34.298
1999,NUTS,2010,RO,0,40.76
2000,NUTS,2010,RO,0,55.736
2001,NUTS,2010,RO,0,124.343
2002,NUTS,2010,RO,0,138.837
2003,NUTS,2010,RO,0,244.666
2004,NUTS,2010,RO,0,325.369
2005,NUTS,2010,RO,0,404.46
2006,NUTS,2010,RO,0,506.479
2007,NUTS,2010,RO,0,739.165
2008,NUTS,2010,RO,0,1220.8
2009,NUTS,2010,RO,0,822.725
2010,NUTS,2010,RO,0,887.391
2011,NUTS,2010,RO,0,1134.566
2012,NUTS,2010,RO,0,1175.263
2013,NUTS,2010,RO,0,1213.368
2014,NUTS,2010,RO,0,1097.795
2015,NUTS,2010,RO,0,1330.167
2016,NUTS,2010,RO,0,1222.47
2017,NUTS,2010,RO,0,1396.849
2018,NUTS,2010,RO,0,1460.822
2019,NUTS,2010,RO,0,1610.151
2020,NUTS,2010,RO,0,1585.361
2001,NUTS,2010,RO1,1,3.052
2002,NUTS,2010,RO1,1,3.393
2003,NUTS,2010,RO1,1,6.235
2004,NUTS,2010,RO1,1,5.907
2005,NUTS,2010,RO1,1,8.533
2006,NUTS,2010,RO1,1,24.394
2007,NUTS,2010,RO1,1,44.42
2008,NUTS,2010,RO1,1,70.039
2009,NUTS,2010,RO1,1,35.98
2010,NUTS,2010,RO1,1,33.716
2011,NUTS,2010,RO1,1,54.801
2012,NUTS,2010,RO1,1,75.553
2013,NUTS,2010,RO1,1,58.342
2014,NUTS,2010,RO1,1,68.609
2015,NUTS,2010,RO1,1,116.085
2016,NUTS,2010,RO1,1,67.071
2017,NUTS,2010,RO1,1,72.175
2018,NUTS,2010,RO1,1,78.63
2019,NUTS,2010,RO1,1,77.813
2001,NUTS,2010,RO11,2,2.687
2002,NUTS,2010,RO11,2,2.766
2003,NUTS,2010,RO11,2,5.467
2004,NUTS,2010,RO11,2,4.895
2005,NUTS,2010,RO11,2,7.96
2006,NUTS,2010,RO11,2,23.715
2007,NUTS,2010,RO11,2,39.848
2008,NUTS,2010,RO11,2,64.503
2009,NUTS,2010,RO11,2,31.802
2010,NUTS,2010,RO11,2,27.643
2011,NUTS,2010,RO11,2,41.299
2012,NUTS,2010,RO11,2,65.742
2013,NUTS,2010,RO11,2,49.261
2014,NUTS,2010,RO11,2,44.24
2015,NUTS,2010,RO11,2,79.263
2016,NUTS,2010,RO11,2,54.757
2017,NUTS,2010,RO11,2,60.302
2018,NUTS,2010,RO11,2,64.001
2019,NUTS,2010,RO11,2,61.242
2001,NUTS,2010,RO12,2,0.365
2002,NUTS,2010,RO12,2,0.627
2003,NUTS,2010,RO12,2,0.768
2004,NUTS,2010,RO12,2,1.012
2005,NUTS,2010,RO12,2,0.572
2006,NUTS,2010,RO12,2,0.679
2007,NUTS,2010,RO12,2,4.571
2008,NUTS,2010,RO12,2,5.536
2009,NUTS,2010,RO12,2,4.179
2010,NUTS,2010,RO12,2,6.072
2011,NUTS,2010,RO12,2,13.502
2012,NUTS,2010,RO12,2,9.811
2013,NUTS,2010,RO12,2,9.081
2014,NUTS,2010,RO12,2,24.368
2015,NUTS,2010,RO12,2,36.823
2016,NUTS,2010,RO12,2,12.314
2017,NUTS,2010,RO12,2,11.874
2018,NUTS,2010,RO12,2,14.629
2019,NUTS,2010,RO12,2,16.571
2001,NUTS,2010,RO2,1,9.199
2002,NUTS,2010,RO2,1,12.709
2003,NUTS,2010,RO2,1,17.01
2004,NUTS,2010,RO2,1,22.015
2005,NUTS,2010,RO2,1,30.869
2006,NUTS,2010,RO2,1,46.744
2007,NUTS,2010,RO2,1,61.331
2008,NUTS,2010,RO2,1,79.503
2009,NUTS,2010,RO2,1,54.778
2010,NUTS,2010,RO2,1,74.911
2011,NUTS,2010,RO2,1,115.126
2012,NUTS,2010,RO2,1,130.243
2013,NUTS,2010,RO2,1,113.01
2014,NUTS,2010,RO2,1,115.921
2015,NUTS,2010,RO2,1,130.705
2016,NUTS,2010,RO2,1,131.412
2017,NUTS,2010,RO2,1,122.264
2018,NUTS,2010,RO2,1,181.517
2019,NUTS,2010,RO2,1,195.154
2001,NUTS,2010,RO21,2,5.525
2002,NUTS,2010,RO21,2,7.897
2003,NUTS,2010,RO21,2,10.394
2004,NUTS,2010,RO21,2,14.656
2005,NUTS,2010,RO21,2,19.372
2006,NUTS,2010,RO21,2,33.964
2007,NUTS,2010,RO21,2,41.623
2008,NUTS,2010,RO21,2,58.618
2009,NUTS,2010,RO21,2,38.982
2010,NUTS,2010,RO21,2,49.469
2011,NUTS,2010,RO21,2,73.939
2012,NUTS,2010,RO21,2,104.279
2013,NUTS,2010,RO21,2,85.376
2014,NUTS,2010,RO21,2,84.984
2015,NUTS,2010,RO21,2,92.316
2016,NUTS,2010,RO21,2,84.866
2017,NUTS,2010,RO21,2,77.57
2018,NUTS,2010,RO21,2,120.052
2019,NUTS,2010,RO21,2,127.008
2001,NUTS,2010,RO22,2,3.674
2002,NUTS,2010,RO22,2,4.812
2003,NUTS,2010,RO22,2,6.616
2004,NUTS,2010,RO22,2,7.359
2005,NUTS,2010,RO22,2,11.497
2006,NUTS,2010,RO22,2,12.779
2007,NUTS,2010,RO22,2,19.709
2008,NUTS,2010,RO22,2,20.885
2009,NUTS,2010,RO22,2,15.796
2010,NUTS,2010,RO22,2,25.442
2011,NUTS,2010,RO22,2,41.186
2012,NUTS,2010,RO22,2,25.964
2013,NUTS,2010,RO22,2,27.634
2014,NUTS,2010,RO22,2,30.937
2015,NUTS,2010,RO22,2,38.39
2016,NUTS,2010,RO22,2,46.546
2017,NUTS,2010,RO22,2,44.694
2018,NUTS,2010,RO22,2,61.464
2019,NUTS,2010,RO22,2,68.147
2001,NUTS,2010,RO3,1,105.819
2002,NUTS,2010,RO3,1,114.013
2003,NUTS,2010,RO3,1,206.801
2004,NUTS,2010,RO3,1,277.181
2005,NUTS,2010,RO3,1,329.294
2006,NUTS,2010,RO3,1,392.074
2007,NUTS,2010,RO3,1,576.626
2008,NUTS,2010,RO3,1,998.581
2009,NUTS,2010,RO3,1,664.285
2010,NUTS,2010,RO3,1,700.645
2011,NUTS,2010,RO3,1,874.07
2012,NUTS,2010,RO3,1,923.11
2013,NUTS,2010,RO3,1,946.266
2014,NUTS,2010,RO3,1,826.223
2015,NUTS,2010,RO3,1,954.685
2016,NUTS,2010,RO3,1,925.145
2017,NUTS,2010,RO3,1,1044.253
2018,NUTS,2010,RO3,1,1063.944
2019,NUTS,2010,RO3,1,1203.937
2001,NUTS,2010,RO31,2,0.403
2002,NUTS,2010,RO31,2,0.427
2006,NUTS,2010,RO31,2,0.114
2007,NUTS,2010,RO31,2,4.387
2008,NUTS,2010,RO31,2,5.71
2009,NUTS,2010,RO31,2,4.045
2010,NUTS,2010,RO31,2,2.918
2011,NUTS,2010,RO31,2,20.75
2012,NUTS,2010,RO31,2,26.445
2013,NUTS,2010,RO31,2,21.145
2014,NUTS,2010,RO31,2,20.894
2015,NUTS,2010,RO31,2,31.227
2016,NUTS,2010,RO31,2,35.385
2017,NUTS,2010,RO31,2,27.54
2018,NUTS,2010,RO31,2,35.751
2019,NUTS,2010,RO31,2,28.984
2001,NUTS,2010,RO32,2,105.416
2002,NUTS,2010,RO32,2,113.586
2003,NUTS,2010,RO32,2,206.801
2004,NUTS,2010,RO32,2,277.181
2005,NUTS,2010,RO32,2,329.294
2006,NUTS,2010,RO32,2,391.96
2007,NUTS,2010,RO32,2,572.239
2008,NUTS,2010,RO32,2,992.872
2009,NUTS,2010,RO32,2,660.24
2010,NUTS,2010,RO32,2,697.727
2011,NUTS,2010,RO32,2,853.321
2012,NUTS,2010,RO32,2,896.659
2013,NUTS,2010,RO32,2,925.121
2014,NUTS,2010,RO32,2,805.329
2015,NUTS,2010,RO32,2,923.458
2016,NUTS,2010,RO32,2,889.761
2017,NUTS,2010,RO32,2,1016.713
2018,NUTS,2010,RO32,2,1028.192
2019,NUTS,2010,RO32,2,1174.954
2001,NUTS,2010,RO4,1,6.273
2002,NUTS,2010,RO4,1,8.722
2003,NUTS,2010,RO4,1,14.62
2004,NUTS,2010,RO4,1,20.0
2005,NUTS,2010,RO4,1,35.769
2006,NUTS,2010,RO4,1,43.267
2007,NUTS,2010,RO4,1,56.789
2008,NUTS,2010,RO4,1,72.713
2009,NUTS,2010,RO4,1,67.681
2010,NUTS,2010,RO4,1,78.119
2011,NUTS,2010,RO4,1,90.57
2012,NUTS,2010,RO4,1,46.358
2013,NUTS,2010,RO4,1,95.75
2014,NUTS,2010,RO4,1,87.043
2015,NUTS,2010,RO4,1,128.691
2016,NUTS,2010,RO4,1,98.841
2017,NUTS,2010,RO4,1,158.156
2018,NUTS,2010,RO4,1,136.732
2019,NUTS,2010,RO4,1,133.246
2001,NUTS,2010,RO41,2,4.009
2002,NUTS,2010,RO41,2,4.507
2003,NUTS,2010,RO41,2,6.118
2004,NUTS,2010,RO41,2,8.401
2005,NUTS,2010,RO41,2,20.434
2006,NUTS,2010,RO41,2,24.414
2007,NUTS,2010,RO41,2,31.206
2008,NUTS,2010,RO41,2,31.895
2009,NUTS,2010,RO41,2,37.635
2010,NUTS,2010,RO41,2,39.833
2011,NUTS,2010,RO41,2,59.603
2012,NUTS,2010,RO41,2,15.42
2013,NUTS,2010,RO41,2,56.595
2014,NUTS,2010,RO41,2,54.78
2015,NUTS,2010,RO41,2,88.715
2016,NUTS,2010,RO41,2,59.059
2017,NUTS,2010,RO41,2,91.481
2018,NUTS,2010,RO41,2,72.861
2019,NUTS,2010,RO41,2,68.624
2001,NUTS,2010,RO42,2,2.264
2002,NUTS,2010,RO42,2,4.215
2003,NUTS,2010,RO42,2,8.502
2004,NUTS,2010,RO42,2,11.865
2005,NUTS,2010,RO42,2,15.33
2006,NUTS,2010,RO42,2,18.853
2007,NUTS,2010,RO42,2,25.583
2008,NUTS,2010,RO42,2,40.817
2009,NUTS,2010,RO42,2,30.046
2010,NUTS,2010,RO42,2,38.286
2011,NUTS,2010,RO42,2,30.966
2012,NUTS,2010,RO42,2,30.938
2013,NUTS,2010,RO42,2,39.155
2014,NUTS,2010,RO42,2,32.263
2015,NUTS,2010,RO42,2,39.976
2016,NUTS,2010,RO42,2,39.782
2017,NUTS,2010,RO42,2,66.675
2018,NUTS,2010,RO42,2,63.871
2019,NUTS,2010,RO42,2,64.622
2009,NUTS,2010,RS,0,7699.294
2010,NUTS,2010,RS,0,8359.865
2011,NUTS,2010,RS,0,8336.924
2012,NUTS,2010,RS,0,9348.468
2013,NUTS,2010,RS,0,9399.95
2014,NUTS,2010,RS,0,7358.135
2015,NUTS,2010,RS,0,9569.1
2016,NUTS,2010,RS,0,9897.0
2017,NUTS,2010,RS,0,11228.148
2018,NUTS,2010,RS,0,13132.549
2019,NUTS,2010,RS,0,12396.4
2020,NUTS,2010,RS,0,14612.768
2018,NUTS,2010,RS1,1,12938.654
2019,NUTS,2010,RS1,1,12188.3
2020,NUTS,2010,RS1,1,14215.103
2018,NUTS,2010,RS11,2,10867.18
2019,NUTS,2010,RS11,2,11025.8
2020,NUTS,2010,RS11,2,11704.894
2018,NUTS,2010,RS12,2,2071.474
2019,NUTS,2010,RS12,2,1162.6
2020,NUTS,2010,RS12,2,2510.209
2018,NUTS,2010,RS2,1,193.895
2019,NUTS,2010,RS2,1,208.0
2020,NUTS,2010,RS2,1,397.665
2018,NUTS,2010,RS21,2,73.522
2019,NUTS,2010,RS21,2,71.3
2020,NUTS,2010,RS21,2,168.662
2018,NUTS,2010,RS22,2,120.373
2019,NUTS,2010,RS22,2,136.7
2020,NUTS,2010,RS22,2,229.003
1989,NUTS,2010,RU,0,1.64
1990,NUTS,2010,RU,0,2.08
1991,NUTS,2010,RU,0,3.4
1992,NUTS,2010,RU,0,23.55
1993,NUTS,2010,RU,0,313.36
1994,NUTS,2010,RU,0,1445.13
1995,NUTS,2010,RU,0,3165.44
1996,NUTS,2010,RU,0,5028.34
1997,NUTS,2010,RU,0,6902.52
1998,NUTS,2010,RU,0,6465.94
1999,NUTS,2010,RU,0,12094.36
2000,NUTS,2010,RU,0,18748.6
2001,NUTS,2010,RU,0,25580.3
2002,NUTS,2010,RU,0,33020.0
2003,NUTS,2010,RU,0,42944.9
2004,NUTS,2010,RU,0,49545.2
2005,NUTS,2010,RU,0,60158.2
2006,NUTS,2010,RU,0,77950.6
2007,NUTS,2010,RU,0,107984.9
2008,NUTS,2010,RU,0,129871.2
2009,NUTS,2010,RU,0,147023.2
2010,NUTS,2010,RU,0,161988.4
2011,NUTS,2010,RU,0,182135.3
2012,NUTS,2010,RU,0,225267.1
2013,NUTS,2010,RU,0,226923.7
2014,NUTS,2010,RU,0,258341.4
