year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_rse_total_t
2016,NUTS,2010,ES53,2,2844.0
2017,NUTS,2010,ES53,2,2956.0
2018,NUTS,2010,ES53,2,2986.0
2019,NUTS,2010,ES53,2,3107.0
2001,NUTS,2010,ES6,1,22713.0
2003,NUTS,2010,ES6,1,24799.0
2004,NUTS,2010,ES6,1,26430.0
2005,NUTS,2010,ES6,1,29010.0
2006,NUTS,2010,ES6,1,30567.0
2007,NUTS,2010,ES6,1,32503.0
2008,NUTS,2010,ES6,1,33541.0
2009,NUTS,2010,ES6,1,33916.0
2010,NUTS,2010,ES6,1,34537.0
2011,NUTS,2010,ES6,1,33990.0
2012,NUTS,2010,ES6,1,33187.0
2013,NUTS,2010,ES6,1,32316.0
2014,NUTS,2010,ES6,1,31852.0
2015,NUTS,2010,ES6,1,33617.0
2016,NUTS,2010,ES6,1,33643.0
2017,NUTS,2010,ES6,1,34497.0
2018,NUTS,2010,ES6,1,35574.0
2019,NUTS,2010,ES6,1,36355.0
2001,NUTS,2010,ES61,2,19623.0
2003,NUTS,2010,ES61,2,21046.0
2004,NUTS,2010,ES61,2,22480.0
2005,NUTS,2010,ES61,2,24368.0
2006,NUTS,2010,ES61,2,25773.0
2007,NUTS,2010,ES61,2,27442.0
2008,NUTS,2010,ES61,2,28168.0
2009,NUTS,2010,ES61,2,28389.0
2010,NUTS,2010,ES61,2,28824.0
2011,NUTS,2010,ES61,2,28304.0
2012,NUTS,2010,ES61,2,27564.0
2013,NUTS,2010,ES61,2,26830.0
2014,NUTS,2010,ES61,2,26364.0
2015,NUTS,2010,ES61,2,27936.0
2016,NUTS,2010,ES61,2,27713.0
2017,NUTS,2010,ES61,2,28049.0
2018,NUTS,2010,ES61,2,28708.0
2019,NUTS,2010,ES61,2,29158.0
2001,NUTS,2010,ES62,2,3090.0
2003,NUTS,2010,ES62,2,3615.0
2004,NUTS,2010,ES62,2,3816.0
2005,NUTS,2010,ES62,2,4508.0
2006,NUTS,2010,ES62,2,4618.0
2007,NUTS,2010,ES62,2,4871.0
2008,NUTS,2010,ES62,2,5153.0
2009,NUTS,2010,ES62,2,5442.0
2010,NUTS,2010,ES62,2,5633.0
2011,NUTS,2010,ES62,2,5599.0
2012,NUTS,2010,ES62,2,5533.0
2013,NUTS,2010,ES62,2,5398.0
2014,NUTS,2010,ES62,2,5380.0
2015,NUTS,2010,ES62,2,5591.0
2016,NUTS,2010,ES62,2,5780.0
2017,NUTS,2010,ES62,2,6279.0
2018,NUTS,2010,ES62,2,6600.0
2019,NUTS,2010,ES62,2,6935.0
2001,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,138.0
2004,NUTS,2010,ES63,2,66.0
2005,NUTS,2010,ES63,2,67.0
2006,NUTS,2010,ES63,2,72.0
2007,NUTS,2010,ES63,2,73.0
2008,NUTS,2010,ES63,2,96.0
2009,NUTS,2010,ES63,2,34.0
2010,NUTS,2010,ES63,2,33.0
2011,NUTS,2010,ES63,2,34.0
2012,NUTS,2010,ES63,2,35.0
2013,NUTS,2010,ES63,2,33.0
2014,NUTS,2010,ES63,2,49.0
2015,NUTS,2010,ES63,2,39.0
2001,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,68.0
2005,NUTS,2010,ES64,2,67.0
2006,NUTS,2010,ES64,2,104.0
2007,NUTS,2010,ES64,2,117.0
2008,NUTS,2010,ES64,2,123.0
2009,NUTS,2010,ES64,2,51.0
2010,NUTS,2010,ES64,2,47.0
2011,NUTS,2010,ES64,2,52.0
2012,NUTS,2010,ES64,2,55.0
2013,NUTS,2010,ES64,2,54.0
2014,NUTS,2010,ES64,2,59.0
2015,NUTS,2010,ES64,2,51.0
2001,NUTS,2010,ES7,1,3972.0
2003,NUTS,2010,ES7,1,4490.0
2004,NUTS,2010,ES7,1,4807.0
2005,NUTS,2010,ES7,1,4938.0
2006,NUTS,2010,ES7,1,4788.0
2007,NUTS,2010,ES7,1,4840.0
2008,NUTS,2010,ES7,1,4849.0
2009,NUTS,2010,ES7,1,4784.0
2010,NUTS,2010,ES7,1,5096.0
2011,NUTS,2010,ES7,1,5218.0
2012,NUTS,2010,ES7,1,5152.0
2013,NUTS,2010,ES7,1,4832.0
2014,NUTS,2010,ES7,1,4644.0
2015,NUTS,2010,ES7,1,4602.0
2016,NUTS,2010,ES7,1,4742.0
2017,NUTS,2010,ES7,1,4846.0
2018,NUTS,2010,ES7,1,5027.0
2019,NUTS,2010,ES7,1,5056.0
2001,NUTS,2010,ES70,2,3972.0
2003,NUTS,2010,ES70,2,4490.0
2004,NUTS,2010,ES70,2,4807.0
2005,NUTS,2010,ES70,2,4938.0
2006,NUTS,2010,ES70,2,4788.0
2007,NUTS,2010,ES70,2,4840.0
2008,NUTS,2010,ES70,2,4849.0
2009,NUTS,2010,ES70,2,4784.0
2010,NUTS,2010,ES70,2,5096.0
2011,NUTS,2010,ES70,2,5218.0
2012,NUTS,2010,ES70,2,5152.0
2013,NUTS,2010,ES70,2,4832.0
2014,NUTS,2010,ES70,2,4644.0
2015,NUTS,2010,ES70,2,4602.0
2016,NUTS,2010,ES70,2,4742.0
2017,NUTS,2010,ES70,2,4846.0
2018,NUTS,2010,ES70,2,5027.0
2019,NUTS,2010,ES70,2,5056.0
2001,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2001,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,EU27_2020,7,1533483.0
2005,NUTS,2010,EU27_2020,7,1656842.0
2007,NUTS,2010,EU27_2020,7,1792809.0
2009,NUTS,2010,EU27_2020,7,1945540.0
2011,NUTS,2010,EU27_2020,7,2100944.0
2013,NUTS,2010,EU27_2020,7,2253021.0
2015,NUTS,2010,EU27_2020,7,2376633.0
2017,NUTS,2010,EU27_2020,7,2589975.0
2019,NUTS,2010,EU27_2020,7,2798096.0
2004,NUTS,2010,FI,0,51219.0
2005,NUTS,2010,FI,0,50773.0
2006,NUTS,2010,FI,0,53273.0
2007,NUTS,2010,FI,0,53420.0
2008,NUTS,2010,FI,0,55195.0
2009,NUTS,2010,FI,0,55797.0
2010,NUTS,2010,FI,0,57163.0
2011,NUTS,2010,FI,0,57549.0
2012,NUTS,2010,FI,0,56704.0
2013,NUTS,2010,FI,0,56720.0
2014,NUTS,2010,FI,0,55515.0
2015,NUTS,2010,FI,0,55728.0
2016,NUTS,2010,FI,0,53752.0
2017,NUTS,2010,FI,0,54139.0
2018,NUTS,2010,FI,0,55415.0
2019,NUTS,2010,FI,0,58291.0
2004,NUTS,2010,FI1,1,51196.0
2005,NUTS,2010,FI1,1,50751.0
2006,NUTS,2010,FI1,1,53251.0
2007,NUTS,2010,FI1,1,53389.0
2008,NUTS,2010,FI1,1,55150.0
2009,NUTS,2010,FI1,1,55764.0
2010,NUTS,2010,FI1,1,57137.0
2011,NUTS,2010,FI1,1,57501.0
2012,NUTS,2010,FI1,1,56654.0
2013,NUTS,2010,FI1,1,56337.0
2015,NUTS,2010,FI1,1,55687.0
2016,NUTS,2010,FI1,1,53695.0
2017,NUTS,2010,FI1,1,54106.0
2018,NUTS,2010,FI1,1,55372.0
2019,NUTS,2010,FI1,1,58257.0
2004,NUTS,2010,FI19,2,11821.0
2005,NUTS,2010,FI19,2,11738.0
2006,NUTS,2010,FI19,2,12561.0
2007,NUTS,2010,FI19,2,12165.0
2008,NUTS,2010,FI19,2,12625.0
2009,NUTS,2010,FI19,2,12583.0
2010,NUTS,2010,FI19,2,12792.0
2011,NUTS,2010,FI19,2,12868.0
2012,NUTS,2010,FI19,2,12274.0
2013,NUTS,2010,FI19,2,12466.0
2015,NUTS,2010,FI19,2,12437.0
2016,NUTS,2010,FI19,2,11536.0
2017,NUTS,2010,FI19,2,11718.0
2018,NUTS,2010,FI19,2,12241.0
2019,NUTS,2010,FI19,2,12653.0
2009,NUTS,2010,FI1B,2,24436.0
2010,NUTS,2010,FI1B,2,24803.0
2011,NUTS,2010,FI1B,2,24965.0
2012,NUTS,2010,FI1B,2,24944.0
2013,NUTS,2010,FI1B,2,24588.0
2015,NUTS,2010,FI1B,2,25479.0
2016,NUTS,2010,FI1B,2,24251.0
2017,NUTS,2010,FI1B,2,24533.0
2018,NUTS,2010,FI1B,2,24697.0
2019,NUTS,2010,FI1B,2,26710.0
2009,NUTS,2010,FI1C,2,7719.0
2010,NUTS,2010,FI1C,2,7755.0
2011,NUTS,2010,FI1C,2,7826.0
2012,NUTS,2010,FI1C,2,7939.0
2013,NUTS,2010,FI1C,2,8027.0
2015,NUTS,2010,FI1C,2,7192.0
2016,NUTS,2010,FI1C,2,7133.0
2017,NUTS,2010,FI1C,2,6985.0
2018,NUTS,2010,FI1C,2,7086.0
2019,NUTS,2010,FI1C,2,7404.0
2004,NUTS,2010,FI1D,2,10697.0
2005,NUTS,2010,FI1D,2,10185.0
2006,NUTS,2010,FI1D,2,11008.0
2007,NUTS,2010,FI1D,2,11211.0
2008,NUTS,2010,FI1D,2,11137.0
2009,NUTS,2010,FI1D,2,11026.0
2010,NUTS,2010,FI1D,2,11785.0
2011,NUTS,2010,FI1D,2,11843.0
2012,NUTS,2010,FI1D,2,11498.0
2013,NUTS,2010,FI1D,2,11252.0
2015,NUTS,2010,FI1D,2,10581.0
2016,NUTS,2010,FI1D,2,10774.0
2017,NUTS,2010,FI1D,2,10871.0
2018,NUTS,2010,FI1D,2,11349.0
2019,NUTS,2010,FI1D,2,11490.0
2004,NUTS,2010,FI2,1,24.0
2005,NUTS,2010,FI2,1,22.0
2006,NUTS,2010,FI2,1,23.0
2007,NUTS,2010,FI2,1,31.0
2008,NUTS,2010,FI2,1,46.0
2009,NUTS,2010,FI2,1,33.0
2010,NUTS,2010,FI2,1,26.0
2011,NUTS,2010,FI2,1,48.0
2012,NUTS,2010,FI2,1,50.0
2013,NUTS,2010,FI2,1,66.0
2015,NUTS,2010,FI2,1,41.0
2016,NUTS,2010,FI2,1,57.0
2017,NUTS,2010,FI2,1,33.0
2018,NUTS,2010,FI2,1,43.0
2019,NUTS,2010,FI2,1,34.0
2004,NUTS,2010,FI20,2,24.0
2005,NUTS,2010,FI20,2,22.0
2006,NUTS,2010,FI20,2,23.0
2007,NUTS,2010,FI20,2,31.0
2008,NUTS,2010,FI20,2,46.0
2009,NUTS,2010,FI20,2,33.0
2010,NUTS,2010,FI20,2,26.0
2011,NUTS,2010,FI20,2,48.0
2012,NUTS,2010,FI20,2,50.0
2013,NUTS,2010,FI20,2,66.0
2015,NUTS,2010,FI20,2,41.0
2016,NUTS,2010,FI20,2,57.0
2017,NUTS,2010,FI20,2,33.0
2018,NUTS,2010,FI20,2,43.0
2019,NUTS,2010,FI20,2,34.0
1992,NUTS,2010,FR,0,177634.0
1993,NUTS,2010,FR,0,181181.0
1994,NUTS,2010,FR,0,186387.0
1995,NUTS,2010,FR,0,189000.0
1996,NUTS,2010,FR,0,190904.0
1997,NUTS,2010,FR,0,197032.0
1998,NUTS,2010,FR,0,198484.0
2000,NUTS,2010,FR,0,211365.0
2001,NUTS,2010,FR,0,217173.0
2002,NUTS,2010,FR,0,231816.0
2003,NUTS,2010,FR,0,240186.0
2004,NUTS,2010,FR,0,249533.0
2005,NUTS,2010,FR,0,251599.0
2006,NUTS,2010,FR,0,268944.0
2007,NUTS,2010,FR,0,278480.0
2008,NUTS,2010,FR,0,289041.0
2009,NUTS,2010,FR,0,296093.0
2010,NUTS,2010,FR,0,324551.0
2011,NUTS,2010,FR,0,338470.0
2012,NUTS,2010,FR,0,356445.0
2013,NUTS,2010,FR,0,366299.0
2014,NUTS,2010,FR,0,369999.0
2016,NUTS,2010,FR,0,396594.0
2017,NUTS,2010,FR,0,416217.0
2018,NUTS,2010,FR,0,429959.0
2000,NUTS,2010,FR1,1,94332.0
2001,NUTS,2010,FR1,1,101496.0
2000,NUTS,2010,FR10,2,94332.0
2001,NUTS,2010,FR10,2,101496.0
2000,NUTS,2010,FR2,1,19883.0
2001,NUTS,2010,FR2,1,19963.0
2000,NUTS,2010,FR21,2,1905.0
2001,NUTS,2010,FR21,2,1867.0
2000,NUTS,2010,FR22,2,2833.0
2001,NUTS,2010,FR22,2,3233.0
2001,NUTS,2010,FR23,2,3390.0
2000,NUTS,2010,FR24,2,5841.0
2001,NUTS,2010,FR24,2,5755.0
2001,NUTS,2010,FR25,2,2838.0
2001,NUTS,2010,FR26,2,2880.0
2000,NUTS,2010,FR3,1,6672.0
2001,NUTS,2010,FR3,1,6690.0
2000,NUTS,2010,FR30,2,6672.0
2001,NUTS,2010,FR30,2,6690.0
2000,NUTS,2010,FR4,1,14865.0
2001,NUTS,2010,FR4,1,15310.0
2000,NUTS,2010,FR41,2,5379.0
2001,NUTS,2010,FR41,2,5544.0
2000,NUTS,2010,FR42,2,6514.0
2001,NUTS,2010,FR42,2,6754.0
2000,NUTS,2010,FR43,2,2973.0
2001,NUTS,2010,FR43,2,3013.0
2000,NUTS,2010,FR5,1,19089.0
2001,NUTS,2010,FR5,1,19754.0
2000,NUTS,2010,FR51,2,6992.0
2001,NUTS,2010,FR51,2,7272.0
2000,NUTS,2010,FR52,2,9489.0
2001,NUTS,2010,FR52,2,9651.0
2000,NUTS,2010,FR53,2,2608.0
2001,NUTS,2010,FR53,2,2830.0
2000,NUTS,2010,FR6,1,23225.0
2001,NUTS,2010,FR6,1,24242.0
2000,NUTS,2010,FR61,2,7805.0
2001,NUTS,2010,FR61,2,8177.0
2001,NUTS,2010,FR62,2,14788.0
2000,NUTS,2010,FR63,2,1252.0
2001,NUTS,2010,FR63,2,1278.0
2000,NUTS,2010,FR7,1,30588.0
2001,NUTS,2010,FR7,1,31590.0
2000,NUTS,2010,FR71,2,27229.0
2001,NUTS,2010,FR71,2,28164.0
2000,NUTS,2010,FR72,2,3359.0
2001,NUTS,2010,FR72,2,3426.0
2001,NUTS,2010,FR8,1,27489.0
2000,NUTS,2010,FR81,2,8277.0
2001,NUTS,2010,FR81,2,8601.0
2001,NUTS,2010,FR82,2,18653.0
2000,NUTS,2010,FR83,2,191.0
2001,NUTS,2010,FR83,2,235.0
2000,NUTS,2010,FRA,1,1279.0
2001,NUTS,2010,FRA,1,1501.0
2002,NUTS,2010,FRZ,1,125.0
2002,NUTS,2010,FRZZ,2,125.0
2002,NUTS,2010,HR,0,11136.0
2003,NUTS,2010,HR,0,11464.0
2004,NUTS,2010,HR,0,13139.0
2005,NUTS,2010,HR,0,10367.0
2006,NUTS,2010,HR,0,10428.0
2007,NUTS,2010,HR,0,11109.0
2008,NUTS,2010,HR,0,11915.0
2009,NUTS,2010,HR,0,12108.0
2010,NUTS,2010,HR,0,12527.0
2011,NUTS,2010,HR,0,11454.0
2012,NUTS,2010,HR,0,11402.0
2013,NUTS,2010,HR,0,11168.0
2014,NUTS,2010,HR,0,10726.0
2015,NUTS,2010,HR,0,11089.0
2016,NUTS,2010,HR,0,12951.0
2017,NUTS,2010,HR,0,13708.0
2018,NUTS,2010,HR,0,13958.0
2019,NUTS,2010,HR,0,15653.0
2020,NUTS,2010,HR,0,16027.0
2002,NUTS,2010,HR0,1,11136.0
2003,NUTS,2010,HR0,1,11464.0
2004,NUTS,2010,HR0,1,13139.0
2005,NUTS,2010,HR0,1,10367.0
2006,NUTS,2010,HR0,1,10428.0
2007,NUTS,2010,HR0,1,11109.0
2008,NUTS,2010,HR0,1,11915.0
2009,NUTS,2010,HR0,1,12108.0
2010,NUTS,2010,HR0,1,12527.0
2011,NUTS,2010,HR0,1,11454.0
2012,NUTS,2010,HR0,1,11402.0
2013,NUTS,2010,HR0,1,11168.0
2014,NUTS,2010,HR0,1,10726.0
2015,NUTS,2010,HR0,1,11089.0
2016,NUTS,2010,HR0,1,12951.0
2017,NUTS,2010,HR0,1,13708.0
2018,NUTS,2010,HR0,1,13958.0
2019,NUTS,2010,HR0,1,15653.0
2020,NUTS,2010,HR0,1,16027.0
2008,NUTS,2010,HR02,2,1136.0
2009,NUTS,2010,HR02,2,1220.0
2010,NUTS,2010,HR02,2,1195.0
2020,NUTS,2010,HR02,2,1720.0
2008,NUTS,2010,HR03,2,2749.0
2009,NUTS,2010,HR03,2,2890.0
2010,NUTS,2010,HR03,2,3022.0
2011,NUTS,2010,HR03,2,2890.0
2012,NUTS,2010,HR03,2,2890.0
2013,NUTS,2010,HR03,2,2782.0
2014,NUTS,2010,HR03,2,2624.0
2015,NUTS,2010,HR03,2,2535.0
2016,NUTS,2010,HR03,2,3052.0
2017,NUTS,2010,HR03,2,3358.0
2018,NUTS,2010,HR03,2,3357.0
2019,NUTS,2010,HR03,2,3943.0
2020,NUTS,2010,HR03,2,3982.0
2008,NUTS,2010,HR04,2,9166.0
2009,NUTS,2010,HR04,2,9218.0
2010,NUTS,2010,HR04,2,9505.0
2011,NUTS,2010,HR04,2,8564.0
2012,NUTS,2010,HR04,2,8512.0
2013,NUTS,2010,HR04,2,8386.0
2014,NUTS,2010,HR04,2,8102.0
2015,NUTS,2010,HR04,2,8554.0
2016,NUTS,2010,HR04,2,9899.0
2017,NUTS,2010,HR04,2,10350.0
2018,NUTS,2010,HR04,2,10601.0
2019,NUTS,2010,HR04,2,11710.0
2020,NUTS,2010,HR05,2,9317.0
2020,NUTS,2010,HR06,2,1008.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
1980,NUTS,2010,HU,0,38705.0
1981,NUTS,2010,HU,0,36975.0
1982,NUTS,2010,HU,0,36684.0
1983,NUTS,2010,HU,0,36722.0
1984,NUTS,2010,HU,0,36834.0
1985,NUTS,2010,HU,0,36753.0
1986,NUTS,2010,HU,0,37306.0
1987,NUTS,2010,HU,0,36453.0
1988,NUTS,2010,HU,0,35268.0
1989,NUTS,2010,HU,0,33836.0
1990,NUTS,2010,HU,0,30256.0
1991,NUTS,2010,HU,0,26763.0
1992,NUTS,2010,HU,0,24110.0
1993,NUTS,2010,HU,0,23012.0
1994,NUTS,2010,HU,0,22401.0
1995,NUTS,2010,HU,0,20859.0
1996,NUTS,2010,HU,0,20485.0
1997,NUTS,2010,HU,0,21999.0
1998,NUTS,2010,HU,0,23547.0
1999,NUTS,2010,HU,0,24609.0
2000,NUTS,2010,HU,0,27876.0
2001,NUTS,2010,HU,0,28351.0
2002,NUTS,2010,HU,0,29764.0
2003,NUTS,2010,HU,0,30292.0
2004,NUTS,2010,HU,0,30420.0
2005,NUTS,2010,HU,0,31407.0
2006,NUTS,2010,HU,0,32786.0
2007,NUTS,2010,HU,0,33059.0
2008,NUTS,2010,HU,0,33739.0
2009,NUTS,2010,HU,0,35267.0
2010,NUTS,2010,HU,0,35700.0
2011,NUTS,2010,HU,0,36945.0
2012,NUTS,2010,HU,0,37019.0
2013,NUTS,2010,HU,0,37803.0
2014,NUTS,2010,HU,0,39190.0
2015,NUTS,2010,HU,0,38418.0
2016,NUTS,2010,HU,0,38915.0
2017,NUTS,2010,HU,0,42729.0
2018,NUTS,2010,HU,0,54970.0
2019,NUTS,2010,HU,0,58091.0
1999,NUTS,2010,HU1,1,14799.0
2000,NUTS,2010,HU1,1,16899.0
2001,NUTS,2010,HU1,1,16815.0
2002,NUTS,2010,HU1,1,17612.0
2003,NUTS,2010,HU1,1,17866.0
2004,NUTS,2010,HU1,1,17535.0
2005,NUTS,2010,HU1,1,18262.0
2006,NUTS,2010,HU1,1,18986.0
2007,NUTS,2010,HU1,1,19267.0
2008,NUTS,2010,HU1,1,20064.0
2009,NUTS,2010,HU1,1,20751.0
2010,NUTS,2010,HU1,1,21464.0
2011,NUTS,2010,HU1,1,22281.0
2012,NUTS,2010,HU1,1,22412.0
2013,NUTS,2010,HU1,1,23061.0
2014,NUTS,2010,HU1,1,24858.0
2015,NUTS,2010,HU1,1,24662.0
2016,NUTS,2010,HU1,1,24996.0
2017,NUTS,2010,HU1,1,27462.0
2018,NUTS,2010,HU1,1,35447.0
2019,NUTS,2010,HU1,1,36729.0
1999,NUTS,2010,HU10,2,14799.0
2000,NUTS,2010,HU10,2,16899.0
2001,NUTS,2010,HU10,2,16815.0
2002,NUTS,2010,HU10,2,17612.0
2003,NUTS,2010,HU10,2,17866.0
2004,NUTS,2010,HU10,2,17535.0
2005,NUTS,2010,HU10,2,18262.0
2006,NUTS,2010,HU10,2,18986.0
2007,NUTS,2010,HU10,2,19267.0
2008,NUTS,2010,HU10,2,20064.0
2009,NUTS,2010,HU10,2,20751.0
2010,NUTS,2010,HU10,2,21464.0
2011,NUTS,2010,HU10,2,22281.0
2012,NUTS,2010,HU10,2,22412.0
2013,NUTS,2010,HU10,2,23061.0
2014,NUTS,2010,HU10,2,24858.0
2015,NUTS,2010,HU10,2,24662.0
2016,NUTS,2010,HU10,2,24996.0
2017,NUTS,2010,HU11,2,25213.0
2018,NUTS,2010,HU11,2,32392.0
2019,NUTS,2010,HU11,2,33804.0
2017,NUTS,2010,HU12,2,2249.0
2018,NUTS,2010,HU12,2,3055.0
2019,NUTS,2010,HU12,2,2925.0
1999,NUTS,2010,HU2,1,3924.0
2000,NUTS,2010,HU2,1,4698.0
2001,NUTS,2010,HU2,1,4901.0
2002,NUTS,2010,HU2,1,4856.0
2003,NUTS,2010,HU2,1,5088.0
2004,NUTS,2010,HU2,1,5617.0
2005,NUTS,2010,HU2,1,5683.0
2006,NUTS,2010,HU2,1,6116.0
2007,NUTS,2010,HU2,1,5906.0
2008,NUTS,2010,HU2,1,5831.0
2009,NUTS,2010,HU2,1,5996.0
2010,NUTS,2010,HU2,1,5810.0
2011,NUTS,2010,HU2,1,6106.0
2012,NUTS,2010,HU2,1,6209.0
2013,NUTS,2010,HU2,1,6336.0
2014,NUTS,2010,HU2,1,6097.0
2015,NUTS,2010,HU2,1,5773.0
2016,NUTS,2010,HU2,1,5956.0
2017,NUTS,2010,HU2,1,6771.0
2018,NUTS,2010,HU2,1,9198.0
2019,NUTS,2010,HU2,1,9747.0
1999,NUTS,2010,HU21,2,1059.0
2000,NUTS,2010,HU21,2,1437.0
2001,NUTS,2010,HU21,2,1437.0
2002,NUTS,2010,HU21,2,1508.0
2003,NUTS,2010,HU21,2,1753.0
2004,NUTS,2010,HU21,2,1712.0
2005,NUTS,2010,HU21,2,1689.0
2006,NUTS,2010,HU21,2,1849.0
2007,NUTS,2010,HU21,2,1702.0
2008,NUTS,2010,HU21,2,1763.0
2009,NUTS,2010,HU21,2,1854.0
2010,NUTS,2010,HU21,2,1624.0
2011,NUTS,2010,HU21,2,1918.0
2012,NUTS,2010,HU21,2,2322.0
2013,NUTS,2010,HU21,2,2351.0
2014,NUTS,2010,HU21,2,2325.0
2015,NUTS,2010,HU21,2,2271.0
2016,NUTS,2010,HU21,2,2335.0
2017,NUTS,2010,HU21,2,2556.0
2018,NUTS,2010,HU21,2,3091.0
2019,NUTS,2010,HU21,2,3220.0
1999,NUTS,2010,HU22,2,1317.0
2000,NUTS,2010,HU22,2,1417.0
2001,NUTS,2010,HU22,2,1601.0
2002,NUTS,2010,HU22,2,1621.0
2003,NUTS,2010,HU22,2,1466.0
2004,NUTS,2010,HU22,2,1500.0
2005,NUTS,2010,HU22,2,1550.0
2006,NUTS,2010,HU22,2,1795.0
2007,NUTS,2010,HU22,2,1863.0
2008,NUTS,2010,HU22,2,1878.0
2009,NUTS,2010,HU22,2,2008.0
2010,NUTS,2010,HU22,2,2137.0
2011,NUTS,2010,HU22,2,2113.0
2012,NUTS,2010,HU22,2,1894.0
2013,NUTS,2010,HU22,2,2155.0
2014,NUTS,2010,HU22,2,1949.0
2015,NUTS,2010,HU22,2,1758.0
2016,NUTS,2010,HU22,2,1707.0
2017,NUTS,2010,HU22,2,1916.0
2018,NUTS,2010,HU22,2,2849.0
2019,NUTS,2010,HU22,2,3255.0
1999,NUTS,2010,HU23,2,1548.0
2000,NUTS,2010,HU23,2,1844.0
2001,NUTS,2010,HU23,2,1863.0
2002,NUTS,2010,HU23,2,1727.0
2003,NUTS,2010,HU23,2,1869.0
2004,NUTS,2010,HU23,2,2405.0
2005,NUTS,2010,HU23,2,2444.0
2006,NUTS,2010,HU23,2,2472.0
2007,NUTS,2010,HU23,2,2341.0
2008,NUTS,2010,HU23,2,2190.0
2009,NUTS,2010,HU23,2,2134.0
2010,NUTS,2010,HU23,2,2049.0
2011,NUTS,2010,HU23,2,2075.0
2012,NUTS,2010,HU23,2,1993.0
2013,NUTS,2010,HU23,2,1830.0
2014,NUTS,2010,HU23,2,1823.0
2015,NUTS,2010,HU23,2,1744.0
2016,NUTS,2010,HU23,2,1914.0
2017,NUTS,2010,HU23,2,2299.0
2018,NUTS,2010,HU23,2,3258.0
2019,NUTS,2010,HU23,2,3272.0
1999,NUTS,2010,HU3,1,5886.0
2000,NUTS,2010,HU3,1,6279.0
2001,NUTS,2010,HU3,1,6635.0
2002,NUTS,2010,HU3,1,7296.0
2003,NUTS,2010,HU3,1,7338.0
2004,NUTS,2010,HU3,1,7268.0
2005,NUTS,2010,HU3,1,7462.0
2006,NUTS,2010,HU3,1,7684.0
2007,NUTS,2010,HU3,1,7886.0
2008,NUTS,2010,HU3,1,7844.0
2009,NUTS,2010,HU3,1,8520.0
2010,NUTS,2010,HU3,1,8426.0
2011,NUTS,2010,HU3,1,8558.0
2012,NUTS,2010,HU3,1,8398.0
2013,NUTS,2010,HU3,1,8406.0
2014,NUTS,2010,HU3,1,8235.0
2015,NUTS,2010,HU3,1,7983.0
2016,NUTS,2010,HU3,1,7963.0
2017,NUTS,2010,HU3,1,8496.0
2018,NUTS,2010,HU3,1,10325.0
2019,NUTS,2010,HU3,1,11615.0
1999,NUTS,2010,HU31,2,1283.0
2000,NUTS,2010,HU31,2,1281.0
2001,NUTS,2010,HU31,2,1377.0
2002,NUTS,2010,HU31,2,1520.0
2003,NUTS,2010,HU31,2,1583.0
2004,NUTS,2010,HU31,2,1571.0
2005,NUTS,2010,HU31,2,1580.0
2006,NUTS,2010,HU31,2,1614.0
2007,NUTS,2010,HU31,2,1668.0
2008,NUTS,2010,HU31,2,1611.0
2009,NUTS,2010,HU31,2,1923.0
2010,NUTS,2010,HU31,2,1892.0
2011,NUTS,2010,HU31,2,1822.0
2012,NUTS,2010,HU31,2,1820.0
2013,NUTS,2010,HU31,2,1691.0
2014,NUTS,2010,HU31,2,1550.0
2015,NUTS,2010,HU31,2,1585.0
2016,NUTS,2010,HU31,2,1442.0
2017,NUTS,2010,HU31,2,1710.0
2018,NUTS,2010,HU31,2,1904.0
2019,NUTS,2010,HU31,2,2170.0
1999,NUTS,2010,HU32,2,2164.0
2000,NUTS,2010,HU32,2,2482.0
2001,NUTS,2010,HU32,2,2593.0
2002,NUTS,2010,HU32,2,2777.0
2003,NUTS,2010,HU32,2,2875.0
2004,NUTS,2010,HU32,2,2873.0
2005,NUTS,2010,HU32,2,2848.0
2006,NUTS,2010,HU32,2,2968.0
2007,NUTS,2010,HU32,2,3118.0
2008,NUTS,2010,HU32,2,3133.0
2009,NUTS,2010,HU32,2,3187.0
