year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_hc_bes_rse
2019,NUTS,2010,HU23,2,139.0
1999,NUTS,2010,HU3,1,137.0
2000,NUTS,2010,HU3,1,178.0
2001,NUTS,2010,HU3,1,135.0
2002,NUTS,2010,HU3,1,161.0
2003,NUTS,2010,HU3,1,178.0
2004,NUTS,2010,HU3,1,191.0
2005,NUTS,2010,HU3,1,242.0
2006,NUTS,2010,HU3,1,287.0
2007,NUTS,2010,HU3,1,355.0
2008,NUTS,2010,HU3,1,356.0
2009,NUTS,2010,HU3,1,451.0
2010,NUTS,2010,HU3,1,499.0
2011,NUTS,2010,HU3,1,572.0
2012,NUTS,2010,HU3,1,533.0
2013,NUTS,2010,HU3,1,498.0
2014,NUTS,2010,HU3,1,458.0
2015,NUTS,2010,HU3,1,437.0
2016,NUTS,2010,HU3,1,448.0
2017,NUTS,2010,HU3,1,500.0
2018,NUTS,2010,HU3,1,580.0
2019,NUTS,2010,HU3,1,592.0
1999,NUTS,2010,HU31,2,25.0
2000,NUTS,2010,HU31,2,33.0
2001,NUTS,2010,HU31,2,29.0
2002,NUTS,2010,HU31,2,38.0
2003,NUTS,2010,HU31,2,45.0
2004,NUTS,2010,HU31,2,48.0
2005,NUTS,2010,HU31,2,55.0
2006,NUTS,2010,HU31,2,61.0
2007,NUTS,2010,HU31,2,80.0
2008,NUTS,2010,HU31,2,77.0
2009,NUTS,2010,HU31,2,87.0
2010,NUTS,2010,HU31,2,104.0
2011,NUTS,2010,HU31,2,121.0
2012,NUTS,2010,HU31,2,109.0
2013,NUTS,2010,HU31,2,111.0
2014,NUTS,2010,HU31,2,92.0
2015,NUTS,2010,HU31,2,90.0
2016,NUTS,2010,HU31,2,77.0
2017,NUTS,2010,HU31,2,86.0
2018,NUTS,2010,HU31,2,100.0
2019,NUTS,2010,HU31,2,124.0
1999,NUTS,2010,HU32,2,65.0
2000,NUTS,2010,HU32,2,87.0
2001,NUTS,2010,HU32,2,61.0
2002,NUTS,2010,HU32,2,64.0
2003,NUTS,2010,HU32,2,81.0
2004,NUTS,2010,HU32,2,75.0
2005,NUTS,2010,HU32,2,95.0
2006,NUTS,2010,HU32,2,118.0
2007,NUTS,2010,HU32,2,146.0
2008,NUTS,2010,HU32,2,161.0
2009,NUTS,2010,HU32,2,179.0
2010,NUTS,2010,HU32,2,208.0
2011,NUTS,2010,HU32,2,217.0
2012,NUTS,2010,HU32,2,214.0
2013,NUTS,2010,HU32,2,181.0
2014,NUTS,2010,HU32,2,152.0
2015,NUTS,2010,HU32,2,175.0
2016,NUTS,2010,HU32,2,181.0
2017,NUTS,2010,HU32,2,210.0
2018,NUTS,2010,HU32,2,232.0
2019,NUTS,2010,HU32,2,197.0
1999,NUTS,2010,HU33,2,47.0
2000,NUTS,2010,HU33,2,58.0
2001,NUTS,2010,HU33,2,45.0
2002,NUTS,2010,HU33,2,59.0
2003,NUTS,2010,HU33,2,52.0
2004,NUTS,2010,HU33,2,68.0
2005,NUTS,2010,HU33,2,92.0
2006,NUTS,2010,HU33,2,108.0
2007,NUTS,2010,HU33,2,129.0
2008,NUTS,2010,HU33,2,118.0
2009,NUTS,2010,HU33,2,185.0
2010,NUTS,2010,HU33,2,187.0
2011,NUTS,2010,HU33,2,234.0
2012,NUTS,2010,HU33,2,210.0
2013,NUTS,2010,HU33,2,206.0
2014,NUTS,2010,HU33,2,214.0
2015,NUTS,2010,HU33,2,172.0
2016,NUTS,2010,HU33,2,190.0
2017,NUTS,2010,HU33,2,204.0
2018,NUTS,2010,HU33,2,248.0
2019,NUTS,2010,HU33,2,271.0
2001,NUTS,2010,IE,0,1405.0
2002,NUTS,2010,IE,0,1321.0
2003,NUTS,2010,IE,0,1341.0
2004,NUTS,2010,IE,0,1470.0
2005,NUTS,2010,IE,0,1557.0
2006,NUTS,2010,IE,0,1743.0
2007,NUTS,2010,IE,0,1929.0
2008,NUTS,2010,IE,0,2070.0
2009,NUTS,2010,IE,0,2310.0
2010,NUTS,2010,IE,0,2356.0
2011,NUTS,2010,IE,0,2370.0
2013,NUTS,2010,IE,0,3110.0
2015,NUTS,2010,IE,0,3410.0
2017,NUTS,2010,IE,0,3952.0
2019,NUTS,2010,IE,0,4539.0
2001,NUTS,2010,IE0,1,1405.0
2002,NUTS,2010,IE0,1,1321.0
2003,NUTS,2010,IE0,1,1341.0
2004,NUTS,2010,IE0,1,1470.0
2005,NUTS,2010,IE0,1,1557.0
2006,NUTS,2010,IE0,1,1743.0
2007,NUTS,2010,IE0,1,1929.0
2008,NUTS,2010,IE0,1,2070.0
2009,NUTS,2010,IE0,1,2310.0
2010,NUTS,2010,IE0,1,2356.0
2011,NUTS,2010,IE0,1,2370.0
2013,NUTS,2010,IE0,1,3110.0
2015,NUTS,2010,IE0,1,3409.0
2017,NUTS,2010,IE0,1,3952.0
2001,NUTS,2010,IE01,2,225.0
2002,NUTS,2010,IE01,2,170.0
2003,NUTS,2010,IE01,2,180.0
2004,NUTS,2010,IE01,2,350.0
2005,NUTS,2010,IE01,2,475.0
2006,NUTS,2010,IE01,2,437.0
2007,NUTS,2010,IE01,2,399.0
2008,NUTS,2010,IE01,2,428.0
2009,NUTS,2010,IE01,2,413.0
2010,NUTS,2010,IE01,2,421.0
2011,NUTS,2010,IE01,2,497.0
2013,NUTS,2010,IE01,2,631.0
2015,NUTS,2010,IE01,2,674.0
2017,NUTS,2010,IE01,2,720.0
2001,NUTS,2010,IE02,2,1180.0
2002,NUTS,2010,IE02,2,1151.0
2003,NUTS,2010,IE02,2,1161.0
2004,NUTS,2010,IE02,2,1120.0
2005,NUTS,2010,IE02,2,1082.0
2006,NUTS,2010,IE02,2,1306.0
2007,NUTS,2010,IE02,2,1530.0
2008,NUTS,2010,IE02,2,1642.0
2009,NUTS,2010,IE02,2,1897.0
2010,NUTS,2010,IE02,2,1934.0
2011,NUTS,2010,IE02,2,1873.0
2013,NUTS,2010,IE02,2,2479.0
2015,NUTS,2010,IE02,2,2735.0
2017,NUTS,2010,IE02,2,3232.0
2001,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2001,NUTS,2010,IEZZ,2,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
1999,NUTS,2010,IS,0,197.0
2001,NUTS,2010,IS,0,385.0
2003,NUTS,2010,IS,0,420.0
2005,NUTS,2010,IS,0,464.0
2006,NUTS,2010,IS,0,492.0
2007,NUTS,2010,IS,0,430.0
2008,NUTS,2010,IS,0,449.0
2009,NUTS,2010,IS,0,358.0
2011,NUTS,2010,IS,0,352.0
2013,NUTS,2010,IS,0,434.0
2015,NUTS,2010,IS,0,524.0
2016,NUTS,2010,IS,0,524.0
2017,NUTS,2010,IS,0,485.0
2018,NUTS,2010,IS,0,485.0
1998,NUTS,2010,IT,0,5341.0
1999,NUTS,2010,IT,0,5161.0
2000,NUTS,2010,IT,0,5490.0
2001,NUTS,2010,IT,0,5573.0
2002,NUTS,2010,IT,0,6110.0
2003,NUTS,2010,IT,0,5872.0
2004,NUTS,2010,IT,0,6165.0
2005,NUTS,2010,IT,0,6392.0
2006,NUTS,2010,IT,0,6904.0
2007,NUTS,2010,IT,0,8380.0
2008,NUTS,2010,IT,0,8941.0
2009,NUTS,2010,IT,0,9493.0
2010,NUTS,2010,IT,0,9394.0
2011,NUTS,2010,IT,0,9927.0
2012,NUTS,2010,IT,0,10796.0
2013,NUTS,2010,IT,0,11315.0
2014,NUTS,2010,IT,0,12106.0
2015,NUTS,2010,IT,0,14337.0
2016,NUTS,2010,IT,0,16143.0
2017,NUTS,2010,IT,0,17665.0
2018,NUTS,2010,IT,0,20972.0
2019,NUTS,2010,IT,0,23341.0
2003,NUTS,2010,ITC,1,3008.0
2004,NUTS,2010,ITC,1,3051.0
2005,NUTS,2010,ITC,1,3236.0
2007,NUTS,2010,ITC,1,4062.0
2008,NUTS,2010,ITC,1,4047.0
2009,NUTS,2010,ITC,1,4173.0
2010,NUTS,2010,ITC,1,4066.0
2011,NUTS,2010,ITC,1,4401.0
2012,NUTS,2010,ITC,1,4798.0
2013,NUTS,2010,ITC,1,4824.0
2014,NUTS,2010,ITC,1,5355.0
2015,NUTS,2010,ITC,1,6256.0
2016,NUTS,2010,ITC,1,6941.0
2017,NUTS,2010,ITC,1,7317.0
2018,NUTS,2010,ITC,1,8443.0
2019,NUTS,2010,ITC,1,9523.0
2003,NUTS,2010,ITC1,2,793.0
2004,NUTS,2010,ITC1,2,849.0
2005,NUTS,2010,ITC1,2,888.0
2007,NUTS,2010,ITC1,2,1068.0
2008,NUTS,2010,ITC1,2,1075.0
2009,NUTS,2010,ITC1,2,1147.0
2010,NUTS,2010,ITC1,2,1158.0
2011,NUTS,2010,ITC1,2,1232.0
2012,NUTS,2010,ITC1,2,1323.0
2013,NUTS,2010,ITC1,2,1331.0
2014,NUTS,2010,ITC1,2,1574.0
2015,NUTS,2010,ITC1,2,1768.0
2016,NUTS,2010,ITC1,2,1810.0
2017,NUTS,2010,ITC1,2,1863.0
2018,NUTS,2010,ITC1,2,2034.0
2019,NUTS,2010,ITC1,2,2233.0
2003,NUTS,2010,ITC2,2,15.0
2004,NUTS,2010,ITC2,2,22.0
2005,NUTS,2010,ITC2,2,20.0
2007,NUTS,2010,ITC2,2,25.0
2008,NUTS,2010,ITC2,2,17.0
2009,NUTS,2010,ITC2,2,19.0
2010,NUTS,2010,ITC2,2,20.0
2011,NUTS,2010,ITC2,2,12.0
2012,NUTS,2010,ITC2,2,16.0
2013,NUTS,2010,ITC2,2,14.0
2014,NUTS,2010,ITC2,2,14.0
2015,NUTS,2010,ITC2,2,21.0
2016,NUTS,2010,ITC2,2,34.0
2017,NUTS,2010,ITC2,2,21.0
2018,NUTS,2010,ITC2,2,25.0
2019,NUTS,2010,ITC2,2,23.0
2003,NUTS,2010,ITC3,2,258.0
2004,NUTS,2010,ITC3,2,243.0
2005,NUTS,2010,ITC3,2,301.0
2007,NUTS,2010,ITC3,2,228.0
2008,NUTS,2010,ITC3,2,352.0
2009,NUTS,2010,ITC3,2,324.0
2010,NUTS,2010,ITC3,2,307.0
2011,NUTS,2010,ITC3,2,297.0
2012,NUTS,2010,ITC3,2,285.0
2013,NUTS,2010,ITC3,2,299.0
2014,NUTS,2010,ITC3,2,275.0
2015,NUTS,2010,ITC3,2,337.0
2016,NUTS,2010,ITC3,2,435.0
2017,NUTS,2010,ITC3,2,352.0
2018,NUTS,2010,ITC3,2,489.0
2019,NUTS,2010,ITC3,2,704.0
2003,NUTS,2010,ITC4,2,1942.0
2004,NUTS,2010,ITC4,2,1937.0
2005,NUTS,2010,ITC4,2,2027.0
2007,NUTS,2010,ITC4,2,2741.0
2008,NUTS,2010,ITC4,2,2603.0
2009,NUTS,2010,ITC4,2,2683.0
2010,NUTS,2010,ITC4,2,2581.0
2011,NUTS,2010,ITC4,2,2860.0
2012,NUTS,2010,ITC4,2,3174.0
2013,NUTS,2010,ITC4,2,3180.0
2014,NUTS,2010,ITC4,2,3492.0
2015,NUTS,2010,ITC4,2,4130.0
2016,NUTS,2010,ITC4,2,4662.0
2017,NUTS,2010,ITC4,2,5081.0
2018,NUTS,2010,ITC4,2,5895.0
2019,NUTS,2010,ITC4,2,6563.0
2003,NUTS,2010,ITF,1,594.0
2004,NUTS,2010,ITF,1,567.0
2005,NUTS,2010,ITF,1,557.0
2007,NUTS,2010,ITF,1,643.0
2008,NUTS,2010,ITF,1,658.0
2009,NUTS,2010,ITF,1,670.0
2010,NUTS,2010,ITF,1,631.0
2011,NUTS,2010,ITF,1,671.0
2012,NUTS,2010,ITF,1,920.0
2013,NUTS,2010,ITF,1,1017.0
2014,NUTS,2010,ITF,1,1141.0
2015,NUTS,2010,ITF,1,1496.0
2016,NUTS,2010,ITF,1,1513.0
2017,NUTS,2010,ITF,1,1638.0
2018,NUTS,2010,ITF,1,2099.0
2019,NUTS,2010,ITF,1,2584.0
2003,NUTS,2010,ITF1,2,160.0
2004,NUTS,2010,ITF1,2,155.0
2005,NUTS,2010,ITF1,2,159.0
2007,NUTS,2010,ITF1,2,176.0
2008,NUTS,2010,ITF1,2,176.0
2009,NUTS,2010,ITF1,2,188.0
2010,NUTS,2010,ITF1,2,163.0
2011,NUTS,2010,ITF1,2,141.0
2012,NUTS,2010,ITF1,2,87.0
2013,NUTS,2010,ITF1,2,83.0
2014,NUTS,2010,ITF1,2,60.0
2015,NUTS,2010,ITF1,2,76.0
2016,NUTS,2010,ITF1,2,119.0
2017,NUTS,2010,ITF1,2,115.0
2018,NUTS,2010,ITF1,2,153.0
2019,NUTS,2010,ITF1,2,173.0
2003,NUTS,2010,ITF2,2,1.0
2004,NUTS,2010,ITF2,2,1.0
2005,NUTS,2010,ITF2,2,3.0
2007,NUTS,2010,ITF2,2,2.0
2008,NUTS,2010,ITF2,2,0.0
2009,NUTS,2010,ITF2,2,4.0
2010,NUTS,2010,ITF2,2,3.0
2011,NUTS,2010,ITF2,2,2.0
2012,NUTS,2010,ITF2,2,3.0
2013,NUTS,2010,ITF2,2,63.0
2014,NUTS,2010,ITF2,2,54.0
2015,NUTS,2010,ITF2,2,83.0
2016,NUTS,2010,ITF2,2,82.0
2017,NUTS,2010,ITF2,2,99.0
2018,NUTS,2010,ITF2,2,105.0
2019,NUTS,2010,ITF2,2,210.0
2003,NUTS,2010,ITF3,2,288.0
2004,NUTS,2010,ITF3,2,268.0
2005,NUTS,2010,ITF3,2,236.0
2007,NUTS,2010,ITF3,2,294.0
2008,NUTS,2010,ITF3,2,310.0
2009,NUTS,2010,ITF3,2,294.0
2010,NUTS,2010,ITF3,2,270.0
2011,NUTS,2010,ITF3,2,361.0
2012,NUTS,2010,ITF3,2,646.0
2013,NUTS,2010,ITF3,2,633.0
2014,NUTS,2010,ITF3,2,701.0
2015,NUTS,2010,ITF3,2,863.0
2016,NUTS,2010,ITF3,2,828.0
2017,NUTS,2010,ITF3,2,818.0
2018,NUTS,2010,ITF3,2,1134.0
2019,NUTS,2010,ITF3,2,1459.0
2003,NUTS,2010,ITF4,2,81.0
2004,NUTS,2010,ITF4,2,83.0
2005,NUTS,2010,ITF4,2,94.0
2007,NUTS,2010,ITF4,2,115.0
2008,NUTS,2010,ITF4,2,109.0
2009,NUTS,2010,ITF4,2,121.0
2010,NUTS,2010,ITF4,2,130.0
2011,NUTS,2010,ITF4,2,122.0
2012,NUTS,2010,ITF4,2,137.0
2013,NUTS,2010,ITF4,2,197.0
2014,NUTS,2010,ITF4,2,283.0
2015,NUTS,2010,ITF4,2,372.0
2016,NUTS,2010,ITF4,2,358.0
2017,NUTS,2010,ITF4,2,458.0
2018,NUTS,2010,ITF4,2,536.0
2019,NUTS,2010,ITF4,2,591.0
2003,NUTS,2010,ITF5,2,52.0
2004,NUTS,2010,ITF5,2,54.0
2005,NUTS,2010,ITF5,2,58.0
2007,NUTS,2010,ITF5,2,41.0
2008,NUTS,2010,ITF5,2,28.0
2009,NUTS,2010,ITF5,2,31.0
2010,NUTS,2010,ITF5,2,41.0
2011,NUTS,2010,ITF5,2,23.0
2012,NUTS,2010,ITF5,2,14.0
2013,NUTS,2010,ITF5,2,5.0
2014,NUTS,2010,ITF5,2,8.0
2015,NUTS,2010,ITF5,2,9.0
2016,NUTS,2010,ITF5,2,15.0
2017,NUTS,2010,ITF5,2,22.0
2018,NUTS,2010,ITF5,2,32.0
2019,NUTS,2010,ITF5,2,24.0
2003,NUTS,2010,ITF6,2,12.0
2004,NUTS,2010,ITF6,2,6.0
2005,NUTS,2010,ITF6,2,7.0
2007,NUTS,2010,ITF6,2,15.0
2008,NUTS,2010,ITF6,2,35.0
2009,NUTS,2010,ITF6,2,32.0
2010,NUTS,2010,ITF6,2,24.0
2011,NUTS,2010,ITF6,2,22.0
2012,NUTS,2010,ITF6,2,33.0
2013,NUTS,2010,ITF6,2,36.0
2014,NUTS,2010,ITF6,2,35.0
2015,NUTS,2010,ITF6,2,93.0
2016,NUTS,2010,ITF6,2,111.0
2017,NUTS,2010,ITF6,2,126.0
2018,NUTS,2010,ITF6,2,140.0
2019,NUTS,2010,ITF6,2,127.0
2003,NUTS,2010,ITG,1,137.0
2004,NUTS,2010,ITG,1,148.0
2005,NUTS,2010,ITG,1,151.0
2007,NUTS,2010,ITG,1,256.0
2008,NUTS,2010,ITG,1,247.0
2009,NUTS,2010,ITG,1,263.0
2010,NUTS,2010,ITG,1,405.0
2011,NUTS,2010,ITG,1,488.0
2012,NUTS,2010,ITG,1,460.0
2013,NUTS,2010,ITG,1,355.0
2014,NUTS,2010,ITG,1,459.0
2015,NUTS,2010,ITG,1,387.0
2016,NUTS,2010,ITG,1,376.0
2017,NUTS,2010,ITG,1,505.0
2018,NUTS,2010,ITG,1,600.0
2019,NUTS,2010,ITG,1,869.0
2003,NUTS,2010,ITG1,2,85.0
2004,NUTS,2010,ITG1,2,112.0
2005,NUTS,2010,ITG1,2,117.0
2007,NUTS,2010,ITG1,2,175.0
2008,NUTS,2010,ITG1,2,180.0
2009,NUTS,2010,ITG1,2,196.0
2010,NUTS,2010,ITG1,2,368.0
2011,NUTS,2010,ITG1,2,446.0
2012,NUTS,2010,ITG1,2,411.0
2013,NUTS,2010,ITG1,2,316.0
2014,NUTS,2010,ITG1,2,418.0
2015,NUTS,2010,ITG1,2,315.0
2016,NUTS,2010,ITG1,2,295.0
2017,NUTS,2010,ITG1,2,398.0
2018,NUTS,2010,ITG1,2,472.0
2019,NUTS,2010,ITG1,2,747.0
2003,NUTS,2010,ITG2,2,52.0
2004,NUTS,2010,ITG2,2,36.0
2005,NUTS,2010,ITG2,2,34.0
2007,NUTS,2010,ITG2,2,81.0
2008,NUTS,2010,ITG2,2,67.0
2009,NUTS,2010,ITG2,2,67.0
2010,NUTS,2010,ITG2,2,37.0
2011,NUTS,2010,ITG2,2,42.0
2012,NUTS,2010,ITG2,2,49.0
2013,NUTS,2010,ITG2,2,39.0
2014,NUTS,2010,ITG2,2,41.0
2015,NUTS,2010,ITG2,2,72.0
2016,NUTS,2010,ITG2,2,81.0
2017,NUTS,2010,ITG2,2,107.0
2018,NUTS,2010,ITG2,2,128.0
2019,NUTS,2010,ITG2,2,122.0
2003,NUTS,2010,ITH,1,1047.0
2004,NUTS,2010,ITH,1,1205.0
2005,NUTS,2010,ITH,1,1250.0
2007,NUTS,2010,ITH,1,1930.0
2008,NUTS,2010,ITH,1,2333.0
2009,NUTS,2010,ITH,1,2644.0
2010,NUTS,2010,ITH,1,2534.0
2011,NUTS,2010,ITH,1,2573.0
2012,NUTS,2010,ITH,1,2498.0
2013,NUTS,2010,ITH,1,2806.0
2014,NUTS,2010,ITH,1,2774.0
2015,NUTS,2010,ITH,1,3267.0
2016,NUTS,2010,ITH,1,3944.0
2017,NUTS,2010,ITH,1,4454.0
2018,NUTS,2010,ITH,1,5257.0
2019,NUTS,2010,ITH,1,5371.0
2003,NUTS,2010,ITH1,2,36.0
2004,NUTS,2010,ITH1,2,23.0
2005,NUTS,2010,ITH1,2,24.0
2007,NUTS,2010,ITH1,2,96.0
2008,NUTS,2010,ITH1,2,42.0
2009,NUTS,2010,ITH1,2,48.0
2010,NUTS,2010,ITH1,2,47.0
2011,NUTS,2010,ITH1,2,72.0
2012,NUTS,2010,ITH1,2,43.0
2013,NUTS,2010,ITH1,2,52.0
2014,NUTS,2010,ITH1,2,69.0
2015,NUTS,2010,ITH1,2,76.0
2016,NUTS,2010,ITH1,2,110.0
2017,NUTS,2010,ITH1,2,84.0
2018,NUTS,2010,ITH1,2,106.0
2019,NUTS,2010,ITH1,2,98.0
2003,NUTS,2010,ITH2,2,14.0
2004,NUTS,2010,ITH2,2,14.0
2005,NUTS,2010,ITH2,2,21.0
2007,NUTS,2010,ITH2,2,32.0
2008,NUTS,2010,ITH2,2,52.0
2009,NUTS,2010,ITH2,2,61.0
2010,NUTS,2010,ITH2,2,70.0
2011,NUTS,2010,ITH2,2,87.0
2012,NUTS,2010,ITH2,2,96.0
2013,NUTS,2010,ITH2,2,115.0
2014,NUTS,2010,ITH2,2,116.0
2015,NUTS,2010,ITH2,2,113.0
2016,NUTS,2010,ITH2,2,139.0
2017,NUTS,2010,ITH2,2,140.0
2018,NUTS,2010,ITH2,2,169.0
2019,NUTS,2010,ITH2,2,181.0
2003,NUTS,2010,ITH3,2,364.0
2004,NUTS,2010,ITH3,2,477.0
2005,NUTS,2010,ITH3,2,534.0
2007,NUTS,2010,ITH3,2,754.0
2008,NUTS,2010,ITH3,2,865.0
2009,NUTS,2010,ITH3,2,1194.0
2010,NUTS,2010,ITH3,2,824.0
2011,NUTS,2010,ITH3,2,898.0
2012,NUTS,2010,ITH3,2,861.0
2013,NUTS,2010,ITH3,2,895.0
2014,NUTS,2010,ITH3,2,915.0
2015,NUTS,2010,ITH3,2,903.0
2016,NUTS,2010,ITH3,2,1158.0
2017,NUTS,2010,ITH3,2,1336.0
2018,NUTS,2010,ITH3,2,1597.0
2019,NUTS,2010,ITH3,2,1631.0
2003,NUTS,2010,ITH4,2,77.0
2004,NUTS,2010,ITH4,2,118.0
2005,NUTS,2010,ITH4,2,97.0
2007,NUTS,2010,ITH4,2,149.0
2008,NUTS,2010,ITH4,2,269.0
2009,NUTS,2010,ITH4,2,266.0
2010,NUTS,2010,ITH4,2,285.0
2011,NUTS,2010,ITH4,2,280.0
2012,NUTS,2010,ITH4,2,316.0
2013,NUTS,2010,ITH4,2,294.0
2014,NUTS,2010,ITH4,2,249.0
2015,NUTS,2010,ITH4,2,249.0
2016,NUTS,2010,ITH4,2,269.0
2017,NUTS,2010,ITH4,2,370.0
2018,NUTS,2010,ITH4,2,396.0
2019,NUTS,2010,ITH4,2,408.0
2003,NUTS,2010,ITH5,2,556.0
2004,NUTS,2010,ITH5,2,573.0
2005,NUTS,2010,ITH5,2,574.0
2007,NUTS,2010,ITH5,2,899.0
2008,NUTS,2010,ITH5,2,1105.0
2009,NUTS,2010,ITH5,2,1075.0
2010,NUTS,2010,ITH5,2,1308.0
2011,NUTS,2010,ITH5,2,1236.0
2012,NUTS,2010,ITH5,2,1182.0
2013,NUTS,2010,ITH5,2,1450.0
2014,NUTS,2010,ITH5,2,1425.0
2015,NUTS,2010,ITH5,2,1926.0
2016,NUTS,2010,ITH5,2,2268.0
2017,NUTS,2010,ITH5,2,2524.0
2018,NUTS,2010,ITH5,2,2989.0
2019,NUTS,2010,ITH5,2,3053.0
2003,NUTS,2010,ITI,1,1086.0
2004,NUTS,2010,ITI,1,1194.0
2005,NUTS,2010,ITI,1,1198.0
2007,NUTS,2010,ITI,1,1489.0
2008,NUTS,2010,ITI,1,1656.0
2009,NUTS,2010,ITI,1,1743.0
2010,NUTS,2010,ITI,1,1758.0
2011,NUTS,2010,ITI,1,1794.0
2012,NUTS,2010,ITI,1,2120.0
2013,NUTS,2010,ITI,1,2313.0
2014,NUTS,2010,ITI,1,2377.0
2015,NUTS,2010,ITI,1,2931.0
2016,NUTS,2010,ITI,1,3369.0
2017,NUTS,2010,ITI,1,3751.0
2018,NUTS,2010,ITI,1,4573.0
2019,NUTS,2010,ITI,1,4994.0
2003,NUTS,2010,ITI1,2,280.0
2004,NUTS,2010,ITI1,2,312.0
2005,NUTS,2010,ITI1,2,299.0
2007,NUTS,2010,ITI1,2,442.0
2008,NUTS,2010,ITI1,2,500.0
2009,NUTS,2010,ITI1,2,603.0
2010,NUTS,2010,ITI1,2,572.0
2011,NUTS,2010,ITI1,2,585.0
2012,NUTS,2010,ITI1,2,793.0
2013,NUTS,2010,ITI1,2,848.0
2014,NUTS,2010,ITI1,2,844.0
2015,NUTS,2010,ITI1,2,1131.0
2016,NUTS,2010,ITI1,2,1235.0
2017,NUTS,2010,ITI1,2,1415.0
2018,NUTS,2010,ITI1,2,1753.0
2019,NUTS,2010,ITI1,2,1816.0
2003,NUTS,2010,ITI2,2,61.0
2004,NUTS,2010,ITI2,2,52.0
2005,NUTS,2010,ITI2,2,58.0
2007,NUTS,2010,ITI2,2,74.0
2008,NUTS,2010,ITI2,2,70.0
2009,NUTS,2010,ITI2,2,80.0
2010,NUTS,2010,ITI2,2,101.0
2011,NUTS,2010,ITI2,2,74.0
2012,NUTS,2010,ITI2,2,141.0
2013,NUTS,2010,ITI2,2,142.0
2014,NUTS,2010,ITI2,2,176.0
2015,NUTS,2010,ITI2,2,84.0
2016,NUTS,2010,ITI2,2,99.0
2017,NUTS,2010,ITI2,2,140.0
2018,NUTS,2010,ITI2,2,170.0
2019,NUTS,2010,ITI2,2,205.0
2003,NUTS,2010,ITI3,2,61.0
2004,NUTS,2010,ITI3,2,62.0
2005,NUTS,2010,ITI3,2,60.0
2007,NUTS,2010,ITI3,2,124.0
2008,NUTS,2010,ITI3,2,97.0
2009,NUTS,2010,ITI3,2,119.0
2010,NUTS,2010,ITI3,2,112.0
2011,NUTS,2010,ITI3,2,113.0
2012,NUTS,2010,ITI3,2,132.0
2013,NUTS,2010,ITI3,2,143.0
2014,NUTS,2010,ITI3,2,153.0
2015,NUTS,2010,ITI3,2,162.0
2016,NUTS,2010,ITI3,2,224.0
2017,NUTS,2010,ITI3,2,314.0
2018,NUTS,2010,ITI3,2,366.0
2019,NUTS,2010,ITI3,2,389.0
2003,NUTS,2010,ITI4,2,684.0
2004,NUTS,2010,ITI4,2,768.0
2005,NUTS,2010,ITI4,2,781.0
2007,NUTS,2010,ITI4,2,849.0
2008,NUTS,2010,ITI4,2,989.0
2009,NUTS,2010,ITI4,2,941.0
2010,NUTS,2010,ITI4,2,973.0
2011,NUTS,2010,ITI4,2,1022.0
2012,NUTS,2010,ITI4,2,1054.0
2013,NUTS,2010,ITI4,2,1180.0
2014,NUTS,2010,ITI4,2,1204.0
2015,NUTS,2010,ITI4,2,1554.0
2016,NUTS,2010,ITI4,2,1811.0
2017,NUTS,2010,ITI4,2,1882.0
2018,NUTS,2010,ITI4,2,2285.0
2019,NUTS,2010,ITI4,2,2584.0
2001,NUTS,2010,JP,0,25359.0
2002,NUTS,2010,JP,0,27204.0
2003,NUTS,2010,JP,0,32596.0
2004,NUTS,2010,JP,0,31541.0
2005,NUTS,2010,JP,0,33791.0
2006,NUTS,2010,JP,0,35976.0
2007,NUTS,2010,JP,0,40017.0
2008,NUTS,2010,JP,0,38443.0
2009,NUTS,2010,JP,0,40664.0
2010,NUTS,2010,JP,0,40441.0
2011,NUTS,2010,JP,0,40680.0
2012,NUTS,2010,JP,0,42243.0
2013,NUTS,2010,JP,0,43032.0
2014,NUTS,2010,JP,0,45578.0
2015,NUTS,2010,JP,0,46282.0
2016,NUTS,2010,JP,0,49568.0
2017,NUTS,2010,JP,0,53557.0
2018,NUTS,2010,JP,0,55970.0
2019,NUTS,2010,JP,0,57368.0
1997,NUTS,2010,KR,0,4155.0
1998,NUTS,2010,KR,0,3739.0
1999,NUTS,2010,KR,0,4352.0
2000,NUTS,2010,KR,0,7341.0
2001,NUTS,2010,KR,0,10206.0
