year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_hc_t
2019,NUTS,2010,PL6,1,280.0
2013,NUTS,2010,PL61,2,72.0
2015,NUTS,2010,PL61,2,70.0
2018,NUTS,2010,PL61,2,79.0
2019,NUTS,2010,PL61,2,74.0
2012,NUTS,2010,PL62,2,164.0
2014,NUTS,2010,PL62,2,193.0
2015,NUTS,2010,PL62,2,183.0
2016,NUTS,2010,PL62,2,53.0
2018,NUTS,2010,PL62,2,60.0
2019,NUTS,2010,PL62,2,19.0
2011,NUTS,2010,PL63,2,294.0
2013,NUTS,2010,PL63,2,351.0
2014,NUTS,2010,PL63,2,294.0
2015,NUTS,2010,PL63,2,289.0
2017,NUTS,2010,PL63,2,76.0
2018,NUTS,2010,PL63,2,160.0
2019,NUTS,2010,PL63,2,187.0
2016,NUTS,2010,PL7,1,327.0
2017,NUTS,2010,PL7,1,464.0
2018,NUTS,2010,PL7,1,478.0
2019,NUTS,2010,PL7,1,404.0
2018,NUTS,2010,PL71,2,384.0
2018,NUTS,2010,PL72,2,94.0
2016,NUTS,2010,PL8,1,168.0
2017,NUTS,2010,PL8,1,235.0
2018,NUTS,2010,PL8,1,214.0
2019,NUTS,2010,PL8,1,228.0
2016,NUTS,2010,PL81,2,92.0
2018,NUTS,2010,PL81,2,93.0
2019,NUTS,2010,PL81,2,131.0
2016,NUTS,2010,PL82,2,20.0
2019,NUTS,2010,PL82,2,40.0
2016,NUTS,2010,PL84,2,56.0
2019,NUTS,2010,PL84,2,57.0
2016,NUTS,2010,PL9,1,2413.0
2017,NUTS,2010,PL9,1,3179.0
2018,NUTS,2010,PL9,1,2319.0
2019,NUTS,2010,PL9,1,2110.0
2019,NUTS,2010,PL91,2,2066.0
2019,NUTS,2010,PL92,2,44.0
2011,NUTS,2010,PT,0,6059.0
2012,NUTS,2010,PT,0,4784.0
2013,NUTS,2010,PT,0,4101.0
2014,NUTS,2010,PT,0,4510.0
2015,NUTS,2010,PT,0,4620.0
2016,NUTS,2010,PT,0,4614.0
2017,NUTS,2010,PT,0,5327.0
2018,NUTS,2010,PT,0,5501.0
2019,NUTS,2010,PT,0,5839.0
2020,NUTS,2010,PT,0,5972.0
2011,NUTS,2010,PT1,1,5774.0
2012,NUTS,2010,PT1,1,4533.0
2013,NUTS,2010,PT1,1,3954.0
2014,NUTS,2010,PT1,1,4334.0
2015,NUTS,2010,PT1,1,4432.0
2016,NUTS,2010,PT1,1,4422.0
2017,NUTS,2010,PT1,1,5111.0
2018,NUTS,2010,PT1,1,5319.0
2019,NUTS,2010,PT1,1,5619.0
2020,NUTS,2010,PT1,1,5710.0
2011,NUTS,2010,PT11,2,1407.0
2012,NUTS,2010,PT11,2,975.0
2013,NUTS,2010,PT11,2,960.0
2014,NUTS,2010,PT11,2,1156.0
2015,NUTS,2010,PT11,2,1386.0
2016,NUTS,2010,PT11,2,1468.0
2017,NUTS,2010,PT11,2,1789.0
2018,NUTS,2010,PT11,2,1925.0
2019,NUTS,2010,PT11,2,2167.0
2020,NUTS,2010,PT11,2,2127.0
2011,NUTS,2010,PT15,2,124.0
2012,NUTS,2010,PT15,2,181.0
2013,NUTS,2010,PT15,2,123.0
2014,NUTS,2010,PT15,2,54.0
2015,NUTS,2010,PT15,2,38.0
2016,NUTS,2010,PT15,2,53.0
2017,NUTS,2010,PT15,2,73.0
2018,NUTS,2010,PT15,2,77.0
2019,NUTS,2010,PT15,2,79.0
2020,NUTS,2010,PT15,2,120.0
2011,NUTS,2010,PT16,2,817.0
2012,NUTS,2010,PT16,2,610.0
2013,NUTS,2010,PT16,2,515.0
2014,NUTS,2010,PT16,2,624.0
2015,NUTS,2010,PT16,2,694.0
2016,NUTS,2010,PT16,2,708.0
2017,NUTS,2010,PT16,2,772.0
2018,NUTS,2010,PT16,2,756.0
2019,NUTS,2010,PT16,2,849.0
2020,NUTS,2010,PT16,2,785.0
2011,NUTS,2010,PT17,2,3384.0
2012,NUTS,2010,PT17,2,2745.0
2013,NUTS,2010,PT17,2,2339.0
2014,NUTS,2010,PT17,2,2483.0
2015,NUTS,2010,PT17,2,2295.0
2016,NUTS,2010,PT17,2,2176.0
2017,NUTS,2010,PT17,2,2473.0
2018,NUTS,2010,PT17,2,2557.0
2019,NUTS,2010,PT17,2,2522.0
2020,NUTS,2010,PT17,2,2675.0
2011,NUTS,2010,PT18,2,42.0
2012,NUTS,2010,PT18,2,22.0
2013,NUTS,2010,PT18,2,17.0
2014,NUTS,2010,PT18,2,17.0
2015,NUTS,2010,PT18,2,19.0
2016,NUTS,2010,PT18,2,17.0
2017,NUTS,2010,PT18,2,4.0
2018,NUTS,2010,PT18,2,4.0
2019,NUTS,2010,PT18,2,2.0
2020,NUTS,2010,PT18,2,3.0
2011,NUTS,2010,PT2,1,75.0
2012,NUTS,2010,PT2,1,157.0
2013,NUTS,2010,PT2,1,83.0
2014,NUTS,2010,PT2,1,110.0
2015,NUTS,2010,PT2,1,105.0
2016,NUTS,2010,PT2,1,93.0
2017,NUTS,2010,PT2,1,93.0
2018,NUTS,2010,PT2,1,63.0
2019,NUTS,2010,PT2,1,76.0
2020,NUTS,2010,PT2,1,113.0
2011,NUTS,2010,PT20,2,75.0
2012,NUTS,2010,PT20,2,157.0
2013,NUTS,2010,PT20,2,83.0
2014,NUTS,2010,PT20,2,110.0
2015,NUTS,2010,PT20,2,105.0
2016,NUTS,2010,PT20,2,93.0
2017,NUTS,2010,PT20,2,93.0
2018,NUTS,2010,PT20,2,63.0
2019,NUTS,2010,PT20,2,76.0
2020,NUTS,2010,PT20,2,113.0
2011,NUTS,2010,PT3,1,210.0
2012,NUTS,2010,PT3,1,94.0
2013,NUTS,2010,PT3,1,64.0
2014,NUTS,2010,PT3,1,66.0
2015,NUTS,2010,PT3,1,83.0
2016,NUTS,2010,PT3,1,99.0
2017,NUTS,2010,PT3,1,123.0
2018,NUTS,2010,PT3,1,119.0
2019,NUTS,2010,PT3,1,144.0
2020,NUTS,2010,PT3,1,149.0
2011,NUTS,2010,PT30,2,210.0
2012,NUTS,2010,PT30,2,94.0
2013,NUTS,2010,PT30,2,64.0
2014,NUTS,2010,PT30,2,66.0
2015,NUTS,2010,PT30,2,83.0
2016,NUTS,2010,PT30,2,99.0
2017,NUTS,2010,PT30,2,123.0
2018,NUTS,2010,PT30,2,119.0
2019,NUTS,2010,PT30,2,144.0
2020,NUTS,2010,PT30,2,149.0
2011,NUTS,2010,RO,0,6117.0
2012,NUTS,2010,RO,0,6664.0
2013,NUTS,2010,RO,0,6859.0
2014,NUTS,2010,RO,0,6799.0
2015,NUTS,2010,RO,0,7032.0
2016,NUTS,2010,RO,0,7043.0
2017,NUTS,2010,RO,0,6856.0
2018,NUTS,2010,RO,0,7064.0
2019,NUTS,2010,RO,0,7267.0
2011,NUTS,2010,RO1,1,320.0
2012,NUTS,2010,RO1,1,587.0
2013,NUTS,2010,RO1,1,599.0
2014,NUTS,2010,RO1,1,576.0
2015,NUTS,2010,RO1,1,621.0
2016,NUTS,2010,RO1,1,579.0
2017,NUTS,2010,RO1,1,565.0
2018,NUTS,2010,RO1,1,601.0
2019,NUTS,2010,RO1,1,638.0
2011,NUTS,2010,RO11,2,225.0
2012,NUTS,2010,RO11,2,490.0
2013,NUTS,2010,RO11,2,493.0
2014,NUTS,2010,RO11,2,454.0
2015,NUTS,2010,RO11,2,507.0
2016,NUTS,2010,RO11,2,464.0
2017,NUTS,2010,RO11,2,461.0
2018,NUTS,2010,RO11,2,494.0
2019,NUTS,2010,RO11,2,501.0
2011,NUTS,2010,RO12,2,95.0
2012,NUTS,2010,RO12,2,97.0
2013,NUTS,2010,RO12,2,106.0
2014,NUTS,2010,RO12,2,122.0
2015,NUTS,2010,RO12,2,114.0
2016,NUTS,2010,RO12,2,115.0
2017,NUTS,2010,RO12,2,104.0
2018,NUTS,2010,RO12,2,107.0
2019,NUTS,2010,RO12,2,137.0
2011,NUTS,2010,RO2,1,746.0
2012,NUTS,2010,RO2,1,695.0
2013,NUTS,2010,RO2,1,672.0
2014,NUTS,2010,RO2,1,699.0
2015,NUTS,2010,RO2,1,752.0
2016,NUTS,2010,RO2,1,745.0
2017,NUTS,2010,RO2,1,711.0
2018,NUTS,2010,RO2,1,735.0
2019,NUTS,2010,RO2,1,782.0
2011,NUTS,2010,RO21,2,501.0
2012,NUTS,2010,RO21,2,494.0
2013,NUTS,2010,RO21,2,481.0
2014,NUTS,2010,RO21,2,510.0
2015,NUTS,2010,RO21,2,537.0
2016,NUTS,2010,RO21,2,550.0
2017,NUTS,2010,RO21,2,510.0
2018,NUTS,2010,RO21,2,526.0
2019,NUTS,2010,RO21,2,561.0
2011,NUTS,2010,RO22,2,245.0
2012,NUTS,2010,RO22,2,201.0
2013,NUTS,2010,RO22,2,191.0
2014,NUTS,2010,RO22,2,189.0
2015,NUTS,2010,RO22,2,215.0
2016,NUTS,2010,RO22,2,195.0
2017,NUTS,2010,RO22,2,201.0
2018,NUTS,2010,RO22,2,209.0
2019,NUTS,2010,RO22,2,221.0
2011,NUTS,2010,RO3,1,4550.0
2012,NUTS,2010,RO3,1,5015.0
2013,NUTS,2010,RO3,1,5103.0
2014,NUTS,2010,RO3,1,5138.0
2015,NUTS,2010,RO3,1,5181.0
2016,NUTS,2010,RO3,1,5229.0
2017,NUTS,2010,RO3,1,5097.0
2018,NUTS,2010,RO3,1,5212.0
2019,NUTS,2010,RO3,1,5310.0
2011,NUTS,2010,RO31,2,153.0
2012,NUTS,2010,RO31,2,151.0
2013,NUTS,2010,RO31,2,150.0
2014,NUTS,2010,RO31,2,149.0
2015,NUTS,2010,RO31,2,147.0
2016,NUTS,2010,RO31,2,151.0
2017,NUTS,2010,RO31,2,131.0
2018,NUTS,2010,RO31,2,113.0
2019,NUTS,2010,RO31,2,108.0
2011,NUTS,2010,RO32,2,4397.0
2012,NUTS,2010,RO32,2,4864.0
2013,NUTS,2010,RO32,2,4953.0
2014,NUTS,2010,RO32,2,4989.0
2015,NUTS,2010,RO32,2,5034.0
2016,NUTS,2010,RO32,2,5078.0
2017,NUTS,2010,RO32,2,4966.0
2018,NUTS,2010,RO32,2,5099.0
2019,NUTS,2010,RO32,2,5202.0
2011,NUTS,2010,RO4,1,501.0
2012,NUTS,2010,RO4,1,367.0
2013,NUTS,2010,RO4,1,485.0
2014,NUTS,2010,RO4,1,386.0
2015,NUTS,2010,RO4,1,478.0
2016,NUTS,2010,RO4,1,490.0
2017,NUTS,2010,RO4,1,483.0
2018,NUTS,2010,RO4,1,516.0
2019,NUTS,2010,RO4,1,537.0
2011,NUTS,2010,RO41,2,248.0
2012,NUTS,2010,RO41,2,141.0
2013,NUTS,2010,RO41,2,263.0
2014,NUTS,2010,RO41,2,153.0
2015,NUTS,2010,RO41,2,262.0
2016,NUTS,2010,RO41,2,253.0
2017,NUTS,2010,RO41,2,252.0
2018,NUTS,2010,RO41,2,273.0
2019,NUTS,2010,RO41,2,269.0
2011,NUTS,2010,RO42,2,253.0
2012,NUTS,2010,RO42,2,226.0
2013,NUTS,2010,RO42,2,222.0
2014,NUTS,2010,RO42,2,233.0
2015,NUTS,2010,RO42,2,216.0
2016,NUTS,2010,RO42,2,237.0
2017,NUTS,2010,RO42,2,231.0
2018,NUTS,2010,RO42,2,243.0
2019,NUTS,2010,RO42,2,268.0
2011,NUTS,2010,RS,0,2929.0
2012,NUTS,2010,RS,0,3083.0
2013,NUTS,2010,RS,0,3133.0
2014,NUTS,2010,RS,0,2920.0
2015,NUTS,2010,RS,0,3236.0
2016,NUTS,2010,RS,0,3011.0
2017,NUTS,2010,RS,0,3034.0
2018,NUTS,2010,RS,0,3112.0
2019,NUTS,2010,RS,0,3292.0
2020,NUTS,2010,RS,0,3401.0
2018,NUTS,2010,RS1,1,3037.0
2019,NUTS,2010,RS1,1,3210.0
2020,NUTS,2010,RS1,1,3250.0
2018,NUTS,2010,RS11,2,2784.0
2019,NUTS,2010,RS11,2,2915.0
2020,NUTS,2010,RS11,2,2938.0
2018,NUTS,2010,RS12,2,253.0
2019,NUTS,2010,RS12,2,295.0
2020,NUTS,2010,RS12,2,312.0
2018,NUTS,2010,RS2,1,75.0
2019,NUTS,2010,RS2,1,82.0
2020,NUTS,2010,RS2,1,151.0
2018,NUTS,2010,RS21,2,20.0
2019,NUTS,2010,RS21,2,20.0
2020,NUTS,2010,RS21,2,70.0
2018,NUTS,2010,RS22,2,55.0
2019,NUTS,2010,RS22,2,62.0
2020,NUTS,2010,RS22,2,81.0
2011,NUTS,2010,RU,0,128717.0
2012,NUTS,2010,RU,0,136521.0
2013,NUTS,2010,RU,0,132204.0
2014,NUTS,2010,RU,0,132796.0
2015,NUTS,2010,RU,0,134794.0
2017,NUTS,2010,RU,0,130081.0
2018,NUTS,2010,RU,0,131366.0
2019,NUTS,2010,RU,0,113555.0
2011,NUTS,2010,SE,0,6394.0
2013,NUTS,2010,SE,0,9527.0
2015,NUTS,2010,SE,0,12231.0
2017,NUTS,2010,SE,0,13380.0
2019,NUTS,2010,SE,0,11491.0
2011,NUTS,2010,SE1,1,1962.0
2013,NUTS,2010,SE1,1,5403.0
2015,NUTS,2010,SE1,1,6573.0
2017,NUTS,2010,SE1,1,6129.0
2019,NUTS,2010,SE1,1,6004.0
2011,NUTS,2010,SE11,2,878.0
2013,NUTS,2010,SE11,2,3695.0
2015,NUTS,2010,SE11,2,4054.0
2017,NUTS,2010,SE11,2,2746.0
2019,NUTS,2010,SE11,2,2739.0
2011,NUTS,2010,SE12,2,1086.0
2013,NUTS,2010,SE12,2,1707.0
2015,NUTS,2010,SE12,2,2518.0
2017,NUTS,2010,SE12,2,3382.0
2019,NUTS,2010,SE12,2,3265.0
2011,NUTS,2010,SE2,1,3488.0
2013,NUTS,2010,SE2,1,2883.0
2015,NUTS,2010,SE2,1,4076.0
2017,NUTS,2010,SE2,1,5801.0
2019,NUTS,2010,SE2,1,4165.0
2011,NUTS,2010,SE21,2,77.0
2013,NUTS,2010,SE21,2,183.0
2015,NUTS,2010,SE21,2,305.0
2017,NUTS,2010,SE21,2,269.0
2019,NUTS,2010,SE21,2,256.0
2011,NUTS,2010,SE22,2,73.0
2013,NUTS,2010,SE22,2,238.0
2015,NUTS,2010,SE22,2,475.0
2017,NUTS,2010,SE22,2,2481.0
2019,NUTS,2010,SE22,2,1054.0
2011,NUTS,2010,SE23,2,3337.0
2013,NUTS,2010,SE23,2,2462.0
2015,NUTS,2010,SE23,2,3296.0
2017,NUTS,2010,SE23,2,3051.0
2019,NUTS,2010,SE23,2,2856.0
2011,NUTS,2010,SE3,1,943.0
2013,NUTS,2010,SE3,1,1242.0
2015,NUTS,2010,SE3,1,1582.0
2017,NUTS,2010,SE3,1,1451.0
2019,NUTS,2010,SE3,1,1321.0
2011,NUTS,2010,SE31,2,247.0
2013,NUTS,2010,SE31,2,600.0
2015,NUTS,2010,SE31,2,610.0
2017,NUTS,2010,SE31,2,595.0
2019,NUTS,2010,SE31,2,605.0
2011,NUTS,2010,SE32,2,13.0
2013,NUTS,2010,SE32,2,77.0
2015,NUTS,2010,SE32,2,75.0
2017,NUTS,2010,SE32,2,108.0
2019,NUTS,2010,SE32,2,73.0
2011,NUTS,2010,SE33,2,685.0
2013,NUTS,2010,SE33,2,565.0
2015,NUTS,2010,SE33,2,898.0
2017,NUTS,2010,SE33,2,748.0
2019,NUTS,2010,SE33,2,644.0
2011,NUTS,2010,SI,0,2153.0
2012,NUTS,2010,SI,0,2169.0
2013,NUTS,2010,SI,0,2165.0
2014,NUTS,2010,SI,0,2077.0
2015,NUTS,2010,SI,0,1927.0
2016,NUTS,2010,SI,0,1958.0
2017,NUTS,2010,SI,0,2170.0
2018,NUTS,2010,SI,0,2281.0
2019,NUTS,2010,SI,0,2322.0
2011,NUTS,2010,SI0,1,2153.0
2012,NUTS,2010,SI0,1,2169.0
2013,NUTS,2010,SI0,1,2165.0
2014,NUTS,2010,SI0,1,2077.0
2015,NUTS,2010,SI0,1,1927.0
2016,NUTS,2010,SI0,1,1958.0
2017,NUTS,2010,SI0,1,2170.0
2018,NUTS,2010,SI0,1,2281.0
2019,NUTS,2010,SI0,1,2322.0
2013,NUTS,2010,SI03,2,177.0
2014,NUTS,2010,SI03,2,85.0
2015,NUTS,2010,SI03,2,49.0
2016,NUTS,2010,SI03,2,38.0
2013,NUTS,2010,SI04,2,1987.0
2014,NUTS,2010,SI04,2,1992.0
2015,NUTS,2010,SI04,2,1878.0
2016,NUTS,2010,SI04,2,1920.0
2011,NUTS,2010,SK,0,3519.0
2012,NUTS,2010,SK,0,3683.0
2013,NUTS,2010,SK,0,3324.0
2014,NUTS,2010,SK,0,3975.0
2015,NUTS,2010,SK,0,3957.0
2016,NUTS,2010,SK,0,4422.0
2017,NUTS,2010,SK,0,4408.0
2018,NUTS,2010,SK,0,4628.0
2019,NUTS,2010,SK,0,4706.0
2020,NUTS,2010,SK,0,4900.0
2011,NUTS,2010,SK01,2,2661.0
2012,NUTS,2010,SK01,2,2692.0
2013,NUTS,2010,SK01,2,2624.0
2014,NUTS,2010,SK01,2,2817.0
2015,NUTS,2010,SK01,2,2782.0
2016,NUTS,2010,SK01,2,3184.0
2017,NUTS,2010,SK01,2,3282.0
2018,NUTS,2010,SK01,2,3475.0
2019,NUTS,2010,SK01,2,3751.0
2020,NUTS,2010,SK01,2,3954.0
2011,NUTS,2010,SK02,2,246.0
2012,NUTS,2010,SK02,2,280.0
2013,NUTS,2010,SK02,2,104.0
2014,NUTS,2010,SK02,2,432.0
2015,NUTS,2010,SK02,2,379.0
2016,NUTS,2010,SK02,2,370.0
2017,NUTS,2010,SK02,2,321.0
2018,NUTS,2010,SK02,2,347.0
2019,NUTS,2010,SK02,2,267.0
2020,NUTS,2010,SK02,2,235.0
2011,NUTS,2010,SK03,2,178.0
2012,NUTS,2010,SK03,2,260.0
2013,NUTS,2010,SK03,2,121.0
2014,NUTS,2010,SK03,2,160.0
2015,NUTS,2010,SK03,2,309.0
2016,NUTS,2010,SK03,2,345.0
2017,NUTS,2010,SK03,2,288.0
2018,NUTS,2010,SK03,2,328.0
2019,NUTS,2010,SK03,2,256.0
2020,NUTS,2010,SK03,2,296.0
2011,NUTS,2010,SK04,2,434.0
2012,NUTS,2010,SK04,2,451.0
2013,NUTS,2010,SK04,2,475.0
2014,NUTS,2010,SK04,2,566.0
2015,NUTS,2010,SK04,2,487.0
2016,NUTS,2010,SK04,2,523.0
2017,NUTS,2010,SK04,2,517.0
2018,NUTS,2010,SK04,2,478.0
2019,NUTS,2010,SK04,2,432.0
2020,NUTS,2010,SK04,2,415.0
2011,NUTS,2010,TR,0,7073.0
2012,NUTS,2010,TR,0,7359.0
2013,NUTS,2010,TR,0,7083.0
2014,NUTS,2010,TR,0,7251.0
2015,NUTS,2010,TR,0,7199.0
2016,NUTS,2010,TR,0,7483.0
2017,NUTS,2010,TR,0,7379.0
2018,NUTS,2010,TR,0,7549.0
2019,NUTS,2010,TR,0,6635.0
2020,NUTS,2010,TR,0,6970.0
2011,NUTS,2010,UK,0,8617.0
2012,NUTS,2010,UK,0,8752.0
2013,NUTS,2010,UK,0,8714.0
2014,NUTS,2010,UK,0,8873.0
2015,NUTS,2010,UK,0,8391.0
2016,NUTS,2010,UK,0,8257.0
2017,NUTS,2010,UK,0,8427.0
2018,NUTS,2010,UK,0,8141.0
2011,NUTS,2010,UKC,1,1.0
2012,NUTS,2010,UKC,1,1.0
2013,NUTS,2010,UKC,1,1.0
2014,NUTS,2010,UKC,1,1.0
2015,NUTS,2010,UKC,1,1.0
2016,NUTS,2010,UKC,1,3.0
2017,NUTS,2010,UKC,1,6.0
2018,NUTS,2010,UKC,1,7.0
2011,NUTS,2010,UKC1,2,1.0
2012,NUTS,2010,UKC1,2,1.0
2013,NUTS,2010,UKC1,2,1.0
2014,NUTS,2010,UKC1,2,1.0
2015,NUTS,2010,UKC1,2,1.0
2016,NUTS,2010,UKC1,2,1.0
2017,NUTS,2010,UKC1,2,3.0
2018,NUTS,2010,UKC1,2,3.0
2011,NUTS,2010,UKC2,2,0.0
2012,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,0.0
2014,NUTS,2010,UKC2,2,0.0
2015,NUTS,2010,UKC2,2,0.0
2016,NUTS,2010,UKC2,2,2.0
2017,NUTS,2010,UKC2,2,3.0
2018,NUTS,2010,UKC2,2,4.0
2011,NUTS,2010,UKD,1,306.0
2012,NUTS,2010,UKD,1,304.0
2013,NUTS,2010,UKD,1,321.0
2014,NUTS,2010,UKD,1,347.0
2015,NUTS,2010,UKD,1,355.0
2016,NUTS,2010,UKD,1,365.0
2017,NUTS,2010,UKD,1,394.0
2018,NUTS,2010,UKD,1,369.0
2011,NUTS,2010,UKD1,2,2.0
2012,NUTS,2010,UKD1,2,2.0
2013,NUTS,2010,UKD1,2,3.0
2014,NUTS,2010,UKD1,2,4.0
2015,NUTS,2010,UKD1,2,4.0
2016,NUTS,2010,UKD1,2,4.0
2017,NUTS,2010,UKD1,2,3.0
2018,NUTS,2010,UKD1,2,3.0
2011,NUTS,2010,UKD3,2,16.0
2012,NUTS,2010,UKD3,2,41.0
2013,NUTS,2010,UKD3,2,44.0
2014,NUTS,2010,UKD3,2,52.0
2015,NUTS,2010,UKD3,2,41.0
2016,NUTS,2010,UKD3,2,45.0
2017,NUTS,2010,UKD3,2,200.0
2018,NUTS,2010,UKD3,2,50.0
2011,NUTS,2010,UKD4,2,62.0
2012,NUTS,2010,UKD4,2,54.0
2013,NUTS,2010,UKD4,2,53.0
2014,NUTS,2010,UKD4,2,56.0
2015,NUTS,2010,UKD4,2,58.0
2016,NUTS,2010,UKD4,2,57.0
2017,NUTS,2010,UKD4,2,50.0
2018,NUTS,2010,UKD4,2,54.0
2011,NUTS,2010,UKD6,2,142.0
2012,NUTS,2010,UKD6,2,133.0
2013,NUTS,2010,UKD6,2,134.0
2014,NUTS,2010,UKD6,2,151.0
2015,NUTS,2010,UKD6,2,164.0
2016,NUTS,2010,UKD6,2,173.0
2017,NUTS,2010,UKD6,2,57.0
2018,NUTS,2010,UKD6,2,181.0
2011,NUTS,2010,UKD7,2,85.0
2012,NUTS,2010,UKD7,2,73.0
2013,NUTS,2010,UKD7,2,88.0
2014,NUTS,2010,UKD7,2,85.0
2015,NUTS,2010,UKD7,2,88.0
2016,NUTS,2010,UKD7,2,86.0
2017,NUTS,2010,UKD7,2,84.0
2018,NUTS,2010,UKD7,2,81.0
2011,NUTS,2010,UKE,1,209.0
2012,NUTS,2010,UKE,1,232.0
2013,NUTS,2010,UKE,1,281.0
2014,NUTS,2010,UKE,1,281.0
2015,NUTS,2010,UKE,1,92.0
2016,NUTS,2010,UKE,1,82.0
2017,NUTS,2010,UKE,1,96.0
2018,NUTS,2010,UKE,1,99.0
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,1.0
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,1.0
2011,NUTS,2010,UKE2,2,175.0
2012,NUTS,2010,UKE2,2,197.0
2013,NUTS,2010,UKE2,2,237.0
2014,NUTS,2010,UKE2,2,233.0
2015,NUTS,2010,UKE2,2,44.0
2016,NUTS,2010,UKE2,2,24.0
2017,NUTS,2010,UKE2,2,36.0
2018,NUTS,2010,UKE2,2,31.0
2011,NUTS,2010,UKE3,2,30.0
2012,NUTS,2010,UKE3,2,31.0
2013,NUTS,2010,UKE3,2,35.0
2014,NUTS,2010,UKE3,2,43.0
2015,NUTS,2010,UKE3,2,40.0
2016,NUTS,2010,UKE3,2,46.0
2017,NUTS,2010,UKE3,2,49.0
2018,NUTS,2010,UKE3,2,58.0
2011,NUTS,2010,UKE4,2,4.0
2012,NUTS,2010,UKE4,2,5.0
2013,NUTS,2010,UKE4,2,9.0
2014,NUTS,2010,UKE4,2,6.0
2015,NUTS,2010,UKE4,2,7.0
2016,NUTS,2010,UKE4,2,12.0
2017,NUTS,2010,UKE4,2,10.0
2018,NUTS,2010,UKE4,2,10.0
2011,NUTS,2010,UKF,1,356.0
2012,NUTS,2010,UKF,1,330.0
2013,NUTS,2010,UKF,1,327.0
2014,NUTS,2010,UKF,1,343.0
2015,NUTS,2010,UKF,1,354.0
2016,NUTS,2010,UKF,1,310.0
2017,NUTS,2010,UKF,1,302.0
2018,NUTS,2010,UKF,1,240.0
2011,NUTS,2010,UKF1,2,305.0
2012,NUTS,2010,UKF1,2,278.0
2013,NUTS,2010,UKF1,2,270.0
2014,NUTS,2010,UKF1,2,278.0
2015,NUTS,2010,UKF1,2,286.0
2016,NUTS,2010,UKF1,2,251.0
2017,NUTS,2010,UKF1,2,249.0
2018,NUTS,2010,UKF1,2,238.0
2011,NUTS,2010,UKF2,2,51.0
2012,NUTS,2010,UKF2,2,52.0
2013,NUTS,2010,UKF2,2,57.0
2014,NUTS,2010,UKF2,2,64.0
2015,NUTS,2010,UKF2,2,67.0
2016,NUTS,2010,UKF2,2,59.0
2017,NUTS,2010,UKF2,2,50.0
2018,NUTS,2010,UKF2,2,2.0
2011,NUTS,2010,UKF3,2,0.0
2012,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,0.0
2014,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2016,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,2.0
2018,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,5.0
2012,NUTS,2010,UKG,1,9.0
2013,NUTS,2010,UKG,1,14.0
2014,NUTS,2010,UKG,1,12.0
2015,NUTS,2010,UKG,1,23.0
2016,NUTS,2010,UKG,1,11.0
2017,NUTS,2010,UKG,1,11.0
2018,NUTS,2010,UKG,1,13.0
2011,NUTS,2010,UKG1,2,2.0
2012,NUTS,2010,UKG1,2,2.0
2013,NUTS,2010,UKG1,2,3.0
2014,NUTS,2010,UKG1,2,2.0
2015,NUTS,2010,UKG1,2,3.0
2016,NUTS,2010,UKG1,2,2.0
2017,NUTS,2010,UKG1,2,2.0
2018,NUTS,2010,UKG1,2,2.0
2011,NUTS,2010,UKG2,2,0.0
2012,NUTS,2010,UKG2,2,0.0
2013,NUTS,2010,UKG2,2,0.0
2014,NUTS,2010,UKG2,2,0.0
2015,NUTS,2010,UKG2,2,0.0
2016,NUTS,2010,UKG2,2,2.0
2017,NUTS,2010,UKG2,2,1.0
2018,NUTS,2010,UKG2,2,1.0
2011,NUTS,2010,UKG3,2,3.0
2012,NUTS,2010,UKG3,2,7.0
2013,NUTS,2010,UKG3,2,11.0
2014,NUTS,2010,UKG3,2,10.0
2015,NUTS,2010,UKG3,2,20.0
2016,NUTS,2010,UKG3,2,7.0
2017,NUTS,2010,UKG3,2,7.0
2018,NUTS,2010,UKG3,2,10.0
2011,NUTS,2010,UKH,1,761.0
2012,NUTS,2010,UKH,1,835.0
2013,NUTS,2010,UKH,1,812.0
2014,NUTS,2010,UKH,1,845.0
2015,NUTS,2010,UKH,1,877.0
2016,NUTS,2010,UKH,1,893.0
2017,NUTS,2010,UKH,1,794.0
2018,NUTS,2010,UKH,1,718.0
2011,NUTS,2010,UKH1,2,716.0
2012,NUTS,2010,UKH1,2,802.0
2013,NUTS,2010,UKH1,2,785.0
2014,NUTS,2010,UKH1,2,816.0
2015,NUTS,2010,UKH1,2,848.0
2016,NUTS,2010,UKH1,2,814.0
2017,NUTS,2010,UKH1,2,714.0
2018,NUTS,2010,UKH1,2,679.0
2011,NUTS,2010,UKH2,2,45.0
2012,NUTS,2010,UKH2,2,33.0
