year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_pnp
2000,NUTS,2010,FI,0,29.5
2001,NUTS,2010,FI,0,29.6
2002,NUTS,2010,FI,0,29.2
2003,NUTS,2010,FI,0,30.2
2004,NUTS,2010,FI,0,32.8
2005,NUTS,2010,FI,0,31.7
2006,NUTS,2010,FI,0,35.666
2007,NUTS,2010,FI,0,36.386
2008,NUTS,2010,FI,0,36.42
2009,NUTS,2010,FI,0,39.205
2010,NUTS,2010,FI,0,47.39
2011,NUTS,2010,FI,0,50.711
2012,NUTS,2010,FI,0,46.385
2013,NUTS,2010,FI,0,47.2
2014,NUTS,2010,FI,0,50.0
2015,NUTS,2010,FI,0,46.9
2016,NUTS,2010,FI,0,51.2
2017,NUTS,2010,FI,0,50.6
2018,NUTS,2010,FI,0,52.0
2019,NUTS,2010,FI,0,59.5
2020,NUTS,2010,FI,0,56.9
1997,NUTS,2010,FI1,1,13.77
1998,NUTS,2010,FI1,1,21.397
2017,NUTS,2010,FI1,1,50.6
2018,NUTS,2010,FI1,1,52.1
2019,NUTS,2010,FI1,1,59.5
2017,NUTS,2010,FI19,2,11.5
2018,NUTS,2010,FI19,2,13.4
2019,NUTS,2010,FI19,2,14.1
2017,NUTS,2010,FI1B,2,35.5
2018,NUTS,2010,FI1B,2,34.8
2019,NUTS,2010,FI1B,2,40.6
2017,NUTS,2010,FI1C,2,3.0
2018,NUTS,2010,FI1C,2,3.3
2019,NUTS,2010,FI1C,2,4.1
2017,NUTS,2010,FI1D,2,0.6
2018,NUTS,2010,FI1D,2,0.6
2019,NUTS,2010,FI1D,2,0.8
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
1981,NUTS,2010,FR,0,110.926
1982,NUTS,2010,FR,0,109.781
1983,NUTS,2010,FR,0,115.939
1984,NUTS,2010,FR,0,136.791
1985,NUTS,2010,FR,0,150.698
1986,NUTS,2010,FR,0,154.419
1987,NUTS,2010,FR,0,154.715
1988,NUTS,2010,FR,0,160.592
1989,NUTS,2010,FR,0,178.032
1990,NUTS,2010,FR,0,187.289
1991,NUTS,2010,FR,0,183.352
1992,NUTS,2010,FR,0,328.335
1993,NUTS,2010,FR,0,353.649
1994,NUTS,2010,FR,0,359.892
1995,NUTS,2010,FR,0,363.275
1996,NUTS,2010,FR,0,378.851
1997,NUTS,2010,FR,0,381.539
1998,NUTS,2010,FR,0,419.447
1999,NUTS,2010,FR,0,448.353
2000,NUTS,2010,FR,0,439.39
2001,NUTS,2010,FR,0,455.89
2002,NUTS,2010,FR,0,467.929
2003,NUTS,2010,FR,0,463.425
2004,NUTS,2010,FR,0,458.432
2005,NUTS,2010,FR,0,466.452
2006,NUTS,2010,FR,0,461.311
2007,NUTS,2010,FR,0,460.848
2008,NUTS,2010,FR,0,512.735
2009,NUTS,2010,FR,0,512.289
2010,NUTS,2010,FR,0,541.302
2011,NUTS,2010,FR,0,562.58
2012,NUTS,2010,FR,0,668.834
2013,NUTS,2010,FR,0,698.105
2014,NUTS,2010,FR,0,738.901
2015,NUTS,2010,FR,0,767.9
2016,NUTS,2010,FR,0,815.89
2017,NUTS,2010,FR,0,798.32
2018,NUTS,2010,FR,0,818.0
2019,NUTS,2010,FR,0,879.3
2020,NUTS,2010,FR,0,943.152
1992,NUTS,2010,FR1,1,94.77
1993,NUTS,2010,FR1,1,116.682
1994,NUTS,2010,FR1,1,128.979
1995,NUTS,2010,FR1,1,127.817
1996,NUTS,2010,FR1,1,122.204
1997,NUTS,2010,FR1,1,122.051
1998,NUTS,2010,FR1,1,131.061
1999,NUTS,2010,FR1,1,135.04
2000,NUTS,2010,FR1,1,145.06
2001,NUTS,2010,FR1,1,153.87
2002,NUTS,2010,FR1,1,158.453
2003,NUTS,2010,FR1,1,172.041
2004,NUTS,2010,FR1,1,180.69
2006,NUTS,2010,FR1,1,196.0
2007,NUTS,2010,FR1,1,207.97
2008,NUTS,2010,FR1,1,244.345
2009,NUTS,2010,FR1,1,233.601
2010,NUTS,2010,FR1,1,267.676
2011,NUTS,2010,FR1,1,269.6
2012,NUTS,2010,FR1,1,286.1
2013,NUTS,2010,FR1,1,285.6
1992,NUTS,2010,FR10,2,94.77
1993,NUTS,2010,FR10,2,116.682
1994,NUTS,2010,FR10,2,128.979
1995,NUTS,2010,FR10,2,127.817
1996,NUTS,2010,FR10,2,122.204
1997,NUTS,2010,FR10,2,122.051
1998,NUTS,2010,FR10,2,131.061
1999,NUTS,2010,FR10,2,135.04
2000,NUTS,2010,FR10,2,145.06
2001,NUTS,2010,FR10,2,153.87
2002,NUTS,2010,FR10,2,158.453
2003,NUTS,2010,FR10,2,172.041
2004,NUTS,2010,FR10,2,180.69
2006,NUTS,2010,FR10,2,196.0
2007,NUTS,2010,FR10,2,207.97
2008,NUTS,2010,FR10,2,244.345
2009,NUTS,2010,FR10,2,233.601
2010,NUTS,2010,FR10,2,267.676
2011,NUTS,2010,FR10,2,269.6
2012,NUTS,2010,FR10,2,286.1
2013,NUTS,2010,FR10,2,285.6
2012,NUTS,2010,FR2,1,0.0
2013,NUTS,2010,FR2,1,0.0
2012,NUTS,2010,FR3,1,0.0
2013,NUTS,2010,FR3,1,0.0
2012,NUTS,2010,FR4,1,0.0
2013,NUTS,2010,FR4,1,0.0
2012,NUTS,2010,FR5,1,0.0
2013,NUTS,2010,FR5,1,0.0
2012,NUTS,2010,FR6,1,0.0
2013,NUTS,2010,FR6,1,0.0
2002,NUTS,2010,FR7,1,1.34
2003,NUTS,2010,FR7,1,1.5
2006,NUTS,2010,FR7,1,1.0
2007,NUTS,2010,FR7,1,1.3
2008,NUTS,2010,FR7,1,1.3
2012,NUTS,2010,FR7,1,0.0
2013,NUTS,2010,FR7,1,0.0
2002,NUTS,2010,FR71,2,1.34
2003,NUTS,2010,FR71,2,1.5
2004,NUTS,2010,FR71,2,1.5
2006,NUTS,2010,FR71,2,1.0
2007,NUTS,2010,FR71,2,1.3
2008,NUTS,2010,FR71,2,1.3
2002,NUTS,2010,FR8,1,0.1
2003,NUTS,2010,FR8,1,0.12
2007,NUTS,2010,FR8,1,0.2
2008,NUTS,2010,FR8,1,0.2
2012,NUTS,2010,FR8,1,0.0
2013,NUTS,2010,FR8,1,0.0
2002,NUTS,2010,FR82,2,0.1
2003,NUTS,2010,FR82,2,0.12
2004,NUTS,2010,FR82,2,0.2
2007,NUTS,2010,FR82,2,0.2
2008,NUTS,2010,FR82,2,0.2
1992,NUTS,2010,FRZ,1,233.496
1993,NUTS,2010,FRZ,1,236.972
1994,NUTS,2010,FRZ,1,230.912
1995,NUTS,2010,FRZ,1,235.408
1996,NUTS,2010,FRZ,1,256.652
1997,NUTS,2010,FRZ,1,259.538
1998,NUTS,2010,FRZ,1,288.345
1999,NUTS,2010,FRZ,1,313.29
2000,NUTS,2010,FRZ,1,294.33
2001,NUTS,2010,FRZ,1,302.02
2002,NUTS,2010,FRZ,1,308.0
2003,NUTS,2010,FRZ,1,290.0
2004,NUTS,2010,FRZ,1,276.042
2006,NUTS,2010,FRZ,1,264.0
2007,NUTS,2010,FRZ,1,251.38
2008,NUTS,2010,FRZ,1,266.89
2009,NUTS,2010,FRZ,1,278.688
2010,NUTS,2010,FRZ,1,273.626
2011,NUTS,2010,FRZ,1,292.98
2012,NUTS,2010,FRZ,1,382.8
2013,NUTS,2010,FRZ,1,412.5
1992,NUTS,2010,FRZZ,2,233.496
1993,NUTS,2010,FRZZ,2,236.972
1994,NUTS,2010,FRZZ,2,230.912
1995,NUTS,2010,FRZZ,2,235.408
1996,NUTS,2010,FRZZ,2,256.652
1997,NUTS,2010,FRZZ,2,259.538
1998,NUTS,2010,FRZZ,2,288.345
1999,NUTS,2010,FRZZ,2,313.29
2000,NUTS,2010,FRZZ,2,294.33
2001,NUTS,2010,FRZZ,2,302.02
2002,NUTS,2010,FRZZ,2,308.0
2003,NUTS,2010,FRZZ,2,290.0
2004,NUTS,2010,FRZZ,2,276.042
2006,NUTS,2010,FRZZ,2,264.0
2007,NUTS,2010,FRZZ,2,251.38
2008,NUTS,2010,FRZZ,2,266.89
2009,NUTS,2010,FRZZ,2,278.688
2010,NUTS,2010,FRZZ,2,273.626
2011,NUTS,2010,FRZZ,2,292.98
2012,NUTS,2010,FRZZ,2,382.8
2013,NUTS,2010,FRZZ,2,412.5
2005,NUTS,2010,HR,0,0.405
2006,NUTS,2010,HR,0,0.423
2007,NUTS,2010,HR,0,0.436
2008,NUTS,2010,HR,0,0.512
2009,NUTS,2010,HR,0,0.451
2010,NUTS,2010,HR,0,0.501
2011,NUTS,2010,HR,0,0.507
2005,NUTS,2010,HR0,1,0.405
2006,NUTS,2010,HR0,1,0.41
2007,NUTS,2010,HR0,1,0.436
2008,NUTS,2010,HR0,1,0.512
2009,NUTS,2010,HR0,1,0.451
2010,NUTS,2010,HR0,1,0.501
2011,NUTS,2010,HR0,1,0.507
2008,NUTS,2010,HR02,2,0.0
2009,NUTS,2010,HR02,2,0.0
2010,NUTS,2010,HR02,2,0.0
2008,NUTS,2010,HR03,2,0.512
2009,NUTS,2010,HR03,2,0.451
2010,NUTS,2010,HR03,2,0.501
2011,NUTS,2010,HR03,2,0.507
2008,NUTS,2010,HR04,2,0.0
2009,NUTS,2010,HR04,2,0.0
2010,NUTS,2010,HR04,2,0.0
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1981,NUTS,2010,IE,0,1.3
1982,NUTS,2010,IE,0,1.527
1983,NUTS,2010,IE,0,1.725
1984,NUTS,2010,IE,0,1.996
1985,NUTS,2010,IE,0,2.478
1986,NUTS,2010,IE,0,2.862
1987,NUTS,2010,IE,0,3.109
1988,NUTS,2010,IE,0,3.507
1989,NUTS,2010,IE,0,4.327
1990,NUTS,2010,IE,0,5.21
1991,NUTS,2010,IE,0,5.991
1992,NUTS,2010,IE,0,5.258
1993,NUTS,2010,IE,0,4.125
1994,NUTS,2010,IE,0,3.78
1995,NUTS,2010,IE,0,4.905
1996,NUTS,2010,IE,0,6.302
1997,NUTS,2010,IE,0,6.69
1981,NUTS,2010,IE0,1,1.3
1982,NUTS,2010,IE0,1,1.527
1983,NUTS,2010,IE0,1,1.725
1984,NUTS,2010,IE0,1,1.996
1985,NUTS,2010,IE0,1,2.478
1986,NUTS,2010,IE0,1,2.862
1987,NUTS,2010,IE0,1,3.109
1988,NUTS,2010,IE0,1,3.507
1989,NUTS,2010,IE0,1,4.327
1990,NUTS,2010,IE0,1,5.21
1991,NUTS,2010,IE0,1,5.991
1992,NUTS,2010,IE0,1,5.258
1993,NUTS,2010,IE0,1,4.125
1994,NUTS,2010,IE0,1,3.78
1995,NUTS,2010,IE0,1,4.905
1996,NUTS,2010,IE0,1,6.302
1997,NUTS,2010,IE0,1,6.69
1981,NUTS,2010,IS,0,0.735
1983,NUTS,2010,IS,0,1.16
1985,NUTS,2010,IS,0,1.786
1987,NUTS,2010,IS,0,2.051
1989,NUTS,2010,IS,0,3.22
1990,NUTS,2010,IS,0,3.136
1991,NUTS,2010,IS,0,2.78
1992,NUTS,2010,IS,0,2.917
1993,NUTS,2010,IS,0,2.774
1994,NUTS,2010,IS,0,2.909
1995,NUTS,2010,IS,0,2.604
1997,NUTS,2010,IS,0,1.569
1998,NUTS,2010,IS,0,1.702
1999,NUTS,2010,IS,0,4.219
2000,NUTS,2010,IS,0,4.712
2001,NUTS,2010,IS,0,5.893
2002,NUTS,2010,IS,0,6.127
2003,NUTS,2010,IS,0,5.851
2005,NUTS,2010,IS,0,10.885
2006,NUTS,2010,IS,0,10.777
2007,NUTS,2010,IS,0,9.907
2008,NUTS,2010,IS,0,6.73
2009,NUTS,2010,IS,0,6.013
2011,NUTS,2010,IS,0,7.232
2013,NUTS,2010,IS,0,0.0
2014,NUTS,2010,IS,0,0.0
2015,NUTS,2010,IS,0,0.0
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
1981,NUTS,2010,IS0,1,0.735
1983,NUTS,2010,IS0,1,1.16
1985,NUTS,2010,IS0,1,1.786
1987,NUTS,2010,IS0,1,2.051
1989,NUTS,2010,IS0,1,3.22
1990,NUTS,2010,IS0,1,3.136
1991,NUTS,2010,IS0,1,2.78
1992,NUTS,2010,IS0,1,2.917
1993,NUTS,2010,IS0,1,2.774
1994,NUTS,2010,IS0,1,2.909
1995,NUTS,2010,IS0,1,2.604
1997,NUTS,2010,IS0,1,1.569
1998,NUTS,2010,IS0,1,1.702
1999,NUTS,2010,IS0,1,4.219
2000,NUTS,2010,IS0,1,4.712
2001,NUTS,2010,IS0,1,5.893
2002,NUTS,2010,IS0,1,6.127
2003,NUTS,2010,IS0,1,5.851
2005,NUTS,2010,IS0,1,10.885
2006,NUTS,2010,IS0,1,10.777
2007,NUTS,2010,IS0,1,9.907
2008,NUTS,2010,IS0,1,6.73
2009,NUTS,2010,IS0,1,6.013
2011,NUTS,2010,IS0,1,7.232
2013,NUTS,2010,IS0,1,0.0
2014,NUTS,2010,IS0,1,0.0
2015,NUTS,2010,IS0,1,0.0
2016,NUTS,2010,IS0,1,0.0
2017,NUTS,2010,IS0,1,0.0
2018,NUTS,2010,IS0,1,0.0
1981,NUTS,2010,IS00,2,0.735
1983,NUTS,2010,IS00,2,1.16
1985,NUTS,2010,IS00,2,1.786
1987,NUTS,2010,IS00,2,2.051
1989,NUTS,2010,IS00,2,3.22
1990,NUTS,2010,IS00,2,3.136
1991,NUTS,2010,IS00,2,2.78
1992,NUTS,2010,IS00,2,2.917
1993,NUTS,2010,IS00,2,2.774
1994,NUTS,2010,IS00,2,2.909
1995,NUTS,2010,IS00,2,2.604
1997,NUTS,2010,IS00,2,1.569
1998,NUTS,2010,IS00,2,1.702
1999,NUTS,2010,IS00,2,4.219
2000,NUTS,2010,IS00,2,4.712
2001,NUTS,2010,IS00,2,5.893
2002,NUTS,2010,IS00,2,6.127
2003,NUTS,2010,IS00,2,5.851
2005,NUTS,2010,IS00,2,10.885
2006,NUTS,2010,IS00,2,10.777
2007,NUTS,2010,IS00,2,9.907
2008,NUTS,2010,IS00,2,6.73
2009,NUTS,2010,IS00,2,6.013
2011,NUTS,2010,IS00,2,7.232
2013,NUTS,2010,IS00,2,0.0
2014,NUTS,2010,IS00,2,0.0
2015,NUTS,2010,IS00,2,0.0
2016,NUTS,2010,IS00,2,0.0
2017,NUTS,2010,IS00,2,0.0
2018,NUTS,2010,IS00,2,0.0
2002,NUTS,2010,IT,0,186.0
2003,NUTS,2010,IT,0,208.0
2004,NUTS,2010,IT,0,233.0
2005,NUTS,2010,IT,0,330.1
2006,NUTS,2010,IT,0,630.2
2007,NUTS,2010,IT,0,637.2
2008,NUTS,2010,IT,0,616.1
2009,NUTS,2010,IT,0,634.3
2010,NUTS,2010,IT,0,710.6
2011,NUTS,2010,IT,0,662.5
2012,NUTS,2010,IT,0,607.1
2013,NUTS,2010,IT,0,627.1
2014,NUTS,2010,IT,0,661.798
2015,NUTS,2010,IT,0,706.9
2016,NUTS,2010,IT,0,575.177
2017,NUTS,2010,IT,0,406.401
2018,NUTS,2010,IT,0,397.869
2019,NUTS,2010,IT,0,466.194
2020,NUTS,2010,IT,0,516.425
2003,NUTS,2010,ITC,1,144.0
2004,NUTS,2010,ITC,1,151.0
2005,NUTS,2010,ITC,1,194.0
2007,NUTS,2010,ITC,1,437.4
2008,NUTS,2010,ITC,1,411.2
2009,NUTS,2010,ITC,1,445.7
2010,NUTS,2010,ITC,1,480.5
2011,NUTS,2010,ITC,1,472.1
2012,NUTS,2010,ITC,1,407.2
2013,NUTS,2010,ITC,1,395.5
2014,NUTS,2010,ITC,1,395.537
2015,NUTS,2010,ITC,1,424.5
2016,NUTS,2010,ITC,1,345.507
2017,NUTS,2010,ITC,1,174.259
2018,NUTS,2010,ITC,1,174.466
2019,NUTS,2010,ITC,1,205.772
2003,NUTS,2010,ITC1,2,16.0
2004,NUTS,2010,ITC1,2,17.0
2005,NUTS,2010,ITC1,2,28.0
2007,NUTS,2010,ITC1,2,69.6
2008,NUTS,2010,ITC1,2,64.9
2009,NUTS,2010,ITC1,2,67.0
2010,NUTS,2010,ITC1,2,68.7
2011,NUTS,2010,ITC1,2,68.0
2012,NUTS,2010,ITC1,2,71.0
2013,NUTS,2010,ITC1,2,76.7
2014,NUTS,2010,ITC1,2,78.933
2015,NUTS,2010,ITC1,2,89.6
2016,NUTS,2010,ITC1,2,79.427
2017,NUTS,2010,ITC1,2,51.83
2018,NUTS,2010,ITC1,2,50.262
2019,NUTS,2010,ITC1,2,56.645
2003,NUTS,2010,ITC2,2,1.0
2004,NUTS,2010,ITC2,2,2.0
2005,NUTS,2010,ITC2,2,2.0
2007,NUTS,2010,ITC2,2,3.6
2008,NUTS,2010,ITC2,2,3.1
2009,NUTS,2010,ITC2,2,2.1
2010,NUTS,2010,ITC2,2,2.4
2011,NUTS,2010,ITC2,2,2.2
2012,NUTS,2010,ITC2,2,2.9
2013,NUTS,2010,ITC2,2,3.0
2014,NUTS,2010,ITC2,2,2.912
2015,NUTS,2010,ITC2,2,2.3
2016,NUTS,2010,ITC2,2,2.218
2017,NUTS,2010,ITC2,2,2.376
2018,NUTS,2010,ITC2,2,2.456
2019,NUTS,2010,ITC2,2,3.073
2003,NUTS,2010,ITC3,2,3.0
2004,NUTS,2010,ITC3,2,2.0
2005,NUTS,2010,ITC3,2,3.0
2007,NUTS,2010,ITC3,2,8.9
2008,NUTS,2010,ITC3,2,11.2
2009,NUTS,2010,ITC3,2,8.7
2010,NUTS,2010,ITC3,2,11.0
2011,NUTS,2010,ITC3,2,15.7
2012,NUTS,2010,ITC3,2,13.6
2013,NUTS,2010,ITC3,2,8.8
2014,NUTS,2010,ITC3,2,8.994
2015,NUTS,2010,ITC3,2,9.4
2016,NUTS,2010,ITC3,2,8.602
2017,NUTS,2010,ITC3,2,6.53
2018,NUTS,2010,ITC3,2,7.881
2019,NUTS,2010,ITC3,2,12.406
2003,NUTS,2010,ITC4,2,124.0
2004,NUTS,2010,ITC4,2,131.0
2005,NUTS,2010,ITC4,2,161.0
2007,NUTS,2010,ITC4,2,355.3
2008,NUTS,2010,ITC4,2,332.0
2009,NUTS,2010,ITC4,2,367.9
2010,NUTS,2010,ITC4,2,398.4
2011,NUTS,2010,ITC4,2,386.2
2012,NUTS,2010,ITC4,2,319.7
2013,NUTS,2010,ITC4,2,307.0
2014,NUTS,2010,ITC4,2,304.698
2015,NUTS,2010,ITC4,2,323.3
2016,NUTS,2010,ITC4,2,255.26
2017,NUTS,2010,ITC4,2,113.523
2018,NUTS,2010,ITC4,2,113.867
2019,NUTS,2010,ITC4,2,133.648
2003,NUTS,2010,ITF,1,15.0
2004,NUTS,2010,ITF,1,20.0
2005,NUTS,2010,ITF,1,33.0
2007,NUTS,2010,ITF,1,75.1
2008,NUTS,2010,ITF,1,74.1
2009,NUTS,2010,ITF,1,73.2
2010,NUTS,2010,ITF,1,92.1
2011,NUTS,2010,ITF,1,70.5
2012,NUTS,2010,ITF,1,64.8
2013,NUTS,2010,ITF,1,69.2
2014,NUTS,2010,ITF,1,69.502
2017,NUTS,2010,ITF,1,34.456
2018,NUTS,2010,ITF,1,35.623
2019,NUTS,2010,ITF,1,44.115
2003,NUTS,2010,ITF1,2,1.0
2004,NUTS,2010,ITF1,2,1.0
2005,NUTS,2010,ITF1,2,1.0
2007,NUTS,2010,ITF1,2,0.9
2008,NUTS,2010,ITF1,2,0.9
2009,NUTS,2010,ITF1,2,0.3
2010,NUTS,2010,ITF1,2,0.2
2011,NUTS,2010,ITF1,2,1.2
2012,NUTS,2010,ITF1,2,1.0
2013,NUTS,2010,ITF1,2,3.8
2014,NUTS,2010,ITF1,2,2.836
2015,NUTS,2010,ITF1,2,1.7
2016,NUTS,2010,ITF1,2,1.529
2017,NUTS,2010,ITF1,2,1.067
2018,NUTS,2010,ITF1,2,0.941
2019,NUTS,2010,ITF1,2,0.955
2003,NUTS,2010,ITF2,2,1.0
2004,NUTS,2010,ITF2,2,0.0
2005,NUTS,2010,ITF2,2,4.0
2007,NUTS,2010,ITF2,2,0.1
2008,NUTS,2010,ITF2,2,0.1
2009,NUTS,2010,ITF2,2,0.2
2017,NUTS,2010,ITF2,2,0.06
2018,NUTS,2010,ITF2,2,0.122
2019,NUTS,2010,ITF2,2,0.048
2003,NUTS,2010,ITF3,2,9.0
2004,NUTS,2010,ITF3,2,11.0
2005,NUTS,2010,ITF3,2,14.0
2007,NUTS,2010,ITF3,2,37.4
2008,NUTS,2010,ITF3,2,38.5
2009,NUTS,2010,ITF3,2,38.9
2010,NUTS,2010,ITF3,2,58.8
2011,NUTS,2010,ITF3,2,38.4
2012,NUTS,2010,ITF3,2,35.8
2013,NUTS,2010,ITF3,2,41.4
2014,NUTS,2010,ITF3,2,41.596
2015,NUTS,2010,ITF3,2,42.7
2016,NUTS,2010,ITF3,2,32.332
2017,NUTS,2010,ITF3,2,19.784
2018,NUTS,2010,ITF3,2,22.104
2019,NUTS,2010,ITF3,2,21.145
2003,NUTS,2010,ITF4,2,4.0
2004,NUTS,2010,ITF4,2,8.0
2005,NUTS,2010,ITF4,2,14.0
2007,NUTS,2010,ITF4,2,36.6
2008,NUTS,2010,ITF4,2,34.5
2009,NUTS,2010,ITF4,2,33.7
2010,NUTS,2010,ITF4,2,33.0
2011,NUTS,2010,ITF4,2,30.8
2012,NUTS,2010,ITF4,2,27.5
2013,NUTS,2010,ITF4,2,22.9
2014,NUTS,2010,ITF4,2,23.453
2015,NUTS,2010,ITF4,2,28.7
2016,NUTS,2010,ITF4,2,22.903
2017,NUTS,2010,ITF4,2,12.411
2018,NUTS,2010,ITF4,2,11.598
2019,NUTS,2010,ITF4,2,20.524
2003,NUTS,2010,ITF5,2,0.0
2004,NUTS,2010,ITF5,2,0.0
2005,NUTS,2010,ITF5,2,0.0
2007,NUTS,2010,ITF5,2,0.0
2008,NUTS,2010,ITF5,2,0.0
2009,NUTS,2010,ITF5,2,0.0
2012,NUTS,2010,ITF5,2,0.3
2013,NUTS,2010,ITF5,2,1.0
2015,NUTS,2010,ITF5,2,4.2
2017,NUTS,2010,ITF5,2,0.752
2018,NUTS,2010,ITF5,2,0.251
2019,NUTS,2010,ITF5,2,0.697
2003,NUTS,2010,ITF6,2,0.0
2004,NUTS,2010,ITF6,2,0.0
2005,NUTS,2010,ITF6,2,0.0
2007,NUTS,2010,ITF6,2,0.1
2008,NUTS,2010,ITF6,2,0.1
2009,NUTS,2010,ITF6,2,0.1
2010,NUTS,2010,ITF6,2,0.1
2011,NUTS,2010,ITF6,2,0.1
2015,NUTS,2010,ITF6,2,0.2
2016,NUTS,2010,ITF6,2,0.419
2017,NUTS,2010,ITF6,2,0.382
2018,NUTS,2010,ITF6,2,0.607
2019,NUTS,2010,ITF6,2,0.746
2003,NUTS,2010,ITG,1,1.0
2004,NUTS,2010,ITG,1,5.0
2005,NUTS,2010,ITG,1,7.0
2007,NUTS,2010,ITG,1,6.9
2008,NUTS,2010,ITG,1,7.5
2009,NUTS,2010,ITG,1,6.4
2010,NUTS,2010,ITG,1,11.4
2011,NUTS,2010,ITG,1,6.4
2012,NUTS,2010,ITG,1,9.2
2013,NUTS,2010,ITG,1,14.2
2014,NUTS,2010,ITG,1,21.238
2015,NUTS,2010,ITG,1,23.1
2016,NUTS,2010,ITG,1,13.945
2017,NUTS,2010,ITG,1,9.771
2018,NUTS,2010,ITG,1,9.313
2019,NUTS,2010,ITG,1,14.381
2003,NUTS,2010,ITG1,2,1.0
2004,NUTS,2010,ITG1,2,5.0
2005,NUTS,2010,ITG1,2,7.0
2007,NUTS,2010,ITG1,2,6.5
2008,NUTS,2010,ITG1,2,7.1
2009,NUTS,2010,ITG1,2,6.0
2010,NUTS,2010,ITG1,2,11.0
2011,NUTS,2010,ITG1,2,6.1
2012,NUTS,2010,ITG1,2,8.7
2013,NUTS,2010,ITG1,2,13.6
2014,NUTS,2010,ITG1,2,20.671
2015,NUTS,2010,ITG1,2,22.1
2016,NUTS,2010,ITG1,2,12.892
2017,NUTS,2010,ITG1,2,8.687
2018,NUTS,2010,ITG1,2,8.118
2019,NUTS,2010,ITG1,2,13.053
2003,NUTS,2010,ITG2,2,0.0
2004,NUTS,2010,ITG2,2,0.0
2005,NUTS,2010,ITG2,2,0.0
2007,NUTS,2010,ITG2,2,0.4
2008,NUTS,2010,ITG2,2,0.4
2009,NUTS,2010,ITG2,2,0.4
2010,NUTS,2010,ITG2,2,0.4
2011,NUTS,2010,ITG2,2,0.3
2012,NUTS,2010,ITG2,2,0.5
2013,NUTS,2010,ITG2,2,0.6
2014,NUTS,2010,ITG2,2,0.567
2015,NUTS,2010,ITG2,2,1.0
2016,NUTS,2010,ITG2,2,1.053
2017,NUTS,2010,ITG2,2,1.084
2018,NUTS,2010,ITG2,2,1.195
2019,NUTS,2010,ITG2,2,1.328
2003,NUTS,2010,ITH,1,21.0
2004,NUTS,2010,ITH,1,24.0
2005,NUTS,2010,ITH,1,36.0
2007,NUTS,2010,ITH,1,52.0
2008,NUTS,2010,ITH,1,49.1
2009,NUTS,2010,ITH,1,47.0
2010,NUTS,2010,ITH,1,38.5
2011,NUTS,2010,ITH,1,36.3
2012,NUTS,2010,ITH,1,35.9
2013,NUTS,2010,ITH,1,48.5
2014,NUTS,2010,ITH,1,81.266
2015,NUTS,2010,ITH,1,79.4
2016,NUTS,2010,ITH,1,64.687
2017,NUTS,2010,ITH,1,77.96
2018,NUTS,2010,ITH,1,62.837
2019,NUTS,2010,ITH,1,77.341
2003,NUTS,2010,ITH1,2,6.0
2004,NUTS,2010,ITH1,2,6.0
2005,NUTS,2010,ITH1,2,7.0
2007,NUTS,2010,ITH1,2,16.2
2008,NUTS,2010,ITH1,2,9.9
2009,NUTS,2010,ITH1,2,10.3
2010,NUTS,2010,ITH1,2,0.0
2011,NUTS,2010,ITH1,2,0.4
2012,NUTS,2010,ITH1,2,0.3
2013,NUTS,2010,ITH1,2,3.8
2014,NUTS,2010,ITH1,2,34.491
2015,NUTS,2010,ITH1,2,33.2
2016,NUTS,2010,ITH1,2,22.228
2017,NUTS,2010,ITH1,2,37.262
2018,NUTS,2010,ITH1,2,27.712
2019,NUTS,2010,ITH1,2,31.624
2003,NUTS,2010,ITH2,2,1.0
2004,NUTS,2010,ITH2,2,3.0
2005,NUTS,2010,ITH2,2,5.0
2007,NUTS,2010,ITH2,2,4.8
2008,NUTS,2010,ITH2,2,7.3
2009,NUTS,2010,ITH2,2,9.0
2010,NUTS,2010,ITH2,2,8.1
2011,NUTS,2010,ITH2,2,7.1
2012,NUTS,2010,ITH2,2,8.5
2013,NUTS,2010,ITH2,2,8.5
2014,NUTS,2010,ITH2,2,7.324
2015,NUTS,2010,ITH2,2,7.4
2016,NUTS,2010,ITH2,2,7.023
2017,NUTS,2010,ITH2,2,2.693
2018,NUTS,2010,ITH2,2,2.804
2019,NUTS,2010,ITH2,2,2.676
2003,NUTS,2010,ITH3,2,6.0
2004,NUTS,2010,ITH3,2,5.0
2005,NUTS,2010,ITH3,2,12.0
2007,NUTS,2010,ITH3,2,14.9
2008,NUTS,2010,ITH3,2,17.9
2009,NUTS,2010,ITH3,2,19.0
2010,NUTS,2010,ITH3,2,20.1
2011,NUTS,2010,ITH3,2,18.9
2012,NUTS,2010,ITH3,2,14.4
