year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_gov
2013,NUTS,2010,PL6,1,55.247
2015,NUTS,2010,PL6,1,56.906
2016,NUTS,2010,PL6,1,3.255
2018,NUTS,2010,PL6,1,3.763
2007,NUTS,2010,PL61,2,0.081
2015,NUTS,2010,PL61,2,3.896
2016,NUTS,2010,PL61,2,0.436
2017,NUTS,2010,PL61,2,0.54
2018,NUTS,2010,PL61,2,0.753
2019,NUTS,2010,PL61,2,0.959
2005,NUTS,2010,PL62,2,8.675
2006,NUTS,2010,PL62,2,6.612
2007,NUTS,2010,PL62,2,8.156
2009,NUTS,2010,PL62,2,9.451
2010,NUTS,2010,PL62,2,9.688
2012,NUTS,2010,PL62,2,12.531
2014,NUTS,2010,PL62,2,11.543
2018,NUTS,2010,PL62,2,0.632
2000,NUTS,2010,PL63,2,11.002
2001,NUTS,2010,PL63,2,11.029
2002,NUTS,2010,PL63,2,11.07
2003,NUTS,2010,PL63,2,13.592
2004,NUTS,2010,PL63,2,16.899
2005,NUTS,2010,PL63,2,12.379
2006,NUTS,2010,PL63,2,19.616
2007,NUTS,2010,PL63,2,18.847
2008,NUTS,2010,PL63,2,24.686
2009,NUTS,2010,PL63,2,19.387
2011,NUTS,2010,PL63,2,22.764
2013,NUTS,2010,PL63,2,35.616
2017,NUTS,2010,PL63,2,2.42
2018,NUTS,2010,PL63,2,2.378
2019,NUTS,2010,PL63,2,1.723
2016,NUTS,2010,PL7,1,10.566
2017,NUTS,2010,PL71,2,13.131
2018,NUTS,2010,PL71,2,12.644
2019,NUTS,2010,PL71,2,12.619
2016,NUTS,2010,PL8,1,4.767
2017,NUTS,2010,PL8,1,4.957
2018,NUTS,2010,PL8,1,3.803
2019,NUTS,2010,PL8,1,3.488
2016,NUTS,2010,PL81,2,2.315
2017,NUTS,2010,PL81,2,1.715
2018,NUTS,2010,PL81,2,0.967
2016,NUTS,2010,PL9,1,51.889
2018,NUTS,2010,PL9,1,58.07
2019,NUTS,2010,PL9,1,42.48
2017,NUTS,2010,PL91,2,53.864
2009,NUTS,2010,PLZ,1,0.0
2009,NUTS,2010,PLZZ,2,0.0
1982,NUTS,2010,PT,0,36.572
1983,NUTS,2010,PT,0,38.087
1984,NUTS,2010,PT,0,40.347
1985,NUTS,2010,PT,0,45.359
1986,NUTS,2010,PT,0,48.617
1987,NUTS,2010,PT,0,52.41
1988,NUTS,2010,PT,0,58.187
1989,NUTS,2010,PT,0,66.705
1990,NUTS,2010,PT,0,73.102
1991,NUTS,2010,PT,0,86.867
1992,NUTS,2010,PT,0,101.813
1993,NUTS,2010,PT,0,105.673
1994,NUTS,2010,PT,0,113.125
1995,NUTS,2010,PT,0,127.08
1996,NUTS,2010,PT,0,135.187
1997,NUTS,2010,PT,0,141.026
1998,NUTS,2010,PT,0,182.576
1999,NUTS,2010,PT,0,227.67
2000,NUTS,2010,PT,0,221.6
2001,NUTS,2010,PT,0,215.519
2002,NUTS,2010,PT,0,193.782
2003,NUTS,2010,PT,0,172.045
2004,NUTS,2010,PT,0,173.799
2005,NUTS,2010,PT,0,175.552
2006,NUTS,2010,PT,0,180.014
2007,NUTS,2010,PT,0,184.475
2008,NUTS,2010,PT,0,188.316
2009,NUTS,2010,PT,0,202.537
2010,NUTS,2010,PT,0,196.288
2011,NUTS,2010,PT,0,189.33
2012,NUTS,2010,PT,0,124.224
2013,NUTS,2010,PT,0,147.15
2014,NUTS,2010,PT,0,139.833
2015,NUTS,2010,PT,0,144.876
2016,NUTS,2010,PT,0,125.527
2017,NUTS,2010,PT,0,141.743
2018,NUTS,2010,PT,0,147.038
2019,NUTS,2010,PT,0,153.569
2020,NUTS,2010,PT,0,160.139
1990,NUTS,2010,PT1,1,71.187
1992,NUTS,2010,PT1,1,99.174
1995,NUTS,2010,PT1,1,119.107
1997,NUTS,2010,PT1,1,131.496
1999,NUTS,2010,PT1,1,182.64
2000,NUTS,2010,PT1,1,194.96
2001,NUTS,2010,PT1,1,207.283
2002,NUTS,2010,PT1,1,186.484
2003,NUTS,2010,PT1,1,165.686
2004,NUTS,2010,PT1,1,165.968
2005,NUTS,2010,PT1,1,166.25
2006,NUTS,2010,PT1,1,171.315
2007,NUTS,2010,PT1,1,176.381
2008,NUTS,2010,PT1,1,181.142
2009,NUTS,2010,PT1,1,192.444
2010,NUTS,2010,PT1,1,186.612
2011,NUTS,2010,PT1,1,182.32
2012,NUTS,2010,PT1,1,116.114
2013,NUTS,2010,PT1,1,141.281
2014,NUTS,2010,PT1,1,133.286
2015,NUTS,2010,PT1,1,138.194
2016,NUTS,2010,PT1,1,119.985
2017,NUTS,2010,PT1,1,135.942
2018,NUTS,2010,PT1,1,141.317
2019,NUTS,2010,PT1,1,146.465
2020,NUTS,2010,PT1,1,152.535
1990,NUTS,2010,PT11,2,2.103
1992,NUTS,2010,PT11,2,2.754
1995,NUTS,2010,PT11,2,9.119
1997,NUTS,2010,PT11,2,9.52
1999,NUTS,2010,PT11,2,12.2
2000,NUTS,2010,PT11,2,8.795
2001,NUTS,2010,PT11,2,8.351
2002,NUTS,2010,PT11,2,9.783
2003,NUTS,2010,PT11,2,11.215
2004,NUTS,2010,PT11,2,12.637
2005,NUTS,2010,PT11,2,14.06
2006,NUTS,2010,PT11,2,13.718
2007,NUTS,2010,PT11,2,13.376
2008,NUTS,2010,PT11,2,13.748
2009,NUTS,2010,PT11,2,43.57
2010,NUTS,2010,PT11,2,49.942
2011,NUTS,2010,PT11,2,44.237
2012,NUTS,2010,PT11,2,24.351
2013,NUTS,2010,PT11,2,25.255
2014,NUTS,2010,PT11,2,23.747
2015,NUTS,2010,PT11,2,39.549
2016,NUTS,2010,PT11,2,38.593
2017,NUTS,2010,PT11,2,45.105
2018,NUTS,2010,PT11,2,51.324
2019,NUTS,2010,PT11,2,55.189
2020,NUTS,2010,PT11,2,51.329
1990,NUTS,2010,PT15,2,0.111
1992,NUTS,2010,PT15,2,0.471
1995,NUTS,2010,PT15,2,0.951
1997,NUTS,2010,PT15,2,1.464
1999,NUTS,2010,PT15,2,1.9
2000,NUTS,2010,PT15,2,1.605
2001,NUTS,2010,PT15,2,1.24
2002,NUTS,2010,PT15,2,1.256
2003,NUTS,2010,PT15,2,1.271
2004,NUTS,2010,PT15,2,1.25
2005,NUTS,2010,PT15,2,1.229
2006,NUTS,2010,PT15,2,0.966
2007,NUTS,2010,PT15,2,0.703
2008,NUTS,2010,PT15,2,0.781
2009,NUTS,2010,PT15,2,1.226
2010,NUTS,2010,PT15,2,0.991
2011,NUTS,2010,PT15,2,0.971
2012,NUTS,2010,PT15,2,3.818
2013,NUTS,2010,PT15,2,2.647
2014,NUTS,2010,PT15,2,2.333
2015,NUTS,2010,PT15,2,0.729
2016,NUTS,2010,PT15,2,0.659
2017,NUTS,2010,PT15,2,0.951
2018,NUTS,2010,PT15,2,1.251
2019,NUTS,2010,PT15,2,1.373
2020,NUTS,2010,PT15,2,1.485
2000,NUTS,2010,PT16,2,8.884
2001,NUTS,2010,PT16,2,7.828
2002,NUTS,2010,PT16,2,8.541
2003,NUTS,2010,PT16,2,9.255
2004,NUTS,2010,PT16,2,9.267
2005,NUTS,2010,PT16,2,9.28
2006,NUTS,2010,PT16,2,12.134
2007,NUTS,2010,PT16,2,14.988
2008,NUTS,2010,PT16,2,14.594
2009,NUTS,2010,PT16,2,14.956
2010,NUTS,2010,PT16,2,14.126
2011,NUTS,2010,PT16,2,15.849
2012,NUTS,2010,PT16,2,8.139
2013,NUTS,2010,PT16,2,7.403
2014,NUTS,2010,PT16,2,8.413
2015,NUTS,2010,PT16,2,10.355
2016,NUTS,2010,PT16,2,8.064
2017,NUTS,2010,PT16,2,10.151
2018,NUTS,2010,PT16,2,9.368
2019,NUTS,2010,PT16,2,10.454
2020,NUTS,2010,PT16,2,10.409
2000,NUTS,2010,PT17,2,164.016
2001,NUTS,2010,PT17,2,178.766
2002,NUTS,2010,PT17,2,157.327
2003,NUTS,2010,PT17,2,135.889
2004,NUTS,2010,PT17,2,135.778
2005,NUTS,2010,PT17,2,135.667
2006,NUTS,2010,PT17,2,138.075
2007,NUTS,2010,PT17,2,140.484
2008,NUTS,2010,PT17,2,144.695
2009,NUTS,2010,PT17,2,131.107
2010,NUTS,2010,PT17,2,120.076
2011,NUTS,2010,PT17,2,120.436
2012,NUTS,2010,PT17,2,78.723
2013,NUTS,2010,PT17,2,104.77
2014,NUTS,2010,PT17,2,98.082
2015,NUTS,2010,PT17,2,86.963
2016,NUTS,2010,PT17,2,72.204
2017,NUTS,2010,PT17,2,79.615
2018,NUTS,2010,PT17,2,78.886
2019,NUTS,2010,PT17,2,79.415
2020,NUTS,2010,PT17,2,89.273
2000,NUTS,2010,PT18,2,11.66
2001,NUTS,2010,PT18,2,11.099
2002,NUTS,2010,PT18,2,9.577
2003,NUTS,2010,PT18,2,8.056
2004,NUTS,2010,PT18,2,7.035
2005,NUTS,2010,PT18,2,6.013
2006,NUTS,2010,PT18,2,6.422
2007,NUTS,2010,PT18,2,6.83
2008,NUTS,2010,PT18,2,7.324
2009,NUTS,2010,PT18,2,1.585
2010,NUTS,2010,PT18,2,1.478
2011,NUTS,2010,PT18,2,0.828
2012,NUTS,2010,PT18,2,1.083
2013,NUTS,2010,PT18,2,1.205
2014,NUTS,2010,PT18,2,0.711
2015,NUTS,2010,PT18,2,0.599
2016,NUTS,2010,PT18,2,0.464
2017,NUTS,2010,PT18,2,0.12
2018,NUTS,2010,PT18,2,0.487
2019,NUTS,2010,PT18,2,0.035
2020,NUTS,2010,PT18,2,0.039
1990,NUTS,2010,PT2,1,1.505
1992,NUTS,2010,PT2,1,1.744
1995,NUTS,2010,PT2,1,1.738
1997,NUTS,2010,PT2,1,3.291
1999,NUTS,2010,PT2,1,39.03
2000,NUTS,2010,PT2,1,5.522
2001,NUTS,2010,PT2,1,5.038
2002,NUTS,2010,PT2,1,3.639
2003,NUTS,2010,PT2,1,2.239
2004,NUTS,2010,PT2,1,2.338
2005,NUTS,2010,PT2,1,2.436
2006,NUTS,2010,PT2,1,2.765
2007,NUTS,2010,PT2,1,3.094
2008,NUTS,2010,PT2,1,1.788
2009,NUTS,2010,PT2,1,2.3
2010,NUTS,2010,PT2,1,1.542
2011,NUTS,2010,PT2,1,2.293
2012,NUTS,2010,PT2,1,5.213
2013,NUTS,2010,PT2,1,2.278
2014,NUTS,2010,PT2,1,2.968
2015,NUTS,2010,PT2,1,3.108
2016,NUTS,2010,PT2,1,2.517
2017,NUTS,2010,PT2,1,1.442
2018,NUTS,2010,PT2,1,1.191
2019,NUTS,2010,PT2,1,1.638
2020,NUTS,2010,PT2,1,2.079
1990,NUTS,2010,PT20,2,1.505
1992,NUTS,2010,PT20,2,1.744
1995,NUTS,2010,PT20,2,1.738
1997,NUTS,2010,PT20,2,3.291
1999,NUTS,2010,PT20,2,39.03
2000,NUTS,2010,PT20,2,5.522
2001,NUTS,2010,PT20,2,5.038
2002,NUTS,2010,PT20,2,3.639
2003,NUTS,2010,PT20,2,2.239
2004,NUTS,2010,PT20,2,2.338
2005,NUTS,2010,PT20,2,2.436
2006,NUTS,2010,PT20,2,2.765
2007,NUTS,2010,PT20,2,3.094
2008,NUTS,2010,PT20,2,1.788
2009,NUTS,2010,PT20,2,2.3
2010,NUTS,2010,PT20,2,1.542
2011,NUTS,2010,PT20,2,2.293
2012,NUTS,2010,PT20,2,5.213
2013,NUTS,2010,PT20,2,2.278
2014,NUTS,2010,PT20,2,2.968
2015,NUTS,2010,PT20,2,3.108
2016,NUTS,2010,PT20,2,2.517
2017,NUTS,2010,PT20,2,1.442
2018,NUTS,2010,PT20,2,1.191
2019,NUTS,2010,PT20,2,1.638
2020,NUTS,2010,PT20,2,2.079
1990,NUTS,2010,PT3,1,0.41
1992,NUTS,2010,PT3,1,0.895
1995,NUTS,2010,PT3,1,6.236
1997,NUTS,2010,PT3,1,6.239
1999,NUTS,2010,PT3,1,6.01
2000,NUTS,2010,PT3,1,21.114
2001,NUTS,2010,PT3,1,3.198
2002,NUTS,2010,PT3,1,3.659
2003,NUTS,2010,PT3,1,4.12
2004,NUTS,2010,PT3,1,5.494
2005,NUTS,2010,PT3,1,6.867
2006,NUTS,2010,PT3,1,5.933
2007,NUTS,2010,PT3,1,4.999
2008,NUTS,2010,PT3,1,5.386
2009,NUTS,2010,PT3,1,7.793
2010,NUTS,2010,PT3,1,8.133
2011,NUTS,2010,PT3,1,4.717
2012,NUTS,2010,PT3,1,2.897
2013,NUTS,2010,PT3,1,3.592
2014,NUTS,2010,PT3,1,3.579
2015,NUTS,2010,PT3,1,3.574
2016,NUTS,2010,PT3,1,3.025
2017,NUTS,2010,PT3,1,4.36
2018,NUTS,2010,PT3,1,4.53
2019,NUTS,2010,PT3,1,5.466
2020,NUTS,2010,PT3,1,5.525
1990,NUTS,2010,PT30,2,0.41
1992,NUTS,2010,PT30,2,0.895
1995,NUTS,2010,PT30,2,6.236
1997,NUTS,2010,PT30,2,6.239
1999,NUTS,2010,PT30,2,6.01
2000,NUTS,2010,PT30,2,21.114
2001,NUTS,2010,PT30,2,3.198
2002,NUTS,2010,PT30,2,3.659
2003,NUTS,2010,PT30,2,4.12
2004,NUTS,2010,PT30,2,5.494
2005,NUTS,2010,PT30,2,6.867
2006,NUTS,2010,PT30,2,5.933
2007,NUTS,2010,PT30,2,4.999
2008,NUTS,2010,PT30,2,5.386
2009,NUTS,2010,PT30,2,7.793
2010,NUTS,2010,PT30,2,8.133
2011,NUTS,2010,PT30,2,4.717
2012,NUTS,2010,PT30,2,2.897
2013,NUTS,2010,PT30,2,3.592
2014,NUTS,2010,PT30,2,3.579
2015,NUTS,2010,PT30,2,3.574
2016,NUTS,2010,PT30,2,3.025
2017,NUTS,2010,PT30,2,4.36
2018,NUTS,2010,PT30,2,4.53
2019,NUTS,2010,PT30,2,5.466
2020,NUTS,2010,PT30,2,5.525
1990,NUTS,2010,PTZZ,2,68.973
1992,NUTS,2010,PTZZ,2,95.938
1995,NUTS,2010,PTZZ,2,109.047
1997,NUTS,2010,PTZZ,2,120.503
1999,NUTS,2010,PTZZ,2,168.45
1993,NUTS,2010,RO,0,36.439
1994,NUTS,2010,RO,0,27.493
1995,NUTS,2010,RO,0,43.144
1996,NUTS,2010,RO,0,45.359
1997,NUTS,2010,RO,0,28.495
1998,NUTS,2010,RO,0,34.349
1999,NUTS,2010,RO,0,24.937
2000,NUTS,2010,RO,0,27.977
2001,NUTS,2010,RO,0,47.817
2002,NUTS,2010,RO,0,44.399
2003,NUTS,2010,RO,0,65.156
2004,NUTS,2010,RO,0,80.318
2005,NUTS,2010,RO,0,111.702
2006,NUTS,2010,RO,0,143.649
2007,NUTS,2010,RO,0,221.619
2008,NUTS,2010,RO,0,331.505
2009,NUTS,2010,RO,0,194.044
2010,NUTS,2010,RO,0,210.672
2011,NUTS,2010,RO,0,267.643
2012,NUTS,2010,RO,0,263.553
2013,NUTS,2010,RO,0,274.58
2014,NUTS,2010,RO,0,247.045
2015,NUTS,2010,RO,0,299.223
2016,NUTS,2010,RO,0,272.241
2017,NUTS,2010,RO,0,305.736
2018,NUTS,2010,RO,0,313.885
2019,NUTS,2010,RO,0,339.315
2020,NUTS,2010,RO,0,327.669
2001,NUTS,2010,RO1,1,1.174
2002,NUTS,2010,RO1,1,1.085
2003,NUTS,2010,RO1,1,1.66
2004,NUTS,2010,RO1,1,1.458
2005,NUTS,2010,RO1,1,2.357
2006,NUTS,2010,RO1,1,6.919
2007,NUTS,2010,RO1,1,13.318
2008,NUTS,2010,RO1,1,19.019
2009,NUTS,2010,RO1,1,8.486
2010,NUTS,2010,RO1,1,8.004
2011,NUTS,2010,RO1,1,12.927
2012,NUTS,2010,RO1,1,16.943
2013,NUTS,2010,RO1,1,13.203
2014,NUTS,2010,RO1,1,15.44
2015,NUTS,2010,RO1,1,26.114
2016,NUTS,2010,RO1,1,14.937
2017,NUTS,2010,RO1,1,15.797
2018,NUTS,2010,RO1,1,16.895
2019,NUTS,2010,RO1,1,16.398
2001,NUTS,2010,RO11,2,1.033
2002,NUTS,2010,RO11,2,0.885
2003,NUTS,2010,RO11,2,1.456
2004,NUTS,2010,RO11,2,1.208
2005,NUTS,2010,RO11,2,2.199
2006,NUTS,2010,RO11,2,6.726
2007,NUTS,2010,RO11,2,11.947
2008,NUTS,2010,RO11,2,17.516
2009,NUTS,2010,RO11,2,7.501
2010,NUTS,2010,RO11,2,6.563
2011,NUTS,2010,RO11,2,9.742
2012,NUTS,2010,RO11,2,14.743
2013,NUTS,2010,RO11,2,11.148
2014,NUTS,2010,RO11,2,9.956
2015,NUTS,2010,RO11,2,17.83
2016,NUTS,2010,RO11,2,12.194
2017,NUTS,2010,RO11,2,13.199
2018,NUTS,2010,RO11,2,13.752
2019,NUTS,2010,RO11,2,12.906
2001,NUTS,2010,RO12,2,0.141
2002,NUTS,2010,RO12,2,0.2
2003,NUTS,2010,RO12,2,0.205
2004,NUTS,2010,RO12,2,0.25
2005,NUTS,2010,RO12,2,0.158
2006,NUTS,2010,RO12,2,0.193
2007,NUTS,2010,RO12,2,1.371
2008,NUTS,2010,RO12,2,1.503
2009,NUTS,2010,RO12,2,0.986
2010,NUTS,2010,RO12,2,1.442
2011,NUTS,2010,RO12,2,3.185
2012,NUTS,2010,RO12,2,2.2
2013,NUTS,2010,RO12,2,2.055
2014,NUTS,2010,RO12,2,5.484
2015,NUTS,2010,RO12,2,8.283
2016,NUTS,2010,RO12,2,2.742
2017,NUTS,2010,RO12,2,2.599
2018,NUTS,2010,RO12,2,3.143
2019,NUTS,2010,RO12,2,3.492
2001,NUTS,2010,RO2,1,3.538
2002,NUTS,2010,RO2,1,4.064
2003,NUTS,2010,RO2,1,4.53
2004,NUTS,2010,RO2,1,5.435
2005,NUTS,2010,RO2,1,8.525
2006,NUTS,2010,RO2,1,13.258
2007,NUTS,2010,RO2,1,18.389
2008,NUTS,2010,RO2,1,21.589
2009,NUTS,2010,RO2,1,12.92
2010,NUTS,2010,RO2,1,17.784
2011,NUTS,2010,RO2,1,27.158
2012,NUTS,2010,RO2,1,29.207
2013,NUTS,2010,RO2,1,25.574
2014,NUTS,2010,RO2,1,26.087
2015,NUTS,2010,RO2,1,29.402
2016,NUTS,2010,RO2,1,29.265
2017,NUTS,2010,RO2,1,26.761
2018,NUTS,2010,RO2,1,39.002
2019,NUTS,2010,RO2,1,41.126
2001,NUTS,2010,RO21,2,2.125
2002,NUTS,2010,RO21,2,2.525
2003,NUTS,2010,RO21,2,2.768
2004,NUTS,2010,RO21,2,3.618
2005,NUTS,2010,RO21,2,5.35
2006,NUTS,2010,RO21,2,9.633
2007,NUTS,2010,RO21,2,12.48
2008,NUTS,2010,RO21,2,15.918
2009,NUTS,2010,RO21,2,9.194
2010,NUTS,2010,RO21,2,11.744
2011,NUTS,2010,RO21,2,17.442
2012,NUTS,2010,RO21,2,23.385
2013,NUTS,2010,RO21,2,19.32
2014,NUTS,2010,RO21,2,19.125
2015,NUTS,2010,RO21,2,20.767
2016,NUTS,2010,RO21,2,18.899
2017,NUTS,2010,RO21,2,16.978
2018,NUTS,2010,RO21,2,25.796
2019,NUTS,2010,RO21,2,26.765
2001,NUTS,2010,RO22,2,1.413
2002,NUTS,2010,RO22,2,1.539
2003,NUTS,2010,RO22,2,1.762
2004,NUTS,2010,RO22,2,1.817
2005,NUTS,2010,RO22,2,3.175
2006,NUTS,2010,RO22,2,3.625
2007,NUTS,2010,RO22,2,5.909
2008,NUTS,2010,RO22,2,5.671
2009,NUTS,2010,RO22,2,3.726
2010,NUTS,2010,RO22,2,6.04
2011,NUTS,2010,RO22,2,9.716
2012,NUTS,2010,RO22,2,5.822
2013,NUTS,2010,RO22,2,6.253
2014,NUTS,2010,RO22,2,6.962
2015,NUTS,2010,RO22,2,8.636
2016,NUTS,2010,RO22,2,10.366
2017,NUTS,2010,RO22,2,9.783
2018,NUTS,2010,RO22,2,13.207
2019,NUTS,2010,RO22,2,14.361
2001,NUTS,2010,RO3,1,40.693
2002,NUTS,2010,RO3,1,36.461
2003,NUTS,2010,RO3,1,55.072
2004,NUTS,2010,RO3,1,68.423
2005,NUTS,2010,RO3,1,90.943
2006,NUTS,2010,RO3,1,111.201
2007,NUTS,2010,RO3,1,172.886
2008,NUTS,2010,RO3,1,271.162
2009,NUTS,2010,RO3,1,156.675
2010,NUTS,2010,RO3,1,166.337
2011,NUTS,2010,RO3,1,206.192
2012,NUTS,2010,RO3,1,207.008
2013,NUTS,2010,RO3,1,214.136
2014,NUTS,2010,RO3,1,185.931
2015,NUTS,2010,RO3,1,214.758
2016,NUTS,2010,RO3,1,206.027
2017,NUTS,2010,RO3,1,228.562
2018,NUTS,2010,RO3,1,228.608
2019,NUTS,2010,RO3,1,253.712
2001,NUTS,2010,RO31,2,0.155
2002,NUTS,2010,RO31,2,0.137
2006,NUTS,2010,RO31,2,0.032
2007,NUTS,2010,RO31,2,1.315
2008,NUTS,2010,RO31,2,1.55
2009,NUTS,2010,RO31,2,0.954
2010,NUTS,2010,RO31,2,0.693
2011,NUTS,2010,RO31,2,4.895
2012,NUTS,2010,RO31,2,5.93
2013,NUTS,2010,RO31,2,4.785
2014,NUTS,2010,RO31,2,4.702
2015,NUTS,2010,RO31,2,7.025
2016,NUTS,2010,RO31,2,7.88
2017,NUTS,2010,RO31,2,6.028
2018,NUTS,2010,RO31,2,7.682
2019,NUTS,2010,RO31,2,6.108
2001,NUTS,2010,RO32,2,40.538
2002,NUTS,2010,RO32,2,36.324
2003,NUTS,2010,RO32,2,55.072
2004,NUTS,2010,RO32,2,68.423
2005,NUTS,2010,RO32,2,90.943
2006,NUTS,2010,RO32,2,111.169
2007,NUTS,2010,RO32,2,171.57
2008,NUTS,2010,RO32,2,269.612
2009,NUTS,2010,RO32,2,155.721
2010,NUTS,2010,RO32,2,165.644
2011,NUTS,2010,RO32,2,201.298
2012,NUTS,2010,RO32,2,201.076
2013,NUTS,2010,RO32,2,209.351
2014,NUTS,2010,RO32,2,181.229
2015,NUTS,2010,RO32,2,207.733
2016,NUTS,2010,RO32,2,198.147
2017,NUTS,2010,RO32,2,222.534
2018,NUTS,2010,RO32,2,220.927
2019,NUTS,2010,RO32,2,247.604
2001,NUTS,2010,RO4,1,2.412
2002,NUTS,2010,RO4,1,2.789
2003,NUTS,2010,RO4,1,3.893
2004,NUTS,2010,RO4,1,4.937
2005,NUTS,2010,RO4,1,9.879
2006,NUTS,2010,RO4,1,12.272
2007,NUTS,2010,RO4,1,17.027
2008,NUTS,2010,RO4,1,19.745
2009,NUTS,2010,RO4,1,15.963
2010,NUTS,2010,RO4,1,18.546
2011,NUTS,2010,RO4,1,21.365
2012,NUTS,2010,RO4,1,10.396
2013,NUTS,2010,RO4,1,21.668
2014,NUTS,2010,RO4,1,19.588
2015,NUTS,2010,RO4,1,28.949
2016,NUTS,2010,RO4,1,22.012
2017,NUTS,2010,RO4,1,34.617
2018,NUTS,2010,RO4,1,29.38
2019,NUTS,2010,RO4,1,28.08
2001,NUTS,2010,RO41,2,1.542
2002,NUTS,2010,RO41,2,1.441
2003,NUTS,2010,RO41,2,1.629
2004,NUTS,2010,RO41,2,2.074
2005,NUTS,2010,RO41,2,5.643
2006,NUTS,2010,RO41,2,6.924
2007,NUTS,2010,RO41,2,9.356
2008,NUTS,2010,RO41,2,8.661
2009,NUTS,2010,RO41,2,8.876
2010,NUTS,2010,RO41,2,9.457
2011,NUTS,2010,RO41,2,14.06
2012,NUTS,2010,RO41,2,3.458
2013,NUTS,2010,RO41,2,12.807
2014,NUTS,2010,RO41,2,12.328
2015,NUTS,2010,RO41,2,19.957
2016,NUTS,2010,RO41,2,13.152
2017,NUTS,2010,RO41,2,20.023
2018,NUTS,2010,RO41,2,15.656
2019,NUTS,2010,RO41,2,14.462
2001,NUTS,2010,RO42,2,0.871
2002,NUTS,2010,RO42,2,1.348
2003,NUTS,2010,RO42,2,2.264
2004,NUTS,2010,RO42,2,2.929
2005,NUTS,2010,RO42,2,4.234
2006,NUTS,2010,RO42,2,5.347
2007,NUTS,2010,RO42,2,7.67
2008,NUTS,2010,RO42,2,11.084
2009,NUTS,2010,RO42,2,7.087
2010,NUTS,2010,RO42,2,9.089
2011,NUTS,2010,RO42,2,7.305
2012,NUTS,2010,RO42,2,6.938
2013,NUTS,2010,RO42,2,8.861
2014,NUTS,2010,RO42,2,7.26
2015,NUTS,2010,RO42,2,8.993
2016,NUTS,2010,RO42,2,8.859
2017,NUTS,2010,RO42,2,14.594
2018,NUTS,2010,RO42,2,13.724
2019,NUTS,2010,RO42,2,13.618
2009,NUTS,2010,RS,0,81.95
2010,NUTS,2010,RS,0,81.13
2011,NUTS,2010,RS,0,81.775
2012,NUTS,2010,RS,0,82.636
2013,NUTS,2010,RS,0,83.085
2014,NUTS,2010,RS,0,62.726
2015,NUTS,2010,RS,0,79.259
2016,NUTS,2010,RS,0,80.386
2017,NUTS,2010,RS,0,92.537
2018,NUTS,2010,RS,0,111.037
2019,NUTS,2010,RS,0,105.186
2020,NUTS,2010,RS,0,124.282
2018,NUTS,2010,RS1,1,109.398
2019,NUTS,2010,RS1,1,103.42
2020,NUTS,2010,RS1,1,120.9
2018,NUTS,2010,RS11,2,91.883
2019,NUTS,2010,RS11,2,93.556
2020,NUTS,2010,RS11,2,99.55
2018,NUTS,2010,RS12,2,17.515
2019,NUTS,2010,RS12,2,9.865
2020,NUTS,2010,RS12,2,21.349
2018,NUTS,2010,RS2,1,1.639
2019,NUTS,2010,RS2,1,1.765
2020,NUTS,2010,RS2,1,3.382
2018,NUTS,2010,RS21,2,0.622
2019,NUTS,2010,RS21,2,0.605
2020,NUTS,2010,RS21,2,1.435
2018,NUTS,2010,RS22,2,1.018
2019,NUTS,2010,RS22,2,1.16
2020,NUTS,2010,RS22,2,1.948
1999,NUTS,2010,RU,0,456.069
2000,NUTS,2010,RU,0,720.596
2001,NUTS,2010,RU,0,978.177
2002,NUTS,2010,RU,0,1111.68
2003,NUTS,2010,RU,0,1238.68
2004,NUTS,2010,RU,0,1383.202
2005,NUTS,2010,RU,0,1709.603
2006,NUTS,2010,RU,0,2285.157
2007,NUTS,2010,RU,0,3083.671
2008,NUTS,2010,RU,0,3565.862
2009,NUTS,2010,RU,0,3331.019
2010,NUTS,2010,RU,0,4023.267
2011,NUTS,2010,RU,0,4454.863
2012,NUTS,2010,RU,0,5642.087
2013,NUTS,2010,RU,0,5359.938
2014,NUTS,2010,RU,0,5070.31
2015,NUTS,2010,RU,0,4174.32
2017,NUTS,2010,RU,0,4701.815
2018,NUTS,2010,RU,0,4781.607
2019,NUTS,2010,RU,0,4430.2
1981,NUTS,2010,SE,0,144.056
1983,NUTS,2010,SE,0,134.876
1985,NUTS,2010,SE,0,168.678
1987,NUTS,2010,SE,0,176.471
1989,NUTS,2010,SE,0,197.341
1991,NUTS,2010,SE,0,226.759
1993,NUTS,2010,SE,0,219.372
1995,NUTS,2010,SE,0,232.643
1997,NUTS,2010,SE,0,274.218
1999,NUTS,2010,SE,0,289.185
2001,NUTS,2010,SE,0,297.242
2003,NUTS,2010,SE,0,370.663
2004,NUTS,2010,SE,0,324.628
2005,NUTS,2010,SE,0,517.658
2006,NUTS,2010,SE,0,525.156
2007,NUTS,2010,SE,0,573.615
2008,NUTS,2010,SE,0,546.843
2009,NUTS,2010,SE,0,467.083
2010,NUTS,2010,SE,0,578.256
2011,NUTS,2010,SE,0,566.901
2012,NUTS,2010,SE,0,667.157
2013,NUTS,2010,SE,0,530.428
2014,NUTS,2010,SE,0,509.974
2015,NUTS,2010,SE,0,501.096
2016,NUTS,2010,SE,0,515.477
2017,NUTS,2010,SE,0,584.633
2018,NUTS,2010,SE,0,565.298
