year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_total_fte_gov
2016,NUTS,2010,CZ0,1,13099.0
2017,NUTS,2010,CZ0,1,13689.0
2018,NUTS,2010,CZ0,1,14163.0
2019,NUTS,2010,CZ0,1,14530.0
2020,NUTS,2010,CZ0,1,14438.0
2001,NUTS,2010,CZ01,2,5057.0
2002,NUTS,2010,CZ01,2,5033.0
2003,NUTS,2010,CZ01,2,5272.0
2004,NUTS,2010,CZ01,2,4945.0
2005,NUTS,2010,CZ01,2,7816.0
2006,NUTS,2010,CZ01,2,8079.0
2007,NUTS,2010,CZ01,2,8315.0
2008,NUTS,2010,CZ01,2,8160.0
2009,NUTS,2010,CZ01,2,8094.0
2010,NUTS,2010,CZ01,2,8083.0
2011,NUTS,2010,CZ01,2,8234.0
2012,NUTS,2010,CZ01,2,8370.0
2013,NUTS,2010,CZ01,2,8631.0
2014,NUTS,2010,CZ01,2,8831.0
2015,NUTS,2010,CZ01,2,8771.0
2016,NUTS,2010,CZ01,2,8463.0
2017,NUTS,2010,CZ01,2,8943.0
2018,NUTS,2010,CZ01,2,9072.0
2019,NUTS,2010,CZ01,2,9294.0
2020,NUTS,2010,CZ01,2,9119.0
2001,NUTS,2010,CZ02,2,495.0
2002,NUTS,2010,CZ02,2,513.0
2003,NUTS,2010,CZ02,2,749.0
2004,NUTS,2010,CZ02,2,881.0
2005,NUTS,2010,CZ02,2,1077.0
2006,NUTS,2010,CZ02,2,1132.0
2007,NUTS,2010,CZ02,2,1131.0
2008,NUTS,2010,CZ02,2,1161.0
2009,NUTS,2010,CZ02,2,1144.0
2010,NUTS,2010,CZ02,2,1051.0
2011,NUTS,2010,CZ02,2,1070.0
2012,NUTS,2010,CZ02,2,963.0
2013,NUTS,2010,CZ02,2,1013.0
2014,NUTS,2010,CZ02,2,1073.0
2015,NUTS,2010,CZ02,2,1435.0
2016,NUTS,2010,CZ02,2,1898.0
2017,NUTS,2010,CZ02,2,1896.0
2018,NUTS,2010,CZ02,2,2017.0
2019,NUTS,2010,CZ02,2,2056.0
2020,NUTS,2010,CZ02,2,2118.0
2001,NUTS,2010,CZ03,2,427.0
2002,NUTS,2010,CZ03,2,430.0
2003,NUTS,2010,CZ03,2,390.0
2004,NUTS,2010,CZ03,2,401.0
2005,NUTS,2010,CZ03,2,574.0
2006,NUTS,2010,CZ03,2,615.0
2007,NUTS,2010,CZ03,2,671.0
2008,NUTS,2010,CZ03,2,680.0
2009,NUTS,2010,CZ03,2,691.0
2010,NUTS,2010,CZ03,2,680.0
2011,NUTS,2010,CZ03,2,571.0
2012,NUTS,2010,CZ03,2,568.0
2013,NUTS,2010,CZ03,2,618.0
2014,NUTS,2010,CZ03,2,648.0
2015,NUTS,2010,CZ03,2,679.0
2016,NUTS,2010,CZ03,2,690.0
2017,NUTS,2010,CZ03,2,737.0
2018,NUTS,2010,CZ03,2,770.0
2019,NUTS,2010,CZ03,2,806.0
2020,NUTS,2010,CZ03,2,800.0
2001,NUTS,2010,CZ04,2,151.0
2002,NUTS,2010,CZ04,2,15.0
2003,NUTS,2010,CZ04,2,55.0
2004,NUTS,2010,CZ04,2,53.0
2005,NUTS,2010,CZ04,2,25.0
2006,NUTS,2010,CZ04,2,36.0
2007,NUTS,2010,CZ04,2,38.0
2008,NUTS,2010,CZ04,2,68.0
2009,NUTS,2010,CZ04,2,61.0
2010,NUTS,2010,CZ04,2,36.0
2011,NUTS,2010,CZ04,2,60.0
2012,NUTS,2010,CZ04,2,66.0
2013,NUTS,2010,CZ04,2,67.0
2014,NUTS,2010,CZ04,2,67.0
2015,NUTS,2010,CZ04,2,58.0
2016,NUTS,2010,CZ04,2,54.0
2017,NUTS,2010,CZ04,2,58.0
2018,NUTS,2010,CZ04,2,68.0
2019,NUTS,2010,CZ04,2,70.0
2020,NUTS,2010,CZ04,2,69.0
2001,NUTS,2010,CZ05,2,127.0
2002,NUTS,2010,CZ05,2,89.0
2003,NUTS,2010,CZ05,2,98.0
2004,NUTS,2010,CZ05,2,242.0
2005,NUTS,2010,CZ05,2,90.0
2006,NUTS,2010,CZ05,2,112.0
2007,NUTS,2010,CZ05,2,108.0
2008,NUTS,2010,CZ05,2,113.0
2009,NUTS,2010,CZ05,2,117.0
2010,NUTS,2010,CZ05,2,123.0
2011,NUTS,2010,CZ05,2,154.0
2012,NUTS,2010,CZ05,2,156.0
2013,NUTS,2010,CZ05,2,155.0
2014,NUTS,2010,CZ05,2,153.0
2015,NUTS,2010,CZ05,2,161.0
2016,NUTS,2010,CZ05,2,160.0
2017,NUTS,2010,CZ05,2,156.0
2018,NUTS,2010,CZ05,2,165.0
2019,NUTS,2010,CZ05,2,168.0
2020,NUTS,2010,CZ05,2,171.0
2001,NUTS,2010,CZ06,2,1323.0
2002,NUTS,2010,CZ06,2,1063.0
2003,NUTS,2010,CZ06,2,1191.0
2004,NUTS,2010,CZ06,2,974.0
2005,NUTS,2010,CZ06,2,1281.0
2006,NUTS,2010,CZ06,2,1313.0
2007,NUTS,2010,CZ06,2,1300.0
2008,NUTS,2010,CZ06,2,1309.0
2009,NUTS,2010,CZ06,2,1233.0
2010,NUTS,2010,CZ06,2,1201.0
2011,NUTS,2010,CZ06,2,1370.0
2012,NUTS,2010,CZ06,2,1571.0
2013,NUTS,2010,CZ06,2,1627.0
2014,NUTS,2010,CZ06,2,1431.0
2015,NUTS,2010,CZ06,2,1680.0
2016,NUTS,2010,CZ06,2,1661.0
2017,NUTS,2010,CZ06,2,1665.0
2018,NUTS,2010,CZ06,2,1812.0
2019,NUTS,2010,CZ06,2,1878.0
2020,NUTS,2010,CZ06,2,1911.0
2001,NUTS,2010,CZ07,2,115.0
2002,NUTS,2010,CZ07,2,103.0
2003,NUTS,2010,CZ07,2,113.0
2004,NUTS,2010,CZ07,2,11.0
2005,NUTS,2010,CZ07,2,40.0
2006,NUTS,2010,CZ07,2,40.0
2007,NUTS,2010,CZ07,2,52.0
2008,NUTS,2010,CZ07,2,58.0
2009,NUTS,2010,CZ07,2,54.0
2010,NUTS,2010,CZ07,2,52.0
2011,NUTS,2010,CZ07,2,51.0
2012,NUTS,2010,CZ07,2,53.0
2013,NUTS,2010,CZ07,2,47.0
2014,NUTS,2010,CZ07,2,55.0
2015,NUTS,2010,CZ07,2,53.0
2016,NUTS,2010,CZ07,2,57.0
2017,NUTS,2010,CZ07,2,121.0
2018,NUTS,2010,CZ07,2,137.0
2019,NUTS,2010,CZ07,2,128.0
2020,NUTS,2010,CZ07,2,125.0
2001,NUTS,2010,CZ08,2,79.0
2002,NUTS,2010,CZ08,2,105.0
2003,NUTS,2010,CZ08,2,109.0
2004,NUTS,2010,CZ08,2,150.0
2005,NUTS,2010,CZ08,2,152.0
2006,NUTS,2010,CZ08,2,147.0
2007,NUTS,2010,CZ08,2,148.0
2008,NUTS,2010,CZ08,2,150.0
2009,NUTS,2010,CZ08,2,123.0
2010,NUTS,2010,CZ08,2,158.0
2011,NUTS,2010,CZ08,2,117.0
2012,NUTS,2010,CZ08,2,116.0
2013,NUTS,2010,CZ08,2,118.0
2014,NUTS,2010,CZ08,2,121.0
2015,NUTS,2010,CZ08,2,118.0
2016,NUTS,2010,CZ08,2,116.0
2017,NUTS,2010,CZ08,2,113.0
2018,NUTS,2010,CZ08,2,122.0
2019,NUTS,2010,CZ08,2,131.0
2020,NUTS,2010,CZ08,2,125.0
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1981,NUTS,2010,DE,0,50921.0
1983,NUTS,2010,DE,0,51906.0
1985,NUTS,2010,DE,0,53670.0
1987,NUTS,2010,DE,0,56693.0
1989,NUTS,2010,DE,0,60269.0
1991,NUTS,2010,DE,0,90711.0
1992,NUTS,2010,DE,0,73500.0
1993,NUTS,2010,DE,0,71363.0
1994,NUTS,2010,DE,0,74178.0
1995,NUTS,2010,DE,0,75148.0
1996,NUTS,2010,DE,0,74725.0
1997,NUTS,2010,DE,0,73495.0
1998,NUTS,2010,DE,0,73369.0
1999,NUTS,2010,DE,0,71435.0
2000,NUTS,2010,DE,0,71454.0
2001,NUTS,2010,DE,0,71906.0
2002,NUTS,2010,DE,0,72690.0
2003,NUTS,2010,DE,0,73867.0
2004,NUTS,2010,DE,0,76088.0
2005,NUTS,2010,DE,0,76254.0
2006,NUTS,2010,DE,0,78357.0
2007,NUTS,2010,DE,0,80644.0
2008,NUTS,2010,DE,0,83066.0
2009,NUTS,2010,DE,0,86633.0
2010,NUTS,2010,DE,0,90531.0
2011,NUTS,2010,DE,0,93663.0
2012,NUTS,2010,DE,0,95882.0
2013,NUTS,2010,DE,0,98161.0
2014,NUTS,2010,DE,0,101005.0
2015,NUTS,2010,DE,0,101717.0
2016,NUTS,2010,DE,0,103206.0
2017,NUTS,2010,DE,0,106025.0
2018,NUTS,2010,DE,0,109487.0
2019,NUTS,2010,DE,0,112592.0
2020,NUTS,2010,DE,0,114695.0
1987,NUTS,2010,DE1,1,11578.0
1989,NUTS,2010,DE1,1,12297.0
1991,NUTS,2010,DE1,1,12953.0
1993,NUTS,2010,DE1,1,12570.0
1994,NUTS,2010,DE1,1,12790.0
1995,NUTS,2010,DE1,1,12852.0
1996,NUTS,2010,DE1,1,12284.0
1997,NUTS,2010,DE1,1,12285.0
1998,NUTS,2010,DE1,1,12213.0
1999,NUTS,2010,DE1,1,12110.0
2000,NUTS,2010,DE1,1,11915.0
2003,NUTS,2010,DE1,1,12109.0
2004,NUTS,2010,DE1,1,11980.0
2005,NUTS,2010,DE1,1,11987.0
2006,NUTS,2010,DE1,1,12261.0
2007,NUTS,2010,DE1,1,12578.0
2008,NUTS,2010,DE1,1,12858.0
2009,NUTS,2010,DE1,1,13596.0
2010,NUTS,2010,DE1,1,14081.0
2011,NUTS,2010,DE1,1,14388.0
2012,NUTS,2010,DE1,1,14466.0
2013,NUTS,2010,DE1,1,15048.0
2014,NUTS,2010,DE1,1,15166.0
2015,NUTS,2010,DE1,1,15884.0
2016,NUTS,2010,DE1,1,16000.0
2017,NUTS,2010,DE1,1,16344.0
2018,NUTS,2010,DE1,1,16687.0
2019,NUTS,2010,DE1,1,17175.0
1995,NUTS,2010,DE11,2,3150.0
1996,NUTS,2010,DE11,2,3015.0
1997,NUTS,2010,DE11,2,2998.0
1998,NUTS,2010,DE11,2,2877.0
1999,NUTS,2010,DE11,2,2948.0
2000,NUTS,2010,DE11,2,2839.0
2003,NUTS,2010,DE11,2,2594.0
2004,NUTS,2010,DE11,2,2552.0
2005,NUTS,2010,DE11,2,2849.0
2006,NUTS,2010,DE11,2,2496.0
2007,NUTS,2010,DE11,2,2635.0
2008,NUTS,2010,DE11,2,2751.0
2009,NUTS,2010,DE11,2,2923.0
2010,NUTS,2010,DE11,2,3122.0
2011,NUTS,2010,DE11,2,3231.0
2012,NUTS,2010,DE11,2,3258.0
2013,NUTS,2010,DE11,2,3353.0
2014,NUTS,2010,DE11,2,3372.0
2015,NUTS,2010,DE11,2,3423.0
2016,NUTS,2010,DE11,2,3525.0
2017,NUTS,2010,DE11,2,3548.0
2018,NUTS,2010,DE11,2,3636.0
2019,NUTS,2010,DE11,2,3786.0
1995,NUTS,2010,DE12,2,7639.0
1996,NUTS,2010,DE12,2,7135.0
1997,NUTS,2010,DE12,2,7095.0
1998,NUTS,2010,DE12,2,7034.0
1999,NUTS,2010,DE12,2,7049.0
2000,NUTS,2010,DE12,2,7055.0
2003,NUTS,2010,DE12,2,7659.0
2004,NUTS,2010,DE12,2,7339.0
2005,NUTS,2010,DE12,2,7295.0
2006,NUTS,2010,DE12,2,7414.0
2007,NUTS,2010,DE12,2,7508.0
2008,NUTS,2010,DE12,2,7496.0
2009,NUTS,2010,DE12,2,7853.0
2010,NUTS,2010,DE12,2,7945.0
2011,NUTS,2010,DE12,2,8120.0
2012,NUTS,2010,DE12,2,8129.0
2013,NUTS,2010,DE12,2,8555.0
2014,NUTS,2010,DE12,2,8724.0
2015,NUTS,2010,DE12,2,9261.0
2016,NUTS,2010,DE12,2,9185.0
2017,NUTS,2010,DE12,2,9341.0
2018,NUTS,2010,DE12,2,9475.0
2019,NUTS,2010,DE12,2,9615.0
1995,NUTS,2010,DE13,2,1246.0
1996,NUTS,2010,DE13,2,1287.0
1997,NUTS,2010,DE13,2,1337.0
1998,NUTS,2010,DE13,2,1473.0
1999,NUTS,2010,DE13,2,1333.0
2000,NUTS,2010,DE13,2,1289.0
2003,NUTS,2010,DE13,2,1322.0
2004,NUTS,2010,DE13,2,1452.0
2005,NUTS,2010,DE13,2,1201.0
2006,NUTS,2010,DE13,2,1651.0
2007,NUTS,2010,DE13,2,1677.0
2008,NUTS,2010,DE13,2,1815.0
2009,NUTS,2010,DE13,2,1979.0
2010,NUTS,2010,DE13,2,2062.0
2011,NUTS,2010,DE13,2,2137.0
2012,NUTS,2010,DE13,2,2207.0
2013,NUTS,2010,DE13,2,2232.0
2014,NUTS,2010,DE13,2,2229.0
2015,NUTS,2010,DE13,2,2205.0
2016,NUTS,2010,DE13,2,2271.0
2017,NUTS,2010,DE13,2,2361.0
2018,NUTS,2010,DE13,2,2459.0
2019,NUTS,2010,DE13,2,2598.0
1995,NUTS,2010,DE14,2,817.0
1996,NUTS,2010,DE14,2,847.0
1997,NUTS,2010,DE14,2,855.0
1998,NUTS,2010,DE14,2,829.0
1999,NUTS,2010,DE14,2,780.0
2000,NUTS,2010,DE14,2,732.0
2003,NUTS,2010,DE14,2,534.0
2004,NUTS,2010,DE14,2,637.0
2005,NUTS,2010,DE14,2,643.0
2006,NUTS,2010,DE14,2,700.0
2007,NUTS,2010,DE14,2,757.0
2008,NUTS,2010,DE14,2,796.0
2009,NUTS,2010,DE14,2,841.0
2010,NUTS,2010,DE14,2,952.0
2011,NUTS,2010,DE14,2,900.0
2012,NUTS,2010,DE14,2,872.0
2013,NUTS,2010,DE14,2,908.0
2014,NUTS,2010,DE14,2,841.0
2015,NUTS,2010,DE14,2,994.0
2016,NUTS,2010,DE14,2,1019.0
2017,NUTS,2010,DE14,2,1094.0
2018,NUTS,2010,DE14,2,1118.0
2019,NUTS,2010,DE14,2,1177.0
1987,NUTS,2010,DE2,1,8599.0
1989,NUTS,2010,DE2,1,9006.0
1991,NUTS,2010,DE2,1,9468.0
1993,NUTS,2010,DE2,1,9189.0
1994,NUTS,2010,DE2,1,9848.0
1995,NUTS,2010,DE2,1,9939.0
1996,NUTS,2010,DE2,1,9844.0
1997,NUTS,2010,DE2,1,9778.0
1998,NUTS,2010,DE2,1,9834.0
1999,NUTS,2010,DE2,1,9378.0
2000,NUTS,2010,DE2,1,9079.0
2003,NUTS,2010,DE2,1,9357.0
2004,NUTS,2010,DE2,1,10548.0
2005,NUTS,2010,DE2,1,10296.0
2006,NUTS,2010,DE2,1,10340.0
2007,NUTS,2010,DE2,1,10572.0
2008,NUTS,2010,DE2,1,10922.0
2009,NUTS,2010,DE2,1,11600.0
2010,NUTS,2010,DE2,1,11932.0
2011,NUTS,2010,DE2,1,12318.0
2012,NUTS,2010,DE2,1,12720.0
2013,NUTS,2010,DE2,1,13412.0
2014,NUTS,2010,DE2,1,13701.0
2015,NUTS,2010,DE2,1,13735.0
2016,NUTS,2010,DE2,1,13851.0
2017,NUTS,2010,DE2,1,14212.0
2018,NUTS,2010,DE2,1,14797.0
2019,NUTS,2010,DE2,1,15213.0
1995,NUTS,2010,DE21,2,8923.0
1996,NUTS,2010,DE21,2,8759.0
1997,NUTS,2010,DE21,2,8692.0
1998,NUTS,2010,DE21,2,8719.0
1999,NUTS,2010,DE21,2,8254.0
2000,NUTS,2010,DE21,2,7835.0
2003,NUTS,2010,DE21,2,8089.0
2004,NUTS,2010,DE21,2,9096.0
2005,NUTS,2010,DE21,2,8817.0
2006,NUTS,2010,DE21,2,8540.0
2007,NUTS,2010,DE21,2,8818.0
2008,NUTS,2010,DE21,2,8937.0
2009,NUTS,2010,DE21,2,9434.0
2010,NUTS,2010,DE21,2,9688.0
2011,NUTS,2010,DE21,2,9949.0
2012,NUTS,2010,DE21,2,10242.0
2013,NUTS,2010,DE21,2,10768.0
2014,NUTS,2010,DE21,2,11048.0
2015,NUTS,2010,DE21,2,10841.0
2016,NUTS,2010,DE21,2,10904.0
2017,NUTS,2010,DE21,2,11103.0
2018,NUTS,2010,DE21,2,11443.0
2019,NUTS,2010,DE21,2,11684.0
2015,NUTS,2010,DE22,2,73.0
2016,NUTS,2010,DE22,2,74.0
2017,NUTS,2010,DE22,2,68.0
2018,NUTS,2010,DE22,2,80.0
2019,NUTS,2010,DE22,2,93.0
2015,NUTS,2010,DE23,2,198.0
2016,NUTS,2010,DE23,2,205.0
2017,NUTS,2010,DE23,2,190.0
2018,NUTS,2010,DE23,2,210.0
2019,NUTS,2010,DE23,2,205.0
1995,NUTS,2010,DE24,2,236.0
1996,NUTS,2010,DE24,2,229.0
1997,NUTS,2010,DE24,2,199.0
1998,NUTS,2010,DE24,2,192.0
1999,NUTS,2010,DE24,2,140.0
2000,NUTS,2010,DE24,2,137.0
2003,NUTS,2010,DE24,2,111.0
2004,NUTS,2010,DE24,2,240.0
2005,NUTS,2010,DE24,2,132.0
2006,NUTS,2010,DE24,2,30.0
2007,NUTS,2010,DE24,2,176.0
2008,NUTS,2010,DE24,2,101.0
2009,NUTS,2010,DE24,2,206.0
2010,NUTS,2010,DE24,2,203.0
2011,NUTS,2010,DE24,2,204.0
2012,NUTS,2010,DE24,2,216.0
2013,NUTS,2010,DE24,2,220.0
2014,NUTS,2010,DE24,2,315.0
2015,NUTS,2010,DE24,2,333.0
2016,NUTS,2010,DE24,2,282.0
2017,NUTS,2010,DE24,2,397.0
2018,NUTS,2010,DE24,2,395.0
2019,NUTS,2010,DE24,2,372.0
1995,NUTS,2010,DE25,2,348.0
1996,NUTS,2010,DE25,2,370.0
1997,NUTS,2010,DE25,2,396.0
1998,NUTS,2010,DE25,2,461.0
1999,NUTS,2010,DE25,2,498.0
2000,NUTS,2010,DE25,2,556.0
2003,NUTS,2010,DE25,2,609.0
2004,NUTS,2010,DE25,2,636.0
2005,NUTS,2010,DE25,2,630.0
2006,NUTS,2010,DE25,2,869.0
2007,NUTS,2010,DE25,2,967.0
2008,NUTS,2010,DE25,2,1026.0
2009,NUTS,2010,DE25,2,1208.0
2010,NUTS,2010,DE25,2,1243.0
2011,NUTS,2010,DE25,2,1286.0
2012,NUTS,2010,DE25,2,1267.0
2013,NUTS,2010,DE25,2,1495.0
2014,NUTS,2010,DE25,2,1446.0
2015,NUTS,2010,DE25,2,1538.0
2016,NUTS,2010,DE25,2,1605.0
2017,NUTS,2010,DE25,2,1659.0
2018,NUTS,2010,DE25,2,1773.0
2019,NUTS,2010,DE25,2,1907.0
1995,NUTS,2010,DE26,2,277.0
1996,NUTS,2010,DE26,2,319.0
1997,NUTS,2010,DE26,2,304.0
1998,NUTS,2010,DE26,2,330.0
1999,NUTS,2010,DE26,2,351.0
2000,NUTS,2010,DE26,2,347.0
2003,NUTS,2010,DE26,2,352.0
2004,NUTS,2010,DE26,2,343.0
2005,NUTS,2010,DE26,2,338.0
2006,NUTS,2010,DE26,2,401.0
2007,NUTS,2010,DE26,2,351.0
2008,NUTS,2010,DE26,2,481.0
2009,NUTS,2010,DE26,2,490.0
2010,NUTS,2010,DE26,2,493.0
2011,NUTS,2010,DE26,2,527.0
2012,NUTS,2010,DE26,2,500.0
2013,NUTS,2010,DE26,2,494.0
2014,NUTS,2010,DE26,2,368.0
2015,NUTS,2010,DE26,2,406.0
2016,NUTS,2010,DE26,2,418.0
2017,NUTS,2010,DE26,2,397.0
2018,NUTS,2010,DE26,2,413.0
2019,NUTS,2010,DE26,2,417.0
1995,NUTS,2010,DE27,2,41.0
1996,NUTS,2010,DE27,2,37.0
1997,NUTS,2010,DE27,2,49.0
1998,NUTS,2010,DE27,2,41.0
2003,NUTS,2010,DE27,2,136.0
2004,NUTS,2010,DE27,2,137.0
2005,NUTS,2010,DE27,2,307.0
2006,NUTS,2010,DE27,2,413.0
2007,NUTS,2010,DE27,2,150.0
2008,NUTS,2010,DE27,2,163.0
2009,NUTS,2010,DE27,2,171.0
2010,NUTS,2010,DE27,2,184.0
2011,NUTS,2010,DE27,2,212.0
2012,NUTS,2010,DE27,2,228.0
2013,NUTS,2010,DE27,2,262.0
2014,NUTS,2010,DE27,2,321.0
2015,NUTS,2010,DE27,2,345.0
2016,NUTS,2010,DE27,2,363.0
2017,NUTS,2010,DE27,2,400.0
2018,NUTS,2010,DE27,2,484.0
2019,NUTS,2010,DE27,2,534.0
1987,NUTS,2010,DE3,1,5592.0
1989,NUTS,2010,DE3,1,6257.0
1993,NUTS,2010,DE3,1,9118.0
1994,NUTS,2010,DE3,1,9145.0
1995,NUTS,2010,DE3,1,9943.0
1996,NUTS,2010,DE3,1,9579.0
1997,NUTS,2010,DE3,1,9086.0
1998,NUTS,2010,DE3,1,8452.0
1999,NUTS,2010,DE3,1,8252.0
2000,NUTS,2010,DE3,1,7813.0
2003,NUTS,2010,DE3,1,8518.0
2004,NUTS,2010,DE3,1,9042.0
2005,NUTS,2010,DE3,1,8582.0
2006,NUTS,2010,DE3,1,8965.0
2007,NUTS,2010,DE3,1,9235.0
2008,NUTS,2010,DE3,1,9434.0
2009,NUTS,2010,DE3,1,9727.0
2010,NUTS,2010,DE3,1,10593.0
2011,NUTS,2010,DE3,1,10855.0
2012,NUTS,2010,DE3,1,11132.0
2013,NUTS,2010,DE3,1,11216.0
2014,NUTS,2010,DE3,1,11782.0
2015,NUTS,2010,DE3,1,11325.0
2016,NUTS,2010,DE3,1,11461.0
2017,NUTS,2010,DE3,1,11975.0
2018,NUTS,2010,DE3,1,12589.0
2019,NUTS,2010,DE3,1,12958.0
1987,NUTS,2010,DE30,2,5592.0
1989,NUTS,2010,DE30,2,6257.0
1993,NUTS,2010,DE30,2,9118.0
1994,NUTS,2010,DE30,2,9145.0
1995,NUTS,2010,DE30,2,9943.0
1996,NUTS,2010,DE30,2,9579.0
1997,NUTS,2010,DE30,2,9086.0
1998,NUTS,2010,DE30,2,8452.0
1999,NUTS,2010,DE30,2,8252.0
2000,NUTS,2010,DE30,2,7813.0
2003,NUTS,2010,DE30,2,8518.0
2004,NUTS,2010,DE30,2,9042.0
2005,NUTS,2010,DE30,2,8582.0
2006,NUTS,2010,DE30,2,8965.0
2007,NUTS,2010,DE30,2,9235.0
2008,NUTS,2010,DE30,2,9434.0
2009,NUTS,2010,DE30,2,9727.0
2010,NUTS,2010,DE30,2,10593.0
2011,NUTS,2010,DE30,2,10855.0
2012,NUTS,2010,DE30,2,11132.0
2013,NUTS,2010,DE30,2,11216.0
2014,NUTS,2010,DE30,2,11782.0
2015,NUTS,2010,DE30,2,11325.0
2016,NUTS,2010,DE30,2,11461.0
2017,NUTS,2010,DE30,2,11975.0
2018,NUTS,2010,DE30,2,12589.0
2019,NUTS,2010,DE30,2,12958.0
1993,NUTS,2010,DE4,1,2191.0
1994,NUTS,2010,DE4,1,2416.0
1995,NUTS,2010,DE4,1,2911.0
1996,NUTS,2010,DE4,1,2762.0
1997,NUTS,2010,DE4,1,2721.0
1998,NUTS,2010,DE4,1,2824.0
1999,NUTS,2010,DE4,1,2802.0
2000,NUTS,2010,DE4,1,3010.0
2003,NUTS,2010,DE4,1,2984.0
2004,NUTS,2010,DE4,1,2977.0
2005,NUTS,2010,DE4,1,3087.0
2006,NUTS,2010,DE4,1,3081.0
2007,NUTS,2010,DE4,1,3193.0
2008,NUTS,2010,DE4,1,3354.0
2009,NUTS,2010,DE4,1,3464.0
2010,NUTS,2010,DE4,1,3670.0
2011,NUTS,2010,DE4,1,3777.0
2012,NUTS,2010,DE4,1,3860.0
2013,NUTS,2010,DE4,1,3953.0
2014,NUTS,2010,DE4,1,4138.0
2015,NUTS,2010,DE4,1,3918.0
2016,NUTS,2010,DE4,1,4122.0
2017,NUTS,2010,DE4,1,4117.0
2018,NUTS,2010,DE4,1,4158.0
2019,NUTS,2010,DE4,1,4353.0
1993,NUTS,2010,DE40,2,2191.0
1994,NUTS,2010,DE40,2,2416.0
1995,NUTS,2010,DE40,2,2911.0
1996,NUTS,2010,DE40,2,2762.0
1997,NUTS,2010,DE40,2,2721.0
1998,NUTS,2010,DE40,2,2824.0
1999,NUTS,2010,DE40,2,2802.0
2000,NUTS,2010,DE40,2,3010.0
2003,NUTS,2010,DE40,2,2984.0
2004,NUTS,2010,DE40,2,2977.0
2005,NUTS,2010,DE40,2,3088.0
2006,NUTS,2010,DE40,2,3081.0
2007,NUTS,2010,DE40,2,3193.0
2008,NUTS,2010,DE40,2,3354.0
2009,NUTS,2010,DE40,2,3464.0
2010,NUTS,2010,DE40,2,3670.0
2011,NUTS,2010,DE40,2,3777.0
2012,NUTS,2010,DE40,2,3860.0
2013,NUTS,2010,DE40,2,3953.0
2014,NUTS,2010,DE40,2,4138.0
2015,NUTS,2010,DE40,2,3918.0
2016,NUTS,2010,DE40,2,4122.0
2017,NUTS,2010,DE40,2,4117.0
2018,NUTS,2010,DE40,2,4158.0
2019,NUTS,2010,DE40,2,4353.0
1987,NUTS,2010,DE5,1,467.0
1989,NUTS,2010,DE5,1,571.0
1991,NUTS,2010,DE5,1,599.0
1993,NUTS,2010,DE5,1,844.0
1994,NUTS,2010,DE5,1,858.0
1995,NUTS,2010,DE5,1,864.0
1996,NUTS,2010,DE5,1,844.0
1997,NUTS,2010,DE5,1,900.0
1998,NUTS,2010,DE5,1,1040.0
1999,NUTS,2010,DE5,1,1013.0
2000,NUTS,2010,DE5,1,1107.0
2003,NUTS,2010,DE5,1,1248.0
2004,NUTS,2010,DE5,1,1197.0
2005,NUTS,2010,DE5,1,1334.0
2006,NUTS,2010,DE5,1,1383.0
2007,NUTS,2010,DE5,1,1559.0
2008,NUTS,2010,DE5,1,1596.0
2009,NUTS,2010,DE5,1,1689.0
2010,NUTS,2010,DE5,1,1871.0
2011,NUTS,2010,DE5,1,1950.0
2012,NUTS,2010,DE5,1,2074.0
2013,NUTS,2010,DE5,1,2166.0
2014,NUTS,2010,DE5,1,2363.0
2015,NUTS,2010,DE5,1,2479.0
2016,NUTS,2010,DE5,1,2533.0
2017,NUTS,2010,DE5,1,2530.0
2018,NUTS,2010,DE5,1,2666.0
2019,NUTS,2010,DE5,1,2803.0
1987,NUTS,2010,DE50,2,467.0
1989,NUTS,2010,DE50,2,571.0
1991,NUTS,2010,DE50,2,599.0
1993,NUTS,2010,DE50,2,844.0
1994,NUTS,2010,DE50,2,858.0
1995,NUTS,2010,DE50,2,864.0
1996,NUTS,2010,DE50,2,844.0
1997,NUTS,2010,DE50,2,900.0
1998,NUTS,2010,DE50,2,1040.0
1999,NUTS,2010,DE50,2,1013.0
2000,NUTS,2010,DE50,2,1107.0
2003,NUTS,2010,DE50,2,1248.0
2004,NUTS,2010,DE50,2,1197.0
2005,NUTS,2010,DE50,2,1334.0
2006,NUTS,2010,DE50,2,1383.0
2007,NUTS,2010,DE50,2,1559.0
2008,NUTS,2010,DE50,2,1596.0
2009,NUTS,2010,DE50,2,1689.0
2010,NUTS,2010,DE50,2,1871.0
2011,NUTS,2010,DE50,2,1950.0
2012,NUTS,2010,DE50,2,2074.0
2013,NUTS,2010,DE50,2,2166.0
2014,NUTS,2010,DE50,2,2363.0
