year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_nac_pnp
1985,NUTS,2010,FR,0,156.108
1986,NUTS,2010,FR,0,160.071
1987,NUTS,2010,FR,0,163.425
1988,NUTS,2010,FR,0,172.267
1989,NUTS,2010,FR,0,190.637
1990,NUTS,2010,FR,0,197.421
1991,NUTS,2010,FR,0,194.921
1992,NUTS,2010,FR,0,342.782
1993,NUTS,2010,FR,0,357.645
1994,NUTS,2010,FR,0,361.152
1995,NUTS,2010,FR,0,361.35
1996,NUTS,2010,FR,0,375.025
1997,NUTS,2010,FR,0,384.629
1998,NUTS,2010,FR,0,422.131
1999,NUTS,2010,FR,0,448.353
2000,NUTS,2010,FR,0,439.39
2001,NUTS,2010,FR,0,455.89
2002,NUTS,2010,FR,0,467.929
2003,NUTS,2010,FR,0,463.425
2004,NUTS,2010,FR,0,458.432
2005,NUTS,2010,FR,0,466.452
2006,NUTS,2010,FR,0,461.311
2007,NUTS,2010,FR,0,460.848
2008,NUTS,2010,FR,0,512.735
2009,NUTS,2010,FR,0,512.289
2010,NUTS,2010,FR,0,541.302
2011,NUTS,2010,FR,0,562.58
2012,NUTS,2010,FR,0,668.834
2013,NUTS,2010,FR,0,698.105
2014,NUTS,2010,FR,0,738.901
2015,NUTS,2010,FR,0,767.9
2016,NUTS,2010,FR,0,815.89
2017,NUTS,2010,FR,0,798.32
2018,NUTS,2010,FR,0,818.0
2019,NUTS,2010,FR,0,879.3
2020,NUTS,2010,FR,0,943.152
1992,NUTS,2010,FR1,1,98.94
1993,NUTS,2010,FR1,1,118.0
1994,NUTS,2010,FR1,1,129.43
1995,NUTS,2010,FR1,1,127.14
1996,NUTS,2010,FR1,1,120.97
1997,NUTS,2010,FR1,1,123.04
1998,NUTS,2010,FR1,1,131.9
1999,NUTS,2010,FR1,1,135.04
2000,NUTS,2010,FR1,1,145.06
2001,NUTS,2010,FR1,1,153.87
2002,NUTS,2010,FR1,1,158.453
2003,NUTS,2010,FR1,1,172.041
2004,NUTS,2010,FR1,1,180.69
2006,NUTS,2010,FR1,1,196.0
2007,NUTS,2010,FR1,1,207.97
2008,NUTS,2010,FR1,1,244.345
2009,NUTS,2010,FR1,1,233.601
2010,NUTS,2010,FR1,1,267.676
2011,NUTS,2010,FR1,1,269.6
2012,NUTS,2010,FR1,1,286.1
2013,NUTS,2010,FR1,1,285.6
1992,NUTS,2010,FR10,2,98.94
1993,NUTS,2010,FR10,2,118.0
1994,NUTS,2010,FR10,2,129.43
1995,NUTS,2010,FR10,2,127.14
1996,NUTS,2010,FR10,2,120.97
1997,NUTS,2010,FR10,2,123.04
1998,NUTS,2010,FR10,2,131.9
1999,NUTS,2010,FR10,2,135.04
2000,NUTS,2010,FR10,2,145.06
2001,NUTS,2010,FR10,2,153.87
2002,NUTS,2010,FR10,2,158.453
2003,NUTS,2010,FR10,2,172.041
2004,NUTS,2010,FR10,2,180.69
2006,NUTS,2010,FR10,2,196.0
2007,NUTS,2010,FR10,2,207.97
2008,NUTS,2010,FR10,2,244.345
2009,NUTS,2010,FR10,2,233.601
2010,NUTS,2010,FR10,2,267.676
2011,NUTS,2010,FR10,2,269.6
2012,NUTS,2010,FR10,2,286.1
2013,NUTS,2010,FR10,2,285.6
2012,NUTS,2010,FR2,1,0.0
2013,NUTS,2010,FR2,1,0.0
2012,NUTS,2010,FR3,1,0.0
2013,NUTS,2010,FR3,1,0.0
2012,NUTS,2010,FR4,1,0.0
2013,NUTS,2010,FR4,1,0.0
2012,NUTS,2010,FR5,1,0.0
2013,NUTS,2010,FR5,1,0.0
2012,NUTS,2010,FR6,1,0.0
2013,NUTS,2010,FR6,1,0.0
2002,NUTS,2010,FR7,1,1.34
2003,NUTS,2010,FR7,1,1.5
2006,NUTS,2010,FR7,1,1.0
2007,NUTS,2010,FR7,1,1.3
2008,NUTS,2010,FR7,1,1.3
2012,NUTS,2010,FR7,1,0.0
2013,NUTS,2010,FR7,1,0.0
2002,NUTS,2010,FR71,2,1.34
2003,NUTS,2010,FR71,2,1.5
2004,NUTS,2010,FR71,2,1.5
2006,NUTS,2010,FR71,2,1.0
2007,NUTS,2010,FR71,2,1.3
2008,NUTS,2010,FR71,2,1.3
2002,NUTS,2010,FR8,1,0.1
2003,NUTS,2010,FR8,1,0.12
2007,NUTS,2010,FR8,1,0.2
2008,NUTS,2010,FR8,1,0.2
2012,NUTS,2010,FR8,1,0.0
2013,NUTS,2010,FR8,1,0.0
2002,NUTS,2010,FR82,2,0.1
2003,NUTS,2010,FR82,2,0.12
2004,NUTS,2010,FR82,2,0.2
2007,NUTS,2010,FR82,2,0.2
2008,NUTS,2010,FR82,2,0.2
1992,NUTS,2010,FRZ,1,243.77
1993,NUTS,2010,FRZ,1,239.65
1994,NUTS,2010,FRZ,1,231.72
1995,NUTS,2010,FRZ,1,234.16
1996,NUTS,2010,FRZ,1,254.06
1997,NUTS,2010,FRZ,1,261.64
1998,NUTS,2010,FRZ,1,290.19
1999,NUTS,2010,FRZ,1,313.29
2000,NUTS,2010,FRZ,1,294.33
2001,NUTS,2010,FRZ,1,302.02
2002,NUTS,2010,FRZ,1,308.0
2003,NUTS,2010,FRZ,1,290.0
2004,NUTS,2010,FRZ,1,276.042
2006,NUTS,2010,FRZ,1,264.0
2007,NUTS,2010,FRZ,1,251.38
2008,NUTS,2010,FRZ,1,266.89
2009,NUTS,2010,FRZ,1,278.688
2010,NUTS,2010,FRZ,1,273.626
2011,NUTS,2010,FRZ,1,292.98
2012,NUTS,2010,FRZ,1,382.8
2013,NUTS,2010,FRZ,1,412.5
1992,NUTS,2010,FRZZ,2,243.77
1993,NUTS,2010,FRZZ,2,239.65
1994,NUTS,2010,FRZZ,2,231.72
1995,NUTS,2010,FRZZ,2,234.16
1996,NUTS,2010,FRZZ,2,254.06
1997,NUTS,2010,FRZZ,2,261.64
1998,NUTS,2010,FRZZ,2,290.19
1999,NUTS,2010,FRZZ,2,313.29
2000,NUTS,2010,FRZZ,2,294.33
2001,NUTS,2010,FRZZ,2,302.02
2002,NUTS,2010,FRZZ,2,308.0
2003,NUTS,2010,FRZZ,2,290.0
2004,NUTS,2010,FRZZ,2,276.042
2006,NUTS,2010,FRZZ,2,264.0
2007,NUTS,2010,FRZZ,2,251.38
2008,NUTS,2010,FRZZ,2,266.89
2009,NUTS,2010,FRZZ,2,278.688
2010,NUTS,2010,FRZZ,2,273.626
2011,NUTS,2010,FRZZ,2,292.98
2012,NUTS,2010,FRZZ,2,382.8
2013,NUTS,2010,FRZZ,2,412.5
2005,NUTS,2010,HR,0,3.0
2006,NUTS,2010,HR,0,3.1
2007,NUTS,2010,HR,0,3.2
2008,NUTS,2010,HR,0,3.7
2009,NUTS,2010,HR,0,3.311
2010,NUTS,2010,HR,0,3.65
2011,NUTS,2010,HR,0,3.768
2005,NUTS,2010,HR0,1,3.0
2006,NUTS,2010,HR0,1,3.0
2007,NUTS,2010,HR0,1,3.2
2008,NUTS,2010,HR0,1,3.7
2009,NUTS,2010,HR0,1,3.311
2010,NUTS,2010,HR0,1,3.65
2011,NUTS,2010,HR0,1,3.768
2008,NUTS,2010,HR02,2,0.0
2009,NUTS,2010,HR02,2,0.0
2010,NUTS,2010,HR02,2,0.0
2008,NUTS,2010,HR03,2,3.7
2009,NUTS,2010,HR03,2,3.311
2010,NUTS,2010,HR03,2,3.65
2011,NUTS,2010,HR03,2,3.768
2008,NUTS,2010,HR04,2,0.0
2009,NUTS,2010,HR04,2,0.0
2010,NUTS,2010,HR04,2,0.0
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1981,NUTS,2010,IE,0,1.141
1982,NUTS,2010,IE,0,1.337
1983,NUTS,2010,IE,0,1.566
1984,NUTS,2010,IE,0,1.84
1985,NUTS,2010,IE,0,2.25
1986,NUTS,2010,IE,0,2.666
1987,NUTS,2010,IE,0,3.061
1988,NUTS,2010,IE,0,3.454
1989,NUTS,2010,IE,0,4.268
1990,NUTS,2010,IE,0,5.079
1991,NUTS,2010,IE,0,5.841
1992,NUTS,2010,IE,0,5.079
1993,NUTS,2010,IE,0,4.19
1994,NUTS,2010,IE,0,3.809
1995,NUTS,2010,IE,0,5.079
1996,NUTS,2010,IE,0,6.349
1997,NUTS,2010,IE,0,6.349
1981,NUTS,2010,IE0,1,1.141
1982,NUTS,2010,IE0,1,1.337
1983,NUTS,2010,IE0,1,1.566
1984,NUTS,2010,IE0,1,1.84
1985,NUTS,2010,IE0,1,2.25
1986,NUTS,2010,IE0,1,2.666
1987,NUTS,2010,IE0,1,3.061
1988,NUTS,2010,IE0,1,3.454
1989,NUTS,2010,IE0,1,4.268
1990,NUTS,2010,IE0,1,5.079
1991,NUTS,2010,IE0,1,5.841
1992,NUTS,2010,IE0,1,5.079
1993,NUTS,2010,IE0,1,4.19
1994,NUTS,2010,IE0,1,3.809
1995,NUTS,2010,IE0,1,5.079
1996,NUTS,2010,IE0,1,6.349
1997,NUTS,2010,IE0,1,6.349
1981,NUTS,2010,IS,0,5.9
1983,NUTS,2010,IS,0,25.5
1985,NUTS,2010,IS,0,56.5
1987,NUTS,2010,IS,0,91.5
1989,NUTS,2010,IS,0,202.385
1990,NUTS,2010,IS,0,232.157
1991,NUTS,2010,IS,0,202.94
1992,NUTS,2010,IS,0,217.801
1993,NUTS,2010,IS,0,219.819
1994,NUTS,2010,IS,0,241.801
1995,NUTS,2010,IS,0,220.5
1997,NUTS,2010,IS,0,126.216
1998,NUTS,2010,IS,0,135.682
1999,NUTS,2010,IS,0,325.63
2000,NUTS,2010,IS,0,342.0
2001,NUTS,2010,IS,0,515.152
2002,NUTS,2010,IS,0,528.031
2003,NUTS,2010,IS,0,507.0
2005,NUTS,2010,IS,0,851.5
2006,NUTS,2010,IS,0,945.786
2007,NUTS,2010,IS,0,868.111
2008,NUTS,2010,IS,0,967.9
2009,NUTS,2010,IS,0,1038.2
2011,NUTS,2010,IS,0,1167.328
2013,NUTS,2010,IS,0,0.0
2014,NUTS,2010,IS,0,0.0
2015,NUTS,2010,IS,0,0.0
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
1981,NUTS,2010,IS0,1,5.9
1983,NUTS,2010,IS0,1,25.5
1985,NUTS,2010,IS0,1,56.5
1987,NUTS,2010,IS0,1,91.5
1989,NUTS,2010,IS0,1,202.385
1990,NUTS,2010,IS0,1,232.157
1991,NUTS,2010,IS0,1,202.94
1992,NUTS,2010,IS0,1,217.801
1993,NUTS,2010,IS0,1,219.819
1994,NUTS,2010,IS0,1,241.801
1995,NUTS,2010,IS0,1,220.5
1997,NUTS,2010,IS0,1,126.216
1998,NUTS,2010,IS0,1,135.682
1999,NUTS,2010,IS0,1,325.63
2000,NUTS,2010,IS0,1,342.0
2001,NUTS,2010,IS0,1,515.152
2002,NUTS,2010,IS0,1,528.031
2003,NUTS,2010,IS0,1,507.0
2005,NUTS,2010,IS0,1,851.5
2006,NUTS,2010,IS0,1,945.786
2007,NUTS,2010,IS0,1,868.111
2008,NUTS,2010,IS0,1,967.9
2009,NUTS,2010,IS0,1,1038.2
2011,NUTS,2010,IS0,1,1167.328
2013,NUTS,2010,IS0,1,0.0
2014,NUTS,2010,IS0,1,0.0
2015,NUTS,2010,IS0,1,0.0
2016,NUTS,2010,IS0,1,0.0
2017,NUTS,2010,IS0,1,0.0
2018,NUTS,2010,IS0,1,0.0
1981,NUTS,2010,IS00,2,5.9
1983,NUTS,2010,IS00,2,25.5
1985,NUTS,2010,IS00,2,56.5
1987,NUTS,2010,IS00,2,91.5
1989,NUTS,2010,IS00,2,202.385
1990,NUTS,2010,IS00,2,232.157
1991,NUTS,2010,IS00,2,202.94
1992,NUTS,2010,IS00,2,217.801
1993,NUTS,2010,IS00,2,219.819
1994,NUTS,2010,IS00,2,241.801
1995,NUTS,2010,IS00,2,220.5
1997,NUTS,2010,IS00,2,126.216
1998,NUTS,2010,IS00,2,135.682
1999,NUTS,2010,IS00,2,325.63
2000,NUTS,2010,IS00,2,342.0
2001,NUTS,2010,IS00,2,515.152
2002,NUTS,2010,IS00,2,528.031
2003,NUTS,2010,IS00,2,507.0
2005,NUTS,2010,IS00,2,851.5
2006,NUTS,2010,IS00,2,945.786
2007,NUTS,2010,IS00,2,868.111
2008,NUTS,2010,IS00,2,967.9
2009,NUTS,2010,IS00,2,1038.2
2011,NUTS,2010,IS00,2,1167.328
2013,NUTS,2010,IS00,2,0.0
2014,NUTS,2010,IS00,2,0.0
2015,NUTS,2010,IS00,2,0.0
2016,NUTS,2010,IS00,2,0.0
2017,NUTS,2010,IS00,2,0.0
2018,NUTS,2010,IS00,2,0.0
2002,NUTS,2010,IT,0,186.0
2003,NUTS,2010,IT,0,208.0
2004,NUTS,2010,IT,0,233.0
2005,NUTS,2010,IT,0,330.1
2006,NUTS,2010,IT,0,630.2
2007,NUTS,2010,IT,0,637.2
2008,NUTS,2010,IT,0,616.1
2009,NUTS,2010,IT,0,634.3
2010,NUTS,2010,IT,0,710.6
2011,NUTS,2010,IT,0,662.5
2012,NUTS,2010,IT,0,607.1
2013,NUTS,2010,IT,0,627.1
2014,NUTS,2010,IT,0,661.798
2015,NUTS,2010,IT,0,706.9
2016,NUTS,2010,IT,0,575.177
2017,NUTS,2010,IT,0,406.401
2018,NUTS,2010,IT,0,397.869
2019,NUTS,2010,IT,0,466.194
2020,NUTS,2010,IT,0,516.425
2003,NUTS,2010,ITC,1,144.0
2004,NUTS,2010,ITC,1,151.0
2005,NUTS,2010,ITC,1,194.0
2007,NUTS,2010,ITC,1,437.4
2008,NUTS,2010,ITC,1,411.2
2009,NUTS,2010,ITC,1,445.7
2010,NUTS,2010,ITC,1,480.5
2011,NUTS,2010,ITC,1,472.1
2012,NUTS,2010,ITC,1,407.2
2013,NUTS,2010,ITC,1,395.5
2014,NUTS,2010,ITC,1,395.537
2015,NUTS,2010,ITC,1,424.5
2016,NUTS,2010,ITC,1,345.507
2017,NUTS,2010,ITC,1,174.259
2018,NUTS,2010,ITC,1,174.466
2019,NUTS,2010,ITC,1,205.772
2003,NUTS,2010,ITC1,2,16.0
2004,NUTS,2010,ITC1,2,17.0
2005,NUTS,2010,ITC1,2,28.0
2007,NUTS,2010,ITC1,2,69.6
2008,NUTS,2010,ITC1,2,64.9
2009,NUTS,2010,ITC1,2,67.0
2010,NUTS,2010,ITC1,2,68.7
2011,NUTS,2010,ITC1,2,68.0
2012,NUTS,2010,ITC1,2,71.0
2013,NUTS,2010,ITC1,2,76.7
2014,NUTS,2010,ITC1,2,78.933
2015,NUTS,2010,ITC1,2,89.6
2016,NUTS,2010,ITC1,2,79.427
2017,NUTS,2010,ITC1,2,51.83
2018,NUTS,2010,ITC1,2,50.262
2019,NUTS,2010,ITC1,2,56.645
2003,NUTS,2010,ITC2,2,1.0
2004,NUTS,2010,ITC2,2,2.0
2005,NUTS,2010,ITC2,2,2.0
2007,NUTS,2010,ITC2,2,3.6
2008,NUTS,2010,ITC2,2,3.1
2009,NUTS,2010,ITC2,2,2.1
2010,NUTS,2010,ITC2,2,2.4
2011,NUTS,2010,ITC2,2,2.2
2012,NUTS,2010,ITC2,2,2.9
2013,NUTS,2010,ITC2,2,3.0
2014,NUTS,2010,ITC2,2,2.912
2015,NUTS,2010,ITC2,2,2.3
2016,NUTS,2010,ITC2,2,2.218
2017,NUTS,2010,ITC2,2,2.376
2018,NUTS,2010,ITC2,2,2.456
2019,NUTS,2010,ITC2,2,3.073
2003,NUTS,2010,ITC3,2,3.0
2004,NUTS,2010,ITC3,2,2.0
2005,NUTS,2010,ITC3,2,3.0
2007,NUTS,2010,ITC3,2,8.9
2008,NUTS,2010,ITC3,2,11.2
2009,NUTS,2010,ITC3,2,8.7
2010,NUTS,2010,ITC3,2,11.0
2011,NUTS,2010,ITC3,2,15.7
2012,NUTS,2010,ITC3,2,13.6
2013,NUTS,2010,ITC3,2,8.8
2014,NUTS,2010,ITC3,2,8.994
2015,NUTS,2010,ITC3,2,9.4
2016,NUTS,2010,ITC3,2,8.602
2017,NUTS,2010,ITC3,2,6.53
2018,NUTS,2010,ITC3,2,7.881
2019,NUTS,2010,ITC3,2,12.406
2003,NUTS,2010,ITC4,2,124.0
2004,NUTS,2010,ITC4,2,131.0
2005,NUTS,2010,ITC4,2,161.0
2007,NUTS,2010,ITC4,2,355.3
2008,NUTS,2010,ITC4,2,332.0
2009,NUTS,2010,ITC4,2,367.9
2010,NUTS,2010,ITC4,2,398.4
2011,NUTS,2010,ITC4,2,386.2
2012,NUTS,2010,ITC4,2,319.7
2013,NUTS,2010,ITC4,2,307.0
2014,NUTS,2010,ITC4,2,304.698
2015,NUTS,2010,ITC4,2,323.3
2016,NUTS,2010,ITC4,2,255.26
2017,NUTS,2010,ITC4,2,113.523
2018,NUTS,2010,ITC4,2,113.867
2019,NUTS,2010,ITC4,2,133.648
2003,NUTS,2010,ITF,1,15.0
2004,NUTS,2010,ITF,1,20.0
2005,NUTS,2010,ITF,1,33.0
2007,NUTS,2010,ITF,1,75.1
2008,NUTS,2010,ITF,1,74.1
2009,NUTS,2010,ITF,1,73.2
2010,NUTS,2010,ITF,1,92.1
2011,NUTS,2010,ITF,1,70.5
2012,NUTS,2010,ITF,1,64.8
2013,NUTS,2010,ITF,1,69.2
2014,NUTS,2010,ITF,1,69.502
2017,NUTS,2010,ITF,1,34.456
2018,NUTS,2010,ITF,1,35.623
2019,NUTS,2010,ITF,1,44.115
2003,NUTS,2010,ITF1,2,1.0
2004,NUTS,2010,ITF1,2,1.0
2005,NUTS,2010,ITF1,2,1.0
2007,NUTS,2010,ITF1,2,0.9
2008,NUTS,2010,ITF1,2,0.9
2009,NUTS,2010,ITF1,2,0.3
2010,NUTS,2010,ITF1,2,0.2
2011,NUTS,2010,ITF1,2,1.2
2012,NUTS,2010,ITF1,2,1.0
2013,NUTS,2010,ITF1,2,3.8
2014,NUTS,2010,ITF1,2,2.836
2015,NUTS,2010,ITF1,2,1.7
2016,NUTS,2010,ITF1,2,1.529
2017,NUTS,2010,ITF1,2,1.067
2018,NUTS,2010,ITF1,2,0.941
2019,NUTS,2010,ITF1,2,0.955
2003,NUTS,2010,ITF2,2,1.0
2004,NUTS,2010,ITF2,2,0.0
2005,NUTS,2010,ITF2,2,4.0
2007,NUTS,2010,ITF2,2,0.1
2008,NUTS,2010,ITF2,2,0.1
2009,NUTS,2010,ITF2,2,0.2
2017,NUTS,2010,ITF2,2,0.06
2018,NUTS,2010,ITF2,2,0.122
2019,NUTS,2010,ITF2,2,0.048
2003,NUTS,2010,ITF3,2,9.0
2004,NUTS,2010,ITF3,2,11.0
2005,NUTS,2010,ITF3,2,14.0
2007,NUTS,2010,ITF3,2,37.4
2008,NUTS,2010,ITF3,2,38.5
2009,NUTS,2010,ITF3,2,38.9
2010,NUTS,2010,ITF3,2,58.8
2011,NUTS,2010,ITF3,2,38.4
2012,NUTS,2010,ITF3,2,35.8
2013,NUTS,2010,ITF3,2,41.4
2014,NUTS,2010,ITF3,2,41.596
2015,NUTS,2010,ITF3,2,42.7
2016,NUTS,2010,ITF3,2,32.332
2017,NUTS,2010,ITF3,2,19.784
2018,NUTS,2010,ITF3,2,22.104
2019,NUTS,2010,ITF3,2,21.145
2003,NUTS,2010,ITF4,2,4.0
2004,NUTS,2010,ITF4,2,8.0
2005,NUTS,2010,ITF4,2,14.0
2007,NUTS,2010,ITF4,2,36.6
2008,NUTS,2010,ITF4,2,34.5
2009,NUTS,2010,ITF4,2,33.7
2010,NUTS,2010,ITF4,2,33.0
2011,NUTS,2010,ITF4,2,30.8
2012,NUTS,2010,ITF4,2,27.5
2013,NUTS,2010,ITF4,2,22.9
2014,NUTS,2010,ITF4,2,23.453
2015,NUTS,2010,ITF4,2,28.7
2016,NUTS,2010,ITF4,2,22.903
2017,NUTS,2010,ITF4,2,12.411
2018,NUTS,2010,ITF4,2,11.598
2019,NUTS,2010,ITF4,2,20.524
2003,NUTS,2010,ITF5,2,0.0
2004,NUTS,2010,ITF5,2,0.0
2005,NUTS,2010,ITF5,2,0.0
2007,NUTS,2010,ITF5,2,0.0
2008,NUTS,2010,ITF5,2,0.0
2009,NUTS,2010,ITF5,2,0.0
2012,NUTS,2010,ITF5,2,0.3
2013,NUTS,2010,ITF5,2,1.0
2015,NUTS,2010,ITF5,2,4.2
2017,NUTS,2010,ITF5,2,0.752
2018,NUTS,2010,ITF5,2,0.251
2019,NUTS,2010,ITF5,2,0.697
2003,NUTS,2010,ITF6,2,0.0
2004,NUTS,2010,ITF6,2,0.0
2005,NUTS,2010,ITF6,2,0.0
2007,NUTS,2010,ITF6,2,0.1
2008,NUTS,2010,ITF6,2,0.1
2009,NUTS,2010,ITF6,2,0.1
2010,NUTS,2010,ITF6,2,0.1
2011,NUTS,2010,ITF6,2,0.1
2015,NUTS,2010,ITF6,2,0.2
2016,NUTS,2010,ITF6,2,0.419
2017,NUTS,2010,ITF6,2,0.382
2018,NUTS,2010,ITF6,2,0.607
2019,NUTS,2010,ITF6,2,0.746
2003,NUTS,2010,ITG,1,1.0
2004,NUTS,2010,ITG,1,5.0
2005,NUTS,2010,ITG,1,7.0
2007,NUTS,2010,ITG,1,6.9
2008,NUTS,2010,ITG,1,7.5
2009,NUTS,2010,ITG,1,6.4
2010,NUTS,2010,ITG,1,11.4
2011,NUTS,2010,ITG,1,6.4
2012,NUTS,2010,ITG,1,9.2
2013,NUTS,2010,ITG,1,14.2
2014,NUTS,2010,ITG,1,21.238
2015,NUTS,2010,ITG,1,23.1
2016,NUTS,2010,ITG,1,13.945
2017,NUTS,2010,ITG,1,9.771
2018,NUTS,2010,ITG,1,9.313
2019,NUTS,2010,ITG,1,14.381
2003,NUTS,2010,ITG1,2,1.0
2004,NUTS,2010,ITG1,2,5.0
2005,NUTS,2010,ITG1,2,7.0
2007,NUTS,2010,ITG1,2,6.5
2008,NUTS,2010,ITG1,2,7.1
2009,NUTS,2010,ITG1,2,6.0
2010,NUTS,2010,ITG1,2,11.0
2011,NUTS,2010,ITG1,2,6.1
2012,NUTS,2010,ITG1,2,8.7
2013,NUTS,2010,ITG1,2,13.6
2014,NUTS,2010,ITG1,2,20.671
2015,NUTS,2010,ITG1,2,22.1
2016,NUTS,2010,ITG1,2,12.892
2017,NUTS,2010,ITG1,2,8.687
2018,NUTS,2010,ITG1,2,8.118
2019,NUTS,2010,ITG1,2,13.053
2003,NUTS,2010,ITG2,2,0.0
2004,NUTS,2010,ITG2,2,0.0
2005,NUTS,2010,ITG2,2,0.0
2007,NUTS,2010,ITG2,2,0.4
2008,NUTS,2010,ITG2,2,0.4
2009,NUTS,2010,ITG2,2,0.4
2010,NUTS,2010,ITG2,2,0.4
2011,NUTS,2010,ITG2,2,0.3
2012,NUTS,2010,ITG2,2,0.5
2013,NUTS,2010,ITG2,2,0.6
2014,NUTS,2010,ITG2,2,0.567
2015,NUTS,2010,ITG2,2,1.0
2016,NUTS,2010,ITG2,2,1.053
2017,NUTS,2010,ITG2,2,1.084
2018,NUTS,2010,ITG2,2,1.195
2019,NUTS,2010,ITG2,2,1.328
2003,NUTS,2010,ITH,1,21.0
2004,NUTS,2010,ITH,1,24.0
2005,NUTS,2010,ITH,1,36.0
2007,NUTS,2010,ITH,1,52.0
2008,NUTS,2010,ITH,1,49.1
2009,NUTS,2010,ITH,1,47.0
2010,NUTS,2010,ITH,1,38.5
2011,NUTS,2010,ITH,1,36.3
2012,NUTS,2010,ITH,1,35.9
2013,NUTS,2010,ITH,1,48.5
2014,NUTS,2010,ITH,1,81.266
2015,NUTS,2010,ITH,1,79.4
2016,NUTS,2010,ITH,1,64.687
2017,NUTS,2010,ITH,1,77.96
2018,NUTS,2010,ITH,1,62.837
2019,NUTS,2010,ITH,1,77.341
2003,NUTS,2010,ITH1,2,6.0
2004,NUTS,2010,ITH1,2,6.0
2005,NUTS,2010,ITH1,2,7.0
2007,NUTS,2010,ITH1,2,16.2
2008,NUTS,2010,ITH1,2,9.9
2009,NUTS,2010,ITH1,2,10.3
2010,NUTS,2010,ITH1,2,0.0
2011,NUTS,2010,ITH1,2,0.4
2012,NUTS,2010,ITH1,2,0.3
2013,NUTS,2010,ITH1,2,3.8
2014,NUTS,2010,ITH1,2,34.491
2015,NUTS,2010,ITH1,2,33.2
2016,NUTS,2010,ITH1,2,22.228
2017,NUTS,2010,ITH1,2,37.262
2018,NUTS,2010,ITH1,2,27.712
2019,NUTS,2010,ITH1,2,31.624
2003,NUTS,2010,ITH2,2,1.0
2004,NUTS,2010,ITH2,2,3.0
2005,NUTS,2010,ITH2,2,5.0
2007,NUTS,2010,ITH2,2,4.8
2008,NUTS,2010,ITH2,2,7.3
2009,NUTS,2010,ITH2,2,9.0
2010,NUTS,2010,ITH2,2,8.1
2011,NUTS,2010,ITH2,2,7.1
2012,NUTS,2010,ITH2,2,8.5
2013,NUTS,2010,ITH2,2,8.5
2014,NUTS,2010,ITH2,2,7.324
2015,NUTS,2010,ITH2,2,7.4
2016,NUTS,2010,ITH2,2,7.023
2017,NUTS,2010,ITH2,2,2.693
2018,NUTS,2010,ITH2,2,2.804
2019,NUTS,2010,ITH2,2,2.676
2003,NUTS,2010,ITH3,2,6.0
2004,NUTS,2010,ITH3,2,5.0
2005,NUTS,2010,ITH3,2,12.0
2007,NUTS,2010,ITH3,2,14.9
2008,NUTS,2010,ITH3,2,17.9
2009,NUTS,2010,ITH3,2,19.0
2010,NUTS,2010,ITH3,2,20.1
2011,NUTS,2010,ITH3,2,18.9
2012,NUTS,2010,ITH3,2,14.4
2013,NUTS,2010,ITH3,2,14.9
2014,NUTS,2010,ITH3,2,15.038
2015,NUTS,2010,ITH3,2,18.6
2016,NUTS,2010,ITH3,2,15.695
2017,NUTS,2010,ITH3,2,15.975
2018,NUTS,2010,ITH3,2,14.443
2019,NUTS,2010,ITH3,2,23.598
2003,NUTS,2010,ITH4,2,1.0
2004,NUTS,2010,ITH4,2,2.0
2005,NUTS,2010,ITH4,2,2.0
2007,NUTS,2010,ITH4,2,8.2
2008,NUTS,2010,ITH4,2,5.6
2009,NUTS,2010,ITH4,2,3.9
2010,NUTS,2010,ITH4,2,4.8
2011,NUTS,2010,ITH4,2,4.6
2012,NUTS,2010,ITH4,2,6.4
2013,NUTS,2010,ITH4,2,7.7
2014,NUTS,2010,ITH4,2,7.627
2015,NUTS,2010,ITH4,2,7.7
2016,NUTS,2010,ITH4,2,6.009
2017,NUTS,2010,ITH4,2,6.385
2018,NUTS,2010,ITH4,2,5.542
2019,NUTS,2010,ITH4,2,7.74
2003,NUTS,2010,ITH5,2,7.0
2004,NUTS,2010,ITH5,2,8.0
2005,NUTS,2010,ITH5,2,10.0
2007,NUTS,2010,ITH5,2,7.9
2008,NUTS,2010,ITH5,2,8.4
2009,NUTS,2010,ITH5,2,4.8
2010,NUTS,2010,ITH5,2,5.5
2011,NUTS,2010,ITH5,2,5.3
2012,NUTS,2010,ITH5,2,6.3
2013,NUTS,2010,ITH5,2,13.6
2014,NUTS,2010,ITH5,2,16.786
2015,NUTS,2010,ITH5,2,12.6
2016,NUTS,2010,ITH5,2,13.732
2017,NUTS,2010,ITH5,2,15.645
2018,NUTS,2010,ITH5,2,12.336
2019,NUTS,2010,ITH5,2,11.703
2003,NUTS,2010,ITI,1,27.0
2004,NUTS,2010,ITI,1,32.0
2005,NUTS,2010,ITI,1,60.0
2007,NUTS,2010,ITI,1,65.8
2008,NUTS,2010,ITI,1,74.2
2009,NUTS,2010,ITI,1,62.0
2010,NUTS,2010,ITI,1,88.1
