year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_smc
2003,NUTS,2010,SK0,1,0.061
2005,NUTS,2010,SK0,1,0.026
2006,NUTS,2010,SK0,1,0.186
2007,NUTS,2010,SK0,1,0.061
2010,NUTS,2010,SK0,1,0.148
2011,NUTS,2010,SK0,1,0.278
2012,NUTS,2010,SK0,1,0.37
2001,NUTS,2010,SK01,2,2.088
2006,NUTS,2010,SK01,2,1.688
2012,NUTS,2010,SK01,2,1.649
2001,NUTS,2010,SK010,3,2.088
2006,NUTS,2010,SK010,3,1.688
2012,NUTS,2010,SK010,3,1.649
2005,NUTS,2010,SK02,2,0.075
2007,NUTS,2010,SK02,2,0.179
2010,NUTS,2010,SK02,2,0.434
2011,NUTS,2010,SK02,2,0.816
2012,NUTS,2010,SK02,2,0.544
2007,NUTS,2010,SK021,3,0.6
2010,NUTS,2010,SK021,3,1.083
2011,NUTS,2010,SK021,3,2.707
2012,NUTS,2010,SK021,3,1.44
2005,NUTS,2010,SK022,3,0.233
2010,NUTS,2010,SK023,3,0.289
2012,NUTS,2010,SK023,3,0.29
2003,NUTS,2010,SK04,2,0.211
2003,NUTS,2010,SK042,3,0.429
2005,NUTS,2010,TR,0,0.033
2006,NUTS,2010,TR,0,0.005
2007,NUTS,2010,TR,0,0.014
2008,NUTS,2010,TR,0,0.026
2009,NUTS,2010,TR,0,0.003
2010,NUTS,2010,TR,0,0.11
2011,NUTS,2010,TR,0,0.059
2012,NUTS,2010,TR,0,0.047
2008,NUTS,2010,TR1,1,0.04
2010,NUTS,2010,TR1,1,0.155
2011,NUTS,2010,TR1,1,0.126
2008,NUTS,2010,TR10,2,0.04
2010,NUTS,2010,TR10,2,0.155
2011,NUTS,2010,TR10,2,0.126
2008,NUTS,2010,TR100,3,0.04
2010,NUTS,2010,TR100,3,0.155
2011,NUTS,2010,TR100,3,0.126
2010,NUTS,2010,TR2,1,0.265
2010,NUTS,2010,TR21,2,0.549
2010,NUTS,2010,TR211,3,1.06
2008,NUTS,2010,TR3,1,0.108
2010,NUTS,2010,TR3,1,0.105
2010,NUTS,2010,TR31,2,0.259
2010,NUTS,2010,TR310,3,0.259
2008,NUTS,2010,TR33,2,0.34
2008,NUTS,2010,TR331,3,0.758
2011,NUTS,2010,TR4,1,0.146
2012,NUTS,2010,TR4,1,0.144
2011,NUTS,2010,TR42,2,0.308
2012,NUTS,2010,TR42,2,0.302
2011,NUTS,2010,TR421,3,0.641
2012,NUTS,2010,TR421,3,0.624
2010,NUTS,2010,TR5,1,0.545
2011,NUTS,2010,TR5,1,0.19
2012,NUTS,2010,TR5,1,0.14
2010,NUTS,2010,TR51,2,0.591
2011,NUTS,2010,TR51,2,0.279
2012,NUTS,2010,TR51,2,0.204
2010,NUTS,2010,TR510,3,0.591
2011,NUTS,2010,TR510,3,0.279
2012,NUTS,2010,TR510,3,0.204
2010,NUTS,2010,TR52,2,0.45
2010,NUTS,2010,TR521,3,0.502
2008,NUTS,2010,TR6,1,0.037
2009,NUTS,2010,TR6,1,0.012
2012,NUTS,2010,TR6,1,0.053
2008,NUTS,2010,TR61,2,0.134
2012,NUTS,2010,TR61,2,0.185
2008,NUTS,2010,TR611,3,0.184
2012,NUTS,2010,TR611,3,0.245
2009,NUTS,2010,TR62,2,0.03
2009,NUTS,2010,TR621,3,0.054
2010,NUTS,2010,TR8,1,0.055
2010,NUTS,2010,TR81,2,0.243
2010,NUTS,2010,TR812,3,1.144
1990,NUTS,2010,UK,0,1.156
1991,NUTS,2010,UK,0,0.921
1992,NUTS,2010,UK,0,1.071
1993,NUTS,2010,UK,0,1.016
1994,NUTS,2010,UK,0,1.129
1995,NUTS,2010,UK,0,1.015
1996,NUTS,2010,UK,0,1.069
1997,NUTS,2010,UK,0,0.998
1998,NUTS,2010,UK,0,1.971
1999,NUTS,2010,UK,0,2.129
2000,NUTS,2010,UK,0,2.161
2001,NUTS,2010,UK,0,2.394
2002,NUTS,2010,UK,0,2.575
2003,NUTS,2010,UK,0,2.203
2004,NUTS,2010,UK,0,2.455
2005,NUTS,2010,UK,0,2.163
2006,NUTS,2010,UK,0,2.025
2007,NUTS,2010,UK,0,1.65
2008,NUTS,2010,UK,0,2.013
2009,NUTS,2010,UK,0,2.091
2010,NUTS,2010,UK,0,1.958
2011,NUTS,2010,UK,0,2.158
2012,NUTS,2010,UK,0,1.744
1994,NUTS,2010,UKC,1,0.513
1995,NUTS,2010,UKC,1,0.483
1996,NUTS,2010,UKC,1,0.581
1997,NUTS,2010,UKC,1,0.194
1998,NUTS,2010,UKC,1,0.39
1999,NUTS,2010,UKC,1,0.587
2001,NUTS,2010,UKC,1,1.259
2002,NUTS,2010,UKC,1,1.838
2003,NUTS,2010,UKC,1,0.279
2004,NUTS,2010,UKC,1,0.854
2005,NUTS,2010,UKC,1,1.848
2006,NUTS,2010,UKC,1,1.177
2007,NUTS,2010,UKC,1,0.684
2008,NUTS,2010,UKC,1,0.908
2009,NUTS,2010,UKC,1,1.761
2010,NUTS,2010,UKC,1,1.112
2011,NUTS,2010,UKC,1,1.941
2012,NUTS,2010,UKC,1,1.273
1995,NUTS,2010,UKC1,2,0.216
1996,NUTS,2010,UKC1,2,0.866
1997,NUTS,2010,UKC1,2,0.434
1999,NUTS,2010,UKC1,2,1.306
2001,NUTS,2010,UKC1,2,2.617
2002,NUTS,2010,UKC1,2,4.076
2003,NUTS,2010,UKC1,2,0.113
2004,NUTS,2010,UKC1,2,1.308
2005,NUTS,2010,UKC1,2,3.481
2007,NUTS,2010,UKC1,2,1.512
2008,NUTS,2010,UKC1,2,1.721
2009,NUTS,2010,UKC1,2,2.858
2010,NUTS,2010,UKC1,2,1.6
2011,NUTS,2010,UKC1,2,3.877
2012,NUTS,2010,UKC1,2,1.963
2002,NUTS,2010,UKC11,3,1.202
2005,NUTS,2010,UKC11,3,3.618
2007,NUTS,2010,UKC11,3,0.898
2008,NUTS,2010,UKC11,3,1.18
2001,NUTS,2010,UKC12,3,7.12
2002,NUTS,2010,UKC12,3,3.578
2004,NUTS,2010,UKC12,3,3.606
2005,NUTS,2010,UKC12,3,3.612
2007,NUTS,2010,UKC12,3,0.908
2008,NUTS,2010,UKC12,3,1.201
1995,NUTS,2010,UKC13,3,2.517
2001,NUTS,2010,UKC13,3,5.103
2004,NUTS,2010,UKC13,3,2.523
2007,NUTS,2010,UKC13,3,2.45
1996,NUTS,2010,UKC14,3,2.002
1997,NUTS,2010,UKC14,3,1.003
1999,NUTS,2010,UKC14,3,3.021
2001,NUTS,2010,UKC14,3,1.011
2002,NUTS,2010,UKC14,3,6.746
2003,NUTS,2010,UKC14,3,0.263
2004,NUTS,2010,UKC14,3,0.506
2005,NUTS,2010,UKC14,3,4.031
2007,NUTS,2010,UKC14,3,1.995
2008,NUTS,2010,UKC14,3,2.637
2009,NUTS,2010,UKC14,3,6.575
2010,NUTS,2010,UKC14,3,3.674
2011,NUTS,2010,UKC14,3,8.89
2012,NUTS,2010,UKC14,3,4.497
1994,NUTS,2010,UKC2,2,0.928
1995,NUTS,2010,UKC2,2,0.7
1996,NUTS,2010,UKC2,2,0.351
1998,NUTS,2010,UKC2,2,0.707
2001,NUTS,2010,UKC2,2,0.143
2003,NUTS,2010,UKC2,2,0.416
2004,NUTS,2010,UKC2,2,0.481
2005,NUTS,2010,UKC2,2,0.502
2006,NUTS,2010,UKC2,2,2.147
2008,NUTS,2010,UKC2,2,0.235
2009,NUTS,2010,UKC2,2,0.853
2010,NUTS,2010,UKC2,2,0.708
2011,NUTS,2010,UKC2,2,0.339
2012,NUTS,2010,UKC2,2,0.703
1995,NUTS,2010,UKC21,3,3.265
2001,NUTS,2010,UKC21,3,0.651
2003,NUTS,2010,UKC21,3,1.068
2008,NUTS,2010,UKC21,3,1.053
1994,NUTS,2010,UKC22,3,1.6
1996,NUTS,2010,UKC22,3,0.605
1998,NUTS,2010,UKC22,3,1.224
2003,NUTS,2010,UKC22,3,0.311
2004,NUTS,2010,UKC22,3,0.834
2005,NUTS,2010,UKC22,3,0.87
2006,NUTS,2010,UKC22,3,2.478
2009,NUTS,2010,UKC22,3,1.47
2010,NUTS,2010,UKC22,3,1.218
2011,NUTS,2010,UKC22,3,0.581
2012,NUTS,2010,UKC22,3,1.204
2006,NUTS,2010,UKC23,3,3.587
1990,NUTS,2010,UKD,1,1.128
1991,NUTS,2010,UKD,1,1.024
1992,NUTS,2010,UKD,1,0.925
1993,NUTS,2010,UKD,1,0.913
1994,NUTS,2010,UKD,1,0.957
1995,NUTS,2010,UKD,1,0.341
1996,NUTS,2010,UKD,1,0.268
1997,NUTS,2010,UKD,1,0.393
1998,NUTS,2010,UKD,1,0.199
1999,NUTS,2010,UKD,1,0.45
2000,NUTS,2010,UKD,1,1.439
2001,NUTS,2010,UKD,1,0.847
2002,NUTS,2010,UKD,1,0.811
2003,NUTS,2010,UKD,1,0.894
2004,NUTS,2010,UKD,1,0.423
2005,NUTS,2010,UKD,1,1.678
2006,NUTS,2010,UKD,1,0.151
2007,NUTS,2010,UKD,1,0.362
2008,NUTS,2010,UKD,1,0.435
2009,NUTS,2010,UKD,1,0.833
2010,NUTS,2010,UKD,1,1.118
2011,NUTS,2010,UKD,1,1.158
2012,NUTS,2010,UKD,1,1.245
1992,NUTS,2010,UKD1,2,2.054
1995,NUTS,2010,UKD1,2,0.678
1996,NUTS,2010,UKD1,2,0.678
2000,NUTS,2010,UKD1,2,4.099
1995,NUTS,2010,UKD11,3,1.385
2000,NUTS,2010,UKD11,3,2.121
1992,NUTS,2010,UKD12,3,4.067
1996,NUTS,2010,UKD12,3,1.325
2000,NUTS,2010,UKD12,3,5.95
1990,NUTS,2010,UKD3,2,1.454
1991,NUTS,2010,UKD3,2,1.796
1992,NUTS,2010,UKD3,2,1.305
1993,NUTS,2010,UKD3,2,2.058
1994,NUTS,2010,UKD3,2,1.177
1995,NUTS,2010,UKD3,2,0.448
1997,NUTS,2010,UKD3,2,0.712
1999,NUTS,2010,UKD3,2,0.385
2000,NUTS,2010,UKD3,2,1.391
2001,NUTS,2010,UKD3,2,1.459
2002,NUTS,2010,UKD3,2,1.587
2003,NUTS,2010,UKD3,2,1.612
2004,NUTS,2010,UKD3,2,0.798
2005,NUTS,2010,UKD3,2,3.097
2006,NUTS,2010,UKD3,2,0.26
2007,NUTS,2010,UKD3,2,0.965
2008,NUTS,2010,UKD3,2,0.678
2009,NUTS,2010,UKD3,2,1.456
2010,NUTS,2010,UKD3,2,1.633
2011,NUTS,2010,UKD3,2,2.394
2012,NUTS,2010,UKD3,2,3.007
1990,NUTS,2010,UKD31,3,1.952
1991,NUTS,2010,UKD31,3,2.889
1992,NUTS,2010,UKD31,3,1.685
1993,NUTS,2010,UKD31,3,2.9
1994,NUTS,2010,UKD31,3,1.453
1995,NUTS,2010,UKD31,3,0.102
1997,NUTS,2010,UKD31,3,1.322
1999,NUTS,2010,UKD31,3,0.2
2000,NUTS,2010,UKD31,3,2.595
2001,NUTS,2010,UKD31,3,2.596
2002,NUTS,2010,UKD31,3,2.222
2003,NUTS,2010,UKD31,3,2.268
2004,NUTS,2010,UKD31,3,1.301
2005,NUTS,2010,UKD31,3,4.046
2006,NUTS,2010,UKD31,3,0.237
2007,NUTS,2010,UKD31,3,1.069
2008,NUTS,2010,UKD31,3,1.25
2009,NUTS,2010,UKD31,3,2.68
2010,NUTS,2010,UKD31,3,1.386
2011,NUTS,2010,UKD31,3,3.358
2012,NUTS,2010,UKD31,3,2.781
1990,NUTS,2010,UKD32,3,0.861
1991,NUTS,2010,UKD32,3,0.498
1992,NUTS,2010,UKD32,3,0.855
1993,NUTS,2010,UKD32,3,1.067
1994,NUTS,2010,UKD32,3,0.853
1995,NUTS,2010,UKD32,3,0.855
1999,NUTS,2010,UKD32,3,0.6
2001,NUTS,2010,UKD32,3,0.146
2002,NUTS,2010,UKD32,3,0.855
2003,NUTS,2010,UKD32,3,0.852
2004,NUTS,2010,UKD32,3,0.213
2005,NUTS,2010,UKD32,3,1.978
2006,NUTS,2010,UKD32,3,0.279
2007,NUTS,2010,UKD32,3,0.842
2010,NUTS,2010,UKD32,3,1.929
2011,NUTS,2010,UKD32,3,1.235
2012,NUTS,2010,UKD32,3,3.279
1991,NUTS,2010,UKD4,2,0.535
1994,NUTS,2010,UKD4,2,0.708
1996,NUTS,2010,UKD4,2,0.707
2000,NUTS,2010,UKD4,2,0.177
2002,NUTS,2010,UKD4,2,0.176
2005,NUTS,2010,UKD4,2,0.466
2006,NUTS,2010,UKD4,2,0.173
2008,NUTS,2010,UKD4,2,0.172
2009,NUTS,2010,UKD4,2,0.172
2010,NUTS,2010,UKD4,2,1.031
2011,NUTS,2010,UKD4,2,0.267
2012,NUTS,2010,UKD4,2,0.342
1991,NUTS,2010,UKD41,3,1.821
1991,NUTS,2010,UKD43,3,0.448
1994,NUTS,2010,UKD43,3,0.891
1996,NUTS,2010,UKD43,3,0.888
2000,NUTS,2010,UKD43,3,0.221
2002,NUTS,2010,UKD43,3,0.22
2005,NUTS,2010,UKD43,3,0.582
2006,NUTS,2010,UKD43,3,0.216
2008,NUTS,2010,UKD43,3,0.215
2009,NUTS,2010,UKD43,3,0.215
2010,NUTS,2010,UKD43,3,1.287
2011,NUTS,2010,UKD43,3,0.333
2012,NUTS,2010,UKD43,3,0.426
2003,NUTS,2010,UKD6,2,0.862
2004,NUTS,2010,UKD6,2,0.996
2005,NUTS,2010,UKD6,2,1.904
2008,NUTS,2010,UKD6,2,0.56
2009,NUTS,2010,UKD6,2,0.435
2010,NUTS,2010,UKD6,2,0.556
2011,NUTS,2010,UKD6,2,0.388
2012,NUTS,2010,UKD6,2,0.221
2003,NUTS,2010,UKD61,3,2.607
2004,NUTS,2010,UKD61,3,3.492
2005,NUTS,2010,UKD61,3,3.015
2010,NUTS,2010,UKD61,3,2.492
2011,NUTS,2010,UKD61,3,1.733
2005,NUTS,2010,UKD62,3,2.315
2008,NUTS,2010,UKD62,3,1.366
2003,NUTS,2010,UKD63,3,0.773
2004,NUTS,2010,UKD63,3,0.616
2005,NUTS,2010,UKD63,3,0.766
2009,NUTS,2010,UKD63,3,1.185
2012,NUTS,2010,UKD63,3,0.606
2002,NUTS,2010,UKD7,2,0.841
2003,NUTS,2010,UKD7,2,0.842
2005,NUTS,2010,UKD7,2,0.84
2006,NUTS,2010,UKD7,2,0.087
2008,NUTS,2010,UKD7,2,0.335
2009,NUTS,2010,UKD7,2,0.897
2010,NUTS,2010,UKD7,2,1.001
2011,NUTS,2010,UKD7,2,0.665
2009,NUTS,2010,UKD71,3,1.66
1999,NUTS,2010,UKD72,3,1.109
2000,NUTS,2010,UKD72,3,0.559
2005,NUTS,2010,UKD72,3,1.111
2009,NUTS,2010,UKD72,3,0.439
2010,NUTS,2010,UKD72,3,3.265
2011,NUTS,2010,UKD72,3,2.157
1990,NUTS,2010,UKD73,3,3.398
1996,NUTS,2010,UKD73,3,1.145
1999,NUTS,2010,UKD73,3,1.756
2000,NUTS,2010,UKD73,3,4.405
2003,NUTS,2010,UKD73,3,3.567
2006,NUTS,2010,UKD73,3,0.47
1994,NUTS,2010,UKD74,3,1.213
1999,NUTS,2010,UKD74,3,0.535
2000,NUTS,2010,UKD74,3,1.578
2002,NUTS,2010,UKD74,3,3.968
2003,NUTS,2010,UKD74,3,0.793
2005,NUTS,2010,UKD74,3,2.381
2008,NUTS,2010,UKD74,3,1.581
2009,NUTS,2010,UKD74,3,1.261
1990,NUTS,2010,UKE,1,0.136
1991,NUTS,2010,UKE,1,0.101
1994,NUTS,2010,UKE,1,0.303
1995,NUTS,2010,UKE,1,0.403
1996,NUTS,2010,UKE,1,0.067
1998,NUTS,2010,UKE,1,0.067
1999,NUTS,2010,UKE,1,0.484
2001,NUTS,2010,UKE,1,0.328
2002,NUTS,2010,UKE,1,0.341
2003,NUTS,2010,UKE,1,0.957
2004,NUTS,2010,UKE,1,0.462
2005,NUTS,2010,UKE,1,0.541
2006,NUTS,2010,UKE,1,0.553
2007,NUTS,2010,UKE,1,0.598
2008,NUTS,2010,UKE,1,0.386
2009,NUTS,2010,UKE,1,0.351
2010,NUTS,2010,UKE,1,0.763
2011,NUTS,2010,UKE,1,1.25
2012,NUTS,2010,UKE,1,0.509
1991,NUTS,2010,UKE1,2,0.575
1995,NUTS,2010,UKE1,2,0.566
1998,NUTS,2010,UKE1,2,0.376
2001,NUTS,2010,UKE1,2,0.915
2002,NUTS,2010,UKE1,2,1.139
2003,NUTS,2010,UKE1,2,2.037
2004,NUTS,2010,UKE1,2,1.122
2005,NUTS,2010,UKE1,2,0.835
2007,NUTS,2010,UKE1,2,1.104
1991,NUTS,2010,UKE11,3,1.909
2001,NUTS,2010,UKE11,3,0.796
2002,NUTS,2010,UKE11,3,1.322
2003,NUTS,2010,UKE11,3,5.4
2004,NUTS,2010,UKE11,3,2.661
2005,NUTS,2010,UKE11,3,1.968
1995,NUTS,2010,UKE12,3,1.648
1998,NUTS,2010,UKE12,3,1.078
2001,NUTS,2010,UKE12,3,1.916
2002,NUTS,2010,UKE12,3,2.115
2003,NUTS,2010,UKE12,3,1.405
2004,NUTS,2010,UKE12,3,1.02
2005,NUTS,2010,UKE12,3,0.766
2007,NUTS,2010,UKE12,3,3.033
1994,NUTS,2010,UKE2,2,0.696
1996,NUTS,2010,UKE2,2,0.454
2001,NUTS,2010,UKE2,2,0.334
2002,NUTS,2010,UKE2,2,0.438
2003,NUTS,2010,UKE2,2,2.64
2007,NUTS,2010,UKE2,2,2.029
2009,NUTS,2010,UKE2,2,0.419
2010,NUTS,2010,UKE2,2,1.264
2011,NUTS,2010,UKE2,2,2.938
2012,NUTS,2010,UKE2,2,3.122
2003,NUTS,2010,UKE21,3,10.928
2007,NUTS,2010,UKE21,3,5.281
2012,NUTS,2010,UKE21,3,10.056
1994,NUTS,2010,UKE22,3,0.915
1996,NUTS,2010,UKE22,3,0.597
2001,NUTS,2010,UKE22,3,0.44
2002,NUTS,2010,UKE22,3,0.577
2007,NUTS,2010,UKE22,3,0.984
2009,NUTS,2010,UKE22,3,0.554
2010,NUTS,2010,UKE22,3,1.673
2011,NUTS,2010,UKE22,3,3.899
2012,NUTS,2010,UKE22,3,0.831
1994,NUTS,2010,UKE3,2,0.778
2001,NUTS,2010,UKE3,2,0.261
2003,NUTS,2010,UKE3,2,0.259
2004,NUTS,2010,UKE3,2,0.391
2006,NUTS,2010,UKE3,2,1.157
2007,NUTS,2010,UKE3,2,0.384
2008,NUTS,2010,UKE3,2,0.763
2009,NUTS,2010,UKE3,2,0.758
2010,NUTS,2010,UKE3,2,1.506
2011,NUTS,2010,UKE3,2,1.681
2007,NUTS,2010,UKE31,3,0.646
2010,NUTS,2010,UKE31,3,0.635
2011,NUTS,2010,UKE31,3,0.316
1994,NUTS,2010,UKE32,3,1.924
2001,NUTS,2010,UKE32,3,0.642
2003,NUTS,2010,UKE32,3,0.641
2004,NUTS,2010,UKE32,3,0.966
2006,NUTS,2010,UKE32,3,2.848
2008,NUTS,2010,UKE32,3,1.88
2009,NUTS,2010,UKE32,3,1.865
2010,NUTS,2010,UKE32,3,2.77
2011,NUTS,2010,UKE32,3,3.648
1990,NUTS,2010,UKE4,2,0.326
1995,NUTS,2010,UKE4,2,0.724
1999,NUTS,2010,UKE4,2,1.158
2001,NUTS,2010,UKE4,2,0.12
2002,NUTS,2010,UKE4,2,0.177
2003,NUTS,2010,UKE4,2,0.319
2004,NUTS,2010,UKE4,2,0.393
2005,NUTS,2010,UKE4,2,0.939
2006,NUTS,2010,UKE4,2,0.619
2008,NUTS,2010,UKE4,2,0.459
2009,NUTS,2010,UKE4,2,0.228
2010,NUTS,2010,UKE4,2,0.453
2011,NUTS,2010,UKE4,2,0.901
2012,NUTS,2010,UKE4,2,0.09
1995,NUTS,2010,UKE41,3,1.061
1999,NUTS,2010,UKE41,3,1.284
2005,NUTS,2010,UKE41,3,2.049
2006,NUTS,2010,UKE41,3,0.669
1990,NUTS,2010,UKE42,3,0.952
1995,NUTS,2010,UKE42,3,0.939
1999,NUTS,2010,UKE42,3,0.559
2001,NUTS,2010,UKE42,3,0.35
2002,NUTS,2010,UKE42,3,0.237
2003,NUTS,2010,UKE42,3,0.46
2004,NUTS,2010,UKE42,3,0.694
2005,NUTS,2010,UKE42,3,1.372
2006,NUTS,2010,UKE42,3,0.911
2008,NUTS,2010,UKE42,3,0.676
2009,NUTS,2010,UKE42,3,0.673
2010,NUTS,2010,UKE42,3,1.341
2011,NUTS,2010,UKE42,3,2.67
2003,NUTS,2010,UKE44,3,0.562
2004,NUTS,2010,UKE44,3,0.559
2006,NUTS,2010,UKE44,3,0.55
2008,NUTS,2010,UKE44,3,0.82
2012,NUTS,2010,UKE44,3,0.318
2002,NUTS,2010,UKE45,3,0.633
1990,NUTS,2010,UKF,1,0.545
1991,NUTS,2010,UKF,1,0.167
1992,NUTS,2010,UKF,1,0.373
1993,NUTS,2010,UKF,1,0.124
1994,NUTS,2010,UKF,1,0.246
1995,NUTS,2010,UKF,1,0.429
1996,NUTS,2010,UKF,1,0.871
1997,NUTS,2010,UKF,1,0.486
1998,NUTS,2010,UKF,1,0.533
1999,NUTS,2010,UKF,1,1.412
2000,NUTS,2010,UKF,1,0.894
2001,NUTS,2010,UKF,1,0.467
2002,NUTS,2010,UKF,1,0.523
2003,NUTS,2010,UKF,1,0.361
2004,NUTS,2010,UKF,1,0.428
2005,NUTS,2010,UKF,1,0.387
2006,NUTS,2010,UKF,1,0.513
2007,NUTS,2010,UKF,1,0.267
2008,NUTS,2010,UKF,1,0.631
2009,NUTS,2010,UKF,1,0.269
2010,NUTS,2010,UKF,1,0.971
2011,NUTS,2010,UKF,1,1.358
2012,NUTS,2010,UKF,1,0.347
1995,NUTS,2010,UKF1,2,0.254
1996,NUTS,2010,UKF1,2,0.371
1997,NUTS,2010,UKF1,2,0.167
2002,NUTS,2010,UKF1,2,0.754
2003,NUTS,2010,UKF1,2,0.265
2004,NUTS,2010,UKF1,2,0.164
2005,NUTS,2010,UKF1,2,0.493
2006,NUTS,2010,UKF1,2,0.098
2007,NUTS,2010,UKF1,2,0.083
2008,NUTS,2010,UKF1,2,0.548
2009,NUTS,2010,UKF1,2,0.241
2010,NUTS,2010,UKF1,2,0.517
2011,NUTS,2010,UKF1,2,2.443
2012,NUTS,2010,UKF1,2,0.156
2003,NUTS,2010,UKF11,3,1.42
2007,NUTS,2010,UKF11,3,0.711
2008,NUTS,2010,UKF11,3,4.152
2011,NUTS,2010,UKF11,3,6.735
2009,NUTS,2010,UKF12,3,1.809
2002,NUTS,2010,UKF13,3,1.067
2003,NUTS,2010,UKF13,3,0.425
2005,NUTS,2010,UKF13,3,0.421
2011,NUTS,2010,UKF13,3,1.304
1996,NUTS,2010,UKF14,3,1.912
1997,NUTS,2010,UKF14,3,1.189
2002,NUTS,2010,UKF14,3,1.85
2005,NUTS,2010,UKF14,3,1.417
2006,NUTS,2010,UKF14,3,0.7
2008,NUTS,2010,UKF14,3,0.449
2010,NUTS,2010,UKF14,3,3.633
2011,NUTS,2010,UKF14,3,3.313
2012,NUTS,2010,UKF14,3,1.077
1995,NUTS,2010,UKF15,3,1.192
2004,NUTS,2010,UKF15,3,0.764
1996,NUTS,2010,UKF16,3,0.617
2002,NUTS,2010,UKF16,3,1.535
2005,NUTS,2010,UKF16,3,1.221
2011,NUTS,2010,UKF16,3,5.478
1990,NUTS,2010,UKF2,2,1.487
1991,NUTS,2010,UKF2,2,0.456
1992,NUTS,2010,UKF2,2,1.015
1993,NUTS,2010,UKF2,2,0.336
1996,NUTS,2010,UKF2,2,1.207
1997,NUTS,2010,UKF2,2,0.656
1998,NUTS,2010,UKF2,2,1.438
1999,NUTS,2010,UKF2,2,3.806
2000,NUTS,2010,UKF2,2,1.76
2001,NUTS,2010,UKF2,2,1.255
2002,NUTS,2010,UKF2,2,0.447
2003,NUTS,2010,UKF2,2,0.634
2004,NUTS,2010,UKF2,2,0.942
2005,NUTS,2010,UKF2,2,0.417
2006,NUTS,2010,UKF2,2,1.248
2007,NUTS,2010,UKF2,2,0.608
2008,NUTS,2010,UKF2,2,1.004
2009,NUTS,2010,UKF2,2,0.418
2010,NUTS,2010,UKF2,2,1.935
2011,NUTS,2010,UKF2,2,0.587
2012,NUTS,2010,UKF2,2,0.436
1996,NUTS,2010,UKF21,3,1.133
1999,NUTS,2010,UKF21,3,4.341
2000,NUTS,2010,UKF21,3,2.352
2008,NUTS,2010,UKF21,3,4.244
1990,NUTS,2010,UKF22,3,0.834
1992,NUTS,2010,UKF22,3,0.82
1999,NUTS,2010,UKF22,3,0.951
2002,NUTS,2010,UKF22,3,0.773
2003,NUTS,2010,UKF22,3,1.535
2004,NUTS,2010,UKF22,3,1.525
2005,NUTS,2010,UKF22,3,1.016
2006,NUTS,2010,UKF22,3,2.306
2007,NUTS,2010,UKF22,3,0.748
2008,NUTS,2010,UKF22,3,0.489
2009,NUTS,2010,UKF22,3,0.737
2010,NUTS,2010,UKF22,3,2.083
2012,NUTS,2010,UKF22,3,0.362
2002,NUTS,2010,UKF24,3,0.576
2006,NUTS,2010,UKF24,3,1.389
2007,NUTS,2010,UKF24,3,1.373
2009,NUTS,2010,UKF24,3,0.541
2010,NUTS,2010,UKF24,3,4.995
2012,NUTS,2010,UKF24,3,1.324
2004,NUTS,2010,UKF25,3,1.711
2011,NUTS,2010,UKF25,3,3.162
1994,NUTS,2010,UKF3,2,1.658
1995,NUTS,2010,UKF3,2,2.053
1996,NUTS,2010,UKF3,2,1.626
1997,NUTS,2010,UKF3,2,1.082
2000,NUTS,2010,UKF3,2,1.571
2012,NUTS,2010,UKF3,2,0.698
1994,NUTS,2010,UKF30,3,1.658
1995,NUTS,2010,UKF30,3,2.053
1996,NUTS,2010,UKF30,3,1.626
1997,NUTS,2010,UKF30,3,1.082
2000,NUTS,2010,UKF30,3,1.571
2012,NUTS,2010,UKF30,3,0.698
1990,NUTS,2010,UKG,1,0.767
1991,NUTS,2010,UKG,1,0.446
1992,NUTS,2010,UKG,1,0.334
1993,NUTS,2010,UKG,1,0.668
1994,NUTS,2010,UKG,1,1.25
1995,NUTS,2010,UKG,1,2.69
1996,NUTS,2010,UKG,1,0.688
1997,NUTS,2010,UKG,1,0.965
1998,NUTS,2010,UKG,1,2.62
1999,NUTS,2010,UKG,1,1.227
2000,NUTS,2010,UKG,1,2.576
2001,NUTS,2010,UKG,1,1.223
2002,NUTS,2010,UKG,1,2.385
2003,NUTS,2010,UKG,1,1.299
2004,NUTS,2010,UKG,1,0.918
2006,NUTS,2010,UKG,1,0.246
2007,NUTS,2010,UKG,1,0.184
2008,NUTS,2010,UKG,1,0.928
2009,NUTS,2010,UKG,1,0.862
2010,NUTS,2010,UKG,1,0.68
2011,NUTS,2010,UKG,1,0.358
2012,NUTS,2010,UKG,1,0.244
1990,NUTS,2010,UKG1,2,3.033
1991,NUTS,2010,UKG1,2,2.013
1992,NUTS,2010,UKG1,2,1.289
1993,NUTS,2010,UKG1,2,2.562
1994,NUTS,2010,UKG1,2,4.661
1995,NUTS,2010,UKG1,2,10.667
1996,NUTS,2010,UKG1,2,2.802
1997,NUTS,2010,UKG1,2,3.702
1998,NUTS,2010,UKG1,2,10.152
1999,NUTS,2010,UKG1,2,4.78
2000,NUTS,2010,UKG1,2,7.287
2001,NUTS,2010,UKG1,2,3.487
2002,NUTS,2010,UKG1,2,9.194
2003,NUTS,2010,UKG1,2,5.161
2004,NUTS,2010,UKG1,2,2.878
2006,NUTS,2010,UKG1,2,1.058
2008,NUTS,2010,UKG1,2,1.824
2009,NUTS,2010,UKG1,2,1.23
2010,NUTS,2010,UKG1,2,1.552
2011,NUTS,2010,UKG1,2,0.386
