year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_f_hc
2011,NUTS,2010,SK02,2,288.0
2012,NUTS,2010,SK02,2,304.0
2013,NUTS,2010,SK02,2,100.0
2014,NUTS,2010,SK02,2,369.0
2015,NUTS,2010,SK02,2,349.0
2016,NUTS,2010,SK02,2,449.0
2017,NUTS,2010,SK02,2,455.0
2018,NUTS,2010,SK02,2,405.0
2019,NUTS,2010,SK02,2,324.0
2020,NUTS,2010,SK02,2,290.0
2011,NUTS,2010,SK03,2,133.0
2012,NUTS,2010,SK03,2,215.0
2013,NUTS,2010,SK03,2,89.0
2014,NUTS,2010,SK03,2,152.0
2015,NUTS,2010,SK03,2,281.0
2016,NUTS,2010,SK03,2,435.0
2017,NUTS,2010,SK03,2,227.0
2018,NUTS,2010,SK03,2,241.0
2019,NUTS,2010,SK03,2,207.0
2020,NUTS,2010,SK03,2,234.0
2011,NUTS,2010,SK04,2,313.0
2012,NUTS,2010,SK04,2,288.0
2013,NUTS,2010,SK04,2,298.0
2014,NUTS,2010,SK04,2,340.0
2015,NUTS,2010,SK04,2,318.0
2016,NUTS,2010,SK04,2,363.0
2017,NUTS,2010,SK04,2,353.0
2018,NUTS,2010,SK04,2,285.0
2019,NUTS,2010,SK04,2,236.0
2020,NUTS,2010,SK04,2,231.0
2011,NUTS,2010,TR,0,3609.0
2012,NUTS,2010,TR,0,3741.0
2013,NUTS,2010,TR,0,3530.0
2014,NUTS,2010,TR,0,3558.0
2015,NUTS,2010,TR,0,3572.0
2016,NUTS,2010,TR,0,3631.0
2017,NUTS,2010,TR,0,3676.0
2018,NUTS,2010,TR,0,3649.0
2019,NUTS,2010,TR,0,3001.0
2020,NUTS,2010,TR,0,3334.0
2011,NUTS,2010,UK,0,6564.0
2012,NUTS,2010,UK,0,6884.0
2013,NUTS,2010,UK,0,6692.0
2014,NUTS,2010,UK,0,6561.0
2015,NUTS,2010,UK,0,6806.0
2016,NUTS,2010,UK,0,6699.0
2017,NUTS,2010,UK,0,6719.0
2018,NUTS,2010,UK,0,6790.0
2011,NUTS,2010,UKC,1,0.0
2013,NUTS,2010,UKC,1,0.0
2015,NUTS,2010,UKC,1,0.0
2017,NUTS,2010,UKC,1,4.0
2011,NUTS,2010,UKC1,2,0.0
2013,NUTS,2010,UKC1,2,0.0
2015,NUTS,2010,UKC1,2,0.0
2017,NUTS,2010,UKC1,2,2.0
2011,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,0.0
2015,NUTS,2010,UKC2,2,0.0
2017,NUTS,2010,UKC2,2,2.0
2011,NUTS,2010,UKD,1,233.0
2013,NUTS,2010,UKD,1,247.0
2015,NUTS,2010,UKD,1,288.0
2017,NUTS,2010,UKD,1,314.0
2011,NUTS,2010,UKD1,2,1.0
2013,NUTS,2010,UKD1,2,2.0
2015,NUTS,2010,UKD1,2,3.0
2017,NUTS,2010,UKD1,2,3.0
2011,NUTS,2010,UKD3,2,12.0
2013,NUTS,2010,UKD3,2,33.0
2015,NUTS,2010,UKD3,2,34.0
2017,NUTS,2010,UKD3,2,40.0
2011,NUTS,2010,UKD4,2,47.0
2013,NUTS,2010,UKD4,2,41.0
2015,NUTS,2010,UKD4,2,47.0
2017,NUTS,2010,UKD4,2,45.0
2011,NUTS,2010,UKD6,2,108.0
2013,NUTS,2010,UKD6,2,103.0
2015,NUTS,2010,UKD6,2,133.0
2017,NUTS,2010,UKD6,2,160.0
2011,NUTS,2010,UKD7,2,65.0
2013,NUTS,2010,UKD7,2,67.0
2015,NUTS,2010,UKD7,2,71.0
2017,NUTS,2010,UKD7,2,67.0
2011,NUTS,2010,UKE,1,159.0
2013,NUTS,2010,UKE,1,216.0
2015,NUTS,2010,UKE,1,74.0
2017,NUTS,2010,UKE,1,76.0
2011,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,133.0
2013,NUTS,2010,UKE2,2,182.0
2015,NUTS,2010,UKE2,2,36.0
2017,NUTS,2010,UKE2,2,29.0
2011,NUTS,2010,UKE3,2,23.0
2013,NUTS,2010,UKE3,2,27.0
2015,NUTS,2010,UKE3,2,33.0
2017,NUTS,2010,UKE3,2,39.0
2011,NUTS,2010,UKE4,2,3.0
2013,NUTS,2010,UKE4,2,7.0
2015,NUTS,2010,UKE4,2,6.0
2017,NUTS,2010,UKE4,2,8.0
2011,NUTS,2010,UKF,1,271.0
2013,NUTS,2010,UKF,1,251.0
2015,NUTS,2010,UKF,1,287.0
2017,NUTS,2010,UKF,1,239.0
2011,NUTS,2010,UKF1,2,232.0
2013,NUTS,2010,UKF1,2,208.0
2015,NUTS,2010,UKF1,2,232.0
2017,NUTS,2010,UKF1,2,199.0
2011,NUTS,2010,UKF2,2,39.0
2013,NUTS,2010,UKF2,2,43.0
2015,NUTS,2010,UKF2,2,54.0
2017,NUTS,2010,UKF2,2,40.0
2011,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,4.0
2013,NUTS,2010,UKG,1,11.0
2015,NUTS,2010,UKG,1,18.0
2017,NUTS,2010,UKG,1,9.0
2011,NUTS,2010,UKG1,2,1.0
2013,NUTS,2010,UKG1,2,2.0
2015,NUTS,2010,UKG1,2,2.0
2017,NUTS,2010,UKG1,2,2.0
2011,NUTS,2010,UKG2,2,0.0
2013,NUTS,2010,UKG2,2,0.0
2015,NUTS,2010,UKG2,2,0.0
2017,NUTS,2010,UKG2,2,1.0
2011,NUTS,2010,UKG3,2,3.0
2013,NUTS,2010,UKG3,2,9.0
2015,NUTS,2010,UKG3,2,16.0
2017,NUTS,2010,UKG3,2,6.0
2011,NUTS,2010,UKH,1,580.0
2013,NUTS,2010,UKH,1,624.0
2015,NUTS,2010,UKH,1,712.0
2017,NUTS,2010,UKH,1,633.0
2011,NUTS,2010,UKH1,2,545.0
2013,NUTS,2010,UKH1,2,603.0
2015,NUTS,2010,UKH1,2,688.0
2017,NUTS,2010,UKH1,2,570.0
2011,NUTS,2010,UKH2,2,35.0
2013,NUTS,2010,UKH2,2,21.0
2015,NUTS,2010,UKH2,2,24.0
2017,NUTS,2010,UKH2,2,63.0
2011,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,0.0
2015,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,887.0
2013,NUTS,2010,UKI,1,983.0
2015,NUTS,2010,UKI,1,859.0
2017,NUTS,2010,UKI,1,814.0
2011,NUTS,2010,UKI3,2,610.0
2013,NUTS,2010,UKI3,2,681.0
2015,NUTS,2010,UKI3,2,764.0
2017,NUTS,2010,UKI3,2,747.0
2011,NUTS,2010,UKI4,2,25.0
2013,NUTS,2010,UKI4,2,27.0
2015,NUTS,2010,UKI4,2,31.0
2017,NUTS,2010,UKI4,2,22.0
2011,NUTS,2010,UKI5,2,2.0
2013,NUTS,2010,UKI5,2,2.0
2015,NUTS,2010,UKI5,2,0.0
2017,NUTS,2010,UKI5,2,0.0
2011,NUTS,2010,UKI6,2,42.0
2013,NUTS,2010,UKI6,2,46.0
2015,NUTS,2010,UKI6,2,11.0
2017,NUTS,2010,UKI6,2,11.0
2011,NUTS,2010,UKI7,2,209.0
2013,NUTS,2010,UKI7,2,228.0
2015,NUTS,2010,UKI7,2,53.0
2017,NUTS,2010,UKI7,2,35.0
2011,NUTS,2010,UKJ,1,2335.0
2013,NUTS,2010,UKJ,1,2487.0
2015,NUTS,2010,UKJ,1,2579.0
2017,NUTS,2010,UKJ,1,2469.0
2011,NUTS,2010,UKJ1,2,987.0
2013,NUTS,2010,UKJ1,2,986.0
2015,NUTS,2010,UKJ1,2,1218.0
2017,NUTS,2010,UKJ1,2,1274.0
2011,NUTS,2010,UKJ2,2,335.0
2013,NUTS,2010,UKJ2,2,428.0
2015,NUTS,2010,UKJ2,2,235.0
2017,NUTS,2010,UKJ2,2,228.0
2011,NUTS,2010,UKJ3,2,652.0
2013,NUTS,2010,UKJ3,2,783.0
2015,NUTS,2010,UKJ3,2,850.0
2017,NUTS,2010,UKJ3,2,729.0
2011,NUTS,2010,UKJ4,2,361.0
2013,NUTS,2010,UKJ4,2,291.0
2015,NUTS,2010,UKJ4,2,277.0
2017,NUTS,2010,UKJ4,2,238.0
2011,NUTS,2010,UKK,1,1151.0
2013,NUTS,2010,UKK,1,1053.0
2015,NUTS,2010,UKK,1,1053.0
2017,NUTS,2010,UKK,1,1167.0
2011,NUTS,2010,UKK1,2,963.0
2013,NUTS,2010,UKK1,2,1035.0
2015,NUTS,2010,UKK1,2,1037.0
2017,NUTS,2010,UKK1,2,1156.0
2011,NUTS,2010,UKK2,2,13.0
2013,NUTS,2010,UKK2,2,15.0
2015,NUTS,2010,UKK2,2,13.0
2017,NUTS,2010,UKK2,2,9.0
2011,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,1.0
2011,NUTS,2010,UKK4,2,175.0
2013,NUTS,2010,UKK4,2,3.0
2015,NUTS,2010,UKK4,2,2.0
2017,NUTS,2010,UKK4,2,2.0
2011,NUTS,2010,UKL,1,91.0
2013,NUTS,2010,UKL,1,98.0
2015,NUTS,2010,UKL,1,54.0
2017,NUTS,2010,UKL,1,58.0
2011,NUTS,2010,UKL1,2,20.0
2013,NUTS,2010,UKL1,2,29.0
2015,NUTS,2010,UKL1,2,27.0
2017,NUTS,2010,UKL1,2,32.0
2011,NUTS,2010,UKL2,2,70.0
2013,NUTS,2010,UKL2,2,68.0
2015,NUTS,2010,UKL2,2,27.0
2017,NUTS,2010,UKL2,2,27.0
2011,NUTS,2010,UKM,1,793.0
2013,NUTS,2010,UKM,1,656.0
2015,NUTS,2010,UKM,1,836.0
2017,NUTS,2010,UKM,1,876.0
2013,NUTS,2010,UKM2,2,370.0
2015,NUTS,2010,UKM2,2,406.0
2017,NUTS,2010,UKM2,2,444.0
2013,NUTS,2010,UKM3,2,42.0
2015,NUTS,2010,UKM3,2,48.0
2017,NUTS,2010,UKM3,2,50.0
2013,NUTS,2010,UKM5,2,236.0
2015,NUTS,2010,UKM5,2,372.0
2017,NUTS,2010,UKM5,2,369.0
2013,NUTS,2010,UKM6,2,9.0
2015,NUTS,2010,UKM6,2,10.0
2017,NUTS,2010,UKM6,2,13.0
2011,NUTS,2010,UKN,1,59.0
2013,NUTS,2010,UKN,1,68.0
2015,NUTS,2010,UKN,1,45.0
2017,NUTS,2010,UKN,1,59.0
2011,NUTS,2010,UKN0,2,59.0
2013,NUTS,2010,UKN0,2,68.0
2015,NUTS,2010,UKN0,2,45.0
2017,NUTS,2010,UKN0,2,59.0
