year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_gov_rse_hc
2011,NUTS,2010,HU10,2,2109.0
2012,NUTS,2010,HU10,2,1970.0
2013,NUTS,2010,HU10,2,1929.0
2014,NUTS,2010,HU10,2,2038.0
2015,NUTS,2010,HU10,2,2020.0
2016,NUTS,2010,HU10,2,1955.0
2017,NUTS,2010,HU11,2,1928.0
2018,NUTS,2010,HU11,2,1977.0
2019,NUTS,2010,HU11,2,2489.0
2017,NUTS,2010,HU12,2,229.0
2018,NUTS,2010,HU12,2,222.0
2019,NUTS,2010,HU12,2,262.0
1999,NUTS,2010,HU2,1,119.0
2000,NUTS,2010,HU2,1,131.0
2001,NUTS,2010,HU2,1,155.0
2002,NUTS,2010,HU2,1,149.0
2003,NUTS,2010,HU2,1,167.0
2004,NUTS,2010,HU2,1,178.0
2005,NUTS,2010,HU2,1,159.0
2006,NUTS,2010,HU2,1,154.0
2007,NUTS,2010,HU2,1,151.0
2008,NUTS,2010,HU2,1,161.0
2009,NUTS,2010,HU2,1,185.0
2010,NUTS,2010,HU2,1,213.0
2011,NUTS,2010,HU2,1,212.0
2012,NUTS,2010,HU2,1,205.0
2013,NUTS,2010,HU2,1,304.0
2014,NUTS,2010,HU2,1,323.0
2015,NUTS,2010,HU2,1,353.0
2016,NUTS,2010,HU2,1,346.0
2017,NUTS,2010,HU2,1,338.0
2018,NUTS,2010,HU2,1,359.0
2019,NUTS,2010,HU2,1,370.0
1999,NUTS,2010,HU21,2,44.0
2000,NUTS,2010,HU21,2,66.0
2001,NUTS,2010,HU21,2,68.0
2002,NUTS,2010,HU21,2,78.0
2003,NUTS,2010,HU21,2,73.0
2004,NUTS,2010,HU21,2,71.0
2005,NUTS,2010,HU21,2,89.0
2006,NUTS,2010,HU21,2,78.0
2007,NUTS,2010,HU21,2,63.0
2008,NUTS,2010,HU21,2,64.0
2009,NUTS,2010,HU21,2,84.0
2010,NUTS,2010,HU21,2,85.0
2011,NUTS,2010,HU21,2,87.0
2012,NUTS,2010,HU21,2,151.0
2013,NUTS,2010,HU21,2,174.0
2014,NUTS,2010,HU21,2,183.0
2015,NUTS,2010,HU21,2,192.0
2016,NUTS,2010,HU21,2,190.0
2017,NUTS,2010,HU21,2,205.0
2018,NUTS,2010,HU21,2,241.0
2019,NUTS,2010,HU21,2,224.0
1999,NUTS,2010,HU22,2,23.0
2000,NUTS,2010,HU22,2,15.0
2001,NUTS,2010,HU22,2,38.0
2002,NUTS,2010,HU22,2,21.0
2003,NUTS,2010,HU22,2,41.0
2004,NUTS,2010,HU22,2,40.0
2005,NUTS,2010,HU22,2,27.0
2006,NUTS,2010,HU22,2,31.0
2007,NUTS,2010,HU22,2,44.0
2008,NUTS,2010,HU22,2,44.0
2009,NUTS,2010,HU22,2,48.0
2010,NUTS,2010,HU22,2,53.0
2011,NUTS,2010,HU22,2,58.0
2012,NUTS,2010,HU22,2,34.0
2013,NUTS,2010,HU22,2,61.0
2014,NUTS,2010,HU22,2,63.0
2015,NUTS,2010,HU22,2,79.0
2016,NUTS,2010,HU22,2,75.0
2017,NUTS,2010,HU22,2,52.0
2018,NUTS,2010,HU22,2,105.0
2019,NUTS,2010,HU22,2,132.0
1999,NUTS,2010,HU23,2,52.0
2000,NUTS,2010,HU23,2,50.0
2001,NUTS,2010,HU23,2,49.0
2002,NUTS,2010,HU23,2,50.0
2003,NUTS,2010,HU23,2,53.0
2004,NUTS,2010,HU23,2,67.0
2005,NUTS,2010,HU23,2,43.0
2006,NUTS,2010,HU23,2,45.0
2007,NUTS,2010,HU23,2,44.0
2008,NUTS,2010,HU23,2,53.0
2009,NUTS,2010,HU23,2,53.0
2010,NUTS,2010,HU23,2,75.0
2011,NUTS,2010,HU23,2,67.0
2012,NUTS,2010,HU23,2,20.0
2013,NUTS,2010,HU23,2,69.0
2014,NUTS,2010,HU23,2,77.0
2015,NUTS,2010,HU23,2,82.0
2016,NUTS,2010,HU23,2,81.0
2017,NUTS,2010,HU23,2,81.0
2018,NUTS,2010,HU23,2,13.0
2019,NUTS,2010,HU23,2,14.0
1999,NUTS,2010,HU3,1,130.0
2000,NUTS,2010,HU3,1,188.0
2001,NUTS,2010,HU3,1,199.0
2002,NUTS,2010,HU3,1,223.0
2003,NUTS,2010,HU3,1,266.0
2004,NUTS,2010,HU3,1,251.0
2005,NUTS,2010,HU3,1,249.0
2006,NUTS,2010,HU3,1,261.0
2007,NUTS,2010,HU3,1,253.0
2008,NUTS,2010,HU3,1,237.0
2009,NUTS,2010,HU3,1,254.0
2010,NUTS,2010,HU3,1,262.0
2011,NUTS,2010,HU3,1,244.0
2012,NUTS,2010,HU3,1,202.0
2013,NUTS,2010,HU3,1,170.0
2014,NUTS,2010,HU3,1,327.0
2015,NUTS,2010,HU3,1,325.0
2016,NUTS,2010,HU3,1,305.0
2017,NUTS,2010,HU3,1,145.0
2018,NUTS,2010,HU3,1,187.0
2019,NUTS,2010,HU3,1,258.0
1999,NUTS,2010,HU31,2,4.0
2000,NUTS,2010,HU31,2,23.0
2001,NUTS,2010,HU31,2,22.0
2002,NUTS,2010,HU31,2,21.0
2003,NUTS,2010,HU31,2,31.0
2004,NUTS,2010,HU31,2,15.0
2005,NUTS,2010,HU31,2,15.0
2006,NUTS,2010,HU31,2,15.0
2007,NUTS,2010,HU31,2,14.0
2008,NUTS,2010,HU31,2,19.0
2009,NUTS,2010,HU31,2,34.0
2010,NUTS,2010,HU31,2,30.0
2011,NUTS,2010,HU31,2,36.0
2012,NUTS,2010,HU31,2,7.0
2013,NUTS,2010,HU31,2,10.0
2014,NUTS,2010,HU31,2,4.0
2015,NUTS,2010,HU31,2,4.0
2016,NUTS,2010,HU31,2,3.0
2017,NUTS,2010,HU31,2,5.0
2018,NUTS,2010,HU31,2,5.0
2019,NUTS,2010,HU31,2,5.0
1999,NUTS,2010,HU32,2,45.0
2000,NUTS,2010,HU32,2,40.0
2001,NUTS,2010,HU32,2,54.0
2002,NUTS,2010,HU32,2,61.0
2003,NUTS,2010,HU32,2,65.0
2004,NUTS,2010,HU32,2,76.0
2005,NUTS,2010,HU32,2,48.0
2006,NUTS,2010,HU32,2,56.0
2007,NUTS,2010,HU32,2,57.0
2008,NUTS,2010,HU32,2,59.0
2009,NUTS,2010,HU32,2,64.0
2010,NUTS,2010,HU32,2,63.0
2011,NUTS,2010,HU32,2,65.0
2012,NUTS,2010,HU32,2,61.0
2013,NUTS,2010,HU32,2,23.0
2014,NUTS,2010,HU32,2,203.0
2015,NUTS,2010,HU32,2,208.0
2016,NUTS,2010,HU32,2,205.0
2017,NUTS,2010,HU32,2,41.0
2018,NUTS,2010,HU32,2,46.0
2019,NUTS,2010,HU32,2,51.0
1999,NUTS,2010,HU33,2,81.0
2000,NUTS,2010,HU33,2,125.0
2001,NUTS,2010,HU33,2,123.0
2002,NUTS,2010,HU33,2,141.0
2003,NUTS,2010,HU33,2,170.0
2004,NUTS,2010,HU33,2,160.0
2005,NUTS,2010,HU33,2,186.0
2006,NUTS,2010,HU33,2,190.0
2007,NUTS,2010,HU33,2,182.0
2008,NUTS,2010,HU33,2,159.0
2009,NUTS,2010,HU33,2,156.0
2010,NUTS,2010,HU33,2,169.0
2011,NUTS,2010,HU33,2,143.0
2012,NUTS,2010,HU33,2,134.0
2013,NUTS,2010,HU33,2,137.0
2014,NUTS,2010,HU33,2,120.0
2015,NUTS,2010,HU33,2,113.0
2016,NUTS,2010,HU33,2,97.0
2017,NUTS,2010,HU33,2,99.0
2018,NUTS,2010,HU33,2,136.0
2019,NUTS,2010,HU33,2,202.0
2002,NUTS,2010,IE,0,185.0
2003,NUTS,2010,IE,0,204.0
2004,NUTS,2010,IE,0,182.0
2005,NUTS,2010,IE,0,162.0
2006,NUTS,2010,IE,0,194.0
2007,NUTS,2010,IE,0,209.0
2008,NUTS,2010,IE,0,228.0
2009,NUTS,2010,IE,0,206.0
2010,NUTS,2010,IE,0,202.0
2011,NUTS,2010,IE,0,214.0
2012,NUTS,2010,IE,0,202.0
2013,NUTS,2010,IE,0,195.0
2014,NUTS,2010,IE,0,209.0
2015,NUTS,2010,IE,0,235.0
2017,NUTS,2010,IE,0,299.0
2019,NUTS,2010,IE,0,342.0
2002,NUTS,2010,IE0,1,185.0
2003,NUTS,2010,IE0,1,204.0
2004,NUTS,2010,IE0,1,182.0
2005,NUTS,2010,IE0,1,162.0
2006,NUTS,2010,IE0,1,194.0
2007,NUTS,2010,IE0,1,209.0
2008,NUTS,2010,IE0,1,228.0
2009,NUTS,2010,IE0,1,206.0
2010,NUTS,2010,IE0,1,202.0
2011,NUTS,2010,IE0,1,214.0
2012,NUTS,2010,IE0,1,202.0
2013,NUTS,2010,IE0,1,195.0
2002,NUTS,2010,IE01,2,14.0
2003,NUTS,2010,IE01,2,20.0
2004,NUTS,2010,IE01,2,16.0
2005,NUTS,2010,IE01,2,15.0
2006,NUTS,2010,IE01,2,23.0
2007,NUTS,2010,IE01,2,31.0
2008,NUTS,2010,IE01,2,34.0
2009,NUTS,2010,IE01,2,31.0
2010,NUTS,2010,IE01,2,30.0
2011,NUTS,2010,IE01,2,32.0
2012,NUTS,2010,IE01,2,30.0
2013,NUTS,2010,IE01,2,29.0
2002,NUTS,2010,IE02,2,171.0
2003,NUTS,2010,IE02,2,184.0
2004,NUTS,2010,IE02,2,166.0
2005,NUTS,2010,IE02,2,147.0
2006,NUTS,2010,IE02,2,171.0
2007,NUTS,2010,IE02,2,178.0
2008,NUTS,2010,IE02,2,194.0
2009,NUTS,2010,IE02,2,175.0
2010,NUTS,2010,IE02,2,172.0
2011,NUTS,2010,IE02,2,182.0
2012,NUTS,2010,IE02,2,172.0
2013,NUTS,2010,IE02,2,166.0
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
1999,NUTS,2010,IS,0,306.0
2001,NUTS,2010,IS,0,206.0
2003,NUTS,2010,IS,0,430.0
2005,NUTS,2010,IS,0,446.0
2006,NUTS,2010,IS,0,502.0
2007,NUTS,2010,IS,0,467.0
2008,NUTS,2010,IS,0,488.0
2009,NUTS,2010,IS,0,576.0
2011,NUTS,2010,IS,0,214.0
2013,NUTS,2010,IS,0,61.0
2015,NUTS,2010,IS,0,97.0
2016,NUTS,2010,IS,0,98.0
2017,NUTS,2010,IS,0,115.0
2018,NUTS,2010,IS,0,115.0
1998,NUTS,2010,IT,0,6727.0
1999,NUTS,2010,IT,0,6841.0
2000,NUTS,2010,IT,0,7448.0
2001,NUTS,2010,IT,0,6231.0
2002,NUTS,2010,IT,0,6190.0
2003,NUTS,2010,IT,0,6721.0
2004,NUTS,2010,IT,0,7204.0
2005,NUTS,2010,IT,0,7500.0
2006,NUTS,2010,IT,0,10207.0
2007,NUTS,2010,IT,0,9442.0
2008,NUTS,2010,IT,0,9008.0
2009,NUTS,2010,IT,0,9080.0
2010,NUTS,2010,IT,0,10035.0
2011,NUTS,2010,IT,0,10925.0
2012,NUTS,2010,IT,0,11905.0
2013,NUTS,2010,IT,0,12843.0
2014,NUTS,2010,IT,0,13276.0
2015,NUTS,2010,IT,0,13838.0
2016,NUTS,2010,IT,0,13883.0
2017,NUTS,2010,IT,0,14271.0
2018,NUTS,2010,IT,0,14688.0
2019,NUTS,2010,IT,0,15136.0
2003,NUTS,2010,ITC,1,1538.0
2004,NUTS,2010,ITC,1,1838.0
2005,NUTS,2010,ITC,1,1671.0
2007,NUTS,2010,ITC,1,2228.0
2008,NUTS,2010,ITC,1,2169.0
2009,NUTS,2010,ITC,1,1793.0
2010,NUTS,2010,ITC,1,2364.0
2011,NUTS,2010,ITC,1,2091.0
2012,NUTS,2010,ITC,1,2429.0
2013,NUTS,2010,ITC,1,2920.0
2014,NUTS,2010,ITC,1,3023.0
2015,NUTS,2010,ITC,1,3126.0
2016,NUTS,2010,ITC,1,3085.0
2017,NUTS,2010,ITC,1,3044.0
2018,NUTS,2010,ITC,1,3223.0
2019,NUTS,2010,ITC,1,3383.0
2003,NUTS,2010,ITC1,2,163.0
2004,NUTS,2010,ITC1,2,310.0
2005,NUTS,2010,ITC1,2,249.0
2007,NUTS,2010,ITC1,2,281.0
2008,NUTS,2010,ITC1,2,188.0
2009,NUTS,2010,ITC1,2,262.0
2010,NUTS,2010,ITC1,2,290.0
2011,NUTS,2010,ITC1,2,319.0
2012,NUTS,2010,ITC1,2,433.0
2013,NUTS,2010,ITC1,2,385.0
2014,NUTS,2010,ITC1,2,378.0
2015,NUTS,2010,ITC1,2,448.0
2016,NUTS,2010,ITC1,2,445.0
2017,NUTS,2010,ITC1,2,400.0
2018,NUTS,2010,ITC1,2,498.0
2019,NUTS,2010,ITC1,2,428.0
2003,NUTS,2010,ITC2,2,17.0
2004,NUTS,2010,ITC2,2,15.0
2005,NUTS,2010,ITC2,2,47.0
2007,NUTS,2010,ITC2,2,35.0
2008,NUTS,2010,ITC2,2,1.0
2009,NUTS,2010,ITC2,2,14.0
2010,NUTS,2010,ITC2,2,5.0
2011,NUTS,2010,ITC2,2,35.0
2012,NUTS,2010,ITC2,2,22.0
2013,NUTS,2010,ITC2,2,23.0
2014,NUTS,2010,ITC2,2,22.0
2015,NUTS,2010,ITC2,2,13.0
2016,NUTS,2010,ITC2,2,10.0
2017,NUTS,2010,ITC2,2,32.0
2018,NUTS,2010,ITC2,2,15.0
2019,NUTS,2010,ITC2,2,18.0
2003,NUTS,2010,ITC3,2,269.0
2004,NUTS,2010,ITC3,2,271.0
2005,NUTS,2010,ITC3,2,212.0
2007,NUTS,2010,ITC3,2,369.0
2008,NUTS,2010,ITC3,2,369.0
2009,NUTS,2010,ITC3,2,366.0
2010,NUTS,2010,ITC3,2,359.0
2011,NUTS,2010,ITC3,2,279.0
2012,NUTS,2010,ITC3,2,455.0
2013,NUTS,2010,ITC3,2,464.0
2014,NUTS,2010,ITC3,2,499.0
2015,NUTS,2010,ITC3,2,528.0
2016,NUTS,2010,ITC3,2,529.0
2017,NUTS,2010,ITC3,2,533.0
2018,NUTS,2010,ITC3,2,571.0
2019,NUTS,2010,ITC3,2,649.0
2003,NUTS,2010,ITC4,2,1089.0
2004,NUTS,2010,ITC4,2,1242.0
2005,NUTS,2010,ITC4,2,1163.0
2007,NUTS,2010,ITC4,2,1543.0
2008,NUTS,2010,ITC4,2,1611.0
2009,NUTS,2010,ITC4,2,1151.0
2010,NUTS,2010,ITC4,2,1710.0
2011,NUTS,2010,ITC4,2,1458.0
2012,NUTS,2010,ITC4,2,1519.0
2013,NUTS,2010,ITC4,2,2048.0
2014,NUTS,2010,ITC4,2,2124.0
2015,NUTS,2010,ITC4,2,2137.0
2016,NUTS,2010,ITC4,2,2101.0
2017,NUTS,2010,ITC4,2,2079.0
2018,NUTS,2010,ITC4,2,2139.0
2019,NUTS,2010,ITC4,2,2288.0
2003,NUTS,2010,ITF,1,669.0
2004,NUTS,2010,ITF,1,737.0
2005,NUTS,2010,ITF,1,748.0
2007,NUTS,2010,ITF,1,856.0
2008,NUTS,2010,ITF,1,1101.0
2009,NUTS,2010,ITF,1,1094.0
2010,NUTS,2010,ITF,1,1113.0
2011,NUTS,2010,ITF,1,1393.0
2012,NUTS,2010,ITF,1,1606.0
2013,NUTS,2010,ITF,1,1743.0
2014,NUTS,2010,ITF,1,1942.0
2015,NUTS,2010,ITF,1,2035.0
2016,NUTS,2010,ITF,1,1925.0
2017,NUTS,2010,ITF,1,1941.0
2018,NUTS,2010,ITF,1,1954.0
2019,NUTS,2010,ITF,1,2092.0
2003,NUTS,2010,ITF1,2,31.0
2004,NUTS,2010,ITF1,2,40.0
2005,NUTS,2010,ITF1,2,41.0
2007,NUTS,2010,ITF1,2,30.0
2008,NUTS,2010,ITF1,2,30.0
2009,NUTS,2010,ITF1,2,33.0
2010,NUTS,2010,ITF1,2,35.0
2011,NUTS,2010,ITF1,2,44.0
2012,NUTS,2010,ITF1,2,52.0
2013,NUTS,2010,ITF1,2,68.0
2014,NUTS,2010,ITF1,2,77.0
2015,NUTS,2010,ITF1,2,80.0
2016,NUTS,2010,ITF1,2,93.0
2017,NUTS,2010,ITF1,2,83.0
2018,NUTS,2010,ITF1,2,97.0
2019,NUTS,2010,ITF1,2,132.0
2003,NUTS,2010,ITF2,2,13.0
2004,NUTS,2010,ITF2,2,27.0
2005,NUTS,2010,ITF2,2,18.0
2007,NUTS,2010,ITF2,2,17.0
2008,NUTS,2010,ITF2,2,5.0
2009,NUTS,2010,ITF2,2,7.0
2010,NUTS,2010,ITF2,2,6.0
2011,NUTS,2010,ITF2,2,4.0
2012,NUTS,2010,ITF2,2,2.0
2013,NUTS,2010,ITF2,2,3.0
2014,NUTS,2010,ITF2,2,2.0
2015,NUTS,2010,ITF2,2,14.0
2016,NUTS,2010,ITF2,2,12.0
2017,NUTS,2010,ITF2,2,4.0
2018,NUTS,2010,ITF2,2,11.0
2019,NUTS,2010,ITF2,2,14.0
2003,NUTS,2010,ITF3,2,341.0
2004,NUTS,2010,ITF3,2,404.0
2005,NUTS,2010,ITF3,2,358.0
2007,NUTS,2010,ITF3,2,415.0
2008,NUTS,2010,ITF3,2,615.0
2009,NUTS,2010,ITF3,2,586.0
2010,NUTS,2010,ITF3,2,534.0
2011,NUTS,2010,ITF3,2,745.0
2012,NUTS,2010,ITF3,2,892.0
2013,NUTS,2010,ITF3,2,971.0
2014,NUTS,2010,ITF3,2,1067.0
2015,NUTS,2010,ITF3,2,1094.0
2016,NUTS,2010,ITF3,2,1030.0
2017,NUTS,2010,ITF3,2,1011.0
2018,NUTS,2010,ITF3,2,1004.0
2019,NUTS,2010,ITF3,2,1079.0
2003,NUTS,2010,ITF4,2,208.0
2004,NUTS,2010,ITF4,2,183.0
2005,NUTS,2010,ITF4,2,239.0
2007,NUTS,2010,ITF4,2,247.0
2008,NUTS,2010,ITF4,2,297.0
2009,NUTS,2010,ITF4,2,336.0
2010,NUTS,2010,ITF4,2,392.0
2011,NUTS,2010,ITF4,2,381.0
2012,NUTS,2010,ITF4,2,403.0
2013,NUTS,2010,ITF4,2,426.0
2014,NUTS,2010,ITF4,2,501.0
2015,NUTS,2010,ITF4,2,506.0
2016,NUTS,2010,ITF4,2,510.0
2017,NUTS,2010,ITF4,2,557.0
2018,NUTS,2010,ITF4,2,567.0
2019,NUTS,2010,ITF4,2,566.0
2003,NUTS,2010,ITF5,2,28.0
2004,NUTS,2010,ITF5,2,29.0
2005,NUTS,2010,ITF5,2,32.0
2007,NUTS,2010,ITF5,2,76.0
2008,NUTS,2010,ITF5,2,81.0
2009,NUTS,2010,ITF5,2,73.0
2010,NUTS,2010,ITF5,2,91.0
2011,NUTS,2010,ITF5,2,119.0
2012,NUTS,2010,ITF5,2,135.0
2013,NUTS,2010,ITF5,2,139.0
2014,NUTS,2010,ITF5,2,142.0
2015,NUTS,2010,ITF5,2,163.0
2016,NUTS,2010,ITF5,2,144.0
2017,NUTS,2010,ITF5,2,149.0
2018,NUTS,2010,ITF5,2,140.0
2019,NUTS,2010,ITF5,2,157.0
2003,NUTS,2010,ITF6,2,48.0
2004,NUTS,2010,ITF6,2,54.0
2005,NUTS,2010,ITF6,2,60.0
2007,NUTS,2010,ITF6,2,71.0
2008,NUTS,2010,ITF6,2,73.0
2009,NUTS,2010,ITF6,2,59.0
2010,NUTS,2010,ITF6,2,55.0
2011,NUTS,2010,ITF6,2,100.0
2012,NUTS,2010,ITF6,2,122.0
2013,NUTS,2010,ITF6,2,136.0
2014,NUTS,2010,ITF6,2,153.0
2015,NUTS,2010,ITF6,2,178.0
2016,NUTS,2010,ITF6,2,136.0
2017,NUTS,2010,ITF6,2,137.0
2018,NUTS,2010,ITF6,2,135.0
2019,NUTS,2010,ITF6,2,144.0
2003,NUTS,2010,ITG,1,307.0
2004,NUTS,2010,ITG,1,351.0
2005,NUTS,2010,ITG,1,338.0
2007,NUTS,2010,ITG,1,306.0
2008,NUTS,2010,ITG,1,370.0
2009,NUTS,2010,ITG,1,352.0
2010,NUTS,2010,ITG,1,483.0
2011,NUTS,2010,ITG,1,641.0
2012,NUTS,2010,ITG,1,827.0
2013,NUTS,2010,ITG,1,904.0
2014,NUTS,2010,ITG,1,1044.0
2015,NUTS,2010,ITG,1,1085.0
2016,NUTS,2010,ITG,1,968.0
2017,NUTS,2010,ITG,1,1052.0
2018,NUTS,2010,ITG,1,1001.0
2019,NUTS,2010,ITG,1,1063.0
2003,NUTS,2010,ITG1,2,180.0
2004,NUTS,2010,ITG1,2,218.0
2005,NUTS,2010,ITG1,2,212.0
2007,NUTS,2010,ITG1,2,190.0
2008,NUTS,2010,ITG1,2,239.0
2009,NUTS,2010,ITG1,2,249.0
2010,NUTS,2010,ITG1,2,340.0
2011,NUTS,2010,ITG1,2,414.0
2012,NUTS,2010,ITG1,2,574.0
2013,NUTS,2010,ITG1,2,634.0
2014,NUTS,2010,ITG1,2,732.0
2015,NUTS,2010,ITG1,2,767.0
2016,NUTS,2010,ITG1,2,711.0
2017,NUTS,2010,ITG1,2,801.0
2018,NUTS,2010,ITG1,2,765.0
2019,NUTS,2010,ITG1,2,772.0
2003,NUTS,2010,ITG2,2,127.0
2004,NUTS,2010,ITG2,2,133.0
2005,NUTS,2010,ITG2,2,126.0
2007,NUTS,2010,ITG2,2,116.0
2008,NUTS,2010,ITG2,2,131.0
2009,NUTS,2010,ITG2,2,103.0
2010,NUTS,2010,ITG2,2,143.0
2011,NUTS,2010,ITG2,2,227.0
2012,NUTS,2010,ITG2,2,253.0
2013,NUTS,2010,ITG2,2,270.0
2014,NUTS,2010,ITG2,2,312.0
2015,NUTS,2010,ITG2,2,318.0
2016,NUTS,2010,ITG2,2,257.0
2017,NUTS,2010,ITG2,2,251.0
2018,NUTS,2010,ITG2,2,236.0
2019,NUTS,2010,ITG2,2,291.0
2003,NUTS,2010,ITH,1,854.0
2004,NUTS,2010,ITH,1,1006.0
2005,NUTS,2010,ITH,1,1177.0
2007,NUTS,2010,ITH,1,2156.0
2008,NUTS,2010,ITH,1,2098.0
2009,NUTS,2010,ITH,1,1952.0
2010,NUTS,2010,ITH,1,2088.0
2011,NUTS,2010,ITH,1,2487.0
2012,NUTS,2010,ITH,1,2667.0
2013,NUTS,2010,ITH,1,2861.0
2014,NUTS,2010,ITH,1,2871.0
2015,NUTS,2010,ITH,1,3002.0
2016,NUTS,2010,ITH,1,3075.0
2017,NUTS,2010,ITH,1,3375.0
2018,NUTS,2010,ITH,1,3423.0
2019,NUTS,2010,ITH,1,3333.0
2003,NUTS,2010,ITH1,2,2.0
2004,NUTS,2010,ITH1,2,26.0
2005,NUTS,2010,ITH1,2,25.0
2007,NUTS,2010,ITH1,2,28.0
2008,NUTS,2010,ITH1,2,36.0
2009,NUTS,2010,ITH1,2,42.0
2010,NUTS,2010,ITH1,2,119.0
2011,NUTS,2010,ITH1,2,161.0
2012,NUTS,2010,ITH1,2,156.0
2013,NUTS,2010,ITH1,2,160.0
2014,NUTS,2010,ITH1,2,23.0
2015,NUTS,2010,ITH1,2,8.0
2016,NUTS,2010,ITH1,2,20.0
2017,NUTS,2010,ITH1,2,9.0
2018,NUTS,2010,ITH1,2,71.0
2019,NUTS,2010,ITH1,2,74.0
2003,NUTS,2010,ITH2,2,193.0
2004,NUTS,2010,ITH2,2,253.0
2005,NUTS,2010,ITH2,2,231.0
2007,NUTS,2010,ITH2,2,288.0
2008,NUTS,2010,ITH2,2,221.0
2009,NUTS,2010,ITH2,2,247.0
2010,NUTS,2010,ITH2,2,250.0
2011,NUTS,2010,ITH2,2,285.0
2012,NUTS,2010,ITH2,2,289.0
2013,NUTS,2010,ITH2,2,396.0
2014,NUTS,2010,ITH2,2,385.0
2015,NUTS,2010,ITH2,2,476.0
2016,NUTS,2010,ITH2,2,411.0
2017,NUTS,2010,ITH2,2,624.0
2018,NUTS,2010,ITH2,2,568.0
2019,NUTS,2010,ITH2,2,493.0
2003,NUTS,2010,ITH3,2,156.0
2004,NUTS,2010,ITH3,2,158.0
2005,NUTS,2010,ITH3,2,244.0
2007,NUTS,2010,ITH3,2,369.0
2008,NUTS,2010,ITH3,2,292.0
2009,NUTS,2010,ITH3,2,388.0
2010,NUTS,2010,ITH3,2,380.0
2011,NUTS,2010,ITH3,2,476.0
2012,NUTS,2010,ITH3,2,453.0
2013,NUTS,2010,ITH3,2,503.0
2014,NUTS,2010,ITH3,2,535.0
2015,NUTS,2010,ITH3,2,541.0
2016,NUTS,2010,ITH3,2,513.0
2017,NUTS,2010,ITH3,2,590.0
2018,NUTS,2010,ITH3,2,639.0
2019,NUTS,2010,ITH3,2,593.0
2003,NUTS,2010,ITH4,2,95.0
2004,NUTS,2010,ITH4,2,124.0
2005,NUTS,2010,ITH4,2,175.0
2007,NUTS,2010,ITH4,2,211.0
2008,NUTS,2010,ITH4,2,216.0
2009,NUTS,2010,ITH4,2,240.0
2010,NUTS,2010,ITH4,2,197.0
2011,NUTS,2010,ITH4,2,364.0
2012,NUTS,2010,ITH4,2,436.0
2013,NUTS,2010,ITH4,2,338.0
2014,NUTS,2010,ITH4,2,464.0
2015,NUTS,2010,ITH4,2,538.0
2016,NUTS,2010,ITH4,2,567.0
2017,NUTS,2010,ITH4,2,575.0
2018,NUTS,2010,ITH4,2,527.0
2019,NUTS,2010,ITH4,2,522.0
2003,NUTS,2010,ITH5,2,408.0
2004,NUTS,2010,ITH5,2,445.0
2005,NUTS,2010,ITH5,2,502.0
2007,NUTS,2010,ITH5,2,1260.0
2008,NUTS,2010,ITH5,2,1333.0
2009,NUTS,2010,ITH5,2,1035.0
2010,NUTS,2010,ITH5,2,1142.0
2011,NUTS,2010,ITH5,2,1201.0
2012,NUTS,2010,ITH5,2,1333.0
2013,NUTS,2010,ITH5,2,1464.0
2014,NUTS,2010,ITH5,2,1464.0
2015,NUTS,2010,ITH5,2,1439.0
2016,NUTS,2010,ITH5,2,1564.0
2017,NUTS,2010,ITH5,2,1577.0
2018,NUTS,2010,ITH5,2,1618.0
2019,NUTS,2010,ITH5,2,1651.0
2003,NUTS,2010,ITI,1,3353.0
2004,NUTS,2010,ITI,1,3272.0
2005,NUTS,2010,ITI,1,3566.0
2007,NUTS,2010,ITI,1,3896.0
2008,NUTS,2010,ITI,1,3270.0
2009,NUTS,2010,ITI,1,3889.0
2010,NUTS,2010,ITI,1,3987.0
2011,NUTS,2010,ITI,1,4313.0
2012,NUTS,2010,ITI,1,4376.0
2013,NUTS,2010,ITI,1,4415.0
2014,NUTS,2010,ITI,1,4396.0
2015,NUTS,2010,ITI,1,4590.0
2016,NUTS,2010,ITI,1,4830.0
2017,NUTS,2010,ITI,1,4859.0
2018,NUTS,2010,ITI,1,5087.0
2019,NUTS,2010,ITI,1,5265.0
2003,NUTS,2010,ITI1,2,352.0
2004,NUTS,2010,ITI1,2,406.0
