year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_hc_t
2011,NUTS,2010,UKG2,2,0.0
2012,NUTS,2010,UKG2,2,0.0
2013,NUTS,2010,UKG2,2,0.0
2014,NUTS,2010,UKG2,2,0.0
2015,NUTS,2010,UKG2,2,0.0
2016,NUTS,2010,UKG2,2,3.0
2017,NUTS,2010,UKG2,2,3.0
2018,NUTS,2010,UKG2,2,2.0
2011,NUTS,2010,UKG3,2,7.0
2012,NUTS,2010,UKG3,2,15.0
2013,NUTS,2010,UKG3,2,23.0
2014,NUTS,2010,UKG3,2,21.0
2015,NUTS,2010,UKG3,2,40.0
2016,NUTS,2010,UKG3,2,14.0
2017,NUTS,2010,UKG3,2,14.0
2018,NUTS,2010,UKG3,2,21.0
2011,NUTS,2010,UKH,1,1621.0
2012,NUTS,2010,UKH,1,1775.0
2013,NUTS,2010,UKH,1,1690.0
2014,NUTS,2010,UKH,1,1711.0
2015,NUTS,2010,UKH,1,1759.0
2016,NUTS,2010,UKH,1,1786.0
2017,NUTS,2010,UKH,1,1587.0
2018,NUTS,2010,UKH,1,1485.0
2011,NUTS,2010,UKH1,2,1524.0
2012,NUTS,2010,UKH1,2,1705.0
2013,NUTS,2010,UKH1,2,1634.0
2014,NUTS,2010,UKH1,2,1651.0
2015,NUTS,2010,UKH1,2,1701.0
2016,NUTS,2010,UKH1,2,1629.0
2017,NUTS,2010,UKH1,2,1429.0
2018,NUTS,2010,UKH1,2,1403.0
2011,NUTS,2010,UKH2,2,97.0
2012,NUTS,2010,UKH2,2,69.0
2013,NUTS,2010,UKH2,2,56.0
2014,NUTS,2010,UKH2,2,60.0
2015,NUTS,2010,UKH2,2,58.0
2016,NUTS,2010,UKH2,2,157.0
2017,NUTS,2010,UKH2,2,159.0
2018,NUTS,2010,UKH2,2,82.0
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,0.0
2014,NUTS,2010,UKH3,2,0.0
2015,NUTS,2010,UKH3,2,0.0
2016,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2018,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,2482.0
2012,NUTS,2010,UKI,1,2774.0
2013,NUTS,2010,UKI,1,2666.0
2014,NUTS,2010,UKI,1,2699.0
2015,NUTS,2010,UKI,1,2124.0
2016,NUTS,2010,UKI,1,2067.0
2017,NUTS,2010,UKI,1,2043.0
2018,NUTS,2010,UKI,1,2537.0
2011,NUTS,2010,UKI3,2,1705.0
2012,NUTS,2010,UKI3,2,1957.0
2013,NUTS,2010,UKI3,2,1845.0
2014,NUTS,2010,UKI3,2,1853.0
2015,NUTS,2010,UKI3,2,1890.0
2016,NUTS,2010,UKI3,2,1897.0
2017,NUTS,2010,UKI3,2,1874.0
2018,NUTS,2010,UKI3,2,1845.0
2011,NUTS,2010,UKI4,2,69.0
2012,NUTS,2010,UKI4,2,79.0
2013,NUTS,2010,UKI4,2,74.0
2014,NUTS,2010,UKI4,2,75.0
2015,NUTS,2010,UKI4,2,76.0
2016,NUTS,2010,UKI4,2,50.0
2017,NUTS,2010,UKI4,2,54.0
2018,NUTS,2010,UKI4,2,482.0
2011,NUTS,2010,UKI5,2,5.0
2012,NUTS,2010,UKI5,2,5.0
2013,NUTS,2010,UKI5,2,5.0
2014,NUTS,2010,UKI5,2,6.0
2015,NUTS,2010,UKI5,2,1.0
2016,NUTS,2010,UKI5,2,0.0
2017,NUTS,2010,UKI5,2,0.0
2018,NUTS,2010,UKI5,2,0.0
2011,NUTS,2010,UKI6,2,117.0
2012,NUTS,2010,UKI6,2,122.0
2013,NUTS,2010,UKI6,2,124.0
2014,NUTS,2010,UKI6,2,128.0
2015,NUTS,2010,UKI6,2,26.0
2016,NUTS,2010,UKI6,2,32.0
2017,NUTS,2010,UKI6,2,28.0
2018,NUTS,2010,UKI6,2,121.0
2011,NUTS,2010,UKI7,2,585.0
2012,NUTS,2010,UKI7,2,611.0
2013,NUTS,2010,UKI7,2,617.0
2014,NUTS,2010,UKI7,2,638.0
2015,NUTS,2010,UKI7,2,131.0
2016,NUTS,2010,UKI7,2,89.0
2017,NUTS,2010,UKI7,2,87.0
2018,NUTS,2010,UKI7,2,89.0
2011,NUTS,2010,UKJ,1,6528.0
2012,NUTS,2010,UKJ,1,6800.0
2013,NUTS,2010,UKJ,1,6743.0
2014,NUTS,2010,UKJ,1,6258.0
2015,NUTS,2010,UKJ,1,6378.0
2016,NUTS,2010,UKJ,1,5987.0
2017,NUTS,2010,UKJ,1,6192.0
2018,NUTS,2010,UKJ,1,6302.0
2011,NUTS,2010,UKJ1,2,2760.0
2012,NUTS,2010,UKJ1,2,2635.0
2013,NUTS,2010,UKJ1,2,2672.0
2014,NUTS,2010,UKJ1,2,2757.0
2015,NUTS,2010,UKJ1,2,3011.0
2016,NUTS,2010,UKJ1,2,2922.0
2017,NUTS,2010,UKJ1,2,3195.0
2018,NUTS,2010,UKJ1,2,3306.0
2011,NUTS,2010,UKJ2,2,936.0
2012,NUTS,2010,UKJ2,2,1138.0
2013,NUTS,2010,UKJ2,2,1160.0
2014,NUTS,2010,UKJ2,2,546.0
2015,NUTS,2010,UKJ2,2,581.0
2016,NUTS,2010,UKJ2,2,596.0
2017,NUTS,2010,UKJ2,2,573.0
2018,NUTS,2010,UKJ2,2,529.0
2011,NUTS,2010,UKJ3,2,1824.0
2012,NUTS,2010,UKJ3,2,2053.0
2013,NUTS,2010,UKJ3,2,2123.0
2014,NUTS,2010,UKJ3,2,2190.0
2015,NUTS,2010,UKJ3,2,2100.0
2016,NUTS,2010,UKJ3,2,1847.0
2017,NUTS,2010,UKJ3,2,1827.0
2018,NUTS,2010,UKJ3,2,1954.0
2011,NUTS,2010,UKJ4,2,1009.0
2012,NUTS,2010,UKJ4,2,973.0
2013,NUTS,2010,UKJ4,2,789.0
2014,NUTS,2010,UKJ4,2,765.0
2015,NUTS,2010,UKJ4,2,685.0
2016,NUTS,2010,UKJ4,2,621.0
2017,NUTS,2010,UKJ4,2,597.0
2018,NUTS,2010,UKJ4,2,513.0
2011,NUTS,2010,UKK,1,3219.0
2012,NUTS,2010,UKK,1,2963.0
2013,NUTS,2010,UKK,1,2854.0
2014,NUTS,2010,UKK,1,2853.0
2015,NUTS,2010,UKK,1,2604.0
2016,NUTS,2010,UKK,1,2780.0
2017,NUTS,2010,UKK,1,2928.0
2018,NUTS,2010,UKK,1,2762.0
2011,NUTS,2010,UKK1,2,2692.0
2012,NUTS,2010,UKK1,2,2863.0
2013,NUTS,2010,UKK1,2,2806.0
2014,NUTS,2010,UKK1,2,2808.0
2015,NUTS,2010,UKK1,2,2565.0
2016,NUTS,2010,UKK1,2,2745.0
2017,NUTS,2010,UKK1,2,2899.0
2018,NUTS,2010,UKK1,2,2733.0
2011,NUTS,2010,UKK2,2,37.0
2012,NUTS,2010,UKK2,2,39.0
2013,NUTS,2010,UKK2,2,40.0
2014,NUTS,2010,UKK2,2,37.0
2015,NUTS,2010,UKK2,2,32.0
2016,NUTS,2010,UKK2,2,28.0
2017,NUTS,2010,UKK2,2,21.0
2018,NUTS,2010,UKK2,2,22.0
2011,NUTS,2010,UKK3,2,1.0
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2016,NUTS,2010,UKK3,2,2.0
2017,NUTS,2010,UKK3,2,2.0
2018,NUTS,2010,UKK3,2,1.0
2011,NUTS,2010,UKK4,2,490.0
2012,NUTS,2010,UKK4,2,61.0
2013,NUTS,2010,UKK4,2,8.0
2014,NUTS,2010,UKK4,2,8.0
2015,NUTS,2010,UKK4,2,6.0
2016,NUTS,2010,UKK4,2,4.0
2017,NUTS,2010,UKK4,2,6.0
2018,NUTS,2010,UKK4,2,6.0
2011,NUTS,2010,UKL,1,253.0
2012,NUTS,2010,UKL,1,262.0
2013,NUTS,2010,UKL,1,265.0
2014,NUTS,2010,UKL,1,266.0
2015,NUTS,2010,UKL,1,133.0
2016,NUTS,2010,UKL,1,137.0
2017,NUTS,2010,UKL,1,146.0
2018,NUTS,2010,UKL,1,222.0
2011,NUTS,2010,UKL1,2,57.0
2012,NUTS,2010,UKL1,2,77.0
2013,NUTS,2010,UKL1,2,79.0
2014,NUTS,2010,UKL1,2,89.0
2015,NUTS,2010,UKL1,2,67.0
2016,NUTS,2010,UKL1,2,79.0
2017,NUTS,2010,UKL1,2,79.0
2018,NUTS,2010,UKL1,2,71.0
2011,NUTS,2010,UKL2,2,196.0
2012,NUTS,2010,UKL2,2,185.0
2013,NUTS,2010,UKL2,2,185.0
2014,NUTS,2010,UKL2,2,177.0
2015,NUTS,2010,UKL2,2,66.0
2016,NUTS,2010,UKL2,2,58.0
2017,NUTS,2010,UKL2,2,67.0
2018,NUTS,2010,UKL2,2,151.0
2011,NUTS,2010,UKM,1,2218.0
2012,NUTS,2010,UKM,1,2000.0
2013,NUTS,2010,UKM,1,1778.0
2014,NUTS,2010,UKM,1,2042.0
2015,NUTS,2010,UKM,1,2066.0
2016,NUTS,2010,UKM,1,2075.0
2017,NUTS,2010,UKM,1,2198.0
2018,NUTS,2010,UKM,1,1853.0
2012,NUTS,2010,UKM2,2,951.0
2013,NUTS,2010,UKM2,2,1002.0
2014,NUTS,2010,UKM2,2,992.0
2015,NUTS,2010,UKM2,2,1004.0
2016,NUTS,2010,UKM2,2,1018.0
2017,NUTS,2010,UKM2,2,1114.0
2012,NUTS,2010,UKM3,2,226.0
2013,NUTS,2010,UKM3,2,114.0
2014,NUTS,2010,UKM3,2,115.0
2015,NUTS,2010,UKM3,2,118.0
2016,NUTS,2010,UKM3,2,124.0
2017,NUTS,2010,UKM3,2,126.0
2012,NUTS,2010,UKM5,2,808.0
2013,NUTS,2010,UKM5,2,640.0
2014,NUTS,2010,UKM5,2,912.0
2015,NUTS,2010,UKM5,2,919.0
2016,NUTS,2010,UKM5,2,908.0
2017,NUTS,2010,UKM5,2,925.0
2018,NUTS,2010,UKM5,2,586.0
2012,NUTS,2010,UKM6,2,16.0
2013,NUTS,2010,UKM6,2,23.0
2014,NUTS,2010,UKM6,2,23.0
2015,NUTS,2010,UKM6,2,25.0
2016,NUTS,2010,UKM6,2,25.0
2017,NUTS,2010,UKM6,2,33.0
2018,NUTS,2010,UKM6,2,68.0
2014,NUTS,2010,UKM7,2,992.0
2015,NUTS,2010,UKM7,2,1004.0
2016,NUTS,2010,UKM7,2,1018.0
2017,NUTS,2010,UKM7,2,1114.0
2018,NUTS,2010,UKM7,2,1036.0
2014,NUTS,2010,UKM8,2,58.0
2015,NUTS,2010,UKM8,2,59.0
2016,NUTS,2010,UKM8,2,62.0
2017,NUTS,2010,UKM8,2,63.0
2018,NUTS,2010,UKM8,2,82.0
2014,NUTS,2010,UKM9,2,57.0
2015,NUTS,2010,UKM9,2,59.0
2016,NUTS,2010,UKM9,2,62.0
2017,NUTS,2010,UKM9,2,63.0
2018,NUTS,2010,UKM9,2,81.0
2011,NUTS,2010,UKN,1,165.0
2012,NUTS,2010,UKN,1,176.0
2013,NUTS,2010,UKN,1,184.0
2014,NUTS,2010,UKN,1,143.0
2015,NUTS,2010,UKN,1,112.0
2016,NUTS,2010,UKN,1,147.0
2017,NUTS,2010,UKN,1,148.0
2018,NUTS,2010,UKN,1,158.0
2011,NUTS,2010,UKN0,2,165.0
2012,NUTS,2010,UKN0,2,176.0
2013,NUTS,2010,UKN0,2,184.0
2014,NUTS,2010,UKN0,2,143.0
2015,NUTS,2010,UKN0,2,112.0
2016,NUTS,2010,UKN0,2,147.0
2017,NUTS,2010,UKN0,2,148.0
2018,NUTS,2010,UKN0,2,158.0
