year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_avi
1987,NUTS,2010,SE224,3,1.0
1988,NUTS,2010,SE224,3,2.75
1989,NUTS,2010,SE224,3,2.0
1990,NUTS,2010,SE224,3,0.33
1994,NUTS,2010,SE224,3,2.0
1995,NUTS,2010,SE224,3,1.0
1996,NUTS,2010,SE224,3,2.0
1997,NUTS,2010,SE224,3,1.0
2002,NUTS,2010,SE224,3,7.0
2003,NUTS,2010,SE224,3,2.0
2004,NUTS,2010,SE224,3,1.0
2005,NUTS,2010,SE224,3,2.0
2007,NUTS,2010,SE224,3,2.0
2008,NUTS,2010,SE224,3,0.5
2009,NUTS,2010,SE224,3,1.33
2012,NUTS,2010,SE224,3,2.0
1980,NUTS,2010,SE23,2,1.0
1986,NUTS,2010,SE23,2,1.0
1987,NUTS,2010,SE23,2,1.0
1993,NUTS,2010,SE23,2,1.0
1998,NUTS,2010,SE23,2,1.0
2000,NUTS,2010,SE23,2,2.67
2001,NUTS,2010,SE23,2,1.0
2002,NUTS,2010,SE23,2,1.0
2004,NUTS,2010,SE23,2,4.0
2005,NUTS,2010,SE23,2,3.0
2006,NUTS,2010,SE23,2,1.0
2007,NUTS,2010,SE23,2,2.0
2008,NUTS,2010,SE23,2,3.0
2009,NUTS,2010,SE23,2,2.33
1986,NUTS,2010,SE231,3,1.0
1998,NUTS,2010,SE231,3,0.13
2000,NUTS,2010,SE231,3,0.33
2002,NUTS,2010,SE231,3,1.0
1980,NUTS,2010,SE232,3,1.0
1987,NUTS,2010,SE232,3,1.0
1993,NUTS,2010,SE232,3,1.0
1998,NUTS,2010,SE232,3,0.88
2000,NUTS,2010,SE232,3,2.33
2001,NUTS,2010,SE232,3,1.0
2004,NUTS,2010,SE232,3,4.0
2005,NUTS,2010,SE232,3,3.0
2006,NUTS,2010,SE232,3,1.0
2007,NUTS,2010,SE232,3,2.0
2008,NUTS,2010,SE232,3,3.0
2009,NUTS,2010,SE232,3,2.33
1986,NUTS,2010,SE3,1,1.0
1987,NUTS,2010,SE3,1,1.0
1988,NUTS,2010,SE3,1,0.67
1992,NUTS,2010,SE3,1,0.33
1994,NUTS,2010,SE3,1,2.0
1999,NUTS,2010,SE3,1,6.0
2001,NUTS,2010,SE3,1,2.0
2002,NUTS,2010,SE3,1,0.5
2004,NUTS,2010,SE3,1,0.33
2006,NUTS,2010,SE3,1,1.5
2010,NUTS,2010,SE3,1,0.5
1986,NUTS,2010,SE31,2,1.0
1992,NUTS,2010,SE31,2,0.33
1992,NUTS,2010,SE311,3,0.33
1986,NUTS,2010,SE313,3,1.0
1987,NUTS,2010,SE32,2,1.0
1988,NUTS,2010,SE32,2,0.67
1994,NUTS,2010,SE32,2,2.0
1999,NUTS,2010,SE32,2,6.0
2001,NUTS,2010,SE32,2,2.0
2004,NUTS,2010,SE32,2,0.33
2006,NUTS,2010,SE32,2,1.0
1999,NUTS,2010,SE321,3,1.0
1987,NUTS,2010,SE322,3,1.0
1988,NUTS,2010,SE322,3,0.67
1994,NUTS,2010,SE322,3,2.0
1999,NUTS,2010,SE322,3,5.0
2001,NUTS,2010,SE322,3,2.0
2004,NUTS,2010,SE322,3,0.33
2006,NUTS,2010,SE322,3,1.0
2002,NUTS,2010,SE33,2,0.5
2006,NUTS,2010,SE33,2,0.5
2010,NUTS,2010,SE33,2,0.5
2002,NUTS,2010,SE331,3,0.5
2006,NUTS,2010,SE332,3,0.5
2010,NUTS,2010,SE332,3,0.5
2007,NUTS,2010,SEX,1,0.5
2007,NUTS,2010,SEXX,2,0.5
2007,NUTS,2010,SEXXX,3,0.5
1988,NUTS,2010,SEZ,1,0.25
1988,NUTS,2010,SEZZ,2,0.25
1988,NUTS,2010,SEZZZ,3,0.25
2008,NUTS,2010,SK,0,1.0
2011,NUTS,2010,SK,0,1.5
2012,NUTS,2010,SK,0,1.0
2008,NUTS,2010,SK0,1,1.0
2011,NUTS,2010,SK0,1,1.5
2012,NUTS,2010,SK0,1,1.0
2008,NUTS,2010,SK01,2,1.0
2008,NUTS,2010,SK010,3,1.0
2011,NUTS,2010,SK02,2,1.5
2012,NUTS,2010,SK02,2,1.0
2011,NUTS,2010,SK021,3,0.5
2011,NUTS,2010,SK023,3,1.0
2012,NUTS,2010,SK023,3,1.0
1987,NUTS,2010,TR,0,1.0
2002,NUTS,2010,TR,0,0.5
2006,NUTS,2010,TR,0,1.0
2010,NUTS,2010,TR,0,1.5
2011,NUTS,2010,TR,0,1.0
2012,NUTS,2010,TR,0,1.0
2006,NUTS,2010,TR1,1,1.0
2010,NUTS,2010,TR1,1,0.5
2006,NUTS,2010,TR10,2,1.0
2010,NUTS,2010,TR10,2,0.5
2006,NUTS,2010,TR100,3,1.0
2010,NUTS,2010,TR100,3,0.5
1987,NUTS,2010,TR3,1,1.0
1987,NUTS,2010,TR31,2,1.0
1987,NUTS,2010,TR310,3,1.0
2010,NUTS,2010,TR4,1,1.0
2010,NUTS,2010,TR42,2,1.0
2010,NUTS,2010,TR421,3,1.0
2002,NUTS,2010,TR5,1,0.5
2011,NUTS,2010,TR5,1,1.0
2012,NUTS,2010,TR5,1,1.0
2002,NUTS,2010,TR51,2,0.5
2011,NUTS,2010,TR51,2,1.0
2012,NUTS,2010,TR51,2,1.0
2002,NUTS,2010,TR510,3,0.5
2011,NUTS,2010,TR510,3,1.0
2012,NUTS,2010,TR510,3,1.0
1978,NUTS,2010,UK,0,2.0
1979,NUTS,2010,UK,0,11.0
1980,NUTS,2010,UK,0,8.5
1981,NUTS,2010,UK,0,18.5
1982,NUTS,2010,UK,0,22.0
1983,NUTS,2010,UK,0,25.0
1984,NUTS,2010,UK,0,24.5
1985,NUTS,2010,UK,0,20.0
1986,NUTS,2010,UK,0,32.0
1987,NUTS,2010,UK,0,35.5
1988,NUTS,2010,UK,0,37.5
1989,NUTS,2010,UK,0,37.0
1990,NUTS,2010,UK,0,41.17
1991,NUTS,2010,UK,0,33.0
1992,NUTS,2010,UK,0,19.77
1993,NUTS,2010,UK,0,16.0
1994,NUTS,2010,UK,0,30.0
1995,NUTS,2010,UK,0,17.43
1996,NUTS,2010,UK,0,25.5
1997,NUTS,2010,UK,0,32.5
1998,NUTS,2010,UK,0,39.08
1999,NUTS,2010,UK,0,45.92
2000,NUTS,2010,UK,0,39.0
2001,NUTS,2010,UK,0,50.31
2002,NUTS,2010,UK,0,31.08
2003,NUTS,2010,UK,0,37.6
2004,NUTS,2010,UK,0,45.0
2005,NUTS,2010,UK,0,46.03
2006,NUTS,2010,UK,0,66.38
2007,NUTS,2010,UK,0,65.07
2008,NUTS,2010,UK,0,75.78
2009,NUTS,2010,UK,0,91.19
2010,NUTS,2010,UK,0,96.77
2011,NUTS,2010,UK,0,96.67
2012,NUTS,2010,UK,0,76.87
1996,NUTS,2010,UKC,1,0.5
2009,NUTS,2010,UKC,1,2.0
2011,NUTS,2010,UKC,1,0.67
2009,NUTS,2010,UKC1,2,1.0
2009,NUTS,2010,UKC14,3,1.0
1996,NUTS,2010,UKC2,2,0.5
2009,NUTS,2010,UKC2,2,1.0
2011,NUTS,2010,UKC2,2,0.67
2009,NUTS,2010,UKC21,3,1.0
1996,NUTS,2010,UKC22,3,0.5
2011,NUTS,2010,UKC22,3,0.67
1978,NUTS,2010,UKD,1,1.0
1982,NUTS,2010,UKD,1,4.0
1983,NUTS,2010,UKD,1,2.0
1984,NUTS,2010,UKD,1,1.0
1985,NUTS,2010,UKD,1,1.0
1986,NUTS,2010,UKD,1,3.0
1987,NUTS,2010,UKD,1,2.0
1988,NUTS,2010,UKD,1,2.0
1989,NUTS,2010,UKD,1,6.0
1990,NUTS,2010,UKD,1,10.0
1991,NUTS,2010,UKD,1,3.0
1992,NUTS,2010,UKD,1,3.5
1994,NUTS,2010,UKD,1,3.0
1995,NUTS,2010,UKD,1,2.67
1996,NUTS,2010,UKD,1,1.0
1997,NUTS,2010,UKD,1,2.0
1998,NUTS,2010,UKD,1,6.75
1999,NUTS,2010,UKD,1,8.67
2000,NUTS,2010,UKD,1,6.7
2001,NUTS,2010,UKD,1,4.0
2002,NUTS,2010,UKD,1,3.5
2003,NUTS,2010,UKD,1,4.83
2004,NUTS,2010,UKD,1,1.0
2005,NUTS,2010,UKD,1,0.33
2007,NUTS,2010,UKD,1,1.0
2008,NUTS,2010,UKD,1,3.25
2009,NUTS,2010,UKD,1,2.0
2010,NUTS,2010,UKD,1,4.08
2011,NUTS,2010,UKD,1,5.0
2012,NUTS,2010,UKD,1,1.0
1995,NUTS,2010,UKD1,2,0.67
2000,NUTS,2010,UKD1,2,1.0
2001,NUTS,2010,UKD1,2,1.0
2002,NUTS,2010,UKD1,2,3.0
2008,NUTS,2010,UKD1,2,0.5
1995,NUTS,2010,UKD11,3,0.33
2002,NUTS,2010,UKD11,3,2.0
1995,NUTS,2010,UKD12,3,0.33
2000,NUTS,2010,UKD12,3,1.0
2001,NUTS,2010,UKD12,3,1.0
2002,NUTS,2010,UKD12,3,1.0
2008,NUTS,2010,UKD12,3,0.5
1982,NUTS,2010,UKD3,2,1.0
1984,NUTS,2010,UKD3,2,1.0
1986,NUTS,2010,UKD3,2,1.0
1990,NUTS,2010,UKD3,2,1.0
1991,NUTS,2010,UKD3,2,1.0
1996,NUTS,2010,UKD3,2,0.5
1998,NUTS,2010,UKD3,2,1.0
1999,NUTS,2010,UKD3,2,0.25
2000,NUTS,2010,UKD3,2,1.0
2001,NUTS,2010,UKD3,2,1.0
2003,NUTS,2010,UKD3,2,0.5
2004,NUTS,2010,UKD3,2,1.0
2008,NUTS,2010,UKD3,2,0.75
1982,NUTS,2010,UKD31,3,1.0
1984,NUTS,2010,UKD31,3,1.0
1986,NUTS,2010,UKD31,3,1.0
1990,NUTS,2010,UKD31,3,1.0
1991,NUTS,2010,UKD31,3,1.0
1996,NUTS,2010,UKD31,3,0.5
1998,NUTS,2010,UKD31,3,1.0
1999,NUTS,2010,UKD31,3,0.25
2000,NUTS,2010,UKD31,3,1.0
2001,NUTS,2010,UKD31,3,1.0
2003,NUTS,2010,UKD31,3,0.5
2008,NUTS,2010,UKD31,3,0.75
2004,NUTS,2010,UKD32,3,1.0
1978,NUTS,2010,UKD4,2,1.0
1982,NUTS,2010,UKD4,2,3.0
1983,NUTS,2010,UKD4,2,1.0
1985,NUTS,2010,UKD4,2,1.0
1986,NUTS,2010,UKD4,2,2.0
1987,NUTS,2010,UKD4,2,1.0
1988,NUTS,2010,UKD4,2,2.0
1989,NUTS,2010,UKD4,2,6.0
1990,NUTS,2010,UKD4,2,8.5
1991,NUTS,2010,UKD4,2,2.0
1992,NUTS,2010,UKD4,2,3.5
1994,NUTS,2010,UKD4,2,3.0
1995,NUTS,2010,UKD4,2,2.0
1996,NUTS,2010,UKD4,2,0.5
1997,NUTS,2010,UKD4,2,2.0
1998,NUTS,2010,UKD4,2,5.75
1999,NUTS,2010,UKD4,2,7.75
2000,NUTS,2010,UKD4,2,3.7
2001,NUTS,2010,UKD4,2,2.0
2005,NUTS,2010,UKD4,2,0.33
2007,NUTS,2010,UKD4,2,1.0
2008,NUTS,2010,UKD4,2,2.0
2009,NUTS,2010,UKD4,2,1.0
2010,NUTS,2010,UKD4,2,2.5
2011,NUTS,2010,UKD4,2,5.0
2012,NUTS,2010,UKD4,2,1.0
1992,NUTS,2010,UKD41,3,1.0
2000,NUTS,2010,UKD42,3,1.0
1978,NUTS,2010,UKD43,3,1.0
1982,NUTS,2010,UKD43,3,3.0
1983,NUTS,2010,UKD43,3,1.0
1985,NUTS,2010,UKD43,3,1.0
1986,NUTS,2010,UKD43,3,2.0
1988,NUTS,2010,UKD43,3,1.0
1989,NUTS,2010,UKD43,3,6.0
1990,NUTS,2010,UKD43,3,8.5
1991,NUTS,2010,UKD43,3,2.0
1992,NUTS,2010,UKD43,3,2.5
1994,NUTS,2010,UKD43,3,3.0
1995,NUTS,2010,UKD43,3,2.0
1996,NUTS,2010,UKD43,3,0.5
1997,NUTS,2010,UKD43,3,2.0
1998,NUTS,2010,UKD43,3,5.75
1999,NUTS,2010,UKD43,3,7.42
2000,NUTS,2010,UKD43,3,2.7
2001,NUTS,2010,UKD43,3,2.0
2005,NUTS,2010,UKD43,3,0.33
2007,NUTS,2010,UKD43,3,1.0
2008,NUTS,2010,UKD43,3,2.0
2009,NUTS,2010,UKD43,3,1.0
2010,NUTS,2010,UKD43,3,2.5
2011,NUTS,2010,UKD43,3,5.0
2012,NUTS,2010,UKD43,3,1.0
1983,NUTS,2010,UKD6,2,1.0
1987,NUTS,2010,UKD6,2,1.0
1999,NUTS,2010,UKD6,2,0.67
2000,NUTS,2010,UKD6,2,1.0
2002,NUTS,2010,UKD6,2,0.5
2003,NUTS,2010,UKD6,2,3.83
2009,NUTS,2010,UKD6,2,1.0
1999,NUTS,2010,UKD62,3,0.33
2000,NUTS,2010,UKD62,3,1.0
2002,NUTS,2010,UKD62,3,0.5
2003,NUTS,2010,UKD62,3,3.83
2009,NUTS,2010,UKD62,3,1.0
1983,NUTS,2010,UKD63,3,1.0
1987,NUTS,2010,UKD63,3,1.0
1999,NUTS,2010,UKD63,3,0.33
1990,NUTS,2010,UKD7,2,0.5
2003,NUTS,2010,UKD7,2,0.5
2010,NUTS,2010,UKD7,2,1.58
2003,NUTS,2010,UKD72,3,0.5
2010,NUTS,2010,UKD72,3,0.33
1990,NUTS,2010,UKD73,3,0.5
2010,NUTS,2010,UKD74,3,1.25
1983,NUTS,2010,UKE,1,1.0
1987,NUTS,2010,UKE,1,1.0
1988,NUTS,2010,UKE,1,0.5
1992,NUTS,2010,UKE,1,0.2
1993,NUTS,2010,UKE,1,1.0
1996,NUTS,2010,UKE,1,1.5
1998,NUTS,2010,UKE,1,0.67
2001,NUTS,2010,UKE,1,1.0
2009,NUTS,2010,UKE,1,2.17
2011,NUTS,2010,UKE,1,2.0
2012,NUTS,2010,UKE,1,0.5
1983,NUTS,2010,UKE1,2,1.0
1988,NUTS,2010,UKE1,2,0.5
1992,NUTS,2010,UKE1,2,0.2
1998,NUTS,2010,UKE1,2,0.67
2001,NUTS,2010,UKE1,2,1.0
2009,NUTS,2010,UKE1,2,1.67
2011,NUTS,2010,UKE1,2,2.0
2001,NUTS,2010,UKE11,3,1.0
2009,NUTS,2010,UKE11,3,0.33
2011,NUTS,2010,UKE11,3,2.0
1983,NUTS,2010,UKE12,3,1.0
1988,NUTS,2010,UKE12,3,0.5
1992,NUTS,2010,UKE12,3,0.2
1998,NUTS,2010,UKE12,3,0.67
2009,NUTS,2010,UKE12,3,0.33
2009,NUTS,2010,UKE13,3,1.0
1996,NUTS,2010,UKE3,2,1.0
2009,NUTS,2010,UKE3,2,0.5
2012,NUTS,2010,UKE3,2,0.5
1996,NUTS,2010,UKE31,3,1.0
2009,NUTS,2010,UKE32,3,0.5
2012,NUTS,2010,UKE32,3,0.5
1987,NUTS,2010,UKE4,2,1.0
1993,NUTS,2010,UKE4,2,1.0
1996,NUTS,2010,UKE4,2,0.5
1987,NUTS,2010,UKE41,3,1.0
1993,NUTS,2010,UKE42,3,1.0
1996,NUTS,2010,UKE45,3,0.5
1984,NUTS,2010,UKF,1,1.0
1985,NUTS,2010,UKF,1,1.0
1988,NUTS,2010,UKF,1,1.0
1991,NUTS,2010,UKF,1,4.0
1992,NUTS,2010,UKF,1,3.0
1993,NUTS,2010,UKF,1,1.0
1994,NUTS,2010,UKF,1,2.0
1996,NUTS,2010,UKF,1,2.0
1997,NUTS,2010,UKF,1,1.0
1998,NUTS,2010,UKF,1,3.08
1999,NUTS,2010,UKF,1,6.33
2000,NUTS,2010,UKF,1,0.75
2001,NUTS,2010,UKF,1,4.0
2002,NUTS,2010,UKF,1,1.5
2003,NUTS,2010,UKF,1,7.0
2004,NUTS,2010,UKF,1,4.33
2005,NUTS,2010,UKF,1,4.67
2006,NUTS,2010,UKF,1,9.03
2007,NUTS,2010,UKF,1,5.29
2008,NUTS,2010,UKF,1,12.17
2009,NUTS,2010,UKF,1,18.83
2010,NUTS,2010,UKF,1,9.5
2011,NUTS,2010,UKF,1,21.87
2012,NUTS,2010,UKF,1,6.0
1991,NUTS,2010,UKF1,2,3.0
1992,NUTS,2010,UKF1,2,1.0
1993,NUTS,2010,UKF1,2,0.5
1994,NUTS,2010,UKF1,2,1.0
1996,NUTS,2010,UKF1,2,1.0
1997,NUTS,2010,UKF1,2,1.0
1998,NUTS,2010,UKF1,2,2.58
1999,NUTS,2010,UKF1,2,4.33
2000,NUTS,2010,UKF1,2,0.5
2001,NUTS,2010,UKF1,2,1.5
2002,NUTS,2010,UKF1,2,1.5
2003,NUTS,2010,UKF1,2,4.17
2004,NUTS,2010,UKF1,2,3.0
2005,NUTS,2010,UKF1,2,1.67
2006,NUTS,2010,UKF1,2,6.5
2007,NUTS,2010,UKF1,2,5.0
2008,NUTS,2010,UKF1,2,9.43
2009,NUTS,2010,UKF1,2,17.5
2010,NUTS,2010,UKF1,2,6.5
2011,NUTS,2010,UKF1,2,20.83
2012,NUTS,2010,UKF1,2,5.0
1991,NUTS,2010,UKF11,3,1.0
1992,NUTS,2010,UKF11,3,1.0
1996,NUTS,2010,UKF11,3,0.5
1998,NUTS,2010,UKF11,3,1.83
1999,NUTS,2010,UKF11,3,2.33
2003,NUTS,2010,UKF11,3,3.17
2005,NUTS,2010,UKF11,3,0.5
2006,NUTS,2010,UKF11,3,1.0
2007,NUTS,2010,UKF11,3,2.0
2008,NUTS,2010,UKF11,3,6.9
2009,NUTS,2010,UKF11,3,13.33
2010,NUTS,2010,UKF11,3,4.33
2011,NUTS,2010,UKF11,3,14.83
2012,NUTS,2010,UKF11,3,2.17
2008,NUTS,2010,UKF12,3,1.0
1991,NUTS,2010,UKF13,3,2.0
1996,NUTS,2010,UKF13,3,0.5
1997,NUTS,2010,UKF13,3,1.0
1998,NUTS,2010,UKF13,3,0.75
1999,NUTS,2010,UKF13,3,2.0
2001,NUTS,2010,UKF13,3,1.0
2002,NUTS,2010,UKF13,3,1.25
2003,NUTS,2010,UKF13,3,0.5
2004,NUTS,2010,UKF13,3,1.5
2005,NUTS,2010,UKF13,3,0.67
2006,NUTS,2010,UKF13,3,4.0
2007,NUTS,2010,UKF13,3,2.5
2008,NUTS,2010,UKF13,3,1.33
2009,NUTS,2010,UKF13,3,2.0
2010,NUTS,2010,UKF13,3,1.83
2011,NUTS,2010,UKF13,3,4.17
2012,NUTS,2010,UKF13,3,1.67
2008,NUTS,2010,UKF14,3,0.2
2009,NUTS,2010,UKF14,3,1.83
2010,NUTS,2010,UKF14,3,0.33
2011,NUTS,2010,UKF14,3,0.33
2003,NUTS,2010,UKF15,3,0.5
2005,NUTS,2010,UKF15,3,0.5
2007,NUTS,2010,UKF15,3,0.5
2011,NUTS,2010,UKF15,3,1.0
1993,NUTS,2010,UKF16,3,0.5
1994,NUTS,2010,UKF16,3,1.0
2000,NUTS,2010,UKF16,3,0.5
2001,NUTS,2010,UKF16,3,0.5
2002,NUTS,2010,UKF16,3,0.25
2004,NUTS,2010,UKF16,3,1.5
2006,NUTS,2010,UKF16,3,1.5
2009,NUTS,2010,UKF16,3,0.33
2011,NUTS,2010,UKF16,3,0.5
2012,NUTS,2010,UKF16,3,1.17
1984,NUTS,2010,UKF2,2,1.0
1985,NUTS,2010,UKF2,2,1.0
1988,NUTS,2010,UKF2,2,1.0
1991,NUTS,2010,UKF2,2,1.0
1992,NUTS,2010,UKF2,2,1.0
1993,NUTS,2010,UKF2,2,0.5
1996,NUTS,2010,UKF2,2,1.0
1998,NUTS,2010,UKF2,2,0.5
1999,NUTS,2010,UKF2,2,2.0
2000,NUTS,2010,UKF2,2,0.25
2001,NUTS,2010,UKF2,2,1.5
2003,NUTS,2010,UKF2,2,2.33
2004,NUTS,2010,UKF2,2,0.83
2005,NUTS,2010,UKF2,2,3.0
2006,NUTS,2010,UKF2,2,2.53
2007,NUTS,2010,UKF2,2,0.29
2008,NUTS,2010,UKF2,2,1.73
2009,NUTS,2010,UKF2,2,1.0
2010,NUTS,2010,UKF2,2,3.0
2011,NUTS,2010,UKF2,2,1.03
2012,NUTS,2010,UKF2,2,1.0
1984,NUTS,2010,UKF22,3,1.0
1985,NUTS,2010,UKF22,3,1.0
1988,NUTS,2010,UKF22,3,1.0
1991,NUTS,2010,UKF22,3,1.0
1992,NUTS,2010,UKF22,3,1.0
1993,NUTS,2010,UKF22,3,0.5
1998,NUTS,2010,UKF22,3,0.25
2003,NUTS,2010,UKF22,3,2.33
2004,NUTS,2010,UKF22,3,0.5
2005,NUTS,2010,UKF22,3,2.0
2006,NUTS,2010,UKF22,3,1.0
2008,NUTS,2010,UKF22,3,1.73
2009,NUTS,2010,UKF22,3,1.0
2010,NUTS,2010,UKF22,3,2.5
2011,NUTS,2010,UKF22,3,0.83
2012,NUTS,2010,UKF22,3,1.0
1996,NUTS,2010,UKF24,3,1.0
2000,NUTS,2010,UKF24,3,0.25
2001,NUTS,2010,UKF24,3,0.5
2004,NUTS,2010,UKF24,3,0.33
2006,NUTS,2010,UKF24,3,1.53
2007,NUTS,2010,UKF24,3,0.29
2010,NUTS,2010,UKF24,3,0.5
2011,NUTS,2010,UKF24,3,0.2
1998,NUTS,2010,UKF25,3,0.25
1999,NUTS,2010,UKF25,3,2.0
2001,NUTS,2010,UKF25,3,1.0
2005,NUTS,2010,UKF25,3,1.0
1992,NUTS,2010,UKF3,2,1.0
1994,NUTS,2010,UKF3,2,1.0
2001,NUTS,2010,UKF3,2,1.0
2003,NUTS,2010,UKF3,2,0.5
2004,NUTS,2010,UKF3,2,0.5
2008,NUTS,2010,UKF3,2,1.0
2009,NUTS,2010,UKF3,2,0.33
1992,NUTS,2010,UKF30,3,1.0
1994,NUTS,2010,UKF30,3,1.0
2001,NUTS,2010,UKF30,3,1.0
2003,NUTS,2010,UKF30,3,0.5
2004,NUTS,2010,UKF30,3,0.5
2008,NUTS,2010,UKF30,3,1.0
2009,NUTS,2010,UKF30,3,0.33
1983,NUTS,2010,UKG,1,1.5
1984,NUTS,2010,UKG,1,3.0
1985,NUTS,2010,UKG,1,1.5
1986,NUTS,2010,UKG,1,1.5
1987,NUTS,2010,UKG,1,1.0
1988,NUTS,2010,UKG,1,2.67
1989,NUTS,2010,UKG,1,1.0
1991,NUTS,2010,UKG,1,1.5
1993,NUTS,2010,UKG,1,1.0
1994,NUTS,2010,UKG,1,1.0
1996,NUTS,2010,UKG,1,0.75
1997,NUTS,2010,UKG,1,1.5
1998,NUTS,2010,UKG,1,2.5
1999,NUTS,2010,UKG,1,4.5
2000,NUTS,2010,UKG,1,4.65
2001,NUTS,2010,UKG,1,6.71
2002,NUTS,2010,UKG,1,1.0
2003,NUTS,2010,UKG,1,1.0
2004,NUTS,2010,UKG,1,6.0
2005,NUTS,2010,UKG,1,5.33
2006,NUTS,2010,UKG,1,5.0
2007,NUTS,2010,UKG,1,7.0
2008,NUTS,2010,UKG,1,7.83
2009,NUTS,2010,UKG,1,7.81
2010,NUTS,2010,UKG,1,12.33
2011,NUTS,2010,UKG,1,2.2
2012,NUTS,2010,UKG,1,4.32
1985,NUTS,2010,UKG1,2,0.5
1988,NUTS,2010,UKG1,2,0.33
1991,NUTS,2010,UKG1,2,0.5
1993,NUTS,2010,UKG1,2,1.0
1994,NUTS,2010,UKG1,2,1.0
1997,NUTS,2010,UKG1,2,0.25
2000,NUTS,2010,UKG1,2,2.4
2001,NUTS,2010,UKG1,2,0.96
2005,NUTS,2010,UKG1,2,1.33
2006,NUTS,2010,UKG1,2,1.0
2008,NUTS,2010,UKG1,2,0.2
2009,NUTS,2010,UKG1,2,1.0
2010,NUTS,2010,UKG1,2,0.67
2011,NUTS,2010,UKG1,2,1.2
2012,NUTS,2010,UKG1,2,2.23
1991,NUTS,2010,UKG12,3,0.5
1997,NUTS,2010,UKG12,3,0.25
2000,NUTS,2010,UKG12,3,0.4
2005,NUTS,2010,UKG12,3,1.33
2006,NUTS,2010,UKG12,3,1.0
2008,NUTS,2010,UKG12,3,0.2
2009,NUTS,2010,UKG12,3,1.0
2011,NUTS,2010,UKG12,3,0.2
1985,NUTS,2010,UKG13,3,0.5
1988,NUTS,2010,UKG13,3,0.33
1993,NUTS,2010,UKG13,3,1.0
1994,NUTS,2010,UKG13,3,1.0
2000,NUTS,2010,UKG13,3,2.0
2001,NUTS,2010,UKG13,3,0.96
2010,NUTS,2010,UKG13,3,0.67
2011,NUTS,2010,UKG13,3,1.0
2012,NUTS,2010,UKG13,3,2.23
1983,NUTS,2010,UKG2,2,0.5
1984,NUTS,2010,UKG2,2,0.5
1985,NUTS,2010,UKG2,2,1.0
1987,NUTS,2010,UKG2,2,1.0
1988,NUTS,2010,UKG2,2,1.0
1991,NUTS,2010,UKG2,2,0.88
1996,NUTS,2010,UKG2,2,0.5
1997,NUTS,2010,UKG2,2,1.25
1998,NUTS,2010,UKG2,2,1.5
1999,NUTS,2010,UKG2,2,2.5
2001,NUTS,2010,UKG2,2,5.5
2002,NUTS,2010,UKG2,2,1.0
2004,NUTS,2010,UKG2,2,2.0
2005,NUTS,2010,UKG2,2,2.5
2006,NUTS,2010,UKG2,2,1.33
2007,NUTS,2010,UKG2,2,5.0
2008,NUTS,2010,UKG2,2,4.8
2009,NUTS,2010,UKG2,2,4.48
2010,NUTS,2010,UKG2,2,5.83
2011,NUTS,2010,UKG2,2,0.5
2012,NUTS,2010,UKG2,2,1.0
1991,NUTS,2010,UKG21,3,0.13
1996,NUTS,2010,UKG21,3,0.25
1999,NUTS,2010,UKG21,3,0.33
2006,NUTS,2010,UKG21,3,0.33
2009,NUTS,2010,UKG21,3,0.33
2010,NUTS,2010,UKG21,3,1.0
1997,NUTS,2010,UKG22,3,1.0
2001,NUTS,2010,UKG22,3,0.25
2006,NUTS,2010,UKG22,3,0.33
2007,NUTS,2010,UKG22,3,2.0
2008,NUTS,2010,UKG22,3,3.27
2009,NUTS,2010,UKG22,3,2.0
1983,NUTS,2010,UKG24,3,0.5
1984,NUTS,2010,UKG24,3,0.5
1985,NUTS,2010,UKG24,3,1.0
1987,NUTS,2010,UKG24,3,1.0
1988,NUTS,2010,UKG24,3,1.0
1991,NUTS,2010,UKG24,3,0.75
1996,NUTS,2010,UKG24,3,0.25
1997,NUTS,2010,UKG24,3,0.25
1998,NUTS,2010,UKG24,3,1.5
1999,NUTS,2010,UKG24,3,2.17
2001,NUTS,2010,UKG24,3,5.25
2002,NUTS,2010,UKG24,3,1.0
2004,NUTS,2010,UKG24,3,2.0
2005,NUTS,2010,UKG24,3,2.5
2006,NUTS,2010,UKG24,3,0.67
2007,NUTS,2010,UKG24,3,3.0
2008,NUTS,2010,UKG24,3,1.53
2009,NUTS,2010,UKG24,3,2.14
2010,NUTS,2010,UKG24,3,4.83
2011,NUTS,2010,UKG24,3,0.5
2012,NUTS,2010,UKG24,3,1.0
1983,NUTS,2010,UKG3,2,1.0
1984,NUTS,2010,UKG3,2,2.5
1986,NUTS,2010,UKG3,2,1.5
1988,NUTS,2010,UKG3,2,1.33
1989,NUTS,2010,UKG3,2,1.0
1991,NUTS,2010,UKG3,2,0.13
1996,NUTS,2010,UKG3,2,0.25
1998,NUTS,2010,UKG3,2,1.0
1999,NUTS,2010,UKG3,2,2.0
2000,NUTS,2010,UKG3,2,2.25
2001,NUTS,2010,UKG3,2,0.25
2003,NUTS,2010,UKG3,2,1.0
2004,NUTS,2010,UKG3,2,4.0
2005,NUTS,2010,UKG3,2,1.5
2006,NUTS,2010,UKG3,2,2.67
2007,NUTS,2010,UKG3,2,2.0
2008,NUTS,2010,UKG3,2,2.83
2009,NUTS,2010,UKG3,2,2.33
2010,NUTS,2010,UKG3,2,5.83
2011,NUTS,2010,UKG3,2,0.5
2012,NUTS,2010,UKG3,2,1.08
