year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_bes
2000,NUTS,2010,CY0,1,5.227
2001,NUTS,2010,CY0,1,5.326
2002,NUTS,2010,CY0,1,6.859
2003,NUTS,2010,CY0,1,8.8
2004,NUTS,2010,CY0,1,9.957
2005,NUTS,2010,CY0,1,12.163
2006,NUTS,2010,CY0,1,14.184
2007,NUTS,2010,CY0,1,16.108
2008,NUTS,2010,CY0,1,16.732
2009,NUTS,2010,CY0,1,16.434
2010,NUTS,2010,CY0,1,14.796
2011,NUTS,2010,CY0,1,13.765
2012,NUTS,2010,CY0,1,13.959
2013,NUTS,2010,CY0,1,16.998
2014,NUTS,2010,CY0,1,20.009
2015,NUTS,2010,CY0,1,19.477
2016,NUTS,2010,CY0,1,36.584
2017,NUTS,2010,CY0,1,40.943
2018,NUTS,2010,CY0,1,53.907
2019,NUTS,2010,CY0,1,70.658
2020,NUTS,2010,CY0,1,80.0
1991,NUTS,2010,CY00,2,1.291
1992,NUTS,2010,CY00,2,1.388
1998,NUTS,2010,CY00,2,2.624
1999,NUTS,2010,CY00,2,4.336
2000,NUTS,2010,CY00,2,5.227
2001,NUTS,2010,CY00,2,5.326
2002,NUTS,2010,CY00,2,6.859
2003,NUTS,2010,CY00,2,8.8
2004,NUTS,2010,CY00,2,9.957
2005,NUTS,2010,CY00,2,12.163
2006,NUTS,2010,CY00,2,14.184
2007,NUTS,2010,CY00,2,16.108
2008,NUTS,2010,CY00,2,16.732
2009,NUTS,2010,CY00,2,16.434
2010,NUTS,2010,CY00,2,14.796
2011,NUTS,2010,CY00,2,13.765
2012,NUTS,2010,CY00,2,13.959
2013,NUTS,2010,CY00,2,16.998
2014,NUTS,2010,CY00,2,20.009
2015,NUTS,2010,CY00,2,19.477
2016,NUTS,2010,CY00,2,36.584
2017,NUTS,2010,CY00,2,40.943
2018,NUTS,2010,CY00,2,53.907
2019,NUTS,2010,CY00,2,70.658
2020,NUTS,2010,CY00,2,80.0
1993,NUTS,2010,CZ,0,264.099
1994,NUTS,2010,CZ,0,254.722
1995,NUTS,2010,CZ,0,262.238
1996,NUTS,2010,CZ,0,282.88
1997,NUTS,2010,CZ,0,340.443
1998,NUTS,2010,CZ,0,409.437
1999,NUTS,2010,CZ,0,402.947
2000,NUTS,2010,CZ,0,446.133
2001,NUTS,2010,CZ,0,500.525
2002,NUTS,2010,CZ,0,586.005
2003,NUTS,2010,CZ,0,617.595
2004,NUTS,2010,CZ,0,686.739
2005,NUTS,2010,CZ,0,744.938
2006,NUTS,2010,CZ,0,895.321
2007,NUTS,2010,CZ,0,1038.355
2008,NUTS,2010,CZ,0,1151.623
2009,NUTS,2010,CZ,0,1063.951
2010,NUTS,2010,CZ,0,1208.836
2011,NUTS,2010,CZ,0,1411.831
2012,NUTS,2010,CZ,0,1542.415
2013,NUTS,2010,CZ,0,1621.654
2014,NUTS,2010,CZ,0,1729.712
2015,NUTS,2010,CZ,0,1765.003
2016,NUTS,2010,CZ,0,1811.802
2017,NUTS,2010,CZ,0,2157.948
2018,NUTS,2010,CZ,0,2481.912
2019,NUTS,2010,CZ,0,2680.493
2020,NUTS,2010,CZ,0,2612.457
1993,NUTS,2010,CZ0,1,264.099
1994,NUTS,2010,CZ0,1,254.722
1995,NUTS,2010,CZ0,1,262.238
1996,NUTS,2010,CZ0,1,282.88
1997,NUTS,2010,CZ0,1,340.443
1998,NUTS,2010,CZ0,1,409.437
1999,NUTS,2010,CZ0,1,402.947
2000,NUTS,2010,CZ0,1,446.133
2001,NUTS,2010,CZ0,1,500.525
2002,NUTS,2010,CZ0,1,586.005
2003,NUTS,2010,CZ0,1,617.595
2004,NUTS,2010,CZ0,1,686.739
2005,NUTS,2010,CZ0,1,744.938
2006,NUTS,2010,CZ0,1,895.321
2007,NUTS,2010,CZ0,1,1038.355
2008,NUTS,2010,CZ0,1,1151.623
2009,NUTS,2010,CZ0,1,1063.951
2010,NUTS,2010,CZ0,1,1208.836
2011,NUTS,2010,CZ0,1,1411.831
2012,NUTS,2010,CZ0,1,1542.415
2013,NUTS,2010,CZ0,1,1621.654
2014,NUTS,2010,CZ0,1,1729.712
2015,NUTS,2010,CZ0,1,1765.003
2016,NUTS,2010,CZ0,1,1811.802
2017,NUTS,2010,CZ0,1,2157.948
2018,NUTS,2010,CZ0,1,2481.912
2019,NUTS,2010,CZ0,1,2680.493
2020,NUTS,2010,CZ0,1,2612.457
2001,NUTS,2010,CZ01,2,95.156
2002,NUTS,2010,CZ01,2,112.922
2003,NUTS,2010,CZ01,2,131.854
2004,NUTS,2010,CZ01,2,171.764
2005,NUTS,2010,CZ01,2,216.287
2006,NUTS,2010,CZ01,2,275.844
2007,NUTS,2010,CZ01,2,325.809
2008,NUTS,2010,CZ01,2,334.836
2009,NUTS,2010,CZ01,2,271.07
2010,NUTS,2010,CZ01,2,283.858
2011,NUTS,2010,CZ01,2,317.772
2012,NUTS,2010,CZ01,2,364.193
2013,NUTS,2010,CZ01,2,355.686
2014,NUTS,2010,CZ01,2,377.177
2015,NUTS,2010,CZ01,2,409.618
2016,NUTS,2010,CZ01,2,423.467
2017,NUTS,2010,CZ01,2,573.863
2018,NUTS,2010,CZ01,2,679.925
2019,NUTS,2010,CZ01,2,734.703
2020,NUTS,2010,CZ01,2,793.611
2001,NUTS,2010,CZ02,2,195.259
2002,NUTS,2010,CZ02,2,224.731
2003,NUTS,2010,CZ02,2,193.035
2004,NUTS,2010,CZ02,2,194.206
2005,NUTS,2010,CZ02,2,118.831
2006,NUTS,2010,CZ02,2,152.629
2007,NUTS,2010,CZ02,2,189.64
2008,NUTS,2010,CZ02,2,182.442
2009,NUTS,2010,CZ02,2,171.779
2010,NUTS,2010,CZ02,2,195.717
2011,NUTS,2010,CZ02,2,213.499
2012,NUTS,2010,CZ02,2,222.766
2013,NUTS,2010,CZ02,2,320.223
2014,NUTS,2010,CZ02,2,301.522
2015,NUTS,2010,CZ02,2,310.326
2016,NUTS,2010,CZ02,2,320.331
2017,NUTS,2010,CZ02,2,427.139
2018,NUTS,2010,CZ02,2,503.58
2019,NUTS,2010,CZ02,2,515.566
2020,NUTS,2010,CZ02,2,422.282
2001,NUTS,2010,CZ03,2,22.562
2002,NUTS,2010,CZ03,2,27.517
2003,NUTS,2010,CZ03,2,32.572
2004,NUTS,2010,CZ03,2,38.514
2005,NUTS,2010,CZ03,2,55.828
2006,NUTS,2010,CZ03,2,64.255
2007,NUTS,2010,CZ03,2,66.816
2008,NUTS,2010,CZ03,2,90.557
2009,NUTS,2010,CZ03,2,82.503
2010,NUTS,2010,CZ03,2,111.383
2011,NUTS,2010,CZ03,2,147.994
2012,NUTS,2010,CZ03,2,164.659
2013,NUTS,2010,CZ03,2,154.808
2014,NUTS,2010,CZ03,2,157.128
2015,NUTS,2010,CZ03,2,166.014
2016,NUTS,2010,CZ03,2,161.922
2017,NUTS,2010,CZ03,2,167.025
2018,NUTS,2010,CZ03,2,208.092
2019,NUTS,2010,CZ03,2,241.556
2020,NUTS,2010,CZ03,2,213.846
2001,NUTS,2010,CZ04,2,12.439
2002,NUTS,2010,CZ04,2,15.586
2003,NUTS,2010,CZ04,2,19.438
2004,NUTS,2010,CZ04,2,16.51
2005,NUTS,2010,CZ04,2,20.189
2006,NUTS,2010,CZ04,2,19.775
2007,NUTS,2010,CZ04,2,22.583
2008,NUTS,2010,CZ04,2,29.041
2009,NUTS,2010,CZ04,2,23.474
2010,NUTS,2010,CZ04,2,26.453
2011,NUTS,2010,CZ04,2,32.858
2012,NUTS,2010,CZ04,2,44.922
2013,NUTS,2010,CZ04,2,36.128
2014,NUTS,2010,CZ04,2,38.238
2015,NUTS,2010,CZ04,2,41.515
2016,NUTS,2010,CZ04,2,31.894
2017,NUTS,2010,CZ04,2,34.026
2018,NUTS,2010,CZ04,2,39.788
2019,NUTS,2010,CZ04,2,54.326
2020,NUTS,2010,CZ04,2,49.94
2001,NUTS,2010,CZ05,2,60.077
2002,NUTS,2010,CZ05,2,66.712
2003,NUTS,2010,CZ05,2,75.108
2004,NUTS,2010,CZ05,2,84.477
2005,NUTS,2010,CZ05,2,98.285
2006,NUTS,2010,CZ05,2,125.761
2007,NUTS,2010,CZ05,2,130.713
2008,NUTS,2010,CZ05,2,157.553
2009,NUTS,2010,CZ05,2,147.318
2010,NUTS,2010,CZ05,2,164.636
2011,NUTS,2010,CZ05,2,181.883
2012,NUTS,2010,CZ05,2,221.18
2013,NUTS,2010,CZ05,2,195.921
2014,NUTS,2010,CZ05,2,210.754
2015,NUTS,2010,CZ05,2,203.783
2016,NUTS,2010,CZ05,2,209.699
2017,NUTS,2010,CZ05,2,237.452
2018,NUTS,2010,CZ05,2,273.341
2019,NUTS,2010,CZ05,2,291.385
2020,NUTS,2010,CZ05,2,279.224
2001,NUTS,2010,CZ06,2,42.702
2002,NUTS,2010,CZ06,2,53.226
2003,NUTS,2010,CZ06,2,58.884
2004,NUTS,2010,CZ06,2,77.984
2005,NUTS,2010,CZ06,2,98.123
2006,NUTS,2010,CZ06,2,110.207
2007,NUTS,2010,CZ06,2,142.504
2008,NUTS,2010,CZ06,2,189.729
2009,NUTS,2010,CZ06,2,194.279
2010,NUTS,2010,CZ06,2,213.452
2011,NUTS,2010,CZ06,2,251.148
2012,NUTS,2010,CZ06,2,275.495
2013,NUTS,2010,CZ06,2,321.663
2014,NUTS,2010,CZ06,2,377.897
2015,NUTS,2010,CZ06,2,380.956
2016,NUTS,2010,CZ06,2,382.996
2017,NUTS,2010,CZ06,2,389.366
2018,NUTS,2010,CZ06,2,413.761
2019,NUTS,2010,CZ06,2,467.605
2020,NUTS,2010,CZ06,2,487.418
2001,NUTS,2010,CZ07,2,30.472
2002,NUTS,2010,CZ07,2,50.649
2003,NUTS,2010,CZ07,2,44.361
2004,NUTS,2010,CZ07,2,48.044
2005,NUTS,2010,CZ07,2,81.419
2006,NUTS,2010,CZ07,2,87.041
2007,NUTS,2010,CZ07,2,89.667
2008,NUTS,2010,CZ07,2,89.809
2009,NUTS,2010,CZ07,2,86.3
2010,NUTS,2010,CZ07,2,98.641
2011,NUTS,2010,CZ07,2,121.235
2012,NUTS,2010,CZ07,2,123.687
2013,NUTS,2010,CZ07,2,122.12
2014,NUTS,2010,CZ07,2,129.08
2015,NUTS,2010,CZ07,2,131.287
2016,NUTS,2010,CZ07,2,139.952
2017,NUTS,2010,CZ07,2,190.223
2018,NUTS,2010,CZ07,2,215.892
2019,NUTS,2010,CZ07,2,243.719
2020,NUTS,2010,CZ07,2,216.649
2001,NUTS,2010,CZ08,2,41.855
2002,NUTS,2010,CZ08,2,34.664
2003,NUTS,2010,CZ08,2,62.343
2004,NUTS,2010,CZ08,2,55.241
2005,NUTS,2010,CZ08,2,55.976
2006,NUTS,2010,CZ08,2,59.81
2007,NUTS,2010,CZ08,2,70.621
2008,NUTS,2010,CZ08,2,77.657
2009,NUTS,2010,CZ08,2,87.227
2010,NUTS,2010,CZ08,2,92.905
2011,NUTS,2010,CZ08,2,122.308
2012,NUTS,2010,CZ08,2,103.159
2013,NUTS,2010,CZ08,2,91.323
2014,NUTS,2010,CZ08,2,114.353
2015,NUTS,2010,CZ08,2,121.504
2016,NUTS,2010,CZ08,2,141.541
2017,NUTS,2010,CZ08,2,138.853
2018,NUTS,2010,CZ08,2,147.535
2019,NUTS,2010,CZ08,2,131.631
2020,NUTS,2010,CZ08,2,149.487
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1981,NUTS,2010,DE,0,10420.797
1982,NUTS,2010,DE,0,12045.744
1983,NUTS,2010,DE,0,13093.893
1984,NUTS,2010,DE,0,14139.5
1985,NUTS,2010,DE,0,16107.88
1986,NUTS,2010,DE,0,18067.43
1987,NUTS,2010,DE,0,19800.604
1988,NUTS,2010,DE,0,20922.186
1989,NUTS,2010,DE,0,22236.75
1990,NUTS,2010,DE,0,23391.165
1991,NUTS,2010,DE,0,25031.474
1992,NUTS,2010,DE,0,25729.913
1993,NUTS,2010,DE,0,26192.304
1994,NUTS,2010,DE,0,26331.301
1995,NUTS,2010,DE,0,27992.276
1996,NUTS,2010,DE,0,27871.556
1997,NUTS,2010,DE,0,28783.154
1998,NUTS,2010,DE,0,30129.559
1999,NUTS,2010,DE,0,33622.55
2000,NUTS,2010,DE,0,35600.0
2001,NUTS,2010,DE,0,36331.9
2002,NUTS,2010,DE,0,36950.0
2003,NUTS,2010,DE,0,38029.0
2004,NUTS,2010,DE,0,38363.0
2005,NUTS,2010,DE,0,38651.038
2006,NUTS,2010,DE,0,41148.0
2007,NUTS,2010,DE,0,43034.0
2008,NUTS,2010,DE,0,46073.0
2009,NUTS,2010,DE,0,45275.0
2010,NUTS,2010,DE,0,46929.0
2011,NUTS,2010,DE,0,51077.2
2012,NUTS,2010,DE,0,53790.1
2013,NUTS,2010,DE,0,53566.2
2014,NUTS,2010,DE,0,56996.5
2015,NUTS,2010,DE,0,60952.0
2016,NUTS,2010,DE,0,62826.0
2017,NUTS,2010,DE,0,68787.3
2018,NUTS,2010,DE,0,72101.3
2019,NUTS,2010,DE,0,75830.4
2020,NUTS,2010,DE,0,71032.0
1985,NUTS,2010,DE1,1,3605.552
1987,NUTS,2010,DE1,1,4535.687
1989,NUTS,2010,DE1,1,5198.205
1991,NUTS,2010,DE1,1,5818.045
1993,NUTS,2010,DE1,1,6977.659
1995,NUTS,2010,DE1,1,7341.148
1997,NUTS,2010,DE1,1,7699.92
1999,NUTS,2010,DE1,1,8663.0
2003,NUTS,2010,DE1,1,9750.234
2005,NUTS,2010,DE1,1,10966.0
2007,NUTS,2010,DE1,1,12759.0
2009,NUTS,2010,DE1,1,12995.1
2011,NUTS,2010,DE1,1,15698.3
2013,NUTS,2010,DE1,1,16268.3
2015,NUTS,2010,DE1,1,18511.2
2017,NUTS,2010,DE1,1,23330.2
2019,NUTS,2010,DE1,1,25272.1
1995,NUTS,2010,DE11,2,4295.814
1997,NUTS,2010,DE11,2,4498.696
1999,NUTS,2010,DE11,2,5104.0
2003,NUTS,2010,DE11,2,5431.665
2005,NUTS,2010,DE11,2,6286.0
2007,NUTS,2010,DE11,2,7849.0
2009,NUTS,2010,DE11,2,7864.5
2011,NUTS,2010,DE11,2,9548.6
2013,NUTS,2010,DE11,2,9763.9
2015,NUTS,2010,DE11,2,11287.1
2017,NUTS,2010,DE11,2,14938.6
2019,NUTS,2010,DE11,2,15459.5
1995,NUTS,2010,DE12,2,1114.384
1997,NUTS,2010,DE12,2,1303.833
1999,NUTS,2010,DE12,2,1416.0
2003,NUTS,2010,DE12,2,1949.092
2005,NUTS,2010,DE12,2,2012.0
2007,NUTS,2010,DE12,2,2126.0
2009,NUTS,2010,DE12,2,2223.0
2011,NUTS,2010,DE12,2,2577.9
2013,NUTS,2010,DE12,2,2795.2
2015,NUTS,2010,DE12,2,3306.8
2017,NUTS,2010,DE12,2,3945.8
2019,NUTS,2010,DE12,2,4656.4
1995,NUTS,2010,DE13,2,592.411
1997,NUTS,2010,DE13,2,583.931
1999,NUTS,2010,DE13,2,631.0
2003,NUTS,2010,DE13,2,799.961
2005,NUTS,2010,DE13,2,1008.0
2007,NUTS,2010,DE13,2,1105.0
2009,NUTS,2010,DE13,2,1045.6
2011,NUTS,2010,DE13,2,1245.1
2013,NUTS,2010,DE13,2,1222.2
2015,NUTS,2010,DE13,2,1321.8
2017,NUTS,2010,DE13,2,1466.0
2019,NUTS,2010,DE13,2,1637.3
1995,NUTS,2010,DE14,2,1338.539
1997,NUTS,2010,DE14,2,1313.461
1999,NUTS,2010,DE14,2,1511.0
2003,NUTS,2010,DE14,2,1569.516
2005,NUTS,2010,DE14,2,1660.0
2007,NUTS,2010,DE14,2,1678.0
2009,NUTS,2010,DE14,2,1862.1
2011,NUTS,2010,DE14,2,2326.7
2013,NUTS,2010,DE14,2,2486.9
2015,NUTS,2010,DE14,2,2595.4
2017,NUTS,2010,DE14,2,2979.9
2019,NUTS,2010,DE14,2,3518.9
1985,NUTS,2010,DE2,1,3896.073
1987,NUTS,2010,DE2,1,5097.715
1989,NUTS,2010,DE2,1,5934.719
1991,NUTS,2010,DE2,1,6606.075
1993,NUTS,2010,DE2,1,6215.958
1995,NUTS,2010,DE2,1,6639.322
1997,NUTS,2010,DE2,1,6488.68
1999,NUTS,2010,DE2,1,7566.0
2003,NUTS,2010,DE2,1,9090.194
2005,NUTS,2010,DE2,1,9201.0
2007,NUTS,2010,DE2,1,9588.0
2009,NUTS,2010,DE2,1,10056.1
2011,NUTS,2010,DE2,1,11008.6
2013,NUTS,2010,DE2,1,12141.7
2015,NUTS,2010,DE2,1,13359.5
2017,NUTS,2010,DE2,1,14178.3
2019,NUTS,2010,DE2,1,16600.8
1995,NUTS,2010,DE21,2,4779.885
1997,NUTS,2010,DE21,2,4567.772
1999,NUTS,2010,DE21,2,5155.0
2003,NUTS,2010,DE21,2,5873.374
2005,NUTS,2010,DE21,2,6142.0
2007,NUTS,2010,DE21,2,6139.0
2009,NUTS,2010,DE21,2,6238.3
2011,NUTS,2010,DE21,2,6604.8
2013,NUTS,2010,DE21,2,7429.7
2015,NUTS,2010,DE21,2,8080.5
2017,NUTS,2010,DE21,2,7925.6
2019,NUTS,2010,DE21,2,9416.1
1995,NUTS,2010,DE22,2,78.988
1997,NUTS,2010,DE22,2,80.078
1999,NUTS,2010,DE22,2,98.0
2003,NUTS,2010,DE22,2,126.71
2005,NUTS,2010,DE22,2,100.0
2007,NUTS,2010,DE22,2,381.0
2009,NUTS,2010,DE22,2,343.4
2011,NUTS,2010,DE22,2,333.3
2013,NUTS,2010,DE22,2,428.2
2015,NUTS,2010,DE22,2,498.4
2017,NUTS,2010,DE22,2,562.2
2019,NUTS,2010,DE22,2,713.5
1995,NUTS,2010,DE23,2,179.864
1997,NUTS,2010,DE23,2,169.156
1999,NUTS,2010,DE23,2,359.0
2003,NUTS,2010,DE23,2,565.551
2005,NUTS,2010,DE23,2,536.0
2007,NUTS,2010,DE23,2,547.0
2009,NUTS,2010,DE23,2,653.3
2011,NUTS,2010,DE23,2,738.7
2013,NUTS,2010,DE23,2,569.3
2015,NUTS,2010,DE23,2,653.5
2017,NUTS,2010,DE23,2,898.4
2019,NUTS,2010,DE23,2,1051.3
1995,NUTS,2010,DE24,2,158.507
1997,NUTS,2010,DE24,2,177.609
1999,NUTS,2010,DE24,2,212.0
2003,NUTS,2010,DE24,2,277.99
2005,NUTS,2010,DE24,2,241.0
2007,NUTS,2010,DE24,2,277.0
2009,NUTS,2010,DE24,2,350.0
2011,NUTS,2010,DE24,2,408.5
2013,NUTS,2010,DE24,2,437.8
2015,NUTS,2010,DE24,2,499.2
2017,NUTS,2010,DE24,2,605.0
2019,NUTS,2010,DE24,2,815.3
1995,NUTS,2010,DE25,2,740.251
1997,NUTS,2010,DE25,2,812.605
1999,NUTS,2010,DE25,2,985.0
2003,NUTS,2010,DE25,2,1176.044
2005,NUTS,2010,DE25,2,1154.0
2007,NUTS,2010,DE25,2,1090.0
2009,NUTS,2010,DE25,2,1417.8
2011,NUTS,2010,DE25,2,1567.3
2013,NUTS,2010,DE25,2,1810.9
2015,NUTS,2010,DE25,2,1959.6
2017,NUTS,2010,DE25,2,2016.7
2019,NUTS,2010,DE25,2,2303.9
1995,NUTS,2010,DE26,2,304.217
1997,NUTS,2010,DE26,2,306.75
1999,NUTS,2010,DE26,2,355.0
2003,NUTS,2010,DE26,2,492.249
2005,NUTS,2010,DE26,2,565.0
2007,NUTS,2010,DE26,2,581.0
2009,NUTS,2010,DE26,2,544.6
2011,NUTS,2010,DE26,2,705.4
2013,NUTS,2010,DE26,2,772.6
2015,NUTS,2010,DE26,2,714.2
2017,NUTS,2010,DE26,2,1145.2
2019,NUTS,2010,DE26,2,1204.6
1995,NUTS,2010,DE27,2,397.61
1997,NUTS,2010,DE27,2,374.711
1999,NUTS,2010,DE27,2,403.0
2003,NUTS,2010,DE27,2,578.277
2005,NUTS,2010,DE27,2,463.0
2007,NUTS,2010,DE27,2,574.0
2009,NUTS,2010,DE27,2,508.7
2011,NUTS,2010,DE27,2,649.9
2013,NUTS,2010,DE27,2,693.2
2015,NUTS,2010,DE27,2,954.1
2017,NUTS,2010,DE27,2,1025.1
2019,NUTS,2010,DE27,2,1096.1
1985,NUTS,2010,DE3,1,376.614
1987,NUTS,2010,DE3,1,550.227
1989,NUTS,2010,DE3,1,693.434
1991,NUTS,2010,DE3,1,787.544
1993,NUTS,2010,DE3,1,1033.845
1995,NUTS,2010,DE3,1,1031.127
1997,NUTS,2010,DE3,1,1188.073
1999,NUTS,2010,DE3,1,1410.0
2003,NUTS,2010,DE3,1,1575.263
2005,NUTS,2010,DE3,1,1473.0
2007,NUTS,2010,DE3,1,1184.0
2009,NUTS,2010,DE3,1,1365.3
2011,NUTS,2010,DE3,1,1401.7
2013,NUTS,2010,DE3,1,1681.7
2015,NUTS,2010,DE3,1,1818.6
2017,NUTS,2010,DE3,1,1908.0
2019,NUTS,2010,DE3,1,2083.6
1985,NUTS,2010,DE30,2,376.614
1987,NUTS,2010,DE30,2,550.227
1989,NUTS,2010,DE30,2,693.434
1991,NUTS,2010,DE30,2,787.544
1993,NUTS,2010,DE30,2,1033.845
1995,NUTS,2010,DE30,2,1031.127
1997,NUTS,2010,DE30,2,1188.073
1999,NUTS,2010,DE30,2,1410.0
2003,NUTS,2010,DE30,2,1575.263
2005,NUTS,2010,DE30,2,1473.0
2007,NUTS,2010,DE30,2,1184.0
2009,NUTS,2010,DE30,2,1365.3
2011,NUTS,2010,DE30,2,1401.7
2013,NUTS,2010,DE30,2,1681.7
2015,NUTS,2010,DE30,2,1818.6
2017,NUTS,2010,DE30,2,1908.0
2019,NUTS,2010,DE30,2,2083.6
1991,NUTS,2010,DE4,1,97.53
1993,NUTS,2010,DE4,1,158.54
1995,NUTS,2010,DE4,1,189.468
1997,NUTS,2010,DE4,1,233.702
1999,NUTS,2010,DE4,1,235.0
2003,NUTS,2010,DE4,1,157.633
2005,NUTS,2010,DE4,1,140.0
2007,NUTS,2010,DE4,1,172.0
2009,NUTS,2010,DE4,1,186.0
2011,NUTS,2010,DE4,1,307.8
2013,NUTS,2010,DE4,1,269.8
2015,NUTS,2010,DE4,1,397.5
2017,NUTS,2010,DE4,1,405.0
2019,NUTS,2010,DE4,1,485.8
1991,NUTS,2010,DE40,2,97.53
1993,NUTS,2010,DE40,2,158.54
1995,NUTS,2010,DE40,2,189.468
1997,NUTS,2010,DE40,2,233.702
1999,NUTS,2010,DE40,2,235.0
2003,NUTS,2010,DE40,2,157.632
2005,NUTS,2010,DE40,2,140.0
2007,NUTS,2010,DE40,2,172.0
2009,NUTS,2010,DE40,2,186.0
2011,NUTS,2010,DE40,2,307.8
2013,NUTS,2010,DE40,2,269.8
2015,NUTS,2010,DE40,2,397.5
2017,NUTS,2010,DE40,2,405.0
2019,NUTS,2010,DE40,2,485.8
1985,NUTS,2010,DE5,1,347.975
1987,NUTS,2010,DE5,1,231.59
1989,NUTS,2010,DE5,1,331.79
1991,NUTS,2010,DE5,1,376.462
1993,NUTS,2010,DE5,1,324.816
1995,NUTS,2010,DE5,1,394.948
1997,NUTS,2010,DE5,1,208.861
1999,NUTS,2010,DE5,1,226.0
2003,NUTS,2010,DE5,1,329.733
2005,NUTS,2010,DE5,1,225.0
2007,NUTS,2010,DE5,1,233.0
2009,NUTS,2010,DE5,1,243.4
2011,NUTS,2010,DE5,1,268.8
2013,NUTS,2010,DE5,1,295.7
2015,NUTS,2010,DE5,1,317.8
2017,NUTS,2010,DE5,1,290.7
2019,NUTS,2010,DE5,1,330.9
1985,NUTS,2010,DE50,2,347.975
1987,NUTS,2010,DE50,2,231.59
1989,NUTS,2010,DE50,2,331.79
1991,NUTS,2010,DE50,2,376.462
1993,NUTS,2010,DE50,2,324.816
1995,NUTS,2010,DE50,2,394.948
1997,NUTS,2010,DE50,2,208.861
1999,NUTS,2010,DE50,2,226.0
2003,NUTS,2010,DE50,2,329.733
2005,NUTS,2010,DE50,2,225.0
2007,NUTS,2010,DE50,2,233.0
2009,NUTS,2010,DE50,2,243.4
2011,NUTS,2010,DE50,2,268.8
2013,NUTS,2010,DE50,2,295.7
2015,NUTS,2010,DE50,2,317.8
2017,NUTS,2010,DE50,2,290.7
2019,NUTS,2010,DE50,2,330.9
1985,NUTS,2010,DE6,1,502.416
1987,NUTS,2010,DE6,1,681.552
1989,NUTS,2010,DE6,1,408.314
1991,NUTS,2010,DE6,1,428.641
1993,NUTS,2010,DE6,1,553.065
1995,NUTS,2010,DE6,1,757.86
1997,NUTS,2010,DE6,1,788.471
1999,NUTS,2010,DE6,1,756.0
2003,NUTS,2010,DE6,1,863.986
2005,NUTS,2010,DE6,1,934.0
2007,NUTS,2010,DE6,1,992.0
2009,NUTS,2010,DE6,1,1074.6
2011,NUTS,2010,DE6,1,1180.8
2013,NUTS,2010,DE6,1,1323.8
2015,NUTS,2010,DE6,1,1364.7
2017,NUTS,2010,DE6,1,1438.4
2019,NUTS,2010,DE6,1,1511.9
1985,NUTS,2010,DE60,2,502.416
1987,NUTS,2010,DE60,2,681.552
1989,NUTS,2010,DE60,2,408.314
1991,NUTS,2010,DE60,2,428.641
1993,NUTS,2010,DE60,2,553.065
1995,NUTS,2010,DE60,2,757.86
1997,NUTS,2010,DE60,2,788.471
1999,NUTS,2010,DE60,2,756.0
2003,NUTS,2010,DE60,2,863.986
2005,NUTS,2010,DE60,2,934.0
2007,NUTS,2010,DE60,2,992.0
2009,NUTS,2010,DE60,2,1074.6
2011,NUTS,2010,DE60,2,1180.8
2013,NUTS,2010,DE60,2,1332.8
2015,NUTS,2010,DE60,2,1364.7
2017,NUTS,2010,DE60,2,1438.4
2019,NUTS,2010,DE60,2,1511.9
1985,NUTS,2010,DE7,1,1888.342
1987,NUTS,2010,DE7,1,2182.685
1989,NUTS,2010,DE7,1,2416.816
1991,NUTS,2010,DE7,1,2635.699
1993,NUTS,2010,DE7,1,2790.647
1995,NUTS,2010,DE7,1,2951.942
1997,NUTS,2010,DE7,1,2959.429
1999,NUTS,2010,DE7,1,3700.0
2003,NUTS,2010,DE7,1,4173.611
2005,NUTS,2010,DE7,1,4236.0
2007,NUTS,2010,DE7,1,4609.0
2009,NUTS,2010,DE7,1,5172.7
2011,NUTS,2010,DE7,1,5318.7
2013,NUTS,2010,DE7,1,5287.7
2015,NUTS,2010,DE7,1,5642.5
2017,NUTS,2010,DE7,1,6176.2
2019,NUTS,2010,DE7,1,6751.8
1995,NUTS,2010,DE71,2,2636.514
1997,NUTS,2010,DE71,2,2635.514
1999,NUTS,2010,DE71,2,3383.0
2003,NUTS,2010,DE71,2,3745.442
2005,NUTS,2010,DE71,2,3720.0
2007,NUTS,2010,DE71,2,3959.0
2009,NUTS,2010,DE71,2,4426.4
2011,NUTS,2010,DE71,2,4469.3
2013,NUTS,2010,DE71,2,4296.4
2015,NUTS,2010,DE71,2,4698.5
2017,NUTS,2010,DE71,2,5128.5
2019,NUTS,2010,DE71,2,5679.6
1995,NUTS,2010,DE72,2,194.269
1997,NUTS,2010,DE72,2,188.451
1999,NUTS,2010,DE72,2,177.0
2003,NUTS,2010,DE72,2,232.193
2005,NUTS,2010,DE72,2,250.0
2007,NUTS,2010,DE72,2,332.0
