year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_t_fte_total
2000,NUTS,2010,CN_X_HK,5,922131.0
2001,NUTS,2010,CN_X_HK,5,956482.0
2002,NUTS,2010,CN_X_HK,5,1035197.0
2003,NUTS,2010,CN_X_HK,5,1094831.0
2004,NUTS,2010,CN_X_HK,5,1152617.0
2005,NUTS,2010,CN_X_HK,5,1364799.0
2006,NUTS,2010,CN_X_HK,5,1502472.0
2007,NUTS,2010,CN_X_HK,5,1736155.0
2008,NUTS,2010,CN_X_HK,5,1965357.0
2009,NUTS,2010,CN_X_HK,5,2291252.0
2010,NUTS,2010,CN_X_HK,5,2553829.0
2011,NUTS,2010,CN_X_HK,5,2882903.0
2012,NUTS,2010,CN_X_HK,5,3246840.0
2013,NUTS,2010,CN_X_HK,5,3532817.0
2014,NUTS,2010,CN_X_HK,5,3710580.0
2015,NUTS,2010,CN_X_HK,5,3758848.0
2016,NUTS,2010,CN_X_HK,5,3878057.0
2017,NUTS,2010,CN_X_HK,5,4033597.0
2018,NUTS,2010,CN_X_HK,5,4381444.0
2019,NUTS,2010,CN_X_HK,5,4800768.0
1991,NUTS,2010,CY,0,341.0
1992,NUTS,2010,CY,0,366.0
1998,NUTS,2010,CY,0,564.0
1999,NUTS,2010,CY,0,681.0
2000,NUTS,2010,CY,0,680.0
2001,NUTS,2010,CY,0,690.0
2002,NUTS,2010,CY,0,822.0
2003,NUTS,2010,CY,0,922.0
2004,NUTS,2010,CY,0,1017.0
2005,NUTS,2010,CY,0,1157.0
2006,NUTS,2010,CY,0,1226.0
2007,NUTS,2010,CY,0,1244.0
2008,NUTS,2010,CY,0,1201.0
2009,NUTS,2010,CY,0,1266.0
2010,NUTS,2010,CY,0,1302.0
2011,NUTS,2010,CY,0,1299.0
2012,NUTS,2010,CY,0,1245.0
2013,NUTS,2010,CY,0,1247.0
2014,NUTS,2010,CY,0,1284.0
2015,NUTS,2010,CY,0,1246.0
2016,NUTS,2010,CY,0,1356.0
2017,NUTS,2010,CY,0,1535.0
2018,NUTS,2010,CY,0,1826.0
2019,NUTS,2010,CY,0,2121.0
2020,NUTS,2010,CY,0,2205.0
1995,NUTS,2010,CZ,0,22678.0
1996,NUTS,2010,CZ,0,23501.0
1997,NUTS,2010,CZ,0,23230.0
1998,NUTS,2010,CZ,0,22740.0
1999,NUTS,2010,CZ,0,24106.0
2000,NUTS,2010,CZ,0,24198.0
2001,NUTS,2010,CZ,0,26107.0
2002,NUTS,2010,CZ,0,26032.0
2003,NUTS,2010,CZ,0,27957.0
2004,NUTS,2010,CZ,0,28765.0
2005,NUTS,2010,CZ,0,43370.0
2006,NUTS,2010,CZ,0,47729.0
2007,NUTS,2010,CZ,0,49192.0
2008,NUTS,2010,CZ,0,50808.0
2009,NUTS,2010,CZ,0,50961.0
2010,NUTS,2010,CZ,0,52290.0
2011,NUTS,2010,CZ,0,55697.0
2012,NUTS,2010,CZ,0,60329.0
2013,NUTS,2010,CZ,0,61976.0
2014,NUTS,2010,CZ,0,64443.0
2015,NUTS,2010,CZ,0,66433.0
2016,NUTS,2010,CZ,0,65783.0
2017,NUTS,2010,CZ,0,69736.0
2018,NUTS,2010,CZ,0,74969.0
2019,NUTS,2010,CZ,0,79245.0
2020,NUTS,2010,CZ,0,80958.0
1995,NUTS,2010,CZ0,1,22678.0
1996,NUTS,2010,CZ0,1,23501.0
1997,NUTS,2010,CZ0,1,23230.0
1998,NUTS,2010,CZ0,1,22740.0
1999,NUTS,2010,CZ0,1,24106.0
2000,NUTS,2010,CZ0,1,24198.0
2001,NUTS,2010,CZ0,1,26107.0
2002,NUTS,2010,CZ0,1,26032.0
2003,NUTS,2010,CZ0,1,27957.0
2004,NUTS,2010,CZ0,1,28765.0
2005,NUTS,2010,CZ0,1,43370.0
2006,NUTS,2010,CZ0,1,47729.0
2007,NUTS,2010,CZ0,1,49192.0
2008,NUTS,2010,CZ0,1,50808.0
2009,NUTS,2010,CZ0,1,50961.0
2010,NUTS,2010,CZ0,1,52290.0
2011,NUTS,2010,CZ0,1,55697.0
2012,NUTS,2010,CZ0,1,60329.0
2013,NUTS,2010,CZ0,1,61976.0
2014,NUTS,2010,CZ0,1,64443.0
2015,NUTS,2010,CZ0,1,66433.0
2016,NUTS,2010,CZ0,1,65783.0
2017,NUTS,2010,CZ0,1,69736.0
2018,NUTS,2010,CZ0,1,74969.0
2019,NUTS,2010,CZ0,1,79245.0
2020,NUTS,2010,CZ0,1,80958.0
2001,NUTS,2010,CZ01,2,10805.0
2002,NUTS,2010,CZ01,2,10945.0
2003,NUTS,2010,CZ01,2,11831.0
2004,NUTS,2010,CZ01,2,11832.0
2005,NUTS,2010,CZ01,2,17697.0
2006,NUTS,2010,CZ01,2,19508.0
2007,NUTS,2010,CZ01,2,20719.0
2008,NUTS,2010,CZ01,2,20294.0
2009,NUTS,2010,CZ01,2,19672.0
2010,NUTS,2010,CZ01,2,19980.0
2011,NUTS,2010,CZ01,2,20994.0
2012,NUTS,2010,CZ01,2,21810.0
2013,NUTS,2010,CZ01,2,23243.0
2014,NUTS,2010,CZ01,2,23203.0
2015,NUTS,2010,CZ01,2,23445.0
2016,NUTS,2010,CZ01,2,22046.0
2017,NUTS,2010,CZ01,2,24389.0
2018,NUTS,2010,CZ01,2,26745.0
2019,NUTS,2010,CZ01,2,28416.0
2020,NUTS,2010,CZ01,2,29086.0
2001,NUTS,2010,CZ02,2,2857.0
2002,NUTS,2010,CZ02,2,3173.0
2003,NUTS,2010,CZ02,2,3637.0
2004,NUTS,2010,CZ02,2,3498.0
2005,NUTS,2010,CZ02,2,4632.0
2006,NUTS,2010,CZ02,2,4980.0
2007,NUTS,2010,CZ02,2,4990.0
2008,NUTS,2010,CZ02,2,5165.0
2009,NUTS,2010,CZ02,2,5397.0
2010,NUTS,2010,CZ02,2,5351.0
2011,NUTS,2010,CZ02,2,5557.0
2012,NUTS,2010,CZ02,2,5549.0
2013,NUTS,2010,CZ02,2,5698.0
2014,NUTS,2010,CZ02,2,5698.0
2015,NUTS,2010,CZ02,2,6213.0
2016,NUTS,2010,CZ02,2,6881.0
2017,NUTS,2010,CZ02,2,7219.0
2018,NUTS,2010,CZ02,2,7880.0
2019,NUTS,2010,CZ02,2,8183.0
2020,NUTS,2010,CZ02,2,8398.0
2001,NUTS,2010,CZ03,2,1892.0
2002,NUTS,2010,CZ03,2,1889.0
2003,NUTS,2010,CZ03,2,1797.0
2004,NUTS,2010,CZ03,2,1887.0
2005,NUTS,2010,CZ03,2,3062.0
2006,NUTS,2010,CZ03,2,3614.0
2007,NUTS,2010,CZ03,2,3744.0
2008,NUTS,2010,CZ03,2,3687.0
2009,NUTS,2010,CZ03,2,3985.0
2010,NUTS,2010,CZ03,2,4049.0
2011,NUTS,2010,CZ03,2,4327.0
2012,NUTS,2010,CZ03,2,4819.0
2013,NUTS,2010,CZ03,2,4829.0
2014,NUTS,2010,CZ03,2,5388.0
2015,NUTS,2010,CZ03,2,5230.0
2016,NUTS,2010,CZ03,2,5165.0
2017,NUTS,2010,CZ03,2,5395.0
2018,NUTS,2010,CZ03,2,5714.0
2019,NUTS,2010,CZ03,2,6410.0
2020,NUTS,2010,CZ03,2,6380.0
2001,NUTS,2010,CZ04,2,637.0
2002,NUTS,2010,CZ04,2,478.0
2003,NUTS,2010,CZ04,2,491.0
2004,NUTS,2010,CZ04,2,553.0
2005,NUTS,2010,CZ04,2,767.0
2006,NUTS,2010,CZ04,2,881.0
2007,NUTS,2010,CZ04,2,897.0
2008,NUTS,2010,CZ04,2,868.0
2009,NUTS,2010,CZ04,2,862.0
2010,NUTS,2010,CZ04,2,895.0
2011,NUTS,2010,CZ04,2,1021.0
2012,NUTS,2010,CZ04,2,1157.0
2013,NUTS,2010,CZ04,2,1190.0
2014,NUTS,2010,CZ04,2,1278.0
2015,NUTS,2010,CZ04,2,1277.0
2016,NUTS,2010,CZ04,2,1167.0
2017,NUTS,2010,CZ04,2,1350.0
2018,NUTS,2010,CZ04,2,1429.0
2019,NUTS,2010,CZ04,2,1425.0
2020,NUTS,2010,CZ04,2,1334.0
2001,NUTS,2010,CZ05,2,2487.0
2002,NUTS,2010,CZ05,2,2557.0
2003,NUTS,2010,CZ05,2,2568.0
2004,NUTS,2010,CZ05,2,3018.0
2005,NUTS,2010,CZ05,2,4359.0
2006,NUTS,2010,CZ05,2,5142.0
2007,NUTS,2010,CZ05,2,5111.0
2008,NUTS,2010,CZ05,2,5163.0
2009,NUTS,2010,CZ05,2,5062.0
2010,NUTS,2010,CZ05,2,5280.0
2011,NUTS,2010,CZ05,2,6043.0
2012,NUTS,2010,CZ05,2,6294.0
2013,NUTS,2010,CZ05,2,6585.0
2014,NUTS,2010,CZ05,2,6493.0
2015,NUTS,2010,CZ05,2,6451.0
2016,NUTS,2010,CZ05,2,6476.0
2017,NUTS,2010,CZ05,2,6936.0
2018,NUTS,2010,CZ05,2,7315.0
2019,NUTS,2010,CZ05,2,7457.0
2020,NUTS,2010,CZ05,2,7177.0
2001,NUTS,2010,CZ06,2,4073.0
2002,NUTS,2010,CZ06,2,3669.0
2003,NUTS,2010,CZ06,2,4090.0
2004,NUTS,2010,CZ06,2,4289.0
2005,NUTS,2010,CZ06,2,6748.0
2006,NUTS,2010,CZ06,2,7164.0
2007,NUTS,2010,CZ06,2,7321.0
2008,NUTS,2010,CZ06,2,8844.0
2009,NUTS,2010,CZ06,2,9031.0
2010,NUTS,2010,CZ06,2,9427.0
2011,NUTS,2010,CZ06,2,9597.0
2012,NUTS,2010,CZ06,2,11392.0
2013,NUTS,2010,CZ06,2,11782.0
2014,NUTS,2010,CZ06,2,13037.0
2015,NUTS,2010,CZ06,2,14046.0
2016,NUTS,2010,CZ06,2,14056.0
2017,NUTS,2010,CZ06,2,14057.0
2018,NUTS,2010,CZ06,2,14899.0
2019,NUTS,2010,CZ06,2,16130.0
2020,NUTS,2010,CZ06,2,17396.0
2001,NUTS,2010,CZ07,2,1710.0
2002,NUTS,2010,CZ07,2,1833.0
2003,NUTS,2010,CZ07,2,1859.0
2004,NUTS,2010,CZ07,2,1975.0
2005,NUTS,2010,CZ07,2,3735.0
2006,NUTS,2010,CZ07,2,3889.0
2007,NUTS,2010,CZ07,2,3667.0
2008,NUTS,2010,CZ07,2,3860.0
2009,NUTS,2010,CZ07,2,3751.0
2010,NUTS,2010,CZ07,2,3895.0
2011,NUTS,2010,CZ07,2,4232.0
2012,NUTS,2010,CZ07,2,4554.0
2013,NUTS,2010,CZ07,2,4941.0
2014,NUTS,2010,CZ07,2,5085.0
2015,NUTS,2010,CZ07,2,5505.0
2016,NUTS,2010,CZ07,2,5739.0
2017,NUTS,2010,CZ07,2,5795.0
2018,NUTS,2010,CZ07,2,6020.0
2019,NUTS,2010,CZ07,2,6438.0
2020,NUTS,2010,CZ07,2,6297.0
2001,NUTS,2010,CZ08,2,1646.0
2002,NUTS,2010,CZ08,2,1488.0
2003,NUTS,2010,CZ08,2,1684.0
2004,NUTS,2010,CZ08,2,1714.0
2005,NUTS,2010,CZ08,2,2372.0
2006,NUTS,2010,CZ08,2,2550.0
2007,NUTS,2010,CZ08,2,2743.0
2008,NUTS,2010,CZ08,2,2927.0
2009,NUTS,2010,CZ08,2,3202.0
2010,NUTS,2010,CZ08,2,3412.0
2011,NUTS,2010,CZ08,2,3925.0
2012,NUTS,2010,CZ08,2,4754.0
2013,NUTS,2010,CZ08,2,3708.0
2014,NUTS,2010,CZ08,2,4261.0
2015,NUTS,2010,CZ08,2,4267.0
2016,NUTS,2010,CZ08,2,4254.0
2017,NUTS,2010,CZ08,2,4594.0
2018,NUTS,2010,CZ08,2,4968.0
2019,NUTS,2010,CZ08,2,4786.0
2020,NUTS,2010,CZ08,2,4890.0
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1981,NUTS,2010,DE,0,352079.0
1983,NUTS,2010,DE,0,361888.0
1985,NUTS,2010,DE,0,390911.0
1987,NUTS,2010,DE,0,419205.0
1988,NUTS,2010,DE,0,422500.0
1989,NUTS,2010,DE,0,426447.0
1990,NUTS,2010,DE,0,431100.0
1991,NUTS,2010,DE,0,516331.0
1992,NUTS,2010,DE,0,487695.0
1993,NUTS,2010,DE,0,475157.0
1995,NUTS,2010,DE,0,459138.0
1996,NUTS,2010,DE,0,453679.0
1997,NUTS,2010,DE,0,460411.0
1998,NUTS,2010,DE,0,461539.0
1999,NUTS,2010,DE,0,479599.0
2000,NUTS,2010,DE,0,484734.0
2001,NUTS,2010,DE,0,480606.0
2002,NUTS,2010,DE,0,480004.0
2003,NUTS,2010,DE,0,472533.0
2004,NUTS,2010,DE,0,470729.0
2005,NUTS,2010,DE,0,475278.0
2006,NUTS,2010,DE,0,487935.0
2007,NUTS,2010,DE,0,506450.0
2008,NUTS,2010,DE,0,523505.0
2009,NUTS,2010,DE,0,534975.0
2010,NUTS,2010,DE,0,548723.0
2011,NUTS,2010,DE,0,575099.0
2012,NUTS,2010,DE,0,591261.0
2013,NUTS,2010,DE,0,588615.0
2014,NUTS,2010,DE,0,605252.0
2015,NUTS,2010,DE,0,640516.0
2016,NUTS,2010,DE,0,657894.0
2017,NUTS,2010,DE,0,686349.0
2018,NUTS,2010,DE,0,707704.0
2019,NUTS,2010,DE,0,735584.0
2020,NUTS,2010,DE,0,735239.0
1987,NUTS,2010,DE1,1,91460.0
1989,NUTS,2010,DE1,1,94365.0
1991,NUTS,2010,DE1,1,98615.0
1995,NUTS,2010,DE1,1,91844.0
1997,NUTS,2010,DE1,1,93345.0
1999,NUTS,2010,DE1,1,95710.0
2003,NUTS,2010,DE1,1,102995.0
2005,NUTS,2010,DE1,1,108122.0
2007,NUTS,2010,DE1,1,114771.0
2009,NUTS,2010,DE1,1,118917.0
2011,NUTS,2010,DE1,1,130011.0
2013,NUTS,2010,DE1,1,135716.0
2015,NUTS,2010,DE1,1,148883.0
2017,NUTS,2010,DE1,1,169023.0
2019,NUTS,2010,DE1,1,179780.0
1995,NUTS,2010,DE11,2,42544.0
1997,NUTS,2010,DE11,2,43369.0
1999,NUTS,2010,DE11,2,44469.0
2003,NUTS,2010,DE11,2,47156.0
2005,NUTS,2010,DE11,2,51517.0
2007,NUTS,2010,DE11,2,54716.0
2009,NUTS,2010,DE11,2,54760.0
2011,NUTS,2010,DE11,2,60310.0
2013,NUTS,2010,DE11,2,64728.0
2015,NUTS,2010,DE11,2,72979.0
2017,NUTS,2010,DE11,2,86290.0
2019,NUTS,2010,DE11,2,90184.0
1995,NUTS,2010,DE12,2,24014.0
1997,NUTS,2010,DE12,2,24940.0
1999,NUTS,2010,DE12,2,24744.0
2003,NUTS,2010,DE12,2,28222.0
2005,NUTS,2010,DE12,2,28473.0
2007,NUTS,2010,DE12,2,29354.0
2009,NUTS,2010,DE12,2,31197.0
2011,NUTS,2010,DE12,2,33314.0
2013,NUTS,2010,DE12,2,33770.0
2015,NUTS,2010,DE12,2,36973.0
2017,NUTS,2010,DE12,2,41709.0
2019,NUTS,2010,DE12,2,44132.0
1995,NUTS,2010,DE13,2,9781.0
1997,NUTS,2010,DE13,2,9510.0
1999,NUTS,2010,DE13,2,9761.0
2003,NUTS,2010,DE13,2,11300.0
2005,NUTS,2010,DE13,2,11708.0
2007,NUTS,2010,DE13,2,13437.0
2009,NUTS,2010,DE13,2,13900.0
2011,NUTS,2010,DE13,2,15404.0
2013,NUTS,2010,DE13,2,15509.0
2015,NUTS,2010,DE13,2,16424.0
2017,NUTS,2010,DE13,2,17830.0
2019,NUTS,2010,DE13,2,19551.0
1995,NUTS,2010,DE14,2,15505.0
1997,NUTS,2010,DE14,2,15526.0
1999,NUTS,2010,DE14,2,16735.0
2003,NUTS,2010,DE14,2,16318.0
2005,NUTS,2010,DE14,2,16426.0
2007,NUTS,2010,DE14,2,17264.0
2009,NUTS,2010,DE14,2,19062.0
2011,NUTS,2010,DE14,2,20982.0
2013,NUTS,2010,DE14,2,21709.0
2015,NUTS,2010,DE14,2,22506.0
2017,NUTS,2010,DE14,2,23194.0
2019,NUTS,2010,DE14,2,25913.0
1987,NUTS,2010,DE2,1,93212.0
1989,NUTS,2010,DE2,1,94927.0
1991,NUTS,2010,DE2,1,94904.0
1995,NUTS,2010,DE2,1,87000.0
1997,NUTS,2010,DE2,1,86806.0
1999,NUTS,2010,DE2,1,93964.0
2003,NUTS,2010,DE2,1,95263.0
2005,NUTS,2010,DE2,1,97697.0
2007,NUTS,2010,DE2,1,96829.0
2009,NUTS,2010,DE2,1,104366.0
2011,NUTS,2010,DE2,1,108221.0
2013,NUTS,2010,DE2,1,111596.0
2015,NUTS,2010,DE2,1,123493.0
2017,NUTS,2010,DE2,1,128226.0
2019,NUTS,2010,DE2,1,144705.0
1995,NUTS,2010,DE21,2,57651.0
1997,NUTS,2010,DE21,2,56642.0
1999,NUTS,2010,DE21,2,59855.0
2003,NUTS,2010,DE21,2,58910.0
2005,NUTS,2010,DE21,2,62501.0
2007,NUTS,2010,DE21,2,60291.0
2009,NUTS,2010,DE21,2,63679.0
2011,NUTS,2010,DE21,2,64933.0
2013,NUTS,2010,DE21,2,66974.0
2015,NUTS,2010,DE21,2,73967.0
2017,NUTS,2010,DE21,2,73761.0
2019,NUTS,2010,DE21,2,82414.0
2015,NUTS,2010,DE22,2,3827.0
2017,NUTS,2010,DE22,2,4282.0
2019,NUTS,2010,DE22,2,5406.0
2015,NUTS,2010,DE23,2,6061.0
2017,NUTS,2010,DE23,2,7363.0
2019,NUTS,2010,DE23,2,8615.0
1995,NUTS,2010,DE24,2,3150.0
1997,NUTS,2010,DE24,2,2936.0
1999,NUTS,2010,DE24,2,3248.0
2003,NUTS,2010,DE24,2,3513.0
2005,NUTS,2010,DE24,2,3131.0
2007,NUTS,2010,DE24,2,3724.0
2009,NUTS,2010,DE24,2,4048.0
2011,NUTS,2010,DE24,2,4580.0
2013,NUTS,2010,DE24,2,4720.0
2015,NUTS,2010,DE24,2,5043.0
2017,NUTS,2010,DE24,2,5695.0
2019,NUTS,2010,DE24,2,7858.0
1995,NUTS,2010,DE25,2,11758.0
1997,NUTS,2010,DE25,2,12605.0
1999,NUTS,2010,DE25,2,14002.0
2003,NUTS,2010,DE25,2,13224.0
2005,NUTS,2010,DE25,2,12499.0
2007,NUTS,2010,DE25,2,12068.0
2009,NUTS,2010,DE25,2,14462.0
2011,NUTS,2010,DE25,2,15464.0
2013,NUTS,2010,DE25,2,15864.0
2015,NUTS,2010,DE25,2,16501.0
2017,NUTS,2010,DE25,2,16378.0
2019,NUTS,2010,DE25,2,18701.0
1995,NUTS,2010,DE26,2,5364.0
1997,NUTS,2010,DE26,2,5680.0
1999,NUTS,2010,DE26,2,5824.0
2003,NUTS,2010,DE26,2,6726.0
2005,NUTS,2010,DE26,2,6881.0
2007,NUTS,2010,DE26,2,7214.0
2009,NUTS,2010,DE26,2,7437.0
2011,NUTS,2010,DE26,2,8347.0
2013,NUTS,2010,DE26,2,8757.0
2015,NUTS,2010,DE26,2,8808.0
2017,NUTS,2010,DE26,2,11287.0
2019,NUTS,2010,DE26,2,11787.0
1995,NUTS,2010,DE27,2,4746.0
1997,NUTS,2010,DE27,2,4680.0
2003,NUTS,2010,DE27,2,4709.0
2005,NUTS,2010,DE27,2,4955.0
2007,NUTS,2010,DE27,2,5648.0
2009,NUTS,2010,DE27,2,5289.0
2011,NUTS,2010,DE27,2,6208.0
2013,NUTS,2010,DE27,2,6879.0
2015,NUTS,2010,DE27,2,9286.0
2017,NUTS,2010,DE27,2,9462.0
2019,NUTS,2010,DE27,2,9924.0
1987,NUTS,2010,DE3,1,18958.0
1989,NUTS,2010,DE3,1,20674.0
1991,NUTS,2010,DE3,1,11925.0
1995,NUTS,2010,DE3,1,29260.0
1997,NUTS,2010,DE3,1,29266.0
1999,NUTS,2010,DE3,1,28454.0
2003,NUTS,2010,DE3,1,27531.0
2005,NUTS,2010,DE3,1,26116.0
2007,NUTS,2010,DE3,1,25733.0
2009,NUTS,2010,DE3,1,28402.0
2011,NUTS,2010,DE3,1,30179.0
2013,NUTS,2010,DE3,1,30723.0
2015,NUTS,2010,DE3,1,33273.0
2017,NUTS,2010,DE3,1,33881.0
2019,NUTS,2010,DE3,1,35933.0
1987,NUTS,2010,DE30,2,18958.0
1989,NUTS,2010,DE30,2,20674.0
1991,NUTS,2010,DE30,2,11925.0
1995,NUTS,2010,DE30,2,29260.0
1997,NUTS,2010,DE30,2,29266.0
1999,NUTS,2010,DE30,2,28454.0
2003,NUTS,2010,DE30,2,27531.0
2005,NUTS,2010,DE30,2,26116.0
2007,NUTS,2010,DE30,2,25733.0
2009,NUTS,2010,DE30,2,28402.0
2011,NUTS,2010,DE30,2,30179.0
2013,NUTS,2010,DE30,2,30723.0
2015,NUTS,2010,DE30,2,33273.0
2017,NUTS,2010,DE30,2,33881.0
2019,NUTS,2010,DE30,2,35933.0
1991,NUTS,2010,DE4,1,3411.0
1995,NUTS,2010,DE4,1,6978.0
1997,NUTS,2010,DE4,1,6795.0
1999,NUTS,2010,DE4,1,6864.0
2003,NUTS,2010,DE4,1,5988.0
2005,NUTS,2010,DE4,1,6100.0
2007,NUTS,2010,DE4,1,6627.0
2009,NUTS,2010,DE4,1,7271.0
2011,NUTS,2010,DE4,1,8926.0
2013,NUTS,2010,DE4,1,9097.0
2015,NUTS,2010,DE4,1,9595.0
2017,NUTS,2010,DE4,1,10818.0
2019,NUTS,2010,DE4,1,11444.0
1991,NUTS,2010,DE40,2,3411.0
1995,NUTS,2010,DE40,2,6978.0
1997,NUTS,2010,DE40,2,6795.0
1999,NUTS,2010,DE40,2,6864.0
2003,NUTS,2010,DE40,2,5987.0
2005,NUTS,2010,DE40,2,6101.0
2007,NUTS,2010,DE40,2,6627.0
2009,NUTS,2010,DE40,2,7271.0
2011,NUTS,2010,DE40,2,8926.0
2013,NUTS,2010,DE40,2,9097.0
2015,NUTS,2010,DE40,2,9595.0
2017,NUTS,2010,DE40,2,10818.0
2019,NUTS,2010,DE40,2,11444.0
1987,NUTS,2010,DE5,1,3980.0
1989,NUTS,2010,DE5,1,4778.0
1991,NUTS,2010,DE5,1,4815.0
1995,NUTS,2010,DE5,1,5233.0
1997,NUTS,2010,DE5,1,4570.0
1999,NUTS,2010,DE5,1,4667.0
2003,NUTS,2010,DE5,1,5468.0
2005,NUTS,2010,DE5,1,4714.0
2007,NUTS,2010,DE5,1,5041.0
2009,NUTS,2010,DE5,1,5213.0
2011,NUTS,2010,DE5,1,5832.0
2013,NUTS,2010,DE5,1,6177.0
2015,NUTS,2010,DE5,1,6822.0
2017,NUTS,2010,DE5,1,6987.0
2019,NUTS,2010,DE5,1,7660.0
1987,NUTS,2010,DE50,2,3980.0
1989,NUTS,2010,DE50,2,4778.0
1991,NUTS,2010,DE50,2,4815.0
1995,NUTS,2010,DE50,2,5233.0
1997,NUTS,2010,DE50,2,4570.0
1999,NUTS,2010,DE50,2,4667.0
2003,NUTS,2010,DE50,2,5468.0
2005,NUTS,2010,DE50,2,4714.0
2007,NUTS,2010,DE50,2,5041.0
2009,NUTS,2010,DE50,2,5213.0
2011,NUTS,2010,DE50,2,5832.0
2013,NUTS,2010,DE50,2,6177.0
2015,NUTS,2010,DE50,2,6822.0
2017,NUTS,2010,DE50,2,6987.0
2019,NUTS,2010,DE50,2,7660.0
1987,NUTS,2010,DE6,1,15945.0
1989,NUTS,2010,DE6,1,12256.0
1991,NUTS,2010,DE6,1,12234.0
1995,NUTS,2010,DE6,1,13137.0
1997,NUTS,2010,DE6,1,13037.0
1999,NUTS,2010,DE6,1,11612.0
2003,NUTS,2010,DE6,1,11113.0
2005,NUTS,2010,DE6,1,10958.0
2007,NUTS,2010,DE6,1,12042.0
2009,NUTS,2010,DE6,1,12874.0
2011,NUTS,2010,DE6,1,13541.0
2013,NUTS,2010,DE6,1,14427.0
2015,NUTS,2010,DE6,1,15695.0
2017,NUTS,2010,DE6,1,17737.0
2019,NUTS,2010,DE6,1,18417.0
1987,NUTS,2010,DE60,2,15945.0
1989,NUTS,2010,DE60,2,12256.0
1991,NUTS,2010,DE60,2,12234.0
1995,NUTS,2010,DE60,2,13137.0
1997,NUTS,2010,DE60,2,13037.0
1999,NUTS,2010,DE60,2,11612.0
2003,NUTS,2010,DE60,2,11113.0
2005,NUTS,2010,DE60,2,10958.0
2007,NUTS,2010,DE60,2,12042.0
2009,NUTS,2010,DE60,2,12874.0
2011,NUTS,2010,DE60,2,13541.0
2013,NUTS,2010,DE60,2,14427.0
2015,NUTS,2010,DE60,2,15695.0
2017,NUTS,2010,DE60,2,17737.0
2019,NUTS,2010,DE60,2,18417.0
1987,NUTS,2010,DE7,1,44342.0
1989,NUTS,2010,DE7,1,44564.0
1991,NUTS,2010,DE7,1,45266.0
1995,NUTS,2010,DE7,1,39658.0
1997,NUTS,2010,DE7,1,38388.0
1999,NUTS,2010,DE7,1,45943.0
2003,NUTS,2010,DE7,1,39016.0
2005,NUTS,2010,DE7,1,38804.0
2007,NUTS,2010,DE7,1,44188.0
2009,NUTS,2010,DE7,1,45927.0
2011,NUTS,2010,DE7,1,47536.0
2013,NUTS,2010,DE7,1,45984.0
2015,NUTS,2010,DE7,1,51078.0
2017,NUTS,2010,DE7,1,54306.0
2019,NUTS,2010,DE7,1,56491.0
1995,NUTS,2010,DE71,2,31867.0
1997,NUTS,2010,DE71,2,30660.0
1999,NUTS,2010,DE71,2,38703.0
2003,NUTS,2010,DE71,2,31492.0
2005,NUTS,2010,DE71,2,30795.0
2007,NUTS,2010,DE71,2,35085.0
2009,NUTS,2010,DE71,2,35186.0
2011,NUTS,2010,DE71,2,36387.0
2013,NUTS,2010,DE71,2,33783.0
2015,NUTS,2010,DE71,2,39515.0
2017,NUTS,2010,DE71,2,41420.0
2019,NUTS,2010,DE71,2,43660.0
1995,NUTS,2010,DE72,2,5599.0
1997,NUTS,2010,DE72,2,5405.0
1999,NUTS,2010,DE72,2,5019.0
2003,NUTS,2010,DE72,2,4762.0
2005,NUTS,2010,DE72,2,4872.0
2007,NUTS,2010,DE72,2,5373.0
2009,NUTS,2010,DE72,2,5246.0
2011,NUTS,2010,DE72,2,5586.0
2013,NUTS,2010,DE72,2,6077.0
2015,NUTS,2010,DE72,2,6199.0
2017,NUTS,2010,DE72,2,6749.0
2019,NUTS,2010,DE72,2,6896.0
1995,NUTS,2010,DE73,2,2192.0
1997,NUTS,2010,DE73,2,2323.0
1999,NUTS,2010,DE73,2,2221.0
2003,NUTS,2010,DE73,2,2762.0
2005,NUTS,2010,DE73,2,3136.0
2007,NUTS,2010,DE73,2,3730.0
2009,NUTS,2010,DE73,2,5494.0
2011,NUTS,2010,DE73,2,5561.0
2013,NUTS,2010,DE73,2,6125.0
2015,NUTS,2010,DE73,2,5364.0
2017,NUTS,2010,DE73,2,6138.0
2019,NUTS,2010,DE73,2,5936.0
1991,NUTS,2010,DE8,1,1518.0
1995,NUTS,2010,DE8,1,3937.0
1997,NUTS,2010,DE8,1,3691.0
1999,NUTS,2010,DE8,1,3540.0
2003,NUTS,2010,DE8,1,4214.0
2005,NUTS,2010,DE8,1,4226.0
2007,NUTS,2010,DE8,1,4633.0
2009,NUTS,2010,DE8,1,5192.0
2011,NUTS,2010,DE8,1,6179.0
2013,NUTS,2010,DE8,1,5714.0
