year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_lsr
2011,NUTS,2010,DE40,2,2.13
2012,NUTS,2010,DE40,2,3.0
2012,NUTS,2010,DE402,3,0.25
2012,NUTS,2010,DE403,3,1.0
2001,NUTS,2010,DE404,3,0.5
2002,NUTS,2010,DE404,3,0.2
2004,NUTS,2010,DE404,3,1.0
2008,NUTS,2010,DE404,3,1.0
2012,NUTS,2010,DE404,3,0.25
2005,NUTS,2010,DE405,3,0.2
1995,NUTS,2010,DE406,3,0.5
2011,NUTS,2010,DE406,3,0.13
2012,NUTS,2010,DE406,3,0.5
1997,NUTS,2010,DE408,3,0.83
2000,NUTS,2010,DE408,3,0.5
2002,NUTS,2010,DE408,3,0.5
2003,NUTS,2010,DE408,3,1.0
2008,NUTS,2010,DE408,3,0.25
2009,NUTS,2010,DE409,3,1.0
1999,NUTS,2010,DE40A,3,0.64
2001,NUTS,2010,DE40A,3,1.0
2003,NUTS,2010,DE40A,3,0.5
2008,NUTS,2010,DE40A,3,1.0
2009,NUTS,2010,DE40A,3,0.33
2011,NUTS,2010,DE40A,3,1.0
1999,NUTS,2010,DE40C,3,0.14
2008,NUTS,2010,DE40C,3,0.33
2009,NUTS,2010,DE40C,3,0.33
2006,NUTS,2010,DE40E,3,1.33
2007,NUTS,2010,DE40E,3,0.5
2008,NUTS,2010,DE40E,3,0.33
2010,NUTS,2010,DE40E,3,0.33
2011,NUTS,2010,DE40E,3,1.0
2012,NUTS,2010,DE40E,3,0.5
2005,NUTS,2010,DE40H,3,0.2
2008,NUTS,2010,DE40H,3,0.33
2012,NUTS,2010,DE40H,3,0.5
1996,NUTS,2010,DE5,1,1.0
2000,NUTS,2010,DE5,1,1.17
2001,NUTS,2010,DE5,1,1.0
2002,NUTS,2010,DE5,1,0.25
2009,NUTS,2010,DE5,1,1.0
1996,NUTS,2010,DE50,2,1.0
2000,NUTS,2010,DE50,2,1.17
2001,NUTS,2010,DE50,2,1.0
2002,NUTS,2010,DE50,2,0.25
2009,NUTS,2010,DE50,2,1.0
1996,NUTS,2010,DE501,3,1.0
2000,NUTS,2010,DE501,3,1.17
2001,NUTS,2010,DE501,3,1.0
2002,NUTS,2010,DE501,3,0.25
2009,NUTS,2010,DE501,3,1.0
1986,NUTS,2010,DE6,1,0.5
1988,NUTS,2010,DE6,1,1.0
1990,NUTS,2010,DE6,1,0.5
1991,NUTS,2010,DE6,1,0.95
1992,NUTS,2010,DE6,1,0.5
1993,NUTS,2010,DE6,1,1.0
1994,NUTS,2010,DE6,1,0.5
1996,NUTS,2010,DE6,1,0.67
1997,NUTS,2010,DE6,1,0.33
1999,NUTS,2010,DE6,1,0.5
2000,NUTS,2010,DE6,1,0.8
2002,NUTS,2010,DE6,1,0.67
2003,NUTS,2010,DE6,1,1.75
2004,NUTS,2010,DE6,1,1.0
2009,NUTS,2010,DE6,1,1.25
2010,NUTS,2010,DE6,1,0.67
2011,NUTS,2010,DE6,1,1.75
1986,NUTS,2010,DE60,2,0.5
1988,NUTS,2010,DE60,2,1.0
1990,NUTS,2010,DE60,2,0.5
1991,NUTS,2010,DE60,2,0.95
1992,NUTS,2010,DE60,2,0.5
1993,NUTS,2010,DE60,2,1.0
1994,NUTS,2010,DE60,2,0.5
1996,NUTS,2010,DE60,2,0.67
1997,NUTS,2010,DE60,2,0.33
1999,NUTS,2010,DE60,2,0.5
2000,NUTS,2010,DE60,2,0.8
2002,NUTS,2010,DE60,2,0.67
2003,NUTS,2010,DE60,2,1.75
2004,NUTS,2010,DE60,2,1.0
2009,NUTS,2010,DE60,2,1.25
2010,NUTS,2010,DE60,2,0.67
2011,NUTS,2010,DE60,2,1.75
1986,NUTS,2010,DE600,3,0.5
1988,NUTS,2010,DE600,3,1.0
1990,NUTS,2010,DE600,3,0.5
1991,NUTS,2010,DE600,3,0.95
1992,NUTS,2010,DE600,3,0.5
1993,NUTS,2010,DE600,3,1.0
1994,NUTS,2010,DE600,3,0.5
1996,NUTS,2010,DE600,3,0.67
1997,NUTS,2010,DE600,3,0.33
1999,NUTS,2010,DE600,3,0.5
2000,NUTS,2010,DE600,3,0.8
2002,NUTS,2010,DE600,3,0.67
2003,NUTS,2010,DE600,3,1.75
2004,NUTS,2010,DE600,3,1.0
2009,NUTS,2010,DE600,3,1.25
2010,NUTS,2010,DE600,3,0.67
2011,NUTS,2010,DE600,3,1.75
1977,NUTS,2010,DE7,1,1.0
1979,NUTS,2010,DE7,1,0.67
1981,NUTS,2010,DE7,1,2.0
1982,NUTS,2010,DE7,1,3.0
1983,NUTS,2010,DE7,1,4.75
1984,NUTS,2010,DE7,1,3.0
1985,NUTS,2010,DE7,1,1.28
1986,NUTS,2010,DE7,1,1.5
1987,NUTS,2010,DE7,1,1.0
1988,NUTS,2010,DE7,1,1.25
1989,NUTS,2010,DE7,1,2.0
1990,NUTS,2010,DE7,1,0.75
1992,NUTS,2010,DE7,1,1.0
1993,NUTS,2010,DE7,1,4.5
1994,NUTS,2010,DE7,1,4.14
1995,NUTS,2010,DE7,1,3.83
1996,NUTS,2010,DE7,1,7.87
1997,NUTS,2010,DE7,1,3.11
1998,NUTS,2010,DE7,1,4.23
1999,NUTS,2010,DE7,1,2.86
2000,NUTS,2010,DE7,1,1.67
2001,NUTS,2010,DE7,1,0.62
2002,NUTS,2010,DE7,1,1.0
2003,NUTS,2010,DE7,1,4.67
2004,NUTS,2010,DE7,1,2.2
2005,NUTS,2010,DE7,1,1.0
2006,NUTS,2010,DE7,1,1.0
2008,NUTS,2010,DE7,1,0.43
2009,NUTS,2010,DE7,1,1.35
1977,NUTS,2010,DE71,2,1.0
1979,NUTS,2010,DE71,2,0.67
1981,NUTS,2010,DE71,2,2.0
1982,NUTS,2010,DE71,2,3.0
1983,NUTS,2010,DE71,2,4.75
1984,NUTS,2010,DE71,2,3.0
1985,NUTS,2010,DE71,2,1.28
1986,NUTS,2010,DE71,2,1.5
1987,NUTS,2010,DE71,2,1.0
1988,NUTS,2010,DE71,2,1.25
1989,NUTS,2010,DE71,2,2.0
1990,NUTS,2010,DE71,2,0.75
1992,NUTS,2010,DE71,2,1.0
1993,NUTS,2010,DE71,2,4.0
1994,NUTS,2010,DE71,2,3.14
1995,NUTS,2010,DE71,2,3.33
1996,NUTS,2010,DE71,2,6.87
1997,NUTS,2010,DE71,2,2.61
1998,NUTS,2010,DE71,2,3.03
1999,NUTS,2010,DE71,2,2.61
2000,NUTS,2010,DE71,2,1.67
2001,NUTS,2010,DE71,2,0.62
2002,NUTS,2010,DE71,2,1.0
2003,NUTS,2010,DE71,2,1.67
2004,NUTS,2010,DE71,2,0.2
2006,NUTS,2010,DE71,2,0.75
2009,NUTS,2010,DE71,2,1.35
1983,NUTS,2010,DE711,3,1.95
1984,NUTS,2010,DE711,3,2.0
1992,NUTS,2010,DE711,3,1.0
1993,NUTS,2010,DE711,3,4.0
1994,NUTS,2010,DE711,3,2.33
1995,NUTS,2010,DE711,3,1.0
1996,NUTS,2010,DE711,3,0.33
1997,NUTS,2010,DE711,3,1.5
1998,NUTS,2010,DE711,3,0.67
1999,NUTS,2010,DE711,3,0.2
2000,NUTS,2010,DE711,3,0.83
1977,NUTS,2010,DE712,3,1.0
1985,NUTS,2010,DE712,3,0.5
1995,NUTS,2010,DE712,3,1.0
1998,NUTS,2010,DE712,3,1.0
1999,NUTS,2010,DE712,3,0.65
2001,NUTS,2010,DE712,3,0.42
1985,NUTS,2010,DE713,3,0.13
1988,NUTS,2010,DE713,3,0.33
2003,NUTS,2010,DE713,3,0.33
1995,NUTS,2010,DE714,3,0.33
1996,NUTS,2010,DE714,3,0.5
1997,NUTS,2010,DE714,3,0.11
1998,NUTS,2010,DE714,3,0.2
2002,NUTS,2010,DE714,3,1.0
2006,NUTS,2010,DE714,3,0.5
2009,NUTS,2010,DE714,3,0.1
1994,NUTS,2010,DE715,3,0.33
1996,NUTS,2010,DE715,3,1.0
2000,NUTS,2010,DE715,3,0.5
2001,NUTS,2010,DE715,3,0.2
2003,NUTS,2010,DE715,3,1.0
1983,NUTS,2010,DE716,3,0.5
1984,NUTS,2010,DE716,3,1.0
1985,NUTS,2010,DE716,3,0.4
1989,NUTS,2010,DE716,3,1.5
1994,NUTS,2010,DE716,3,0.48
1996,NUTS,2010,DE716,3,2.53
1997,NUTS,2010,DE716,3,1.0
1998,NUTS,2010,DE716,3,0.5
1999,NUTS,2010,DE716,3,0.4
2000,NUTS,2010,DE716,3,0.33
2004,NUTS,2010,DE716,3,0.2
1986,NUTS,2010,DE717,3,0.5
1995,NUTS,2010,DE717,3,0.5
1999,NUTS,2010,DE717,3,0.11
1999,NUTS,2010,DE718,3,0.25
1979,NUTS,2010,DE719,3,0.33
1983,NUTS,2010,DE719,3,1.85
1985,NUTS,2010,DE719,3,0.25
1988,NUTS,2010,DE719,3,0.67
1990,NUTS,2010,DE719,3,0.25
1996,NUTS,2010,DE719,3,1.0
1999,NUTS,2010,DE719,3,1.0
1981,NUTS,2010,DE71A,3,1.0
1982,NUTS,2010,DE71A,3,3.0
1983,NUTS,2010,DE71A,3,0.25
1986,NUTS,2010,DE71A,3,1.0
1996,NUTS,2010,DE71A,3,0.5
1998,NUTS,2010,DE71A,3,0.67
1981,NUTS,2010,DE71C,3,1.0
1983,NUTS,2010,DE71C,3,0.2
1989,NUTS,2010,DE71C,3,0.5
1990,NUTS,2010,DE71C,3,0.5
1995,NUTS,2010,DE71C,3,0.5
1996,NUTS,2010,DE71C,3,1.0
1987,NUTS,2010,DE71D,3,1.0
1988,NUTS,2010,DE71D,3,0.25
2003,NUTS,2010,DE71D,3,0.33
2006,NUTS,2010,DE71D,3,0.25
2009,NUTS,2010,DE71D,3,1.25
1979,NUTS,2010,DE71E,3,0.33
1996,NUTS,2010,DE72,2,1.0
1998,NUTS,2010,DE72,2,1.2
2003,NUTS,2010,DE72,2,3.0
2004,NUTS,2010,DE72,2,2.0
2005,NUTS,2010,DE72,2,1.0
2006,NUTS,2010,DE72,2,0.25
2008,NUTS,2010,DE72,2,0.43
2006,NUTS,2010,DE723,3,0.25
1996,NUTS,2010,DE724,3,1.0
1998,NUTS,2010,DE724,3,1.2
2003,NUTS,2010,DE724,3,3.0
2004,NUTS,2010,DE724,3,2.0
2005,NUTS,2010,DE724,3,1.0
2008,NUTS,2010,DE724,3,0.43
1993,NUTS,2010,DE73,2,0.5
1994,NUTS,2010,DE73,2,1.0
1995,NUTS,2010,DE73,2,0.5
1997,NUTS,2010,DE73,2,0.5
1999,NUTS,2010,DE73,2,0.25
1993,NUTS,2010,DE731,3,0.5
1997,NUTS,2010,DE731,3,0.5
1999,NUTS,2010,DE732,3,0.25
1994,NUTS,2010,DE734,3,1.0
1995,NUTS,2010,DE734,3,0.5
1982,NUTS,2010,DE9,1,0.5
1983,NUTS,2010,DE9,1,2.33
1984,NUTS,2010,DE9,1,2.0
1986,NUTS,2010,DE9,1,2.33
1987,NUTS,2010,DE9,1,1.0
1988,NUTS,2010,DE9,1,1.0
1989,NUTS,2010,DE9,1,1.0
1990,NUTS,2010,DE9,1,2.0
1991,NUTS,2010,DE9,1,1.0
1994,NUTS,2010,DE9,1,0.92
1995,NUTS,2010,DE9,1,1.0
1996,NUTS,2010,DE9,1,1.33
1997,NUTS,2010,DE9,1,2.33
1998,NUTS,2010,DE9,1,2.5
1999,NUTS,2010,DE9,1,1.86
2000,NUTS,2010,DE9,1,0.37
2001,NUTS,2010,DE9,1,2.75
2002,NUTS,2010,DE9,1,2.17
2003,NUTS,2010,DE9,1,2.92
2004,NUTS,2010,DE9,1,1.0
2005,NUTS,2010,DE9,1,1.43
2006,NUTS,2010,DE9,1,1.0
2007,NUTS,2010,DE9,1,0.85
2008,NUTS,2010,DE9,1,1.14
2009,NUTS,2010,DE9,1,1.0
2010,NUTS,2010,DE9,1,2.0
2011,NUTS,2010,DE9,1,1.0
2012,NUTS,2010,DE9,1,3.0
1982,NUTS,2010,DE91,2,0.5
1983,NUTS,2010,DE91,2,1.0
1984,NUTS,2010,DE91,2,1.0
1986,NUTS,2010,DE91,2,0.5
1987,NUTS,2010,DE91,2,1.0
1988,NUTS,2010,DE91,2,1.0
1989,NUTS,2010,DE91,2,1.0
1990,NUTS,2010,DE91,2,2.0
1991,NUTS,2010,DE91,2,1.0
1994,NUTS,2010,DE91,2,0.67
1996,NUTS,2010,DE91,2,1.0
1998,NUTS,2010,DE91,2,0.33
1999,NUTS,2010,DE91,2,1.75
2001,NUTS,2010,DE91,2,2.0
2002,NUTS,2010,DE91,2,1.0
2004,NUTS,2010,DE91,2,1.0
2005,NUTS,2010,DE91,2,1.1
2007,NUTS,2010,DE91,2,0.6
2008,NUTS,2010,DE91,2,1.14
2009,NUTS,2010,DE91,2,1.0
2010,NUTS,2010,DE91,2,1.0
2011,NUTS,2010,DE91,2,1.0
1982,NUTS,2010,DE911,3,0.5
1990,NUTS,2010,DE911,3,2.0
1991,NUTS,2010,DE911,3,1.0
1994,NUTS,2010,DE911,3,0.33
1996,NUTS,2010,DE911,3,1.0
2008,NUTS,2010,DE911,3,0.67
2010,NUTS,2010,DE911,3,0.5
1984,NUTS,2010,DE914,3,0.5
1994,NUTS,2010,DE914,3,0.33
2008,NUTS,2010,DE914,3,0.33
2010,NUTS,2010,DE914,3,0.5
1983,NUTS,2010,DE915,3,1.0
1986,NUTS,2010,DE915,3,0.5
1987,NUTS,2010,DE915,3,1.0
1989,NUTS,2010,DE915,3,1.0
1999,NUTS,2010,DE915,3,1.5
2001,NUTS,2010,DE915,3,1.0
2002,NUTS,2010,DE915,3,1.0
2004,NUTS,2010,DE915,3,1.0
2005,NUTS,2010,DE915,3,1.1
2007,NUTS,2010,DE915,3,0.6
2009,NUTS,2010,DE915,3,1.0
2011,NUTS,2010,DE915,3,1.0
1984,NUTS,2010,DE917,3,0.5
1998,NUTS,2010,DE918,3,0.33
1999,NUTS,2010,DE918,3,0.25
2001,NUTS,2010,DE91A,3,1.0
1988,NUTS,2010,DE91B,3,1.0
2008,NUTS,2010,DE91B,3,0.14
1984,NUTS,2010,DE92,2,1.0
1995,NUTS,2010,DE92,2,1.0
1997,NUTS,2010,DE92,2,2.33
1998,NUTS,2010,DE92,2,2.17
1999,NUTS,2010,DE92,2,0.11
2001,NUTS,2010,DE92,2,0.25
2002,NUTS,2010,DE92,2,1.17
2003,NUTS,2010,DE92,2,2.33
2006,NUTS,2010,DE92,2,0.83
2010,NUTS,2010,DE92,2,1.0
2012,NUTS,2010,DE92,2,3.0
1997,NUTS,2010,DE925,3,1.0
1998,NUTS,2010,DE925,3,1.0
1999,NUTS,2010,DE925,3,0.11
2002,NUTS,2010,DE925,3,1.0
2012,NUTS,2010,DE925,3,0.33
1997,NUTS,2010,DE928,3,0.33
2006,NUTS,2010,DE928,3,0.17
1984,NUTS,2010,DE929,3,1.0
1995,NUTS,2010,DE929,3,1.0
1997,NUTS,2010,DE929,3,1.0
1998,NUTS,2010,DE929,3,1.17
2001,NUTS,2010,DE929,3,0.25
2002,NUTS,2010,DE929,3,0.17
2003,NUTS,2010,DE929,3,2.33
2006,NUTS,2010,DE929,3,0.67
2010,NUTS,2010,DE929,3,1.0
2012,NUTS,2010,DE929,3,2.67
1983,NUTS,2010,DE93,2,1.33
1986,NUTS,2010,DE93,2,1.83
1994,NUTS,2010,DE93,2,0.25
1996,NUTS,2010,DE93,2,0.33
2000,NUTS,2010,DE93,2,0.37
2003,NUTS,2010,DE93,2,0.25
2006,NUTS,2010,DE93,2,0.17
2006,NUTS,2010,DE931,3,0.17
1983,NUTS,2010,DE933,3,1.33
1986,NUTS,2010,DE933,3,1.83
1994,NUTS,2010,DE933,3,0.25
2000,NUTS,2010,DE936,3,0.17
1996,NUTS,2010,DE939,3,0.33
2000,NUTS,2010,DE939,3,0.2
2003,NUTS,2010,DE939,3,0.25
2001,NUTS,2010,DE94,2,0.5
2003,NUTS,2010,DE94,2,0.33
2005,NUTS,2010,DE94,2,0.33
2007,NUTS,2010,DE94,2,0.25
2001,NUTS,2010,DE947,3,0.5
2003,NUTS,2010,DE947,3,0.33
2005,NUTS,2010,DE949,3,0.33
2007,NUTS,2010,DE949,3,0.25
1978,NUTS,2010,DEA,1,3.0
1979,NUTS,2010,DEA,1,2.33
1980,NUTS,2010,DEA,1,2.0
1981,NUTS,2010,DEA,1,0.5
1984,NUTS,2010,DEA,1,0.33
1985,NUTS,2010,DEA,1,2.2
1986,NUTS,2010,DEA,1,0.75
1987,NUTS,2010,DEA,1,9.5
1988,NUTS,2010,DEA,1,3.0
1989,NUTS,2010,DEA,1,1.25
1990,NUTS,2010,DEA,1,3.13
1991,NUTS,2010,DEA,1,3.0
1992,NUTS,2010,DEA,1,1.0
1993,NUTS,2010,DEA,1,4.5
1994,NUTS,2010,DEA,1,2.75
1995,NUTS,2010,DEA,1,5.83
1996,NUTS,2010,DEA,1,1.0
1997,NUTS,2010,DEA,1,2.8
1998,NUTS,2010,DEA,1,3.27
1999,NUTS,2010,DEA,1,5.64
2000,NUTS,2010,DEA,1,4.93
2001,NUTS,2010,DEA,1,5.83
2002,NUTS,2010,DEA,1,7.5
2003,NUTS,2010,DEA,1,5.5
2004,NUTS,2010,DEA,1,5.25
2005,NUTS,2010,DEA,1,7.17
2006,NUTS,2010,DEA,1,2.25
2007,NUTS,2010,DEA,1,1.3
2008,NUTS,2010,DEA,1,5.83
2009,NUTS,2010,DEA,1,6.42
2010,NUTS,2010,DEA,1,2.0
2011,NUTS,2010,DEA,1,4.67
1981,NUTS,2010,DEA1,2,0.5
1986,NUTS,2010,DEA1,2,0.75
1987,NUTS,2010,DEA1,2,1.0
1990,NUTS,2010,DEA1,2,1.0
1993,NUTS,2010,DEA1,2,0.2
1994,NUTS,2010,DEA1,2,1.5
1997,NUTS,2010,DEA1,2,0.2
1998,NUTS,2010,DEA1,2,0.6
1999,NUTS,2010,DEA1,2,1.2
2000,NUTS,2010,DEA1,2,0.75
2002,NUTS,2010,DEA1,2,0.33
2008,NUTS,2010,DEA1,2,1.0
2009,NUTS,2010,DEA1,2,0.87
1981,NUTS,2010,DEA11,3,0.5
1987,NUTS,2010,DEA11,3,0.33
1994,NUTS,2010,DEA11,3,0.5
1999,NUTS,2010,DEA11,3,1.0
2000,NUTS,2010,DEA11,3,0.25
2009,NUTS,2010,DEA11,3,0.2
1990,NUTS,2010,DEA12,3,0.75
2002,NUTS,2010,DEA13,3,0.33
2009,NUTS,2010,DEA13,3,0.33
1998,NUTS,2010,DEA14,3,0.4
1990,NUTS,2010,DEA16,3,0.25
1998,NUTS,2010,DEA16,3,0.2
2008,NUTS,2010,DEA16,3,1.0
2009,NUTS,2010,DEA1A,3,0.33
1986,NUTS,2010,DEA1C,3,0.5
1987,NUTS,2010,DEA1C,3,0.33
1999,NUTS,2010,DEA1C,3,0.2
2000,NUTS,2010,DEA1C,3,0.25
1987,NUTS,2010,DEA1D,3,0.33
1994,NUTS,2010,DEA1D,3,1.0
2000,NUTS,2010,DEA1D,3,0.25
1986,NUTS,2010,DEA1E,3,0.25
1993,NUTS,2010,DEA1E,3,0.2
1997,NUTS,2010,DEA1E,3,0.2
1978,NUTS,2010,DEA2,2,3.0
1979,NUTS,2010,DEA2,2,2.0
1980,NUTS,2010,DEA2,2,2.0
1984,NUTS,2010,DEA2,2,0.33
1985,NUTS,2010,DEA2,2,1.2
1987,NUTS,2010,DEA2,2,4.0
1988,NUTS,2010,DEA2,2,3.0
1989,NUTS,2010,DEA2,2,0.75
1990,NUTS,2010,DEA2,2,2.13
1991,NUTS,2010,DEA2,2,1.0
1993,NUTS,2010,DEA2,2,3.8
1994,NUTS,2010,DEA2,2,1.25
1995,NUTS,2010,DEA2,2,4.83
1996,NUTS,2010,DEA2,2,1.0
1997,NUTS,2010,DEA2,2,2.1
1998,NUTS,2010,DEA2,2,1.33
1999,NUTS,2010,DEA2,2,4.11
2000,NUTS,2010,DEA2,2,2.52
2001,NUTS,2010,DEA2,2,1.33
2002,NUTS,2010,DEA2,2,1.5
2003,NUTS,2010,DEA2,2,2.5
2004,NUTS,2010,DEA2,2,2.25
2005,NUTS,2010,DEA2,2,3.0
2006,NUTS,2010,DEA2,2,1.0
2007,NUTS,2010,DEA2,2,1.05
2008,NUTS,2010,DEA2,2,1.5
2009,NUTS,2010,DEA2,2,2.58
2010,NUTS,2010,DEA2,2,1.0
2011,NUTS,2010,DEA2,2,2.0
1985,NUTS,2010,DEA22,3,0.5
1993,NUTS,2010,DEA22,3,1.0
1994,NUTS,2010,DEA22,3,0.25
1998,NUTS,2010,DEA22,3,0.5
2003,NUTS,2010,DEA22,3,0.25
2008,NUTS,2010,DEA22,3,1.0
2009,NUTS,2010,DEA22,3,1.0
1978,NUTS,2010,DEA23,3,1.0
1979,NUTS,2010,DEA23,3,0.33
1980,NUTS,2010,DEA23,3,0.25
1984,NUTS,2010,DEA23,3,0.33
1999,NUTS,2010,DEA23,3,0.2
1978,NUTS,2010,DEA24,3,1.0
1979,NUTS,2010,DEA24,3,0.33
1980,NUTS,2010,DEA24,3,0.5
2008,NUTS,2010,DEA24,3,0.5
1987,NUTS,2010,DEA26,3,0.25
1989,NUTS,2010,DEA26,3,0.5
1991,NUTS,2010,DEA26,3,1.0
1995,NUTS,2010,DEA26,3,0.5
1997,NUTS,2010,DEA26,3,1.0
1999,NUTS,2010,DEA26,3,0.6
2000,NUTS,2010,DEA26,3,1.0
2002,NUTS,2010,DEA26,3,0.17
2004,NUTS,2010,DEA26,3,0.25
2006,NUTS,2010,DEA26,3,0.5
1978,NUTS,2010,DEA27,3,0.5
1993,NUTS,2010,DEA27,3,0.2
2009,NUTS,2010,DEA27,3,0.33
1987,NUTS,2010,DEA28,3,0.5
1979,NUTS,2010,DEA29,3,1.0
1998,NUTS,2010,DEA2A,3,0.33
1978,NUTS,2010,DEA2B,3,0.5
1979,NUTS,2010,DEA2B,3,0.33
1980,NUTS,2010,DEA2B,3,0.25
1980,NUTS,2010,DEA2C,3,1.0
1987,NUTS,2010,DEA2C,3,1.0
1993,NUTS,2010,DEA2C,3,0.2
1995,NUTS,2010,DEA2C,3,0.83
1997,NUTS,2010,DEA2C,3,0.7
1998,NUTS,2010,DEA2C,3,0.5
1999,NUTS,2010,DEA2C,3,0.5
2003,NUTS,2010,DEA2C,3,0.25
2007,NUTS,2010,DEA2C,3,0.25
2009,NUTS,2010,DEA2C,3,0.25
1985,NUTS,2010,DEA2D,3,0.7
1987,NUTS,2010,DEA2D,3,2.25
1988,NUTS,2010,DEA2D,3,3.0
1989,NUTS,2010,DEA2D,3,0.25
1990,NUTS,2010,DEA2D,3,2.13
1993,NUTS,2010,DEA2D,3,2.4
1994,NUTS,2010,DEA2D,3,1.0
1995,NUTS,2010,DEA2D,3,3.5
1996,NUTS,2010,DEA2D,3,1.0
1997,NUTS,2010,DEA2D,3,0.4
1999,NUTS,2010,DEA2D,3,2.81
2000,NUTS,2010,DEA2D,3,1.52
2001,NUTS,2010,DEA2D,3,1.33
2002,NUTS,2010,DEA2D,3,1.33
2003,NUTS,2010,DEA2D,3,2.0
2004,NUTS,2010,DEA2D,3,2.0
2005,NUTS,2010,DEA2D,3,3.0
2006,NUTS,2010,DEA2D,3,0.5
2007,NUTS,2010,DEA2D,3,0.8
2009,NUTS,2010,DEA2D,3,1.0
2010,NUTS,2010,DEA2D,3,1.0
2011,NUTS,2010,DEA2D,3,2.0
1987,NUTS,2010,DEA3,2,1.5
1999,NUTS,2010,DEA3,2,0.33
2001,NUTS,2010,DEA3,2,1.0
2002,NUTS,2010,DEA3,2,1.0
2005,NUTS,2010,DEA3,2,2.75
2008,NUTS,2010,DEA3,2,0.33
2009,NUTS,2010,DEA3,2,0.53
2001,NUTS,2010,DEA32,3,0.5
2005,NUTS,2010,DEA32,3,1.0
2008,NUTS,2010,DEA32,3,0.33
2002,NUTS,2010,DEA33,3,1.0
2009,NUTS,2010,DEA33,3,0.2
1987,NUTS,2010,DEA34,3,1.0
1999,NUTS,2010,DEA34,3,0.33
2001,NUTS,2010,DEA35,3,0.5
2005,NUTS,2010,DEA35,3,0.5
1987,NUTS,2010,DEA36,3,0.5
2005,NUTS,2010,DEA36,3,1.0
2005,NUTS,2010,DEA37,3,0.25
2009,NUTS,2010,DEA38,3,0.33
1979,NUTS,2010,DEA4,2,0.33
1989,NUTS,2010,DEA4,2,0.5
1991,NUTS,2010,DEA4,2,1.0
1992,NUTS,2010,DEA4,2,1.0
1995,NUTS,2010,DEA4,2,0.5
1997,NUTS,2010,DEA4,2,0.5
1998,NUTS,2010,DEA4,2,0.33
2003,NUTS,2010,DEA4,2,1.0
2007,NUTS,2010,DEA4,2,0.25
2007,NUTS,2010,DEA41,3,0.25
1997,NUTS,2010,DEA42,3,0.5
1995,NUTS,2010,DEA45,3,0.5
1998,NUTS,2010,DEA45,3,0.33
1979,NUTS,2010,DEA46,3,0.33
2003,NUTS,2010,DEA46,3,1.0
1989,NUTS,2010,DEA47,3,0.5
1991,NUTS,2010,DEA47,3,1.0
1992,NUTS,2010,DEA47,3,1.0
1985,NUTS,2010,DEA5,2,1.0
1987,NUTS,2010,DEA5,2,3.0
1991,NUTS,2010,DEA5,2,1.0
1993,NUTS,2010,DEA5,2,0.5
1995,NUTS,2010,DEA5,2,0.5
1998,NUTS,2010,DEA5,2,1.0
2000,NUTS,2010,DEA5,2,1.67
2001,NUTS,2010,DEA5,2,3.5
2002,NUTS,2010,DEA5,2,4.67
2003,NUTS,2010,DEA5,2,2.0
2004,NUTS,2010,DEA5,2,3.0
2005,NUTS,2010,DEA5,2,1.42
2006,NUTS,2010,DEA5,2,1.25
2008,NUTS,2010,DEA5,2,3.0
2009,NUTS,2010,DEA5,2,2.43
2010,NUTS,2010,DEA5,2,1.0
2011,NUTS,2010,DEA5,2,2.67
1987,NUTS,2010,DEA51,3,1.0
2006,NUTS,2010,DEA51,3,0.25
1995,NUTS,2010,DEA52,3,0.5
1998,NUTS,2010,DEA52,3,1.0
2000,NUTS,2010,DEA52,3,1.67
2001,NUTS,2010,DEA52,3,2.0
2002,NUTS,2010,DEA52,3,1.67
2003,NUTS,2010,DEA52,3,2.0
2004,NUTS,2010,DEA52,3,2.5
2005,NUTS,2010,DEA52,3,1.42
2006,NUTS,2010,DEA52,3,1.0
2008,NUTS,2010,DEA52,3,2.67
2009,NUTS,2010,DEA52,3,1.7
2010,NUTS,2010,DEA52,3,1.0
1987,NUTS,2010,DEA56,3,2.0
1991,NUTS,2010,DEA56,3,1.0
2008,NUTS,2010,DEA56,3,0.33
2009,NUTS,2010,DEA56,3,0.53
1985,NUTS,2010,DEA58,3,1.0
1993,NUTS,2010,DEA5A,3,0.5
2011,NUTS,2010,DEA5A,3,2.67
2001,NUTS,2010,DEA5B,3,1.0
2002,NUTS,2010,DEA5B,3,1.0
2001,NUTS,2010,DEA5C,3,0.5
2002,NUTS,2010,DEA5C,3,2.0
2004,NUTS,2010,DEA5C,3,0.5
2009,NUTS,2010,DEA5C,3,0.2
1983,NUTS,2010,DEB,1,0.25
1985,NUTS,2010,DEB,1,0.2
1986,NUTS,2010,DEB,1,0.33
1989,NUTS,2010,DEB,1,1.25
1995,NUTS,2010,DEB,1,0.83
1997,NUTS,2010,DEB,1,1.5
1998,NUTS,2010,DEB,1,1.67
1999,NUTS,2010,DEB,1,1.53
2000,NUTS,2010,DEB,1,2.92
2001,NUTS,2010,DEB,1,3.92
2002,NUTS,2010,DEB,1,3.83
2003,NUTS,2010,DEB,1,4.17
2004,NUTS,2010,DEB,1,3.3
2005,NUTS,2010,DEB,1,0.83
2006,NUTS,2010,DEB,1,1.33
2007,NUTS,2010,DEB,1,0.25
2008,NUTS,2010,DEB,1,0.25
2009,NUTS,2010,DEB,1,1.0
