year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_rse_fte_bes
2003,NUTS,2010,ITC3,2,220.0
2004,NUTS,2010,ITC3,2,203.0
2005,NUTS,2010,ITC3,2,263.0
2007,NUTS,2010,ITC3,2,177.0
2008,NUTS,2010,ITC3,2,318.0
2009,NUTS,2010,ITC3,2,282.0
2010,NUTS,2010,ITC3,2,248.0
2011,NUTS,2010,ITC3,2,251.0
2012,NUTS,2010,ITC3,2,254.0
2013,NUTS,2010,ITC3,2,264.0
2014,NUTS,2010,ITC3,2,236.0
2015,NUTS,2010,ITC3,2,296.0
2016,NUTS,2010,ITC3,2,285.0
2017,NUTS,2010,ITC3,2,266.0
2018,NUTS,2010,ITC3,2,342.0
2019,NUTS,2010,ITC3,2,446.0
2003,NUTS,2010,ITC4,2,1752.0
2004,NUTS,2010,ITC4,2,1661.0
2005,NUTS,2010,ITC4,2,1818.0
2007,NUTS,2010,ITC4,2,2256.0
2008,NUTS,2010,ITC4,2,2188.0
2009,NUTS,2010,ITC4,2,2254.0
2010,NUTS,2010,ITC4,2,2227.0
2011,NUTS,2010,ITC4,2,2461.0
2012,NUTS,2010,ITC4,2,2706.0
2013,NUTS,2010,ITC4,2,2709.0
2014,NUTS,2010,ITC4,2,2914.0
2015,NUTS,2010,ITC4,2,3327.0
2016,NUTS,2010,ITC4,2,3615.0
2017,NUTS,2010,ITC4,2,3862.0
2018,NUTS,2010,ITC4,2,4569.0
2019,NUTS,2010,ITC4,2,5004.0
2003,NUTS,2010,ITF,1,520.0
2004,NUTS,2010,ITF,1,535.0
2005,NUTS,2010,ITF,1,526.0
2007,NUTS,2010,ITF,1,559.0
2008,NUTS,2010,ITF,1,560.0
2009,NUTS,2010,ITF,1,563.0
2010,NUTS,2010,ITF,1,537.0
2011,NUTS,2010,ITF,1,598.0
2012,NUTS,2010,ITF,1,812.0
2013,NUTS,2010,ITF,1,856.0
2014,NUTS,2010,ITF,1,945.0
2015,NUTS,2010,ITF,1,1162.0
2016,NUTS,2010,ITF,1,1249.0
2017,NUTS,2010,ITF,1,1263.0
2018,NUTS,2010,ITF,1,1712.0
2019,NUTS,2010,ITF,1,2071.0
2003,NUTS,2010,ITF1,2,146.0
2004,NUTS,2010,ITF1,2,162.0
2005,NUTS,2010,ITF1,2,165.0
2007,NUTS,2010,ITF1,2,170.0
2008,NUTS,2010,ITF1,2,168.0
2009,NUTS,2010,ITF1,2,173.0
2010,NUTS,2010,ITF1,2,149.0
2011,NUTS,2010,ITF1,2,138.0
2012,NUTS,2010,ITF1,2,75.0
2013,NUTS,2010,ITF1,2,80.0
2014,NUTS,2010,ITF1,2,58.0
2015,NUTS,2010,ITF1,2,71.0
2016,NUTS,2010,ITF1,2,95.0
2017,NUTS,2010,ITF1,2,95.0
2018,NUTS,2010,ITF1,2,124.0
2019,NUTS,2010,ITF1,2,135.0
2003,NUTS,2010,ITF2,2,1.0
2004,NUTS,2010,ITF2,2,1.0
2005,NUTS,2010,ITF2,2,3.0
2007,NUTS,2010,ITF2,2,2.0
2008,NUTS,2010,ITF2,2,0.0
2009,NUTS,2010,ITF2,2,4.0
2010,NUTS,2010,ITF2,2,2.0
2011,NUTS,2010,ITF2,2,2.0
2012,NUTS,2010,ITF2,2,3.0
2013,NUTS,2010,ITF2,2,35.0
2014,NUTS,2010,ITF2,2,27.0
2015,NUTS,2010,ITF2,2,76.0
2016,NUTS,2010,ITF2,2,76.0
2017,NUTS,2010,ITF2,2,92.0
2018,NUTS,2010,ITF2,2,98.0
2019,NUTS,2010,ITF2,2,156.0
2003,NUTS,2010,ITF3,2,257.0
2004,NUTS,2010,ITF3,2,247.0
2005,NUTS,2010,ITF3,2,220.0
2007,NUTS,2010,ITF3,2,242.0
2008,NUTS,2010,ITF3,2,259.0
2009,NUTS,2010,ITF3,2,244.0
2010,NUTS,2010,ITF3,2,221.0
2011,NUTS,2010,ITF3,2,313.0
2012,NUTS,2010,ITF3,2,593.0
2013,NUTS,2010,ITF3,2,546.0
2014,NUTS,2010,ITF3,2,594.0
2015,NUTS,2010,ITF3,2,720.0
2016,NUTS,2010,ITF3,2,719.0
2017,NUTS,2010,ITF3,2,659.0
2018,NUTS,2010,ITF3,2,952.0
2019,NUTS,2010,ITF3,2,1216.0
2003,NUTS,2010,ITF4,2,69.0
2004,NUTS,2010,ITF4,2,75.0
2005,NUTS,2010,ITF4,2,86.0
2007,NUTS,2010,ITF4,2,96.0
2008,NUTS,2010,ITF4,2,86.0
2009,NUTS,2010,ITF4,2,93.0
2010,NUTS,2010,ITF4,2,106.0
2011,NUTS,2010,ITF4,2,107.0
2012,NUTS,2010,ITF4,2,107.0
2013,NUTS,2010,ITF4,2,165.0
2014,NUTS,2010,ITF4,2,234.0
2015,NUTS,2010,ITF4,2,233.0
2016,NUTS,2010,ITF4,2,259.0
2017,NUTS,2010,ITF4,2,319.0
2018,NUTS,2010,ITF4,2,410.0
2019,NUTS,2010,ITF4,2,461.0
2003,NUTS,2010,ITF5,2,42.0
2004,NUTS,2010,ITF5,2,45.0
2005,NUTS,2010,ITF5,2,46.0
2007,NUTS,2010,ITF5,2,37.0
2008,NUTS,2010,ITF5,2,25.0
2009,NUTS,2010,ITF5,2,24.0
2010,NUTS,2010,ITF5,2,37.0
2011,NUTS,2010,ITF5,2,21.0
2012,NUTS,2010,ITF5,2,12.0
2013,NUTS,2010,ITF5,2,4.0
2014,NUTS,2010,ITF5,2,6.0
2015,NUTS,2010,ITF5,2,8.0
2016,NUTS,2010,ITF5,2,13.0
2017,NUTS,2010,ITF5,2,14.0
2018,NUTS,2010,ITF5,2,27.0
2019,NUTS,2010,ITF5,2,19.0
2003,NUTS,2010,ITF6,2,6.0
2004,NUTS,2010,ITF6,2,5.0
2005,NUTS,2010,ITF6,2,6.0
2007,NUTS,2010,ITF6,2,12.0
2008,NUTS,2010,ITF6,2,22.0
2009,NUTS,2010,ITF6,2,26.0
2010,NUTS,2010,ITF6,2,21.0
2011,NUTS,2010,ITF6,2,16.0
2012,NUTS,2010,ITF6,2,21.0
2013,NUTS,2010,ITF6,2,25.0
2014,NUTS,2010,ITF6,2,25.0
2015,NUTS,2010,ITF6,2,55.0
2016,NUTS,2010,ITF6,2,87.0
2017,NUTS,2010,ITF6,2,84.0
2018,NUTS,2010,ITF6,2,103.0
2019,NUTS,2010,ITF6,2,85.0
2003,NUTS,2010,ITG,1,125.0
2004,NUTS,2010,ITG,1,125.0
2005,NUTS,2010,ITG,1,125.0
2007,NUTS,2010,ITG,1,225.0
2008,NUTS,2010,ITG,1,214.0
2009,NUTS,2010,ITG,1,235.0
2010,NUTS,2010,ITG,1,189.0
2011,NUTS,2010,ITG,1,252.0
2012,NUTS,2010,ITG,1,236.0
2013,NUTS,2010,ITG,1,250.0
2014,NUTS,2010,ITG,1,367.0
2015,NUTS,2010,ITG,1,268.0
2016,NUTS,2010,ITG,1,298.0
2017,NUTS,2010,ITG,1,348.0
2018,NUTS,2010,ITG,1,437.0
2019,NUTS,2010,ITG,1,526.0
2003,NUTS,2010,ITG1,2,78.0
2004,NUTS,2010,ITG1,2,94.0
2005,NUTS,2010,ITG1,2,103.0
2007,NUTS,2010,ITG1,2,157.0
2008,NUTS,2010,ITG1,2,154.0
2009,NUTS,2010,ITG1,2,174.0
2010,NUTS,2010,ITG1,2,164.0
2011,NUTS,2010,ITG1,2,219.0
2012,NUTS,2010,ITG1,2,195.0
2013,NUTS,2010,ITG1,2,219.0
2014,NUTS,2010,ITG1,2,333.0
2015,NUTS,2010,ITG1,2,213.0
2016,NUTS,2010,ITG1,2,236.0
2017,NUTS,2010,ITG1,2,273.0
2018,NUTS,2010,ITG1,2,346.0
2019,NUTS,2010,ITG1,2,426.0
2003,NUTS,2010,ITG2,2,46.0
2004,NUTS,2010,ITG2,2,30.0
2005,NUTS,2010,ITG2,2,22.0
2007,NUTS,2010,ITG2,2,68.0
2008,NUTS,2010,ITG2,2,60.0
2009,NUTS,2010,ITG2,2,61.0
2010,NUTS,2010,ITG2,2,25.0
2011,NUTS,2010,ITG2,2,33.0
2012,NUTS,2010,ITG2,2,41.0
2013,NUTS,2010,ITG2,2,31.0
2014,NUTS,2010,ITG2,2,35.0
2015,NUTS,2010,ITG2,2,55.0
2016,NUTS,2010,ITG2,2,62.0
2017,NUTS,2010,ITG2,2,75.0
2018,NUTS,2010,ITG2,2,91.0
2019,NUTS,2010,ITG2,2,100.0
2003,NUTS,2010,ITH,1,889.0
2004,NUTS,2010,ITH,1,1029.0
2005,NUTS,2010,ITH,1,1110.0
2007,NUTS,2010,ITH,1,1476.0
2008,NUTS,2010,ITH,1,1863.0
2009,NUTS,2010,ITH,1,2137.0
2010,NUTS,2010,ITH,1,2097.0
2011,NUTS,2010,ITH,1,2074.0
2012,NUTS,2010,ITH,1,2044.0
2013,NUTS,2010,ITH,1,2319.0
2014,NUTS,2010,ITH,1,2203.0
2015,NUTS,2010,ITH,1,2489.0
2016,NUTS,2010,ITH,1,2925.0
2017,NUTS,2010,ITH,1,3360.0
2018,NUTS,2010,ITH,1,3883.0
2019,NUTS,2010,ITH,1,3921.0
2003,NUTS,2010,ITH1,2,27.0
2004,NUTS,2010,ITH1,2,15.0
2005,NUTS,2010,ITH1,2,20.0
2007,NUTS,2010,ITH1,2,62.0
2008,NUTS,2010,ITH1,2,48.0
2009,NUTS,2010,ITH1,2,49.0
2010,NUTS,2010,ITH1,2,52.0
2011,NUTS,2010,ITH1,2,64.0
2012,NUTS,2010,ITH1,2,35.0
2013,NUTS,2010,ITH1,2,42.0
2014,NUTS,2010,ITH1,2,53.0
2015,NUTS,2010,ITH1,2,52.0
2016,NUTS,2010,ITH1,2,87.0
2017,NUTS,2010,ITH1,2,69.0
2018,NUTS,2010,ITH1,2,75.0
2019,NUTS,2010,ITH1,2,71.0
2003,NUTS,2010,ITH2,2,13.0
2004,NUTS,2010,ITH2,2,10.0
2005,NUTS,2010,ITH2,2,20.0
2007,NUTS,2010,ITH2,2,30.0
2008,NUTS,2010,ITH2,2,34.0
2009,NUTS,2010,ITH2,2,35.0
2010,NUTS,2010,ITH2,2,39.0
2011,NUTS,2010,ITH2,2,60.0
2012,NUTS,2010,ITH2,2,72.0
2013,NUTS,2010,ITH2,2,81.0
2014,NUTS,2010,ITH2,2,84.0
2015,NUTS,2010,ITH2,2,85.0
2016,NUTS,2010,ITH2,2,108.0
2017,NUTS,2010,ITH2,2,117.0
2018,NUTS,2010,ITH2,2,134.0
2019,NUTS,2010,ITH2,2,141.0
2003,NUTS,2010,ITH3,2,337.0
2004,NUTS,2010,ITH3,2,456.0
2005,NUTS,2010,ITH3,2,504.0
2007,NUTS,2010,ITH3,2,558.0
2008,NUTS,2010,ITH3,2,663.0
2009,NUTS,2010,ITH3,2,950.0
2010,NUTS,2010,ITH3,2,716.0
2011,NUTS,2010,ITH3,2,775.0
2012,NUTS,2010,ITH3,2,738.0
2013,NUTS,2010,ITH3,2,773.0
2014,NUTS,2010,ITH3,2,754.0
2015,NUTS,2010,ITH3,2,715.0
2016,NUTS,2010,ITH3,2,897.0
2017,NUTS,2010,ITH3,2,1047.0
2018,NUTS,2010,ITH3,2,1200.0
2019,NUTS,2010,ITH3,2,1243.0
2003,NUTS,2010,ITH4,2,67.0
2004,NUTS,2010,ITH4,2,78.0
2005,NUTS,2010,ITH4,2,82.0
2007,NUTS,2010,ITH4,2,122.0
2008,NUTS,2010,ITH4,2,218.0
2009,NUTS,2010,ITH4,2,198.0
2010,NUTS,2010,ITH4,2,197.0
2011,NUTS,2010,ITH4,2,203.0
2012,NUTS,2010,ITH4,2,238.0
2013,NUTS,2010,ITH4,2,210.0
2014,NUTS,2010,ITH4,2,188.0
2015,NUTS,2010,ITH4,2,175.0
2016,NUTS,2010,ITH4,2,185.0
2017,NUTS,2010,ITH4,2,255.0
2018,NUTS,2010,ITH4,2,281.0
2019,NUTS,2010,ITH4,2,282.0
2003,NUTS,2010,ITH5,2,445.0
2004,NUTS,2010,ITH5,2,470.0
2005,NUTS,2010,ITH5,2,485.0
2007,NUTS,2010,ITH5,2,704.0
2008,NUTS,2010,ITH5,2,901.0
2009,NUTS,2010,ITH5,2,905.0
2010,NUTS,2010,ITH5,2,1094.0
2011,NUTS,2010,ITH5,2,972.0
2012,NUTS,2010,ITH5,2,961.0
2013,NUTS,2010,ITH5,2,1214.0
2014,NUTS,2010,ITH5,2,1125.0
2015,NUTS,2010,ITH5,2,1462.0
2016,NUTS,2010,ITH5,2,1650.0
2017,NUTS,2010,ITH5,2,1871.0
2018,NUTS,2010,ITH5,2,2193.0
2019,NUTS,2010,ITH5,2,2184.0
2003,NUTS,2010,ITI,1,966.0
2004,NUTS,2010,ITI,1,1024.0
2005,NUTS,2010,ITI,1,1040.0
2007,NUTS,2010,ITI,1,1292.0
2008,NUTS,2010,ITI,1,1442.0
2009,NUTS,2010,ITI,1,1519.0
2010,NUTS,2010,ITI,1,1534.0
2011,NUTS,2010,ITI,1,1551.0
2012,NUTS,2010,ITI,1,1718.0
2013,NUTS,2010,ITI,1,1960.0
2014,NUTS,2010,ITI,1,1932.0
2015,NUTS,2010,ITI,1,2407.0
2016,NUTS,2010,ITI,1,2671.0
2017,NUTS,2010,ITI,1,2912.0
2018,NUTS,2010,ITI,1,3634.0
2019,NUTS,2010,ITI,1,4001.0
2003,NUTS,2010,ITI1,2,252.0
2004,NUTS,2010,ITI1,2,275.0
2005,NUTS,2010,ITI1,2,267.0
2007,NUTS,2010,ITI1,2,391.0
2008,NUTS,2010,ITI1,2,440.0
2009,NUTS,2010,ITI1,2,533.0
2010,NUTS,2010,ITI1,2,517.0
2011,NUTS,2010,ITI1,2,529.0
2012,NUTS,2010,ITI1,2,648.0
2013,NUTS,2010,ITI1,2,727.0
2014,NUTS,2010,ITI1,2,673.0
2015,NUTS,2010,ITI1,2,919.0
2016,NUTS,2010,ITI1,2,978.0
2017,NUTS,2010,ITI1,2,1118.0
2018,NUTS,2010,ITI1,2,1460.0
2019,NUTS,2010,ITI1,2,1490.0
2003,NUTS,2010,ITI2,2,57.0
2004,NUTS,2010,ITI2,2,46.0
2005,NUTS,2010,ITI2,2,46.0
2007,NUTS,2010,ITI2,2,55.0
2008,NUTS,2010,ITI2,2,57.0
2009,NUTS,2010,ITI2,2,71.0
2010,NUTS,2010,ITI2,2,79.0
2011,NUTS,2010,ITI2,2,62.0
2012,NUTS,2010,ITI2,2,97.0
2013,NUTS,2010,ITI2,2,95.0
2014,NUTS,2010,ITI2,2,103.0
2015,NUTS,2010,ITI2,2,58.0
2016,NUTS,2010,ITI2,2,74.0
2017,NUTS,2010,ITI2,2,105.0
2018,NUTS,2010,ITI2,2,129.0
2019,NUTS,2010,ITI2,2,164.0
2003,NUTS,2010,ITI3,2,54.0
2004,NUTS,2010,ITI3,2,55.0
2005,NUTS,2010,ITI3,2,53.0
2007,NUTS,2010,ITI3,2,87.0
2008,NUTS,2010,ITI3,2,76.0
2009,NUTS,2010,ITI3,2,96.0
2010,NUTS,2010,ITI3,2,92.0
2011,NUTS,2010,ITI3,2,91.0
2012,NUTS,2010,ITI3,2,99.0
2013,NUTS,2010,ITI3,2,111.0
2014,NUTS,2010,ITI3,2,123.0
2015,NUTS,2010,ITI3,2,125.0
2016,NUTS,2010,ITI3,2,168.0
2017,NUTS,2010,ITI3,2,242.0
2018,NUTS,2010,ITI3,2,269.0
2019,NUTS,2010,ITI3,2,292.0
2003,NUTS,2010,ITI4,2,603.0
2004,NUTS,2010,ITI4,2,648.0
2005,NUTS,2010,ITI4,2,675.0
2007,NUTS,2010,ITI4,2,758.0
2008,NUTS,2010,ITI4,2,868.0
2009,NUTS,2010,ITI4,2,819.0
2010,NUTS,2010,ITI4,2,846.0
2011,NUTS,2010,ITI4,2,869.0
2012,NUTS,2010,ITI4,2,875.0
2013,NUTS,2010,ITI4,2,1028.0
2014,NUTS,2010,ITI4,2,1034.0
2015,NUTS,2010,ITI4,2,1305.0
2016,NUTS,2010,ITI4,2,1451.0
2017,NUTS,2010,ITI4,2,1447.0
2018,NUTS,2010,ITI4,2,1775.0
2019,NUTS,2010,ITI4,2,2055.0
1995,NUTS,2010,JP,0,18765.0
1996,NUTS,2010,JP,0,21528.0
1997,NUTS,2010,JP,0,22276.0
1998,NUTS,2010,JP,0,21908.0
1999,NUTS,2010,JP,0,24009.0
2000,NUTS,2010,JP,0,23213.0
1998,NUTS,2010,KR,0,2453.0
2000,NUTS,2010,LT,0,135.0
2001,NUTS,2010,LT,0,189.0
2002,NUTS,2010,LT,0,88.0
2003,NUTS,2010,LT,0,168.0
2004,NUTS,2010,LT,0,176.0
2005,NUTS,2010,LT,0,227.0
2006,NUTS,2010,LT,0,316.0
2007,NUTS,2010,LT,0,373.0
2008,NUTS,2010,LT,0,423.0
2009,NUTS,2010,LT,0,399.0
2010,NUTS,2010,LT,0,425.0
2011,NUTS,2010,LT,0,451.0
2012,NUTS,2010,LT,0,469.0
2013,NUTS,2010,LT,0,600.0
2014,NUTS,2010,LT,0,748.0
2015,NUTS,2010,LT,0,574.0
2016,NUTS,2010,LT,0,690.0
2017,NUTS,2010,LT,0,827.0
2018,NUTS,2010,LT,0,819.0
2019,NUTS,2010,LT,0,1045.0
2015,NUTS,2010,LT01,2,448.0
2016,NUTS,2010,LT01,2,530.0
2017,NUTS,2010,LT01,2,566.0
2018,NUTS,2010,LT01,2,558.0
2019,NUTS,2010,LT01,2,733.0
2015,NUTS,2010,LT02,2,126.0
2016,NUTS,2010,LT02,2,160.0
2017,NUTS,2010,LT02,2,261.0
2018,NUTS,2010,LT02,2,261.0
2019,NUTS,2010,LT02,2,312.0
2005,NUTS,2010,LU,0,243.0
2007,NUTS,2010,LU,0,174.0
2009,NUTS,2010,LU,0,155.0
2011,NUTS,2010,LU,0,168.0
2013,NUTS,2010,LU,0,111.0
2015,NUTS,2010,LU,0,124.0
2017,NUTS,2010,LU,0,209.0
2019,NUTS,2010,LU,0,167.0
1995,NUTS,2010,LV,0,129.0
1996,NUTS,2010,LV,0,104.0
1997,NUTS,2010,LV,0,78.0
1998,NUTS,2010,LV,0,68.0
1999,NUTS,2010,LV,0,66.0
2000,NUTS,2010,LV,0,392.0
2001,NUTS,2010,LV,0,400.0
2002,NUTS,2010,LV,0,345.0
2003,NUTS,2010,LV,0,236.0
2004,NUTS,2010,LV,0,252.0
2005,NUTS,2010,LV,0,231.0
2006,NUTS,2010,LV,0,262.0
2007,NUTS,2010,LV,0,184.0
2008,NUTS,2010,LV,0,265.0
2009,NUTS,2010,LV,0,191.0
2010,NUTS,2010,LV,0,234.0
2011,NUTS,2010,LV,0,303.0
2012,NUTS,2010,LV,0,274.0
2013,NUTS,2010,LV,0,261.0
2015,NUTS,2010,LV,0,267.0
2016,NUTS,2010,LV,0,244.0
2017,NUTS,2010,LV,0,290.0
2018,NUTS,2010,LV,0,286.0
2019,NUTS,2010,LV,0,293.0
2011,NUTS,2010,ME,0,33.0
2013,NUTS,2010,ME,0,28.0
2014,NUTS,2010,ME,0,25.0
2015,NUTS,2010,ME,0,19.0
2017,NUTS,2010,ME,0,14.0
2018,NUTS,2010,ME,0,25.0
2019,NUTS,2010,ME,0,20.0
2005,NUTS,2010,MK,0,65.0
2006,NUTS,2010,MK,0,43.0
2007,NUTS,2010,MK,0,47.0
2008,NUTS,2010,MK,0,54.0
2009,NUTS,2010,MK,0,64.0
2010,NUTS,2010,MK,0,71.0
2011,NUTS,2010,MK,0,95.0
2012,NUTS,2010,MK,0,93.0
2015,NUTS,2010,MK,0,188.0
2016,NUTS,2010,MK,0,209.0
2017,NUTS,2010,MK,0,224.0
2018,NUTS,2010,MK,0,257.0
2019,NUTS,2010,MK,0,273.0
2004,NUTS,2010,MT,0,39.0
2005,NUTS,2010,MT,0,53.0
2006,NUTS,2010,MT,0,55.0
2007,NUTS,2010,MT,0,57.0
2008,NUTS,2010,MT,0,62.0
2009,NUTS,2010,MT,0,69.0
2010,NUTS,2010,MT,0,72.0
2011,NUTS,2010,MT,0,109.0
2012,NUTS,2010,MT,0,148.0
2013,NUTS,2010,MT,0,131.0
2014,NUTS,2010,MT,0,100.0
2015,NUTS,2010,MT,0,101.0
2016,NUTS,2010,MT,0,123.0
2017,NUTS,2010,MT,0,142.0
2018,NUTS,2010,MT,0,134.0
2019,NUTS,2010,MT,0,140.0
2011,NUTS,2010,NL,0,5389.0
2012,NUTS,2010,NL,0,6937.0
2000,NUTS,2010,PL,0,3332.0
2003,NUTS,2010,PL,0,1502.0
2004,NUTS,2010,PL,0,1784.0
2005,NUTS,2010,PL,0,2586.0
2006,NUTS,2010,PL,0,2465.0
2007,NUTS,2010,PL,0,2831.0
2008,NUTS,2010,PL,0,2610.0
2009,NUTS,2010,PL,0,2291.0
2010,NUTS,2010,PL,0,2446.0
2011,NUTS,2010,PL,0,2319.0
2012,NUTS,2010,PL,0,3133.0
2013,NUTS,2010,PL,0,4302.0
2014,NUTS,2010,PL,0,4823.0
2015,NUTS,2010,PL,0,5873.0
2016,NUTS,2010,PL,0,9223.0
2017,NUTS,2010,PL,0,12663.0
2018,NUTS,2010,PL,0,13303.0
2019,NUTS,2010,PL,0,13320.0
2000,NUTS,2010,PL1,1,1833.0
2003,NUTS,2010,PL1,1,854.0
2004,NUTS,2010,PL1,1,1072.0
2005,NUTS,2010,PL1,1,1453.0
2006,NUTS,2010,PL1,1,1391.0
2007,NUTS,2010,PL1,1,1333.0
2008,NUTS,2010,PL1,1,1445.0
2009,NUTS,2010,PL1,1,1276.0
2010,NUTS,2010,PL1,1,996.0
2011,NUTS,2010,PL1,1,774.0
2012,NUTS,2010,PL1,1,1239.0
2013,NUTS,2010,PL1,1,1861.0
2014,NUTS,2010,PL1,1,2062.0
2015,NUTS,2010,PL1,1,2424.0
2000,NUTS,2010,PL11,2,337.0
2003,NUTS,2010,PL11,2,158.0
2004,NUTS,2010,PL11,2,158.0
2005,NUTS,2010,PL11,2,161.0
2006,NUTS,2010,PL11,2,193.0
2007,NUTS,2010,PL11,2,181.0
2008,NUTS,2010,PL11,2,227.0
2009,NUTS,2010,PL11,2,188.0
2010,NUTS,2010,PL11,2,184.0
2011,NUTS,2010,PL11,2,145.0
2012,NUTS,2010,PL11,2,211.0
2013,NUTS,2010,PL11,2,249.0
2015,NUTS,2010,PL11,2,353.0
2000,NUTS,2010,PL12,2,1496.0
2003,NUTS,2010,PL12,2,696.0
2004,NUTS,2010,PL12,2,914.0
2005,NUTS,2010,PL12,2,1292.0
2006,NUTS,2010,PL12,2,1198.0
2007,NUTS,2010,PL12,2,1152.0
2008,NUTS,2010,PL12,2,1218.0
2009,NUTS,2010,PL12,2,1089.0
2010,NUTS,2010,PL12,2,813.0
2011,NUTS,2010,PL12,2,629.0
2012,NUTS,2010,PL12,2,1028.0
2013,NUTS,2010,PL12,2,1612.0
2015,NUTS,2010,PL12,2,2071.0
2000,NUTS,2010,PL2,1,698.0
2003,NUTS,2010,PL2,1,280.0
2004,NUTS,2010,PL2,1,278.0
2005,NUTS,2010,PL2,1,392.0
2006,NUTS,2010,PL2,1,397.0
2007,NUTS,2010,PL2,1,431.0
2008,NUTS,2010,PL2,1,374.0
2009,NUTS,2010,PL2,1,265.0
2010,NUTS,2010,PL2,1,328.0
2011,NUTS,2010,PL2,1,424.0
2013,NUTS,2010,PL2,1,736.0
2014,NUTS,2010,PL2,1,830.0
2015,NUTS,2010,PL2,1,1113.0
2016,NUTS,2010,PL2,1,1849.0
2017,NUTS,2010,PL2,1,2350.0
2018,NUTS,2010,PL2,1,2352.0
2019,NUTS,2010,PL2,1,2618.0
2000,NUTS,2010,PL21,2,260.0
2003,NUTS,2010,PL21,2,182.0
2004,NUTS,2010,PL21,2,188.0
2005,NUTS,2010,PL21,2,221.0
2006,NUTS,2010,PL21,2,226.0
2007,NUTS,2010,PL21,2,264.0
2008,NUTS,2010,PL21,2,253.0
2009,NUTS,2010,PL21,2,156.0
2010,NUTS,2010,PL21,2,215.0
2011,NUTS,2010,PL21,2,299.0
2013,NUTS,2010,PL21,2,527.0
2014,NUTS,2010,PL21,2,569.0
2015,NUTS,2010,PL21,2,740.0
2016,NUTS,2010,PL21,2,1216.0
2017,NUTS,2010,PL21,2,1577.0
2018,NUTS,2010,PL21,2,1513.0
2019,NUTS,2010,PL21,2,1807.0
2000,NUTS,2010,PL22,2,438.0
2003,NUTS,2010,PL22,2,98.0
2004,NUTS,2010,PL22,2,90.0
2005,NUTS,2010,PL22,2,171.0
2006,NUTS,2010,PL22,2,172.0
2007,NUTS,2010,PL22,2,166.0
2008,NUTS,2010,PL22,2,121.0
2009,NUTS,2010,PL22,2,108.0
2010,NUTS,2010,PL22,2,113.0
2011,NUTS,2010,PL22,2,125.0
2012,NUTS,2010,PL22,2,151.0
2013,NUTS,2010,PL22,2,209.0
2014,NUTS,2010,PL22,2,261.0
2015,NUTS,2010,PL22,2,373.0
2016,NUTS,2010,PL22,2,632.0
2017,NUTS,2010,PL22,2,773.0
2018,NUTS,2010,PL22,2,839.0
2019,NUTS,2010,PL22,2,811.0
2000,NUTS,2010,PL3,1,197.0
2003,NUTS,2010,PL3,1,125.0
2004,NUTS,2010,PL3,1,135.0
2005,NUTS,2010,PL3,1,208.0
2006,NUTS,2010,PL3,1,186.0
2007,NUTS,2010,PL3,1,190.0
2008,NUTS,2010,PL3,1,221.0
2009,NUTS,2010,PL3,1,249.0
2010,NUTS,2010,PL3,1,592.0
2011,NUTS,2010,PL3,1,458.0
2012,NUTS,2010,PL3,1,482.0
2013,NUTS,2010,PL3,1,585.0
2014,NUTS,2010,PL3,1,622.0
2015,NUTS,2010,PL3,1,711.0
2000,NUTS,2010,PL31,2,82.0
2003,NUTS,2010,PL31,2,32.0
2004,NUTS,2010,PL31,2,45.0
2005,NUTS,2010,PL31,2,65.0
2006,NUTS,2010,PL31,2,71.0
2007,NUTS,2010,PL31,2,72.0
2008,NUTS,2010,PL31,2,38.0
2009,NUTS,2010,PL31,2,70.0
2010,NUTS,2010,PL31,2,46.0
2011,NUTS,2010,PL31,2,40.0
2012,NUTS,2010,PL31,2,47.0
2013,NUTS,2010,PL31,2,89.0
2014,NUTS,2010,PL31,2,75.0
2015,NUTS,2010,PL31,2,143.0
2000,NUTS,2010,PL32,2,93.0
2003,NUTS,2010,PL32,2,73.0
2004,NUTS,2010,PL32,2,71.0
2005,NUTS,2010,PL32,2,123.0
2006,NUTS,2010,PL32,2,93.0
2007,NUTS,2010,PL32,2,85.0
2008,NUTS,2010,PL32,2,136.0
2009,NUTS,2010,PL32,2,143.0
2010,NUTS,2010,PL32,2,507.0
2011,NUTS,2010,PL32,2,377.0
2012,NUTS,2010,PL32,2,372.0
2013,NUTS,2010,PL32,2,445.0
2014,NUTS,2010,PL32,2,479.0
2015,NUTS,2010,PL32,2,485.0
2006,NUTS,2010,PL33,2,17.0
2007,NUTS,2010,PL33,2,22.0
2008,NUTS,2010,PL33,2,24.0
2009,NUTS,2010,PL33,2,32.0
2011,NUTS,2010,PL33,2,35.0
2012,NUTS,2010,PL33,2,45.0
2014,NUTS,2010,PL33,2,42.0
2015,NUTS,2010,PL33,2,52.0
2006,NUTS,2010,PL34,2,5.0
2007,NUTS,2010,PL34,2,10.0
2008,NUTS,2010,PL34,2,23.0
2009,NUTS,2010,PL34,2,3.0
2011,NUTS,2010,PL34,2,6.0
2012,NUTS,2010,PL34,2,18.0
2014,NUTS,2010,PL34,2,26.0
2015,NUTS,2010,PL34,2,31.0
2000,NUTS,2010,PL4,1,211.0
2003,NUTS,2010,PL4,1,82.0
2004,NUTS,2010,PL4,1,106.0
2005,NUTS,2010,PL4,1,125.0
2006,NUTS,2010,PL4,1,91.0
2007,NUTS,2010,PL4,1,471.0
