year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_hc_f
2017,NUTS,2010,UKJ4,2,2233.0
2011,NUTS,2010,UKK,1,9169.0
2013,NUTS,2010,UKK,1,9305.0
2015,NUTS,2010,UKK,1,9887.0
2017,NUTS,2010,UKK,1,10483.0
2011,NUTS,2010,UKK1,2,5579.0
2013,NUTS,2010,UKK1,2,5689.0
2015,NUTS,2010,UKK1,2,5997.0
2017,NUTS,2010,UKK1,2,6237.0
2011,NUTS,2010,UKK2,2,542.0
2013,NUTS,2010,UKK2,2,597.0
2015,NUTS,2010,UKK2,2,775.0
2017,NUTS,2010,UKK2,2,865.0
2011,NUTS,2010,UKK3,2,108.0
2013,NUTS,2010,UKK3,2,128.0
2015,NUTS,2010,UKK3,2,140.0
2017,NUTS,2010,UKK3,2,149.0
2011,NUTS,2010,UKK4,2,2941.0
2013,NUTS,2010,UKK4,2,2890.0
2015,NUTS,2010,UKK4,2,2975.0
2017,NUTS,2010,UKK4,2,3232.0
2011,NUTS,2010,UKL,1,6550.0
2013,NUTS,2010,UKL,1,6651.0
2015,NUTS,2010,UKL,1,6727.0
2017,NUTS,2010,UKL,1,6996.0
2011,NUTS,2010,UKL1,2,3217.0
2013,NUTS,2010,UKL1,2,3498.0
2015,NUTS,2010,UKL1,2,3473.0
2017,NUTS,2010,UKL1,2,3655.0
2011,NUTS,2010,UKL2,2,3333.0
2013,NUTS,2010,UKL2,2,3153.0
2015,NUTS,2010,UKL2,2,3254.0
2017,NUTS,2010,UKL2,2,3341.0
2011,NUTS,2010,UKM,1,15570.0
2013,NUTS,2010,UKM,1,17662.0
2015,NUTS,2010,UKM,1,18731.0
2017,NUTS,2010,UKM,1,19443.0
2013,NUTS,2010,UKM2,2,10179.0
2015,NUTS,2010,UKM2,2,10534.0
2013,NUTS,2010,UKM3,2,5717.0
2015,NUTS,2010,UKM3,2,6423.0
2013,NUTS,2010,UKM5,2,1693.0
2015,NUTS,2010,UKM5,2,1704.0
2017,NUTS,2010,UKM5,2,1595.0
2013,NUTS,2010,UKM6,2,72.0
2015,NUTS,2010,UKM6,2,70.0
2017,NUTS,2010,UKM6,2,97.0
2017,NUTS,2010,UKM7,2,11040.0
2017,NUTS,2010,UKM8,2,6711.0
2017,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,2920.0
2013,NUTS,2010,UKN,1,2508.0
2015,NUTS,2010,UKN,1,2640.0
2017,NUTS,2010,UKN,1,2872.0
2011,NUTS,2010,UKN0,2,2920.0
2013,NUTS,2010,UKN0,2,2508.0
2015,NUTS,2010,UKN0,2,2640.0
2017,NUTS,2010,UKN0,2,2872.0
